"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"9540splitHere46","13862895splitHere46","cglib"
"9541splitHere46","13862895splitHere46","jparsec"
"9542splitHere46","13862895splitHere46","cglib"
"9543splitHere46","13862895splitHere46","asm"
"9544splitHere46","13862895splitHere46","asm"
"9545splitHere46","13862895splitHere46","jparsec"
"9546splitHere46","13863281splitHere46","#if($finaldate) <newline46mondego>   #set( $finaldate = $format.getFormatedDate(<doubleQuotes46>dd-MM-yyyy<doubleQuotes46>, $order.etd) )    <newline46mondego>   <doubleQuotes46>$finaldate<doubleQuotes46> <newline46mondego>#end<newline46mondego>"
"9547splitHere46","13863281splitHere46","#if($DOMASTER.issuedate) <newline46mondego>     $format.getFormatedDate(<doubleQuotes46>dd-MM-yyyy<doubleQuotes46>, $DOMASTER.issuedate) <newline46mondego>#end<newline46mondego>"
"9548splitHere46","13863283splitHere46","Tabs3.gestureDetector"
"9549splitHere46","13863283splitHere46","List8.gestureDetector"
"9550splitHere46","13863283splitHere46","null"
"9551splitHere46","13863283splitHere46","NullPointerException"
"9552splitHere46","13863283splitHere46","gestureDetector.onTouchEvent(event);"
"9553splitHere46","13863283splitHere46","@Override<newline46mondego>public void onCreate(Bundle savedInstanceState) {<newline46mondego>    // code<newline46mondego>    gestureDetector = new GestureDetector(new MyGestureDetector());<newline46mondego>    // code<newline46mondego>}<newline46mondego>"
"9554splitHere46","13863334splitHere46","JTable"
"9555splitHere46","13863334splitHere46","TableModel"
"9556splitHere46","13863334splitHere46","validate()"
"9557splitHere46","13863334splitHere46","repaint()"
"9558splitHere46","13863377splitHere46","public List<Integer> extractIntegers(String input)<newline46mondego>{<newline46mondego>    List<Integer> result = new ArrayList<Integer>();<newline46mondego>    int index = 0;<newline46mondego>    int v = 0;<newline46mondego>    int l = 0;<newline46mondego>    while (index < input.length())<newline46mondego>    {<newline46mondego>        char c = input.charAt(index);<newline46mondego>        if (Character.isDigit(c))<newline46mondego>        {<newline46mondego>            v *= 10;<newline46mondego>            v += c - '0';<newline46mondego>            l++;<newline46mondego>        } else if (l > 0)<newline46mondego>        {<newline46mondego>            result.add(v);<newline46mondego>            l = 0;<newline46mondego>            v = 0;<newline46mondego>        }<newline46mondego>        index++;<newline46mondego>    }<newline46mondego>    if (l > 0)<newline46mondego>    {<newline46mondego>        result.add(v);<newline46mondego>    }<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"9559splitHere46","13863458splitHere46","BLOCKED"
"9560splitHere46","13863458splitHere46","BLOCKED"
"9561splitHere46","13863458splitHere46","WAITING"
"9562splitHere46","13863458splitHere46","BLOCKED"
"9563splitHere46","13863458splitHere46","WAITING"
"9564splitHere46","13863458splitHere46","Object.wait"
"9565splitHere46","13863458splitHere46","Object.wait()"
"9566splitHere46","13863458splitHere46","Object.notify()"
"9567splitHere46","13863458splitHere46","Object.notifyAll()"
"9568splitHere46","13863458splitHere46","Thread.join()"
"9569splitHere46","13863570splitHere46","Map<String, String> map = new LinkedHashMap<>();<newline46mondego><newline46mondego>map.put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>Number 1<doubleQuotes46>);<newline46mondego>map.put(<doubleQuotes46>2<doubleQuotes46>, null);<newline46mondego>String description = set.get(<doubleQuotes46>1<doubleQuotes46>);<newline46mondego>"
"9570splitHere46","13863570splitHere46","Map<Bar, Bar> map = // LinkedHashMap or ConcurrentHashMap<newline46mondego><newline46mondego>Bar bar1 = new Bar(1);<newline46mondego>map.put(bar1, bar1);<newline46mondego><newline46mondego>Bar bar1a = map.get(new Bar(1));<newline46mondego>"
"9571splitHere46","13863855splitHere46","waitFor()<newline46mondego>"
"9572splitHere46","13863859splitHere46","instanceof"
"9573splitHere46","13863859splitHere46","Control[] children = comp.getChildren();<newline46mondego><newline46mondego>for (int i = 0; i < children.length; i++)<newline46mondego>{<newline46mondego>    if(children[i] instanceof CLabel)<newline46mondego>    {<newline46mondego>        CLabel label = (CLabel) children[i];<newline46mondego><newline46mondego>        /* Do something with the label */<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9574splitHere46","13864001splitHere46","import java.awt.BorderLayout;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.event.*;<newline46mondego>import javax.swing.text.*;<newline46mondego><newline46mondego>import components.DocumentSizeFilter;<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new TestFrame().setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private static class TestFrame extends JFrame{<newline46mondego>        private JTextField textField;<newline46mondego>        private DefaultStyledDocument doc;<newline46mondego>        private JLabel remaningLabel = new JLabel();<newline46mondego><newline46mondego>        public TestFrame() {<newline46mondego>            setLayout(new BorderLayout());<newline46mondego><newline46mondego>            textField = new JTextField();<newline46mondego>            doc = new DefaultStyledDocument();<newline46mondego>            doc.setDocumentFilter(new DocumentSizeFilter(500));<newline46mondego>            doc.addDocumentListener(new DocumentListener(){<newline46mondego>                @Override<newline46mondego>                public void changedUpdate(DocumentEvent e) { updateCount();}<newline46mondego>                @Override<newline46mondego>                public void insertUpdate(DocumentEvent e) { updateCount();}<newline46mondego>                @Override<newline46mondego>                public void removeUpdate(DocumentEvent e) { updateCount();}<newline46mondego>            });<newline46mondego>            textField.setDocument(doc);<newline46mondego><newline46mondego>            updateCount();<newline46mondego><newline46mondego>            add(textField, BorderLayout.CENTER);<newline46mondego>            add(remaningLabel, BorderLayout.SOUTH);<newline46mondego><newline46mondego>            setLocationRelativeTo(null);<newline46mondego>            pack();<newline46mondego>        }<newline46mondego><newline46mondego>        private void updateCount()<newline46mondego>        {<newline46mondego>            remaningLabel.setText((500 -doc.getLength()) + <doubleQuotes46> characters remaining<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9575splitHere46","13864065splitHere46","date1 = (Date) formatter.parse(this.date + <doubleQuotes46> <doubleQuotes46> + this.time);<newline46mondego>date2 = (Date) formatter.parse(this.date + <doubleQuotes46> <doubleQuotes46> + this.time);<newline46mondego>"
"9576splitHere46","13864065splitHere46","date1 = (Date) formatter.parse(this.date + <doubleQuotes46> <doubleQuotes46> + this.time);<newline46mondego>DateObject other = (DateObject) o;<newline46mondego>date2 = (Date) formatter.parse(other.date + <doubleQuotes46> <doubleQuotes46> + other.time);<newline46mondego>"
"9577splitHere46","13864065splitHere46","return date2.compareTo(date1);"
"9578splitHere46","13864065splitHere46","2012-12-05 11:21:19<newline46mondego>2012-12-05 11:20:19<newline46mondego>2012-12-05 11:20:19<newline46mondego>2012-12-05 11:20:19<newline46mondego>2012-12-04 10:20:19<newline46mondego>2010-12-07 13:20:19<newline46mondego>"
"9579splitHere46","13864217splitHere46","** BEGIN NESTED EXCEPTION **"
"9580splitHere46","13864217splitHere46","execute()"
"9581splitHere46","13864217splitHere46","SQLException"
"9582splitHere46","13864217splitHere46","try {<newline46mondego><newline46mondego>    ...<newline46mondego><newline46mondego>} catch (EOFException e) {<newline46mondego>    throw new SQLException(e);<newline46mondego>}<newline46mondego>"
"9583splitHere46","13864259splitHere46","JTextField jf = new JTextField();<newline46mondego>        jf.addFocusListener(new FocusListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void focusLost(FocusEvent arg0) {<newline46mondego>                // here you can have your code when user moves out<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void focusGained(FocusEvent arg0) {<newline46mondego>                // TODO Auto-generated method stub<newline46mondego><newline46mondego>            }<newline46mondego>        } );<newline46mondego>"
"9584splitHere46","13864329splitHere46","float"
"9585splitHere46","13864329splitHere46","Region"
"9586splitHere46","13864329splitHere46","Path"
"9587splitHere46","13864329splitHere46","Region.setPath(Path, Region)"
"9588splitHere46","13864329splitHere46","Region.contain(X, Y)"
"9589splitHere46","13864470splitHere46","bis"
"9590splitHere46","13864470splitHere46","bos"
"9591splitHere46","13864470splitHere46","session.setTermIn(bis);<newline46mondego>session.setTermOut(bos);<newline46mondego>"
"9592splitHere46","13864501splitHere46","new String(string, charset);<newline46mondego>"
"9593splitHere46","13864501splitHere46","System.out.println(<doubleQuotes46>‘<doubleQuotes46>.length()); <newline46mondego> // displays 1<newline46mondego> System.out.println(new String(<doubleQuotes46>‘<doubleQuotes46>.getBytes(), <doubleQuotes46>UTF-16<doubleQuotes46>).length()); <newline46mondego> // displays 2<newline46mondego> System.out.println(new String(<doubleQuotes46>‘<doubleQuotes46>.getBytes(), <doubleQuotes46>ISO-8859-1<doubleQuotes46>).length()); <newline46mondego> // displays 3<newline46mondego>"
"9594splitHere46","13864622splitHere46","FileOutputStream"
"9595splitHere46","13864622splitHere46","/**<newline46mondego> * Opens a file, with the specified name, for writing.<newline46mondego> * @param name name of file to be opened<newline46mondego> */<newline46mondego>private native void open(String name) throws FileNotFoundException;<newline46mondego><newline46mondego>/**<newline46mondego> * Writes the specified byte to this file output stream. Implements<newline46mondego> * the <code>write</code> method of <code>OutputStream</code>.<newline46mondego> *<newline46mondego> * @param      b   the byte to be written.<newline46mondego> * @exception  IOException  if an I/O error occurs.<newline46mondego> */<newline46mondego>public native void write(int b) throws IOException;<newline46mondego><newline46mondego>/**<newline46mondego> * Writes a sub array as a sequence of bytes.<newline46mondego> * @param b the data to be written<newline46mondego> * @param off the start offset in the data<newline46mondego> * @param len the number of bytes that are written<newline46mondego> * @exception IOException If an I/O error has occurred.<newline46mondego> */<newline46mondego>private native void writeBytes(byte b[], int off, int len) throws IOException;<newline46mondego>"
"9596splitHere46","13864720splitHere46","Java"
"9597splitHere46","13864720splitHere46","Student s1 = new StudentBuilder().name(<doubleQuotes46>Eli<doubleQuotes46>).buildStudent();<newline46mondego>Student s2 = new StudentBuilder()<newline46mondego>                 .name(<doubleQuotes46>Spicoli<doubleQuotes46>)<newline46mondego>                 .age(16)<newline46mondego>                 .motto(<doubleQuotes46>Aloha, Mr Hand<doubleQuotes46>)<newline46mondego>                 .buildStudent();<newline46mondego>"
"9598splitHere46","13864951splitHere46","final"
"9599splitHere46","13864951splitHere46","for (int i = 0: i < list.size(); i++) {<newline46mondego>   final elem = list.get(i);<newline46mondego>   // now use it...<newline46mondego>}<newline46mondego>"
"9600splitHere46","13864951splitHere46","final"
"9601splitHere46","13864955splitHere46","<bean id=<doubleQuotes46>triangle<doubleQuotes46> class=<doubleQuotes46>org.tester.Triangle<doubleQuotes46>><newline46mondego><constructor-arg type=<doubleQuotes46>int<doubleQuotes46>  value=<doubleQuotes46>20<doubleQuotes46> /><newline46mondego><constructor-arg type=<doubleQuotes46>java.lang.String<doubleQuotes46>  value=<doubleQuotes46>10<doubleQuotes46> /><newline46mondego></bean><newline46mondego>"
"9602splitHere46","13864955splitHere46","<bean id=<doubleQuotes46>triangle<doubleQuotes46> class=<doubleQuotes46>org.tester.Triangle<doubleQuotes46>><newline46mondego>    <constructor-arg type=<doubleQuotes46>java.lang.String<doubleQuotes46>value=<doubleQuotes46>20<doubleQuotes46> /><newline46mondego>    <constructor-arg   type=<doubleQuotes46>int<doubleQuotes46>  value=<doubleQuotes46>10<doubleQuotes46> /><newline46mondego></bean><newline46mondego>"
"9603splitHere46","13865008splitHere46","@Test<newline46mondego>public void testThatCanConvertUpdateModel() {<newline46mondego>  MappingJacksonHttpMessageConverter conv = new MappingJacksonHttpMessageConverter();<newline46mondego>  assertTrue(conv.canRead(YourModel.class, MediaType.APPLICATION_JSON));<newline46mondego>}<newline46mondego>"
"9604splitHere46","13865082splitHere46","<appender name=<doubleQuotes46>FILE<doubleQuotes46> class=<doubleQuotes46>ch.qos.logback.core.rolling.RollingFileAppender<doubleQuotes46>><newline46mondego>    <file>Logs\logFile.html</file><newline46mondego>    <rollingPolicy class=<doubleQuotes46>ch.qos.logback.core.rolling.TimeBasedRollingPolicy<doubleQuotes46>><newline46mondego>      <!-- daily rollover --><newline46mondego>      <fileNamePattern>logFile.%d{yyyy-MM-dd}.html</fileNamePattern><newline46mondego><newline46mondego>      <!-- keep 30 days' worth of history --><newline46mondego>      <maxHistory>30</maxHistory><newline46mondego>    </rollingPolicy><newline46mondego><newline46mondego>    <encoder class=<doubleQuotes46>ch.qos.logback.core.encoder.LayoutWrappingEncoder<doubleQuotes46>><newline46mondego>    <charset>UTF-8</charset><newline46mondego>        <layout class=<doubleQuotes46>ch.qos.logback.classic.html.HTMLLayout<doubleQuotes46>><newline46mondego>            <pattern>%d{HH:mm:ss.SSS}%thread%level%logger%line%msg</pattern><newline46mondego>        </layout>           <newline46mondego>    </encoder><newline46mondego></appender><newline46mondego>"
"9605splitHere46","13865082splitHere46","maxHistory"
"9606splitHere46","13865101splitHere46","@Override<newline46mondego>public void finCoin(Money m) {<newline46mondego>    if(m.getChange()%5==0){<newline46mondego>      System.out.PrintLn(<doubleQuotes46>Return <doubleQuotes46>+ m.getChange/5);<newline46mondego>else {<newline46mondego>    int remainngCoins=m.getChange()*((m.getChange/5)*5));<newline46mondego>    m.setChange(remainngCoins);<newline46mondego>    co.setnext(m);<newline46mondego>}<newline46mondego>"
"9607splitHere46","13865101splitHere46","@Override<newline46mondego>public int finCoin(Money m) {   // VERY IMPORTANT replace void by int<newline46mondego>    if(m.getChange()%5==0){<newline46mondego>      // System.out.PrintLn(<doubleQuotes46>Return <doubleQuotes46>+ m.getChange/5);<newline46mondego>      return m.getChange/5;   // thats how you return a value and end this method call<newline46mondego>    else {<newline46mondego>      int remainngCoins=m.getChange()*((m.getChange/5)*5));<newline46mondego>      m.setChange(remainngCoins);<newline46mondego>      co.setnext(m);<newline46mondego>    }<newline46mondego>    return 0;   // this is just a guess but you MUST return something<newline46mondego>}<newline46mondego>"
"9608splitHere46","13865118splitHere46","model"
"9609splitHere46","13865118splitHere46","String namen = model.get(1).toString();<newline46mondego>"
"9610splitHere46","13865197splitHere46","++"
"9611splitHere46","13865197splitHere46","+1"
"9612splitHere46","13865327splitHere46","JasperViewer.viewReport(jasperPrint, true);"
"9613splitHere46","13865327splitHere46","public static void main(String[] args) throws JRException {<newline46mondego>    File file = new File(<doubleQuotes46>C:\\Test\\src\\report1.jrxml<doubleQuotes46>);<newline46mondego>    System.out.println(<doubleQuotes46>file = <doubleQuotes46>+file.exists());<newline46mondego>    JasperDesign _des = JRXmlLoader.load(file);<newline46mondego><newline46mondego>    _des.setPageHeight(842);<newline46mondego>    _des.setPageWidth(595);<newline46mondego><newline46mondego>    JasperReport _rep = JasperCompileManager.compileReport(_des);<newline46mondego>    JasperPrint jasperPrint = JasperFillManager.fillReport(_rep, new HashMap<String, Object>());<newline46mondego>    JasperViewer.viewReport(jasperPrint, true);<newline46mondego>}<newline46mondego>"
"9614splitHere46","13865373splitHere46","public static void main(String[] args) {<newline46mondego>    log.warning(<doubleQuotes46>123<doubleQuotes46> + <doubleQuotes46>456<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"9615splitHere46","13865373splitHere46","public static void main(String args[])<newline46mondego>{<newline46mondego>    log.warning(<doubleQuotes46>123456<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"9616splitHere46","13865434splitHere46","public static void method(List<Integer> list, int n, int m) {<newline46mondego>   if (n < 0)<newline46mondego>       process(list);<newline46mondego>   for(int i = 0; i < m; i++) {<newline46mondego>      list.set(n, m);<newline46mondego>      method(list, n-1, m);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"9617splitHere46","13865449splitHere46","Object[][] data = new Object[][]{Tienda.telasItems, Tienda.accesoriosItems, Tienda.aviosItems};<newline46mondego>JComboBox[] boxes = new JComboBox[3];<newline46mondego><newline46mondego>for (int i = 0; i < boxes.length; ++i)<newline46mondego>  boxes[i] = new JComboBox(data[i]);<newline46mondego>"
"9618splitHere46","13865550splitHere46","ExternalUser"
"9619splitHere46","13865550splitHere46","BrandNewUser"
"9620splitHere46","13865550splitHere46","public interface MyUser {<newline46mondego>  // all the methods you need<newline46mondego>  String getSurname();<newline46mondego>}<newline46mondego><newline46mondego>public class ExternalUser implements MyUser {<newline46mondego>  private User _user;<newline46mondego>  private ExternalUser() { }<newline46mondego>  public ExternalUser(User u) {<newline46mondego>    this._user = u;<newline46mondego>  }<newline46mondego>  public String getSurname() {<newline46mondego>    return _user.getSurname();<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public class BrandNewUser implements MyUser {<newline46mondego>  private String _surname;<newline46mondego>  public ExternalUser(String name, String surname) {<newline46mondego>    this._surname = surname;<newline46mondego>  }<newline46mondego>  public String getSurname() {<newline46mondego>    return _surname;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"9621splitHere46","13865574splitHere46","cb.addTemplate(tp, 0, 0);"
"9622splitHere46","13865574splitHere46","Image img = Image.getInstance(tp);<newline46mondego>img.setRotationDegrees(90);<newline46mondego>"
"9623splitHere46","13865574splitHere46","setRotation()"
"9624splitHere46","13865574splitHere46","PdfTemplate"
"9625splitHere46","13865574splitHere46","Image"
"9626splitHere46","13865693splitHere46","package fxthread_25127_wrongthread;<newline46mondego><newline46mondego>import javafx.application.Application;<newline46mondego>import javafx.application.Platform;<newline46mondego>import javafx.scene.control.Tooltip;<newline46mondego>import javafx.stage.Stage;<newline46mondego>/**<newline46mondego> *<newline46mondego> * @author mickf<newline46mondego> */<newline46mondego>public class Main extends Application {<newline46mondego>    Tooltip tooltip;<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Application.launch(args);<newline46mondego>    }<newline46mondego>    @Override public void init() throws Exception {<newline46mondego>        Platform.runLater(new Runnable() {<newline46mondego>            @Override public void run() {<newline46mondego>                tooltip = new Tooltip(<doubleQuotes46>Top tip : use runLater()<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>        /*<newline46mondego>         * this will cause an ISE<newline46mondego>         */<newline46mondego>        //tooltip = new Tooltip(<doubleQuotes46>flip<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    @Override public void start(Stage s) {<newline46mondego>        System.exit(0);<newline46mondego>    }<newline46mondego>} <newline46mondego>"
"9627splitHere46","13865775splitHere46","null"
"9628splitHere46","13865775splitHere46","true"
"9629splitHere46","13865775splitHere46","false"
"9630splitHere46","13865775splitHere46","Boolean"
"9631splitHere46","13865775splitHere46","null"
"9632splitHere46","13865775splitHere46","boolean"
"9633splitHere46","13865775splitHere46","Boolean"
"9634splitHere46","13865775splitHere46","boolean"
"9635splitHere46","13865775splitHere46","boolean"
"9636splitHere46","13865775splitHere46","Boolean"
"9637splitHere46","13865775splitHere46","boolean"
"9638splitHere46","13865775splitHere46","Boolean"
"9639splitHere46","13865775splitHere46","true"
"9640splitHere46","13865775splitHere46","false"
"9641splitHere46","13865775splitHere46","null"
"9642splitHere46","13865775splitHere46","boolean"
"9643splitHere46","13865775splitHere46","Boolean"
"9644splitHere46","13865790splitHere46","open"
"9645splitHere46","13865790splitHere46","JMenuItem"
"9646splitHere46","13865790splitHere46","ActionListener"
"9647splitHere46","13865790splitHere46","JButton open = new JButton(<doubleQuotes46>open<doubleQuotes46>)"
"9648splitHere46","13865808splitHere46","Object"
"9649splitHere46","13865808splitHere46","toString()"
"9650splitHere46","13865808splitHere46","byte[]"
"9651splitHere46","13865808splitHere46","byte[] test = {-51};<newline46mondego>byte[] test2 = {-51};<newline46mondego>byte[] test3 = {-51};<newline46mondego>System.out.println(new String(test));<newline46mondego>System.out.println(new String(test2));<newline46mondego>System.out.println(new String(test3));<newline46mondego>"
"9652splitHere46","13865808splitHere46","�?<newline46mondego>�?<newline46mondego>�?<newline46mondego>"
"9653splitHere46","13865808splitHere46","byte[] test = {-51};<newline46mondego>byte[] test2 = {-51};<newline46mondego>byte[] test3 = {-51};<newline46mondego>System.out.println(Arrays.toString(test));<newline46mondego>System.out.println(Arrays.toString(test2));<newline46mondego>System.out.println(Arrays.toString(test3));<newline46mondego>"
"9654splitHere46","13865808splitHere46","[-51]<newline46mondego>[-51]<newline46mondego>[-51]<newline46mondego>"
"9655splitHere46","13865980splitHere46","editTextNumberOfGames"
"9656splitHere46","13865980splitHere46","int numberOfPictures;<newline46mondego>if (editTextNumberOfGames != null) {<newline46mondego>   numberOfPictures = Integer.parseInt(editTextNumberOfGames.getText());<newline46mondego>}<newline46mondego>"
"9657splitHere46","13866042splitHere46","class EditingCell extends TableCell<NamedProperty, Object> {<newline46mondego>private TextField textField;<newline46mondego>private CheckBox checkBox;<newline46mondego>public EditingCell() {}<newline46mondego><newline46mondego>@Override public void startEdit() {<newline46mondego>  if (!isEmpty()) {<newline46mondego>    super.startEdit();<newline46mondego><newline46mondego>    if (getItem() instanceof Boolean) {<newline46mondego>      createCheckBox();<newline46mondego>      setText(null);<newline46mondego>      setGraphic(checkBox);<newline46mondego>    } else {<newline46mondego>      createTextField();<newline46mondego>      setText(null);<newline46mondego>      setGraphic(textField);<newline46mondego>      textField.selectAll();<newline46mondego>    }  <newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>@Override public void cancelEdit() {<newline46mondego>  super.cancelEdit();<newline46mondego><newline46mondego>  if (getItem() instanceof Boolean) {<newline46mondego>    setText(getItem().toString());<newline46mondego>  } else {<newline46mondego>    setText((String) getItem());<newline46mondego>  }  <newline46mondego>  setGraphic(null);<newline46mondego>}<newline46mondego><newline46mondego>@Override public void updateItem(Object item, boolean empty) {<newline46mondego>  super.updateItem(item, empty);<newline46mondego><newline46mondego>  if (empty) {<newline46mondego>    setText(null);<newline46mondego>    setGraphic(null);<newline46mondego>  } else {<newline46mondego>    if (isEditing()) {<newline46mondego>      if (getItem() instanceof Boolean) {<newline46mondego>        if (checkBox != null) {<newline46mondego>          checkBox.setSelected(getBoolean());<newline46mondego>        }<newline46mondego>        setText(null);<newline46mondego>        setGraphic(checkBox);<newline46mondego>      } else {<newline46mondego>        if (textField != null) {<newline46mondego>          textField.setText(getString());<newline46mondego>        }<newline46mondego>        setText(null);<newline46mondego>        setGraphic(textField);<newline46mondego>      }  <newline46mondego>    } else {<newline46mondego>      setText(getString());<newline46mondego>      setGraphic(null);<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>private void createTextField() {<newline46mondego>  textField = new TextField(getString());<newline46mondego>  textField.setMinWidth(this.getWidth() - this.getGraphicTextGap()* 2);<newline46mondego>  textField.focusedProperty().addListener(new ChangeListener<Boolean>() {<newline46mondego>    @Override public void changed(ObservableValue<? extends Boolean> observable, Boolean oldValue, Boolean newValue) {<newline46mondego>      if (!newValue) {<newline46mondego>        commitEdit(textField.getText());<newline46mondego>      }<newline46mondego>    }<newline46mondego>  });<newline46mondego>}<newline46mondego><newline46mondego>private void createCheckBox() {<newline46mondego>  checkBox = new CheckBox();<newline46mondego>  checkBox.setSelected(getBoolean());<newline46mondego>  checkBox.setMinWidth(this.getWidth() - this.getGraphicTextGap()* 2);<newline46mondego>  checkBox.focusedProperty().addListener(new ChangeListener<Boolean>() {<newline46mondego>    @Override public void changed(ObservableValue<? extends Boolean> observable, Boolean oldValue, Boolean newValue) {<newline46mondego>      if (!newValue) {<newline46mondego>        commitEdit(checkBox.isSelected());<newline46mondego>      }<newline46mondego>    }<newline46mondego>  });<newline46mondego>}<newline46mondego><newline46mondego>private String getString() {<newline46mondego>  return getItem() == null ? <doubleQuotes46><doubleQuotes46> : getItem().toString();<newline46mondego>}<newline46mondego><newline46mondego>private Boolean getBoolean() {<newline46mondego>  return getItem() == null ? false : (Boolean) getItem();<newline46mondego>}<newline46mondego>}  <newline46mondego>"
"9658splitHere46","13866134splitHere46","List<?> list = ...  // original list<newline46mondego>List<?> toReplace = list.subList(startingIndex, endIndex);<newline46mondego>toReplace.clear(); // clears the subList<newline46mondego>List<?> replacement = ... // list of new elements<newline46mondego>toReplace.addAll(replacement); // inserts the new elements in the original list, through the sublist<newline46mondego>"
"9659splitHere46","13866189splitHere46","class B {<newline46mondego><newline46mondego>    private A a;<newline46mondego><newline46mondego>    public B(A a) {<newline46mondego>        this.a = a;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9660splitHere46","13866189splitHere46","a"
"9661splitHere46","13866189splitHere46","A a = new A();<newline46mondego>B b = new B(a);<newline46mondego>"
"9662splitHere46","13866295splitHere46","JsonObject"
"9663splitHere46","13866295splitHere46","JsonArray"
"9664splitHere46","13866295splitHere46","{ <doubleQuotes46>name<doubleQuotes46>: <doubleQuotes46>Bread<doubleQuotes46>,<newline46mondego>  <doubleQuotes46>price<doubleQuotes46>: 0.78,<newline46mondego>  <doubleQuotes46>produced<doubleQuotes46>: <doubleQuotes46>08-12-2012 14:34<doubleQuotes46>,<newline46mondego>  <doubleQuotes46>shop<doubleQuotes46>: {<newline46mondego>     <doubleQuotes46>name<doubleQuotes46>: <doubleQuotes46>neighbourhood bakery<doubleQuotes46><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"9665splitHere46","13866295splitHere46","public class Product {<newline46mondego>    private String name;<newline46mondego>    private double price;<newline46mondego>    private Date produced;<newline46mondego>    private Shop shop;<newline46mondego>    // Optional Getters and setters. GSON uses reflection, it doesn't need them<newline46mondego>    // However, better declare them so that you can access the fields<newline46mondego>}<newline46mondego><newline46mondego>public class Shop {<newline46mondego>   private String name;<newline46mondego>    // Optional Getters and setters. GSON uses reflection, it doesn't need them<newline46mondego>    // However, better declare them so that you can access the fields<newline46mondego>}<newline46mondego>"
"9666splitHere46","13866295splitHere46","String jsonString; // initialized as you can<newline46mondego>GsonBuilder gsonBuilder = new GsonBuilder();<newline46mondego>gsonBuilder.setDateFormat(<doubleQuotes46>MM-dd-yyyy HH:mm<doubleQuotes46>); // setting custom date format<newline46mondego>Gson gson = gsonBuilder.create();<newline46mondego>Product product = gson.fromJson(jsonString, Product.class);<newline46mondego>// Do whatever you want with the object it has its fields loaded from the json<newline46mondego>"
"9667splitHere46","13866295splitHere46","GsonBuilder gsonBuilder = new GsonBuilder();<newline46mondego>gsonBuilder.setDateFormat(<doubleQuotes46>MM-dd-yyyy HH:mm<doubleQuotes46>); // setting custom date format<newline46mondego>Gson gson = gsonBuilder.create();<newline46mondego>String jsonString = gson.toJson(product);<newline46mondego>"
"9668splitHere46","13866416splitHere46","protected Collection<String> generatedPasswords = new HashSet<String>();<newline46mondego>public String generatePassword(int length) {<newline46mondego>  String password = null;<newline46mondego>  do {<newline46mondego>    StringBuilder buf = new StringBuilder();<newline46mondego>    // Append <doubleQuotes46>length<doubleQuotes46> random password characters to <doubleQuotes46>buf<doubleQuotes46>.<newline46mondego>    password = buf.toString();<newline46mondego>  } while (this.generatedPasswords.contains(password));<newline46mondego>  return password;<newline46mondego>}<newline46mondego>"
"9669splitHere46","13866617splitHere46","Future<T> future = ConcurrentUtils.constantFuture(T myValue);<newline46mondego>"
"9670splitHere46","13866794splitHere46","pom.xml"
"9671splitHere46","13866794splitHere46","distributionManagement"
"9672splitHere46","13866968splitHere46","public static void helloWorld();"
"9673splitHere46","13867012splitHere46","final"
"9674splitHere46","13867012splitHere46","="
"9675splitHere46","13867012splitHere46","2 * this.x"
"9676splitHere46","13867012splitHere46","this.x"
"9677splitHere46","13867012splitHere46","x"
"9678splitHere46","13867012splitHere46","this.x"
"9679splitHere46","13867012splitHere46","x"
"9680splitHere46","13867012splitHere46","this.x = 3"
"9681splitHere46","13867012splitHere46","x"
"9682splitHere46","13867012splitHere46","this.x"
"9683splitHere46","13867012splitHere46","this.x"
"9684splitHere46","13867012splitHere46","final"
"9685splitHere46","13867012splitHere46","this"
"9686splitHere46","13867012splitHere46","="
"9687splitHere46","13867012splitHere46","2 * this.x"
"9688splitHere46","13867012splitHere46","this.x"
"9689splitHere46","13867012splitHere46","x"
"9690splitHere46","13867012splitHere46","(false ? null : this).x"
"9691splitHere46","13867012splitHere46","(this).x"
"9692splitHere46","13867012splitHere46","this"
