"1splitHere46","5457590splitHere46","ObjectMapper objectMapper = new ObjectMapper();<newline46mondego>objectMapper.configure(SerializationConfig.Feature.INDENT_OUTPUT, true);<newline46mondego><newline46mondego>String originalJson = ...<newline46mondego>JsonNode tree = objectMapper .readTree(originalJson);<newline46mondego>String formattedJson = objectMapper.writeValueAsString(tree);<newline46mondego>"
"6620splitHere46","5670533splitHere46","FileWriter fstream = new FileWriter(<doubleQuotes46>out.txt<doubleQuotes46>, true);<newline46mondego>fstream.append(output);<newline46mondego>"
"6621splitHere46","5670533splitHere46","FileWriter fstream = new FileWriter(<doubleQuotes46>out.txt<doubleQuotes46>, true);<newline46mondego>fstream.append(output).append('\n');<newline46mondego>fstream.close();<newline46mondego>"
"6622splitHere46","5670533splitHere46","finally"
"6623splitHere46","5670652splitHere46","public class SampleListener implements ServletContextListener {<newline46mondego><newline46mondego>public static final long _startTimerDelayMin = 10; // In minutes<newline46mondego>public static final long _startTimerPeriodMin = 60; // In minutes<newline46mondego><newline46mondego>Timer timer;<newline46mondego>ServletContext context =null;       <newline46mondego><newline46mondego>public void contextInitialized(ServletContextEvent contextEvent) {      <newline46mondego>    context = contextEvent.getServletContext();     <newline46mondego>    scheduleTimer();        <newline46mondego>}   <newline46mondego><newline46mondego>public void scheduleTimer() {<newline46mondego>    long delay = _startTimerDelayMin * 60000;   //initial delay set to _startTimerDelayMin minutes as per msecs<newline46mondego>    long period = _startTimerPeriodMin * 60000;   //subsequent rate set to _startTimerPeriodMin minutes as per msecs<newline46mondego>    timer = new Timer();<newline46mondego>    timer.scheduleAtFixedRate(new RemindTask(), delay, period); <newline46mondego>}<newline46mondego><newline46mondego>public void contextDestroyed(ServletContextEvent arg0) {<newline46mondego>    //Stopping Timer Thread once context destroyed<newline46mondego>    timer.cancel();<newline46mondego>}<newline46mondego><newline46mondego>private static String getPropertyValue(String key){<newline46mondego>    String value = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    try{<newline46mondego>        value = Util.getPropertyValueOfKey(key).trim();<newline46mondego>    }catch(IOException e){<newline46mondego><newline46mondego>    }<newline46mondego>    return value;<newline46mondego>}<newline46mondego><newline46mondego>/**<newline46mondego> * This class is invoked at given interval to clear the application scope variable for browse call which have not been used for given time<newline46mondego> *<newline46mondego> */<newline46mondego>class RemindTask extends TimerTask {<newline46mondego><newline46mondego>    public void run() {<newline46mondego>        clearScopeVariables();<newline46mondego>    } <newline46mondego><newline46mondego>    /**<newline46mondego>     * This funtion has logic to clear the application scope variable for browse call which have not been used for given time<newline46mondego>     */<newline46mondego>    public void clearScopeVariables() {<newline46mondego>        Date dt = new Date();<newline46mondego>        Enumeration<String> applicationScopeVarNames = (Enumeration<String>)context.getAttributeNames();<newline46mondego>                    // TODO: clear the scope variables<newline46mondego>    }       <newline46mondego>}   <newline46mondego>"
"6624splitHere46","5670688splitHere46","List"
"6625splitHere46","5670688splitHere46","Map"
"6626splitHere46","5670688splitHere46","(e.g java -Xss8m HelloWorld)"
"6627splitHere46","5670694splitHere46","final ExpectJ expectJ = new ExpectJ();<newline46mondego>final Spawn spawn = expectJ.spawn(<doubleQuotes46>host<doubleQuotes46>, 22, <doubleQuotes46>user<doubleQuotes46>, <doubleQuotes46>pass<doubleQuotes46>);<newline46mondego>spawn.send(<doubleQuotes46>cd public_html/final\n<doubleQuotes46>);<newline46mondego>spawn.expect(<doubleQuotes46>someReturn<doubleQuotes46>);<newline46mondego>...<newline46mondego>spawn.send(<doubleQuotes46>exit\n<doubleQuotes46>);<newline46mondego>spawn.expectClose();<newline46mondego>"
"6628splitHere46","5670728splitHere46","Person"
"6629splitHere46","5670728splitHere46","PersonImpl"
"6630splitHere46","5670728splitHere46","OtherTypeOfPersonImpl"
"6631splitHere46","5670728splitHere46","Person"
"6632splitHere46","5670728splitHere46","List"
"6633splitHere46","5670728splitHere46","List"
"6634splitHere46","5670728splitHere46","ArrayList"
"6635splitHere46","5670728splitHere46","LinkedList"
"6636splitHere46","5670728splitHere46","List"
"6637splitHere46","5670728splitHere46","List"
"6638splitHere46","5671212splitHere46","myFrame"
"6639splitHere46","5671212splitHere46","myFrame.setResizable(false);<newline46mondego>"
"6640splitHere46","5671248splitHere46","Messages.properties"
"6641splitHere46","5671248splitHere46","Messages_eo.properties"
"6642splitHere46","5671248splitHere46","Messages_de.properties"
"6643splitHere46","5671248splitHere46","Messages_de_AT.properties"
"6644splitHere46","5671248splitHere46","ResourceBundle bundle = ResourceBundle.getBundle(<doubleQuotes46>Messages<doubleQuotes46>)"
"6645splitHere46","5671248splitHere46",".class"
"6646splitHere46","5671248splitHere46","text"
"6647splitHere46","5671288splitHere46","String jQuerySelector = <doubleQuotes46>'#myDiv input.test'<doubleQuotes46>;<newline46mondego>RenderedWebElement webElement = (RenderedWebElement) ((JavascriptExecutor) webDriver).executeScript(<doubleQuotes46>return $(<doubleQuotes46> + jQuerySelector+ <doubleQuotes46>).get(0);<doubleQuotes46>);<newline46mondego>"
"6648splitHere46","5671288splitHere46","String jQuerySelector = <doubleQuotes46>arguments[0]<doubleQuotes46>;<newline46mondego>((JavascriptExecutor) webDriver).executeScript(<doubleQuotes46>return $(<doubleQuotes46> + jQuerySelector+ <doubleQuotes46>).doSomethingInJquery();<doubleQuotes46>, webElement);<newline46mondego>"
"6649splitHere46","5671490splitHere46","import org.krysalis.barcode4j.impl.pdf417.PDF417Bean<newline46mondego><newline46mondego>class TestController {<newline46mondego>   def index = {<newline46mondego><newline46mondego>      def generator = new PDF417Bean()<newline46mondego>      generator.height = 10<newline46mondego><newline46mondego>      def barcodeValue = <doubleQuotes46>12345<doubleQuotes46><newline46mondego>      renderBarcodePng(generator, barcodeValue)<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6650splitHere46","5671529splitHere46","Class.getSigners"
"6651splitHere46","5671621splitHere46","list = new ArrayList<People>();<newline46mondego>"
"6652splitHere46","5671716splitHere46","try{<newline46mondego>    InetAddress localhost = InetAddress.getLocalHost();<newline46mondego>    final byte[] ip = localhost.getAddress();<newline46mondego><newline46mondego>    SwingWorker<ListModel, InetAddress> worker = new SwingWorker<ListModel, InetAddress>()<newline46mondego>    {<newline46mondego>        public ListModel doInBackground()<newline46mondego>        {<newline46mondego>            for(int i=1;i<254;i++){<newline46mondego>                ip[3]=(byte)i;<newline46mondego>                final InetAddress address = InetAddress.getByAddress(ip);<newline46mondego><newline46mondego>                if(address.isReachable(1000)){<newline46mondego>                    publish(address);<newline46mondego>                    listModel1.addElement(address);<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            return listModel1;<newline46mondego>        }<newline46mondego><newline46mondego>        public void process(List<InetAddress> addresses)<newline46mondego>        {<newline46mondego>            for(InetAddress address : addresses)<newline46mondego>            {<newline46mondego>                System.out.println(address + <doubleQuotes46>-Machine is turned on and can be ping.<doubleQuotes46>);<newline46mondego>                Rectangle progressRec = jProgressBar1.getBounds();<newline46mondego>                progressRec.x = 0;<newline46mondego>                progressRec.y = 0;<newline46mondego>                jProgressBar1.setValue(i);<newline46mondego>                jProgressBar1.paintImmediately(progressRec);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public void done()<newline46mondego>        {<newline46mondego>            jList1.setModel(get());<newline46mondego>        }<newline46mondego>    };<newline46mondego><newline46mondego>    worker.execute();<newline46mondego><newline46mondego>}catch(Exception e){<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>"
"6653splitHere46","5671838splitHere46","paintComponent(Graphics)"
"6654splitHere46","5671838splitHere46","JComponent"
"6655splitHere46","5671838splitHere46","JPanel"
"6656splitHere46","5671838splitHere46","BufferedImage"
"6657splitHere46","5671838splitHere46","BufferedImage"
"6658splitHere46","5671838splitHere46","javax.swing.Timer"
"6659splitHere46","5671844splitHere46","PrintStream"
"6660splitHere46","5671844splitHere46","brute()"
"6661splitHere46","5671844splitHere46","FileOutputStream fileOut = new FileOutputStream(<doubleQuotes46>output.txt<doubleQuotes46>);<newline46mondego>brute(<doubleQuotes46>12345<doubleQuotes46>, 5, new StringBuffer(), new PrintStream(fileOut));<newline46mondego>"
"6662splitHere46","5672023splitHere46","public class MyDateConvertor extends StrutsTypeConverter {<newline46mondego>     public Object convertFromString(Map context, String[] values, Class <newline46mondego>toClass) {<newline46mondego>         SimpleDateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyyy/MM/dd<doubleQuotes46>);<newline46mondego>          try {<newline46mondego>              Date date = (Date) sdf.parse(values[0]);<newline46mondego>              return new java.sql.Date(date.getTime()) ;<newline46mondego>          } catch (ParseException e) {<newline46mondego>              return values[0];<newline46mondego>          }<newline46mondego>      }<newline46mondego><newline46mondego>      public String convertToString(Map context, Object o) {<newline46mondego>         SimpleDateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyyy/MM/dd<doubleQuotes46>);<newline46mondego>         return sdf.format(o);<newline46mondego>      }<newline46mondego>  }<newline46mondego>"
"6663splitHere46","5672028splitHere46","intar.length"
"6664splitHere46","5672028splitHere46","for (int i=0; i<intar[0].length; i++){ <newline46mondego>    // rest the same <newline46mondego>}<newline46mondego>"
"6665splitHere46","5672057splitHere46","// setup the client<newline46mondego>HttpContext httpContext = new BasicHttpContext();<newline46mondego>DefaultHttpClient httpClient = new DefaultHttpClient();<newline46mondego><newline46mondego>// setup the request<newline46mondego>HttpPost post = new HttpPost(<doubleQuotes46>http://someurl.com/<doubleQuotes46>);<newline46mondego>List<BasicNameValuePair> pairs = new ArrayList<BasicNameValuePair>();<newline46mondego>pairs.add(new BasicNameValuePair(<doubleQuotes46>name<doubleQuotes46> , <doubleQuotes46>value<doubleQuotes46>));<newline46mondego>post.setEntity(new UrlEncodedFormEntity(pairs));<newline46mondego><newline46mondego>// execute the request<newline46mondego>BasicHttpResponse response =<newline46mondego>        (BasicHttpResponse)httpClient.execute(post, httpContext);<newline46mondego><newline46mondego>// do something with the response<newline46mondego>InputStream is = response.getEntity().getContent();<newline46mondego>BufferedReader br = new BufferedReader(new InputStreamReader(is));<newline46mondego><newline46mondego>String content;<newline46mondego>StringBuilder contentBuilder = new StringBuilder();<newline46mondego><newline46mondego>String line = null;<newline46mondego>while((line = br.readLine()) != null)<newline46mondego>    contentBuilder.append(line);<newline46mondego><newline46mondego>br.close();<newline46mondego>is.close();<newline46mondego><newline46mondego>content = contentBuilder.toString();<newline46mondego><newline46mondego>// done!<newline46mondego>"
"6666splitHere46","5672108splitHere46","synchronized(primes[0])<newline46mondego>"
"6667splitHere46","5672108splitHere46","primes[0]=0;<newline46mondego>"
"6668splitHere46","5672108splitHere46","primes[0].notifyAll();<newline46mondego>"
"6669splitHere46","5672108splitHere46","Integer[] primes=new Integer[3];<newline46mondego>if(primes[0]>0) {<newline46mondego>  synchronized(primes[0]) {<newline46mondego>    int returning=primes[0];<newline46mondego>    primes[0]=0;<newline46mondego>    returning.notifyAll();<newline46mondego>    return returning;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6670splitHere46","5672157splitHere46","-Djava.ext.dirs=..."
"6671splitHere46","5672190splitHere46","try<newline46mondego>{<newline46mondego>    foo();<newline46mondego>}<newline46mondego>catch(final IOException ex)<newline46mondego>{<newline46mondego>    // do something smarter here!<newline46mondego>    ex.printStackTrace();<newline46mondego>}<newline46mondego>"
"6672splitHere46","5672190splitHere46","public void foo() <newline46mondego>    throws IOException <newline46mondego>{<newline46mondego>   // ... code ...<newline46mondego>}<newline46mondego>"
"6673splitHere46","5672190splitHere46","s.hasXXX()"
"6674splitHere46","5672190splitHere46","s.nextXXX()"
"6675splitHere46","5672438splitHere46","Television samsung = new Television (<doubleQuotes46>SAMSUNG 46<doubleQuotes46>, <doubleQuotes46>Class 6400 Series<doubleQuotes46>, 9.3,599.99);"
"6676splitHere46","5672438splitHere46","System.out.print(<doubleQuotes46>Inventory______ Total:_______<doubleQuotes46>+ nf.format(samsung.calculateInventoryTotal()));"
"6677splitHere46","5672438splitHere46","System.out.print(<doubleQuotes46>Unit Price: <doubleQuotes46> + nf.format(Samsung.getUnitPrice()));"
"6678splitHere46","5672438splitHere46","private double unitPrice;"
"6679splitHere46","5672438splitHere46","public double calculateInventoryTotal() {<newline46mondego>    //calculate total here;<newline46mondego>    return totalAmt;<newline46mondego>}"
"6680splitHere46","5672672splitHere46","ActionName-validation.xml"
"6681splitHere46","5672672splitHere46","DesignationAction-validation.xml"
"6682splitHere46","5672672splitHere46","// Action<newline46mondego>public class DesignationAction extends ActionSupport{ <newline46mondego>  @Getter @Setter private String desgName;<newline46mondego>}  <newline46mondego>"
"6683splitHere46","5672789splitHere46","getMethod(<doubleQuotes46>queryForObject<doubleQuotes46>, RowMapper.class, Object[].class);<newline46mondego>"
"6684splitHere46","5672950splitHere46","menuItemInstance.setEnabled(false);<newline46mondego>"
"6685splitHere46","5673031splitHere46","public void service(HttpServletRequest req, HttpServletResponse res) <newline46mondego> throws IOException {<newline46mondego>   String ip = req.getRemoteAddr();<newline46mondego>   Date date = new Date();<newline46mondego>   MyLogger.log(ip,date);<newline46mondego>  }<newline46mondego>"
"6686splitHere46","5673047splitHere46","RecordStore.setRecord()"
"6687splitHere46","5673139splitHere46","having(...).and(...)"
"6688splitHere46","5673139splitHere46","allOf"
"6689splitHere46","5673139splitHere46","import static ch.lambdaj.Lambda.*;<newline46mondego>import static org.hamcrest.Matchers.*;<newline46mondego><newline46mondego>List<LeaveApply> leaveApplyList = select(allLeaveApplyList, having(on(LeaveApply.class).getUser().getId(), equalTo(userId)).and(on(LeaveApply.class).getDate(), allOf(greaterThanOrEqualTo(fromDate), lessThanOrEqualTo(toDate)))));<newline46mondego>"
"6690splitHere46","5673356splitHere46","@RequestMapping(value = <doubleQuotes46>/files/{file_name}<doubleQuotes46>, method = RequestMethod.GET)<newline46mondego>public void getFile(<newline46mondego>    @PathVariable(<doubleQuotes46>file_name<doubleQuotes46>) String fileName, <newline46mondego>    HttpServletResponse response) {<newline46mondego>    try {<newline46mondego>      // get your file as InputStream<newline46mondego>      InputStream is = ...;<newline46mondego>      // copy it to response's OutputStream<newline46mondego>      IOUtils.copy(is, response.getOutputStream());<newline46mondego>      response.flushBuffer();<newline46mondego>    } catch (IOException ex) {<newline46mondego>      log.info(<doubleQuotes46>Error writing file to output stream. Filename was '<doubleQuotes46> + fileName + <doubleQuotes46>'<doubleQuotes46>);<newline46mondego>      throw new RuntimeException(<doubleQuotes46>IOError writing file to output stream<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6691splitHere46","5673356splitHere46","IOUtils"
"6692splitHere46","5673356splitHere46","org.apache.commons.io.IOUtils"
"6693splitHere46","5673356splitHere46","response.getOutputStream()"
"6694splitHere46","5673356splitHere46","response.setContentType(<doubleQuotes46>application/pdf<doubleQuotes46>);<newline46mondego>"
"6695splitHere46","5673428splitHere46","newSingleThreadExecutor()"
"6696splitHere46","5673428splitHere46","newFixedThreadPool(1)"
"6697splitHere46","5673428splitHere46","ThreadFactory"
"6698splitHere46","5673485splitHere46","-mx1m -XX:NewSize=256k"
"6699splitHere46","5673485splitHere46","System.out.println(Runtime.getRuntime().totalMemory()/1024);<newline46mondego>"
"6700splitHere46","5673485splitHere46","2304<newline46mondego>"
"6701splitHere46","5673582splitHere46","String newOne = oldString.replaceAll(<doubleQuotes46>,<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"6702splitHere46","5673582splitHere46","String[] ids = oldString.split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>"
"6703splitHere46","5673582splitHere46","for (String id : ids ) {<newline46mondego>   doSomethingWithId(id);<newline46mondego>}<newline46mondego>"
"6704splitHere46","5673606splitHere46","public class StatusColumnCellRenderer extends DefaultTableCellRenderer {<newline46mondego>  @Override<newline46mondego>  public Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus, int row, int col) {<newline46mondego><newline46mondego>    //Cells are by default rendered as a JLabel.<newline46mondego>    JLabel l = (JLabel) super.getTableCellRendererComponent(table, value, isSelected, hasFocus, row, col);<newline46mondego><newline46mondego>    //Get the status for the current row.<newline46mondego>    CustomTableModel tableModel = (CustomTableModel) table.getModel();<newline46mondego>    if (tableModel.getStatus(row) == CustomTableModel.APPROVED) {<newline46mondego>      l.setBackground(Color.GREEN);<newline46mondego>    } else {<newline46mondego>      l.setBackground(Color.RED);<newline46mondego>    }<newline46mondego><newline46mondego>  //Return the JLabel which renders the cell.<newline46mondego>  return l;<newline46mondego><newline46mondego>}<newline46mondego>"
"6705splitHere46","5673606splitHere46","Table.getColumnModel().getColumn(columnIndex).setCellRenderer(new StatusColumnCellRenderer());<newline46mondego>"
"6706splitHere46","5673662splitHere46","File -> Settings -> Compiler -> Excludes<newline46mondego>"
"6707splitHere46","5673662splitHere46","Path"
"6708splitHere46","5673662splitHere46","Recursively"
"6709splitHere46","5673778splitHere46","for (int k = 0; k < States.getLength(); k++) {<newline46mondego>          String desc_state = xPath.evaluate(<doubleQuotes46>states/state[position()=<doubleQuotes46> + (k + 1) + <doubleQuotes46>]<doubleQuotes46>, workflow);<newline46mondego>          String id_employee = xPath.evaluate(<doubleQuotes46>states/state[position()=<doubleQuotes46> + (k + 1) + <doubleQuotes46>]/@IDemployee<doubleQuotes46>, workflow);<newline46mondego>          System.out.println(desc_state + <doubleQuotes46>:<doubleQuotes46> + id_employee); <newline46mondego>}<newline46mondego>"
"6710splitHere46","5673913splitHere46","Calendar c = Calendar.getInstance();<newline46mondego>c.set(Calendar.DAY_OF_WEEK, Calendar.SATURDAY);<newline46mondego>c.getTime(); // => Date of this coming Saturday.<newline46mondego>"
"6711splitHere46","5674138splitHere46","SSLSocketFactory"
"6712splitHere46","5674138splitHere46","KeyStore"
"6713splitHere46","5674138splitHere46","KeyStore"
"6714splitHere46","5674138splitHere46","keytool"
"6715splitHere46","5674138splitHere46","KeyStore"
"6716splitHere46","5674305splitHere46","text/xml"
"6717splitHere46","5674305splitHere46","<%@ page contentType=<doubleQuotes46>text/xml<doubleQuotes46> %><newline46mondego><%@ page import=<doubleQuotes46>java.io.*<doubleQuotes46> %>    <newline46mondego><%<newline46mondego>//dump out the file<newline46mondego>BufferedReader in = new BufferedReader(new FileReader(<doubleQuotes46>path/to/file.xml<doubleQuotes46>));<newline46mondego>String line;<newline46mondego>while((line = in.readLine())!=null){<newline46mondego>    out.print(line);<newline46mondego>}<newline46mondego>in.close();<newline46mondego>%><newline46mondego>"
"6718splitHere46","5674307splitHere46","public  enum DialogType {<newline46mondego>    ACCCAT(<doubleQuotes46>Acccat<doubleQuotes46>, new String[] {<doubleQuotes46>acccatid<doubleQuotes46>}, <doubleQuotes46>acccatText<doubleQuotes46>, <newline46mondego>           <doubleQuotes46>dlg7Matchcode<doubleQuotes46>, <doubleQuotes46>Zutritts\nkategorie<doubleQuotes46>, <doubleQuotes46>Text<doubleQuotes46>);<newline46mondego>"
"6719splitHere46","5674307splitHere46",";"
"6720splitHere46","5674321splitHere46","pattern.matcher(input)"
"6721splitHere46","5674321splitHere46","matches()"
"6722splitHere46","5674321splitHere46","Matcher m = responseCodePattern.matcher(firstHeader);<newline46mondego>m.matches();<newline46mondego>m.groupCount();<newline46mondego>m.group(0); //must call matches() first<newline46mondego>...<newline46mondego>"
"6723splitHere46","5674497splitHere46","LocationListener locationListener = new MyLocationListener();<newline46mondego>LocationManager lm = (LocationManager) getSystemService(Context.LOCATION_SERVICE);<newline46mondego>lm.requestLocationUpdates(LocationManager.GPS_PROVIDER, 35000, 10, this.locationListener);<newline46mondego>"
"6724splitHere46","5674579splitHere46","NoClassDefFoundError"
"6725splitHere46","5674579splitHere46","jcuda-<version>.jar"
"6726splitHere46","5674579splitHere46","-cp"
"6727splitHere46","5674579splitHere46","java -cp C:\Project\jcuda\jcuda-0.3.2a.jar;C:\Project\mystuff\classes org.mystuff.MyProgram<newline46mondego>"
"6728splitHere46","5674579splitHere46","CLASSPATH"
"6729splitHere46","5674617splitHere46","<applet width=<doubleQuotes46>200<doubleQuotes46> height=<doubleQuotes46>200<doubleQuotes46> archive=<doubleQuotes46>ImageIconApplet.jar<doubleQuotes46><newline46mondego>        code=<doubleQuotes46>com.whitefang34.ImageIconApplet<doubleQuotes46> /> <newline46mondego>"
"6730splitHere46","5674617splitHere46","public class ImageIconApplet extends JApplet {<newline46mondego>    public void init() {<newline46mondego>        URL url = getClass().getResource(<doubleQuotes46>/images/WhiteFang34.jpg<doubleQuotes46>);<newline46mondego>        ImageIcon icon = new ImageIcon(url);<newline46mondego>        JLabel label = new JLabel(icon, JLabel.CENTER);<newline46mondego>        add(label);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6731splitHere46","5674617splitHere46","/com/whitefang34/ImageIconApplet.class<newline46mondego>/images/WhiteFang34.jpg<newline46mondego>"
"6732splitHere46","5674730splitHere46","sessionVariable"
"6733splitHere46","5674730splitHere46","pw.close();"
"6734splitHere46","5674730splitHere46","hs.setAttribute(<doubleQuotes46>counter<doubleQuotes46>, i);<newline46mondego>"
"6735splitHere46","5674730splitHere46","i"
"6736splitHere46","5674730splitHere46","Integer i = (Integer)hs.getAttribute(<doubleQuotes46>counter<doubleQuotes46>);<newline46mondego>if (i == null)<newline46mondego>    i = 0;<newline46mondego>"
"6737splitHere46","5674761splitHere46","<a\s+href=<doubleQuotes46>(?:https?://)?([^<doubleQuotes46>]+)<doubleQuotes46>>\1</a><newline46mondego>"
"6738splitHere46","5674761splitHere46","<a\s+href=<doubleQuotes46>       # match `<a href=<doubleQuotes46>`<newline46mondego>(?:https?://)?    # optionally match `http://` or `https://`<newline46mondego>([^<doubleQuotes46>]+)           # match one or more chars other than `<doubleQuotes46>`, and store it in group 1<newline46mondego><doubleQuotes46>>                # match `<doubleQuotes46>>`<newline46mondego>\1                # match the same as group 1<newline46mondego></a>              # match `</a>`<newline46mondego>"
"6739splitHere46","5674761splitHere46","public class Main {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        String[] tests = {<newline46mondego>                <doubleQuotes46><a href=\<doubleQuotes46>http://xyz\<doubleQuotes46>>xyz</a><doubleQuotes46>,<newline46mondego>                <doubleQuotes46><a href=\<doubleQuotes46>https://xyz\<doubleQuotes46>>xyz</a><doubleQuotes46>,<newline46mondego>                <doubleQuotes46><a href=\<doubleQuotes46>xyz\<doubleQuotes46>>xyz</a><doubleQuotes46>,<newline46mondego>                <doubleQuotes46><a href=\<doubleQuotes46>xyz\<doubleQuotes46>>xyzzz</a><doubleQuotes46><newline46mondego>        };<newline46mondego>        String regex = <doubleQuotes46><a\\s+href=\<doubleQuotes46>(?:https?://)?([^\<doubleQuotes46>]+)\<doubleQuotes46>>\\1</a><doubleQuotes46>;<newline46mondego>        for(String test : tests) {<newline46mondego>            System.out.println(test.matches(regex));<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6740splitHere46","5674761splitHere46","true<newline46mondego>true<newline46mondego>true<newline46mondego>false<newline46mondego>"
"6741splitHere46","5674762splitHere46","Class drvClass = driverLoader.loadClass(driverClassName);<newline46mondego>Driver driver = drvClass.newInstance();<newline46mondego>"
"6742splitHere46","5674762splitHere46","Properties props = new Properties();<newline46mondego>props.put(<doubleQuotes46>user<doubleQuotes46>, <doubleQuotes46>your_db_username<doubleQuotes46>);<newline46mondego>props.put(<doubleQuotes46>password<doubleQuotes46>, <doubleQuotes46>your_db_password<doubleQuotes46>);<newline46mondego>Connection con = driver.connect(<doubleQuotes46>jdbc:postgresql:...<doubleQuotes46>, props);<newline46mondego>"
"6743splitHere46","5674762splitHere46","DriverManager.registerDriver(driver);<newline46mondego>"
"6744splitHere46","5674763splitHere46","int[]"
"6745splitHere46","5674763splitHere46","BufferedImage"
"6746splitHere46","5674763splitHere46","int[]"
"6747splitHere46","5674763splitHere46","int[]"
"6748splitHere46","5674763splitHere46","System.arraycopy"
"6749splitHere46","5674763splitHere46","int[]"
"6750splitHere46","5674763splitHere46","BufferedImage"
"6751splitHere46","5674763splitHere46","BufferedImage"
"6752splitHere46","5674763splitHere46","int[]"
"6753splitHere46","5674893splitHere46","final URL url = new URL(<doubleQuotes46>http://whitefang34.com<doubleQuotes46>);<newline46mondego>Runnable runnable = new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        try {<newline46mondego>            InputStream in = url.openStream();<newline46mondego>            // process input<newline46mondego>            in.close();<newline46mondego>        } catch (IOException e) {<newline46mondego>            // deal with exception<newline46mondego>        }<newline46mondego>    }<newline46mondego>};<newline46mondego><newline46mondego>ExecutorService service = Executors.newFixedThreadPool(50);<newline46mondego>long nextTime = System.currentTimeMillis();<newline46mondego>while (true) {<newline46mondego>    service.submit(runnable);<newline46mondego>    long waitTime = nextTime - System.currentTimeMillis();<newline46mondego>    Thread.sleep(Math.max(0, waitTime));<newline46mondego>    nextTime += 200;<newline46mondego>}<newline46mondego>"
"6754splitHere46","5675033splitHere46","out"
"6755splitHere46","5675033splitHere46","writeInfo"
"6756splitHere46","5675033splitHere46","out"
"6757splitHere46","5675033splitHere46","public class ShadowingByImporting<newline46mondego>{<newline46mondego>    PrintWriter out = ...;<newline46mondego>    public static void main(String[] args)throws FileNotFoundException<newline46mondego>    {<newline46mondego>"
"6758splitHere46","5675046splitHere46","SimpleAttributeSet sas = new SimpleAttributeSet();<newline46mondego>    StyleConstants.setForeground(sas, Color.YELLOW);<newline46mondego>    doc.setCharacterAttributes(start, length, sas, false);<newline46mondego>"
"6759splitHere46","5675046splitHere46","DefaultHighlighter.DefaultHighlightPainter highlightPainter = <newline46mondego>        new DefaultHighlighter.DefaultHighlightPainter(Color.YELLOW);<newline46mondego>    textPane.getHighlighter().addHighlight(startPos, endPos, <newline46mondego>            highlightPainter);<newline46mondego>"
"6760splitHere46","5675050splitHere46","<entry ts=<doubleQuotes46>2011-02-23T17:18:19.202<doubleQuotes46> level=<doubleQuotes46>trc_1<doubleQuotes46> typ=<doubleQuotes46>trace<doubleQuotes46>>New Message Received</entry><newline46mondego><entry ts=<doubleQuotes46>2011-02-23T17:18:19.202<doubleQuotes46> level=<doubleQuotes46>trace<doubleQuotes46> typ=<doubleQuotes46>msg<doubleQuotes46>><data>{<doubleQuotes46>Name<doubleQuotes46>:<doubleQuotes46>AgtConf<doubleQuotes46>,<doubleQuotes46>AgtId<doubleQuotes46>:1111,...}</data></entry><newline46mondego>"
"6761splitHere46","5675098splitHere46","EventInjector.NavigationEvent"
"6762splitHere46","5675098splitHere46","EventInjector.invokeEvent(new EventInjector.NavigationEvent(EventInjector.Navig ationEvent.NAVIGATION_CLICK, 0, 0, 0));<newline46mondego>"
"6763splitHere46","5675126splitHere46","Set-Cookie"
"6764splitHere46","5675126splitHere46","Cookie"
"6765splitHere46","5675230splitHere46","LIMIT :counter, 1000"
"6766splitHere46","5675230splitHere46","ROWNUM BETWEEN :counter AND 1000"
"6767splitHere46","5675251splitHere46","Student"
"6768splitHere46","5675251splitHere46","@OneToMany <newline46mondego>@JoinColumn<newline46mondego>private List<Student> students; <newline46mondego>"
"6769splitHere46","5675290splitHere46","public class Matrix {<newline46mondego>    int[][] a;<newline46mondego>    int rowNum;<newline46mondego>    int colNum;<newline46mondego><newline46mondego>    //...<newline46mondego>    public Matrix(Matrix b) {<newline46mondego>       a=new int[b.getRowNum()][b.getColNum()];<newline46mondego>       this.rowNum = b.getRowNum();<newline46mondego>       this.colNum = b.getColNum();<newline46mondego>    }<newline46mondego><newline46mondego>    public int getRowNum() {<newline46mondego>       return this.rowNum;<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"6770splitHere46","5675523splitHere46","If you can modify your action side:"
