"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"7606splitHere46","11256642splitHere46","show raw bytecode"
"7607splitHere46","11256642splitHere46","show current element only"
"7608splitHere46","11256810splitHere46","in init():<newline46mondego>currColor = colors[0];<newline46mondego>bb.setColor(currColor);<newline46mondego><newline46mondego>public void render(){<newline46mondego>    if (!iActive)<newline46mondego>        bb.setColor(Color.white);<newline46mondego>    bb.fillRect((int)p.x - 1, (int)p.y - 1, 3, 3);<newline46mondego>    bb.setColor(Color.black);<newline46mondego>    bb.fillRect((int)p.x, (int)p.y, 1, 1);<newline46mondego>    bb.setColor(currColor);<newline46mondego><newline46mondego>    update(getGraphics());<newline46mondego>}<newline46mondego>private void toggleColour(int arg) {<newline46mondego>    if (arg < colors.length) {<newline46mondego>        currColor = colors[arg];<newline46mondego>        bb.setColor(currColor);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7609splitHere46","11256811splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.ButtonGroup;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JRadioButton;<newline46mondego>import javax.swing.border.EmptyBorder;<newline46mondego><newline46mondego>public class Test extends JFrame {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    new Test().setVisible(true);<newline46mondego>                } catch (Exception e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    private JPanel cards;<newline46mondego>    private CardLayout cardLayout;<newline46mondego>    private static final String studentTag = <doubleQuotes46>student<doubleQuotes46>;<newline46mondego>    private static final String teacherTag = <doubleQuotes46>teacher<doubleQuotes46>;<newline46mondego><newline46mondego>    public Test() {<newline46mondego>        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        setBounds(100, 100, 450, 300);<newline46mondego>        JPanel contentPane = new JPanel(new GridLayout(2,1));<newline46mondego>        contentPane.setBorder(new EmptyBorder(5, 5, 5, 5));<newline46mondego>        add(contentPane);<newline46mondego><newline46mondego>        JPanel radioPanel = new JPanel(new GridLayout(0,1));<newline46mondego>        JRadioButton studentButton = new JRadioButton(<doubleQuotes46>Student<doubleQuotes46>);<newline46mondego>        studentButton.setActionCommand(studentTag);<newline46mondego>        studentButton.setSelected(true);<newline46mondego>        JRadioButton teacherButton = new JRadioButton(<doubleQuotes46>Teacher<doubleQuotes46>);<newline46mondego>        teacherButton.setActionCommand(teacherTag);<newline46mondego>        ButtonGroup group = new ButtonGroup();<newline46mondego>        group.add(studentButton);<newline46mondego>        group.add(teacherButton);<newline46mondego>        radioPanel.add(studentButton);<newline46mondego>        radioPanel.add(teacherButton);<newline46mondego>        contentPane.add(radioPanel);<newline46mondego><newline46mondego>        cardLayout = new CardLayout();<newline46mondego>        cards = new JPanel(cardLayout);<newline46mondego>        JPanel studentCard = new JPanel(new BorderLayout());<newline46mondego>        studentCard.add(new Label(<doubleQuotes46>Student card<doubleQuotes46>), BorderLayout.CENTER);<newline46mondego>        JPanel teacherCard = new JPanel(new BorderLayout());<newline46mondego>        teacherCard.add(new Label(<doubleQuotes46>Teacher card<doubleQuotes46>), BorderLayout.CENTER);<newline46mondego>        cards.add(studentCard, studentTag);<newline46mondego>        cards.add(teacherCard, teacherTag);<newline46mondego>        contentPane.add(cards);<newline46mondego>        ActionListener listener = new ActionListener() {<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                cardLayout.show(cards, e.getActionCommand());<newline46mondego>            }<newline46mondego>        };<newline46mondego>        studentButton.addActionListener(listener);<newline46mondego>        teacherButton.addActionListener(listener);<newline46mondego>        pack();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7610splitHere46","11256896splitHere46","onchange"
"7611splitHere46","11256896splitHere46","onchange"
"7612splitHere46","11256896splitHere46","<select onchange=<doubleQuotes46>$('divId').show()<doubleQuotes46>></select><newline46mondego>"
"7613splitHere46","11256989splitHere46","./Images"
"7614splitHere46","11256989splitHere46","/Images"
"7615splitHere46","11257001splitHere46","Toolkit toolkit =  Toolkit.getDefaultToolkit ();<newline46mondego>Dimension dim = toolkit.getScreenSize();<newline46mondego>frame.setSize(dim.width,dim.height);//here frame is your container <newline46mondego>"
"7616splitHere46","11257329splitHere46","public class NewClass4{<newline46mondego> public static HashMap<String, ArrayList<String>> CountryMap = new HashMap<String, ArrayList<String>>();<newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        ArrayList<String> stateInd = new ArrayList<String>();<newline46mondego>        ArrayList<String> stateUSA = new ArrayList<String>();<newline46mondego>        stateInd.add(<doubleQuotes46>GJ<doubleQuotes46>);<newline46mondego>        stateInd.add(<doubleQuotes46>MP<doubleQuotes46>);<newline46mondego>        stateUSA.add(<doubleQuotes46>NJ<doubleQuotes46>);<newline46mondego>        stateUSA.add(<doubleQuotes46>NY<doubleQuotes46>);<newline46mondego><newline46mondego>        CountryMap.put(<doubleQuotes46>India<doubleQuotes46>,stateInd);            <newline46mondego>        CountryMap.put(<doubleQuotes46>USA<doubleQuotes46>,stateUSA);<newline46mondego><newline46mondego>        ArrayList<String> result = new ArrayList<String>();<newline46mondego>        result=CountryMap.get(<doubleQuotes46>India<doubleQuotes46>);<newline46mondego>        if(result!=null){<newline46mondego>            // means CountryMap contain key <doubleQuotes46>India<doubleQuotes46><newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7617splitHere46","11257401splitHere46","initializeSoundPool"
"7618splitHere46","11257401splitHere46","private void initializeSoundPool(){<newline46mondego>        mSoundPool = new SoundPool(2, AudioManager.STREAM_MUSIC, 0);<newline46mondego>        mSoundPool.setOnLoadCompleteListener(new OnLoadCompleteListener() {<newline46mondego>                public void onLoadComplete(SoundPool soundPool, int sampleId,<newline46mondego>                        int status) {<newline46mondego>                    loaded = true;<newline46mondego>                }<newline46mondego>            });<newline46mondego>            soundID = mSoundPool.load(this, R.raw.glassbreak, 1);        <newline46mondego>        }<newline46mondego>"
"7619splitHere46","11257401splitHere46","playFile"
"7620splitHere46","11257401splitHere46","private void playFile(){<newline46mondego> AudioManager audioManager = (AudioManager) getSystemService(AUDIO_SERVICE);<newline46mondego>         float actualVolume = (float) audioManager<newline46mondego>                 .getStreamVolume(AudioManager.STREAM_MUSIC);<newline46mondego>         float maxVolume = (float) audioManager<newline46mondego>                 .getStreamMaxVolume(AudioManager.STREAM_MUSIC);<newline46mondego>         float volume = actualVolume / maxVolume;<newline46mondego>         if (loaded) {<newline46mondego>             mSoundPool.play(soundID, volume, volume, 1, 0, 1f);<newline46mondego>             Log.e(<doubleQuotes46>Test<doubleQuotes46>, <doubleQuotes46>Played sound<doubleQuotes46>);<newline46mondego>         }<newline46mondego>}<newline46mondego>"
"7621splitHere46","11257401splitHere46","onCreate"
"7622splitHere46","11257401splitHere46","private  SoundPool mSoundPool; <newline46mondego>    private int soundID;<newline46mondego>    boolean loaded = false;<newline46mondego>    @Override<newline46mondego>    protected void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.spxml);<newline46mondego>        initializeSoundPool();<newline46mondego>            playFile();<newline46mondego>    }<newline46mondego>"
"7623splitHere46","11257401splitHere46","initializeSoundPool"
"7624splitHere46","11257401splitHere46","onCreate"
"7625splitHere46","11257401splitHere46","onResume"
"7626splitHere46","11257425splitHere46","onMessage"
"7627splitHere46","11257482splitHere46","<profile>"
"7628splitHere46","11257482splitHere46","<profile>"
"7629splitHere46","11257482splitHere46","<plugin>"
"7630splitHere46","11257554splitHere46","File  dir= new File(sdDir.getAbsolutePath(), <doubleQuotes46>FlyNote<doubleQuotes46>);<newline46mondego>dir.mkdirs(); //CREATE DIR HERE<newline46mondego>File  file = new File(dir, FileName);//CREATE FILE HERE<newline46mondego>"
"7631splitHere46","11257554splitHere46","fileName = new File(sdDir, <doubleQuotes46>FlyNote/<doubleQuotes46>+FileName);<newline46mondego>"
"7632splitHere46","11257580splitHere46","countryItems"
"7633splitHere46","11257586splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.GridLayout;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.SwingConstants;<newline46mondego><newline46mondego>public class GridBag extends JFrame<newline46mondego>{<newline46mondego>private JPanel pan;<newline46mondego>public GridBag()<newline46mondego>{<newline46mondego><newline46mondego>    GridLayout g=new GridLayout(3,3);<newline46mondego>    pan=new JPanel(g);<newline46mondego>    pan.add(new JButton(<doubleQuotes46>1<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>2<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>3<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>4<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>5<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>6<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>7<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>8<doubleQuotes46>));<newline46mondego>    pan.add(new JButton(<doubleQuotes46>9<doubleQuotes46>));<newline46mondego>    JLabel l=new JLabel(<doubleQuotes46>grid layout<doubleQuotes46>);<newline46mondego>    l.setHorizontalAlignment(SwingConstants.CENTER);<newline46mondego><newline46mondego><newline46mondego>    setLayout(new BorderLayout());<newline46mondego>    add(l,BorderLayout.NORTH);<newline46mondego>    add(pan,BorderLayout.CENTER);<newline46mondego>    setSize(1000,500);<newline46mondego>    setVisible(true);<newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>public static void main(String args[])<newline46mondego>{<newline46mondego>    new GridBag();<newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"7634splitHere46","11257714splitHere46","<bean id=<doubleQuotes46>sessionFactory<doubleQuotes46><newline46mondego>  class=<doubleQuotes46>org.springframework.orm.hibernate4.LocalSessionFactoryBean<doubleQuotes46><newline46mondego>  p:dataSource-ref=<doubleQuotes46>dataSource<doubleQuotes46><newline46mondego>  p:configLocation=<doubleQuotes46>WEB-INF/classes/hibernate.cfg.xml<doubleQuotes46><newline46mondego>  p:packagesToScan=<doubleQuotes46>com.example.model<doubleQuotes46><newline46mondego>/><newline46mondego>"
"7635splitHere46","11257822splitHere46","org.luaj.vm2.LuaFunction"
"7636splitHere46","11257822splitHere46","invoke"
"7637splitHere46","11257857splitHere46","for(int index = 0; index < name.length; index++) {<newline46mondego>  //blah blah with name[index] and roll[index]<newline46mondego>}<newline46mondego>"
"7638splitHere46","11257861splitHere46","public class AlphanumComparator implements Comparator<newline46mondego>{<newline46mondego>    private final boolean isDigit(char ch)<newline46mondego>    {<newline46mondego>        return ch >= 48 && ch <= 57;<newline46mondego>    }<newline46mondego><newline46mondego>    /** Length of string is passed in for improved efficiency (only need to calculate it once) **/<newline46mondego>    private final String getChunk(String s, int slength, int marker)<newline46mondego>    {<newline46mondego>        StringBuilder chunk = new StringBuilder();<newline46mondego>        char c = s.charAt(marker);<newline46mondego>        chunk.append(c);<newline46mondego>        marker++;<newline46mondego>        if (isDigit(c))<newline46mondego>        {<newline46mondego>            while (marker < slength)<newline46mondego>            {<newline46mondego>                c = s.charAt(marker);<newline46mondego>                if (!isDigit(c))<newline46mondego>                    break;<newline46mondego>                chunk.append(c);<newline46mondego>                marker++;<newline46mondego>            }<newline46mondego>        } else<newline46mondego>        {<newline46mondego>            while (marker < slength)<newline46mondego>            {<newline46mondego>                c = s.charAt(marker);<newline46mondego>                if (isDigit(c))<newline46mondego>                    break;<newline46mondego>                chunk.append(c);<newline46mondego>                marker++;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return chunk.toString();<newline46mondego>    }<newline46mondego><newline46mondego>    public int compare(Object o1, Object o2)<newline46mondego>    {<newline46mondego>        if (!(o1 instanceof String) || !(o2 instanceof String))<newline46mondego>        {<newline46mondego>            return 0;<newline46mondego>        }<newline46mondego>        String s1 = (String)o1;<newline46mondego>        String s2 = (String)o2;<newline46mondego><newline46mondego>        int thisMarker = 0;<newline46mondego>        int thatMarker = 0;<newline46mondego>        int s1Length = s1.length();<newline46mondego>        int s2Length = s2.length();<newline46mondego><newline46mondego>        while (thisMarker < s1Length && thatMarker < s2Length)<newline46mondego>        {<newline46mondego>            String thisChunk = getChunk(s1, s1Length, thisMarker);<newline46mondego>            thisMarker += thisChunk.length();<newline46mondego><newline46mondego>            String thatChunk = getChunk(s2, s2Length, thatMarker);<newline46mondego>            thatMarker += thatChunk.length();<newline46mondego><newline46mondego>            // If both chunks contain numeric characters, sort them numerically<newline46mondego>            int result = 0;<newline46mondego>            if (isDigit(thisChunk.charAt(0)) && isDigit(thatChunk.charAt(0)))<newline46mondego>            {<newline46mondego>                // Simple chunk comparison by length.<newline46mondego>                int thisChunkLength = thisChunk.length();<newline46mondego>                result = thisChunkLength - thatChunk.length();<newline46mondego>                // If equal, the first different number counts<newline46mondego>                if (result == 0)<newline46mondego>                {<newline46mondego>                    for (int i = 0; i < thisChunkLength; i++)<newline46mondego>                    {<newline46mondego>                        result = thisChunk.charAt(i) - thatChunk.charAt(i);<newline46mondego>                        if (result != 0)<newline46mondego>                        {<newline46mondego>                            return result;<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            } else<newline46mondego>            {<newline46mondego>                result = thisChunk.compareTo(thatChunk);<newline46mondego>            }<newline46mondego><newline46mondego>            if (result != 0)<newline46mondego>                return result;<newline46mondego>        }<newline46mondego><newline46mondego>        return s1Length - s2Length;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7639splitHere46","11257885splitHere46","OPAQUE"
"7640splitHere46","11257885splitHere46","JPanel"
"7641splitHere46","11257885splitHere46","JLabel"
"7642splitHere46","11257885splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class PanelPaintingExample<newline46mondego>{<newline46mondego>    private ColouredRectangle cRect, cRect1, cRect2;    <newline46mondego>    private Rectangle rect;<newline46mondego><newline46mondego>    public PanelPaintingExample()<newline46mondego>    {       <newline46mondego>        rect = new Rectangle(0, 0, 200, 30);<newline46mondego>    }<newline46mondego><newline46mondego>    private void displayGUI()<newline46mondego>    {   <newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Panel Painting Example<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setLayout(new FlowLayout(FlowLayout.LEFT, 5, 5));<newline46mondego><newline46mondego>        cRect = new ColouredRectangle(Color.RED, <doubleQuotes46>LABEL 1<doubleQuotes46><newline46mondego>                                               , Color.WHITE<newline46mondego>                                               , rect);<newline46mondego>        cRect1 = new ColouredRectangle(Color.BLUE, <doubleQuotes46>LABEL 2<doubleQuotes46><newline46mondego>                                               , Color.WHITE<newline46mondego>                                               , rect);<newline46mondego>        cRect2 = new ColouredRectangle(Color.MAGENTA, <doubleQuotes46>LABEL 3<doubleQuotes46><newline46mondego>                                               , Color.WHITE<newline46mondego>                                               , rect);                                     <newline46mondego><newline46mondego>        frame.add(cRect);<newline46mondego>        frame.add(cRect1);<newline46mondego>        frame.add(cRect2);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationByPlatform(true);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String... args)<newline46mondego>    {<newline46mondego>        SwingUtilities.invokeLater(new Runnable()<newline46mondego>        {<newline46mondego>            public void run()<newline46mondego>            {<newline46mondego>                new PanelPaintingExample().displayGUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class ColouredRectangle extends JPanel<newline46mondego>{<newline46mondego>    private Color backColour;<newline46mondego>    private Color foreColour;<newline46mondego>    private String text;<newline46mondego>    private Rectangle rect;<newline46mondego><newline46mondego>    private JLabel label;<newline46mondego><newline46mondego>    public ColouredRectangle(Color b, String text<newline46mondego>                                     , Color f, Rectangle rect)<newline46mondego>    {<newline46mondego>        this.backColour = b;<newline46mondego>        this.foreColour = f;<newline46mondego>        this.text = text;<newline46mondego>        this.rect = rect;<newline46mondego><newline46mondego>        label = new JLabel(this.text, JLabel.CENTER);<newline46mondego>        label.setOpaque(true);<newline46mondego>        label.setBackground(backColour);<newline46mondego>        label.setForeground(foreColour);<newline46mondego><newline46mondego>        add(label);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Dimension getPreferredSize()<newline46mondego>    {<newline46mondego>        return (new Dimension(200, 30));<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void paintComponent(Graphics g)<newline46mondego>    {<newline46mondego>        super.paintComponent(g);<newline46mondego>        g.setColor(backColour);<newline46mondego>        g.fillRect((int)rect.getX(), (int)rect.getY()<newline46mondego>                              , (int)rect.getWidth()<newline46mondego>                              , (int)rect.getHeight());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7643splitHere46","11257993splitHere46","public abstract class OpenFileAction extends AbstractAction {<newline46mondego>    JFrame frame;<newline46mondego>    JFileChooser chooser;<newline46mondego><newline46mondego>    public OpenFileAction(JFrame frame, JFileChooser chooser) {<newline46mondego>        super(<doubleQuotes46>Open...<doubleQuotes46>);<newline46mondego>        this.chooser = chooser;<newline46mondego>        this.frame = frame;<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent evt) {<newline46mondego>        int option = chooser.showOpenDialog(this.frame);<newline46mondego>        if (option == JFileChooser.APPROVE_OPTION) {<newline46mondego>            File selectedFile = chooser.getSelectedFile();<newline46mondego>            doWithSelectedFile(selectedFile)<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Method to override, which gets called with the selected file.<newline46mondego>     */<newline46mondego>    protected abstract doWithSelectedFile(File file);<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>OpenFileAction action = new OpenFileAction(frame, new JFileChooser(new File(<doubleQuotes46>.<doubleQuotes46>))) {<newline46mondego>    @Override<newline46mondego>    protected void doWithSelectedFile(File file) {<newline46mondego>        // do what you want here<newline46mondego>    }<newline46mondego>};<newline46mondego>JButton button = new JButton(action);<newline46mondego>"
"7644splitHere46","11258023splitHere46","protected void onUpdate(AjaxRequestTarget target){<newline46mondego>   target.prependJavaScript(<doubleQuotes46>window.location.href='<doubleQuotes46>+urlFor(new YourPage())+'<doubleQuotes46>);<newline46mondego>  }<newline46mondego>"
"7645splitHere46","11258114splitHere46","<properties><newline46mondego>    <gwtVersion>2.4.0</gwtVersion><newline46mondego>    <gwtMavenPluginVersion>2.4.0</gwtMavenPluginVersion><newline46mondego></properties><newline46mondego><newline46mondego><dependencyManagement><newline46mondego>   <dependencies><newline46mondego>    ...<newline46mondego>    <dependency><newline46mondego>        <groupId>com.google.gwt</groupId><newline46mondego>        <artifactId>gwt-user</artifactId><newline46mondego>        <version>${gwtVersion}</version><newline46mondego>    </dependency><newline46mondego>    ...<newline46mondego>   <dependencies><newline46mondego><dependencyManagement><newline46mondego><newline46mondego><pluginManagement><newline46mondego>        <plugins><newline46mondego>            <plugin><newline46mondego>            <groupId>org.codehaus.mojo</groupId><newline46mondego>            <artifactId>gwt-maven-plugin</artifactId><newline46mondego>            <version>${gwtMavenPluginVersion}</version><newline46mondego>            <dependencies><newline46mondego>                <dependency><newline46mondego>                    <groupId>com.google.gwt</groupId><newline46mondego>                    <artifactId>gwt-user</artifactId><newline46mondego>                    <version>${gwtVersion}</version><newline46mondego>                </dependency><newline46mondego>                ...<newline46mondego>            </dependencies><newline46mondego>            ...<newline46mondego>        </plugins><newline46mondego>...<newline46mondego></pluginManagement><newline46mondego>"
"7646splitHere46","11258114splitHere46","<plugin><newline46mondego>   <groupId>org.codehaus.mojo</groupId><newline46mondego>   <artifactId>gwt-maven-plugin</artifactId><newline46mondego></plugin><newline46mondego>"
"7647splitHere46","11258171splitHere46","ois"
"7648splitHere46","11258171splitHere46","public static ArrayList<Object> load(Context ctx, String filename) throws FileNotFoundException {<newline46mondego>    InputStream instream = ctx.openFileInput(filename);<newline46mondego><newline46mondego>    ArrayList<Object> objects = new ArrayList<Object>();<newline46mondego><newline46mondego>    try {<newline46mondego>        ObjectInputStream ois = new ObjectInputStream(instream);<newline46mondego>        try{<newline46mondego>            Object loadedObj = null;<newline46mondego>            while ((loadedObj = ois.readObject()) != null) {<newline46mondego>                objects.add(loadedObj);<newline46mondego>            }<newline46mondego><newline46mondego>            return objects;<newline46mondego>        }finally{<newline46mondego>            ois.close();<newline46mondego>        }<newline46mondego><newline46mondego>    } catch (StreamCorruptedException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } catch (IOException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } catch (ClassNotFoundException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"7649splitHere46","11258386splitHere46","public static WebElement findElementByRegexId(FindsByTagName ctx, String tagName, String regex) {<newline46mondego>    List<WebElement> l = ctx.findElementsByTagName(tagName);<newline46mondego>    for (WebElement e : l) {<newline46mondego>        if (e.getAttribute(<doubleQuotes46>id<doubleQuotes46>).matches(regex)) {<newline46mondego>            return e;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"7650splitHere46","11258410splitHere46","AndroidManifest.xml"
"7651splitHere46","11258410splitHere46","<intent-filter>"
"7652splitHere46","11258486splitHere46","<field-exclude>"
"7653splitHere46","11258486splitHere46","age"
"7654splitHere46","11258486splitHere46","age"
"7655splitHere46","11258486splitHere46","<mapping><newline46mondego>    <class-a>com.core.model.Model</class-a><newline46mondego>    <class-b>com.core.model.ModelIS</class-b><newline46mondego>    <field><newline46mondego>        <a>person</a><newline46mondego>        <b>person</b><newline46mondego>        <a-hint>com.core.Person</a-hint><newline46mondego>        <b-hint>com.core.PersonIS</b-hint><newline46mondego>    </field><newline46mondego></mapping><newline46mondego><newline46mondego><mapping><newline46mondego>    <class-a>com.core.Person</class-a><newline46mondego>    <class-b>com.core.PersonIS</class-b><newline46mondego>    <field-exclude><newline46mondego>        <a>age</a><newline46mondego>        <b>age</b><newline46mondego>    </field-exclude><newline46mondego></mapping><newline46mondego>"
"7656splitHere46","11258492splitHere46","String value = String.valueOf((char)key);<newline46mondego>if (shift && keyboard.equals(<doubleQuotes46>QWERTY<doubleQuotes46>))<newline46mondego>{<newline46mondego>    switch (value.charAt(0))<newline46mondego>    {<newline46mondego>        case '1':<newline46mondego>            return <doubleQuotes46>!<doubleQuotes46>;<newline46mondego>        case '2':<newline46mondego>            return <doubleQuotes46>@<doubleQuotes46>;<newline46mondego>        case '3':<newline46mondego>            return <doubleQuotes46>#<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>else if (shift && keyboard.equals(<doubleQuotes46>AZERTY<doubleQuotes46>))<newline46mondego>{<newline46mondego>    switch (value.charAt(0))<newline46mondego>    {<newline46mondego>        case '&':<newline46mondego>            return <doubleQuotes46>1<doubleQuotes46>;<newline46mondego>        case 'é':<newline46mondego>            return <doubleQuotes46>2<doubleQuotes46>;<newline46mondego>        case '<doubleQuotes46>':<newline46mondego>            return <doubleQuotes46>3<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>else return value;<newline46mondego>"
"7657splitHere46","11258782splitHere46","IPBean ipBean = new IPBean(); <newline46mondego><newline46mondego>    while (rs.next()){<newline46mondego>"
"7658splitHere46","11258782splitHere46","while (rs.next()){<newline46mondego><newline46mondego> IPBean ipBean = new IPBean();<newline46mondego>"
"7659splitHere46","11258857splitHere46","stop"
"7660splitHere46","11258857splitHere46","thread.interrupt()"
"7661splitHere46","11258925splitHere46","HttpClient"
"7662splitHere46","11258925splitHere46","DefaultHttpClient"
"7663splitHere46","11258925splitHere46","HttpGet"
"7664splitHere46","11258925splitHere46","AsyncTask"
"7665splitHere46","11258925splitHere46","private class DownloadWebPageTask extends AsyncTask<String, Void, String> {<newline46mondego>        @Override<newline46mondego>        protected String doInBackground(String... urls) {<newline46mondego>            String response = <doubleQuotes46><doubleQuotes46>;<newline46mondego>            for (String url : urls) {<newline46mondego>                DefaultHttpClient client = new DefaultHttpClient();<newline46mondego>                HttpGet httpGet = new HttpGet(url);<newline46mondego>                try {<newline46mondego>                    HttpResponse execute = client.execute(httpGet);<newline46mondego>                    InputStream content = execute.getEntity().getContent();<newline46mondego><newline46mondego>                    BufferedReader buffer = new BufferedReader(new InputStreamReader(content));<newline46mondego>                    String s = <doubleQuotes46><doubleQuotes46>;<newline46mondego>                    while ((s = buffer.readLine()) != null) {<newline46mondego>                        response += s;<newline46mondego>                    }<newline46mondego><newline46mondego>                } catch (Exception e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>            return response;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void onPostExecute(String result) {<newline46mondego>            textView.setText(result);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"7666splitHere46","11258925splitHere46","execute()"
"7667splitHere46","11258925splitHere46","DownloadWebPageTask task = new DownloadWebPageTask();<newline46mondego>task.execute(new String[] { url });<newline46mondego>"
