"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"7455splitHere46","7056093splitHere46","import java.util.*;<newline46mondego>import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.plaf.*;<newline46mondego>import javax.swing.plaf.basic.*;<newline46mondego>import javax.swing.text.View;<newline46mondego><newline46mondego>public class CustomTabbedPaneUI extends BasicTabbedPaneUI {<newline46mondego><newline46mondego>    private Color selectColor;<newline46mondego>    private Color deSelectColor;<newline46mondego>    private int inclTab = 4;<newline46mondego>    private int anchoFocoV = inclTab;<newline46mondego>    private int anchoFocoH = 4;<newline46mondego>    private int anchoCarpetas = 18;<newline46mondego>    private Polygon shape;<newline46mondego><newline46mondego>    public static ComponentUI createUI(JComponent c) {<newline46mondego>        return new CustomTabbedPaneUI();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void installDefaults() {<newline46mondego>        super.installDefaults();<newline46mondego>        selectColor = new Color(250, 192, 192);<newline46mondego>        deSelectColor = new Color(197, 193, 168);<newline46mondego>        tabAreaInsets.right = anchoCarpetas;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintTabArea(Graphics g, int tabPlacement, int selectedIndex) {<newline46mondego>        if (runCount > 1) {<newline46mondego>            int lines[] = new int[runCount];<newline46mondego>            for (int i = 0; i < runCount; i++) {<newline46mondego>                lines[i] = rects[tabRuns[i]].y + (tabPlacement == TOP ? maxTabHeight : 0);<newline46mondego>            }<newline46mondego>            Arrays.sort(lines);<newline46mondego>            if (tabPlacement == TOP) {<newline46mondego>                int fila = runCount;<newline46mondego>                for (int i = 0; i < lines.length - 1; i++, fila--) {<newline46mondego>                    Polygon carp = new Polygon();<newline46mondego>                    carp.addPoint(0, lines[i]);<newline46mondego>                    carp.addPoint(tabPane.getWidth() - 2 * fila - 2, lines[i]);<newline46mondego>                    carp.addPoint(tabPane.getWidth() - 2 * fila, lines[i] + 3);<newline46mondego>                    if (i < lines.length - 2) {<newline46mondego>                        carp.addPoint(tabPane.getWidth() - 2 * fila, lines[i + 1]);<newline46mondego>                        carp.addPoint(0, lines[i + 1]);<newline46mondego>                    } else {<newline46mondego>                        carp.addPoint(tabPane.getWidth() - 2 * fila, lines[i] + rects[selectedIndex].height);<newline46mondego>                        carp.addPoint(0, lines[i] + rects[selectedIndex].height);<newline46mondego>                    }<newline46mondego>                    carp.addPoint(0, lines[i]);<newline46mondego>                    g.setColor(hazAlfa(fila));<newline46mondego>                    g.fillPolygon(carp);<newline46mondego>                    g.setColor(darkShadow.darker());<newline46mondego>                    g.drawPolygon(carp);<newline46mondego>                }<newline46mondego>            } else {<newline46mondego>                int fila = 0;<newline46mondego>                for (int i = 0; i < lines.length - 1; i++, fila++) {<newline46mondego>                    Polygon carp = new Polygon();<newline46mondego>                    carp.addPoint(0, lines[i]);<newline46mondego>                    carp.addPoint(tabPane.getWidth() - 2 * fila - 1, lines[i]);<newline46mondego>                    carp.addPoint(tabPane.getWidth() - 2 * fila - 1, lines[i + 1] - 3);<newline46mondego>                    carp.addPoint(tabPane.getWidth() - 2 * fila - 3, lines[i + 1]);<newline46mondego>                    carp.addPoint(0, lines[i + 1]);<newline46mondego>                    carp.addPoint(0, lines[i]);<newline46mondego>                    g.setColor(hazAlfa(fila + 2));<newline46mondego>                    g.fillPolygon(carp);<newline46mondego>                    g.setColor(darkShadow.darker());<newline46mondego>                    g.drawPolygon(carp);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>        super.paintTabArea(g, tabPlacement, selectedIndex);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintTabBackground(Graphics g, int tabPlacement, int tabIndex, int x, int y, int w, int h, boolean isSelected) {<newline46mondego>        Graphics2D g2D = (Graphics2D) g;<newline46mondego>        GradientPaint gradientShadow;<newline46mondego>        int xp[] = null; // Para la forma<newline46mondego>        int yp[] = null;<newline46mondego>        switch (tabPlacement) {<newline46mondego>            case LEFT:<newline46mondego>                xp = new int[]{x, x, x + w, x + w, x};<newline46mondego>                yp = new int[]{y, y + h - 3, y + h - 3, y, y};<newline46mondego>                gradientShadow = new GradientPaint(x, y, new Color(100, 100, 255), x, y + h, Color.ORANGE);<newline46mondego>                break;<newline46mondego>            case RIGHT:<newline46mondego>                xp = new int[]{x, x, x + w - 2, x + w - 2, x};<newline46mondego>                yp = new int[]{y, y + h - 3, y + h - 3, y, y};<newline46mondego>                gradientShadow = new GradientPaint(x, y, new Color(100, 100, 255), x, y + h, new Color(153, 186, 243));<newline46mondego>                break;<newline46mondego>            case BOTTOM:<newline46mondego>                xp = new int[]{x, x, x + 3, x + w - inclTab - 6, x + w - inclTab - 2, x + w - inclTab, x + w - 3, x};<newline46mondego>                yp = new int[]{y, y + h - 3, y + h, y + h, y + h - 1, y + h - 3, y, y};<newline46mondego>                gradientShadow = new GradientPaint(x, y, new Color(100, 100, 255), x, y + h, Color.BLUE);<newline46mondego>                break;<newline46mondego>            case TOP:<newline46mondego>            default:<newline46mondego>                xp = new int[]{x, x, x + 3, x + w - inclTab - 6, x + w - inclTab - 2, x + w - inclTab, x + w - inclTab, x};<newline46mondego>                yp = new int[]{y + h, y + 3, y, y, y + 1, y + 3, y + h, y + h};<newline46mondego>                gradientShadow = new GradientPaint(0, 0, Color.ORANGE, 0, y + h / 2, new Color(240, 255, 210));<newline46mondego>                break;<newline46mondego>        }<newline46mondego>        // ;<newline46mondego>        shape = new Polygon(xp, yp, xp.length);<newline46mondego>        if (isSelected) {<newline46mondego>            g2D.setColor(selectColor);<newline46mondego>            g2D.setPaint(gradientShadow);<newline46mondego>        } else {<newline46mondego>            if (tabPane.isEnabled() && tabPane.isEnabledAt(tabIndex)) {<newline46mondego>                g2D.setColor(deSelectColor);<newline46mondego>                GradientPaint gradientShadowTmp = new GradientPaint(0, 0, new Color(255, 255, 200), 0, y + h / 2, new Color(240, 255, 210));<newline46mondego>                g2D.setPaint(gradientShadowTmp);<newline46mondego>            } else {<newline46mondego>                GradientPaint gradientShadowTmp = new GradientPaint(0, 0, new Color(240, 255, 210), 0, y + 15 + h / 2, new Color(204, 204, 204));<newline46mondego>                g2D.setPaint(gradientShadowTmp);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        //selectColor = new Color(255, 255, 200);<newline46mondego>        //deSelectColor = new Color(240, 255, 210);<newline46mondego>        g2D.fill(shape);<newline46mondego>        if (runCount > 1) {<newline46mondego>            g2D.setColor(hazAlfa(getRunForTab(tabPane.getTabCount(), tabIndex) - 1));<newline46mondego>            g2D.fill(shape);<newline46mondego>        }<newline46mondego>        g2D.fill(shape);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintText(Graphics g, int tabPlacement, Font font, FontMetrics metrics, int tabIndex, String title, Rectangle textRect, boolean isSelected) {<newline46mondego>        super.paintText(g, tabPlacement, font, metrics, tabIndex, title, textRect, isSelected);<newline46mondego>        g.setFont(font);<newline46mondego>        View v = getTextViewForTab(tabIndex);<newline46mondego>        if (v != null) {<newline46mondego>            // html<newline46mondego>            v.paint(g, textRect);<newline46mondego>        } else {<newline46mondego>            // plain text<newline46mondego>            int mnemIndex = tabPane.getDisplayedMnemonicIndexAt(tabIndex);<newline46mondego>            if (tabPane.isEnabled() && tabPane.isEnabledAt(tabIndex)) {<newline46mondego>                g.setColor(tabPane.getForegroundAt(tabIndex));<newline46mondego>                BasicGraphicsUtils.drawStringUnderlineCharAt(g, title, mnemIndex, textRect.x, textRect.y + metrics.getAscent());<newline46mondego>            } else { // tab disabled<newline46mondego>                g.setColor(Color.BLACK);<newline46mondego>                BasicGraphicsUtils.drawStringUnderlineCharAt(g, title, mnemIndex, textRect.x, textRect.y + metrics.getAscent());<newline46mondego>                g.setColor(tabPane.getBackgroundAt(tabIndex).darker());<newline46mondego>                BasicGraphicsUtils.drawStringUnderlineCharAt(g, title, mnemIndex, textRect.x - 1, textRect.y + metrics.getAscent() - 1);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>    /*protected void paintText(Graphics g, int tabPlacement, Font font, FontMetrics metrics, int tabIndex, String title, Rectangle textRect, boolean isSelected) {<newline46mondego>    g.setFont(font);<newline46mondego>    View v = getTextViewForTab(tabIndex);<newline46mondego>    if (v != null) {<newline46mondego>    // html<newline46mondego>    v.paint(g, textRect);<newline46mondego>    } else {<newline46mondego>    // plain text<newline46mondego>    int mnemIndex = tabPane.getDisplayedMnemonicIndexAt(tabIndex);<newline46mondego><newline46mondego>    if (tabPane.isEnabled() && tabPane.isEnabledAt(tabIndex)) {<newline46mondego>    Color fg = tabPane.getForegroundAt(tabIndex);<newline46mondego>    if (isSelected && (fg instanceof UIResource)) {<newline46mondego>    Color selectedFG = UIManager.getColor(<doubleQuotes46>TabbedPane.selectedForeground<doubleQuotes46>);<newline46mondego>    if (selectedFG != null) {<newline46mondego>    fg = selectedFG;<newline46mondego>    }<newline46mondego>    }<newline46mondego>    g.setColor(fg);<newline46mondego>    SwingUtilities2.drawStringUnderlineCharAt(tabPane, g, title, mnemIndex, textRect.x, textRect.y + metrics.getAscent());<newline46mondego><newline46mondego>    } else { // tab disabled<newline46mondego>    //PAY ATTENTION TO HERE<newline46mondego>    g.setColor(tabPane.getBackgroundAt(tabIndex).brighter());<newline46mondego>    SwingUtilities2.drawStringUnderlineCharAt(tabPane, g, title, mnemIndex, textRect.x, textRect.y + metrics.getAscent());<newline46mondego>    g.setColor(tabPane.getBackgroundAt(tabIndex).darker());<newline46mondego>    SwingUtilities2.drawStringUnderlineCharAt(tabPane, g, title, mnemIndex,<newline46mondego>    textRect.x - 1, textRect.y + metrics.getAscent() - 1);<newline46mondego>    }<newline46mondego>    }<newline46mondego>    }*/<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected int calculateTabWidth(int tabPlacement, int tabIndex, FontMetrics metrics) {<newline46mondego>        return 20 + inclTab + super.calculateTabWidth(tabPlacement, tabIndex, metrics);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected int calculateTabHeight(int tabPlacement, int tabIndex, int fontHeight) {<newline46mondego>        if (tabPlacement == LEFT || tabPlacement == RIGHT) {<newline46mondego>            return super.calculateTabHeight(tabPlacement, tabIndex, fontHeight);<newline46mondego>        } else {<newline46mondego>            return anchoFocoH + super.calculateTabHeight(tabPlacement, tabIndex, fontHeight);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintTabBorder(Graphics g, int tabPlacement, int tabIndex, int x, int y, int w, int h, boolean isSelected) {<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintFocusIndicator(Graphics g, int tabPlacement, Rectangle[] rects, int tabIndex, Rectangle iconRect, Rectangle textRect, boolean isSelected) {<newline46mondego>        if (tabPane.hasFocus() && isSelected) {<newline46mondego>            g.setColor(UIManager.getColor(<doubleQuotes46>ScrollBar.thumbShadow<doubleQuotes46>));<newline46mondego>            g.drawPolygon(shape);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    protected Color hazAlfa(int fila) {<newline46mondego>        int alfa = 0;<newline46mondego>        if (fila >= 0) {<newline46mondego>            alfa = 50 + (fila > 7 ? 70 : 10 * fila);<newline46mondego>        }<newline46mondego>        return new Color(0, 0, 0, alfa);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7456splitHere46","7056122splitHere46","public void actionPerformed(ActionEvent evt)<newline46mondego>{<newline46mondego>    ++indice;<newline46mondego>    ExtendedIterator instances = onto.personne.listInstances();<newline46mondego>    Individual instance = null;<newline46mondego>    Individual firstInstance = null;<newline46mondego>    for (p = 0; p < indice && instances.hasNext(); p++) {<newline46mondego>        instance = (Individual) instances.next();<newline46mondego>        if (firstInstance == null) {<newline46mondego>            firstInstance = instance;<newline46mondego>        }<newline46mondego>    }    <newline46mondego>    if (p < indice) {<newline46mondego>        indice = 1;<newline46mondego>        instance = firstInstance;<newline46mondego>    }<newline46mondego>    tabTF[0].setText(instance.getPropertyValue(onto.aPourPrenom).toString());<newline46mondego>    tabTF[1].setText(instance.getPropertyValue(onto.aPourNom).toString());<newline46mondego>    tabTF[2].setText(instance.getPropertyValue(onto.aDateNaiss).toString());<newline46mondego>    tabTF[3].setText(instance.getPropertyValue(onto.aGenre).toString());<newline46mondego>}<newline46mondego>"
"7457splitHere46","7056230splitHere46","message.properties"
"7458splitHere46","7056308splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><!DOCTYPE sun-web-app PUBLIC <doubleQuotes46>-//Sun Microsystems, Inc.//DTD GlassFish Application Server 3.0 Servlet 3.0//EN<doubleQuotes46> <doubleQuotes46>http://www.sun.com/software/appserver/dtds/sun-web-app_3_0-0.dtd<doubleQuotes46>><newline46mondego><sun-web-app><newline46mondego>    <class-loader delegate=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>useBundledJsf<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>useMyFaces<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego></sun-web-app><newline46mondego>"
"7459splitHere46","7056308splitHere46","<property name=<doubleQuotes46>useBundledJsf<doubleQuotes46> value=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>"
"7460splitHere46","7056402splitHere46","ref"
"7461splitHere46","7056402splitHere46","out"
"7462splitHere46","7056484splitHere46","getLong()"
"7463splitHere46","7056484splitHere46","long"
"7464splitHere46","7056484splitHere46","l"
"7465splitHere46","7056484splitHere46","Long"
"7466splitHere46","7056495splitHere46","public onActivityResult(int request, int result, Intent data) {<newline46mondego><newline46mondego>    if( request == CAPTURE_IMAGE ) {<newline46mondego><newline46mondego>        if( result == RESULT_OK ) {<newline46mondego><newline46mondego>            /*Use the image in the way you want to here and save the path */<newline46mondego><newline46mondego>            //Delete the image<newline46mondego>            File image = new File(path);<newline46mondego>            image.delete();<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"7467splitHere46","7056686splitHere46","List<String>[]"
"7468splitHere46","7056686splitHere46","List<?>[]"
"7469splitHere46","7056686splitHere46","List<String>[]"
"7470splitHere46","7056686splitHere46","List<Integer>"
"7471splitHere46","7056686splitHere46","List<?>[]"
"7472splitHere46","7056686splitHere46","List<Integer>"
"7473splitHere46","7056686splitHere46","Foo<T>[] fooArray = new Foo<T>[];<newline46mondego>"
"7474splitHere46","7056686splitHere46","@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>) // optional but informs the compiler <newline46mondego>                               // not to generate warning message<newline46mondego>List<String>[] stringList = new ArrayList[10];<newline46mondego>"
"7475splitHere46","7056782splitHere46","System.out.print(<doubleQuotes46>Insert a number: <doubleQuotes46>);<newline46mondego>   int number = input.nextInt();<newline46mondego>   input.nextLine(); // This line you have to add (It consumes the \n character)<newline46mondego>   System.out.print(<doubleQuotes46>Text1: <doubleQuotes46>);<newline46mondego>   String text1 = input.nextLine();<newline46mondego>   System.out.print(<doubleQuotes46>Text2: <doubleQuotes46>);<newline46mondego>   String text2 = input.nextLine();<newline46mondego>"
"7476splitHere46","7056911splitHere46","public static void main(String[] args) {<newline46mondego>    final float myfloat = 1F / 3F;<newline46mondego><newline46mondego>    //Using String.format 5 digist after the .<newline46mondego>    final String fmtString = String.format(<doubleQuotes46>%.5f<doubleQuotes46>,myfloat);<newline46mondego>    System.out.println(fmtString);<newline46mondego><newline46mondego>    //Same using NumberFormat<newline46mondego>    final NumberFormat numFormat = NumberFormat.getNumberInstance();<newline46mondego>    numFormat.setMaximumFractionDigits(5);<newline46mondego>    final String fmtString2 = numFormat.format(myfloat);<newline46mondego>    System.out.println(fmtString2);<newline46mondego>}<newline46mondego>"
"7477splitHere46","7056950splitHere46","foo(int ... arg)"
"7478splitHere46","7056950splitHere46","foo(int[] arg)"
"7479splitHere46","7056950splitHere46","String[]"
"7480splitHere46","7056950splitHere46","Object[]"
"7481splitHere46","7056950splitHere46","long[]"
"7482splitHere46","7056950splitHere46","int[]"
"7483splitHere46","7056950splitHere46","byte"
"7484splitHere46","7056979splitHere46","java.util.Enumeration"
"7485splitHere46","7056979splitHere46","YourEnum.valueOf(<doubleQuotes46>String<doubleQuotes46>)"
"7486splitHere46","7056979splitHere46","public enum Day {<newline46mondego>    SUNDAY, MONDAY, TUESDAY, WEDNESDAY, <newline46mondego>    THURSDAY, FRIDAY, SATURDAY<newline46mondego>}<newline46mondego>"
"7487splitHere46","7056979splitHere46","String day = <doubleQuotes46>SUNDAY<doubleQuotes46>;<newline46mondego><newline46mondego>Day dayEnum = Day.valueOf(day);<newline46mondego>"
"7488splitHere46","7057198splitHere46","docBase"
"7489splitHere46","7057198splitHere46","/root/var/img"
"7490splitHere46","7057198splitHere46","<Context path=�?/images�? docBase=�?/root/var/img/�? ... ><newline46mondego></Context><newline46mondego>"
"7491splitHere46","7057198splitHere46","<mvc:resources>"
"7492splitHere46","7057241splitHere46","StringBuilder"
"7493splitHere46","7057261splitHere46","<target name=<doubleQuotes46>compile<doubleQuotes46>><newline46mondego>    <mkdir dir=<doubleQuotes46>${classes.dir}<doubleQuotes46>/><newline46mondego>    <javac srcdir=<doubleQuotes46>${src.dir}<doubleQuotes46> destdir=<doubleQuotes46>${classes.dir}<doubleQuotes46>><newline46mondego>        <classpath><newline46mondego>               <fileset dir=<doubleQuotes46>${lib}<doubleQuotes46>><newline46mondego>                  <include name=<doubleQuotes46>**/*.jar<doubleQuotes46> /><newline46mondego>               </fileset><newline46mondego>         </classpath><newline46mondego>    </javac><newline46mondego></target><newline46mondego><newline46mondego><target name=<doubleQuotes46>jar<doubleQuotes46> depends=<doubleQuotes46>compile<doubleQuotes46>><newline46mondego>    <mkdir dir=<doubleQuotes46>${jar.dir}<doubleQuotes46>/><newline46mondego>    <jar destfile=<doubleQuotes46>${jar.dir}/${ant.project.name}.jar<doubleQuotes46> basedir=<doubleQuotes46>${classes.dir}<doubleQuotes46>><newline46mondego>        <manifest><newline46mondego>            <attribute name=<doubleQuotes46>Main-Class<doubleQuotes46> value=<doubleQuotes46>${main-class}<doubleQuotes46>/><newline46mondego>        </manifest><newline46mondego>        <zipgroupfileset dir=<doubleQuotes46>${lib}<doubleQuotes46> includes=<doubleQuotes46>**/*.jar<doubleQuotes46>/><newline46mondego>    </jar><newline46mondego><newline46mondego></target><newline46mondego>"
"7494splitHere46","7057415splitHere46","${system_path:javap}"
"7495splitHere46","7057415splitHere46","${project_loc}"
"7496splitHere46","7057415splitHere46",".class"
"7497splitHere46","7057415splitHere46","javap"
"7498splitHere46","7057415splitHere46",".class"
"7499splitHere46","7057415splitHere46","javap"
"7500splitHere46","7057415splitHere46","bin"
"7501splitHere46","7057415splitHere46","build/classes"
"7502splitHere46","7057415splitHere46","${project_loc}"
"7503splitHere46","7057415splitHere46","${java_type_name}"
"7504splitHere46","7057415splitHere46","${project_loc}"
"7505splitHere46","7057561splitHere46","List<Integer> received = exchanger.exchange(ints);<newline46mondego>System.out.println(<doubleQuotes46>Consumer:<doubleQuotes46>);<newline46mondego>for(Integer x : received) {<newline46mondego>    System.out.print(<doubleQuotes46> <doubleQuotes46> + x);<newline46mondego>        ...<newline46mondego>}<newline46mondego>"
"7506splitHere46","7057642splitHere46","Map<String, String> parameters = new HashMap<String, String>() {{<newline46mondego>  put(<doubleQuotes46>test<doubleQuotes46>, <doubleQuotes46>one two<doubleQuotes46>);<newline46mondego>  put(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>}};<newline46mondego>"
"7507splitHere46","7057723splitHere46",":javap"
"7508splitHere46","7057723splitHere46","scala> abstract class MyOrdered extends Ordered[MyOrdered] {<newline46mondego>     |     def id: Int<newline46mondego>     |     def compare(that : MyOrdered) : Int =<newline46mondego>     |         if (that==null) 1 else (id-that.id)<newline46mondego>     | }<newline46mondego>defined class MyOrdered<newline46mondego>"
"7509splitHere46","7057723splitHere46","scala> :javap -v MyOrdered<newline46mondego>Compiled from <doubleQuotes46><console><doubleQuotes46><newline46mondego>public abstract class MyOrdered extends java.lang.Object implements scala.math.Ordered,scala.ScalaObject<newline46mondego><newline46mondego>...<newline46mondego>** I'm skipping lots of things here: $less, $lessEq, ... **<newline46mondego>...<newline46mondego><newline46mondego>public boolean $greater(java.lang.Object);<newline46mondego>  Code:<newline46mondego>   Stack=2, Locals=2, Args_size=2<newline46mondego>   0:   aload_0<newline46mondego>   1:   aload_1<newline46mondego>   2:   invokestatic    #19; //Method scala/math/Ordered$class.$greater:(Lscala/math/Ordered;Ljava/lang/Object;)Z<newline46mondego>   5:   ireturn<newline46mondego>  LineNumberTable: <newline46mondego>   line 7: 0<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>public abstract int id();<newline46mondego><newline46mondego>public int compare(MyOrdered);<newline46mondego>  Code:<newline46mondego>   Stack=2, Locals=2, Args_size=2<newline46mondego>   0:   aload_1<newline46mondego>   1:   ifnonnull   8<newline46mondego>   4:   iconst_1<newline46mondego>   5:   goto    17<newline46mondego>   8:   aload_0<newline46mondego>   9:   invokevirtual   #38; //Method id:()I<newline46mondego>   12:  aload_1<newline46mondego>   13:  invokevirtual   #38; //Method id:()I<newline46mondego>   16:  isub<newline46mondego>   17:  ireturn<newline46mondego>  LineNumberTable: <newline46mondego>   line 10: 0<newline46mondego><newline46mondego> ...<newline46mondego>"
"7510splitHere46","7057723splitHere46","MyOrdered"
"7511splitHere46","7057723splitHere46","Ordered"
"7512splitHere46","7057723splitHere46",">"
"7513splitHere46","7057723splitHere46","$greater"
"7514splitHere46","7057723splitHere46","scala/math/Ordered$class.$greater"
"7515splitHere46","7057723splitHere46","scala> :javap -v scala.math.Ordered$class<newline46mondego>Compiled from <doubleQuotes46>Ordered.scala<doubleQuotes46><newline46mondego>public abstract class scala.math.Ordered$class extends java.lang.Object<newline46mondego>...<newline46mondego>public static boolean $greater(scala.math.Ordered, java.lang.Object);<newline46mondego>  Code:<newline46mondego>   Stack=2, Locals=2, Args_size=2<newline46mondego>   0:   aload_0<newline46mondego>   1:   aload_1<newline46mondego>   2:   invokeinterface #12,  2; //InterfaceMethod scala/math/Ordered.compare:(Ljava/lang/Object;)I<newline46mondego>   7:   iconst_0<newline46mondego>   8:   if_icmple   15<newline46mondego>   11:  iconst_1<newline46mondego>   12:  goto    16<newline46mondego>   15:  iconst_0<newline46mondego>   16:  ireturn<newline46mondego>  LineNumberTable: <newline46mondego>   line 46: 0<newline46mondego>...<newline46mondego>"
"7516splitHere46","7057723splitHere46","M"
"7517splitHere46","7057723splitHere46","MyOrdered"
"7518splitHere46","7057723splitHere46","scala> class M extends MyOrdered { def id = 2 }<newline46mondego>defined class M<newline46mondego><newline46mondego>scala> :javap -v M<newline46mondego>Compiled from <doubleQuotes46><console><doubleQuotes46><newline46mondego>public class M extends MyOrdered implements scala.ScalaObject<newline46mondego>....<newline46mondego>** No extra methods besides id **<newline46mondego>....<newline46mondego>"
"7519splitHere46","7057723splitHere46",":javap"
"7520splitHere46","7057745splitHere46","ConcurrentModificationException"
"7521splitHere46","7057745splitHere46","//Button Remove<newline46mondego>public class ActionRemove implements ActionListener<newline46mondego>{<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent evt)<newline46mondego>    {<newline46mondego>        List<Statement> statementsToRemove = new ArrayList<Statement>();<newline46mondego><newline46mondego>        // step 1<newline46mondego>        StmtIterator iter = onto.model.listStatements();<newline46mondego>        while (iter.hasNext()) <newline46mondego>        {<newline46mondego>            Statement stmt  = iter.nextStatement(); <newline46mondego><newline46mondego>            Resource  subject = stmt.getSubject(); <newline46mondego>            Property  predicate = stmt.getPredicate();  <newline46mondego>            RDFNode object  = stmt.getObject();  <newline46mondego>            if(subject.toString().equals (onto.uriBase+<doubleQuotes46>#<doubleQuotes46>+tabTF[0].getText()))<newline46mondego>            {<newline46mondego>                statementsToRemove.add(stmt);<newline46mondego>            }<newline46mondego>       }<newline46mondego><newline46mondego>       // step 2<newline46mondego>       for( Statement stmt : statementsToRemove) <newline46mondego>       {<newline46mondego>            onto.model.remove(stmt);<newline46mondego>       }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"7522splitHere46","7057786splitHere46","File"
"7523splitHere46","7057786splitHere46","Workbook.getWorkbook(java.io.InputStream is)"
"7524splitHere46","7057786splitHere46","getResourceAsStream(...)"
"7525splitHere46","7057786splitHere46","public void GetValues() throws Exception   {<newline46mondego>     Workbook w1; //reads from file<newline46mondego>     w1 = Workbook.getWorkbook(WindageLogic.class.<newline46mondego>          getResourceAsStream(<doubleQuotes46>/Calculator/table1.xls<doubleQuotes46>) );<newline46mondego>     //...<newline46mondego>"
"7526splitHere46","7058003splitHere46","return"
"7527splitHere46","7058003splitHere46","List<String>"
"7528splitHere46","7058003splitHere46",".toString()"
"7529splitHere46","7058003splitHere46","[element1, element2, element3]"
"7530splitHere46","7058003splitHere46","[,]"
"7531splitHere46","7058003splitHere46","List<String> list = r.iterateRSSFeed();<newline46mondego>StringBuilder b = new StringBuilder();<newline46mondego>for(String s : list) {<newline46mondego>   b.append(s);<newline46mondego>}<newline46mondego>String description = b.toString();<newline46mondego>"
"7532splitHere46","7058003splitHere46","element1element2element3"
"7533splitHere46","7058003splitHere46","List<String> list = r.iterateRSSFeed();<newline46mondego>StringBuilder b = new StringBuilder();<newline46mondego>b.append(<doubleQuotes46><html><ul><doubleQuotes46>);<newline46mondego>for(String s : list) {<newline46mondego>   b.append(<doubleQuotes46><li><doubleQuotes46>);<newline46mondego>   b.append(s);<newline46mondego>   b.append(<doubleQuotes46></li><doubleQuotes46>);<newline46mondego>}<newline46mondego>b.append(<doubleQuotes46></ul><doubleQuotes46>);<newline46mondego>String description = b.toString();<newline46mondego>"
"7534splitHere46","7058003splitHere46","<html><ul><li>element1</li><li>element2</li><li>element3</li></ul>"
"7535splitHere46","7058031splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46>?><newline46mondego><table><newline46mondego>    <row><newline46mondego>        <column>1</column><newline46mondego>        <column>Nome</column><newline46mondego>        <column>Sobrenome</column><newline46mondego>        <column>email@gmail.com</column><newline46mondego>        <column></column><newline46mondego>        <column>2011-06-22 03:02:14.915</column><newline46mondego>        <column>2011-06-22 03:02:25.953</column><newline46mondego>        <column></column><newline46mondego>        <column></column><newline46mondego>    </row><newline46mondego></table>    <newline46mondego>"
