"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3209splitHere46","1213398splitHere46","RandomAccesFile raf = null;<newline46mondego>try {<newline46mondego>    raf = new RandomAccessFile(f);<newline46mondego>    //do stuff<newline46mondego>} finally {<newline46mondego>   if (raf != null) {<newline46mondego>      raf.close();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3210splitHere46","1213912splitHere46","public class DecimalFormatTest extends TestCase {<newline46mondego>    private static class MyFormat extends NumberFormat {<newline46mondego>    	private final DecimalFormat	decimal;<newline46mondego><newline46mondego>    	public MyFormat(String pattern) {<newline46mondego>    		decimal = new DecimalFormat(pattern);<newline46mondego>    	}<newline46mondego><newline46mondego>    	public StringBuffer format(double number, StringBuffer toAppendTo, FieldPosition pos) {<newline46mondego>    		StringBuffer sb = new StringBuffer();<newline46mondego>    		sb.append(modified(Math.abs(number) > 1.0, decimal.format(number, toAppendTo, pos).toString()));<newline46mondego>    		return sb;<newline46mondego>    	}<newline46mondego><newline46mondego>    	private String modified(boolean large, String s) {<newline46mondego>    		return large ? s.replace(<doubleQuotes46>E<doubleQuotes46>, <doubleQuotes46>E+<doubleQuotes46>) : s;<newline46mondego>    	}<newline46mondego><newline46mondego>    	public StringBuffer format(long number, StringBuffer toAppendTo, FieldPosition pos) {<newline46mondego>    		StringBuffer sb = new StringBuffer();<newline46mondego>    		sb.append(modified(true, decimal.format(number, toAppendTo, pos).toString()));<newline46mondego>    		return sb;<newline46mondego>    	}<newline46mondego><newline46mondego>    	public Number parse(String source, ParsePosition parsePosition) {<newline46mondego>    		return decimal.parse(source, parsePosition);<newline46mondego>    	}<newline46mondego><newline46mondego>    	public void setPositivePrefix(String newValue) {<newline46mondego>    		decimal.setPositivePrefix(newValue);<newline46mondego>    	}<newline46mondego>    }<newline46mondego>    private MyFormat	format;<newline46mondego><newline46mondego>    protected void setUp() throws Exception {<newline46mondego>    	format = new MyFormat(<doubleQuotes46>0.0E0<doubleQuotes46>);<newline46mondego>    	format.setPositivePrefix(<doubleQuotes46>+<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void testPositiveLargeNumber() throws Exception {<newline46mondego>    	assertEquals(<doubleQuotes46>+1.0E+2<doubleQuotes46>, format.format(100.0));<newline46mondego>    }<newline46mondego><newline46mondego>    public void testPositiveSmallNumber() throws Exception {<newline46mondego>    	assertEquals(<doubleQuotes46>+1.0E-2<doubleQuotes46>, format.format(0.01));<newline46mondego>    }<newline46mondego><newline46mondego>    public void testNegativeLargeNumber() throws Exception {<newline46mondego>    	assertEquals(<doubleQuotes46>-1.0E+2<doubleQuotes46>, format.format(-100.0));<newline46mondego>    }<newline46mondego><newline46mondego>    public void testNegativeSmallNumber() throws Exception {<newline46mondego>    	assertEquals(<doubleQuotes46>-1.0E-2<doubleQuotes46>, format.format(-0.01));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3211splitHere46","1213935splitHere46","<plugin><newline46mondego>  <groupId>org.apache.maven.plugins</groupId><newline46mondego>  <artifactId>maven-compiler-plugin</artifactId><newline46mondego>  <configuration><newline46mondego>    <source>${compileSource}</source><newline46mondego>    <target>${compileSource}</target><newline46mondego>  </configuration><newline46mondego>  <executions><newline46mondego>    <execution><newline46mondego>      <id>test-compile</id><newline46mondego>      <phase>process-test-sources</phase><newline46mondego>      <goals><newline46mondego>        <goal>testCompile</goal><newline46mondego>      </goals><newline46mondego>      <configuration><newline46mondego>        <source>${testCompileSource}</source><newline46mondego>        <target>${testCompileSource}</target><newline46mondego>      </configuration><newline46mondego>    </execution><newline46mondego>  </executions><newline46mondego></plugin><newline46mondego>...<newline46mondego><properties><newline46mondego>  <compileSource>1.4</compileSource><newline46mondego>  <testCompileSource>1.5</testCompileSource><newline46mondego></properties><newline46mondego>"
"3212splitHere46","1213935splitHere46","<plugin><newline46mondego>  <groupId>org.apache.maven.plugins</groupId><newline46mondego>  <artifactId>maven-compiler-plugin</artifactId><newline46mondego>  <configuration><newline46mondego>    <source>${compileSource}</source><newline46mondego>    <target>${compileSource}</target><newline46mondego>    <executable>${compileJdkPath}/bin/javac</executable><newline46mondego>    <compilerVersion>${compileSource}</compilerVersion><newline46mondego>  </configuration><newline46mondego>  <executions><newline46mondego>    <execution><newline46mondego>      <id>test-compile</id><newline46mondego>      <phase>process-test-sources</phase><newline46mondego>      <goals><newline46mondego>        <goal>testCompile</goal><newline46mondego>      </goals><newline46mondego>      <configuration><newline46mondego>        <source>${testCompileSource}</source><newline46mondego>        <target>${testCompileSource}</target><newline46mondego>        <executable>${testCompileJdkPath}/bin/javac</executable><newline46mondego>        <compilerVersion>${testCompileSource}</compilerVersion><newline46mondego>      </configuration><newline46mondego>    </execution><newline46mondego>  </executions><newline46mondego></plugin><newline46mondego>...<newline46mondego><properties><newline46mondego>  <compileSource>1.4</compileSource><newline46mondego>  <testCompileSource>1.5</testCompileSource><newline46mondego>  <compileJdkPath>path/to/jdk</compileJdkPath><newline46mondego>  <testCompileJdkPath>path/to/test/jdk<testCompileJdkPath><newline46mondego></properties><newline46mondego>"
"3213splitHere46","1213935splitHere46","fork"
"3214splitHere46","1213935splitHere46","<plugin><newline46mondego>    <artifactId>maven-compiler-plugin</artifactId><newline46mondego>    <version>3.1</version><newline46mondego>    <executions><newline46mondego>      <execution><newline46mondego>        <id>default-testCompile</id><newline46mondego>        <phase>test-compile</phase><newline46mondego>        <goals><newline46mondego>          <goal>testCompile</goal><newline46mondego>        </goals><newline46mondego>        <configuration><newline46mondego>          <fork>true</fork><newline46mondego>          <executable>${testCompileJdkPath}/bin/javac</executable><newline46mondego>          <source>1.8</source><newline46mondego>          <target>1.8</target><newline46mondego>        </configuration>            <newline46mondego>      </execution><newline46mondego>    </executions><newline46mondego>  </plugin><newline46mondego>"
"3215splitHere46","1214404splitHere46","class myclass : boost::noncopyable {<newline46mondego> ...<newline46mondego>};<newline46mondego>"
"3216splitHere46","1214404splitHere46","myclass m;<newline46mondego>myclass m2(m); // copy construction isn't allowed<newline46mondego>myclass m3;<newline46mondego>m3 = m; // assignment also not allowed<newline46mondego>"
"3217splitHere46","1214404splitHere46","meters^2"
"3218splitHere46","1214490splitHere46","public static int[] toIntArray(long x) {<newline46mondego>    int neg = (x<0)?1:0;<newline46mondego>    final char[] c = String.valueOf(x).toCharArray();<newline46mondego>    final int s = c.length-neg;<newline46mondego>    final int[] d = new int[s];<newline46mondego>    for (int i = 0; i < s; i++) {<newline46mondego>        d[i] = Character.getNumericValue(c[i+neg]);<newline46mondego>    }<newline46mondego>    if (neg==1) {<newline46mondego>        d[0] = d[0] * -1;<newline46mondego>    }<newline46mondego>    return d;<newline46mondego>}<newline46mondego><newline46mondego>public static int[] toIntArray2(long x) {<newline46mondego>    int neg = (x<0)?1:0;<newline46mondego>    final int s = String.valueOf(x).length()-neg;<newline46mondego>    final int[] d = new int[s];<newline46mondego>    for(int i =s-1 ; i > -1; i--) {<newline46mondego>        d[i] = (int) (x%10);<newline46mondego>        x = x/10;<newline46mondego>    }<newline46mondego>    return d;<newline46mondego>}<newline46mondego><newline46mondego>public static Object[] toIntArray3(long x) {<newline46mondego>    Deque<Integer> d = new ArrayDeque<Integer>(10);<newline46mondego>    if(x==0){<newline46mondego>        d.push(0);<newline46mondego>        return d.toArray();<newline46mondego>    }<newline46mondego>    while(x != 0) {<newline46mondego>        d.push((int) (x%10));<newline46mondego>        x = x/10;<newline46mondego>    }<newline46mondego>    return  d.toArray();<newline46mondego>}<newline46mondego><newline46mondego>public static int[] toIntArray4(long x) {<newline46mondego>    int neg = (x<0)?1:0;<newline46mondego>    final String[] c = String.valueOf(x).split(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    final int s = c.length-neg;<newline46mondego>    final int[] d = new int[s-1];<newline46mondego>    for (int i = 1; i < s; i++) {<newline46mondego>        d[i-1] = Integer.parseInt(c[i+neg]);<newline46mondego>    }<newline46mondego>    if (neg==1) {<newline46mondego>        d[0] = d[0] * -1;<newline46mondego>    }<newline46mondego>    return d;<newline46mondego>}<newline46mondego>"
"3219splitHere46","1214622splitHere46","String home = System.getProperty(<doubleQuotes46>user.home<doubleQuotes46>);<newline46mondego>"
"3220splitHere46","1214622splitHere46","String home = (String) AccessController.doPrivileged(new PrivilegedAction() <newline46mondego> {<newline46mondego>      public Object run() <newline46mondego>      {<newline46mondego>     return System.getProperty(<doubleQuotes46>user.home<doubleQuotes46>);<newline46mondego>      }<newline46mondego> });<newline46mondego>"
"3221splitHere46","1214848splitHere46","// object to allow applet to invoke Javascript methods<newline46mondego>protected static JSObject appletWindowJSObject = null;<newline46mondego><newline46mondego>appletWindowJSObject = JSObject.getWindow(this);<newline46mondego><newline46mondego> //Call your javascript method on the page and pass it something<newline46mondego> appletWindowJSObject.call(<doubleQuotes46>myJavascriptMethod<doubleQuotes46>, <doubleQuotes46>This is what I am passing<doubleQuotes46>);<newline46mondego>"
"3222splitHere46","1215276splitHere46","var2 = var1.getNextInSequence();<newline46mondego>"
"3223splitHere46","1215276splitHere46","public enum Animal {<newline46mondego>    FOX(4),<newline46mondego>    CHICKEN(2),<newline46mondego>    WORM(0);<newline46mondego><newline46mondego>    private int countLegs;<newline46mondego><newline46mondego>    Animal(int n) {<newline46mondego>        countLegs = n;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getLegCount() {<newline46mondego>        return countLegs;<newline46mondego>    }<newline46mondego>    // .. more getters setters etc<newline46mondego>}<newline46mondego>"
"3224splitHere46","1215276splitHere46","public enum Animal {<newline46mondego>    FOX(4, CHICKEN),    // 'CHICKEN' doesn't exist yet<newline46mondego>    WORM(0, null),<newline46mondego>    CHICKEN(2, WORM);    // this actually will compile<newline46mondego><newline46mondego>    private int countLegs;<newline46mondego>    private Animal eatsWhat;<newline46mondego><newline46mondego>    Animal(int n, Animal dinner) {<newline46mondego>        countLegs = n;<newline46mondego>        eatsWhat = dinner;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getLegCount() {<newline46mondego>        return countLegs;<newline46mondego>    }<newline46mondego>    // .. getters, setters, etc<newline46mondego>}<newline46mondego>"
"3225splitHere46","1215349splitHere46","#!/usr/bin/perl<newline46mondego><newline46mondego>use strict;<newline46mondego>use warnings;<newline46mondego><newline46mondego>use FindBin qw( $Bin );<newline46mondego>use File::Spec::Functions qw( catfile );<newline46mondego><newline46mondego>use Win32::OLE;<newline46mondego>use Win32::OLE::Const 'Microsoft PowerPoint';<newline46mondego>$Win32::OLE::Warn = 3;<newline46mondego><newline46mondego>my $ppt = get_ppt();<newline46mondego>$ppt->{Visible} = 1;<newline46mondego><newline46mondego>my $ppt_file = catfile $Bin, 'test.ppt';<newline46mondego>my $doc = $ppt->Presentations->open( $ppt_file );<newline46mondego>my $slides = $doc->Slides;<newline46mondego>my $num_slides = $slides->Count;<newline46mondego><newline46mondego>for my $slide_idx (1 .. $num_slides) {<newline46mondego>    print <doubleQuotes46>=== Begin Slide $slide_idx ===\n<doubleQuotes46>;<newline46mondego><newline46mondego>    my $slide = $doc->Slides->Item( $slide_idx );<newline46mondego>    my $shapes = $slide->Shapes;<newline46mondego>    my $num_shapes = $shapes->Count;<newline46mondego><newline46mondego>    for my $shape_idx (1 .. $num_shapes) {<newline46mondego>        my $shape = $shapes->Item($shape_idx);<newline46mondego>        next unless $shape->HasTextFrame;<newline46mondego><newline46mondego>        my $pars = $shape->TextFrame->TextRange->Paragraphs;<newline46mondego>        my $num_pars = $pars->Count;<newline46mondego>        for my $par_idx (1 .. $num_pars) {<newline46mondego>            my $par = $pars->Paragraphs($par_idx,1);<newline46mondego>            print_par( $par );<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    print <doubleQuotes46>=== End Slide $slide_idx ===\n\n<doubleQuotes46>;<newline46mondego>}<newline46mondego><newline46mondego>sub print_par {<newline46mondego>    my ($par) = @_;<newline46mondego>    my @bullets = qw( - * > + = @ );<newline46mondego><newline46mondego>    my $bullet_format = $par->ParagraphFormat->Bullet;<newline46mondego>    my $bullet_type = $bullet_format->Type;<newline46mondego><newline46mondego>    my $bullet_char = '';<newline46mondego><newline46mondego>    if ($bullet_type == ppBulletNumbered) {<newline46mondego>        $bullet_char = $bullet_format->Number . <doubleQuotes46>\t<doubleQuotes46>;<newline46mondego>    }<newline46mondego>    elsif( $bullet_type == ppBulletUnnumbered ) {<newline46mondego>        # Need a Unicode => ASCII mapping if you want to use<newline46mondego>        # $bullet_format->Character<newline46mondego>        my $indent = $par->IndentLevel % scalar @bullets;<newline46mondego>        $bullet_char = $bullets[$indent] . <doubleQuotes46>\t<doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>    my $text = $par->Text;<newline46mondego>    $text =~ s/\s+$//;<newline46mondego><newline46mondego>    print $bullet_char, $text,<doubleQuotes46>\n<doubleQuotes46>;<newline46mondego>}<newline46mondego><newline46mondego>sub get_ppt {<newline46mondego>    my $app;<newline46mondego>    eval {<newline46mondego>        $app = Win32::OLE->GetActiveObject('PowerPoint.Application');<newline46mondego>    };<newline46mondego><newline46mondego>    die <doubleQuotes46>$@\n<doubleQuotes46> if $@;<newline46mondego><newline46mondego>    unless($app) {<newline46mondego>        $app = Win32::OLE->new(<newline46mondego>            'PowerPoint.Application', sub { $_[0]->Quit }<newline46mondego>        ) or die <doubleQuotes46>Oops, cannot start PowerPoint: <doubleQuotes46>,<newline46mondego>                 Win32::OLE->LastError, <doubleQuotes46>\n<doubleQuotes46>;<newline46mondego>    }<newline46mondego>    return $app;<newline46mondego>}<newline46mondego>"
"3226splitHere46","1215378splitHere46","BufferedImage"
"3227splitHere46","1215378splitHere46",".filter()"
"3228splitHere46","1215378splitHere46","BufferedImage"
"3229splitHere46","1215378splitHere46","BufferedImage"
"3230splitHere46","1215378splitHere46","BufferedImage"
"3231splitHere46","1215378splitHere46","flush()"
"3232splitHere46","1215553splitHere46","Thread.start"
"3233splitHere46","1215553splitHere46","IllegalThreadStateException"
"3234splitHere46","1215553splitHere46","Thread"
"3235splitHere46","1215553splitHere46","Thread"
"3236splitHere46","1215553splitHere46","Thread"
"3237splitHere46","1215553splitHere46","start"
"3238splitHere46","1215752splitHere46","build"
"3239splitHere46","1215752splitHere46","junit"
"3240splitHere46","1215752splitHere46","build"
"3241splitHere46","1215752splitHere46","junit"
"3242splitHere46","1215912splitHere46","java -jar my.jar"
"3243splitHere46","1215912splitHere46","main()"
"3244splitHere46","1215912splitHere46","Class-Path"
"3245splitHere46","1216188splitHere46","Runtime.getRuntime().addShutdownHook(new Thread() {<newline46mondego>    public void run() { /*<newline46mondego>       my shutdown code here<newline46mondego>    */ }<newline46mondego> });<newline46mondego>"
"3246splitHere46","1216188splitHere46","SignalHandler"
"3247splitHere46","1216188splitHere46","sun.misc.SignalHandler"
"3248splitHere46","1216188splitHere46","SIGINT"
"3249splitHere46","1216250splitHere46","CTelephony"
"3250splitHere46","1216250splitHere46","etel3rdparty"
"3251splitHere46","1216250splitHere46","NotifyChange()"
"3252splitHere46","1216250splitHere46","EVoiceLineStatusChange"
"3253splitHere46","1216250splitHere46","EStatusRinging"
"3254splitHere46","1216250splitHere46","GetCallInfo()"
"3255splitHere46","1216250splitHere46","CTelephony"
"3256splitHere46","1216250splitHere46","AnswerIncomingCall()"
"3257splitHere46","1216250splitHere46","HangUp()"
"3258splitHere46","1216250splitHere46","NetworkServices"
"3259splitHere46","1216250splitHere46","RWsSession"
"3260splitHere46","1216250splitHere46","SimulateRawEvent()"
"3261splitHere46","1216250splitHere46","TRawEvent::EKeyDown"
"3262splitHere46","1216250splitHere46","EKeyUp"
"3263splitHere46","1216250splitHere46","EStdKeyNo"
"3264splitHere46","1216250splitHere46","SwEvent"
"3265splitHere46","1216472splitHere46","public void myMethod(int value, boolean hasImportance) {<newline46mondego>    // do something.<newline46mondego>}<newline46mondego><newline46mondego>public void myMethod(int value) {<newline46mondego>    myMethod(value, true);<newline46mondego>}<newline46mondego>"
"3266splitHere46","1216472splitHere46","myMethod(int)"
"3267splitHere46","1216472splitHere46","myMethod(int, boolean)"
"3268splitHere46","1216472splitHere46","PrintWriter.printf"
"3269splitHere46","1216472splitHere46","PrintWriter.format"
"3270splitHere46","1216472splitHere46","format"
"3271splitHere46","1216472splitHere46","printf"
"3272splitHere46","1216472splitHere46","printf"
"3273splitHere46","1216472splitHere46","format"
"3274splitHere46","1216749splitHere46","sess.flush();<newline46mondego>// sess.clear(); // if needed or convenient for you<newline46mondego>branchBuildingDao.save(bbe, sess);<newline46mondego>"
"3275splitHere46","1216749splitHere46","..."
"3276splitHere46","1216749splitHere46","sess.delete(e)"
"3277splitHere46","1216749splitHere46","sess.evict(e)"
"3278splitHere46","1216768splitHere46","includesfile"
"3279splitHere46","1216768splitHere46","includesfile"
"3280splitHere46","1216768splitHere46","readthis.txt"
"3281splitHere46","1216768splitHere46","<target name=<doubleQuotes46>distribute<doubleQuotes46> depends=<doubleQuotes46>compile<doubleQuotes46>><newline46mondego>  <jar destfile=<doubleQuotes46>${distributionDir}/myjar.jar<doubleQuotes46> ><newline46mondego>    <fileset dir=<doubleQuotes46>${outputDir}<doubleQuotes46>/><newline46mondego>    <fileset dir=<doubleQuotes46>${sourceDir}<doubleQuotes46>/><newline46mondego>    <fileset file=<doubleQuotes46>readthis.txt<doubleQuotes46> /><newline46mondego>  </jar><newline46mondego></target><newline46mondego>"
"3282splitHere46","1216768splitHere46","<target name=<doubleQuotes46>distribute<doubleQuotes46> depends=<doubleQuotes46>compile<doubleQuotes46>><newline46mondego>  <jar destfile=<doubleQuotes46>${distributionDir}/myjar.jar<doubleQuotes46> ><newline46mondego>    <fileset dir=<doubleQuotes46>${outputDir}<doubleQuotes46>/><newline46mondego>    <fileset dir=<doubleQuotes46>${sourceDir}<doubleQuotes46>/><newline46mondego>    <fileset dir=<doubleQuotes46>${resourcesDir}<doubleQuotes46> /><newline46mondego>  </jar><newline46mondego></target><newline46mondego>"
"3283splitHere46","1216896splitHere46","<doubleQuotes46>run.sh -b 0.0.0.0<doubleQuotes46>"
"3284splitHere46","1216902splitHere46","<bs><bs><bs><bs><bs>"
"3285splitHere46","1217125splitHere46","WEB-INF"
"3286splitHere46","1217125splitHere46","web.xml"
"3287splitHere46","1217125splitHere46","WEB-INF/classes"
"3288splitHere46","1217125splitHere46","WEB-INF/lib"
"3289splitHere46","1217125splitHere46","classes"
"3290splitHere46","1217125splitHere46","lib"
"3291splitHere46","1217125splitHere46","lib"
"3292splitHere46","1217125splitHere46","classes"
"3293splitHere46","1217125splitHere46","com.mypackage.Blah"
"3294splitHere46","1217125splitHere46","classes/com/mypackage/"
"3295splitHere46","1217125splitHere46","/html"
"3296splitHere46","1217125splitHere46","/html"
"3297splitHere46","1217125splitHere46","jar xvf solr.war"
"3298splitHere46","1217790splitHere46","Language"
"3299splitHere46","1217790splitHere46","# English context: english.xml <newline46mondego><newline46mondego><bean id=<doubleQuotes46>Tokenizer<doubleQuotes46> class=<doubleQuotes46>EnglishTokenizer<doubleQuotes46>/><newline46mondego><bean id=<doubleQuotes46>Parser<doubleQuotes46> class=<doubleQuotes46>EnglishParser<doubleQuotes46>/><newline46mondego><newline46mondego>...<newline46mondego><newline46mondego># Your code<newline46mondego><newline46mondego>ApplicationContext englishContext = ...; // context itself is injected<newline46mondego>Parser englishParser = (Parser) englishContext.getBean(<doubleQuotes46>Parser<doubleQuotes46>);<newline46mondego>"
"3300splitHere46","1217790splitHere46","ComponentLocator"
"3301splitHere46","1217790splitHere46","public abstract class ComponentLocator {<newline46mondego>  protected static ComponentLocator myInstance;<newline46mondego><newline46mondego>  protected abstract <T> T locateComponent(Class<T> componentClass, String language);<newline46mondego><newline46mondego>  public static <T> T getComponent(Class<T> componentClass, String language) {<newline46mondego>    return myInstance.locateComponent(componentClass, language);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3302splitHere46","1217790splitHere46","ComponentLocator"
"3303splitHere46","1217790splitHere46","public class ComponentLocatorImpl extends ComponentLocator<newline46mondego>    implements ApplicationContextAware {<newline46mondego>  private ApplicationContext myApplicationContext;<newline46mondego><newline46mondego>  public void setApplicationContext(ApplicationContext context) {<newline46mondego>    myApplicationContext = context;<newline46mondego>    myInstance = this;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  protected <T> T locateComponent(Class<T> componentClass, String language) {<newline46mondego>    String beanName = componentClass.getName() + <doubleQuotes46>:<doubleQuotes46> + language;<newline46mondego>    return componentClass.cast(myApplicationContext.getBean(beanName, componentClass));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3304splitHere46","1217790splitHere46","ApplicationContext"
"3305splitHere46","1217790splitHere46","ApplicationContext ctx = new ClasspathXmlApplicationContext(<doubleQuotes46>components.xml<doubleQuotes46>);<newline46mondego>"
"3306splitHere46","1217790splitHere46","Parser englishParser = ComponentLocator.getComponent(Parser.class, <doubleQuotes46>English<doubleQuotes46>);<newline46mondego>Parser chineseParser = ComponentLocator.getComponent(Parser.class, <doubleQuotes46>Chinese<doubleQuotes46>);<newline46mondego>"
"3307splitHere46","1217790splitHere46","<bean id=<doubleQuotes46>A<doubleQuotes46> class=<doubleQuotes46>Aimpl<doubleQuotes46>><newline46mondego>  <property name=<doubleQuotes46>B<doubleQuotes46> ref=<doubleQuotes46>B<doubleQuotes46>/><newline46mondego></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>B<doubleQuotes46> class=<doubleQuotes46>Bimpl<doubleQuotes46>><newline46mondego>  <property name=<doubleQuotes46>C<doubleQuotes46> ref=<doubleQuotes46>C<doubleQuotes46>/><newline46mondego></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>C<doubleQuotes46> class=<doubleQuotes46>Cimpl<doubleQuotes46>><newline46mondego>  <property name=<doubleQuotes46>tokenizer<doubleQuotes46> ref=<doubleQuotes46>Tokenizer:English<doubleQuotes46>/><newline46mondego></bean><newline46mondego>"
"3308splitHere46","1217884splitHere46","HttpServletResponse"
"3309splitHere46","1217967splitHere46","LinkedList"
"3310splitHere46","1217967splitHere46","import java.util.*;"
"3311splitHere46","1217967splitHere46","*"
"3312splitHere46","1217967splitHere46","java.util.LinkedList"
"3313splitHere46","1218086splitHere46","var orders = from c in customers<newline46mondego>             where c.Region == <doubleQuotes46>WA<doubleQuotes46><newline46mondego>             from o in c.Orders<newline46mondego>             where o.OrderDate >= cutoffDate<newline46mondego>             select new {c.CustomerID, o.OrderID};<newline46mondego>"
"3314splitHere46","1218086splitHere46","orders = ( (c.customer_id, o.order_id)<newline46mondego>           for c in customers if c.region == 'WA'<newline46mondego>           for o in c.orders if o.date >= cutoff_date)<newline46mondego>"
"3315splitHere46","1218396splitHere46","Pattern p = Pattern.compile(<newline46mondego>  <doubleQuotes46>\\w+://([\\x21-\\x22\\x24-\\x2E\\x30-\\x3A\\x40-\\x5A\\x5F\\x61-\\x7A]+)(/?\\S*)<doubleQuotes46>,<newline46mondego>  Pattern.CASE_INSENSITIVE | Pattern.DOTALL);<newline46mondego>"
"3316splitHere46","1218396splitHere46","RegexOptions.Compiled"
"3317splitHere46","1218396splitHere46","compile()"
"3318splitHere46","1218396splitHere46","new Regex()"
"3319splitHere46","1218396splitHere46","Compiled"
"3320splitHere46","1218396splitHere46","Compiled"
"3321splitHere46","1218396splitHere46","IgnoreCase/CASE_INSENSITIVE"
"3322splitHere46","1218396splitHere46","Singleline/DOTALL"
"3323splitHere46","1218396splitHere46","\w"
"3324splitHere46","1218396splitHere46","[\p{Ll}\p{Lu}\p{Lt}\p{Lo}\p{Nd}\p{Pc}]"
"3325splitHere46","1218396splitHere46","[A-Za-z0-9_]"
"3326splitHere46","1218396splitHere46","RegexOptions.ECMAScript"
"3327splitHere46","1218396splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>\\w+://([\\w!\<doubleQuotes46>$.:@]+)(?:/(\\S*))?<doubleQuotes46>);<newline46mondego>"
"3328splitHere46","1218503splitHere46","String x = new String(<doubleQuotes46>abcdef<doubleQuotes46>);<newline46mondego><newline46mondego>String y = x.substring(2);<newline46mondego>"
"3329splitHere46","1218809splitHere46","SelectionDialog dialog= new OpenTypeSelectionDialog(parent, true,<newline46mondego>    PlatformUI.getWorkbench().getProgressService(), null, <newline46mondego>    IJavaSearchConstants.TYPE);<newline46mondego>dialog.setTitle(JavaUIMessages.OpenTypeAction_dialogTitle);<newline46mondego>dialog.setMessage(JavaUIMessages.OpenTypeAction_dialogMessage);<newline46mondego><newline46mondego>int result= dialog.open();<newline46mondego>"
"3330splitHere46","1218809splitHere46","Shell parent= JavaPlugin.getActiveWorkbenchShell();<newline46mondego>"
"3331splitHere46","1219236splitHere46","public class MyManager implements com.sun.net.ssl.X509TrustManager {<newline46mondego>  public boolean isClientTrusted(X509Certificate[] chain) { return true; }<newline46mondego>  public boolean isHostTrusted(X509Certificate[] chain) { return true; }<newline46mondego>  ...<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>com.sun.net.ssl.TrustManager[] managers =<newline46mondego>  new com.sun.net.ssl.TrustManager[] {new MyManager()};<newline46mondego><newline46mondego>com.sun.net.ssl.SSLContext.getInstance(<doubleQuotes46>SSL<doubleQuotes46>).<newline46mondego>       .init(null, managers, new SecureRandom());<newline46mondego>"
"3332splitHere46","1219476splitHere46","cos.close();<newline46mondego>"
"3333splitHere46","1219476splitHere46","fos.close();<newline46mondego>"
"3334splitHere46","1219904splitHere46","abstract class MyClass {<newline46mondego>  public abstract void myMethod();<newline46mondego>}<newline46mondego>"
"3335splitHere46","1219904splitHere46","List<String>"
"3336splitHere46","1219904splitHere46","List<Integer>"
"3337splitHere46","1219941splitHere46","SSLSocketFactory"
