"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"10228splitHere46","19371945splitHere46","int x = 0;<newline46mondego>for (x = 0; x < 10; x = x + 1)<newline46mondego>    System.out.println(x);<newline46mondego><newline46mondego>int y = 0;<newline46mondego>for (y = 0; y < 10; y = y + 1)<newline46mondego>    /* Lalala... does nothing at all... */;<newline46mondego>System.out.println(y); // When control flow gets here, y equals 10<newline46mondego>"
"10229splitHere46","19371945splitHere46","{<newline46mondego>            num = generator.nextInt(sides);<newline46mondego>            System.out.println(<doubleQuotes46>You rolled a <doubleQuotes46> + num);<newline46mondego>        }<newline46mondego>"
"10230splitHere46","19371945splitHere46","for (int num1 = 0; num1 < rolls; num1 = num1 + 1);<newline46mondego>        {<newline46mondego>            num = generator.nextInt(sides);<newline46mondego>            System.out.println(<doubleQuotes46>You rolled a <doubleQuotes46> + num);<newline46mondego>        }<newline46mondego>"
"10231splitHere46","19371945splitHere46","for (int num1 = 0; num1 < rolls; num1 = num1 + 1)<newline46mondego>            /* Lalala... does nothing at all... */;<newline46mondego>        {<newline46mondego>            num = generator.nextInt(sides);<newline46mondego>            System.out.println(<doubleQuotes46>You rolled a <doubleQuotes46> + num);<newline46mondego>        }<newline46mondego>"
"10232splitHere46","19371945splitHere46","for (int num1 = 0; num1 < rolls; num1 = num1 + 1);<newline46mondego>    {<newline46mondego>        Console.out.println(<doubleQuotes46>Roll No. <doubleQuotes46> + num1);<newline46mondego>        num = generator.nextInt(sides);<newline46mondego>        System.out.println(<doubleQuotes46>You rolled a <doubleQuotes46> + num);<newline46mondego>    }<newline46mondego>"
"10233splitHere46","19371945splitHere46","for (int num1 = 0; num1 < rolls; num1 = num1 + 1);<newline46mondego>    {<newline46mondego>        num = generator.nextInt(sides);<newline46mondego>        System.out.println(<doubleQuotes46>You rolled a <doubleQuotes46> + num);<newline46mondego>    }<newline46mondego>"
"10234splitHere46","19371982splitHere46","public class NextDiGui {<newline46mondego>        public static void main(String[] args) {<newline46mondego>                row();<newline46mondego>        }<newline46mondego>        static int num1 =0,  num2 =1;<newline46mondego>        public static void row(){<newline46mondego>                num1++;<newline46mondego><newline46mondego>                if(num1<10){<newline46mondego>                        col();<newline46mondego>                }<newline46mondego>        }<newline46mondego>        public static void col(){<newline46mondego><newline46mondego>                if(num2<=num1){<newline46mondego><newline46mondego>                        System.out.print(num1+<doubleQuotes46>*<doubleQuotes46>+num2+<doubleQuotes46>=<doubleQuotes46>+num1*num2+<doubleQuotes46>\t<doubleQuotes46>);<newline46mondego>                        num2++;<newline46mondego>                        col();<newline46mondego>                }<newline46mondego>                else{<newline46mondego>                        num2=1;<newline46mondego>                        System.out.println();<newline46mondego>                        row();<newline46mondego><newline46mondego>                }<newline46mondego>        }<newline46mondego>}<newline46mondego>"
"10235splitHere46","19372040splitHere46","for(num = lowerEnd; num <= upperEnd; num++)<newline46mondego>    {<newline46mondego>        int nNum = num;<newline46mondego>        while (nNum > 0)<newline46mondego>        {<newline46mondego>            if( (nNum % 10) == 3)<newline46mondego>                count = count + 1;<newline46mondego>            nNum = nNum / 10;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"10236splitHere46","19372123splitHere46","IISDaemon"
"10237splitHere46","19372123splitHere46","new"
"10238splitHere46","19372123splitHere46","IISDaemon"
"10239splitHere46","19372123splitHere46","ISSDaemon"
"10240splitHere46","19372140splitHere46","pictures = new Picture<Shape>();"
"10241splitHere46","19372140splitHere46","pictures"
"10242splitHere46","19372140splitHere46","pictures"
"10243splitHere46","19372140splitHere46","txtAnalysis()"
"10244splitHere46","19372140splitHere46","pictures"
"10245splitHere46","19372140splitHere46","static void readLines(ArrayList<Picture> collection) throws Exception {<newline46mondego>    Picture<Shape> pictures = null; //Just do null here<newline46mondego>    Scanner input = new Scanner(System.in);<newline46mondego><newline46mondego>    System.out.print(<doubleQuotes46>Please enter the file name ---> <doubleQuotes46>);<newline46mondego>    fileName = input.next();<newline46mondego><newline46mondego>    FileReader fr = new FileReader(fileName);<newline46mondego>    BufferedReader inFile = new BufferedReader(fr);<newline46mondego><newline46mondego>    // loop through lines<newline46mondego>    while ((line = inFile.readLine()) != null) {<newline46mondego>        System.out.println(line);<newline46mondego>        if (line.startsWith(<doubleQuotes46>start picture<doubleQuotes46>)) {<newline46mondego>            String picName = line.split(<doubleQuotes46> <doubleQuotes46>)[2];<newline46mondego>            pictures = new Picture<Shape>();<newline46mondego><newline46mondego>            //set the name here<newline46mondego>            pictures.setName(picName);    <newline46mondego><newline46mondego>            //here it works<newline46mondego>            System.out.print(pictures.getName());<newline46mondego>        }<newline46mondego>        else {<newline46mondego>            txtAnalysis(line, collection,pictures);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    // close file<newline46mondego>    inFile.close();<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public static void txtAnalysis(String name, ArrayList<Picture> collection, Picture<Shape> pictures ) {<newline46mondego><newline46mondego><newline46mondego>    if (line.startsWith(<doubleQuotes46>circle<doubleQuotes46>)) {<newline46mondego>        String[] parts = line.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>        int x = Integer.parseInt(parts[1]);<newline46mondego>        int y = Integer.parseInt(parts[2]);<newline46mondego>        int z = Integer.parseInt(parts[3]);<newline46mondego><newline46mondego><newline46mondego>        //new object circle<newline46mondego>        Circle c1 = new Circle(<doubleQuotes46>circ<doubleQuotes46>, x, y, z); <newline46mondego><newline46mondego>        //add object<newline46mondego>        System.out.println(<doubleQuotes46>calling add <doubleQuotes46> + c1);<newline46mondego>        pictures.addShape(c1);<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego>    else if (line.startsWith(<doubleQuotes46>rectangle<doubleQuotes46>)) {<newline46mondego><newline46mondego>        String[] parts = line.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>        int x = Integer.parseInt(parts[1]);<newline46mondego>        int y = Integer.parseInt(parts[2]);<newline46mondego>        int z = Integer.parseInt(parts[3]);<newline46mondego><newline46mondego>        //new object rectangle<newline46mondego>        Rectangle r1 = new Rectangle(<doubleQuotes46>rect<doubleQuotes46>, x, y, z); // small and upper<newline46mondego><newline46mondego>        //add object<newline46mondego><newline46mondego>        pictures.addShape(r1);  <newline46mondego>    }<newline46mondego><newline46mondego>    else if (line.startsWith(<doubleQuotes46>draw<doubleQuotes46>)) {<newline46mondego>        collection.add(pictures);<newline46mondego><newline46mondego>        //problem here<newline46mondego>        pictures.draw(pictures.getName());<newline46mondego><newline46mondego><newline46mondego>        //returns null!!!!!<newline46mondego>        System.out.print(pictures.getName());<newline46mondego><newline46mondego>        line = null;<newline46mondego>    }<newline46mondego><newline46mondego>    else {<newline46mondego>        System.out.println(<doubleQuotes46>end of loop<doubleQuotes46>);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"10246splitHere46","19372261splitHere46","startActivity(MainActivity.this, Info.class )"
"10247splitHere46","19372261splitHere46","onClickListener"
"10248splitHere46","19372311splitHere46","@Override<newline46mondego>    protected void onDraw(Canvas canvas) {<newline46mondego>        canvas.drawRGB(255, 255, 0);<newline46mondego>    }<newline46mondego>"
"10249splitHere46","19372311splitHere46","@Override<newline46mondego>    protected void onDraw(Canvas canvas) {<newline46mondego>        canvas.drawRGB(255, 255, 0);<newline46mondego>        super.onDraw(canvas);<newline46mondego>    }<newline46mondego>"
"10250splitHere46","19372311splitHere46","//do the game here<newline46mondego>    canvas = null;<newline46mondego>    canvas = surfaceHolder.lockCanvas();<newline46mondego>    gameSurface.onDraw(canvas);<newline46mondego>    surfaceHolder.unlockCanvasAndPost(canvas);<newline46mondego>"
"10251splitHere46","19372311splitHere46","Canvas canvas = null;<newline46mondego><newline46mondego>    try {<newline46mondego>        canvas = surfaceHolder.lockCanvas();<newline46mondego>        synchronized (surfaceHolder) {<newline46mondego>            gameSurface.onDraw(canvas);<newline46mondego>        }<newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } finally {<newline46mondego>        if (canvas != null)<newline46mondego>            surfaceHolder.unlockCanvasAndPost(canvas);<newline46mondego>    }<newline46mondego>"
"10252splitHere46","19372355splitHere46","import java.util.Scanner;<newline46mondego><newline46mondego>public class EvenOdd {<newline46mondego>  public static void main(String[] args) {<newline46mondego>    System.out.print(<doubleQuotes46>Enter a character or number. Seriously, though, it is meant to be a number, but you can put whatever you want here. If it isn't a number however, you will get an error message.<doubleQuotes46>);<newline46mondego>    try (Scanner in = new Scanner(System.in)) {<newline46mondego>      int n;<newline46mondego>      while (true) {<newline46mondego>        String input=in.nextLine();<newline46mondego>        try {<newline46mondego>          n = Integer.parseInt(input);<newline46mondego>          break;<newline46mondego>        } catch (NumberFormatException e) {<newline46mondego>          System.out.println(<doubleQuotes46>you did not enter just an integer, please try again<doubleQuotes46>);<newline46mondego>        }<newline46mondego>      }<newline46mondego>      if (n % 2 == 0) {<newline46mondego>        System.out.println(n + <doubleQuotes46> is even<doubleQuotes46>);<newline46mondego>      } else {<newline46mondego>        System.out.println(n + <doubleQuotes46> is odd<doubleQuotes46>);<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"10253splitHere46","19372378splitHere46","break"
"10254splitHere46","19372378splitHere46","public static int getValue(int i) {<newline46mondego>        int result = 0;<newline46mondego>        switch (i) {<newline46mondego>        case 1:<newline46mondego>            result = result + i;<newline46mondego>            break;<newline46mondego>        case 2:<newline46mondego>            result = result + i * 2;<newline46mondego>            break;<newline46mondego>        case 3:<newline46mondego>            result = result + i * 3;<newline46mondego>            break;<newline46mondego>        }<newline46mondego>        default:<newline46mondego>           break;<newline46mondego>        return result;<newline46mondego>    }<newline46mondego>"
"10255splitHere46","19372440splitHere46","javax.persistence.NamedQuery"
"10256splitHere46","19372440splitHere46","javax.persistence.NamedQueries"
"10257splitHere46","19372440splitHere46","@NamedQuery"
"10258splitHere46","19372512splitHere46","String nameOfClass = ...;<newline46mondego>Class classOfName = Class.forName(nameOfClass);<newline46mondego>Object instance = classOfName.newInstance();<newline46mondego>"
"10259splitHere46","19372512splitHere46","java.lang.Class"
"10260splitHere46","19372512splitHere46","java.lang.ClassLoader"
"10261splitHere46","19372512splitHere46","java.net.URLClassLoader"
"10262splitHere46","19372555splitHere46","thePanel"
"10263splitHere46","19372555splitHere46","public HangmanGUI() {<newline46mondego><newline46mondego>    this.setSize(600,400);<newline46mondego>    this.setLocationRelativeTo(null);<newline46mondego>    this.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    this.setTitle(<doubleQuotes46>Play Hangman<doubleQuotes46>);<newline46mondego><newline46mondego>    JPanel thePanel = new JPanel();<newline46mondego>    button1 = new JButton(<doubleQuotes46>Get Answer<doubleQuotes46>);<newline46mondego>    thePanel.add(button1);<newline46mondego><newline46mondego>    // This is very important ;)        <newline46mondego>    add(thePanel);<newline46mondego><newline46mondego>    this.setVisible(true);<newline46mondego><newline46mondego>}<newline46mondego>"
"10264splitHere46","19372555splitHere46","JFrame"
"10265splitHere46","19372555splitHere46","JPanel"
"10266splitHere46","19372555splitHere46","JFrame"
"10267splitHere46","19372730splitHere46","File"
"10268splitHere46","19372730splitHere46","File.getName()<newline46mondego>"
"10269splitHere46","19372730splitHere46","File.length()<newline46mondego>"
"10270splitHere46","19372730splitHere46","File.getAbsolutePath()<newline46mondego>"
"10271splitHere46","19372730splitHere46","File.canRead()<newline46mondego>File.canWrite()<newline46mondego>File.canExecute()<newline46mondego>"
"10272splitHere46","19372730splitHere46","JFileChoose.showOpenDialog(null);"
"10273splitHere46","19372730splitHere46","int returnVal = chooser.showOpenDialog(parent);<newline46mondego>if(returnVal == JFileChooser.APPROVE_OPTION) {<newline46mondego>   System.out.println(<doubleQuotes46>You chose to open this file: <doubleQuotes46> +<newline46mondego>        chooser.getSelectedFile().getName());<newline46mondego>}<newline46mondego>"
"10274splitHere46","19372851splitHere46","@XmlRootElement(name = <doubleQuotes46>WEB-ITM-EXT-REC<doubleQuotes46>)<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>public class ItemDocuments {<newline46mondego><newline46mondego>    @XmlElement(name = <doubleQuotes46>WEB-ITM-EXT-DATA<doubleQuotes46>)<newline46mondego>    public List<ItemDocument> itemDocumentList = new ArrayList<ItemDocument>();<newline46mondego><newline46mondego>    public List<ItemDocument> getItemDocumentList() {<newline46mondego>        return itemDocumentList;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setItemDocumentList(List<ItemDocument> itemDocumentList) {<newline46mondego>        this.itemDocumentList = itemDocumentList;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10275splitHere46","19372851splitHere46","@XmlType<newline46mondego>@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>public class ItemDocument {<newline46mondego><newline46mondego>    @XmlElement(name = <doubleQuotes46>ITEM-NO<doubleQuotes46>)<newline46mondego>    private String itemNo;<newline46mondego><newline46mondego>    public String getItemNo() {<newline46mondego>        return itemNo;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setItemNo(String itemNo) {<newline46mondego>        this.itemNo = itemNo;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"10276splitHere46","19372851splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46> standalone=<doubleQuotes46>yes<doubleQuotes46>?><newline46mondego><WEB-ITM-EXT-REC><newline46mondego>    <WEB-ITM-EXT-DATA><newline46mondego>        <ITEM-NO>1111</ITEM-NO><newline46mondego>    </WEB-ITM-EXT-DATA><newline46mondego>    <WEB-ITM-EXT-DATA><newline46mondego>        <ITEM-NO>2222</ITEM-NO><newline46mondego>    </WEB-ITM-EXT-DATA><newline46mondego></WEB-ITM-EXT-REC><newline46mondego>"
"10277splitHere46","19372851splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46> standalone=<doubleQuotes46>yes<doubleQuotes46>?><newline46mondego><xs:schema version=<doubleQuotes46>1.0<doubleQuotes46> xmlns:xs=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46>><newline46mondego><newline46mondego>  <xs:element name=<doubleQuotes46>WEB-ITM-EXT-REC<doubleQuotes46> type=<doubleQuotes46>itemDocuments<doubleQuotes46>/><newline46mondego><newline46mondego>  <xs:complexType name=<doubleQuotes46>itemDocuments<doubleQuotes46>><newline46mondego>    <xs:sequence><newline46mondego>      <xs:element name=<doubleQuotes46>WEB-ITM-EXT-DATA<doubleQuotes46> type=<doubleQuotes46>itemDocument<doubleQuotes46> minOccurs=<doubleQuotes46>0<doubleQuotes46> maxOccurs=<doubleQuotes46>unbounded<doubleQuotes46>/><newline46mondego>    </xs:sequence><newline46mondego>  </xs:complexType><newline46mondego><newline46mondego>  <xs:complexType name=<doubleQuotes46>itemDocument<doubleQuotes46>><newline46mondego>    <xs:sequence><newline46mondego>      <xs:element name=<doubleQuotes46>ITEM-NO<doubleQuotes46> type=<doubleQuotes46>xs:string<doubleQuotes46> minOccurs=<doubleQuotes46>0<doubleQuotes46>/><newline46mondego>    </xs:sequence><newline46mondego>  </xs:complexType><newline46mondego></xs:schema><newline46mondego>"
"10278splitHere46","19372936splitHere46","easy( a, i ) ≡ easyHelper( a, a.length, i )  <newline46mondego>easyHelper( a, n, i ) ≡ easyInduction( easyHelper, 0 )( a, n, i )<newline46mondego><newline46mondego>easyInduction( f, b )( a, 0, 0 ) ≡ []  <newline46mondego>easyInduction( f, b )( a, 0, i + 1 ) ≡ undefined<newline46mondego>easyInduction( f, b )( a, n + 1, i ) ≡<newline46mondego>   let t = a[n + 1].length - b<newline46mondego>    in f( a, n, ⌊i / t⌋ ) ++ [ a[n + 1][i mod t] ]<newline46mondego>"
"10279splitHere46","19372936splitHere46","hard( a, i ) ≡ hardHelper( a, a.length ).second( i )<newline46mondego>hardHelper( a, 0 ) ≡ ( 1, { case 0 => [] } )<newline46mondego>hardHelper( a, n + 1 ) ≡<newline46mondego>  let t = a[n + 1].length<newline46mondego>  and ( k, f ) = hardHelper( a, n )<newline46mondego>  and k' = k * ( t - 1 )<newline46mondego>  and f'( i ) =<newline46mondego>        if ( i < k' )<newline46mondego>        then easyInduction( f, 1 )( a, n + 1, i )<newline46mondego>        else if ( k' <= i < k' + k )<newline46mondego>        then easyInduction( f, 1 )( a[ 0..n ] ++ [ [ null ] ], n + 1, i - k' )<newline46mondego>        else easyInduction( ( b, m, j ) => f( b, m, j + k ), 0 )( a, n + 1, i - k' - k )<newline46mondego>   in ( k', f' )<newline46mondego>"
"10280splitHere46","19372950splitHere46","KeyListener"
"10281splitHere46","19372950splitHere46","setFocsuable"
"10282splitHere46","19372983splitHere46","ArrayList.remove"
"10283splitHere46","19372983splitHere46","next"
"10284splitHere46","19372983splitHere46","T x = l.get(next);<newline46mondego>l.set(next, l.get(l.size() - 1));<newline46mondego>l.remove(l.size() - 1);<newline46mondego>"
"10285splitHere46","19373005splitHere46","this->num"
"10286splitHere46","19373005splitHere46","->"
"10287splitHere46","19373005splitHere46","."
"10288splitHere46","19373005splitHere46","expression  can be read as<newline46mondego>*x          pointed by x<newline46mondego>&x          address of x<newline46mondego>x.y         member y of object x<newline46mondego>x->y        member y of object pointed by x<newline46mondego>"
"10289splitHere46","19373131splitHere46","if (car1SportsModel(acc))<newline46mondego>{<newline46mondego>    sportsModel = sportsModel + 5000;<newline46mondego>    priceTotal = basicPrice + sportsModel;<newline46mondego>}<newline46mondego>else if (car2SportsModel(acc))<newline46mondego>{<newline46mondego>    sportsModel = sportsModel + 5000;<newline46mondego>    discount = discount - 500;<newline46mondego>    priceTotal = basicPrice + carPaints + sportsModel + discount;<newline46mondego>}<newline46mondego>"
"10290splitHere46","19373131splitHere46","car1SportsModel"
"10291splitHere46","19373131splitHere46","car2SportsModel"
"10292splitHere46","19373131splitHere46","discount"
"10293splitHere46","19373131splitHere46","if (acc.equals(<doubleQuotes46>y<doubleQuotes46>))<newline46mondego>"
"10294splitHere46","19373131splitHere46","Car"
"10295splitHere46","19373222splitHere46","public static ArrayList<ArrayList<String>> copy(ArrayList<ArrayList<String>> input) {<newline46mondego>    ArrayList<ArrayList<String>> copy = new ArrayList<ArrayList<String>>(input.size());<newline46mondego>    for(int i = 0; i < input.size(); i++) {<newline46mondego>        ArrayList<String> line = input.get(i);<newline46mondego>        copy.set(i, new ArrayList<String>(line.size())); // add internal array initialization<newline46mondego>        for(int j = 0; j < line.size(); j++) {<newline46mondego>            copy.get(i).set(j, line.get(j)); // actually copy value into new array<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return copy;<newline46mondego>}<newline46mondego>"
"10296splitHere46","19373238splitHere46","++i"
"10297splitHere46","19373238splitHere46","i"
"10298splitHere46","19373238splitHere46","i = 2147483647"
"10299splitHere46","19373238splitHere46","i"
"10300splitHere46","19373238splitHere46","-2147483648"
"10301splitHere46","19373535splitHere46","int[][] myArray;"
"10302splitHere46","19373535splitHere46","int[][] myArray = new int[100][100];<newline46mondego>"
"10303splitHere46","19373535splitHere46","int[][] myArray;<newline46mondego>{<newline46mondego>    int rows = getTotalRows();<newline46mondego>    myArray = new int[rows][];<newline46mondego>}<newline46mondego>"
"10304splitHere46","19373535splitHere46","while ((line = br.readLine()) != null){<newline46mondego>        String[] nums = line.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>        myArray[row] = new int[nums.length]; //initialize dynamically here<newline46mondego>        for (int col = 0; col < nums.length; col++){<newline46mondego><newline46mondego>            int n = Integer.parseInt(nums[col]);<newline46mondego><newline46mondego>            myArray[row][col] = n;<newline46mondego>        }<newline46mondego>        row++;<newline46mondego>}<newline46mondego>"
"10305splitHere46","19373584splitHere46","HttpClient client = HttpClientBuilder.create().build();<newline46mondego>      HttpResponse response = null;<newline46mondego>      try {    <newline46mondego><newline46mondego>            String url = ResourceBundle.getBundle(<doubleQuotes46>resourses<doubleQuotes46>).getString(<doubleQuotes46>url<doubleQuotes46>);<newline46mondego><newline46mondego>            HttpPost post = new HttpPost(url);<newline46mondego>            // add header<newline46mondego>            post.setHeader(<doubleQuotes46>User-Agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0<doubleQuotes46>);<newline46mondego><newline46mondego>            StringEntity entity = new StringEntity(StringXMLDATA, HTTP.UTF_8);<newline46mondego><newline46mondego>            entity.setContentType(<doubleQuotes46>application/x-www-form-urlencoded<doubleQuotes46>);<newline46mondego>            entity.setChunked(true);<newline46mondego>            post.setEntity(entity);<newline46mondego><newline46mondego>            response = client.execute(post);<newline46mondego>            System.out.println(<doubleQuotes46>Response Code : <doubleQuotes46>     + response.getStatusLine().getStatusCode()+<doubleQuotes46>    Response StatusLine : <doubleQuotes46>     + response.getStatusLine());<newline46mondego><newline46mondego>            InputStreamReader isp = new InputStreamReader(response.getEntity().getContent());<newline46mondego>            BufferedReader rd = new BufferedReader(isp);<newline46mondego><newline46mondego>            StringBuffer result = new StringBuffer();<newline46mondego>            String line = <doubleQuotes46><doubleQuotes46>;<newline46mondego>            while ((line = rd.readLine()) != null) {<newline46mondego>                System.out.println(<doubleQuotes46>line : <doubleQuotes46>+line);<newline46mondego>                result.append(line);<newline46mondego>            }<newline46mondego>            System.out.println(<doubleQuotes46>Result :   <doubleQuotes46> + result);<newline46mondego>    }catch (Exception cpe) {<newline46mondego>        System.out.println(cpe);<newline46mondego>    }finally { <newline46mondego>        client.getConnectionManager().shutdown(); <newline46mondego>    }<newline46mondego>"
"10306splitHere46","19373587splitHere46","<context-param><newline46mondego>    <param-name>org.jboss.jbossfaces.WAR_BUNDLES_JSF_IMPL</param-name><newline46mondego>    <param-value>true</param-value><newline46mondego></context-param><newline46mondego>"
"10307splitHere46","19373695splitHere46",">"
"10308splitHere46","19373695splitHere46","*"
"10309splitHere46","19373695splitHere46","class SomeClass(arg: > *) { ... }<newline46mondego>"
"10310splitHere46","19373770splitHere46","1) Create a hash set of Strings<newline46mondego>2) Check to see if the String you're dealing with is already in the set<newline46mondego>3) If so, return the one from the set<newline46mondego>4) Otherwise, add this string to the set and return it<newline46mondego>"
"10311splitHere46","19373890splitHere46","SplashScreen"
"10312splitHere46","19373890splitHere46","JWindow"
"10313splitHere46","19373890splitHere46","JLabel"
"10314splitHere46","19373890splitHere46","JLabel"
"10315splitHere46","19373890splitHere46","SwingWorker"
"10316splitHere46","19373917splitHere46","String"
"10317splitHere46","19373917splitHere46","String changedLine = lines.get(0).replace(',', ' '); // Assign the modified String returned by replace method to changedLine<newline46mondego>lines.set(0, changedLine); // Set the 0th index in the lines with the changedLine<newline46mondego>"
"10318splitHere46","19374020splitHere46","double numEmp, rateOfPay, hoursWorked, regularPay, overtimeHours,     overtimePay, insuranceRate, taxRate, grossPay, taxes, deduction, netPay;<newline46mondego>overtimePay = 0.0;<newline46mondego>taxRate = 0.0;<newline46mondego>regularPay = 0.0;<newline46mondego>"
"10319splitHere46","19374020splitHere46","if"
"10320splitHere46","19374020splitHere46","if (hoursWorked > 40) {<newline46mondego>    overtimeHours = (hoursWorked - 40);<newline46mondego>    overtimePay = (rateOfPay * 1.5 * overtimeHours); // Conditional assignment, as its not assigned by default nor in the else<newline46mondego><newline46mondego>    regularPay = (40 * rateOfPay); // Conditional assignment, as its not assigned by default nor in the else<newline46mondego><newline46mondego>    grossPay = (regularPay + overtimePay); // This won't be a problem as its assigned some value in else part too.<newline46mondego>}else {<newline46mondego>    grossPay = (rateOfPay*hoursWorked);<newline46mondego>}<newline46mondego>"
"10321splitHere46","19374020splitHere46","JOptionPane.showMessageDialog"
"10322splitHere46","19374087splitHere46","public void addFragment(Fragment fragment)<newline46mondego>{<newline46mondego>    FragmentTransaction ft = getSupportFragmentManager().beginTransaction();<newline46mondego>    ft.add(R.id.simple_fragment, fragment);<newline46mondego>}<newline46mondego>"
"10323splitHere46","19374087splitHere46","public void attachFragment(Fragment fragment)<newline46mondego>{<newline46mondego>    FragmentTransaction ft = getSupportManager().beginTransaction();<newline46mondego>    ft.attach(fragment).commit();<newline46mondego>}<newline46mondego>"
"10324splitHere46","19374087splitHere46","public void attachFragment(Fragment fragment)<newline46mondego>{<newline46mondego>    FragmentTransaction ft = getSupportManager().beginTransaction();<newline46mondego>    ft.detach(fragment).commit();<newline46mondego>}<newline46mondego>"
"10325splitHere46","19374087splitHere46","public void onCreate()<newline46mondego>{<newline46mondego>    //Create all your fragments here eg F1 f1 = new F1(); etc<newline46mondego><newline46mondego>    //For whatever fragment you have created you should call the method addFragment<newline46mondego><newline46mondego>    //Now depending on what fragment you want shown by default you should call attachFragment or detachFragment. eg. if F1 has to be shown by default<newline46mondego>    attachFragment(F1);<newline46mondego>    detachFragment(F2) //and all otherfragment you want hidden by default<newline46mondego><newline46mondego>    //Set the listeners for the buttons<newline46mondego><newline46mondego>    //The purpose of the next two lines is to store the current state of the buttons. Since F1 is attached to button1 and it is currently being shown we set the tag to <doubleQuotes46>clicked<doubleQuotes46><newline46mondego>    //and button2 tag has been set to notClicked<newline46mondego>    button1.setTag(<doubleQuotes46>clicked<doubleQuotes46>);<newline46mondego>    button2.setTag(<doubleQuotes46>notClicked<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"10326splitHere46","19374087splitHere46","OnClickListener onTabButtonClickListener = new OnClickListener()<newline46mondego>{<newline46mondego>    public void onClick(View view)<newline46mondego>    {<newline46mondego>        switch(view.getId)<newline46mondego>        {<newline46mondego>            case R.id.button1<newline46mondego>            {<newline46mondego>                if(button1.getTag().equals(<doubleQuotes46>clicked<doubleQuotes46>))<newline46mondego>                {<newline46mondego>                    detachFragment(F2);<newline46mondego>                    attachFragment(F1);<newline46mondego><newline46mondego>                    button1.setTag(<doubleQuotes46>notClicked<doubleQuotes46>);<newline46mondego>                    button2.setTag(<doubleQuotes46>clicked<doubleQuotes46>);<newline46mondego>                }<newline46mondego>                else<newline46mondego>                {<newline46mondego>                    detachFragment(F2);<newline46mondego>                    attachFragment(F1);<newline46mondego><newline46mondego>                    button1.setTag(<doubleQuotes46>clicked<doubleQuotes46>);<newline46mondego>                    button2.setTag(<doubleQuotes46>notClicked<doubleQuotes46>);<newline46mondego>                }<newline46mondego>            }<newline46mondego>            case R.id.button2<newline46mondego>            {<newline46mondego>                //Same thing as before except opposite<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10327splitHere46","19374170splitHere46","PdfPCell"
"10328splitHere46","19374170splitHere46","addElement()"
"10329splitHere46","19374170splitHere46","addText()"
"10330splitHere46","19374645splitHere46","MyBackingBean"
"10331splitHere46","19374645splitHere46","<ice:commandLink>"
"10332splitHere46","19374645splitHere46","<ice:outputResource>"
"10333splitHere46","19374645splitHere46","<ice:commandLink>"
"10334splitHere46","19374645splitHere46","<ice:commandLink rendered=<doubleQuotes46>#{not myBackingBean.validSelection}<doubleQuotes46> <newline46mondego>     disabled=<doubleQuotes46>#{myBackingBean.emptySelection}<doubleQuotes46> <newline46mondego>     label=<doubleQuotes46>download excel report}<doubleQuotes46><newline46mondego>     action=<doubleQuotes46>redirect_to_error_page<doubleQuotes46> /><newline46mondego>"
"10335splitHere46","19374645splitHere46","MyBackingBean.isEmptySelection()"
"10336splitHere46","19374645splitHere46","MyBackingBean.isValidSelection()"
