"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"11134splitHere46","21738609splitHere46","public class DbDrivenPayloadHandlerBean {<newline46mondego>int APPTS_FULLNAME_POS = -1;<newline46mondego>int APPTS_DATETIME_POS = -1;<newline46mondego><newline46mondego><newline46mondego>public DbDrivenPayloadHandlerBean() {<newline46mondego>    super();<newline46mondego>}<newline46mondego><newline46mondego>public int getAPPTS_FULLNAME_POS() {<newline46mondego>    return APPTS_FULLNAME_POS;<newline46mondego>}<newline46mondego><newline46mondego>public void setAPPTS_FULLNAME_POS(int APPTS_FULLNAME_POS) {<newline46mondego>    this.APPTS_FULLNAME_POS = APPTS_FULLNAME_POS;<newline46mondego>}   <newline46mondego><newline46mondego>public int getAPPTS_DATETIME_POS() {<newline46mondego>    return APPTS_DATETIME_POS;<newline46mondego>}<newline46mondego><newline46mondego>public void setAPPTS_DATETIME_POS(String APPTS_DATETIME_POS) {<newline46mondego>    this.APPTS_DATETIME_POS = APPTS_DATETIME_POS;<newline46mondego>}<newline46mondego>"
"11135splitHere46","21738657splitHere46","<dependency><newline46mondego>    <groupId>org.slf4j</groupId><newline46mondego>    <artifactId>slf4j-api</artifactId><newline46mondego>    <version>1.7.5</version><newline46mondego></dependency><newline46mondego>"
"11136splitHere46","21738717splitHere46","<dependency><newline46mondego>        <groupId>org.eclipse.persistence</groupId><newline46mondego>        <artifactId>eclipselink</artifactId><newline46mondego>        <version>2.5.1</version><newline46mondego>    </dependency><newline46mondego>"
"11137splitHere46","21738717splitHere46","client.register(MOXyJsonProvider.class);<newline46mondego>"
"11138splitHere46","21738719splitHere46","NULL"
"11139splitHere46","21738719splitHere46","zeroDateTimeBehavior"
"11140splitHere46","21738974splitHere46","<mvc:annotation-driven/>"
"11141splitHere46","21738974splitHere46","schemaLocation"
"11142splitHere46","21739287splitHere46","A"
"11143splitHere46","21739287splitHere46","B"
"11144splitHere46","21739287splitHere46","B"
"11145splitHere46","21739287splitHere46","C"
"11146splitHere46","21739287splitHere46","A"
"11147splitHere46","21739287splitHere46","B"
"11148splitHere46","21739287splitHere46","D"
"11149splitHere46","21739287splitHere46","E"
"11150splitHere46","21739287splitHere46","B"
"11151splitHere46","21739287splitHere46","E"
"11152splitHere46","21739287splitHere46","B"
"11153splitHere46","21739287splitHere46","D"
"11154splitHere46","21739287splitHere46","B"
"11155splitHere46","21739287splitHere46","D"
"11156splitHere46","21739287splitHere46","B"
"11157splitHere46","21739365splitHere46","package com.foo;<newline46mondego>class Obj {<newline46mondego>    int i;<newline46mondego>    native void doCalc();<newline46mondego>}<newline46mondego>"
"11158splitHere46","21739365splitHere46","JNIEXPORT void JNICALL <newline46mondego>Java_com_foo_Obj_doCalc(JNIEnv * env, jobject  obj)<newline46mondego>{}<newline46mondego>"
"11159splitHere46","21739410splitHere46","inner"
"11160splitHere46","21739410splitHere46","while (outer >= 1){   <newline46mondego>        while(inner <= outer){<newline46mondego>                System.out.print(outer);<newline46mondego>                inner++;<newline46mondego>        }<newline46mondego>        inner = 1;<newline46mondego>        System.out.println();<newline46mondego>        outer--;<newline46mondego> }<newline46mondego>"
"11161splitHere46","21739560splitHere46","FileOutputStream"
"11162splitHere46","21739560splitHere46","Stream"
"11163splitHere46","21739560splitHere46","StreamResult"
"11164splitHere46","21739560splitHere46","Stream"
"11165splitHere46","21739560splitHere46","sr.getOutputStream().close()"
"11166splitHere46","21739560splitHere46","StreamResult"
"11167splitHere46","21739560splitHere46","Stream"
"11168splitHere46","21739579splitHere46","xxxButton()"
"11169splitHere46","21739579splitHere46","easyButton().addActionListener(this);  // creates one JButton<newline46mondego><newline46mondego>center.add(easyButton());   // creates a completey different JButton<newline46mondego>"
"11170splitHere46","21739579splitHere46","JButton easyButton = easyButton();<newline46mondego>easyButton.addActionListener(this);<newline46mondego><newline46mondego>center.add(easyButton);<newline46mondego>"
"11171splitHere46","21739720splitHere46","mvn clean tomcat7:run-war"
"11172splitHere46","21739720splitHere46","mvn clean tomcat7:run"
"11173splitHere46","21739720splitHere46","<servlet>"
"11174splitHere46","21739720splitHere46","org.jboss.resteasy.plugins.server.servlet.HttpServletDispatcher"
"11175splitHere46","21739723splitHere46","int[]"
"11176splitHere46","21739723splitHere46","int[] colors = [... copy from mPixelBuf, swap ...]<newline46mondego>Bitmap.createBitmap(colors, mWidth, mHeight, Bitmap.Config.ARGB_8888);<newline46mondego>"
"11177splitHere46","21739723splitHere46","Bitmap bmp = Bitmap.createBitmap(mWidth, mHeight, Bitmap.Config.ARGB_8888);<newline46mondego>bmp.copyPixelsFromBuffer(mPixelBuf);<newline46mondego>"
"11178splitHere46","21739723splitHere46","Bitmap#copyPixelsFromBuffer()"
"11179splitHere46","21739723splitHere46","glReadPixels()"
"11180splitHere46","21739783splitHere46","columns"
"11181splitHere46","21739783splitHere46","rows"
"11182splitHere46","21739783splitHere46","JTextArea#setRows"
"11183splitHere46","21739783splitHere46","JTextArea#setColumns"
"11184splitHere46","21739803splitHere46","new Thread()"
"11185splitHere46","21739803splitHere46","public class PulseAlert {<newline46mondego><newline46mondego>private static Border compound = BorderFactory.createCompoundBorder(BorderFactory.createRaisedBevelBorder(), BorderFactory.createLoweredBevelBorder());<newline46mondego>private static Dimension screenSize = Toolkit.getDefaultToolkit().getScreenSize();<newline46mondego><newline46mondego>public void runAlert() throws InterruptedException {<newline46mondego>    final PulseWindow pulseWin = new PulseWindow(alertWindow());<newline46mondego>    pulseWin.getWindow().addMouseListener(new MouseListener() {<newline46mondego>        @Override<newline46mondego>        public void mouseClicked(MouseEvent click) {<newline46mondego>            if(SwingUtilities.isRightMouseButton(click)) {<newline46mondego>                pulseWin.stopPulsing();<newline46mondego>                pulseWin.destroyPulse();<newline46mondego>            } else if(SwingUtilities.isLeftMouseButton(click) && pulseWin.isPulsing()) {<newline46mondego>                pulseWin.stopPulsing();<newline46mondego>            } else if(SwingUtilities.isLeftMouseButton(click) && !pulseWin.isPulsing()) {<newline46mondego>                pulseWin.startPulsing();<newline46mondego>            }<newline46mondego>        }<newline46mondego>        @Override<newline46mondego>        public void mouseEntered(MouseEvent arg0) {}<newline46mondego>        @Override<newline46mondego>        public void mouseExited(MouseEvent arg0) {}<newline46mondego>        @Override<newline46mondego>        public void mousePressed(MouseEvent arg0) {}<newline46mondego>        @Override<newline46mondego>        public void mouseReleased(MouseEvent arg0) {}<newline46mondego>    });<newline46mondego>    try {<newline46mondego>        pulseWin.startPulse();<newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>    while(pulseWin.pulserActive()) {<newline46mondego>        Thread.sleep(100);<newline46mondego>    }<newline46mondego>    System.out.println(<doubleQuotes46>done with second SW<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>public static JWindow alertWindow() {<newline46mondego>    System.out.println(<doubleQuotes46>Start<doubleQuotes46>);<newline46mondego>    JWindow newWin = new JWindow();<newline46mondego><newline46mondego>    JPanel panel = new JPanel();<newline46mondego>        panel.setBorder(compound);<newline46mondego>        panel.setBackground(Color.RED);<newline46mondego><newline46mondego>    JLabel imgLbl = new JLabel(<doubleQuotes46>Enter Alert Msg Here!<doubleQuotes46>);<newline46mondego>        imgLbl.setFont(new Font(null,Font.BOLD,16));<newline46mondego><newline46mondego>    panel.add(imgLbl);<newline46mondego>    newWin.setContentPane(panel);<newline46mondego>    newWin.pack();<newline46mondego><newline46mondego>    Insets scnMax = Toolkit.getDefaultToolkit().getScreenInsets(newWin.getGraphicsConfiguration());<newline46mondego>    int taskBar = scnMax.bottom;<newline46mondego>    int x = screenSize.width - newWin.getWidth();<newline46mondego>    int y = screenSize.height - taskBar - newWin.getHeight();<newline46mondego>    newWin.setLocation(x,y);<newline46mondego>    newWin.setVisible(true);<newline46mondego><newline46mondego>    return newWin;<newline46mondego>}<newline46mondego>}<newline46mondego>"
"11186splitHere46","21739803splitHere46","PulseAlert alertPulse = new PulseAlert();<newline46mondego>alertPulse.runAlert();<newline46mondego>"
"11187splitHere46","21739803splitHere46","trayIcon.addActionListener(new ActionListener() {<newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        try {<newline46mondego>            alertPulse.runAlert();<newline46mondego>        } catch (InterruptedException e1) {<newline46mondego>            e1.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"11188splitHere46","21739803splitHere46","runAlert()"
"11189splitHere46","21739803splitHere46","startPulsing()"
"11190splitHere46","21739803splitHere46","public void startPulsing() throws Exception {<newline46mondego>    new Runnable() {<newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            pulse = true;<newline46mondego>            win.setVisible(true);<newline46mondego>            boolean decreasing = true;<newline46mondego>            double inc = 0.05;<newline46mondego>            double current = win.getOpacity();<newline46mondego><newline46mondego>            while(pulse) {<newline46mondego>                if(doPulse) {<newline46mondego>                    if(decreasing) {<newline46mondego>                        current = current - inc;<newline46mondego><newline46mondego>                        if((float) current <= floor) {<newline46mondego>                            current = floor;<newline46mondego>                            win.setOpacity((float) current);<newline46mondego>                            decreasing = false;<newline46mondego>                        } else {<newline46mondego>                            win.setOpacity((float) current);<newline46mondego>                        }<newline46mondego>                    } else {<newline46mondego>                        current = current + inc;<newline46mondego><newline46mondego>                        if((float) current >= 1.0f) {<newline46mondego>                            current = 1.0;<newline46mondego>                            win.setOpacity((float) current);<newline46mondego>                            decreasing = true;<newline46mondego>                        } else {<newline46mondego>                            win.setOpacity((float) current);<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                } else {<newline46mondego>                    current = 1.0;<newline46mondego>                    win.setOpacity(1.0f);<newline46mondego>                    decreasing = true;<newline46mondego>                }<newline46mondego>                try {<newline46mondego>                    Thread.sleep(100);<newline46mondego>                } catch (InterruptedException e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>            win.setOpacity(1.0f);<newline46mondego>        }<newline46mondego>    }.run();<newline46mondego>}<newline46mondego>"
"11191splitHere46","21739813splitHere46","public static int getNumberOfBoxes(double userInput, double numberOfTotalBoxes) {<newline46mondego>    return (int)Math.ceil(userInput / numberOfTotalBoxes);<newline46mondego>}<newline46mondego>"
"11192splitHere46","21739813splitHere46","Math.ceil"
"11193splitHere46","21739813splitHere46","21.0/10.0"
"11194splitHere46","21739813splitHere46","3"
"11195splitHere46","21739813splitHere46","public static int getNumberOfBoxes(int userInput, int numberOfTotalBoxes) {<newline46mondego>    int numberOfBoxes = userInput / numberOfTotalBoxes;<newline46mondego>    if(userInput % numberOfTotalBoxes != 0)<newline46mondego>        numberOfBoxes++;<newline46mondego>    return numberOfBoxes;<newline46mondego>} <newline46mondego>"
"11196splitHere46","21740014splitHere46","process.waitFor();<newline46mondego>"
"11197splitHere46","21740031splitHere46","find . -maxdepth 1 -mindepth 1 -printf '%P\n' | sort > listing.txt<newline46mondego>sort file.txt > sortedfile.txt<newline46mondego>comm -23 sortedfile.txt listing.txt<newline46mondego>"
"11198splitHere46","21740031splitHere46","O(n log n)"
"11199splitHere46","21740065splitHere46","public static Button[] buttons = new Button[15];<newline46mondego>"
"11200splitHere46","21740239splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Chess2 {<newline46mondego>   private static void createAndShowUI() {<newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>Chess 2<doubleQuotes46>);<newline46mondego>      frame.getContentPane().add(new Chess2Gui().getMainComponent());<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowUI();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class Chess2Gui {<newline46mondego>   private static final int RANKS = 8;<newline46mondego>   private static final int FILES = 8;<newline46mondego>   private static final Color DARK_COLOR = new Color(0, 100, 0);<newline46mondego>   private static final Color LIGHT_COLOR = new Color(200, 200, 200);<newline46mondego>   private static final Color DARK_PIECE_COLOR = Color.black;<newline46mondego>   private static final int SQR_WIDTH = 80;<newline46mondego>   private static final int PIECE_WIDTH = 60;<newline46mondego>   private static final Dimension SQR_SIZE = new Dimension(SQR_WIDTH, SQR_WIDTH);<newline46mondego><newline46mondego>   private JLayeredPane mainLayeredPane = new JLayeredPane();<newline46mondego>   private JPanel board = new JPanel(new GridLayout(RANKS, FILES));<newline46mondego>   private JPanelSquare[][] jPanelSquareGrid = new JPanelSquare[RANKS][FILES];<newline46mondego><newline46mondego>   public Chess2Gui() {<newline46mondego>      for (int rank = 0; rank < RANKS; rank++) {<newline46mondego>         for (int file = 0; file < FILES; file++) {<newline46mondego>            Color bkgd = DARK_COLOR;<newline46mondego>            if (rank % 2 == file % 2) {<newline46mondego>               bkgd = LIGHT_COLOR;<newline46mondego>            }<newline46mondego>            jPanelSquareGrid[rank][file] = new JPanelSquare(rank, file, bkgd);<newline46mondego>            jPanelSquareGrid[rank][file].setPreferredSize(SQR_SIZE);<newline46mondego>            board.add(jPanelSquareGrid[rank][file]);<newline46mondego>         }<newline46mondego>      }<newline46mondego>      board.setSize(board.getPreferredSize());<newline46mondego>      board.setLocation(0, 0);<newline46mondego>      mainLayeredPane.add(board, JLayeredPane.DEFAULT_LAYER);<newline46mondego>      mainLayeredPane.setPreferredSize(board.getPreferredSize());<newline46mondego><newline46mondego>      ImageIcon icon = new ImageIcon(ImageUtils2.createImage(PIECE_WIDTH, DARK_PIECE_COLOR));<newline46mondego>      JLabel chessPiece = new JLabel(icon, SwingConstants.CENTER);<newline46mondego><newline46mondego>      jPanelSquareGrid[1][3].add(chessPiece);<newline46mondego><newline46mondego>      MyMouseAdapter mouseAdapter = new MyMouseAdapter();<newline46mondego>      mainLayeredPane.addMouseListener(mouseAdapter);<newline46mondego>      mainLayeredPane.addMouseMotionListener(mouseAdapter);<newline46mondego><newline46mondego>   }<newline46mondego><newline46mondego>   public JComponent getMainComponent() {<newline46mondego>      return mainLayeredPane;<newline46mondego>   }<newline46mondego><newline46mondego>   private class MyMouseAdapter extends MouseAdapter {<newline46mondego>      private JLabel piece = null;<newline46mondego>      private Point delta = null;<newline46mondego>      private int oldRank = -1;<newline46mondego>      private int oldFile = -1;<newline46mondego><newline46mondego>      @Override<newline46mondego>      public void mousePressed(MouseEvent e) {<newline46mondego>         Point p = e.getPoint();<newline46mondego>         Component c = board.getComponentAt(p);<newline46mondego>         for (int rank = 0; rank < jPanelSquareGrid.length; rank++) {<newline46mondego>            for (int file = 0; file < jPanelSquareGrid[rank].length; file++) {<newline46mondego>               if (jPanelSquareGrid[rank][file] == c) {<newline46mondego>                  if (jPanelSquareGrid[rank][file].getChessPiece() != null) {<newline46mondego><newline46mondego>                     // the jPanelSquares are derived from JPanel but have a<newline46mondego>                     // few of their own methods<newline46mondego>                     piece = jPanelSquareGrid[rank][file].getChessPiece();<newline46mondego>                     jPanelSquareGrid[rank][file].remove(piece);<newline46mondego>                     oldRank = rank;<newline46mondego>                     oldFile = file;<newline46mondego>                     mainLayeredPane.add(piece, JLayeredPane.DRAG_LAYER);<newline46mondego>                     int x = p.x - PIECE_WIDTH / 2;<newline46mondego>                     int y = p.y - PIECE_WIDTH / 2;<newline46mondego>                     piece.setLocation(x, y);<newline46mondego><newline46mondego>                     delta = new Point(p.x - x, p.y - y);<newline46mondego>                     board.revalidate();<newline46mondego>                     mainLayeredPane.repaint();<newline46mondego>                     return;<newline46mondego>                  }<newline46mondego>               }<newline46mondego>            }<newline46mondego>         }<newline46mondego><newline46mondego>         oldFile = -1;<newline46mondego>         oldRank = -1;<newline46mondego>      }<newline46mondego><newline46mondego>      @Override<newline46mondego>      public void mouseDragged(MouseEvent e) {<newline46mondego>         if (piece != null) {<newline46mondego>            Point p = e.getPoint();<newline46mondego>            int x = p.x - delta.x;<newline46mondego>            int y = p.y - delta.y;<newline46mondego>            piece.setLocation(x, y);<newline46mondego>            mainLayeredPane.revalidate();<newline46mondego>            mainLayeredPane.repaint();<newline46mondego>         }<newline46mondego>      }<newline46mondego><newline46mondego>      @Override<newline46mondego>      public void mouseReleased(MouseEvent e) {<newline46mondego>         if (piece != null) {<newline46mondego>            JPanelSquare sqr = (JPanelSquare) board.getComponentAt(e.getPoint());<newline46mondego>            mainLayeredPane.remove(piece);<newline46mondego>            if (sqr == null || !validMove(sqr)) {<newline46mondego>               jPanelSquareGrid[oldRank][oldFile].add(piece);<newline46mondego>            } else {<newline46mondego>               sqr.add(piece);<newline46mondego>            }<newline46mondego><newline46mondego>            piece = null;<newline46mondego>            delta = null;<newline46mondego><newline46mondego>            oldRank = -1;<newline46mondego>            oldFile = -1;<newline46mondego><newline46mondego>            board.revalidate();<newline46mondego>            mainLayeredPane.repaint();<newline46mondego>         }<newline46mondego>      }<newline46mondego><newline46mondego>      // just a pawn's moves<newline46mondego>      private boolean validMove(JPanelSquare sqr) {<newline46mondego>         int rank = sqr.getRank();<newline46mondego>         int file = sqr.getFile();<newline46mondego><newline46mondego>         if (file != oldFile) {<newline46mondego>            return false;<newline46mondego>         }<newline46mondego>         if (oldRank == 1 && (rank != 2 && rank != 3)) {<newline46mondego>            return false;<newline46mondego>         }<newline46mondego>         if (oldRank != 1 && rank != oldRank + 1) {<newline46mondego>            return false;<newline46mondego>         }<newline46mondego>         return true;<newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>@SuppressWarnings(<doubleQuotes46>serial<doubleQuotes46>)<newline46mondego>class JPanelSquare extends JPanel {<newline46mondego>   private int rank;<newline46mondego>   private int file;<newline46mondego>   private JLabel chessPiece = null;<newline46mondego><newline46mondego>   public JPanelSquare(int rank, int file, Color bkgrnd) {<newline46mondego>      this.rank = rank;<newline46mondego>      this.file = file;<newline46mondego>      setBackground(bkgrnd);<newline46mondego>      setLayout(new GridBagLayout());<newline46mondego>   }<newline46mondego><newline46mondego>   public int getRank() {<newline46mondego>      return rank;<newline46mondego>   }<newline46mondego><newline46mondego>   public int getFile() {<newline46mondego>      return file;<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public Component add(Component c) {<newline46mondego>      chessPiece = (JLabel) c;<newline46mondego>      return super.add(c);<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void remove(Component comp) {<newline46mondego>      chessPiece = null;<newline46mondego>      super.remove(comp);<newline46mondego>   }<newline46mondego><newline46mondego>   public JLabel getChessPiece() {<newline46mondego>      return chessPiece;<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class ImageUtils2 {<newline46mondego><newline46mondego>   public static BufferedImage createImage(int size, Color color) {<newline46mondego>      BufferedImage img = new BufferedImage(size, size, BufferedImage.TYPE_INT_ARGB);<newline46mondego>      Graphics2D g2 = img.createGraphics();<newline46mondego>      g2.setColor(color);<newline46mondego>      g2.setRenderingHint(RenderingHints.KEY_ANTIALIASING, RenderingHints.VALUE_ANTIALIAS_ON);<newline46mondego>      g2.fillOval(size / 3, 0, size / 3, size / 3);<newline46mondego>      g2.fillOval(size / 4, size / 4, size / 2, 2 * size / 3);<newline46mondego>      g2.fillOval(size / 6, 2 * size / 3, 2 * size / 3, size / 2);<newline46mondego>      g2.dispose();<newline46mondego>      return img;<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"11201splitHere46","21740436splitHere46","when(listaFilmes.get(anyInt())).thenReturn(any(Filme.class));<newline46mondego>"
"11202splitHere46","21740436splitHere46","any"
"11203splitHere46","21740436splitHere46","any"
"11204splitHere46","21740436splitHere46","null"
"11205splitHere46","21740436splitHere46","when"
"11206splitHere46","21740436splitHere46","verify"
"11207splitHere46","21740436splitHere46","when(listaFilmes.get(anyInt())).thenReturn(null);<newline46mondego>when(filmeDao.listAll(any())).thenReturn(listaFilmes); // nonsense<newline46mondego>"
"11208splitHere46","21740436splitHere46","any"
"11209splitHere46","21740436splitHere46","listAll"
"11210splitHere46","21740511splitHere46","rtime = Integer.parseInt(String.valueOf(prev.getTime())); // on first run will raise warning<newline46mondego>delay = Integer.parseInt(vars.get(<doubleQuotes46>delay<doubleQuotes46>));    <newline46mondego><newline46mondego>Integer sleep = delay - rtime;<newline46mondego><newline46mondego>log.info( <doubleQuotes46>Sleep for <doubleQuotes46> + sleep.toString() + <doubleQuotes46> milli-seconds<doubleQuotes46> );<newline46mondego>return sleep;  <newline46mondego>"
"11211splitHere46","21740718splitHere46","child:parent"
"11212splitHere46","21740718splitHere46","component diagram"
"11213splitHere46","21740718splitHere46","class diagram"
"11214splitHere46","21740760splitHere46","sortedIntegerArray"
"11215splitHere46","21740760splitHere46","k"
"11216splitHere46","21740760splitHere46","k"
"11217splitHere46","21740760splitHere46","k"
"11218splitHere46","21740939splitHere46","public static void main(String[] args) {<newline46mondego>    int number;<newline46mondego>    while (true) {<newline46mondego>        Object[] message = {<doubleQuotes46>Input some number that is not 0: <doubleQuotes46>};<newline46mondego>        String numberString = JOptionPane.showInputDialog(null, message, <doubleQuotes46>Add New<doubleQuotes46>, JOptionPane.OK_CANCEL_OPTION);<newline46mondego>        try {<newline46mondego>            number = Integer.parseInt(numberString);<newline46mondego>        } catch (NumberFormatException e) {<newline46mondego>            continue;<newline46mondego>        }<newline46mondego>        if (number != 0) {<newline46mondego>            break;<newline46mondego>        } <newline46mondego>    }<newline46mondego>    System.out.println(number);<newline46mondego>}<newline46mondego>"
"11219splitHere46","21741037splitHere46","Node.addEventFilter(...)"
"11220splitHere46","21741037splitHere46","Node.addEventHandler(...)"
"11221splitHere46","21741037splitHere46","ComboBox"
"11222splitHere46","21741037splitHere46","Scene"
"11223splitHere46","21741037splitHere46","ComboBox"
"11224splitHere46","21741037splitHere46","import javafx.application.Application;<newline46mondego>import javafx.beans.property.SimpleStringProperty;<newline46mondego>import javafx.beans.value.ObservableValue;<newline46mondego>import javafx.collections.FXCollections;<newline46mondego>import javafx.event.EventHandler;<newline46mondego>import javafx.scene.Scene;<newline46mondego>import javafx.scene.control.*;<newline46mondego>import javafx.scene.control.TableColumn.CellDataFeatures;<newline46mondego>import javafx.scene.control.cell.TextFieldTableCell;<newline46mondego>import javafx.scene.input.KeyEvent;<newline46mondego>import javafx.scene.layout.VBox;<newline46mondego>import javafx.stage.Stage;<newline46mondego>import javafx.util.Callback;<newline46mondego>import javafx.util.converter.DefaultStringConverter;<newline46mondego><newline46mondego><newline46mondego>public class FXEventFiltering extends Application {<newline46mondego><newline46mondego>    public static void main(String[] args) { launch(args); }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void start(final Stage stage) throws Exception {<newline46mondego>        //All the controls are added here<newline46mondego>        VBox box = new VBox();<newline46mondego>        ComboBox<String> dropdown = new ComboBox<>();<newline46mondego>        TextField field = new TextField();<newline46mondego>        CheckBox check = new CheckBox(<doubleQuotes46>Check<doubleQuotes46>);<newline46mondego>        RadioButton radio = new RadioButton(<doubleQuotes46>Radio!<doubleQuotes46>);<newline46mondego>        TextArea area = new TextArea();<newline46mondego>        TableView<String> table = new TableView<String>(FXCollections.observableArrayList(new String[]{<doubleQuotes46>one<doubleQuotes46>,<doubleQuotes46>two<doubleQuotes46>}));<newline46mondego>        TableColumn<String, String> tc = new TableColumn<String, String>(<doubleQuotes46>Column1<doubleQuotes46>);<newline46mondego>        tc.setEditable(true);<newline46mondego>        tc.setCellFactory(TextFieldTableCell.<String,String>forTableColumn(new DefaultStringConverter()));<newline46mondego>        tc.setCellValueFactory(new Callback<CellDataFeatures<String,String>, ObservableValue<String>>(){<newline46mondego>            @Override<newline46mondego>            public ObservableValue<String> call(CellDataFeatures<String, String> arg0) {<newline46mondego>                return new SimpleStringProperty(arg0.getValue());<newline46mondego>            }});<newline46mondego>        table.getColumns().add(tc);<newline46mondego><newline46mondego>        box.getChildren().addAll(dropdown, field, check, radio, area, table);<newline46mondego><newline46mondego>        //Setting up your scene<newline46mondego>        Scene scene = new Scene(box);<newline46mondego>        stage.setScene(scene);<newline46mondego>        scene.addEventHandler(KeyEvent.ANY, new EventHandler<KeyEvent>() {<newline46mondego>            @Override<newline46mondego>            public void handle(KeyEvent event) {<newline46mondego>                System.out.println(<doubleQuotes46>KEYS!<doubleQuotes46> + event.getEventType().getName());<newline46mondego>                switch (event.getCode()) {<newline46mondego>                case ESCAPE:<newline46mondego>                    System.out.println(<doubleQuotes46>Escape!<doubleQuotes46>);<newline46mondego>                    stage.hide();<newline46mondego>                    event.consume();<newline46mondego>                    break;<newline46mondego>                default:<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        box.requestFocus(); // Removing default focus<newline46mondego><newline46mondego>        stage.show();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"11225splitHere46","21741075splitHere46","String"
"11226splitHere46","21741075splitHere46","JButton"
"11227splitHere46","21741075splitHere46","public void testing(String[] strArray, JButton[] btnArray) {<newline46mondego><newline46mondego>} <newline46mondego>"
"11228splitHere46","21741080splitHere46","public static String encodeListString(ArrayList<String> stringList){<newline46mondego>    StringBuilder stringbuilder = new StringBuilder();<newline46mondego>    stringbuilder.append(stringList.get(0));<newline46mondego>    if(stringList.size() > 1){<newline46mondego>        for( int i = 0; i < stringList.size(); i++){<newline46mondego>            stringbuilder.append(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>            stringbuilder.append(stringList.get(i));<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    return stringbuilder.toString();<newline46mondego>}<newline46mondego><newline46mondego>public static List<String> decodeListString(String encodedString){<newline46mondego><newline46mondego>    char[] characters = encodedString.toCharArray();<newline46mondego>    StringBuilder stringbuilder = new StringBuilder();<newline46mondego>    int position = 0;<newline46mondego>    ArrayList<String> stringList = new ArrayList<String>();<newline46mondego>    while(true){<newline46mondego>        try {<newline46mondego>        char character = characters[position];<newline46mondego>        if(character == ','){<newline46mondego>            String resultString = stringbuilder.toString();<newline46mondego>            stringList.add(resultString);<newline46mondego>            stringbuilder = new StringBuilder(); // clear it<newline46mondego>        } else {<newline46mondego>            stringbuilder.append(character);<newline46mondego>        }<newline46mondego><newline46mondego>        position++;<newline46mondego><newline46mondego>        } catch (ArrayIndexOutOfBoundsException aiex){<newline46mondego>            // List ended<newline46mondego>            String resultString = stringbuilder.toString();<newline46mondego>            if(!resultString.isEmpty())<newline46mondego>                stringList.add(resultString);<newline46mondego>            break;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    return stringList;<newline46mondego><newline46mondego>}<newline46mondego>"
"11229splitHere46","21741085splitHere46","Comparator<Creature>"
"11230splitHere46","21741085splitHere46","CreatureComparator"
"11231splitHere46","21741085splitHere46","compare"
"11232splitHere46","21741085splitHere46","Creature"
