"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"7181splitHere46","9131783splitHere46","for ( j=0;j<8;j++)<newline46mondego>{<newline46mondego>     stemp[j] = new staples();<newline46mondego>     System.out.print(<doubleQuotes46>Enter your name : <doubleQuotes46>);<newline46mondego>     stemp[j].setName(reader.readLine());<newline46mondego>     System.out.println(<doubleQuotes46>Enter your age : <doubleQuotes46>); <newline46mondego>     stemp[j].setAge(Integer.parseInt(reader.readLine()));<newline46mondego>}<newline46mondego>"
"7182splitHere46","9131813splitHere46","class MyPrimaryKeyFilter implements IColumnFilter {<newline46mondego>        private Map<String, String> pseudoKey = null;<newline46mondego><newline46mondego>        MyPrimaryKeyFilter(Map<String, String> pseudoKey) {<newline46mondego>            this.pseudoKey = pseudoKey;<newline46mondego>        }<newline46mondego><newline46mondego>        public boolean accept(String tableName, Column column) {<newline46mondego>            return column.getColumnName().equalsIgnoreCase(pseudoKey.get(tableName));<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>"
"7183splitHere46","9131958splitHere46","response.setContentType(<doubleQuotes46>application/octet-stream<doubleQuotes46>);      <newline46mondego>response.setHeader(<doubleQuotes46>Content-Disposition<doubleQuotes46>,<newline46mondego>                   <doubleQuotes46>attachment;filename=<doubleQuotes46> + export.getFlatFileName()); <newline46mondego>IOUtils.copy(export.getFlatFile().getBinaryStream(), response.getOutputStream());<newline46mondego>"
"7184splitHere46","9132065splitHere46","Vehicle[] car = new Vehicle[N];<newline46mondego>"
"7185splitHere46","9132065splitHere46","car"
"7186splitHere46","9132065splitHere46","car"
"7187splitHere46","9132065splitHere46","car = new Vehicle[10]; // Creates a new array<newline46mondego>"
"7188splitHere46","9132203splitHere46","DispatcherServlets"
"7189splitHere46","9132203splitHere46","/documents/"
"7190splitHere46","9132203splitHere46","/images"
"7191splitHere46","9132203splitHere46","@RequestMapping(<doubleQuotes46>/whatever<doubleQuotes46>)"
"7192splitHere46","9132203splitHere46","rest/rest"
"7193splitHere46","9132203splitHere46","/"
"7194splitHere46","9132203splitHere46","component-scan"
"7195splitHere46","9132226splitHere46","Image image = ImageIO.read(new File(file));<newline46mondego>BufferedImage buffered = (BufferedImage) image;<newline46mondego>"
"7196splitHere46","9132474splitHere46","void setStr(String str);<newline46mondego>"
"7197splitHere46","9132590splitHere46","BufferedImage buffer = ImageIO.read(new File(file));<newline46mondego>AffineTransform tx = new AffineTransform();<newline46mondego>//tx.scale(scalex, scaley);<newline46mondego>//tx.shear(shiftx, shifty);<newline46mondego>//tx.translate(x, y);<newline46mondego>tx.rotate(radians, buffer.getWidth()/2, buffer.getHeight()/2);<newline46mondego><newline46mondego>AffineTransformOp op = new AffineTransformOp(tx, AffineTransformOp.TYPE_BILINEAR);<newline46mondego>buffer = op.filter(buffer, null);<newline46mondego>"
"7198splitHere46","9132739splitHere46","B"
"7199splitHere46","9132739splitHere46","b.join();"
"7200splitHere46","9132739splitHere46","A"
"7201splitHere46","9132739splitHere46","b.start();<newline46mondego>b.join();<newline46mondego>a.start();<newline46mondego>a.join();<newline46mondego>"
"7202splitHere46","9132740splitHere46","String[] whereVars = new String[] {userId, accountType};<newline46mondego>String queryString = <doubleQuotes46>SELECT MAX(accountId) FROM MAAccounts WHERE userId = ? AND accountType = ?<doubleQuotes46>;<newline46mondego>Cursor cursor = dbHandle.rawQuery(queryString, whereVars);<newline46mondego>"
"7203splitHere46","9132812splitHere46","connection.setRequestProperty(<doubleQuotes46>Cookie<doubleQuotes46>,<doubleQuotes46>sessionId=<doubleQuotes46>+ApplicationPreferences.getIn‌​stance().getSessionCookieHeader()); <newline46mondego>connection.setRequestProperty(<doubleQuotes46>Cookie<doubleQuotes46>,<doubleQuotes46>JSESSIONID=<doubleQuotes46>+ApplicationPreferences‌​.getInstance().getJavaSessionCookieHeader());<newline46mondego>"
"7204splitHere46","9132812splitHere46","String myCookies=<doubleQuotes46>sessionId=<doubleQuotes46>+ApplicationPreferences.getInstance().getSessionCookieHead‌​er()+<doubleQuotes46>;<doubleQuotes46>+<doubleQuotes46>JSESSIONID=<doubleQuotes46>+ApplicationPreferences.getInstance().getJavaSessionCookieHeade‌​r(); <newline46mondego>"
"7205splitHere46","9132817splitHere46","NamedNodeMap attributes = fstElmnt.getAttributes();<newline46mondego><newline46mondego>for (int a = 0; a < attributes.getLength(); a++) <newline46mondego>{<newline46mondego>        Node theAttribute = attributes.item(a);<newline46mondego>        System.out.println(theAttribute.getNodeName() + <doubleQuotes46>=<doubleQuotes46> + theAttribute.getNodeValue());<newline46mondego>}<newline46mondego>"
"7206splitHere46","9132849splitHere46","abstract class EntityA<T extends AssocA> {<newline46mondego><newline46mondego>    // Basically, this means myA is at least an AssocA but possibly more...<newline46mondego>    T myA;<newline46mondego>    abstract void meet();<newline46mondego>}<newline46mondego><newline46mondego>abstract class AssocA {<newline46mondego>    int something;<newline46mondego>    abstract void greet();<newline46mondego>}<newline46mondego><newline46mondego>class AssocAConcrete extends AssocA {<newline46mondego>    void greet() {<newline46mondego>        System.out.println(<doubleQuotes46>hello<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    void salute() {<newline46mondego>        System.out.println(<doubleQuotes46>I am saluting.<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class EntityAConcrete extends EntityA<AssocAConcrete> {<newline46mondego>    void meet() {<newline46mondego>        System.out.println(<doubleQuotes46>I am about to meet someone<doubleQuotes46>);<newline46mondego>        myA.salute();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7207splitHere46","9132849splitHere46","AssocA"
"7208splitHere46","9132849splitHere46","//Won't work...can't call 'new' on abstract class AssocA<newline46mondego>AssocAConcrete myAssoc = new Assoca();<newline46mondego><newline46mondego>//Instead, do this...<newline46mondego>AssocAConcrete myAssoc = new AssocAConcrete();<newline46mondego>"
"7209splitHere46","9132849splitHere46","// Again, won't work.  T is only declaring the type inside your class/method.<newline46mondego>// When using it to declare a variable, you have to say EXACTLY what you're making,<newline46mondego>// or at least something as exact as the methods you're trying to invoke<newline46mondego>EnitityA<T extends AssocA> myEntity = new EntityA<AssocAConcrete>();<newline46mondego><newline46mondego>//Instead do this...<newline46mondego>EnitityA<AssocAConcrete> myEntity = new EntityAConcrete();<newline46mondego><newline46mondego>// Or this...<newline46mondego>EntityAConcrete myEntity = new EntityAConcrete();<newline46mondego>"
"7210splitHere46","9132849splitHere46","// Assuming this is defined as `public void setAssoc(T newAssoc) {this.myA = newAssoc;}`<newline46mondego>myEntity.setAssoc(myAssoc);<newline46mondego>myAssoc.salute();<newline46mondego>"
"7211splitHere46","9132910splitHere46","interface ToIntable {<newline46mondego>  int toInt();<newline46mondego>}<newline46mondego>"
"7212splitHere46","9132910splitHere46","public class Box<T extends ToIntable> {<newline46mondego>...<newline46mondego>    if (newval.toInt() >= max) doSomething();<newline46mondego>...<newline46mondego>}<newline46mondego>"
"7213splitHere46","9132928splitHere46","g.setColor(Color.RED);<newline46mondego>        int scrollBottom = scroll.getInsets().bottom;<newline46mondego>        int lowerBorderTop = height - scrollBottom;<newline46mondego>        g.drawLine(x, height - scrollBottom - 1, width - 10,  height - scrollBottom - 1);<newline46mondego>        g.drawRect(x + 1,  height - scrollBottom, width - 10, 10);<newline46mondego>        Color oldColor = null;<newline46mondego>        Component cellRendererComponent = null;<newline46mondego>        int columnWidths = x ;//- scroll.getViewport().getViewRect().x;<newline46mondego>        for (int column = 0; column < table.getColumnCount(); column++)<newline46mondego>        {<newline46mondego>            TableCellRenderer cellRenderer = table.getCellRenderer(0, column);<newline46mondego>            cellRendererComponent = cellRenderer.getTableCellRendererComponent(table, <newline46mondego>                    getFooterValueAt(column), false, false, 0, column);<newline46mondego>            if (oldColor == null)<newline46mondego>            {<newline46mondego>                oldColor = cellRendererComponent.getBackground();<newline46mondego>            }<newline46mondego>            int columnWidth = table.getColumnModel().getColumn(column).getWidth();<newline46mondego>            cellRendererComponent.setForeground(Color.BLACK);<newline46mondego>            cellRendererComponent.setBackground(COLORS[column % COLORS.length]);<newline46mondego>            cellRendererPane.paintComponent(g, cellRendererComponent, scroll, columnWidths, <newline46mondego>                  lowerBorderTop , columnWidth, table.getRowHeight(), false);<newline46mondego>            columnWidths += columnWidth;<newline46mondego>        }<newline46mondego>        if (cellRendererComponent != null)<newline46mondego>        {<newline46mondego>            cellRendererComponent.setBackground(oldColor);<newline46mondego>        }<newline46mondego>"
"7214splitHere46","9132973splitHere46","MM"
"7215splitHere46","9132973splitHere46","dd"
"7216splitHere46","9132973splitHere46","yyyy-MM-dd HH:mm:ss"
"7217splitHere46","9133034splitHere46","// extract uri from request<newline46mondego>$request = explode(<doubleQuotes46>?<doubleQuotes46>, $_SERVER[<doubleQuotes46>REQUEST_URI<doubleQuotes46>]);<newline46mondego>$uri = explode(<doubleQuotes46>/<doubleQuotes46>, $request[0]);<newline46mondego><newline46mondego>// sanitize user input<newline46mondego>foreach($_POST as $k => &$v) $v = addslashes($v);<newline46mondego><newline46mondego>// prepare file input<newline46mondego>foreach($_FILES as $k => $v)<newline46mondego>{<newline46mondego>  if (empty($k) or empty($v)) unset($_FILES[$k]);<newline46mondego>}<newline46mondego>"
"7218splitHere46","9133034splitHere46","site.com?php_service/param1/param2/...<newline46mondego>"
"7219splitHere46","9133232splitHere46","DataOutputStream out = c.openDataOutputStream(c.fileSize());<newline46mondego>"
"7220splitHere46","9133235splitHere46","if (startDayOfWeek < Calendar.SUNDAY || startDayOfWeek > Calendar.SATURDAY)<newline46mondego>{<newline46mondego>    throw ...;<newline46mondego>}<newline46mondego>"
"7221splitHere46","9133235splitHere46","private static final Set<Integer> VALID_DAYS = ImmutableSet.of(<newline46mondego>    Calendar.SUNDAY, Calendar.MONDAY, Calendar.TUESDAY,<newline46mondego>    Calendar.WEDNESDAY, Calendar.THURSDAY, Calendar.FRIDAY,<newline46mondego>    Calendar.SATURDAY);<newline46mondego><newline46mondego>public static TimeSlice getPreviousWeek(Date referenceDate, int startDayOfWeek)<newline46mondego>{<newline46mondego>    if (!VALID_DAYS.contains(startDayOfWeek))<newline46mondego>    {<newline46mondego>        throw ...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7222splitHere46","9133235splitHere46","ImmutableSet"
"7223splitHere46","9133275splitHere46","ds"
"7224splitHere46","9133275splitHere46","sh"
"7225splitHere46","9133275splitHere46","SessionHandle"
"7226splitHere46","9133275splitHere46","SessionHandleImpl"
"7227splitHere46","9133275splitHere46","public void setDataSource(DataSource ds);<newline46mondego>"
"7228splitHere46","9133275splitHere46","public void setDataSource(DataSource ds)<newline46mondego>    {<newline46mondego>        this.ds = ds;<newline46mondego>    }<newline46mondego>"
"7229splitHere46","9133275splitHere46","sh.setDataSource(ds)"
"7230splitHere46","9133275splitHere46","sh.ds=ds"
"7231splitHere46","9133275splitHere46","sh"
"7232splitHere46","9133275splitHere46","SessionHandleImpl sh = new SessionHandleImpl();<newline46mondego>"
"7233splitHere46","9133305splitHere46","Paint fillPaint = new Paint();<newline46mondego>fillPaint.setColor(Color.MAGENTA);<newline46mondego>canvas.drawText(.... fillPaint);<newline46mondego>"
"7234splitHere46","9133305splitHere46","Paint stkPaint = new Paint();<newline46mondego>stkPaint.setStyle(Style.Stroke);<newline46mondego>stkPaint.setStrokeWidth(8);<newline46mondego>stkPaint.setColor(Color.WHITE);<newline46mondego>canvas.drawText(.... stkPaint);<newline46mondego>"
"7235splitHere46","9133420splitHere46","client.getOutputStream().write(<doubleQuotes46>Hello World<doubleQuotes46>.getBytes());<newline46mondego>client.getOutputStream().flush();<newline46mondego>"
"7236splitHere46","9133420splitHere46","String"
"7237splitHere46","9133420splitHere46","InputStream"
"7238splitHere46","9133420splitHere46","OutputStream"
"7239splitHere46","9133420splitHere46","Socket"
"7240splitHere46","9133420splitHere46","getInputStream()"
"7241splitHere46","9133420splitHere46","getOutputStream()"
"7242splitHere46","9133420splitHere46","ServerSocket"
"7243splitHere46","9133420splitHere46","accept()"
"7244splitHere46","9133600splitHere46","AsbtractTableModel"
"7245splitHere46","9133600splitHere46","public Object getValueAt(int row, int column) {<newline46mondego>    if (column == 0) {<newline46mondego>        return this.list.get(row);<newline46mondego>    }<newline46mondego>    else {<newline46mondego>        return row;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public int getRowCount() {<newline46mondego>    return this.list.size();<newline46mondego>}<newline46mondego><newline46mondego>public int getColumnCount() {<newline46mondego>    return 2;<newline46mondego>}<newline46mondego>"
"7246splitHere46","9133766splitHere46","public class ScrollListExample {<newline46mondego>    static List<String> stringList = new ArrayList<String>();<newline46mondego>    static {<newline46mondego>        for (int i = 0; i < 500; i++) {<newline46mondego>            stringList.add(<doubleQuotes46>test<doubleQuotes46> + i);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(final String[] args) {<newline46mondego>        final JFrame frame = new JFrame();<newline46mondego>        final Container contentPane = frame.getContentPane();<newline46mondego>        final JList list = new JList(stringList.toArray());<newline46mondego>        list.setLayoutOrientation(JList.VERTICAL_WRAP);<newline46mondego>        final JScrollPane scrollPane = new JScrollPane(list);<newline46mondego>        contentPane.add(scrollPane);<newline46mondego>        frame.setPreferredSize(new Dimension(800, 400));<newline46mondego>        frame.pack();<newline46mondego><newline46mondego>        list.addComponentListener(new ComponentAdapter() {<newline46mondego>            @Override<newline46mondego>            public void componentResized(ComponentEvent e) {<newline46mondego>                fixRowCountForVisibleColumns(list);<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        fixRowCountForVisibleColumns(list);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private static void fixRowCountForVisibleColumns(JList list) {<newline46mondego>        int nCols = computeVisibleColumnCount(list);<newline46mondego>        int nItems = list.getModel().getSize();<newline46mondego><newline46mondego>        // Compute the number of rows that will result in the desired number of<newline46mondego>        // columns<newline46mondego>        int nRows = nItems / nCols;<newline46mondego>        if (nItems % nCols > 0) nRows++;<newline46mondego>        list.setVisibleRowCount(nRows);<newline46mondego>    }<newline46mondego><newline46mondego>    private static int computeVisibleColumnCount(JList list) {<newline46mondego>        // It's assumed here that all cells have the same width. This method<newline46mondego>        // could be modified if this assumption is false. If there was cell<newline46mondego>        // padding, it would have to be accounted for here as well.<newline46mondego>        int cellWidth = list.getCellBounds(0, 0).width;<newline46mondego>        int width = list.getVisibleRect().width;<newline46mondego>        return width / cellWidth;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7247splitHere46","9133928splitHere46","public class BlowFish<newline46mondego>{<newline46mondego>  class Hooty<newline46mondego>  {<newline46mondego>  }<newline46mondego><newline46mondego>  class Sushi<newline46mondego>  {<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"7248splitHere46","9134011splitHere46","<T>"
"7249splitHere46","9134011splitHere46","public abstract class AbstractDao<T>{<newline46mondego>  private Class<T> clazz;  <newline46mondego>  public AbstractDao(Class<T> clazz){<newline46mondego>     this.clazz = clazz;<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>  public List<T> list() {<newline46mondego>    Session session = HibernateUtil.getSessionFactory().getCurrentSession();<newline46mondego>    List result = session.createQuery(<doubleQuotes46>from <doubleQuotes46> + clazz.getName()).list();<newline46mondego>    return (List<T>) result;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"7250splitHere46","9134011splitHere46","class UserDao extends AbstractDao<User>{<newline46mondego>   public UserDao(){<newline46mondego>      super(User.class);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"7251splitHere46","9134011splitHere46","List<User> users = userDao.list();<newline46mondego>"
"7252splitHere46","9134121splitHere46","ByteArrayOutputStream"
"7253splitHere46","9134121splitHere46","ByteArrayInputStream"
"7254splitHere46","9134220splitHere46","writeLock"
"7255splitHere46","9134220splitHere46","readLock"
"7256splitHere46","9134220splitHere46","class Channel {<newline46mondego>    final ReadWriteLock lock = new ReentrantReadWriteLock();<newline46mondego><newline46mondego>    void read(){<newline46mondego>      lock.readLock().lock();<newline46mondego>      try{<newline46mondego><newline46mondego>      }finally{<newline46mondego>         lock.readLock().unlock();<newline46mondego>      }<newline46mondego>    }<newline46mondego>    void write(){   <newline46mondego>      lock.writeLock().lock();<newline46mondego>      try{<newline46mondego><newline46mondego>      }finally{<newline46mondego>         lock.writeLock().unlock();<newline46mondego>      }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7257splitHere46","9134277splitHere46","hashCode"
"7258splitHere46","9134277splitHere46","equals"
"7259splitHere46","9134277splitHere46","hashCode"
"7260splitHere46","9134277splitHere46","equals"
"7261splitHere46","9134338splitHere46","File myfile = new File(<doubleQuotes46>/tmp/test.txt<doubleQuotes46>);<newline46mondego>String path = myFile.getAbsolutePath();<newline46mondego>File dir = new File(path.substring(0, path.lastIndexOf(File.separator)));<newline46mondego>if (Desktop.isDesktopSupported()) {<newline46mondego>    Desktop.getDesktop().open(dir);<newline46mondego>}<newline46mondego>"
"7262splitHere46","9134371splitHere46","Map"
"7263splitHere46","9134371splitHere46","isCellEditable()"
"7264splitHere46","9134371splitHere46","setValueAt()"
"7265splitHere46","9134371splitHere46","import java.awt.EventQueue;<newline46mondego>import java.awt.GridLayout;<newline46mondego>import java.util.Map;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JTable;<newline46mondego>import javax.swing.table.AbstractTableModel;<newline46mondego><newline46mondego>/** @see http://stackoverflow.com/questions/9132987 */<newline46mondego>public class EnvTableTest extends JPanel {<newline46mondego><newline46mondego>    public EnvTableTest() {<newline46mondego>        this.setLayout(new GridLayout());<newline46mondego>        this.add(new JScrollPane(new JTable(new EnvDataModel())));<newline46mondego>    }<newline46mondego><newline46mondego>    private static class EnvDataModel extends AbstractTableModel {<newline46mondego><newline46mondego>        private Map<String, String> data = System.getenv();<newline46mondego>        private String[] keys;<newline46mondego><newline46mondego>        public EnvDataModel() {<newline46mondego>            keys = data.keySet().toArray(new String[data.size()]);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public String getColumnName(int col) {<newline46mondego>            if (col == 0) {<newline46mondego>                return <doubleQuotes46>Key<doubleQuotes46>;<newline46mondego>            } else {<newline46mondego>                return <doubleQuotes46>Value<doubleQuotes46>;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public int getColumnCount() {<newline46mondego>            return 2;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public int getRowCount() {<newline46mondego>            return data.size();<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Object getValueAt(int row, int col) {<newline46mondego>            if (col == 0) {<newline46mondego>                return keys[row];<newline46mondego>            } else {<newline46mondego>                return data.get(keys[row]);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private void display() {<newline46mondego>        JFrame f = new JFrame(<doubleQuotes46>EnvTableTest<doubleQuotes46>);<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        f.add(this);<newline46mondego>        f.pack();<newline46mondego>        f.setLocationRelativeTo(null);<newline46mondego>        f.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new EnvTableTest().display();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7266splitHere46","9134528splitHere46","String input = <doubleQuotes46>Name:\<doubleQuotes46>John Adam\<doubleQuotes46>  languge:\<doubleQuotes46>english\<doubleQuotes46>  Date:\<doubleQuotes46> August 2011\<doubleQuotes46><doubleQuotes46>;<newline46mondego>    // You can define this pattern statically.<newline46mondego>    Pattern pattern = Pattern.compile(<doubleQuotes46>(.*?\\:\\\<doubleQuotes46>.*?\\\<doubleQuotes46>)\\s*<doubleQuotes46>);<newline46mondego>    Matcher matcher = pattern.matcher(input);<newline46mondego>    List<String> keyValues = new LinkedList<String>();<newline46mondego>    while(matcher.find()){<newline46mondego>        keyValues.add(matcher.group());<newline46mondego>    }<newline46mondego><newline46mondego>    //keyValues == [Name:<doubleQuotes46>John Adam<doubleQuotes46>  , languge:<doubleQuotes46>english<doubleQuotes46>  , Date:<doubleQuotes46> August 2011<doubleQuotes46>]<newline46mondego>"
"7267splitHere46","9134543splitHere46","final UncaughtExceptionHandler handler = new UncaughtExceptionHandler() {<newline46mondego>            public void uncaughtException(Thread t, Throwable e) {<newline46mondego>                // notify error<newline46mondego>            }<newline46mondego>        });<newline46mondego>        Executor executor = Executors.newFixedThreadPool(1, new ThreadFactory() {<newline46mondego>            public Thread newThread(Runnable r) {<newline46mondego>                Thread thread = new Thread(r);<newline46mondego>                thread.setUncaughtExceptionHandler(handler);<newline46mondego>                return thread;<newline46mondego>            }<newline46mondego>        });<newline46mondego>"
"7268splitHere46","9134743splitHere46","if(f.read(b) != n)<newline46mondego>"
"7269splitHere46","9134743splitHere46","new String(b,0,n);<newline46mondego>"
"7270splitHere46","9134743splitHere46","String"
"7271splitHere46","9134743splitHere46","b"
"7272splitHere46","9134743splitHere46","System.err<newline46mondego>"
"7273splitHere46","9134748splitHere46","ArrayList"
"7274splitHere46","9134748splitHere46","String"
"7275splitHere46","9134748splitHere46","public static void main(String[] args) {<newline46mondego><newline46mondego>    // Location of file to read<newline46mondego>    File file = new File(<doubleQuotes46>a.txt<doubleQuotes46>);<newline46mondego>    List<String> lines = new ArrayList<String>();<newline46mondego><newline46mondego>    try {<newline46mondego><newline46mondego>        Scanner scanner = new Scanner(file);<newline46mondego><newline46mondego>        while (scanner.hasNextLine()) {<newline46mondego>            lines.add(scanner.nextLine();<newline46mondego>        }<newline46mondego>        scanner.close();<newline46mondego>    } catch (FileNotFoundException e) {<newline46mondego>     System.out.println(<doubleQuotes46>Can't find file<doubleQuotes46>);  <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7276splitHere46","9134748splitHere46","lines"
"7277splitHere46","9134748splitHere46","lines"
"7278splitHere46","9134748splitHere46","lines.get(i)"
"7279splitHere46","9134748splitHere46","lines.get(i+1)"
"7280splitHere46","9134748splitHere46","for (int i = 1; i < lines.size(); i+=2)<newline46mondego>{<newline46mondego>    String question = lines.get(i - 1);<newline46mondego>    String answer   = lines.get(i);<newline46mondego>    JOptionPane.showInputDialog(<doubleQuotes46>Question: <doubleQuotes46> + question + <doubleQuotes46> Answer:<doubleQuotes46> + answer);<newline46mondego>}<newline46mondego>"
"7281splitHere46","9134829splitHere46","int"
"7282splitHere46","9134868splitHere46","hibernate-annotations"
"7283splitHere46","9134868splitHere46","exclude"
"7284splitHere46","9134868splitHere46","hibernate-entitymanager"
"7285splitHere46","9134889splitHere46","try<newline46mondego>{<newline46mondego>  //open<newline46mondego>  //work<newline46mondego>}<newline46mondego>catch<newline46mondego>{<newline46mondego>  //exception handling<newline46mondego>}<newline46mondego>finally<newline46mondego>{<newline46mondego>  //close<newline46mondego>}<newline46mondego>"
"7286splitHere46","9134987splitHere46","<server>/<applicationName>/"
"7287splitHere46","9134987splitHere46","http://localhost:8080/test/"
"7288splitHere46","9134987splitHere46","HomeController"
"7289splitHere46","9134987splitHere46","public HomeController() {<newline46mondego>   logger.info(<doubleQuotes46>init home<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"7290splitHere46","9135435splitHere46",".equals"
"7291splitHere46","9135435splitHere46","if (a==answer){<newline46mondego>"
"7292splitHere46","9135435splitHere46","if (a.equals(answer)){<newline46mondego>"
"7293splitHere46","9135435splitHere46","lines.get"
"7294splitHere46","9135435splitHere46","for (int i = 0 ; i < lines.size(); i+=2)<newline46mondego>        {<newline46mondego>            String question = lines.get(i);<newline46mondego>            String answer   = lines.get(i+1);<newline46mondego>            String a = JOptionPane.showInputDialog(<doubleQuotes46><doubleQuotes46> + question);<newline46mondego>            if (a.equals(answer){<newline46mondego>                Thread.sleep(10000);<newline46mondego>            }else<newline46mondego>                JOptionPane.showMessageDialog(null,<doubleQuotes46>Please look it up<doubleQuotes46>);<newline46mondego>        }<newline46mondego>"
"7295splitHere46","9135474splitHere46","ejb-jar.xml"
"7296splitHere46","9135474splitHere46","@Scheduled"
"7297splitHere46","9135474splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><ejb-jar xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46> version=<doubleQuotes46>3.1<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>         xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/ejb-jar_3_1.xsd<doubleQuotes46>><newline46mondego>    <enterprise-beans><newline46mondego>        <session><newline46mondego>            <ejb-name>DummyTimer4</ejb-name><newline46mondego>            <ejb-class>org.glassfish.samples.DummyTimer4</ejb-class><newline46mondego>            <session-type>Stateless</session-type><newline46mondego>            <timer><newline46mondego>                <schedule><newline46mondego>                    <second>*/10</second><newline46mondego>                    <minute>*</minute><newline46mondego>                    <hour>*</hour><newline46mondego>                    <month>*</month><newline46mondego>                    <year>*</year><newline46mondego>                </schedule><newline46mondego>                <timeout-method><newline46mondego>                    <method-name>timeout</method-name><newline46mondego>                    <method-params><newline46mondego>                        <method-param>javax.ejb.Timer</method-param><newline46mondego>                    </method-params><newline46mondego>                </timeout-method><newline46mondego>            </timer><newline46mondego>        </session><newline46mondego>    </enterprise-beans><newline46mondego></ejb-jar><newline46mondego>"
"7298splitHere46","9135645splitHere46","1  3  7<newline46mondego>+      4  5<newline46mondego>-----------<newline46mondego>"
"7299splitHere46","9135645splitHere46","1  3  7<newline46mondego>+      4  5<newline46mondego>-----------<newline46mondego>          2<newline46mondego>"
"7300splitHere46","9135645splitHere46","1  3  7<newline46mondego>+      4  5<newline46mondego>-----------<newline46mondego>       8  2<newline46mondego>"
"7301splitHere46","9135645splitHere46","1  3  7<newline46mondego>+      4  5<newline46mondego>-----------<newline46mondego>    1  8  2<newline46mondego>"
"7302splitHere46","9135668splitHere46","public class TextHighlight extends Application {<newline46mondego>  public static void main(String[] args) { Application.launch(args); }<newline46mondego>  @Override public void start(Stage stage) {<newline46mondego>    final TextArea text = new TextArea(<doubleQuotes46>Here is some textz to highlight<doubleQuotes46>);<newline46mondego>    text.setStyle(<doubleQuotes46>-fx-highlight-fill: lightgray; -fx-highlight-text-fill: firebrick; -fx-font-size: 20px;<doubleQuotes46>);<newline46mondego>    text.setEditable(false);<newline46mondego>    text.addEventFilter(MouseEvent.ANY, new EventHandler<MouseEvent>() {<newline46mondego>      @Override public void handle(MouseEvent t) { t.consume(); }<newline46mondego>    });<newline46mondego><newline46mondego>    stage.setScene(new Scene(text));<newline46mondego>    stage.show();<newline46mondego><newline46mondego>    Platform.runLater(new Runnable() {<newline46mondego>      @Override public void run() { text.selectRange(13, 18); }<newline46mondego>    });<newline46mondego>  }<newline46mondego>}<newline46mondego>"
