"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"6088splitHere46","6104955splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.table.*;<newline46mondego><newline46mondego>public class TableHorizontal extends JFrame<newline46mondego>{<newline46mondego>    public TableHorizontal()<newline46mondego>    {<newline46mondego>        final JTable table = new JTable(10, 5)<newline46mondego>        {<newline46mondego>            public boolean getScrollableTracksViewportWidth()<newline46mondego>            {<newline46mondego>                return getPreferredSize().width < getParent().getWidth();<newline46mondego>            }<newline46mondego>        };<newline46mondego>        table.setAutoResizeMode( JTable.AUTO_RESIZE_OFF );<newline46mondego>        final JScrollPane scrollPane = new JScrollPane( table );<newline46mondego>        getContentPane().add( scrollPane );<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        TableHorizontal frame = new TableHorizontal();<newline46mondego>        frame.setDefaultCloseOperation( EXIT_ON_CLOSE );<newline46mondego>        frame.pack();<newline46mondego>        frame.setSize(400, 300);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6089splitHere46","6105041splitHere46","org.eclipse.ui.internal.ide.actions.OpenWorkspaceAction.restart(String)"
"6090splitHere46","6105437splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import java.util.ArrayList;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class STTestSimple {<newline46mondego>   private static void createAndShowUI() {<newline46mondego>      STDrawPanel drawPanel = new STDrawPanel();<newline46mondego>      STMouseAdapter mAdapter = new STMouseAdapter(drawPanel);<newline46mondego>      drawPanel.addMouseListener(mAdapter);<newline46mondego>      drawPanel.addMouseMotionListener(mAdapter);<newline46mondego><newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>Drawing<doubleQuotes46>);<newline46mondego>      frame.getContentPane().add(drawPanel);<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.setResizable(false);<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowUI();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>@SuppressWarnings(<doubleQuotes46>serial<doubleQuotes46>)<newline46mondego>class STDrawPanel extends JPanel {<newline46mondego>   private static final int ST_WIDTH = 700;<newline46mondego>   private static final int ST_HEIGHT = 500;<newline46mondego>   private static final Color BACKGROUND_COLOR = Color.white;<newline46mondego>   private static final float STROKE_WIDTH = 6f;<newline46mondego>   private static final Stroke STROKE = new BasicStroke(STROKE_WIDTH,<newline46mondego>            BasicStroke.CAP_ROUND, BasicStroke.JOIN_ROUND);<newline46mondego>   private static final Color[] colors = {Color.black, Color.blue, Color.red,<newline46mondego>      Color.green, Color.orange, Color.MAGENTA};<newline46mondego><newline46mondego>   private BufferedImage bImage = new BufferedImage(ST_WIDTH, ST_HEIGHT,<newline46mondego>            BufferedImage.TYPE_INT_RGB);<newline46mondego>   private Color color = Color.black;<newline46mondego>   private ArrayList<Point> points = new ArrayList<Point>();<newline46mondego>   private int colorIndex = 0;<newline46mondego><newline46mondego>   public STDrawPanel() {<newline46mondego>      Graphics g = bImage.getGraphics();<newline46mondego>      g.setColor(BACKGROUND_COLOR);<newline46mondego>      g.fillRect(0, 0, ST_WIDTH, ST_HEIGHT);<newline46mondego>      g.dispose();<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   protected void paintComponent(Graphics g) {<newline46mondego>      super.paintComponent(g);<newline46mondego>      g.drawImage(bImage, 0, 0, null);<newline46mondego>      Graphics2D g2 = (Graphics2D) g;<newline46mondego>      drawCurve(g2);<newline46mondego>   }<newline46mondego><newline46mondego>   private void addCurveToBufferedImage() {<newline46mondego>      Graphics2D g2 = bImage.createGraphics();<newline46mondego>      drawCurve(g2);<newline46mondego>      g2.dispose();<newline46mondego>   }<newline46mondego><newline46mondego>   private void drawCurve(Graphics2D g2) {<newline46mondego>      g2.setRenderingHint(RenderingHints.KEY_ANTIALIASING,<newline46mondego>               RenderingHints.VALUE_ANTIALIAS_ON);<newline46mondego>      g2.setStroke(STROKE);<newline46mondego>      g2.setColor(color);<newline46mondego>      if (points != null && points.size() > 1) {<newline46mondego>         for (int i = 0; i < points.size() - 1; i++) {<newline46mondego>            int x1 = points.get(i).x;<newline46mondego>            int y1 = points.get(i).y;<newline46mondego>            int x2 = points.get(i + 1).x;<newline46mondego>            int y2 = points.get(i + 1).y;<newline46mondego>            g2.drawLine(x1, y1, x2, y2);<newline46mondego>         }<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public Dimension getPreferredSize() {<newline46mondego>      return new Dimension(ST_WIDTH, ST_HEIGHT);<newline46mondego>   }<newline46mondego><newline46mondego>   public void curveStart(Point point) {<newline46mondego>      points.clear();<newline46mondego>      points.add(point);<newline46mondego>   }<newline46mondego><newline46mondego>   public void curveEnd(Point point) {<newline46mondego>      points.add(point);<newline46mondego>      addCurveToBufferedImage();<newline46mondego>      points.clear();<newline46mondego>      repaint();<newline46mondego><newline46mondego>      colorIndex++;<newline46mondego>      colorIndex %= colors.length;<newline46mondego>      setColor(colors[colorIndex]);<newline46mondego>   }<newline46mondego><newline46mondego>   public void curveAdd(Point point) {<newline46mondego>      points.add(point);<newline46mondego>      repaint();<newline46mondego>   }<newline46mondego><newline46mondego>   public void setColor(Color color) {<newline46mondego>      this.color = color;<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class STMouseAdapter extends MouseAdapter {<newline46mondego>   private STDrawPanel drawPanel;<newline46mondego><newline46mondego>   public STMouseAdapter(STDrawPanel drawPanel) {<newline46mondego>      this.drawPanel = drawPanel;<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void mousePressed(MouseEvent e) {<newline46mondego>      drawPanel.curveStart(e.getPoint());<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void mouseReleased(MouseEvent e) {<newline46mondego>      drawPanel.curveEnd(e.getPoint());<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void mouseDragged(MouseEvent e) {<newline46mondego>      drawPanel.curveAdd(e.getPoint());<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6091splitHere46","6105558splitHere46","ApiDemos"
"6092splitHere46","6105558splitHere46","View"
"6093splitHere46","6105558splitHere46","onDraw"
"6094splitHere46","6105558splitHere46","Canvas"
"6095splitHere46","6105558splitHere46","drawLine"
"6096splitHere46","6105624splitHere46","protected void onListItemClick(ListItem 1, ...<newline46mondego>"
"6097splitHere46","6105624splitHere46","ListItem"
"6098splitHere46","6105624splitHere46","1"
"6099splitHere46","6105624splitHere46","l"
"6100splitHere46","6105624splitHere46","l"
"6101splitHere46","6105657splitHere46","BigDecimal"
"6102splitHere46","6105657splitHere46","float"
"6103splitHere46","6105657splitHere46","double"
"6104splitHere46","6105657splitHere46","split()"
"6105splitHere46","6105657splitHere46","BigInteger"
"6106splitHere46","6105657splitHere46","BigDecimal"
"6107splitHere46","6105744splitHere46","response.setContentType(<doubleQuotes46>text/html<doubleQuotes46>);<newline46mondego>PrintWriter pw = response.getWriter();<newline46mondego>pw.println(<doubleQuotes46>Information received by Servlet: <doubleQuotes46> + name + <doubleQuotes46> : <doubleQuotes46> + age);<newline46mondego>"
"6108splitHere46","6105744splitHere46","${param}"
"6109splitHere46","6105744splitHere46","request.setAttribute(<doubleQuotes46>message<doubleQuotes46>, <doubleQuotes46>Information successfully processed<doubleQuotes46>);<newline46mondego>request.getRequestDispatcher(<doubleQuotes46>/WEB-INF/Demo.jsp<doubleQuotes46>).forward(request, response);<newline46mondego>"
"6110splitHere46","6105744splitHere46","${message}"
"6111splitHere46","6105744splitHere46","forward()"
"6112splitHere46","6105744splitHere46","<% %>"
"6113splitHere46","6105744splitHere46","${}"
"6114splitHere46","6105744splitHere46","<%= get response forwarded from servlet.. %><newline46mondego>"
"6115splitHere46","6105744splitHere46","<p>Those parameters are submitted: ${param.input_name} : ${param.input_age}</p><newline46mondego><p>Information received by Servlet: ${message}</p><newline46mondego>"
"6116splitHere46","6105796splitHere46","private String getEventsFromAnXML()throws IOException,XmlPullParserException<newline46mondego><newline46mondego>{<newline46mondego>       String attVal = null;<newline46mondego>       String desc = null;<newline46mondego>        String startTag = null;<newline46mondego>       Resources res = this.getResources();<newline46mondego>       XmlResourceParser xrp = res.getXml(R.xml.book);<newline46mondego>       xrp.next();<newline46mondego><newline46mondego>     int eventType = xrp.getEventType();<newline46mondego>      while (eventType != XmlPullParser.END_DOCUMENT)<newline46mondego>       {<newline46mondego><newline46mondego>         if(eventType == XmlPullParser.START_TAG){<newline46mondego><newline46mondego>            startTag = xrp.getName();<newline46mondego>            if(startTag.equals(<doubleQuotes46>Number<doubleQuotes46>)){<newline46mondego>             attVal =  xrp.getAttributeValue(0); <newline46mondego>            }   <newline46mondego>        }<newline46mondego>     else if(eventType == XmlPullParser.TEXT){<newline46mondego><newline46mondego>           if(startTag.equals(<doubleQuotes46>Description<doubleQuotes46>) && attVal.equals(<doubleQuotes46>2<doubleQuotes46>))<newline46mondego>             desc =  xrp.getText(); <newline46mondego>        }<newline46mondego>        else if(eventType == XmlPullParser.END_TAG)<newline46mondego>        {<newline46mondego>        }<newline46mondego>        eventType = xrp.next();<newline46mondego>      }<newline46mondego>    return desc;<newline46mondego><newline46mondego>}<newline46mondego>"
"6117splitHere46","6105845splitHere46","split(<doubleQuotes46> <doubleQuotes46>)"
"6118splitHere46","6105845splitHere46","Hashtable<String, Integer> hashtable = new Hashtable<String, Integer>();<newline46mondego>String[] splitInput = input.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>for(String inputToken : splitInput) {<newline46mondego>    Integer val = hashtable.get(inputToken);<newline46mondego>    if(val == null) {<newline46mondego>        val = new Integer(0);<newline46mondego>    }<newline46mondego>    ++val;<newline46mondego>    hashtable.put(inputToken, val);<newline46mondego>}<newline46mondego>"
"6119splitHere46","6105845splitHere46","HashMap"
"6120splitHere46","6105845splitHere46","Hashtable"
"6121splitHere46","6105845splitHere46","HashMap"
"6122splitHere46","6105845splitHere46","Hashtable"
"6123splitHere46","6105845splitHere46","HashMap"
"6124splitHere46","6105846splitHere46","((MyClass)invocation.getThis()).invokeMe()<newline46mondego>"
"6125splitHere46","6105950splitHere46","volatile"
"6126splitHere46","6105950splitHere46","HashMap"
"6127splitHere46","6105950splitHere46","ConcurrentHashMap"
"6128splitHere46","6105997splitHere46","JOIN"
"6129splitHere46","6105997splitHere46","JOIN"
"6130splitHere46","6105997splitHere46","JOIN"
"6131splitHere46","6105997splitHere46","JOIN"
"6132splitHere46","6105997splitHere46","boolean sent_join = false;<newline46mondego>boolean joined = false;<newline46mondego><newline46mondego>while ((line = getInput().readLine()) != null) {<newline46mondego>    if (!sent_join) {<newline46mondego>        getOutput().println(<doubleQuotes46>JOIN #PrinZ<doubleQuotes46>);<newline46mondego>        getOutput().println(<doubleQuotes46>JOIN #Trinorae<doubleQuotes46>);<newline46mondego>        sent_join = true;<newline46mondego>    }<newline46mondego><newline46mondego>    if (line.contains(<doubleQuotes46>JOIN :#prinz<doubleQuotes46>)) {<newline46mondego>        System.out.println(<doubleQuotes46>JOINED #prinz = true<doubleQuotes46>);<newline46mondego>        joined = true;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6133splitHere46","6105997splitHere46","JOIN"
"6134splitHere46","6105997splitHere46","001"
"6135splitHere46","6105997splitHere46","line.contains"
"6136splitHere46","6106159splitHere46","SimpleDateFormat"
"6137splitHere46","6106159splitHere46","Calendar cal = Calendar.getInstance();<newline46mondego>SimpleDateFormat sdf = new SimpleDateFormat(<doubleQuotes46>HH:mm<doubleQuotes46>);<newline46mondego>String timeStr = sdf.format(cal.getTime());<newline46mondego>"
"6138splitHere46","6106159splitHere46","SimpleDateFormat"
"6139splitHere46","6106159splitHere46","int hour = calendar.get(Calendar.HOUR_OF_DAY);<newline46mondego>int minute = calendar.get(Calendar.MINUTE);<newline46mondego>String timeStr = (hour < 10 ? <doubleQuotes46>0<doubleQuotes46> : <doubleQuotes46><doubleQuotes46>) + hour + <doubleQuotes46>:<doubleQuotes46><newline46mondego>        + (minute < 10 ? <doubleQuotes46>0<doubleQuotes46> : <doubleQuotes46><doubleQuotes46>) + minute;<newline46mondego>"
"6140splitHere46","6106372splitHere46","lazy=<doubleQuotes46>false<doubleQuotes46>"
"6141splitHere46","6106372splitHere46","User"
"6142splitHere46","6106372splitHere46","UserSpaceRole"
"6143splitHere46","6106372splitHere46","lazy=<doubleQuotes46>false<doubleQuotes46>"
"6144splitHere46","6106372splitHere46","User"
"6145splitHere46","6106372splitHere46","lazy=<doubleQuotes46>false<doubleQuotes46>"
"6146splitHere46","6106577splitHere46","Map<String, RecentUpdates> cacheMap = new MapMaker().expireAfterAccess(1, TimeUnit.HOURS).makeComputingMap(new Function<String, RecentUpdates>() {<newline46mondego>  public RecentUpdates apply(String user) {<newline46mondego>    return create(user); //whatever your impl is<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6147splitHere46","6106577splitHere46","while (true) {<newline46mondego>  RecentUpdates old = map.get(key);<newline46mondego>  RecentUpdates updated = update(old); // copy<newline46mondego>  if((old == null) <newline46mondego>      ? map.putIfAbsent(key, value) == null <newline46mondego>      : map.replace(key, old, value)) {<newline46mondego>    return updated;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6148splitHere46","6106621splitHere46","public abstract class EventListener implements InitializingBean {<newline46mondego><newline46mondego>Log log = LogFactory.getLog(this.getClass());<newline46mondego><newline46mondego>EventDispatcher eventDispatcher;<newline46mondego><newline46mondego>// Spring will call this method after auto-<newline46mondego>// wiring is complete.<newline46mondego>public void afterPropertiesSet() throws Exception {<newline46mondego>    // let us register this instance with<newline46mondego>    // event dispatcher<newline46mondego>    eventDispatcher.registerListener(this);<newline46mondego>}<newline46mondego><newline46mondego>/**<newline46mondego> * Implementation of this method checks whether the given event can be<newline46mondego> * handled in this class. This method will be called by the event<newline46mondego> * dispatcher.<newline46mondego> * <newline46mondego> * @param event<newline46mondego> *            the event to handle<newline46mondego> * @return true if the implementing subclass can handle the event<newline46mondego> */<newline46mondego>public abstract boolean canHandle(Object event);<newline46mondego><newline46mondego>/**<newline46mondego> * This method is executed by the event dispatcher with the event object.<newline46mondego> * <newline46mondego> * @param event<newline46mondego> *            the event to handle<newline46mondego> */<newline46mondego>public abstract void handle(Object event);<newline46mondego><newline46mondego>public void setEventDispatcher(EventDispatcher eventDispatcher) {<newline46mondego>    this.eventDispatcher = eventDispatcher;<newline46mondego>}<newline46mondego>}<newline46mondego>"
"6149splitHere46","6106621splitHere46","public class LoginSuccessEventlistener extends EventListener {  <newline46mondego><newline46mondego>    @Override  <newline46mondego>    public boolean canHandle(Object event) {  <newline46mondego>        return event instanceof AuthenticationFailureBadCredentialsEvent;<newline46mondego>    }  <newline46mondego><newline46mondego>    @Override  <newline46mondego>    public void handle(Object event) {<newline46mondego>AuthenticationFailureBadCredentialsEvent loginFailureEvent = (AuthenticationFailureBadCredentialsEvent) event;<newline46mondego>        Object name = loginFailureEvent.getAuthentication().getPrincipal();<newline46mondego><newline46mondego>        if(principal instanceof org.springframework.security.userdetails.ldap.LdapUserDetailsImpl){<newline46mondego>            out.(<doubleQuotes46>LDAPUser: <doubleQuotes46> + user.getUsername() + <doubleQuotes46> failed login<doubleQuotes46>);<newline46mondego>//do you thing here<newline46mondego>        }<newline46mondego>    }    <newline46mondego>}<newline46mondego>"
"6150splitHere46","6106621splitHere46","<b:bean id=<doubleQuotes46>loginFailureEventListener<doubleQuotes46> class=<doubleQuotes46>com.foo.bar.support.event.LoginFailureEventListener<doubleQuotes46>><newline46mondego>    <b:property name=<doubleQuotes46>eventDispatcher<doubleQuotes46> ref=<doubleQuotes46>eventDispatcher<doubleQuotes46>/><newline46mondego></b:bean><newline46mondego>"
"6151splitHere46","6106621splitHere46","AuthenticationProcessingFilter"
"6152splitHere46","6106621splitHere46","onUnsuccessfulAuthentication"
"6153splitHere46","6106621splitHere46","public class CustomAuthenticationProcessingFilter extends AuthenticationProcessingFilter {<newline46mondego>    private LoginDao loginDao;<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void onSuccessfulAuthentication(HttpServletRequest request, HttpServletResponse response, Authentication authResult) throws IOException {<newline46mondego>        super.onSuccessfulAuthentication(request, response, authResult);    <newline46mondego>        request.getSession().setAttribute(<doubleQuotes46>wrong<doubleQuotes46>, -1); <newline46mondego>    }<newline46mondego><newline46mondego>    protected void onUnsuccessfulAuthentication(HttpServletRequest request, HttpServletResponse response, AuthenticationException authException) throws IOException {<newline46mondego>        super.onUnsuccessfulAuthentication(request, response, authException);<newline46mondego>        String username = (String) authException.getAuthentication().getPrincipal();<newline46mondego>        if(username.length() > 0){<newline46mondego>            Login login = loginDao.read(username);<newline46mondego>            if(login != null){<newline46mondego>                request.getSession().setAttribute(<doubleQuotes46>wrong<doubleQuotes46>, login.getFailedLoginAttempts());<newline46mondego>                request.getSession().setAttribute(<doubleQuotes46>attempts<doubleQuotes46>, Login.MAX_FAILED_LOGIN_ATTEMPTS);<newline46mondego>            }else{<newline46mondego>                request.getSession().setAttribute(<doubleQuotes46>wrong<doubleQuotes46>, 100);<newline46mondego>            }<newline46mondego>        }else{<newline46mondego>            request.getSession().setAttribute(<doubleQuotes46>wrong<doubleQuotes46>, -1);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void setLoginDao(LoginDao loginDao) {<newline46mondego>        this.loginDao = loginDao;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6154splitHere46","6106621splitHere46","<!-- Custom AuthenticationProcessingFilter with Callbacks --><newline46mondego><authentication-manager alias=<doubleQuotes46>authenticationManagerAlias<doubleQuotes46>/><newline46mondego><b:bean id=<doubleQuotes46>authenticationProcessingFilter<doubleQuotes46> name=<doubleQuotes46>authenticationProcessingFilter<doubleQuotes46> class=<doubleQuotes46>com.foo.bat.support.event.CustomAuthenticationProcessingFilter<doubleQuotes46>> <newline46mondego>    <b:property name=<doubleQuotes46>authenticationManager<doubleQuotes46> ref=<doubleQuotes46>authenticationManagerAlias<doubleQuotes46>/><newline46mondego>    <b:property name=<doubleQuotes46>authenticationFailureUrl<doubleQuotes46> value=<doubleQuotes46>/login.do<doubleQuotes46>/><newline46mondego>    <b:property name=<doubleQuotes46>filterProcessesUrl<doubleQuotes46> value=<doubleQuotes46>/j_spring_security_check<doubleQuotes46>/><newline46mondego>    <b:property name=<doubleQuotes46>defaultTargetUrl<doubleQuotes46> value=<doubleQuotes46>/index.html<doubleQuotes46>/><newline46mondego>    <!-- loginDao is a HibernateDao that reads logins an write wrong attempts to DB --><newline46mondego>    <b:property name=<doubleQuotes46>loginDao<doubleQuotes46>><b:ref bean=<doubleQuotes46>loginDao<doubleQuotes46>/></b:property><newline46mondego>    <custom-filter position=<doubleQuotes46>AUTHENTICATION_PROCESSING_FILTER<doubleQuotes46> />          <newline46mondego></b:bean><newline46mondego>"
"6155splitHere46","6106648splitHere46","DefaultListModel"
"6156splitHere46","6106648splitHere46","Vector"
"6157splitHere46","6106648splitHere46","Collections API"
"6158splitHere46","6106648splitHere46","Vector"
"6159splitHere46","6106648splitHere46","List"
"6160splitHere46","6106648splitHere46","/**<newline46mondego> * Removes all components from this list and sets its size to zero.<newline46mondego> * <blockquote><newline46mondego> * <b>Note:</b> Although this method is not deprecated, the preferred<newline46mondego> *    method to use is <code>clear</code>, which implements the <newline46mondego> *    <code>List</code> interface defined in the 1.2 Collections framework.<newline46mondego> * </blockquote><newline46mondego> *<newline46mondego> * @see #clear()<newline46mondego> * @see Vector#removeAllElements()<newline46mondego> */<newline46mondego>"
"6161splitHere46","6106648splitHere46","public void removeAllElements() {<newline46mondego><newline46mondego>        int index1 = delegate.size()-1;<newline46mondego>        delegate.removeAllElements();<newline46mondego><newline46mondego>        if (index1 >= 0) {<newline46mondego>            fireIntervalRemoved(this, 0, index1);<newline46mondego>        }<newline46mondego><newline46mondego>}<newline46mondego>"
"6162splitHere46","6106678splitHere46","for( int i = 0 ; i < 100 || someOtherCondition() ; i++ ) {<newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"6163splitHere46","6107074splitHere46","Collections"
"6164splitHere46","6107074splitHere46","synchronized"
"6165splitHere46","6107074splitHere46","synchronized"
"6166splitHere46","6107074splitHere46","add"
"6167splitHere46","6107203splitHere46","btnDone = new JButton(new CloseFrameAction());<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>private class CloseFrameAction extends AbstractAction<newline46mondego>{<newline46mondego>    public CloseFrameAction()<newline46mondego>    {<newline46mondego>         super(<doubleQuotes46>Done<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent e) <newline46mondego>    {<newline46mondego>        frame.dispose();<newline46mondego>        setEnabled(false);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6168splitHere46","6107316splitHere46","public class ViewMap extends MapActivity<newline46mondego>{<newline46mondego>    MapView mapView;<newline46mondego>    MapController mc,mc1;<newline46mondego>    GeoPoint p,q;<newline46mondego>    double latPoint,latPoint1,lngPoint,lngPoint1;<newline46mondego>    private List<Overlay> mapOverlays;<newline46mondego>    private Projection projection;<newline46mondego>    int fromlatE6,fromlonE6,tolatE6,tolonE6;<newline46mondego><newline46mondego>class MapOverlay extends com.google.android.maps.Overlay<newline46mondego>{<newline46mondego>    public boolean draw(Canvas canvas, MapView mapView,boolean shadow, long when) <newline46mondego>    {<newline46mondego>        super.draw(canvas, mapView, shadow);                   <newline46mondego><newline46mondego>        //---translate the GeoPoint to screen pixels---<newline46mondego>        Point screenPts = new Point();<newline46mondego><newline46mondego>        mapView.getProjection().toPixels(p, screenPts);<newline46mondego>        Bitmap bmp = BitmapFactory.decodeResource(getResources(), R.drawable.pin);<newline46mondego>        canvas.drawBitmap(bmp, screenPts.x, screenPts.y-50, null);   <newline46mondego><newline46mondego>        mapView.getProjection().toPixels(q, screenPts);<newline46mondego>        Bitmap bmp1 = BitmapFactory.decodeResource(getResources(), R.drawable.marker);            <newline46mondego>        canvas.drawBitmap(bmp1, screenPts.x, screenPts.y-50, null);<newline46mondego><newline46mondego>        return true;<newline46mondego>    }  <newline46mondego>} <newline46mondego><newline46mondego>@Override<newline46mondego>public void onCreate(Bundle savedInstanceState)<newline46mondego>{<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.mapview);<newline46mondego><newline46mondego>    latPoint1 = Double.valueOf(RestingSpotProfile.LAT);<newline46mondego>    lngPoint1 = Double.valueOf(RestingSpotProfile.LON);<newline46mondego><newline46mondego>    mapView = (MapView) findViewById(R.id.mapView);<newline46mondego>    LinearLayout zoomLayout = (LinearLayout)findViewById(R.id.zoom);  <newline46mondego>    android.view.View  zoomView = mapView.getZoomControls(); <newline46mondego><newline46mondego>    zoomLayout.addView(zoomView, new LinearLayout.LayoutParams(LayoutParams.WRAP_CONTENT,LayoutParams.WRAP_CONTENT)); <newline46mondego>    mapView.displayZoomControls(true);<newline46mondego><newline46mondego>    mc = mapView.getController();<newline46mondego>    mc1 = mapView.getController();<newline46mondego><newline46mondego>    LocationManager myManager = (LocationManager)getSystemService(Context.LOCATION_SERVICE);<newline46mondego>    if(myManager != null)<newline46mondego>    {<newline46mondego>        String param = (String)myManager.getProviders(true).get(0);<newline46mondego>        Location loc = myManager.getLastKnownLocation(param); <newline46mondego>        if(loc != null)<newline46mondego>        {<newline46mondego>            latPoint = loc.getLatitude();<newline46mondego>            lngPoint = loc.getLongitude();<newline46mondego><newline46mondego>        }<newline46mondego>        else<newline46mondego>                Log.e(<doubleQuotes46>GoogleMaps <doubleQuotes46>,<doubleQuotes46>Error: Location  is null<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    else<newline46mondego>        Log.e(<doubleQuotes46>GoogleMaps <doubleQuotes46>,<doubleQuotes46>Error: Location Manager is null<doubleQuotes46>);<newline46mondego><newline46mondego><newline46mondego>    p = new GeoPoint<newline46mondego>    (<newline46mondego>        (int) (latPoint * 1E6),<newline46mondego>        (int) (lngPoint * 1E6)<newline46mondego>     );<newline46mondego><newline46mondego>    //---Add a location marker---<newline46mondego>    MapOverlay mapOverlay = new MapOverlay();<newline46mondego>    List<Overlay> listOfOverlays = mapView.getOverlays();<newline46mondego>    listOfOverlays.clear();<newline46mondego>    listOfOverlays.add(mapOverlay);  <newline46mondego><newline46mondego>    q = new GeoPoint((int) ((latPoint1 + 2.0)* 1E6), (int) ((lngPoint1 + 2.0)* 1E6));<newline46mondego><newline46mondego>    tolonE6=(int)((latPoint + 2.0)*1e6);<newline46mondego>    tolatE6=(int)((lngPoint + 2.0)*1e6);<newline46mondego><newline46mondego>    mc.animateTo(p);<newline46mondego>    mc.setZoom(9);  <newline46mondego><newline46mondego>  //---Add a location marker---<newline46mondego>    MapOverlay mapOverlay1 = new MapOverlay();<newline46mondego>    List<Overlay> listOfOverlays1 = mapView.getOverlays();<newline46mondego>    listOfOverlays1.clear();<newline46mondego>    listOfOverlays.add(mapOverlay1);  <newline46mondego><newline46mondego>    mapView.invalidate();      <newline46mondego><newline46mondego>    mc1.animateTo(q);<newline46mondego>    mc1.setZoom(17);  <newline46mondego>    mapView.invalidate();    <newline46mondego><newline46mondego>    mapView.invalidate();<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>protected boolean isRouteDisplayed()<newline46mondego>{<newline46mondego>    return false;<newline46mondego>}<newline46mondego><newline46mondego>public class MyOverlay extends Overlay<newline46mondego>{<newline46mondego>    private GeoPoint gp1;<newline46mondego>    private GeoPoint gp2;<newline46mondego><newline46mondego>    public MyOverlay(int fromlatE6,int fromlonE6,int tolatE6,int tologE6) <newline46mondego>    {               <newline46mondego>        int flat=0,flog=0,tlat=0,tlog=0;<newline46mondego>        flat=fromlatE6;<newline46mondego>        flog=fromlonE6;<newline46mondego>        tlat=tolatE6;<newline46mondego>        tlog=tologE6;<newline46mondego><newline46mondego>        gp1 = new GeoPoint(flat,flog);<newline46mondego>        gp2 = new GeoPoint(tlat,tlog);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6169splitHere46","6107400splitHere46","@Transient"
"6170splitHere46","6107400splitHere46","@Column(name=<doubleQuotes46>skills<doubleQuotes46>)<newline46mondego>public String getSkills() {<newline46mondego>    return skills;<newline46mondego>}<newline46mondego><newline46mondego>@Transient<newline46mondego>public int getRowCount() {<newline46mondego>    return rowCount;<newline46mondego>}<newline46mondego>"
"6171splitHere46","6107478splitHere46","Date.toString()"
"6172splitHere46","6107478splitHere46","DateFormat.format()"
"6173splitHere46","6107478splitHere46","public class MyDate extends Date {<newline46mondego>    DateFormat formatter = new SimpleDateFormat(<doubleQuotes46>MM/dd/yy<doubleQuotes46>);<newline46mondego><newline46mondego>    public String toString() {<newline46mondego>        return this.formatter.format(this);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6174splitHere46","6107514splitHere46","\n"
"6175splitHere46","6107514splitHere46","System.getProperty(<doubleQuotes46>line.separator<doubleQuotes46>)"
"6176splitHere46","6107576splitHere46","AnnotationTransactionAspect"
