"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"3332splitHere46","992413splitHere46","ciphertext"
"3333splitHere46","992413splitHere46","iv"
"3334splitHere46","992413splitHere46","SecretKey"
"3335splitHere46","992413splitHere46","/* Decrypt the message, given derived key and initialization vector. */<newline46mondego>Cipher cipher = Cipher.getInstance(<doubleQuotes46>AES/CBC/PKCS5Padding<doubleQuotes46>);<newline46mondego>cipher.init(Cipher.DECRYPT_MODE, secret, new IvParameterSpec(iv));<newline46mondego>String plaintext = new String(cipher.doFinal(ciphertext), <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>System.out.println(plaintext);<newline46mondego>"
"3336splitHere46","992413splitHere46","java.security.InvalidKeyException"
"3337splitHere46","992413splitHere46","${jdk}/jre/lib/security"
"3338splitHere46","992557splitHere46","PowerManager.WakeLock wl = pm.newWakeLock(PowerManager.FULL_WAKE_LOCK, <doubleQuotes46>My Tag<doubleQuotes46>);<newline46mondego>"
"3339splitHere46","992812splitHere46","System.out.println(array);<newline46mondego>"
"3340splitHere46","992812splitHere46","System.out.println(Arrays.toString(array));<newline46mondego>"
"3341splitHere46","992812splitHere46","String"
"3342splitHere46","992812splitHere46","Object.toString"
"3343splitHere46","992876splitHere46","#include<jni.h><newline46mondego>#include<stdio.h><newline46mondego><newline46mondego>int main(int argc, char** argv) {<newline46mondego><newline46mondego>    JavaVM *vm;<newline46mondego>    JNIEnv *env;<newline46mondego>    JavaVMInitArgs vm_args;<newline46mondego>    vm_args.version = JNI_VERSION_1_2;<newline46mondego>    vm_args.nOptions = 0;<newline46mondego>    vm_args.ignoreUnrecognized = 1;<newline46mondego><newline46mondego>    // Construct a VM<newline46mondego>    jint res = JNI_CreateJavaVM(&vm, (void **)&env, &vm_args);<newline46mondego><newline46mondego>    // Construct a String<newline46mondego>    jstring jstr = env->NewStringUTF(<doubleQuotes46>Hello World<doubleQuotes46>);<newline46mondego><newline46mondego>    // First get the class that contains the method you need to call<newline46mondego>    jclass clazz = env->FindClass(<doubleQuotes46>java/lang/String<doubleQuotes46>);<newline46mondego><newline46mondego>    // Get the method that you want to call<newline46mondego>    jmethodID to_lower = env->GetMethodID(clazz, <doubleQuotes46>toLowerCase<doubleQuotes46>,<newline46mondego>                                      <doubleQuotes46>()Ljava/lang/String;<doubleQuotes46>);<newline46mondego>    // Call the method on the object<newline46mondego>    jobject result = env->CallObjectMethod(jstr, to_lower);<newline46mondego><newline46mondego>    // Get a C-style string<newline46mondego>    const char* str = env->GetStringUTFChars((jstring) result, NULL);<newline46mondego><newline46mondego>    printf(<doubleQuotes46>%s\n<doubleQuotes46>, str);<newline46mondego><newline46mondego>    // Clean up<newline46mondego>    env->ReleaseStringUTFChars(jstr, str);<newline46mondego><newline46mondego>    // Shutdown the VM.<newline46mondego>    vm->DestroyJavaVM();<newline46mondego>}<newline46mondego>"
"3344splitHere46","992876splitHere46","g++ -I/usr/lib/jvm/java-6-sun/include \ <newline46mondego>    -I/usr/lib/jvm/java-6-sun/include/linux \ <newline46mondego>    -L/usr/lib/jvm/java-6-sun/jre/lib/i386/server/ -ljvm jnitest.cc<newline46mondego>"
"3345splitHere46","992876splitHere46","str = env->GetStringUTFChars(jstr, NULL);<newline46mondego>if (str == NULL) {<newline46mondego>    return; /* out of memory */<newline46mondego>}<newline46mondego>"
"3346splitHere46","992994splitHere46","Runtime.maxMemory"
"3347splitHere46","992994splitHere46","class MaxMemory {<newline46mondego>    public static void main(String[] args) {<newline46mondego>    	System.out.println(Runtime.getRuntime().maxMemory());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3348splitHere46","992994splitHere46","C:\coobird\>java -Xmx64m MaxMemory<newline46mondego>66650112<newline46mondego><newline46mondego>C:\coobird\>java -Xmx128m MaxMemory<newline46mondego>133234688<newline46mondego>"
"3349splitHere46","993037splitHere46","Class-Path:"
"3350splitHere46","993037splitHere46","<attribute name=<doubleQuotes46>Class-Path<doubleQuotes46> value=<doubleQuotes46>lib/**/*.*<doubleQuotes46>/><newline46mondego>"
"3351splitHere46","993051splitHere46","fullMap"
"3352splitHere46","993051splitHere46","fullMap"
"3353splitHere46","993107splitHere46","spinner.setEditor(new JSpinner.DateEditor(spinner, <doubleQuotes46>dd/MM/yyyy<doubleQuotes46>));<newline46mondego>"
"3354splitHere46","993364splitHere46","JSomething"
"3355splitHere46","993364splitHere46","somethingelse"
"3356splitHere46","993364splitHere46","JSomething"
"3357splitHere46","993364splitHere46","class JSomething {<newline46mondego>    JSomething somethingelse;<newline46mondego>}<newline46mondego>"
"3358splitHere46","993364splitHere46","JSomething"
"3359splitHere46","993364splitHere46","somethingelse"
"3360splitHere46","993364splitHere46","JSomething"
"3361splitHere46","993364splitHere46","JSomething something = new JSomething().somethingelse;<newline46mondego>"
"3362splitHere46","993364splitHere46","StringBuilder.append"
"3363splitHere46","993364splitHere46","StringBuilder"
"3364splitHere46","993364splitHere46","StringBuilder sb = new StringBuilder(<doubleQuotes46>Hello<doubleQuotes46>).append(<doubleQuotes46>World!<doubleQuotes46>);<newline46mondego>"
"3365splitHere46","993368splitHere46","viewvector = <x, y, z><newline46mondego><newline46mondego>r = sqrt(x² + y² + z²)<newline46mondego>phi = arctan2(y, x)<newline46mondego>theta = arccos(z / r)<newline46mondego>"
"3366splitHere46","993641splitHere46","<uses-permission android:name=<doubleQuotes46>android.permission.WAKE_LOCK<doubleQuotes46> /><newline46mondego>"
"3367splitHere46","993641splitHere46","final PowerManager pm = (PowerManager) getSystemService(Context.POWER_SERVICE);<newline46mondego>"
"3368splitHere46","994116splitHere46","DELETE from emails WHERE emali.user_id=userid AND email NOT IN(...list of emails from the form...)<newline46mondego>"
"3369splitHere46","994116splitHere46","//List of mails in db.<newline46mondego>ArrayList<String> emailsInDB = getAllMailsFromDB(user);<newline46mondego><newline46mondego>//Iterates all emails gotten from the form.<newline46mondego>for (String email : emailsInForm) {<newline46mondego>  if (!emailsInDB.contains(email) {<newline46mondego>    //New mail! Add it in the db!<newline46mondego>    db.insertMail(email, user);<newline46mondego>}<newline46mondego>"
"3370splitHere46","994188splitHere46","String stored_report = selenium.getBodyText();<newline46mondego><newline46mondego>File f = new File(<doubleQuotes46>C:/folder/<doubleQuotes46> + <doubleQuotes46>report<doubleQuotes46> + <doubleQuotes46>.html<doubleQuotes46>);<newline46mondego>FileWriter writer = new FileWriter(f,true);<newline46mondego>writer.write(stored_report);<newline46mondego>System.out.println(<doubleQuotes46>Report Created is in Location : <doubleQuotes46> + f.getAbsolutePath())<newline46mondego>writer.close();<newline46mondego>"
"3371splitHere46","994228splitHere46","@Entity public class Author {<newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>author<doubleQuotes46>)<newline46mondego>    public List<Book> getBooks() {<newline46mondego>        return books;<newline46mondego>    }<newline46mondego>...<newline46mondego>}<newline46mondego><newline46mondego>@Entity public class Book {<newline46mondego>    public String getName() {<newline46mondego>        return bookName;<newline46mondego>    }<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    public Author getAuthor() {<newline46mondego>        return author;<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"3372splitHere46","994228splitHere46","List<Author> myAuthors = new ArrayList<Author>();<newline46mondego><newline46mondego>//iterate like so<newline46mondego>for(Author author: myAuthors) {<newline46mondego>   //do something with current author<newline46mondego>}<newline46mondego><newline46mondego>//or just grab 1<newline46mondego>Author firstAuthor = myAuthors.get(0);<newline46mondego>"
"3373splitHere46","994293splitHere46","SetConsoleTitle"
"3374splitHere46","994293splitHere46","class ChangeTitle {<newline46mondego><newline46mondego>    private static native void setTitle(String s);<newline46mondego><newline46mondego>    static {<newline46mondego>    	System.loadLibrary(<doubleQuotes46>ChangeTitle<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego><newline46mondego>    	for (int i = 0; i < 5; i++) {<newline46mondego>    		String title = <doubleQuotes46>Hello! <doubleQuotes46> + i;<newline46mondego>    		System.out.println(<doubleQuotes46>Setting title to: <doubleQuotes46> + title);<newline46mondego>    		setTitle(title);<newline46mondego>    		Thread.sleep(1000);<newline46mondego>    	}<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3375splitHere46","994293splitHere46","setTitle"
"3376splitHere46","994293splitHere46","ChangeTitle"
"3377splitHere46","994293splitHere46","ChangeTitle.class"
"3378splitHere46","994293splitHere46","javah"
"3379splitHere46","994293splitHere46","javah"
"3380splitHere46","994293splitHere46","ChangeTitle.h"
"3381splitHere46","994293splitHere46","/* DO NOT EDIT THIS FILE - it is machine generated */<newline46mondego>#include <jni.h><newline46mondego>/* Header for class ChangeTitle */<newline46mondego><newline46mondego>#ifndef _Included_ChangeTitle<newline46mondego>#define _Included_ChangeTitle<newline46mondego>#ifdef __cplusplus<newline46mondego>extern <doubleQuotes46>C<doubleQuotes46> {<newline46mondego>#endif<newline46mondego>/*<newline46mondego> * Class:     ChangeTitle<newline46mondego> * Method:    setTitle<newline46mondego> * Signature: (Ljava/lang/String;)V<newline46mondego> */<newline46mondego>JNIEXPORT void JNICALL Java_ChangeTitle_setTitle<newline46mondego>  (JNIEnv *, jclass, jstring);<newline46mondego><newline46mondego>#ifdef __cplusplus<newline46mondego>}<newline46mondego>#endif<newline46mondego>#endif<newline46mondego>"
"3382splitHere46","994293splitHere46","ChangeTitle.c"
"3383splitHere46","994293splitHere46","#include <windows.h><newline46mondego>#include <stdio.h><newline46mondego>#include <conio.h><newline46mondego>#include <jni.h><newline46mondego>#include <doubleQuotes46>ChangeTitle.h<doubleQuotes46><newline46mondego><newline46mondego>JNIEXPORT void JNICALL<newline46mondego>Java_ChangeTitle_setTitle(JNIEnv* env, jclass c, jstring s) {<newline46mondego>    const jbyte *str;<newline46mondego>    str = (*env)->GetStringUTFChars(env, s, NULL);<newline46mondego><newline46mondego>    SetConsoleTitle(str);<newline46mondego><newline46mondego>    (*env)->ReleaseStringUTFChars(env, s, str);<newline46mondego>};<newline46mondego>"
"3384splitHere46","994293splitHere46","String"
"3385splitHere46","994293splitHere46","SetConsoleTitle"
"3386splitHere46","994293splitHere46","SetConsoleTitle"
"3387splitHere46","994293splitHere46","SetConsoleTitle"
"3388splitHere46","994293splitHere46","SetConsoleTitle"
"3389splitHere46","994293splitHere46","UnsatisfiedLinkError"
"3390splitHere46","994293splitHere46","mingw.org"
"3391splitHere46","994304splitHere46","java.lang.System.getProperty(<doubleQuotes46>os.arch<doubleQuotes46>)"
"3392splitHere46","994345splitHere46","setTitle"
"3393splitHere46","994583splitHere46","@Controller<newline46mondego>@RequestMapping(<doubleQuotes46>/FileUploadController<doubleQuotes46>)<newline46mondego>public class FileUploadController {<newline46mondego><newline46mondego>    @RequestMapping(method = RequestMethod.POST)<newline46mondego>    protected ModelAndView onSubmit(HttpServletRequest request) throws Exception{<newline46mondego>        FileItemFactory factory = new DiskFileItemFactory();<newline46mondego>        ServletFileUpload upload = new ServletFileUpload(factory);<newline46mondego>        List<FileItem> /* FileItem */ items = upload.parseRequest(request);<newline46mondego><newline46mondego>        for (FileItem fileItem : items) {<newline46mondego>            if (fileItem.isFormField()) {<newline46mondego>//                processFormField(fileItem);<newline46mondego>            } else {<newline46mondego>                File uploadedFile = new File(<doubleQuotes46>/tmp/junk/<doubleQuotes46> + fileItem.getName());<newline46mondego>                fileItem.write(uploadedFile);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return new ModelAndView(<doubleQuotes46>index<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3394splitHere46","994721splitHere46","tabFolder.addSelectionListener(new SelectionAdapter() {<newline46mondego>  public void widgetSelected(org.eclipse.swt.events.SelectionEvent event) {<newline46mondego>    tabFolder.getSelection()[0]; // This should be your TabItem/CTabItem<newline46mondego>  }<newline46mondego>});<newline46mondego>"
"3395splitHere46","994721splitHere46","yourJTabbedPaneVariableName.getSelectedIndex()<newline46mondego>"
"3396splitHere46","994758splitHere46","System.exit(code)."
"3397splitHere46","995417splitHere46","IWidget widget = UIFactory.createFor(myObject.getType())<newline46mondego>"
"3398splitHere46","995417splitHere46","validateData()<newline46mondego>refreshData()<newline46mondego>setDataElement(IDataElement element)<newline46mondego>"
"3399splitHere46","995522splitHere46","obj == this"
"3400splitHere46","995522splitHere46","Collection"
"3401splitHere46","995522splitHere46","Iterable"
"3402splitHere46","995522splitHere46","instanceof"
"3403splitHere46","995522splitHere46","hasNext"
"3404splitHere46","995522splitHere46","false"
"3405splitHere46","995526splitHere46","interface: Controller<newline46mondego>abstract classes: AbstractController, AbstractCommandController, <newline46mondego>                  SimpleFormController, MultiActionController<newline46mondego>"
"3406splitHere46","995526splitHere46","my/package/UserAccountManager<newline46mondego>my/package/impl/UserAccountManagerImpl<newline46mondego>"
"3407splitHere46","995534splitHere46","Operation*"
"3408splitHere46","995534splitHere46","for (Operation op : ops) {<newline46mondego>   op.process();<newline46mondego>}<newline46mondego>"
"3409splitHere46","995614splitHere46","2009/06/15 07:24:12:484 INFO C.a: Running C:\Program Files\Java\jre6\bin\javaw.exe<newline46mondego>  -classpath<newline46mondego>  C:\Documents and Settings\user\Application Data\bang\code\config.jar;C:\Documents and Settings\usere\Application Data\bang\code\bang-config.jar;C:\Documents and Settings\user\Application Data\bang\code\bang-pcode.jar;C:\Documents and Settings\user\Application Data\bang\code\lwjgl.jar;C:\Documents and Settings\user\Application Data\bang\code\lwjgl_util.jar;C:\Documents and Settings\user\Application Data\bang\code\commons-beanutils.jar;C:\Documents and Settings\user\Application Data\bang\code\commons-digester.jar;C:\Documents and Settings\user\Application Data\bang\code\commons-logging.jar<newline46mondego>  -Xmx256M<newline46mondego>  -Djava.library.path=C:\Documents and Settings\user\Application Data\bang/native<newline46mondego>  -Dappdir=C:\Documents and Settings\user\Application Data\bang<newline46mondego>  -Dresource_dir=C:\Documents and Settings\user\Application Data\bang/rsrc<newline46mondego>  com.threerings.bang.client.BangApp<newline46mondego>"
"3410splitHere46","995720splitHere46","keytab"
"3411splitHere46","995720splitHere46","loginAndAction(<doubleQuotes46>anything<doubleQuotes46>, action)<newline46mondego>"
"3412splitHere46","995720splitHere46","//jaas-krb5.conf<newline46mondego>anything {<newline46mondego>    com.sun.security.auth.module.Krb5LoginModule required<newline46mondego>    useKeyTab=true<newline46mondego>    storeKey=true<newline46mondego>    doNotPrompt=true<newline46mondego>    keyTab=<doubleQuotes46>/home/myusr/my-server.keytab<doubleQuotes46><newline46mondego>    principal=<doubleQuotes46>myserv/mymachine.some.domain<doubleQuotes46>;<newline46mondego>};<newline46mondego>"
"3413splitHere46","995720splitHere46","doNotPrompt=true"
"3414splitHere46","995993splitHere46","weblogic.jar"
"3415splitHere46","996057splitHere46","Set"
"3416splitHere46","996057splitHere46","public void stripDuplicatesFromFile(String filename) {<newline46mondego>    BufferedReader reader = new BufferedReader(new FileReader(filename));<newline46mondego>    Set<String> lines = new HashSet<String>(10000); // maybe should be bigger<newline46mondego>    String line;<newline46mondego>    while ((line = reader.readLine()) != null) {<newline46mondego>        lines.add(line);<newline46mondego>    }<newline46mondego>    reader.close();<newline46mondego>    BufferedWriter writer = new BufferedWriter(new FileWriter(filename));<newline46mondego>    for (String unique : lines) {<newline46mondego>        writer.write(unique);<newline46mondego>        writer.newLine();<newline46mondego>    }<newline46mondego>    writer.close();<newline46mondego>}<newline46mondego>"
"3417splitHere46","996057splitHere46","LinkedHashSet"
"3418splitHere46","996057splitHere46","HashSet"
"3419splitHere46","996057splitHere46","HashSet"
"3420splitHere46","996057splitHere46","LinkedHashSet"
"3421splitHere46","996130splitHere46","/AAA/XXX/following::*<newline46mondego>"
"3422splitHere46","996130splitHere46","/AAA/BBB/following-sibling::*<newline46mondego>"
"3423splitHere46","996154splitHere46","List<Integer> ints = new ArrayList<Integer>();<newline46mondego>ints.add(3); // 3 is autoboxed into Integer.valueOf(3)<newline46mondego>"
"3424splitHere46","996341splitHere46","anInputValue"
"3425splitHere46","996530splitHere46","<servlet><newline46mondego>	<servlet-name>My File Servlet</servlet-name><newline46mondego>	<servlet-class>my.package.FileServlet</servlet-class><newline46mondego>	<load-on-startup>0</load-on-startup><newline46mondego></servlet><newline46mondego><newline46mondego><servlet-mapping><newline46mondego>	<servlet-name>My File Servlet</servlet-name><newline46mondego>	<url-pattern>/upload/*</url-pattern><newline46mondego></servlet-mapping><newline46mondego>"
"3426splitHere46","996537splitHere46","val g: UndirectedGraph[String, DefaultEdge] = new SimpleGraph[String, DefaultEdge](classOf[DefaultEdge])<newline46mondego>"
"3427splitHere46","996537splitHere46","val g: UndirectedGraph[String, DefaultEdge] = new SimpleGraph(classOf[DefaultEdge])<newline46mondego>"
"3428splitHere46","996537splitHere46","object SimpleGraph {<newline46mondego>  import scala.reflect.Manifest<newline46mondego>  def apply[T, E]()(implicit mfst : Manifest[E]) = new SimpleGraph[T,E](mfst.erasure.asInstanceOf[Class[_ <: E]])<newline46mondego>}<newline46mondego>"
"3429splitHere46","996537splitHere46","val g = SimpleGraph[String, DefaultEdge]()<newline46mondego>"
"3430splitHere46","996537splitHere46","val g: UndirectedGraph[String, DefaultEdge] = SimpleGraph()<newline46mondego>"
"3431splitHere46","996578splitHere46","Console"
"3432splitHere46","996578splitHere46","System.console"
"3433splitHere46","996578splitHere46","null"
"3434splitHere46","996578splitHere46","System.console"
"3435splitHere46","996578splitHere46","Console"
"3436splitHere46","996578splitHere46","null"
"3437splitHere46","996578splitHere46","null"
"3438splitHere46","996578splitHere46","Console"
"3439splitHere46","996578splitHere46","NullPointerException"
"3440splitHere46","996578splitHere46","Console"
"3441splitHere46","996578splitHere46","Console c = System.console();<newline46mondego><newline46mondego>if (c == null) {<newline46mondego>    System.out.println(<doubleQuotes46>No console available<doubleQuotes46>);<newline46mondego>} else {<newline46mondego>    // Use the returned Console.<newline46mondego>}<newline46mondego>"
"3442splitHere46","996934splitHere46","public interface SomeRelatedInterface<T> {  <newline46mondego>    T doSomethingRelated(SomeInterface<T> relative);<newline46mondego>}<newline46mondego>"
"3443splitHere46","997495splitHere46","SchemeRegistry schemeRegistry = new SchemeRegistry ();<newline46mondego><newline46mondego>schemeRegistry.register (new Scheme (<doubleQuotes46>http<doubleQuotes46>,<newline46mondego>    PlainSocketFactory.getSocketFactory (), 80));<newline46mondego>schemeRegistry.register (new Scheme (<doubleQuotes46>https<doubleQuotes46>,<newline46mondego>    new CustomSSLSocketFactory (), 443));<newline46mondego><newline46mondego>ThreadSafeClientConnManager cm = new ThreadSafeClientConnManager (<newline46mondego>    params, schemeRegistry);<newline46mondego><newline46mondego><newline46mondego>return new DefaultHttpClient (cm, params);<newline46mondego>"
"3444splitHere46","997495splitHere46","public class CustomSSLSocketFactory extends org.apache.http.conn.ssl.SSLSocketFactory<newline46mondego>{<newline46mondego>private SSLSocketFactory FACTORY = HttpsURLConnection.getDefaultSSLSocketFactory ();<newline46mondego><newline46mondego>public CustomSSLSocketFactory ()<newline46mondego>    {<newline46mondego>    super(null);<newline46mondego>    try<newline46mondego>        {<newline46mondego>        SSLContext context = SSLContext.getInstance (<doubleQuotes46>TLS<doubleQuotes46>);<newline46mondego>        TrustManager[] tm = new TrustManager[] { new FullX509TrustManager () };<newline46mondego>        context.init (null, tm, new SecureRandom ());<newline46mondego><newline46mondego>        FACTORY = context.getSocketFactory ();<newline46mondego>        }<newline46mondego>    catch (Exception e)<newline46mondego>        {<newline46mondego>        e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>public Socket createSocket() throws IOException<newline46mondego>{<newline46mondego>    return FACTORY.createSocket();<newline46mondego>}<newline46mondego><newline46mondego> // TODO: add other methods like createSocket() and getDefaultCipherSuites().<newline46mondego> // Hint: they all just make a call to member FACTORY <newline46mondego>}<newline46mondego>"
"3445splitHere46","997524splitHere46","<doubleQuotes46><doubleQuotes46>"
"3446splitHere46","997524splitHere46","maven.scm.cvs.java.ssh.passphrase"
"3447splitHere46","997524splitHere46","scm:status"
"3448splitHere46","997524splitHere46","mvn scm:status -Dmaven.scm.cvs.java.ssh.passphrase=<my passphrase><newline46mondego>"
"3449splitHere46","997835splitHere46","autoCreateRowSorter"
"3450splitHere46","997835splitHere46","sorter = new TableRowSorter<MyTableModel>(m);<newline46mondego>table.setRowSorter(sorter);<newline46mondego>sorter.setSortsOnUpdates(true);<newline46mondego>"
"3451splitHere46","997835splitHere46","fireTableCellUpdated"
"3452splitHere46","997835splitHere46","fireTableRowsUpdated"
"3453splitHere46","997835splitHere46","fireTableCellUpdated(row, col);<newline46mondego>"
"3454splitHere46","997835splitHere46","fireTableRowsUpdated(0, data.size() - 1);<newline46mondego>"
"3455splitHere46","998076splitHere46","<c:forEach items=<doubleQuotes46>#{bookTok.orderedStuff}<doubleQuotes46> var=<doubleQuotes46>a<doubleQuotes46>><newline46mondego>"
"3456splitHere46","998399splitHere46","<Context ...><newline46mondego>  ...<newline46mondego>  <Environment name=<doubleQuotes46>maxExemptions<doubleQuotes46> value=<doubleQuotes46>10<doubleQuotes46><newline46mondego>         type=<doubleQuotes46>java.lang.Integer<doubleQuotes46> override=<doubleQuotes46>false<doubleQuotes46>/><newline46mondego>  ...<newline46mondego></Context><newline46mondego>"
"3457splitHere46","998399splitHere46","<env-entry><newline46mondego>  <env-entry-name>maxExemptions</param-name><newline46mondego>  <env-entry-type>java.lang.Integer</env-entry-type><newline46mondego></env-entry><newline46mondego>"
"3458splitHere46","998399splitHere46","private final Object lock = new Object();<newline46mondego>...<newline46mondego>synchronized (lock) {<newline46mondego>    Context initCtx = new InitialContext();<newline46mondego>    Context envCtx = initCtx.lookup(<doubleQuotes46>java:comp/env<doubleQuotes46>);<newline46mondego>    Integer maxExemptions = (Integer) envCtx.lookup(<doubleQuotes46>maxExemptions<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"3459splitHere46","998399splitHere46","<jndi-lookup />"
"3460splitHere46","998399splitHere46","<bean id=<doubleQuotes46>someBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>maxExemptions<doubleQuotes46>><newline46mondego>        <jndi-lookup jndi-name=<doubleQuotes46>xxx<doubleQuotes46> /><newline46mondego>    </property><newline46mondego></bean><newline46mondego>"
"3461splitHere46","998437splitHere46","Serializable"
"3462splitHere46","998437splitHere46","ObjectOutputStream"
"3463splitHere46","998437splitHere46","ByteArrayOutputStream"
"3464splitHere46","998942splitHere46","serialVersionUID"
"3465splitHere46","998942splitHere46","serialver"
"3466splitHere46","998942splitHere46","serialVersionUID"
"3467splitHere46","999191splitHere46","SimpleDateFormat parserSDF=new SimpleDateFormat(<doubleQuotes46>EEE MMM d HH:mm:ss zzz yyyy<doubleQuotes46>);<newline46mondego>"
"3468splitHere46","999422splitHere46","=="
"3469splitHere46","999422splitHere46","System.out.println(1.00000001f == 1.00000002f);<newline46mondego>System.out.println(200000.99f - 0.50f);<newline46mondego>"
"3470splitHere46","999422splitHere46","true<newline46mondego>200000.48<newline46mondego>"
"3471splitHere46","999422splitHere46","DECIMAL"
"3472splitHere46","999422splitHere46","CURRENCY"
"3473splitHere46","999422splitHere46","DECIMAL"
"3474splitHere46","999422splitHere46","NUMERIC"
"3475splitHere46","999422splitHere46","NUMERIC"
"3476splitHere46","999422splitHere46","DECIMAL"
"3477splitHere46","999548splitHere46","http://maps.google.com/staticmap?center=40,26&zoom=1&size=150x112&maptype=satellite&key=ABQIAAAAgb5KEVTm54vkPcAkU9xOvBR30EG5jFWfUzfYJTWEkWk2p04CHxTGDNV791-cU95kOnweeZ0SsURYSA&format=jpg<newline46mondego>"
"3478splitHere46","999674splitHere46","System"
"3479splitHere46","999674splitHere46","out"
"3480splitHere46","999674splitHere46","System.out"
"3481splitHere46","999674splitHere46","println(<doubleQuotes46>blah<doubleQuotes46>)"
"3482splitHere46","999674splitHere46","System.out"
"3483splitHere46","999674splitHere46","println()"
"3484splitHere46","999687splitHere46","<application version=<doubleQuotes46>5<doubleQuotes46> xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>                         xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>                         xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee  http://java.sun.com/xml/ns/javaee/application_5.xsd<doubleQuotes46>><newline46mondego>"
"3485splitHere46","999687splitHere46","<web-app version=<doubleQuotes46>2.5<doubleQuotes46> xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>                        xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>                        xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd<doubleQuotes46>><newline46mondego>"
"3486splitHere46","999687splitHere46","<ejb-jar id=<doubleQuotes46>ejb-jar_ID<doubleQuotes46> version=<doubleQuotes46>3.0<doubleQuotes46> <newline46mondego>            xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46> <newline46mondego>            xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> <newline46mondego>            xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/ejb-jar_3_0.xsd<doubleQuotes46>><newline46mondego>"
"3487splitHere46","999797splitHere46","boolean canExecute();<newline46mondego>boolean canRead();<newline46mondego>boolean canWrite();<newline46mondego>boolean exists();<newline46mondego>boolean isFile();<newline46mondego>boolean isDirectory();<newline46mondego>"
"3488splitHere46","1000315splitHere46","field.getType()"
"3489splitHere46","1000545splitHere46","JList"
"3490splitHere46","1000545splitHere46","getScrollableUnitIncrement(Rectangle, int, int)"
"3491splitHere46","1000545splitHere46","getScrollableBlockIncrement(Rectangle, int, int)"
