"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"6198splitHere46","4024912splitHere46","package mypackage;<newline46mondego>import org.hibernate.id.IdentifierGenerator;<newline46mondego>import org.hibernate.engine.SessionImplementor;<newline46mondego>import org.hibernate.HibernateException;<newline46mondego><newline46mondego>import java.io.Serializable;<newline46mondego>import java.security.SecureRandom;<newline46mondego>import java.util.UUID;<newline46mondego><newline46mondego>public class RandomIdentifierGenerator implements IdentifierGenerator {<newline46mondego><newline46mondego>  private final static SecureRandom sr = new SecureRandom();<newline46mondego><newline46mondego>  public Serializable generate(SessionImplementor sessionImplementor, Object o) throws HibernateException {<newline46mondego>    long val = sr.nextLong();<newline46mondego>    return Long.toString(Math.abs(val), Character.MAX_RADIX);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6199splitHere46","4024912splitHere46","IdentitfierGenerator"
"6200splitHere46","4024912splitHere46","generator"
"6201splitHere46","4024912splitHere46","mypackage.RandomIdentifierGenerator"
"6202splitHere46","4024969splitHere46","ClassLoader"
"6203splitHere46","4024969splitHere46","public static Method getMethod(final StackTraceElement stackTraceElement) throws Exception {<newline46mondego>    final String stackTraceClassName = stackTraceElement.getClassName();<newline46mondego>    final String stackTraceMethodName = stackTraceElement.getMethodName();<newline46mondego>    final int stackTraceLineNumber = stackTraceElement.getLineNumber();<newline46mondego>    Class<?> stackTraceClass = Class.forName(stackTraceClassName);<newline46mondego><newline46mondego>    // I am only using AtomicReference as a container to dump a String into, feel free to ignore it for now<newline46mondego>    final AtomicReference<String> methodDescriptorReference = new AtomicReference<String>();<newline46mondego><newline46mondego>    String classFileResourceName = <doubleQuotes46>/<doubleQuotes46> + stackTraceClassName.replaceAll(<doubleQuotes46>\\.<doubleQuotes46>, <doubleQuotes46>/<doubleQuotes46>) + <doubleQuotes46>.class<doubleQuotes46>;<newline46mondego>    InputStream classFileStream = stackTraceClass.getResourceAsStream(classFileResourceName);<newline46mondego><newline46mondego>    if (classFileStream == null) {<newline46mondego>        throw new RuntimeException(<doubleQuotes46>Could not acquire the class file containing for the calling class<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    try {<newline46mondego>        ClassReader classReader = new ClassReader(classFileStream);<newline46mondego>        classReader.accept(<newline46mondego>                new EmptyVisitor() {<newline46mondego>                    @Override<newline46mondego>                    public MethodVisitor visitMethod(int access, final String name, final String desc, String signature, String[] exceptions) {<newline46mondego>                        if (!name.equals(stackTraceMethodName)) {<newline46mondego>                            return null;<newline46mondego>                        }<newline46mondego><newline46mondego>                        return new EmptyVisitor() {<newline46mondego>                            @Override<newline46mondego>                            public void visitLineNumber(int line, Label start) {<newline46mondego>                                if (line == stackTraceLineNumber) {<newline46mondego>                                    methodDescriptorReference.set(desc);<newline46mondego>                                }<newline46mondego>                            }<newline46mondego>                        };<newline46mondego>                    }<newline46mondego>                },<newline46mondego>                0<newline46mondego>            );<newline46mondego>    } finally {<newline46mondego>        classFileStream.close();<newline46mondego>    }<newline46mondego><newline46mondego>    String methodDescriptor = methodDescriptorReference.get();<newline46mondego><newline46mondego>    if (methodDescriptor == null) {<newline46mondego>        throw new RuntimeException(<doubleQuotes46>Could not find line <doubleQuotes46> + stackTraceLineNumber);<newline46mondego>    }<newline46mondego><newline46mondego>    for (Method method : stackTraceClass.getMethods()) {<newline46mondego>        if (stackTraceMethodName.equals(method.getName()) && methodDescriptor.equals(Type.getMethodDescriptor(method))) {<newline46mondego>            return method;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    throw new RuntimeException(<doubleQuotes46>Could not find the calling method<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6204splitHere46","4025018splitHere46","a + (b  * c) / ( d - e )<newline46mondego>"
"6205splitHere46","4025018splitHere46","*"
"6206splitHere46","4025018splitHere46","/"
"6207splitHere46","4025018splitHere46","a<newline46mondego>      b<newline46mondego>      c<newline46mondego>    *<newline46mondego>      d<newline46mondego>      e<newline46mondego>    -<newline46mondego>  /<newline46mondego>+<newline46mondego>"
"6208splitHere46","4025018splitHere46","public class Precedence <newline46mondego>{<newline46mondego>    private static int a()<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>a<doubleQuotes46>);<newline46mondego>        return 1;<newline46mondego>    }   <newline46mondego>    private static int b()<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>b<doubleQuotes46>);<newline46mondego>        return 2;<newline46mondego>    }<newline46mondego>    private static int c()<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>c<doubleQuotes46>);<newline46mondego>        return 3;<newline46mondego>    }<newline46mondego>    private static int d()<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>d<doubleQuotes46>);<newline46mondego>        return 4;<newline46mondego>    }<newline46mondego>    private static int e()<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>e<doubleQuotes46>);<newline46mondego>        return 5;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) <newline46mondego>    {<newline46mondego>        int x = a() + b() * c() / (d() - e());<newline46mondego>        System.out.println(x);<newline46mondego>    } <newline46mondego>}<newline46mondego>"
"6209splitHere46","4025018splitHere46","a<newline46mondego>b<newline46mondego>c<newline46mondego>d<newline46mondego>e<newline46mondego>-5<newline46mondego>"
"6210splitHere46","4025022splitHere46","URL url = new URL( <doubleQuotes46>http://google.com/<doubleQuotes46> );<newline46mondego>HttpURLConnection httpConn =  (HttpURLConnection)url.openConnection();<newline46mondego>httpConn.setInstanceFollowRedirects( false );<newline46mondego>httpConn.setRequestMethod( <doubleQuotes46>HEAD<doubleQuotes46> ); <newline46mondego>httpConn.connect();<newline46mondego><newline46mondego>System.out.println( <doubleQuotes46>google.com : <doubleQuotes46> + httpConn.getResponseCode());<newline46mondego>"
"6211splitHere46","4025022splitHere46","URL url = new URL( <doubleQuotes46>http://google.com:666/<doubleQuotes46> );<newline46mondego>HttpURLConnection httpConn =  (HttpURLConnection)url.openConnection();<newline46mondego>httpConn.setInstanceFollowRedirects( false );<newline46mondego>httpConn.setRequestMethod( <doubleQuotes46>HEAD<doubleQuotes46> ); <newline46mondego>try{<newline46mondego>    httpConn.connect();<newline46mondego>     System.out.println( <doubleQuotes46>google.com : <doubleQuotes46> + httpConn.getResponseCode());<newline46mondego>}catch(java.net.ConnectException e){<newline46mondego>     System.out.println( <doubleQuotes46>google.com:666 is down <doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6212splitHere46","4025245splitHere46","EDU.oswego.cs.dl.util.concurrent"
"6213splitHere46","4025382splitHere46","<c:import>"
"6214splitHere46","4025382splitHere46","<jsp:include>"
"6215splitHere46","4025421splitHere46","pack()"
"6216splitHere46","4025421splitHere46","pack()"
"6217splitHere46","4025421splitHere46","frame.setPreferredSize(frame.getSize()); // store the current size to restore it after packing.<newline46mondego>frame.setSize(frame.getWidth() + 1, frame.getHeight()); // resize it!!<newline46mondego>frame.pack();<newline46mondego>"
"6218splitHere46","4025422splitHere46","src/com.android.gesture.builder"
"6219splitHere46","4025422splitHere46","com.android.gestureNEW.builder"
"6220splitHere46","4025422splitHere46","<manifest>"
"6221splitHere46","4025422splitHere46","com.android.gestureNEW.builder"
"6222splitHere46","4025459splitHere46","public class DialogTest {<newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        final JFrame frame = new JFrame(<doubleQuotes46>Frame<doubleQuotes46>);<newline46mondego>        JTextField field = new JTextField(<doubleQuotes46>Click me to open dialog!<doubleQuotes46>);<newline46mondego>        field.addMouseListener(new MouseAdapter() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void mousePressed(MouseEvent e) {<newline46mondego>                JTextField f = (JTextField) e.getSource();<newline46mondego>                Point l = f.getLocationOnScreen();<newline46mondego><newline46mondego>                JDialog d = new JDialog(frame, <doubleQuotes46>Dialog<doubleQuotes46>, true);<newline46mondego>                d.setLocation(l.x, l.y + f.getHeight());<newline46mondego>                d.setSize(200, 200);<newline46mondego>                d.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>        frame.add(field);<newline46mondego><newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setSize(200, 100);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6223splitHere46","4025504splitHere46","actionPerformed"
"6224splitHere46","4025504splitHere46","ActionEvent"
"6225splitHere46","4025578splitHere46","CREATE TABLE t<newline46mondego>  ( a NUMBER(2)<newline46mondego>  );<newline46mondego>INSERT INTO t VALUES<newline46mondego>  (10.2<newline46mondego>  );<newline46mondego>SELECT * FROM t;<newline46mondego>"
"6226splitHere46","4025606splitHere46","SessionSynchronization"
"6227splitHere46","4025661splitHere46","userPassword"
"6228splitHere46","4025719splitHere46","HashMultimap"
"6229splitHere46","4025719splitHere46","SetMultimap"
"6230splitHere46","4025719splitHere46","hmm.get(ky)"
"6231splitHere46","4025719splitHere46","Set"
"6232splitHere46","4025719splitHere46","Set"
"6233splitHere46","4025719splitHere46","instanceof"
"6234splitHere46","4025719splitHere46","Multimap"
"6235splitHere46","4025719splitHere46","HashMap"
"6236splitHere46","4025719splitHere46","HashMultimap hmm = HashMultimap.create();<newline46mondego>    HashMultimap hmm2 = HashMultimap.create();<newline46mondego>    Element ele = new Element();<newline46mondego>    hmm2.put(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>Amit<doubleQuotes46>);<newline46mondego>    hmm.put(<doubleQuotes46>Amit<doubleQuotes46>, ele);<newline46mondego>    hmm.put(<doubleQuotes46>rohit<doubleQuotes46>, hmm2);<newline46mondego>    Iterator itr = hmm.keys().iterator();<newline46mondego>    String ky = (String) itr.next();<newline46mondego><newline46mondego>    Set elements = hmm.get(ky);<newline46mondego>    Iterator elementsItr = elements.iterator();<newline46mondego>    Object val = elementsItr.next();<newline46mondego>    if (val instanceof Element) {<newline46mondego>        doElementStuff((Element) val);<newline46mondego>    }<newline46mondego><newline46mondego>    ky = (String) itr.next();<newline46mondego>    elements = hmm.get(ky);<newline46mondego>    elementsItr = elements.iterator();<newline46mondego>    val = elementsItr.next();<newline46mondego>    if (val instanceof Element) {<newline46mondego>        doElementStuff((Element) val);<newline46mondego>    }<newline46mondego>"
"6237splitHere46","4025719splitHere46","get()"
"6238splitHere46","4025719splitHere46","HashMultimap"
"6239splitHere46","4025719splitHere46","Set"
"6240splitHere46","4025727splitHere46","/**<newline46mondego> * Simple demo of extending a HashMap<newline46mondego> */<newline46mondego>public class TokenizedStringHashMap extends HashMap<String, String> {<newline46mondego><newline46mondego>  void putAll(String tokenizedString, String delimiter) {<newline46mondego>    String[] nameValues = tokenizedString.split(delimiter);<newline46mondego>    for (String nameValue : nameValues) {<newline46mondego>      String[] pair = nameValue.split(<doubleQuotes46>=<doubleQuotes46>);<newline46mondego>      if (pair.length == 1) {<newline46mondego>        // Duplicate the key name if there is only one value<newline46mondego>        put(pair[0], pair[0]);<newline46mondego>      } else {<newline46mondego>        put(pair[0], pair[1]);<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    TokenizedStringHashMap example = new TokenizedStringHashMap();<newline46mondego><newline46mondego>    example.putAll(<doubleQuotes46>a=1&b=3<doubleQuotes46>, <doubleQuotes46>&<doubleQuotes46>);<newline46mondego>    System.out.println(example.toString());<newline46mondego>    example.clear();<newline46mondego><newline46mondego>    example.putAll(<doubleQuotes46>max-age=3600;must-revalidate<doubleQuotes46>, <doubleQuotes46>;<doubleQuotes46>);<newline46mondego>    System.out.println(example.toString());<newline46mondego><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6241splitHere46","4025803splitHere46","\u00B1"
"6242splitHere46","4025803splitHere46","System.out.println(<doubleQuotes46>Hello \u00B1 world<doubleQuotes46>);<newline46mondego>"
"6243splitHere46","4025803splitHere46","Hello ± world<newline46mondego>"
"6244splitHere46","4025889splitHere46","int daysOld = (System.currentTimeMillis() - date.getTime()) / DAY_IN_MILLISECONDS;<newline46mondego>"
"6245splitHere46","4025905splitHere46","public class CreateUserForm { <newline46mondego>    @Valid<newline46mondego>    private SiteUser user;<newline46mondego>    private String confirmPassword;<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6246splitHere46","4025905splitHere46","confirmPassword.equals(user.getPassword())"
"6247splitHere46","4025905splitHere46","@RequestMapping(...)<newline46mondego>public String createUser(@Valid CreateUserForm form, BindingResult result) {<newline46mondego>    if (!form.getConfirmPassword().equals(form.getUser().getPassword())) {<newline46mondego>        result.rejectValue(<doubleQuotes46>confirmPassword<doubleQuotes46>, ...);<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6248splitHere46","4025984splitHere46","join()"
"6249splitHere46","4025984splitHere46","interrupt()"
"6250splitHere46","4025984splitHere46","ulimit"
"6251splitHere46","4026187splitHere46","BigInteger.modPow"
"6252splitHere46","4026620splitHere46","Iterable<Long>"
"6253splitHere46","4026620splitHere46","Integer"
"6254splitHere46","4026620splitHere46","Iterator"
"6255splitHere46","4026620splitHere46","next()"
"6256splitHere46","4026620splitHere46","List"
"6257splitHere46","4026620splitHere46","start + index * increment"
"6258splitHere46","4026620splitHere46","List"
"6259splitHere46","4026620splitHere46","List"
"6260splitHere46","4026637splitHere46","String myLine = PDFTextExtractor.getTextFromPage(reader, pageNumber)"
"6261splitHere46","4026699splitHere46","[Task() Constructor]<newline46mondego>Properties props = new Properties();<newline46mondego>URL url = ClassLoader.getSystemResource(<doubleQuotes46>log4j.properties<doubleQuotes46>);<newline46mondego>try {<newline46mondego>    props.load(url.openStream());<newline46mondego>    PropertyConfigurator.configure(props);<newline46mondego>} catch (Exception e) {<newline46mondego>    //The logger that never got renamed never stopped working.<newline46mondego>    Logger.getLogger(TaskPoller.class).error(<doubleQuotes46>Diagnostics!<doubleQuotes46>);<newline46mondego>}<newline46mondego>logger = Logger.getLogger(Task.class);<newline46mondego>"
"6262splitHere46","4026892splitHere46","String formatted = new SimpleDateFormat(<doubleQuotes46>yyyy, MMM dd<doubleQuotes46>).format(new Date(52, 0, 12)); <newline46mondego>    System.out.println(formatted); //prints <doubleQuotes46>1952, Jan 12<doubleQuotes46> <newline46mondego>"
"6263splitHere46","4026892splitHere46","class CustomDateFormatProvider extends DateFormatProvider {<newline46mondego>    public DateFormat getDateInstance(int style, Locale locale) {<newline46mondego>        if ( style == DateFormat.MEDIUM && Locale.US.equals(locale) ) {<newline46mondego>            return new SimpleDateFormat(<doubleQuotes46>yyyy, MMM dd<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        //else do default behaviour<newline46mondego>    }<newline46mondego><newline46mondego>    //...<newline46mondego>}<newline46mondego>"
"6264splitHere46","4026927splitHere46","new Contact()"
"6265splitHere46","4026927splitHere46","Contact contact = new Contact();<newline46mondego>contact.setAccount(new Account());<newline46mondego>"
"6266splitHere46","4026927splitHere46","private Account account = new Account();<newline46mondego>"
"6267splitHere46","4026953splitHere46","lastPromptIndex"
"6268splitHere46","4026953splitHere46","lastPromptIndex"
"6269splitHere46","4027022splitHere46","public class AppPrefs {<newline46mondego> public static void foo(Context ctx) {<newline46mondego>  SharedPreferences settings = ctx.getSharedPreferences(<doubleQuotes46>MyAppPrefs<doubleQuotes46>, 0);<newline46mondego> } <newline46mondego>}<newline46mondego>"
"6270splitHere46","4027022splitHere46","this"
"6271splitHere46","4027022splitHere46","foo()"
"6272splitHere46","4027098splitHere46","<logger name=<doubleQuotes46>com.foo<doubleQuotes46>><newline46mondego>    <level value=<doubleQuotes46>ALL<doubleQuotes46> /><newline46mondego></logger><newline46mondego><newline46mondego><logger name=<doubleQuotes46>com.bar<doubleQuotes46> additivity=<doubleQuotes46>false<doubleQuotes46>><newline46mondego>    <level value=<doubleQuotes46>ALL<doubleQuotes46> /><newline46mondego>    <appender-ref ref=<doubleQuotes46>bar<doubleQuotes46>/><newline46mondego></logger><newline46mondego>"
"6273splitHere46","4027099splitHere46","public void setTitle(final String title)<newline46mondego>{<newline46mondego>  if (title.matches(<doubleQuotes46>^Mrs|Mr|Miss|Ms$<doubleQuotes46>))<newline46mondego>  {<newline46mondego>    this.title = title;<newline46mondego>  }<newline46mondego>  else<newline46mondego>  {<newline46mondego>    this.title = <doubleQuotes46>Not Set<doubleQuotes46>;<newline46mondego>    System.err.format(<doubleQuotes46>%s is not a valid title, expecting Mrs,Mr,Miss,Ms\n<doubleQuotes46>, title);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6274splitHere46","4027099splitHere46","<doubleQuotes46>(?i)^Mrs|Mr|Miss|Ms$<doubleQuotes46><newline46mondego>"
"6275splitHere46","4027099splitHere46","public void setTitle(final String title)<newline46mondego>{<newline46mondego>  title.matches(<doubleQuotes46>^Mrs|Mr|Miss|Ms$<doubleQuotes46>)) ? this.title= title: this.title= <doubleQuotes46>Not Set<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"6276splitHere46","4027190splitHere46","getter"
"6277splitHere46","4027190splitHere46","Main"
"6278splitHere46","4027190splitHere46","public class Main Extends PApplet {<newline46mondego><newline46mondego>    ...<newline46mondego><newline46mondego>    public boolean getSomeObject ( )<newline46mondego>    {<newline46mondego>        return someObject;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Interaction {<newline46mondego><newline46mondego>   PApplet p;<newline46mondego><newline46mondego>   public Interaction(PApplet parent){<newline46mondego>      p = parent;<newline46mondego>   }<newline46mondego><newline46mondego>   public void mousePressed() {<newline46mondego><newline46mondego>       if( p.getSomeObject( ) ) {<newline46mondego>           //do something<newline46mondego>       }<newline46mondego><newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6279splitHere46","4027190splitHere46","boolean"
"6280splitHere46","4027190splitHere46","Object"
"6281splitHere46","4027190splitHere46","Boolean"
"6282splitHere46","4027190splitHere46","interface"
"6283splitHere46","4027190splitHere46","Interaction"
"6284splitHere46","4027190splitHere46","Interaction"
"6285splitHere46","4027190splitHere46","PApplet"
"6286splitHere46","4027190splitHere46","public interface IInteractionContext<newline46mondego>{<newline46mondego>  boolean getSomeObject( );<newline46mondego>}<newline46mondego><newline46mondego>public class Main<newline46mondego>  extends PApplet<newline46mondego>  implements IInteractionContext<newline46mondego>{<newline46mondego>  @Override<newline46mondego>  public boolean getSomeObject ( )<newline46mondego>  {<newline46mondego>    return someObject;<newline46mondego>  }<newline46mondego><newline46mondego>  ...<newline46mondego>}<newline46mondego><newline46mondego>public class Main Extends PApplet {<newline46mondego><newline46mondego>    ...<newline46mondego><newline46mondego>    public boolean getSomeObject ( )<newline46mondego>    {<newline46mondego>        return someObject;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Interaction {<newline46mondego><newline46mondego>   final IInteractionContext ctx;<newline46mondego><newline46mondego>   public Interaction(IInteractionContext ctx)<newline46mondego>   {<newline46mondego>      this.ctx = ctx;<newline46mondego>   }<newline46mondego><newline46mondego>   public void mousePressed() {<newline46mondego><newline46mondego>       if( ctx.getSomeObject( ) )<newline46mondego>       {<newline46mondego>           //do something<newline46mondego>       }<newline46mondego><newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6287splitHere46","4027190splitHere46","Interaction"
"6288splitHere46","4027190splitHere46","ctx"
"6289splitHere46","4027190splitHere46","Main"
"6290splitHere46","4027190splitHere46","PApplet"
"6291splitHere46","4027190splitHere46","Unicorn"
"6292splitHere46","4027190splitHere46","Main"
"6293splitHere46","4027190splitHere46","Dependency Injection"
"6294splitHere46","4027261splitHere46",".pom"
"6295splitHere46","4027261splitHere46","system"
"6296splitHere46","4027261splitHere46","<systemPath>"
"6297splitHere46","4027261splitHere46","systemPath"
"6298splitHere46","4027261splitHere46","${JAVA_HOME}"
"6299splitHere46","4027261splitHere46","system"
"6300splitHere46","4027261splitHere46",".pom"
"6301splitHere46","4027261splitHere46",".pom"
"6302splitHere46","4027261splitHere46","<project><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego>  <groupId>ze.groupId</groupId><newline46mondego>  <artifactId>some-artifact-id</artifactId><newline46mondego>  <version>X.Y.Z</version><newline46mondego></project><newline46mondego>"
"6303splitHere46","4027261splitHere46","system"
"6304splitHere46","4027271splitHere46","public static void parse(String path)<newline46mondego>"
"6305splitHere46","4027271splitHere46","MyFirstClassName.parse(<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego>"
"6306splitHere46","4027393splitHere46","while"
"6307splitHere46","4027393splitHere46","this"
"6308splitHere46","4027393splitHere46","this"
"6309splitHere46","4027484splitHere46","Manager"
"6310splitHere46","4027484splitHere46","Team"
"6311splitHere46","4027491splitHere46","UIManager.getLookAndFeelDefaults().put(<newline46mondego>    <doubleQuotes46>Slider.horizontalThumbIcon<doubleQuotes46>,<newline46mondego>    new Icon('your_icon')<newline46mondego>);<newline46mondego>"
"6312splitHere46","4027494splitHere46","if (description != null && !description.isEmpty())"
"6313splitHere46","4027780splitHere46","Fetch"
"6314splitHere46","4027780splitHere46","create table foo_bar_map (foo_id bigint not null, bar_id bigint not null, order_index integer not null, primary key (foo_id, order_index), unique (bar_id))<newline46mondego>alter table foo_bar_map add constraint FK14F1CB7FA042E82 foreign key (bar_id) references Bar4022509<newline46mondego>alter table foo_bar_map add constraint FK14F1CB7B6DBCCDC foreign key (foo_id) references Foo4022509<newline46mondego>"
"6315splitHere46","4027780splitHere46","Foo#1"
"6316splitHere46","4027780splitHere46","Bar#1"
"6317splitHere46","4027780splitHere46","Bar#2"
"6318splitHere46","4027780splitHere46","Bar#3"
"6319splitHere46","4027780splitHere46","foo_id | bar_id | order_index<newline46mondego>     1 |      1 |           1<newline46mondego>     1 |      2 |           2<newline46mondego>     1 |      3 |           3<newline46mondego>"
"6320splitHere46","4027780splitHere46","delete"
"6321splitHere46","4027780splitHere46","foo_id | bar_id | order_index<newline46mondego>     1 |      1 |           1<newline46mondego>     1 |      2 |           2<newline46mondego>"
"6322splitHere46","4027780splitHere46","update"
"6323splitHere46","4027780splitHere46","bar_id"
"6324splitHere46","4027780splitHere46","order_index"
"6325splitHere46","4027780splitHere46","foo_id | bar_id | order_index<newline46mondego>     1 |      2 |           1<newline46mondego>     1 |      2 |           2<newline46mondego>"
"6326splitHere46","4027780splitHere46","foo_id | bar_id | order_index<newline46mondego>     1 |      2 |           1<newline46mondego>     1 |      3 |           2<newline46mondego>"
"6327splitHere46","4027780splitHere46","unique"
"6328splitHere46","4027780splitHere46","bar_id"
"6329splitHere46","4027780splitHere46","bar_id"
"6330splitHere46","4027780splitHere46","order_index"
"6331splitHere46","4027846splitHere46","System.getProperty(<doubleQuotes46>java.io.tmpdir<doubleQuotes46>);<newline46mondego>"
"6332splitHere46","4027871splitHere46","import java.math.BigInteger;<newline46mondego>import java.util.Random;<newline46mondego><newline46mondego>public class FermatTestExample<newline46mondego>{<newline46mondego><newline46mondego>    private final static Random rand = new Random();<newline46mondego><newline46mondego>    private static BigInteger getRandomFermatBase(BigInteger n)<newline46mondego>    {<newline46mondego>        // Rejection method: ask for a random integer but reject it if it isn't<newline46mondego>        // in the acceptable set.<newline46mondego><newline46mondego>        while (true)<newline46mondego>        {<newline46mondego>            final BigInteger a = new BigInteger (n.bitLength(), rand);<newline46mondego>            // must have 1 <= a < n<newline46mondego>            if (BigInteger.ONE.compareTo(a) <= 0 && a.compareTo(n) < 0)<newline46mondego>            {<newline46mondego>                return a;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static boolean checkPrime(BigInteger n, int maxIterations)<newline46mondego>    {<newline46mondego>        if (n.equals(BigInteger.ONE))<newline46mondego>            return false;<newline46mondego><newline46mondego>        for (int i = 0; i < maxIterations; i++)<newline46mondego>        {<newline46mondego>            BigInteger a = getRandomFermatBase(n);<newline46mondego>            a = a.modPow(n.subtract(BigInteger.ONE), n);<newline46mondego><newline46mondego>            if (!a.equals(BigInteger.ONE))<newline46mondego>                return false;<newline46mondego>        }<newline46mondego><newline46mondego>        return true;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        System.out.printf(<doubleQuotes46>checkprime(2) is %b%n<doubleQuotes46>, checkPrime(BigInteger.valueOf(2L), 20));<newline46mondego>        System.out.printf(<doubleQuotes46>checkprime(5) is %b%n<doubleQuotes46>, checkPrime(BigInteger.valueOf(5L), 20));<newline46mondego>        System.out.printf(<doubleQuotes46>checkprime(7) is %b%n<doubleQuotes46>, checkPrime(BigInteger.valueOf(7L), 20));<newline46mondego>        System.out.printf(<doubleQuotes46>checkprime(9) is %b%n<doubleQuotes46>, checkPrime(BigInteger.valueOf(9L), 20));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6333splitHere46","4028023splitHere46","timer = new Timer();<newline46mondego>    timer.schedule(new RemindTask(), seconds*1000);<newline46mondego>"
"6334splitHere46","4028023splitHere46","Runnable"
"6335splitHere46","4028074splitHere46","<list name=<doubleQuotes46>attributes<doubleQuotes46>><newline46mondego>    <key column=<doubleQuotes46>foo_id<doubleQuotes46> /><newline46mondego>    <index column=<doubleQuotes46>some_integer_value<doubleQuotes46> /><newline46mondego>    <one-to-many class=<doubleQuotes46>FooEntryModel<doubleQuotes46> /><newline46mondego></list><newline46mondego>"
"6336splitHere46","4028091splitHere46","LeadAffiliate"
"6337splitHere46","4028091splitHere46","Lead"
"6338splitHere46","4028091splitHere46","mappedBy"
"6339splitHere46","4028091splitHere46","public class Lead { <newline46mondego>    @Id @GeneratedValue<newline46mondego>    private Long leadId; <newline46mondego><newline46mondego>    @OneToOne(cascade = CascadeType.ALL, mappedBy = <doubleQuotes46>lead<doubleQuotes46>)<newline46mondego>    private LeadAffiliate leadAffiliate; <newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6340splitHere46","4028091splitHere46","public class LeadAffiliate {  <newline46mondego>    @Id<newline46mondego>    private Long leadId;  <newline46mondego><newline46mondego>    @OneToOne @MapsId<newline46mondego>    private Lead lead; <newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6341splitHere46","4028113splitHere46","public class Temp{<newline46mondego>   public static void main(String[] args){<newline46mondego>      foo(<doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>);<newline46mondego>      foo(null, null);<newline46mondego>      foo((Object)null);<newline46mondego>      Object bar = null;<newline46mondego>      foo(bar);<newline46mondego>   }<newline46mondego><newline46mondego>   private static void foo(Object...args) {<newline46mondego>      System.out.println(<doubleQuotes46>foo called, args: <doubleQuotes46> + asList(args));<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6342splitHere46","4028113splitHere46","foo called, args: [a, b, c]<newline46mondego>foo called, args: [null, null]<newline46mondego>foo called, args: [null]<newline46mondego>foo called, args: [null]<newline46mondego>"
"6343splitHere46","4028354splitHere46","AnnotationSessionFactoryBean"
"6344splitHere46","4028354splitHere46","hibernate.search.autoregister_listeners"
"6345splitHere46","4028354splitHere46","false"
"6346splitHere46","4028383splitHere46","ps = null"
"6347splitHere46","4028383splitHere46","remove"
"6348splitHere46","4028383splitHere46","java.util.Iterator"
"6349splitHere46","4028383splitHere46","ps = null"
"6350splitHere46","4028383splitHere46","m_stmtOne"
"6351splitHere46","4028383splitHere46","init()"
"6352splitHere46","4028383splitHere46","m_stmtOne"
"6353splitHere46","4028383splitHere46","m_stmtOne"
