"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"7995splitHere46","12668236splitHere46","RedirectAttributes redirectAttributes"
"7996splitHere46","12668236splitHere46","@RequestMapping"
"7997splitHere46","12668236splitHere46","redirectAttributes.addFlashAttribute(<doubleQuotes46>message<doubleQuotes46>, <doubleQuotes46>whatever went wrong<doubleQuotes46>) ;<newline46mondego>return <doubleQuotes46>redirect:/path_to_your_view<doubleQuotes46> ;<newline46mondego>"
"7998splitHere46","12668236splitHere46","redirect:"
"7999splitHere46","12668362splitHere46","public double maxAngle()<newline46mondego>{<newline46mondego>    double a2 = Math.pow(sideAB, 2);<newline46mondego>    double b2 = Math.pow(sideBC, 2);<newline46mondego>    double c2 = Math.pow(sideAC, 2);<newline46mondego>    double cosC = ((b2 + c2)-a2)/((2*sideBC)*sideAC);<newline46mondego>    double angleC = Math.acos(cosC);<newline46mondego>    angleC = Math.toDegrees(angleC);<newline46mondego>    double cosB = ((a2+b2-c2)/(2*sideAB*sideBC));<newline46mondego>    double angleB = Math.acos(cosB);<newline46mondego>    angleB = Math.toDegrees(angleB);<newline46mondego>    double cosA = ((a2+c2-b2)/(2*sideAB*sideAC));<newline46mondego>    double angleA = Math.acos(cosA);<newline46mondego>    angleA = Math.toDegrees(angleA);<newline46mondego>    if (angleA >= angleB && angleA >= angleC)<newline46mondego>    {<newline46mondego>        return angleA;<newline46mondego>    }<newline46mondego>    else if(angleB >= angleA && angleB >= angleC)<newline46mondego>    {<newline46mondego>        return angleB;<newline46mondego>    }<newline46mondego>    else<newline46mondego>    {<newline46mondego>        return angleC;<newline46mondego>    }       <newline46mondego>}<newline46mondego>"
"8000splitHere46","12668362splitHere46","getAngleA()<newline46mondego>"
"8001splitHere46","12668362splitHere46","getAngleB()"
"8002splitHere46","12668362splitHere46","getAngleC()"
"8003splitHere46","12668362splitHere46","public double maxAngle() {<newline46mondego>  if(getAngleA() => getAngleB() && getAngleA() => getAngleC())<newline46mondego>    return getAngleA();<newline46mondego>  if(getAngleB() => getAngleA() && getAngleB() => getAngleC())<newline46mondego>    return getAngleB();<newline46mondego>  return getAngleC();<newline46mondego>}<newline46mondego>"
"8004splitHere46","12668431splitHere46","throw exception"
"8005splitHere46","12668431splitHere46","public class MyCustomException extends RuntimeException {<newline46mondego>    // define error code, error message etc.<newline46mondego>    // create getters & setters<newline46mondego>}<newline46mondego>"
"8006splitHere46","12668431splitHere46","if (some_failure_reason == true) {<newline46mondego>    throw new MyCustomException(error_code) ;<newline46mondego>}<newline46mondego>"
"8007splitHere46","12668431splitHere46","try {<newline46mondego>    // call the method in question<newline46mondego>} catch (MyCustomException mce) {<newline46mondego>    if(mce.getErrorCode() == some_error_code) {<newline46mondego>        // do stuff<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8008splitHere46","12668467splitHere46","import javax.ws.rs.Consumes;<newline46mondego>import javax.ws.rs.POST;<newline46mondego>import javax.ws.rs.core.MediaType;<newline46mondego><newline46mondego>@POST<newline46mondego>@Consumes(MediaType.APPLICATION_JSON)<newline46mondego>public void acceptsCustomer(Customer c)  {<newline46mondego>  // .. do something with the input.<newline46mondego>}<newline46mondego>"
"8009splitHere46","12668475splitHere46","MyClass"
"8010splitHere46","12668475splitHere46","public class MyClass implements Comparable<MyClass> {<newline46mondego>     int x;<newline46mondego>      ...<newline46mondego>      @Override<newline46mondego>        public int compareTo(MyClass o) {<newline46mondego>            return o.x-x;<newline46mondego>        }<newline46mondego>    public static void main(String args[]) {<newline46mondego>       MyClass[] myarray=new MyClass[10];<newline46mondego>       ...<newline46mondego>       Arrays.sort(myarray);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8011splitHere46","12668519splitHere46","<doubleQuotes46>jdbc:derby://localhost:1527/contact;create=true<doubleQuotes46>"
"8012splitHere46","12668519splitHere46","jdbc:derby:bar;create=true"
"8013splitHere46","12668618splitHere46","Class-Path"
"8014splitHere46","12668618splitHere46","mylib.jar"
"8015splitHere46","12668618splitHere46","mylib.jar"
"8016splitHere46","12668933splitHere46","InputMethodHotKey.jar"
"8017splitHere46","12668943splitHere46","exec()"
"8018splitHere46","12668943splitHere46","exec()"
"8019splitHere46","12668943splitHere46","waitFor()"
"8020splitHere46","12668943splitHere46","Runtime"
"8021splitHere46","12668943splitHere46","Process p=Runtime.getRuntime().exec(<doubleQuotes46>cmd.exe /c ping 127.0.0.1 -n 10<doubleQuotes46>);<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>Here 1<doubleQuotes46>);//this will execute immediately<newline46mondego><newline46mondego>try {<newline46mondego><newline46mondego>    p.waitFor();<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>Here 2<doubleQuotes46>);//this will only be seen after +- 10 seconds and process has finished<newline46mondego><newline46mondego>} catch (InterruptedException ex) {<newline46mondego>   ex.printStackTrace(); <newline46mondego>}<newline46mondego>"
"8022splitHere46","12669013splitHere46","if (rs.HasRows) <newline46mondego>{ <newline46mondego>    while (rs.Read()) <newline46mondego>    { <newline46mondego>        // do stuff<newline46mondego>    } <newline46mondego>    } <newline46mondego>    else <newline46mondego>    { <newline46mondego>       // notify user that query returned no results<newline46mondego>    }<newline46mondego>} <newline46mondego>"
"8023splitHere46","12669056splitHere46","<xs:element minOccurs=<doubleQuotes46>{something}<doubleQuotes46> maxOccurs=<doubleQuotes46>unbounded<doubleQuotes46>>"
"8024splitHere46","12669056splitHere46","null"
"8025splitHere46","12669056splitHere46","minOccurs"
"8026splitHere46","12669056splitHere46","null"
"8027splitHere46","12669056splitHere46","@XmlElementWrapper"
"8028splitHere46","12669141splitHere46","public class JsonDateSerializer extends JsonSerializer<Date> {<newline46mondego><newline46mondego>    private static final SimpleDateFormat dateFormat = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss<doubleQuotes46>);<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void serialize(Date date, JsonGenerator gen, SerializerProvider provider)<newline46mondego>            throws IOException, JsonProcessingException {<newline46mondego><newline46mondego>        String formattedDate = dateFormat.format(date);<newline46mondego><newline46mondego>        gen.writeString(formattedDate);<newline46mondego>    }<newline46mondego>"
"8029splitHere46","12669184splitHere46","JSimpCalcWebService"
"8030splitHere46","12669184splitHere46","package calc.ws;<newline46mondego><newline46mondego>import javax.jws.WebMethod;<newline46mondego>import javax.jws.WebParam;<newline46mondego>import javax.jws.WebService;<newline46mondego>import calc.util.NumberFormater;<newline46mondego><newline46mondego>/**<newline46mondego>* @author Bikash Shaw<newline46mondego>*/<newline46mondego>@WebService()<newline46mondego>public class JSimpCalcWebService {<newline46mondego><newline46mondego>/**<newline46mondego>  * Web service operation<newline46mondego>  */<newline46mondego>  @WebMethod(operationName = <doubleQuotes46>addition<doubleQuotes46>)<newline46mondego>  public String addition(@WebParam(name = <doubleQuotes46>parameter1<doubleQuotes46>)<newline46mondego>  double parameter1, @WebParam(name = <doubleQuotes46>parameter2<doubleQuotes46>)<newline46mondego>  double parameter2) {<newline46mondego> //TODO write your implementation code here:<newline46mondego>      return NumberFormater.format((parameter1 + parameter2),0,6);<newline46mondego> }<newline46mondego>"
"8031splitHere46","12669184splitHere46","using System;<newline46mondego>using System.Configuration;<newline46mondego>using System.Data;<newline46mondego>using System.Linq;<newline46mondego>using System.Web;<newline46mondego>using System.Web.Security;<newline46mondego>using System.Web.UI;<newline46mondego>using System.Web.UI.HtmlControls;<newline46mondego>using System.Web.UI.WebControls;<newline46mondego>using System.Web.UI.WebControls.WebParts;<newline46mondego>using System.Xml.Linq;<newline46mondego>using JSimpCalcWebServiceService;<newline46mondego><newline46mondego>public partial class _Default : System.Web.UI.Page <newline46mondego>{<newline46mondego>    JSimpCalcWebServiceService.JSimpCalcWebServiceService proxy;<newline46mondego><newline46mondego>    protected void Page_Load(object sender, EventArgs e)<newline46mondego>    {<newline46mondego>        proxy = new JSimpCalcWebServiceService.JSimpCalcWebServiceService();<newline46mondego>    }<newline46mondego><newline46mondego>   protected void btnAddition_Click(object sender, EventArgs e)<newline46mondego>   {<newline46mondego>       try<newline46mondego>       {<newline46mondego>           lblResultAddition.Text = <doubleQuotes46>Result: <doubleQuotes46> +    proxy.addition(double.Parse(txtbtnAdditionParameter1.Text), <newline46mondego>                                double.Parse(txtbtnAdditionParameter2.Text));<newline46mondego>       }<newline46mondego>       catch (FormatException)<newline46mondego>       {<newline46mondego>           lblResultAddition.Text = <doubleQuotes46>Result: Invalide Input<doubleQuotes46>;<newline46mondego>       }<newline46mondego>       UpdatePanelAddition.Update();<newline46mondego>   }<newline46mondego> // Add more methods here...<newline46mondego> }<newline46mondego>"
"8032splitHere46","12669266splitHere46","class FooBuilder {<newline46mondego>  public static FooBuilder withTitle(String title);<newline46mondego>  public FooBuilder withSubtitle(String subtitle, int subtitleValue);<newline46mondego>  public Foo build();<newline46mondego>}<newline46mondego>"
"8033splitHere46","12669266splitHere46","Foo foo = FooBuilder.withTitle(<doubleQuotes46>MyTitle<doubleQuotes46>).withSubtitle(<doubleQuotes46>st1<doubleQuotes46>, 1).withSubtitle(<doubleQuotes46>st2<doubleQuotes46>, 2).build();<newline46mondego>"
"8034splitHere46","12669394splitHere46","serialVersionUID"
"8035splitHere46","12669394splitHere46","long"
"8036splitHere46","12669394splitHere46","private static final long serialVersionUID = 1L;<newline46mondego>"
"8037splitHere46","12669433splitHere46","FileBackedIntArray"
"8038splitHere46","12669433splitHere46","HashMultimap<Integer, FileBackedIntArray>"
"8039splitHere46","12669433splitHere46","public class FileBackedIntArray {<newline46mondego>    // Index of the array in the file of arrays<newline46mondego>    private final int index;<newline46mondego>    private final int lastElement;<newline46mondego><newline46mondego>    public FileBackedIntArray(int index, int lastElement) {<newline46mondego>        this.index = index;<newline46mondego>        this.lastElement = lastElement;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getIndex() {<newline46mondego>        return index;<newline46mondego>    }<newline46mondego><newline46mondego>    public int[] readArray() {<newline46mondego>        // Read the file and deserialize the array at the associated index<newline46mondego>        return smth;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getLastElement() {<newline46mondego>        return lastElement;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int hashCode() {<newline46mondego>        return index;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean equals(Object o) {<newline46mondego>        if (this == o) {<newline46mondego>            return true;<newline46mondego>        } else if (o == null || o.getClass() != getClass()) {<newline46mondego>            return false;<newline46mondego>        }<newline46mondego><newline46mondego>        return index == ((FileBackedIntArray) o).index;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8040splitHere46","12669433splitHere46","Integer[]"
"8041splitHere46","12669433splitHere46","int[]"
"8042splitHere46","12669433splitHere46","null"
"8043splitHere46","12669433splitHere46","Integer[]"
"8044splitHere46","12669433splitHere46","ints"
"8045splitHere46","12669433splitHere46","Multimap"
"8046splitHere46","12669433splitHere46","Multimap"
"8047splitHere46","12669433splitHere46","ImmutableMultimap"
"8048splitHere46","12669433splitHere46","HashMultimap"
"8049splitHere46","12669494splitHere46","import java.io.IOException;<newline46mondego>import java.io.InputStream;<newline46mondego><newline46mondego>import javax.swing.JTextField;<newline46mondego><newline46mondego><newline46mondego>public class JTextFieldInputStream extends InputStream {<newline46mondego>    byte[] contents;<newline46mondego>    int pointer = 0;<newline46mondego><newline46mondego>    public JTextFieldInputStream(final JTextField text) {<newline46mondego><newline46mondego>        text.addKeyListener(new KeyAdapter() {<newline46mondego>            @Override<newline46mondego>            public void keyReleased(KeyEvent e) {<newline46mondego>                if(e.getKeyChar()=='\n'){<newline46mondego>                    contents = text.getText().getBytes();<newline46mondego>                    pointer = 0;<newline46mondego>                    text.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>                }<newline46mondego>                super.keyReleased(e);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int read() throws IOException {<newline46mondego>        if(pointer >= contents.length) return -1;<newline46mondego>        return this.contents[pointer++];<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"8050splitHere46","12669494splitHere46","InputStream in = new JTextFieldInputStream( someTextField );<newline46mondego> char c;<newline46mondego> while( (c = in.read()) != -1){<newline46mondego>    //do whatever with c<newline46mondego> }<newline46mondego>"
"8051splitHere46","12669494splitHere46","in.read()"
"8052splitHere46","12669494splitHere46","-1"
"8053splitHere46","12669505splitHere46","<servlet><newline46mondego>        <servlet-name>UserLogin</servlet-name><newline46mondego>        <servlet-class>com.servlet.LoginServlet</servlet-class>//full class path<newline46mondego></servlet><newline46mondego><newline46mondego><servlet-mapping><newline46mondego>        <servlet-name>UserLogin</servlet-name><newline46mondego>        <url-pattern>/servlet/login</url-pattern><newline46mondego>    </servlet-mapping>  <newline46mondego>"
"8054splitHere46","12669505splitHere46","<form name=<doubleQuotes46>login<doubleQuotes46> action=<doubleQuotes46><%=request.getContextPath()%>/servlet/login<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego><newline46mondego></form><newline46mondego>"
"8055splitHere46","12669505splitHere46","res.sendRedirect(req.getContextPath()+<doubleQuotes46>/webpages/login.jsp?login=failed<doubleQuotes46>);<newline46mondego>"
"8056splitHere46","12669531splitHere46","VelocityEngine ve = new VelocityEngine();<newline46mondego>ve.setProperty(RuntimeConstants.FILE_RESOURCE_LOADER_PATH, <doubleQuotes46>path/to/templates<doubleQuotes46>);<newline46mondego>ve.init();<newline46mondego>Template t = ve.getTemplate(<doubleQuotes46>foo.vm<doubleQuotes46>);<newline46mondego>"
"8057splitHere46","12669533splitHere46","null"
"8058splitHere46","12669533splitHere46","@After"
"8059splitHere46","12669540splitHere46","try {<newline46mondego>        Integer result = callable.call();<newline46mondego>    } catch (Exception e) {<newline46mondego>        throw new IllegalStateException(e);<newline46mondego>    }<newline46mondego>"
"8060splitHere46","12669540splitHere46","passMe"
"8061splitHere46","12669567splitHere46","CustomTypes.hbm.xml"
"8062splitHere46","12669567splitHere46","<!DOCTYPE hibernate-mapping PUBLIC<newline46mondego>    <doubleQuotes46>-//Hibernate/Hibernate Mapping DTD 3.0//EN<doubleQuotes46><newline46mondego>    <doubleQuotes46>http://hibernate.sourceforge.net/hibernate-mapping-3.0.dtd<doubleQuotes46>><newline46mondego><newline46mondego><hibernate-mapping package=<doubleQuotes46>com.softcomputer.softlab.business.core<doubleQuotes46>><newline46mondego>   <typedef name=<doubleQuotes46>localJodaDate<doubleQuotes46><newline46mondego>      class=<doubleQuotes46>org.jadira.usertype.dateandtime.jsr310.PersistentLocalDateTime<doubleQuotes46> /><newline46mondego></hibernate-mapping>  <newline46mondego>"
"8063splitHere46","12669567splitHere46","<mapping resource=<doubleQuotes46>CustomTypes.hbm.xml<doubleQuotes46> /><newline46mondego>"
"8064splitHere46","12669620splitHere46","public static byte[] ParseHehadecimalString(String s) throws ApplicationException {<newline46mondego>"
"8065splitHere46","12669714splitHere46","Arrays.sort(letters);<newline46mondego>if (Arrays.binarySearch(letters, 'c') >= 0) {<newline46mondego>    // contains 'c'<newline46mondego>} else {<newline46mondego>    // doesn't contain 'c'<newline46mondego>}<newline46mondego>"
"8066splitHere46","12669714splitHere46","binarySearch"
"8067splitHere46","12669714splitHere46","sort"
"8068splitHere46","12669719splitHere46","XStream.useAttributeFor()"
"8069splitHere46","12669719splitHere46","xstream.useAttributeFor(Person.class, <doubleQuotes46>age<doubleQuotes46>);<newline46mondego>"
"8070splitHere46","12669750splitHere46","// put this somewhere else<newline46mondego>    OptionView = new LinearLayout(this);<newline46mondego>    OptionView.setOrientation(LinearLayout.VERTICAL);<newline46mondego>    RelativeLayout.LayoutParams p = new RelativeLayout.LayoutParams(<newline46mondego>            RelativeLayout.LayoutParams.WRAP_CONTENT,<newline46mondego>            RelativeLayout.LayoutParams.WRAP_CONTENT);<newline46mondego>    p.addRule(RelativeLayout.BELOW, img.getId());<newline46mondego>    p.addRule(RelativeLayout.RIGHT_OF, questionNumber.getId());<newline46mondego>    rel.addView(OptionView, p);<newline46mondego><newline46mondego><newline46mondego>private void setOptions(int questionID2) {<newline46mondego>    ArrayList<String> options = pustakDB.getOptions(questionID2);<newline46mondego>    Log.e(<doubleQuotes46>optionsInAct<doubleQuotes46>, options.toString() + <doubleQuotes46> size <doubleQuotes46> + options.size());<newline46mondego><newline46mondego>    // this will remove all views from OptionView<newline46mondego>    OptionView.removeAllViews();<newline46mondego><newline46mondego>    int i = 0;<newline46mondego>    while (i < options.size()) {<newline46mondego>        CheckBox c = new CheckBox(this);<newline46mondego>        c.setText(options.get(i));<newline46mondego>        c.setId(i);<newline46mondego>        OptionView.addView(c);<newline46mondego>        i++;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8071splitHere46","12669775splitHere46","compareTo"
"8072splitHere46","12669775splitHere46","if (a.compareTo(<doubleQuotes46>bf<doubleQuotes46>) == 0)      <newline46mondego>{<newline46mondego>    //<newline46mondego>} <newline46mondego>"
"8073splitHere46","12669775splitHere46",".equals"
"8074splitHere46","12669775splitHere46","if (a.equals(<doubleQuotes46>bf<doubleQuotes46>))<newline46mondego><newline46mondego>{<newline46mondego>// do this<newline46mondego>}<newline46mondego>"
"8075splitHere46","12669898splitHere46","<doubleQuotes46>0 11,27,32 3 * * ?<doubleQuotes46>"
"8076splitHere46","12669898splitHere46","<doubleQuotes46>0 11 3,16,18 * * ?<doubleQuotes46>"
"8077splitHere46","12669898splitHere46","<doubleQuotes46>0 11,27,32 3,16,18 * * ?<doubleQuotes46>"
"8078splitHere46","12669898splitHere46","0 11  3 * * ?<newline46mondego>0 27 16 * * ?<newline46mondego>0 32 18 * * ?<newline46mondego>"
"8079splitHere46","12669961splitHere46","?wsdl"
"8080splitHere46","12670033splitHere46","sun.*"
"8081splitHere46","12670033splitHere46","UnsupportedOperationException"
"8082splitHere46","12670033splitHere46","NotImplementedException"
"8083splitHere46","12670041splitHere46","HttpClient httpclient = new HttpClient();<newline46mondego>    File file = new File( <doubleQuotes46>/home/abc/xyz/solar.jpg<doubleQuotes46> );<newline46mondego><newline46mondego>    // DEBUG<newline46mondego>    logger.debug( <doubleQuotes46>FILE::<doubleQuotes46> + file.exists() ); // IT IS NOT NULL        <newline46mondego>    try<newline46mondego>    {<newline46mondego>    PostMethod filePost = new PostMethod( <doubleQuotes46>http://localhost/myservice/upload<doubleQuotes46> );<newline46mondego><newline46mondego>    Part[] parts = { new StringPart( <doubleQuotes46>type<doubleQuotes46>,<doubleQuotes46>image<doubleQuotes46>),new StringPart( <doubleQuotes46>id<doubleQuotes46>,<doubleQuotes46>1<doubleQuotes46>), new FilePart( <doubleQuotes46>file<doubleQuotes46>, file ) };<newline46mondego>    filePost.setRequestEntity( new MultipartRequestEntity( parts, filePost.getParams() ) );<newline46mondego><newline46mondego>    // DEBUG<newline46mondego><newline46mondego><newline46mondego>        int response = httpclient.executeMethod( filePost );<newline46mondego>        logger.info( <doubleQuotes46>Response : <doubleQuotes46>+response );<newline46mondego>        logger.info( filePost.getResponseBodyAsString());<newline46mondego>    }<newline46mondego>    catch( HttpException e )<newline46mondego>    {<newline46mondego>        // TODO Auto-generated catch block<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>    catch( IOException e )<newline46mondego>    {<newline46mondego>        // TODO Auto-generated catch block<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>"
"8084splitHere46","12670054splitHere46","WEB-INF\lib"
"8085splitHere46","12670071splitHere46","java.lang.IllegalStateException: No Page found for component [Component id = img]<newline46mondego>"
"8086splitHere46","12670071splitHere46","urlFor(Component component, RequestListenerInterface interface)<newline46mondego>"
"8087splitHere46","12670071splitHere46","@Override<newline46mondego>protected void onBeforeRender() {<newline46mondego>    //<newline46mondego>    // ... init resource ...<newline46mondego>    //<newline46mondego><newline46mondego>    Image image = new Image(<doubleQuotes46>img<doubleQuotes46>, resource);<newline46mondego>    addOrReplace(image);<newline46mondego>    System.out.println(getRequestCycle().urlFor(image, IResourceListener.INTERFACE));<newline46mondego><newline46mondego>    super.onBeforeRender();<newline46mondego>}<newline46mondego>"
"8088splitHere46","12670127splitHere46","iter"
"8089splitHere46","12670127splitHere46","map.entrySet()"
"8090splitHere46","12670127splitHere46","for (Map.Entry<String, Object> stringObjectEntry : map.entrySet()) {<newline46mondego><newline46mondego>}<newline46mondego>"
"8091splitHere46","12670160splitHere46","String[] strings = str.split(<doubleQuotes46>\\s+<doubleQuotes46>);<newline46mondego>"
"8092splitHere46","12670165splitHere46","properties.loadFromXML"
"8093splitHere46","12670165splitHere46","Properties prop = new Properties();<newline46mondego>FileInputStream fis = new FileInputStream(<doubleQuotes46>props.xml<doubleQuotes46>);<newline46mondego>prop.loadFromXML(fis);<newline46mondego>System.out.println(<doubleQuotes46>Value of key 1 is: <doubleQuotes46> + prop.getProperty(<doubleQuotes46>1<doubleQuotes46>)); //prints test1<newline46mondego>"
"8094splitHere46","12670165splitHere46","DOCTYPE"
"8095splitHere46","12670165splitHere46","<!DOCTYPE properties SYSTEM <doubleQuotes46>http://java.sun.com/dtd/properties.dtd<doubleQuotes46>><newline46mondego>"
"8096splitHere46","12670170splitHere46","getCanonicalHostName()"
"8097splitHere46","12670170splitHere46","getHostName()"
"8098splitHere46","12670170splitHere46","getCanonicalHostName()"
"8099splitHere46","12670170splitHere46","getHostName()"
"8100splitHere46","12670170splitHere46","InetAddress"
"8101splitHere46","12670170splitHere46","getCanonicalHostName()"
"8102splitHere46","12670422splitHere46","telnet hostname  portnumber<newline46mondego>"
"8103splitHere46","12670422splitHere46","netstat -an | find “portnumber�? or netstat -an | grep “portnumber�? <newline46mondego>"
"8104splitHere46","12670428splitHere46","List<MyClass> list = new ArrayList<MyClass>() {<newline46mondego>    {<newline46mondego>        add(new MyClass(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>address<doubleQuotes46>, 23));<newline46mondego>        add(new MyClass(<doubleQuotes46>name2<doubleQuotes46>, <doubleQuotes46>address2<doubleQuotes46>, 45));<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"8105splitHere46","12670428splitHere46","inner braces"
"8106splitHere46","12670428splitHere46","initializer"
"8107splitHere46","12670428splitHere46","list"
"8108splitHere46","12670428splitHere46","double-braces"
"8109splitHere46","12670485splitHere46","SendFailedException"
"8110splitHere46","12670594splitHere46","@ViewScoped<newline46mondego>@Component(<doubleQuotes46>treeBean<doubleQuotes46>)<newline46mondego>@ManagedBean(<doubleQuotes46>treeBean<doubleQuotes46>)<newline46mondego>public class TreeManagedBean{ <newline46mondego>   public TreeManagedBean(){}<newline46mondego>}<newline46mondego>"
"8111splitHere46","12670594splitHere46","@Component(<doubleQuotes46>projectView<doubleQuotes46>)<newline46mondego>@ViewScoped<newline46mondego>@ManagedBean(<doubleQuotes46>projectView<doubleQuotes46>)<newline46mondego>public class ProjectView {<newline46mondego>    @ManagedProperty(<doubleQuotes46>#{treeBean.selectedProject}<doubleQuotes46>)<newline46mondego>    private Project project; <newline46mondego>    public ProjectView(){}<newline46mondego>}<newline46mondego>"
"8112splitHere46","12670603splitHere46","import com.mongodb.Mongo;<newline46mondego>import com.mongodb.DBCollection;<newline46mondego>import com.mongodb.BasicDBObject;<newline46mondego>import com.mongodb.DBCursor;<newline46mondego>import com.mongodb.DB;<newline46mondego><newline46mondego>public class MongoTest {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego><newline46mondego>        // connect to the local database server<newline46mondego>        Mongo m = new Mongo();<newline46mondego><newline46mondego>        DB db = m.getDB( <doubleQuotes46>test<doubleQuotes46> );<newline46mondego><newline46mondego>        DBCollection coll = db.getCollection(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego><newline46mondego>        // delete all the data from the 'test' collection<newline46mondego>        coll.drop();<newline46mondego><newline46mondego>        // make a document<newline46mondego>        BasicDBObject doc = new BasicDBObject();<newline46mondego><newline46mondego>        doc.put(<doubleQuotes46>id<doubleQuotes46>, 7);<newline46mondego>        doc.put(<doubleQuotes46>title<doubleQuotes46>, <doubleQuotes46>test4<doubleQuotes46>);<newline46mondego>        doc.put(<doubleQuotes46>modified<doubleQuotes46>, <doubleQuotes46>2012-09-27<doubleQuotes46>);<newline46mondego><newline46mondego>        BasicDBObject status = new BasicDBObject();<newline46mondego><newline46mondego>        status.put(<doubleQuotes46>id<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>);<newline46mondego>        status.put(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>Expired<doubleQuotes46>);<newline46mondego><newline46mondego>        doc.put(<doubleQuotes46>status<doubleQuotes46>, status);<newline46mondego><newline46mondego>        // insert<newline46mondego>        coll.insert(doc);<newline46mondego><newline46mondego>        BasicDBObject query = new BasicDBObject(<doubleQuotes46>status.name<doubleQuotes46>, <doubleQuotes46>Expired<doubleQuotes46>);<newline46mondego><newline46mondego>        //  run the query and print the results out<newline46mondego>        DBCursor cursor = coll.find(query);<newline46mondego><newline46mondego>        try {<newline46mondego>            while (cursor.hasNext()) {<newline46mondego>                System.out.println(cursor.next());<newline46mondego>            }<newline46mondego>        } finally {<newline46mondego>            cursor.close();<newline46mondego>        }<newline46mondego><newline46mondego>        m.close();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8113splitHere46","12670679splitHere46","x/.git"
"8114splitHere46","12670775splitHere46","@Async"
"8115splitHere46","12670775splitHere46","Future<T>"
"8116splitHere46","12670775splitHere46","Future<T>"
"8117splitHere46","12670775splitHere46","void"
"8118splitHere46","12670775splitHere46","@Async<newline46mondego>public Future<Work> work() //...<newline46mondego>"
"8119splitHere46","12670775splitHere46","cancel()"
"8120splitHere46","12670775splitHere46","Future"
