"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"9703splitHere46","23100789splitHere46","doSomething()"
"9704splitHere46","23100789splitHere46","public boolean foo(arg1, arg2)<newline46mondego>{<newline46mondego>     if(arg1 is invalid) return false;<newline46mondego>     if(arg2 is invalid) return false;<newline46mondego>}<newline46mondego>"
"9705splitHere46","23100789splitHere46","false"
"9706splitHere46","23100996splitHere46","String"
"9707splitHere46","23100996splitHere46","String"
"9708splitHere46","23100996splitHere46","StandardCharsets.UTF_16LE<newline46mondego>"
"9709splitHere46","23100996splitHere46","BE"
"9710splitHere46","23100996splitHere46","Charset.forName(<doubleQuotes46>UTF-16LE<doubleQuotes46>) // or BE<newline46mondego>"
"9711splitHere46","23101176splitHere46","@Asynchronous"
"9712splitHere46","23101245splitHere46","int[] counts"
"9713splitHere46","23101275splitHere46","MyInterface"
"9714splitHere46","23101275splitHere46","public class MyString implements MyInterface {<newline46mondego>  private String string;<newline46mondego>....<newline46mondego>}<newline46mondego>"
"9715splitHere46","23101275splitHere46","MyString"
"9716splitHere46","23101380splitHere46","Add the annotation @JsonIgnoreProperties(<doubleQuotes46>fieldname<doubleQuotes46>) to your POJO.<newline46mondego>"
"9717splitHere46","23101380splitHere46","@JsonIgnore"
"9718splitHere46","23101380splitHere46","@JsonIgnore<newline46mondego>    @JsonProperty(value = <doubleQuotes46>user_password<doubleQuotes46>)<newline46mondego>    public java.lang.String getUserPassword()<newline46mondego>    {<newline46mondego>        return userPassword;<newline46mondego>    }<newline46mondego>"
"9719splitHere46","23101467splitHere46","Test1"
"9720splitHere46","23101467splitHere46","Test2"
"9721splitHere46","23101467splitHere46","Test3"
"9722splitHere46","23101467splitHere46","public class Test extends Test2, Test3<newline46mondego>{<newline46mondego>    public static void main(String[] a)<newline46mondego>    {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9723splitHere46","23101473splitHere46","${value < 0 ? -value:value}<newline46mondego>"
"9724splitHere46","23101839splitHere46","distance()"
"9725splitHere46","23101839splitHere46","distance"
"9726splitHere46","23101877splitHere46","redBox,"
"9727splitHere46","23101877splitHere46",","
"9728splitHere46","23101877splitHere46",", the"
"9729splitHere46","23101877splitHere46","is"
"9730splitHere46","23101877splitHere46","public ComboPanel()<newline46mondego>{<newline46mondego>    colorComboBox();<newline46mondego>    listener = new ChoiceListener();<newline46mondego>}<newline46mondego>"
"9731splitHere46","23101877splitHere46","listener"
"9732splitHere46","23101877splitHere46","public ComboPanel()<newline46mondego>{<newline46mondego>    listener = new ChoiceListener();<newline46mondego>    colorComboBox();<newline46mondego>}<newline46mondego>"
"9733splitHere46","23101912splitHere46","try {<newline46mondego>    while (true) {<newline46mondego>        System.out.println(in.readUTF());<newline46mondego>    }<newline46mondego>    } catch (EOFException e) {<newline46mondego>}<newline46mondego>"
"9734splitHere46","23101932splitHere46","tomcat-users.xml"
"9735splitHere46","23101932splitHere46","<role rolename=<doubleQuotes46>manager-gui<doubleQuotes46>/><newline46mondego>  <role rolename=<doubleQuotes46>tomcat<doubleQuotes46>/><newline46mondego>  <role rolename=<doubleQuotes46>manager-script<doubleQuotes46>/><newline46mondego>  <role rolename=<doubleQuotes46>manager-status<doubleQuotes46>/><newline46mondego>  <role rolename=<doubleQuotes46>manager-jmx<doubleQuotes46>/><newline46mondego>  <user username=<doubleQuotes46>admin<doubleQuotes46> password=<doubleQuotes46>...<doubleQuotes46> roles=<doubleQuotes46>tomcat,manager-gui,manager-script,manager-jmx,manager-status<doubleQuotes46>/><newline46mondego>"
"9736splitHere46","23101932splitHere46","pom.xml"
"9737splitHere46","23101932splitHere46","<plugin><newline46mondego>        <groupId>org.codehaus.cargo</groupId><newline46mondego>        <artifactId>cargo-maven2-plugin</artifactId><newline46mondego>        <version>1.3.3</version><newline46mondego>        <configuration><newline46mondego>            <container><newline46mondego>                <containerId>tomcat7x</containerId><newline46mondego>                <type>remote</type><newline46mondego>            </container><newline46mondego>            <configuration><newline46mondego>                <type>runtime</type><newline46mondego>                <properties><newline46mondego>                    <cargo.remote.username>...</cargo.remote.username><newline46mondego>                    <cargo.remote.password>...</cargo.remote.password><newline46mondego>                    <cargo.hostname>...</cargo.hostname><newline46mondego>                    <cargo.protocol>http</cargo.protocol><newline46mondego>                    <cargo.servlet.port>8080</cargo.servlet.port><newline46mondego>                </properties><newline46mondego>            </configuration><newline46mondego><newline46mondego>            <!-- Deployer configuration --><newline46mondego>            <deployer><newline46mondego>                <type>remote</type><newline46mondego>            </deployer><newline46mondego>            <deployables><newline46mondego>                <deployable><newline46mondego>                    <groupId>...</groupId><newline46mondego>                    <artifactId>...</artifactId><newline46mondego>                    <type>war</type><newline46mondego>                </deployable><newline46mondego>            </deployables><newline46mondego><newline46mondego>        </configuration><newline46mondego>    </plugin><newline46mondego>"
"9738splitHere46","23101932splitHere46","mvn cargo:deploy"
"9739splitHere46","23101985splitHere46","String s = <doubleQuotes46>1234567890abcdefghij<doubleQuotes46>"
"9740splitHere46","23101985splitHere46","char[][] a = new char[4][4];<newline46mondego><newline46mondego>for (int i = 0; i < 4; i++) {<newline46mondego>    for (int j = 0; j < 4; j++) {<newline46mondego>        a[i][j] = s.charAt(4 * i + j);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9741splitHere46","23102102splitHere46","fieldvalue"
"9742splitHere46","23102102splitHere46","DiskFileItemFactory factory = new DiskFileItemFactory();<newline46mondego>ServletFileUpload upload = new ServletFileUpload(factory);<newline46mondego>List<FileItem> files = new ServletFileUpload(factory).parseRequest(request);<newline46mondego><newline46mondego>for (FileItem item : files) {<newline46mondego>    if (item.isFormField()) {<newline46mondego>        String fieldname = item.getFieldName();<newline46mondego>        String fieldvalue = item.getString();<newline46mondego>        if (fieldname.compareTo(<doubleQuotes46>Mcheckbox<doubleQuotes46>) == 0) {<newline46mondego>            System.out.println(<doubleQuotes46>checkbox value is <doubleQuotes46> + fieldvalue);<newline46mondego>            mymobilepass = fieldvalue;<newline46mondego>        } else if (fieldname.compareTo(<doubleQuotes46>Echeckbox<doubleQuotes46>) == 0) {<newline46mondego>            System.out.println(<doubleQuotes46>checkbox value is <doubleQuotes46> + fieldvalue);<newline46mondego>            myemailpass = fieldvalue;<newline46mondego>        }<newline46mondego><newline46mondego>    } else {<newline46mondego>        InputStream is = item.getInputStream();<newline46mondego><newline46mondego>        FileOutputStream fos = new FileOutputStream(path + <doubleQuotes46>\\<doubleQuotes46> + fi.getName());<newline46mondego>        int x = is.read();<newline46mondego><newline46mondego>        while (x >= 0) {<newline46mondego>            fos.write((byte) x);<newline46mondego>            x = is.read();<newline46mondego>            //System.out.println(<doubleQuotes46>reading<doubleQuotes46>);<newline46mondego><newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9743splitHere46","23102203splitHere46","Session mailSession = Session.getDefaultInstance(props,<newline46mondego>                new javax.mail.Authenticator() {<newline46mondego>                    @Override<newline46mondego>                    protected PasswordAuthentication getPasswordAuthentication() {<newline46mondego>                        return new PasswordAuthentication(<doubleQuotes46>yourmail@gmail.com<doubleQuotes46>, <doubleQuotes46>yourpassword<doubleQuotes46>);<newline46mondego>                    }<newline46mondego>                });<newline46mondego>        mailSession.setDebug(true);<newline46mondego>        Transport transport = mailSession.getTransport();<newline46mondego><newline46mondego>        MimeMessage message = new MimeMessage(mailSession);<newline46mondego>        message.setSubject(subject);<newline46mondego>        message.setContent(content, <doubleQuotes46>text/html<doubleQuotes46>);<newline46mondego><newline46mondego>        message.addRecipient(Message.RecipientType.TO,<newline46mondego>                new InternetAddress(emailid));<newline46mondego><newline46mondego>        transport.connect(SMTP_HOST_NAME, SMTP_HOST_PORT, <doubleQuotes46>yourmail@gmail.com<doubleQuotes46>, <doubleQuotes46>yourpassword<doubleQuotes46>);<newline46mondego><newline46mondego>        transport.sendMessage(message,<newline46mondego>                message.getRecipients(Message.RecipientType.TO));<newline46mondego><newline46mondego>        transport.close();<newline46mondego>"
"9744splitHere46","23102254splitHere46","int"
"9745splitHere46","23102254splitHere46","int[] a"
"9746splitHere46","23102254splitHere46","validate the input"
"9747splitHere46","23102254splitHere46","if input does not pass validation check, you can return an exception"
"9748splitHere46","23102254splitHere46","IllegalArgumentException"
"9749splitHere46","23102254splitHere46","throw new IllegalArgumentException(<doubleQuotes46>Error message<doubleQuotes46>);<newline46mondego>"
"9750splitHere46","23102342splitHere46","beans.xml"
"9751splitHere46","23102342splitHere46","adminEmails"
"9752splitHere46","23102342splitHere46","CollectionsWithProps"
"9753splitHere46","23102342splitHere46","emails"
"9754splitHere46","23102342splitHere46","beans.xml"
"9755splitHere46","23102342splitHere46","adminEmails"
"9756splitHere46","23102342splitHere46","CollectionsWithProps"
"9757splitHere46","23102342splitHere46","emails"
"9758splitHere46","23102342splitHere46","adminEmails"
"9759splitHere46","23102366splitHere46","try{    <newline46mondego>            URL url = new URL(<doubleQuotes46>http://docs.oracle.com/javase/7/docs/api/java/io/FileOutputStream.html<doubleQuotes46>);<newline46mondego>            String path = <doubleQuotes46>D://StackOverflow/<doubleQuotes46>;<newline46mondego>            InputStream ins = url.openStream();<newline46mondego>            OutputStream ous = new FileOutputStream(path);<newline46mondego>            final byte[] b = new byte[2048];<newline46mondego>            int length;<newline46mondego><newline46mondego>                while ((length = ins.read(b)) != -1) {<newline46mondego>                       ous.write(b, 0, length);<newline46mondego>                 }<newline46mondego><newline46mondego>                   ins.close();<newline46mondego>                   ous.close();<newline46mondego>        } catch(Exception e){<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>"
"9760splitHere46","23102596splitHere46","Template t = ve.getTemplate(<doubleQuotes46>email_template.vm<doubleQuotes46>, <doubleQuotes46>UTF-8<doubleQuotes46>); <newline46mondego>"
"9761splitHere46","23102615splitHere46","<FrameLayout...><newline46mondego>    <com.ex.paper.HackyViewPager/><newline46mondego>    <Button/><newline46mondego><FrameLayout/><newline46mondego>"
"9762splitHere46","23102615splitHere46","onCreate"
"9763splitHere46","23102615splitHere46","setContentView(your.layout.with.frameLayout);<newline46mondego>    mViewPager = (HackyViewPager) findViewById(R.id.view_pager);<newline46mondego>    mButton = (Button) findViewById(R.id.button);<newline46mondego>    mButton.setOnClickListener(new OnClickListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void onClick(View v) {<newline46mondego>               wallpaper.setResource(sDrawables[mViewPager.getCurrentItem()]);                  <newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>"
"9764splitHere46","23102665splitHere46","jcbo.addActionListener (new ActionListener () {<newline46mondego>public void actionPerformed(ActionEvent e) {<newline46mondego>String selected=<doubleQuotes46><doubleQuotes46>+jcbo.getSelectedItem();<newline46mondego>if(selected.equals(<doubleQuotes46>Senior<doubleQuotes46>))<newline46mondego>   System.out.println(<doubleQuotes46>Student has been in school for four years<doubleQuotes46>)<newline46mondego>else if(selected.equals(<doubleQuotes46>Junior<doubleQuotes46>))<newline46mondego>   System.out.println(<doubleQuotes46>Student has been in school for three years<doubleQuotes46>);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"9765splitHere46","23102693splitHere46","class RptUpdater implements Runnable {<newline46mondego>    public void run() {<newline46mondego>        if( mAutoIncrement &&  counter<35){<newline46mondego>            increment();<newline46mondego>            repeatUpdateHandler.postDelayed( new RptUpdater(), REP_DELAY );<newline46mondego>        } else if( mAutoDecrement && counter>10){<newline46mondego>            decrement();<newline46mondego>            repeatUpdateHandler.postDelayed( new RptUpdater(), REP_DELAY );<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9766splitHere46","23102730splitHere46","...<newline46mondego>            } catch (InterruptedException e) {<newline46mondego>                System.out.println(i + <doubleQuotes46> interrupted<doubleQuotes46>);<newline46mondego>                Thread.currentThread().interrupt();<newline46mondego>            }<newline46mondego>...<newline46mondego>"
"9767splitHere46","23102759splitHere46","if (! B.contains(match))<newline46mondego>"
"9768splitHere46","23102835splitHere46","ResourceLoader"
"9769splitHere46","23102835splitHere46","ResourceLoaderAware"
"9770splitHere46","23102835splitHere46","ResourceLoader"
"9771splitHere46","23102835splitHere46","@Autowired"
"9772splitHere46","23102835splitHere46","public class YourClass {<newline46mondego><newline46mondego>    @Autowired<newline46mondego>    private ResourceLoader rl;<newline46mondego><newline46mondego>}<newline46mondego>"
"9773splitHere46","23102835splitHere46","ResourceLoader"
"9774splitHere46","23102835splitHere46","ResourcePatternUtils"
"9775splitHere46","23102835splitHere46","public Resource[] loadResources() {<newline46mondego>    return ResourcePatternUtils.getResourcePatternResolver(rl).getResources(<doubleQuotes46>classpath:/directory/**/*-context.xml);<newline46mondego><newline46mondego>}<newline46mondego>"
"9776splitHere46","23102985splitHere46","File | Open"
"9777splitHere46","23102985splitHere46","View | Show Sample Data"
"9778splitHere46","23102985splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><newline46mondego><?import java.lang.*?><newline46mondego><?import java.util.*?><newline46mondego><?import javafx.scene.chart.*?><newline46mondego><?import javafx.scene.layout.*?><newline46mondego><?import javafx.scene.paint.*?><newline46mondego><newline46mondego><StackPane id=<doubleQuotes46>StackPane<doubleQuotes46> maxHeight=<doubleQuotes46>-Infinity<doubleQuotes46> maxWidth=<doubleQuotes46>-Infinity<doubleQuotes46> minHeight=<doubleQuotes46>-Infinity<doubleQuotes46> minWidth=<doubleQuotes46>-Infinity<doubleQuotes46> prefHeight=<doubleQuotes46>250.0<doubleQuotes46> prefWidth=<doubleQuotes46>300.0<doubleQuotes46> xmlns:fx=<doubleQuotes46>http://javafx.com/fxml/1<doubleQuotes46> xmlns=<doubleQuotes46>http://javafx.com/javafx/2.2<doubleQuotes46>><newline46mondego>  <children><newline46mondego>    <PieChart id=<doubleQuotes46>PieChart<doubleQuotes46> prefHeight=<doubleQuotes46>-1.0<doubleQuotes46> prefWidth=<doubleQuotes46>-1.0<doubleQuotes46> /><newline46mondego>  </children><newline46mondego></StackPane><newline46mondego>"
"9779splitHere46","23103059splitHere46","getUsers()"
"9780splitHere46","23103059splitHere46","JsonResponse"
"9781splitHere46","23103059splitHere46","private JsonResponse<List<User>> getUsers(){<newline46mondego>    JsonResponse<List<User>> jsonResponse = new JsonResponse<List<User>>();<newline46mondego><newline46mondego>    // Lets say I have a class called User<newline46mondego>    List<User> users = new ArrayList<Users>();<newline46mondego>    // get users and add to list<newline46mondego><newline46mondego>    jsonResponse.setResponseData(users); // No warning on this line<newline46mondego>    jsonResponse.setSuccess(true);<newline46mondego>    return jsonResponse;<newline46mondego>}<newline46mondego>"
"9782splitHere46","23103059splitHere46","public void setResponseData(Object value){...}<newline46mondego>"
"9783splitHere46","23103059splitHere46","public void setResponseData(T value){...}<newline46mondego>"
"9784splitHere46","23103087splitHere46","maxAge=<doubleQuotes46>180000<doubleQuotes46> <newline46mondego>testOnBorrow=<doubleQuotes46>true<doubleQuotes46> <newline46mondego>testWhileIdle=<doubleQuotes46>true<doubleQuotes46><newline46mondego>validationInterval=<doubleQuotes46>0<doubleQuotes46> //forces the connection pool to validate each time a connection is given to the application<newline46mondego>"
"9785splitHere46","23103144splitHere46","android.R.java"
"9786splitHere46","23103144splitHere46","yourpackage.R.java"
"9787splitHere46","23103144splitHere46","import android.R"
"9788splitHere46","23103159splitHere46","<context:component-scan base-package=<doubleQuotes46>com.foo.bar.config<doubleQuotes46>/><newline46mondego><newline46mondego><context:property-placeholder location=<doubleQuotes46>file:${key.supportiveFile}<doubleQuotes46> /><newline46mondego><newline46mondego><bean id=<doubleQuotes46>helloWorldBean<doubleQuotes46> class=<doubleQuotes46>com.sample.snippets.enterprise.services.HelloWorld<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>prefixProp<doubleQuotes46> value=<doubleQuotes46>${key1}<doubleQuotes46> /><newline46mondego>    <property name=<doubleQuotes46>suffixProp<doubleQuotes46> value=<doubleQuotes46>${key2}<doubleQuotes46> /> <newline46mondego></bean><newline46mondego>"
"9789splitHere46","23103159splitHere46","com.foo.bar.config"
"9790splitHere46","23103159splitHere46","package com.foo.bar.config;<newline46mondego><newline46mondego>import org.springframework.context.annotation.Configuration;<newline46mondego>import org.springframework.context.annotation.PropertySource;<newline46mondego><newline46mondego>@Configuration<newline46mondego>@PropertySource(<doubleQuotes46>classpath:/System.properties<doubleQuotes46>)<newline46mondego>public class SpringConfig{<newline46mondego><newline46mondego>}<newline46mondego>"
"9791splitHere46","23103243splitHere46","SomeClass instance = // ....<newline46mondego><newline46mondego><newline46mondego>public SomeClass getInstance() {<newline46mondego>  return new SomeClass(instance);<newline46mondego>}<newline46mondego>"
"9792splitHere46","23103262splitHere46","<doubleQuotes46>/root/A/B<doubleQuotes46>"
"9793splitHere46","23103262splitHere46","<doubleQuotes46>../info1<doubleQuotes46><newline46mondego><doubleQuotes46>info2<doubleQuotes46><newline46mondego><doubleQuotes46>info3<doubleQuotes46><newline46mondego><doubleQuotes46>../info4<doubleQuotes46><newline46mondego>"
"9794splitHere46","23103262splitHere46","3"
"9795splitHere46","23103458splitHere46","jSpinner2.getValue().toString()"
"9796splitHere46","23103458splitHere46","String"
"9797splitHere46","23103458splitHere46","Date"
"9798splitHere46","23103458splitHere46","String"
"9799splitHere46","23103458splitHere46","Date"
"9800splitHere46","23103458splitHere46","DateFormatter"
"9801splitHere46","23103458splitHere46","Date"
"9802splitHere46","23103458splitHere46","JSpinner"
"9803splitHere46","23103458splitHere46","JSpinner"
"9804splitHere46","23103458splitHere46","Date"
"9805splitHere46","23103458splitHere46","DateFormatter"
"9806splitHere46","23103458splitHere46","Date"
"9807splitHere46","23103458splitHere46","String"
"9808splitHere46","23103458splitHere46","Object value = jSpinner2.getValue();<newline46mondego>if (value instanceof Date) {<newline46mondego>    String time = new SimpleDateFormat(<doubleQuotes46>HH:mm<doubleQuotes46>).format(value);<newline46mondego>    t1.setHourBegin(time);<newline46mondego>} else {<newline46mondego>    // Deal with the invalid value...<newline46mondego>}<newline46mondego>"
"9809splitHere46","23103549splitHere46","Settings settings = ImmutableSettings<newline46mondego>            .settingsBuilder()<newline46mondego>            .put(<doubleQuotes46>cluster.name<doubleQuotes46>, <doubleQuotes46>es_cluster_name<doubleQuotes46>))<newline46mondego>            // Define similarity module settings<newline46mondego>            .put(<doubleQuotes46>similarity.custom.type<doubleQuotes46>, <doubleQuotes46>BM25<doubleQuotes46>)<newline46mondego>            .put(<doubleQuotes46>similarity.custom.k1<doubleQuotes46>, 2.0f)<newline46mondego>            .put(<doubleQuotes46>similarity.custom.b<doubleQuotes46>, 1.5f)<newline46mondego>            .build();<newline46mondego><newline46mondego>Client client = new TransportClient(settings);<newline46mondego>"
"9810splitHere46","23103549splitHere46",".put(<doubleQuotes46>similarity.custom.type<doubleQuotes46>, <doubleQuotes46>...<doubleQuotes46> )<newline46mondego>"
"9811splitHere46","23103709splitHere46","&"
"9812splitHere46","23103709splitHere46","?"
"9813splitHere46","23103709splitHere46","String url=<doubleQuotes46>../../downloadServlet?fileName=<doubleQuotes46>+fileN+<doubleQuotes46>&recodId=<doubleQuotes46>+recoId;<newline46mondego>"
"9814splitHere46","23103725splitHere46","@Override<newline46mondego>public boolean visitGreaterEqual(GreaterEqualContext ctx) {<newline46mondego>    ...<newline46mondego>"
"9815splitHere46","23103725splitHere46","Integer"
"9816splitHere46","23103725splitHere46","Value"
"9817splitHere46","23103725splitHere46","0"
"9818splitHere46","23103725splitHere46","@Override<newline46mondego>public Integer visitGreaterEqual(ExprParser.GreaterEqualContext ctx) {<newline46mondego>    int left = this.visit(ctx.expr(0));<newline46mondego>    int right = this.visit(ctx.expr(1));<newline46mondego><newline46mondego>    if (ctx.op.getType() == ExprParser.GREATER) {<newline46mondego>        return left > right ? 1 : 0; // 0 is false (all other values are true)<newline46mondego>    }<newline46mondego>    else {<newline46mondego>        return left < right ? 1 : 0;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9819splitHere46","23103725splitHere46","while"
"9820splitHere46","23103725splitHere46","@Override<newline46mondego>public Integer visitWhile(ExprParser.WhileContext ctx) {<newline46mondego><newline46mondego>    // Evaluate the relational expression and continue the while<newline46mondego>    // loop as long as it is true (does not equal zero).<newline46mondego>    while (this.visit(ctx.relational()) != 0) {<newline46mondego><newline46mondego>        // Evaluate all statements inside the while loop.<newline46mondego>        for (ExprParser.StatContext stat : ctx.stat()) {<newline46mondego>            this.visit(stat);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    // 0 now also is false, so maybe return null instead which would be<newline46mondego>    // some sort of VOID value (or make a proper Value class).<newline46mondego>    return 0;<newline46mondego>}<newline46mondego>"
"9821splitHere46","23103725splitHere46","while"
"9822splitHere46","23103725splitHere46","0"
"9823splitHere46","23103725splitHere46","Value"
"9824splitHere46","23103725splitHere46","Value.VOID"
"9825splitHere46","23103725splitHere46","public static void main(String[] args) throws Exception {<newline46mondego><newline46mondego>    String expression = <doubleQuotes46>n = 1\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>while (n < 10) {\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>  n\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>  n = n + 1\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>}\n<doubleQuotes46>;<newline46mondego>    ExprLexer lexer = new ExprLexer(new ANTLRInputStream(expression));<newline46mondego>    ExprParser parser = new ExprParser(new CommonTokenStream(lexer));<newline46mondego>    new EvalVisitor().visit(parser.prog());<newline46mondego>}<newline46mondego>"
"9826splitHere46","23103725splitHere46","if"
"9827splitHere46","23103725splitHere46","while"
"9828splitHere46","23103725splitHere46","Value"
"9829splitHere46","23103751splitHere46","<doubleQuotes46>RRULE:FREQ=YEARLY;COUNT=6;INTERVAL=1;BYYEARDAY=-307<doubleQuotes46><newline46mondego>"
"9830splitHere46","23103778splitHere46","Date"
"9831splitHere46","23103778splitHere46","long"
"9832splitHere46","23103937splitHere46","intArray"
"9833splitHere46","23103937splitHere46","someMethod"
"9834splitHere46","23103937splitHere46","className"
"9835splitHere46","23103937splitHere46","Testing"
"9836splitHere46","23103937splitHere46","className"
"9837splitHere46","23103937splitHere46","Testing"
"9838splitHere46","23103937splitHere46","class Testing{<newline46mondego><newline46mondego>    public Testing(File f)<newline46mondego>    {<newline46mondego>        this.f = f;<newline46mondego>    }<newline46mondego><newline46mondego>    private File f;<newline46mondego>    private int[] intArray;<newline46mondego>    public static ReturnClassName className(){<newline46mondego>        ReturnClassName returnCN= new ReturnClassName();<newline46mondego>        byte[] b;<newline46mondego>        if(intArray == null || intArray.length > 0) return //If it was called before, then we don't load the file again.<newline46mondego>        {<newline46mondego>            try{<newline46mondego>                DataInputStream dataIStream= new DataInputStream(new FileInputStream(f));<newline46mondego>                intArray= new int[dataIStream.available()];<newline46mondego>                b = new byte[dataIStream.available()];<newline46mondego>                dataIStream.read(b);<newline46mondego>                intArray= b;<newline46mondego>                // setting methods for ReturnClassName <newline46mondego>                // counter increment<newline46mondego>            } catch(Exception e) { <newline46mondego>            ...<newline46mondego>            ...<newline46mondego>            }<newline46mondego>        }<newline46mondego>        returnCN.setNumber(someMethod(5));<newline46mondego>        return returnCN;<newline46mondego>    }<newline46mondego><newline46mondego>    private int[] someMethod(int l){<newline46mondego>        return Arrays.copyOfRange(intArray, counter, counter + l);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9839splitHere46","23103937splitHere46","Testing forFile1 = new Testing(fileObj01);<newline46mondego>ReturnClassName x = ReforFile1.className();<newline46mondego>ReturnClassName y = ReforFile1.className();<newline46mondego><newline46mondego>Testing forFile2 = new Testing(fileObj02);<newline46mondego>ReturnClassName z = ReforFile2.className();<newline46mondego>ReturnClassName w = ReforFile2.className();<newline46mondego>"
"9840splitHere46","23103937splitHere46","Testing"
"9841splitHere46","23103937splitHere46","File f"
"9842splitHere46","23104043splitHere46","class Dairy {<newline46mondego>    final SortedMap<String, Person> people = new TreeMap<String, Person>();<newline46mondego><newline46mondego>}<newline46mondego>"
"9843splitHere46","23104043splitHere46","class Dairy {<newline46mondego>    final SortedSet<Person> people = new TreeSet<Person>(new MyNameComparator());<newline46mondego><newline46mondego>}<newline46mondego>"
"9844splitHere46","23104043splitHere46","class Dairy {<newline46mondego>    final List<Person> people = new ArrayList<Person>();<newline46mondego><newline46mondego>    public void sortPeople() {<newline46mondego>        Collections.sort(people, new MyNameComparartor());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9845splitHere46","23104146splitHere46","jClientSessionId"
"9846splitHere46","23104146splitHere46","jUserSessionId"
"9847splitHere46","23104146splitHere46","@RequestMapping ({jClientSessionId}/{jClientSessionId})?"
"9848splitHere46","23104149splitHere46","final URL fullPathString = FileLocator.find(bundle, new Path(<doubleQuotes46>icons/stop.png<doubleQuotes46>), null);<newline46mondego><newline46mondego>ImageDescriptor imgDesc = ImageDescriptor.createFromURL(fullPathString);<newline46mondego>"
"9849splitHere46","23104149splitHere46","bundle"
"9850splitHere46","23104149splitHere46","Bundle bundle = Platform.getBundle(<doubleQuotes46>plugin id<doubleQuotes46>);<newline46mondego>"
"9851splitHere46","23104149splitHere46","icons"
"9852splitHere46","23104149splitHere46","build.properties"
"9853splitHere46","23104353splitHere46","this.Produit[nbrProduct][0] = code;<newline46mondego>"
"9854splitHere46","23104353splitHere46","null"
"9855splitHere46","23104353splitHere46","this.Produit"
"9856splitHere46","23104353splitHere46","Produit"
"9857splitHere46","23104353splitHere46","private String[][] Produit = new String[99][3];<newline46mondego>"
"9858splitHere46","23104353splitHere46","null"
"9859splitHere46","23104353splitHere46","Commande.Produit = null;<newline46mondego>"
"9860splitHere46","23104353splitHere46","Produit"
"9861splitHere46","23104353splitHere46","Commande_Final"
"9862splitHere46","23104353splitHere46","Search > Write Access > Project"
"9863splitHere46","23104751splitHere46","matcher"
"9864splitHere46","23104751splitHere46","0"
"9865splitHere46","23104751splitHere46","matcher"
"9866splitHere46","23104751splitHere46","1"
"9867splitHere46","23104751splitHere46","2"
"9868splitHere46","23104751splitHere46","for(int i = 1; i <= matcher.groupCount();i++)<newline46mondego>"
"9869splitHere46","23104840splitHere46","JPA"
"9870splitHere46","23104840splitHere46","JPA"
"9871splitHere46","23104840splitHere46","User"
"9872splitHere46","23104840splitHere46","UserFR17getset"
"9873splitHere46","23104840splitHere46","User"
"9874splitHere46","23104840splitHere46","Address"
"9875splitHere46","23104840splitHere46","User"
"9876splitHere46","23104840splitHere46","Address"
"9877splitHere46","23104840splitHere46","JPA"
"9878splitHere46","23104840splitHere46","JPA"
"9879splitHere46","23104840splitHere46","Connection"
"9880splitHere46","23104840splitHere46","Connection"
"9881splitHere46","23104840splitHere46","User u = loadUser(connection, userId);"
"9882splitHere46","23104926splitHere46","public class ListItem {<newline46mondego>  public String path;<newline46mondego>  public int pos;<newline46mondego>}<newline46mondego>"
"9883splitHere46","23105040splitHere46","String line;<newline46mondego>        while ((line = r.readLine()) != null) {<newline46mondego>            int ind = line.indexOf(<doubleQuotes46>package: name=<doubleQuotes46>);<newline46mondego>            if (ind >= 0) {<newline46mondego>                String yourValue = line.substring(ind + <doubleQuotes46>default =<doubleQuotes46>.length(), line.length() - 1).trim(); // -1 to remove de <doubleQuotes46>;<doubleQuotes46><newline46mondego>                System.out.println(yourValue);<newline46mondego>          }<newline46mondego>"
"9884splitHere46","23105058splitHere46","doc.getElementsByTagName(<doubleQuotes46>name<doubleQuotes46>).item(0).setTextContent(<doubleQuotes46>Alan Zero<doubleQuotes46>);<newline46mondego>"
"9885splitHere46","23105058splitHere46","set the FIRST USER'S name from the list of USERS"
