"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"6429splitHere46","5422904splitHere46","<jsp:setProperty property=<doubleQuotes46>*<doubleQuotes46> name=<doubleQuotes46>user<doubleQuotes46>/><newline46mondego>"
"6430splitHere46","5422904splitHere46","index.jsp"
"6431splitHere46","5422904splitHere46","result.jsp"
"6432splitHere46","5422904splitHere46","<jsp:useBean>"
"6433splitHere46","5422904splitHere46","index.jsp"
"6434splitHere46","5422904splitHere46","index.jsp"
"6435splitHere46","5422904splitHere46","Name: ${user.uname}<br/><newline46mondego>Email: ${user.mail}<br/><newline46mondego>Age: ${user.age}<br/><newline46mondego>"
"6436splitHere46","5423017splitHere46","/**<newline46mondego> * Create an Iterator from multiple Iterators. The returned Iterator<newline46mondego> * traverses all elements from all sources, in the order, as if they belong<newline46mondego> * to the same source.<newline46mondego> * <newline46mondego> * @param <T> type of elements<newline46mondego> * @param sources sources of the elements, in order of traversal<newline46mondego> * @return an iterator over multiple iterators in sequence<newline46mondego> */<newline46mondego>public static <T> Iterator<T> concatenate(final Iterator<T> ... sources) {<newline46mondego>    if (sources.length == 0) {<newline46mondego>        return new Iterator<T>() {<newline46mondego>            @Override public boolean hasNext() { return false; }<newline46mondego>            @Override public T next() { throw new NoSuchElementException(<doubleQuotes46>end of iteration<doubleQuotes46>); }<newline46mondego>            @Override public void remove() { throw new IllegalStateException(<doubleQuotes46>no previous element<doubleQuotes46>); }<newline46mondego>        };<newline46mondego>    }<newline46mondego>    return new Iterator<T>() {<newline46mondego><newline46mondego>        Iterator<Iterator<T>> sourcesIterator = Arrays.asList(sources).iterator();<newline46mondego>        Iterator<T> currentIterator = sourcesIterator.next();<newline46mondego><newline46mondego>        @Override<newline46mondego>        public boolean hasNext() {<newline46mondego>            if (currentIterator.hasNext()) {<newline46mondego>                return true;<newline46mondego>            } else {<newline46mondego>                if (sourcesIterator.hasNext()) {<newline46mondego>                    currentIterator = sourcesIterator.next();<newline46mondego>                    return hasNext();<newline46mondego>                } else {<newline46mondego>                    return false;<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public T next() {<newline46mondego>            if (hasNext()) {<newline46mondego>                return currentIterator.next();<newline46mondego>            } else {<newline46mondego>                throw new NoSuchElementException(<doubleQuotes46>end of iteration<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void remove() {<newline46mondego>            currentIterator.remove();<newline46mondego>        }<newline46mondego>    };<newline46mondego>}<newline46mondego><newline46mondego>/**<newline46mondego> * Create an Iterable from multiple Iterables. The returned Iterable<newline46mondego> * traverses all elements from all sources, in the order, as if they belong<newline46mondego> * to the same source.<newline46mondego> * <newline46mondego> * @param <T> type of elements<newline46mondego> * @param sources sources of the elements, in order of traversal<newline46mondego> * @return an iterable over multiple iterators in sequence<newline46mondego> */<newline46mondego>@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>) // impossible to create a generic array<newline46mondego>public static <T> Iterable<T> concatenate(final Iterable<T> ... sources) {<newline46mondego>    return new Iterable<T>() {<newline46mondego>        @Override<newline46mondego>        public Iterator<T> iterator() {<newline46mondego>            final Iterator[] iteratorsArrays = new Iterator[sources.length];<newline46mondego>            for (int i = 0; i < sources.length; i++) {<newline46mondego>                iteratorsArrays[i] = sources[i].iterator();<newline46mondego>            }<newline46mondego>            return concatenate(iteratorsArrays);<newline46mondego>        }<newline46mondego>    };<newline46mondego>}<newline46mondego>"
"6437splitHere46","5423148splitHere46","@Service(FooRequestImpl.class)<newline46mondego>public interface FooRequest extends RequestContext {<newline46mondego>   Request<List<FooProxy>> findSmt();<newline46mondego>}<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>public class FooRequestImpl<newline46mondego>{<newline46mondego>    List<FooDAO> findSmt()  //note that we dropped the Request and changed the Proxy to the DAO<newline46mondego>    {<newline46mondego>        return getFoos();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6438splitHere46","5423148splitHere46","InstanceRequest"
"6439splitHere46","5423425splitHere46","include_package <doubleQuotes46>com.google.gson<doubleQuotes46><newline46mondego>gson = GsonBuilder.new.setFieldNamingPolicy(FieldNamingPolicy::LOWER_CASE_WITH_UNDERSCORES).create()<newline46mondego>json = gson.to_json(javaObject)<newline46mondego>"
"6440splitHere46","5423528splitHere46","@XmlElement(defaultValue=<doubleQuotes46>defaultElVal<doubleQuotes46>)<newline46mondego>public String getChildVal() {<newline46mondego>    return childVal;<newline46mondego>}<newline46mondego>"
"6441splitHere46","5423528splitHere46","import java.io.File;  <newline46mondego>import java.io.FileInputStream;<newline46mondego><newline46mondego>import javax.xml.XMLConstants;  <newline46mondego>import javax.xml.bind.JAXBContext;  <newline46mondego>import javax.xml.bind.Unmarshaller;  <newline46mondego>import javax.xml.parsers.SAXParserFactory;<newline46mondego>import javax.xml.transform.sax.SAXSource;<newline46mondego>import javax.xml.validation.Schema;  <newline46mondego>import javax.xml.validation.SchemaFactory;  <newline46mondego><newline46mondego>import org.xml.sax.InputSource;<newline46mondego>import org.xml.sax.XMLReader;<newline46mondego>public class TestParser {    <newline46mondego>    public static void main(String[] pArgs) {  <newline46mondego>        try {  <newline46mondego>            JAXBContext context = JAXBContext.newInstance(RootElement.class);  <newline46mondego>            Unmarshaller unmarshaller = context.createUnmarshaller();  <newline46mondego><newline46mondego>            SchemaFactory schemaFac = SchemaFactory.newInstance(XMLConstants.W3C_XML_SCHEMA_NS_URI);<newline46mondego>            Schema sysConfigSchema = schemaFac.newSchema(<newline46mondego>                    new File(<doubleQuotes46>example.xsd<doubleQuotes46>));<newline46mondego><newline46mondego>            SAXParserFactory spf = SAXParserFactory.newInstance();<newline46mondego>            spf.setNamespaceAware(true);<newline46mondego>            spf.setSchema(sysConfigSchema);<newline46mondego>            XMLReader xmlReader = spf.newSAXParser().getXMLReader();<newline46mondego>            SAXSource source = new SAXSource(xmlReader, new InputSource(new FileInputStream(<doubleQuotes46>example1.xml<doubleQuotes46>)));<newline46mondego>            RootElement root = (RootElement)unmarshaller.unmarshal(<newline46mondego>                    source);<newline46mondego>            System.out.println(<doubleQuotes46>Child Val: <doubleQuotes46> + root.getChild().getChildVal());<newline46mondego>            System.out.println(<doubleQuotes46>Child Attr: <doubleQuotes46> + root.getChild().getAttr());<newline46mondego>        } catch (Exception e) {<newline46mondego>            System.out.println(e.getMessage());<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6442splitHere46","5423607splitHere46","final double first=198.4;//value extract by unmodifiable format method<newline46mondego>final double second=44701.2;//value extract by unmodifiable format method<newline46mondego>final double firstDifference= first+second; //I receive 44899.6<newline46mondego>final double calculatedDifference=44900.1; // comparison value for the flow<newline46mondego>final double error=firstDifference-calculatedDifference;// I receive -0.5 <newline46mondego><newline46mondego>if(Math.abs(error)<=0.5d){<newline46mondego>    // this branch is entered.<newline46mondego>    System.out.println(error);<newline46mondego>}<newline46mondego>"
"6443splitHere46","5423607splitHere46","-0.5<newline46mondego>"
"6444splitHere46","5423607splitHere46","private static final double ERROR = 1e-9;<newline46mondego><newline46mondego> if(Math.abs(error)<=0.5d + ERROR){<newline46mondego>"
"6445splitHere46","5423607splitHere46","final double firstDifference= round(first+second, 1); // call a function to round to one decimal place.<newline46mondego>"
"6446splitHere46","5423607splitHere46","final int first=1984;// 198.4 * 10<newline46mondego>final int second=447012; // 44701.2 * 10<newline46mondego>final int firstDifference= first+second;  //I receive 448996<newline46mondego>final int calculatedDifference=449001; // comparison value for the flow<newline46mondego>final int error=firstDifference-calculatedDifference;// I receive -5 <newline46mondego><newline46mondego>if(Math.abs(error)<=5){<newline46mondego>    // this branch is entered.<newline46mondego>    System.out.println(error);<newline46mondego>}<newline46mondego>"
"6447splitHere46","5423860splitHere46","interface ILogger{<newline46mondego><newline46mondego>   public void handleEvent (String event);<newline46mondego>}<newline46mondego><newline46mondego>class FileLogger implements ILogger{<newline46mondego><newline46mondego>   public void handleEvent (String event){<newline46mondego>       //write to file<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class ConsoleLogger implements ILogger{<newline46mondego><newline46mondego>   public void handleEvent (String event){<newline46mondego>       System.out.println( event );<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>class Log {<newline46mondego><newline46mondego>   public void registerLogger (ILogger logger){<newline46mondego><newline46mondego>       listeners.add(logger);<newline46mondego>   }<newline46mondego><newline46mondego>   public void log (String event){<newline46mondego><newline46mondego>       foreach (ILogger logger in listeners){<newline46mondego><newline46mondego>            logger.handleEvent(event); //pass the log string to both ConsoleLogger and FileLogger!<newline46mondego>       }<newline46mondego>   }<newline46mondego><newline46mondego>   private ArrayList<ILogger> listeners;<newline46mondego>}<newline46mondego>"
"6448splitHere46","5423860splitHere46","public static void main(String [] args){<newline46mondego><newline46mondego>     Log myLog();<newline46mondego>     FileLogger myFile();<newline46mondego>     ConsoleLogger myConsole();<newline46mondego><newline46mondego>     myLog.registerLogger( myFile );    <newline46mondego>     myLog.registerLogger( myConsole );<newline46mondego><newline46mondego>    myLog.log(<doubleQuotes46>Hello World!!<doubleQuotes46>);<newline46mondego>    myLog.log(<doubleQuotes46>Second log event!<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6449splitHere46","5423920splitHere46","public static String readLine() throws IOException {<newline46mondego>    StringBuilder sb = new StringBuilder();<newline46mondego>    for (int ch; (ch = System.in.read()) > 0;)<newline46mondego>        if (ch == '\r') continue;<newline46mondego>        else if (ch == '\n') break;<newline46mondego>        else sb.append(ch);<newline46mondego>    return sb.toString();<newline46mondego>}<newline46mondego>"
"6450splitHere46","5424011splitHere46","TwoDigitA = new Digits();<newline46mondego>"
"6451splitHere46","5424011splitHere46","TwoDigitA = new Digits(12);<newline46mondego>"
"6452splitHere46","5424011splitHere46","public Digits(int anyNum)<newline46mondego>"
"6453splitHere46","5424068splitHere46","urlConn.setRequestProperty ( <doubleQuotes46>User-agent<doubleQuotes46>, <doubleQuotes46>Mozilla/5.0 (X11; U; Linux i686; pl-PL; rv:1.9.0.2) Gecko/20121223 Ubuntu/9.25 (jaunty) Firefox/3.8<doubleQuotes46>);"
"6454splitHere46","5424122splitHere46","string(/response/teldir/contact/nameDept)"
"6455splitHere46","5424188splitHere46","<h:selectOneMenu id=<doubleQuotes46>product<doubleQuotes46> value=<doubleQuotes46>#{bean.selectedProduct}<doubleQuotes46>><newline46mondego>    <f:selectItem itemLabel=<doubleQuotes46>Select Product<doubleQuotes46> itemValue=<doubleQuotes46><doubleQuotes46> /><newline46mondego>    <f:selectItems value=<doubleQuotes46>#{bean.productList}<doubleQuotes46>/><newline46mondego>    <!-- here is where I send out ajax request --><newline46mondego>    <p:ajax listener=<doubleQuotes46>#{bean.loadDepartmentById}<doubleQuotes46> event=<doubleQuotes46>change<doubleQuotes46> update=<doubleQuotes46>department<doubleQuotes46> /><newline46mondego></h:selectOneMenu><newline46mondego><newline46mondego><h:selectOneMenu id=<doubleQuotes46>department<doubleQuotes46> value=<doubleQuotes46>#{bean.selectedDepartment}<doubleQuotes46>><newline46mondego>    <f:selectItem itemLabel=<doubleQuotes46><doubleQuotes46> itemValue=<doubleQuotes46><doubleQuotes46> />    <newline46mondego>    <f:selectItems value=<doubleQuotes46>#{bean.departmentList}<doubleQuotes46>/>    <newline46mondego></h:selectOneMenu><newline46mondego>"
"6456splitHere46","5424188splitHere46","@ManagedBean<newline46mondego>@ViewScoped<newline46mondego>public class bean{<newline46mondego>    private List<SelectItem> productList = null;<newline46mondego>    private List<SelectItem> departmentList = null;<newline46mondego>    private Long selectedProduct = null;<newline46mondego>    private Long selectedDepartment = null;<newline46mondego><newline46mondego>    @PostConstruct<newline46mondego>    public void init(){<newline46mondego>        //Pre load product list<newline46mondego>        productList = new ArrayList<SelectItem>();<newline46mondego>        productList.add(new SelectItem(<doubleQuotes46>value1<doubleQuotes46>, <doubleQuotes46>label1<doubleQuotes46>));  <newline46mondego>        productList.add(new SelectItem(<doubleQuotes46>value2<doubleQuotes46>, <doubleQuotes46>label2<doubleQuotes46>));  <newline46mondego>        productList.add(new SelectItem(<doubleQuotes46>value3<doubleQuotes46>, <doubleQuotes46>label3<doubleQuotes46>));  <newline46mondego>        //The values are the keys passed to the selectItem property.  <newline46mondego>        //The labels are those what you see on the menu.  <newline46mondego>    }<newline46mondego><newline46mondego>    public void loadDepartmentById(){<newline46mondego>        if(selectedProduct != null){<newline46mondego>            //Load the appropriate list of department.<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6457splitHere46","5424209splitHere46","button.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent arg0) {<newline46mondego>            jFrame.setTitle(textBox.getText());<newline46mondego><newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"6458splitHere46","5424209splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class JFrameExample {<newline46mondego>  public static void main(String[] args) {<newline46mondego>    final JFrame jFrame = new JFrame(<doubleQuotes46>This is a test<doubleQuotes46>);<newline46mondego>    jFrame.setSize(400, 150);<newline46mondego>    Container content = jFrame.getContentPane();<newline46mondego>    content.setBackground(Color.white);<newline46mondego>    content.setLayout(new FlowLayout()); <newline46mondego>    final JTextField jTextField = new JTextField(<doubleQuotes46>TestTitle<doubleQuotes46>);<newline46mondego>    content.add(jTextField);<newline46mondego>    final JButton button = new JButton(<doubleQuotes46>Change<doubleQuotes46>);<newline46mondego>    button.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent arg0) {<newline46mondego>            jFrame.setTitle(jTextField.getText());<newline46mondego><newline46mondego>        }<newline46mondego>    });<newline46mondego>    content.add(button);<newline46mondego>    jFrame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    jFrame.setVisible(true);<newline46mondego>  }<newline46mondego>"
"6459splitHere46","5424229splitHere46","<t:inputFileUpload>"
"6460splitHere46","5424229splitHere46","web.xml"
"6461splitHere46","5424229splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><web-app <newline46mondego>    xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>    xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> <newline46mondego>    xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_3_0.xsd<doubleQuotes46><newline46mondego>    id=<doubleQuotes46>YourProjectName<doubleQuotes46> version=<doubleQuotes46>3.0<doubleQuotes46>><newline46mondego><newline46mondego>    <display-name>Your Project Name</display-name><newline46mondego><newline46mondego>    <servlet><newline46mondego>        <servlet-name>Faces Servlet</servlet-name><newline46mondego>        <servlet-class>javax.faces.webapp.FacesServlet</servlet-class><newline46mondego>        <load-on-startup>1</load-on-startup><newline46mondego>    </servlet><newline46mondego>    <servlet-mapping><newline46mondego>        <servlet-name>Faces Servlet</servlet-name><newline46mondego>        <url-pattern>*.xhtml</url-pattern><newline46mondego>    </servlet-mapping><newline46mondego><newline46mondego></web-app><newline46mondego>"
"6462splitHere46","5424229splitHere46","faces-config.xml"
"6463splitHere46","5424229splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>    xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>    xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>    xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego></faces-config><newline46mondego>"
"6464splitHere46","5424229splitHere46","/lib"
"6465splitHere46","5424229splitHere46","*.jar"
"6466splitHere46","5424229splitHere46","/WEB-INF/lib"
"6467splitHere46","5424229splitHere46","batik*.jar"
"6468splitHere46","5424229splitHere46","xml*.jar"
"6469splitHere46","5424229splitHere46","t:inputFileUpload"
"6470splitHere46","5424229splitHere46","web.xml"
"6471splitHere46","5424229splitHere46","multipart/form-data"
"6472splitHere46","5424229splitHere46","<filter><newline46mondego>    <filter-name>MyFacesExtensionsFilter</filter-name><newline46mondego>    <filter-class>org.apache.myfaces.webapp.filter.ExtensionsFilter</filter-class><newline46mondego></filter><newline46mondego><filter-mapping><newline46mondego>    <filter-name>MyFacesExtensionsFilter</filter-name><newline46mondego>    <servlet-name>Faces Servlet</servlet-name><newline46mondego></filter-mapping><newline46mondego>"
"6473splitHere46","5424229splitHere46","<servlet-name>"
"6474splitHere46","5424229splitHere46","<servlet-name>"
"6475splitHere46","5424229splitHere46","FacesServlet"
"6476splitHere46","5424229splitHere46","web.xml"
"6477splitHere46","5424229splitHere46","upload.xhtml"
"6478splitHere46","5424229splitHere46","<!DOCTYPE html><newline46mondego><html lang=<doubleQuotes46>en<doubleQuotes46><newline46mondego>    xmlns=<doubleQuotes46>http://www.w3.org/1999/xhtml<doubleQuotes46><newline46mondego>    xmlns:f=<doubleQuotes46>http://java.sun.com/jsf/core<doubleQuotes46><newline46mondego>    xmlns:h=<doubleQuotes46>http://java.sun.com/jsf/html<doubleQuotes46><newline46mondego>    xmlns:t=<doubleQuotes46>http://myfaces.apache.org/tomahawk<doubleQuotes46><newline46mondego>    xmlns:ui=<doubleQuotes46>http://java.sun.com/jsf/facelets<doubleQuotes46>><newline46mondego>    <h:head><newline46mondego>        <title>Tomahawk file upload demo</title><newline46mondego>    </h:head><newline46mondego>    <h:body><newline46mondego>        <h:form enctype=<doubleQuotes46>multipart/form-data<doubleQuotes46>><newline46mondego>            <t:inputFileUpload value=<doubleQuotes46>#{bean.uploadedFile}<doubleQuotes46> /><newline46mondego>            <h:commandButton value=<doubleQuotes46>submit<doubleQuotes46> action=<doubleQuotes46>#{bean.submit}<doubleQuotes46> /><newline46mondego>            <h:messages /><newline46mondego>        </h:form><newline46mondego>    </h:body> <newline46mondego></html><newline46mondego>"
"6479splitHere46","5424229splitHere46","enctype=<doubleQuotes46>multipart/form-data<doubleQuotes46>"
"6480splitHere46","5424229splitHere46","<h:form>"
"6481splitHere46","5424229splitHere46","com.example.Bean"
"6482splitHere46","5424229splitHere46","package com.example;<newline46mondego><newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.faces.application.FacesMessage;<newline46mondego>import javax.faces.bean.ManagedBean;<newline46mondego>import javax.faces.bean.RequestScoped;<newline46mondego>import javax.faces.context.FacesContext;<newline46mondego><newline46mondego>import org.apache.commons.io.FilenameUtils;<newline46mondego>import org.apache.myfaces.custom.fileupload.UploadedFile;<newline46mondego><newline46mondego>@ManagedBean<newline46mondego>@RequestScoped<newline46mondego>public class Bean {<newline46mondego><newline46mondego>    private UploadedFile uploadedFile;<newline46mondego><newline46mondego>    public void submit() throws IOException {<newline46mondego>        String fileName = FilenameUtils.getName(uploadedFile.getName());<newline46mondego>        String contentType = uploadedFile.getContentType();<newline46mondego>        byte[] bytes = uploadedFile.getBytes();<newline46mondego><newline46mondego>        // Now you can save bytes in DB (and also content type?)<newline46mondego><newline46mondego>        FacesContext.getCurrentInstance().addMessage(null, <newline46mondego>            new FacesMessage(String.format(<doubleQuotes46>File '%s' of type '%s' successfully uploaded!<doubleQuotes46>, fileName, contentType)));<newline46mondego>    }<newline46mondego><newline46mondego>    public UploadedFile getUploadedFile() {<newline46mondego>        return uploadedFile;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setUploadedFile(UploadedFile uploadedFile) {<newline46mondego>        this.uploadedFile = uploadedFile;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6483splitHere46","5424229splitHere46","FacesServlet"
"6484splitHere46","5424229splitHere46","FacesServlet"
"6485splitHere46","5424229splitHere46","web.xml"
"6486splitHere46","5424243splitHere46","/etc/environment"
"6487splitHere46","5424303splitHere46","validate()"
"6488splitHere46","5424303splitHere46","public void actionPerformed(ActionEvent e) {<newline46mondego>    LayoutManager tempGroupLayout = jPanel1.getLayout();<newline46mondego>    jPanel1.setLayout(layoutManager2);<newline46mondego>    getContentPane().validate();  // <= added line<newline46mondego>    layoutManager = layoutManager2;<newline46mondego>    layoutManager2 = tempGroupLayout;<newline46mondego>}<newline46mondego>"
"6489splitHere46","5424398splitHere46","int inches = 34;<newline46mondego>int feet = inches / 12;<newline46mondego>int leftover = inches % 12;<newline46mondego>System.out.println(feet + <doubleQuotes46> feet and <doubleQuotes46> + leftover + <doubleQuotes46> inches<doubleQuotes46>);<newline46mondego>"
"6490splitHere46","5424587splitHere46","TimeUnit.SECONDS.toMillis(1); // Returns 1000"
"6491splitHere46","5424601splitHere46","("
"6492splitHere46","5424601splitHere46",")"
"6493splitHere46","5424601splitHere46","{"
"6494splitHere46","5424601splitHere46","}"
"6495splitHere46","5424601splitHere46","public java.util.Iterator iterator()<newline46mondego>(<newline46mondego>    return new LRIterator() ;<newline46mondego>)<newline46mondego>"
"6496splitHere46","5424601splitHere46","Iterator"
"6497splitHere46","5424601splitHere46","Iterator<T>"
"6498splitHere46","5424601splitHere46","T"
"6499splitHere46","5424601splitHere46","iterator()"
"6500splitHere46","5424601splitHere46","Iterable<T>"
"6501splitHere46","5424701splitHere46","DELETE_ORPHAN"
"6502splitHere46","5424701splitHere46","material.getMaterialAttributes().clear();<newline46mondego>... <newline46mondego>material.getMaterialAttributes().addAll(attribs); <newline46mondego>"
"6503splitHere46","5424786splitHere46","android:windowAnimationStyle"
"6504splitHere46","5424786splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><resources><newline46mondego><newline46mondego><style name=<doubleQuotes46>MyApplicationTheme<doubleQuotes46> parent=<doubleQuotes46>@android:style/Theme<doubleQuotes46>><newline46mondego>    <item name=<doubleQuotes46>android:windowAnimationStyle<doubleQuotes46>>@style/ActivityAnimation</item><newline46mondego></style><newline46mondego><newline46mondego></resources><newline46mondego>"
"6505splitHere46","5424786splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><resources><newline46mondego><newline46mondego><style name=<doubleQuotes46>ActivityAnimation<doubleQuotes46>><newline46mondego>    <item name=<doubleQuotes46>android:activityOpenEnterAnimation<doubleQuotes46>>@anim/activity_open_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:activityOpenExitAnimation<doubleQuotes46>>@anim/activity_open_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:activityCloseEnterAnimation<doubleQuotes46>>@anim/activity_close_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:activityCloseExitAnimation<doubleQuotes46>>@anim/activity_close_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:taskOpenEnterAnimation<doubleQuotes46>>@anim/task_open_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:taskOpenExitAnimation<doubleQuotes46>>@anim/task_open_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:taskCloseEnterAnimation<doubleQuotes46>>@anim/task_close_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:taskCloseExitAnimation<doubleQuotes46>>@anim/task_close_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:taskToFrontEnterAnimation<doubleQuotes46>>@anim/task_open_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:taskToFrontExitAnimation<doubleQuotes46>>@anim/task_open_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:taskToBackEnterAnimation<doubleQuotes46>>@anim/task_close_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:taskToBackExitAnimation<doubleQuotes46>>@anim/task_close_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperOpenEnterAnimation<doubleQuotes46>>@anim/wallpaper_open_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperOpenExitAnimation<doubleQuotes46>>@anim/wallpaper_open_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperCloseEnterAnimation<doubleQuotes46>>@anim/wallpaper_close_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperCloseExitAnimation<doubleQuotes46>>@anim/wallpaper_close_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperIntraOpenEnterAnimation<doubleQuotes46>>@anim/wallpaper_intra_open_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperIntraOpenExitAnimation<doubleQuotes46>>@anim/wallpaper_intra_open_exit</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperIntraCloseEnterAnimation<doubleQuotes46>>@anim/wallpaper_intra_close_enter</item><newline46mondego>    <item name=<doubleQuotes46>android:wallpaperIntraCloseExitAnimation<doubleQuotes46>>@anim/wallpaper_intra_close_exit</item><newline46mondego></style> <newline46mondego><newline46mondego></resources><newline46mondego>"
"6506splitHere46","5424786splitHere46","android:theme=<doubleQuotes46>@style/MyApplicationTheme"
"6507splitHere46","5424786splitHere46","<application>"
"6508splitHere46","5424786splitHere46","<activity>"
"6509splitHere46","5424876splitHere46","Intent.setType"
"6510splitHere46","5424876splitHere46","intent.setData"
"6511splitHere46","5424876splitHere46","intent.setDataAndType"
"6512splitHere46","5424876splitHere46","file://"
"6513splitHere46","5425038splitHere46","Class-Path:"
"6514splitHere46","5425038splitHere46","Main-Class:"
"6515splitHere46","5425038splitHere46","java -jar my.jar"
"6516splitHere46","5425114splitHere46","public void foo(int x, String... keys)<newline46mondego>"
"6517splitHere46","5425114splitHere46","public void Foo(int x, params string[] keys)<newline46mondego>"
"6518splitHere46","5425114splitHere46","Foo(5, <doubleQuotes46>x<doubleQuotes46>, <doubleQuotes46>y<doubleQuotes46>, <doubleQuotes46>z<doubleQuotes46>);<newline46mondego>"
"6519splitHere46","5425114splitHere46","Foo(5, new string[] { <doubleQuotes46>x<doubleQuotes46>, <doubleQuotes46>y<doubleQuotes46>, <doubleQuotes46>z<doubleQuotes46> });<newline46mondego>"
"6520splitHere46","5425114splitHere46","for (String stat : stats)"
"6521splitHere46","5425114splitHere46","foreach"
"6522splitHere46","5425114splitHere46","foreach (string stat in stats)<newline46mondego>"
"6523splitHere46","5425148splitHere46","Iterator"
"6524splitHere46","5425148splitHere46","remove()"
"6525splitHere46","5425148splitHere46","Iterator"
"6526splitHere46","5425148splitHere46","remove()"
"6527splitHere46","5425148splitHere46","public void remove() {<newline46mondego>    throw new UnsupportedOperationException();<newline46mondego>}<newline46mondego>"
