"1splitHere46","11522953splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>        xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>        xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>        xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<newline46mondego>            http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>        version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego>    <!-- JSF and Spring are integrated --><newline46mondego>    <application><newline46mondego>        <el-resolver><newline46mondego>            org.springframework.web.jsf.el.SpringBeanFacesELResolver<newline46mondego>        </el-resolver><newline46mondego>    </application><newline46mondego><newline46mondego>    <!-- configuration of navigation rules --><newline46mondego>    <navigation-rule><newline46mondego>        <from-view-id>pages/index.xhtml</from-view-id><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>success</from-outcome><newline46mondego>            <to-view-id>pages/success.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>error</from-outcome><newline46mondego>            <to-view-id>pages/error.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>    </navigation-rule><newline46mondego><newline46mondego></faces-config><newline46mondego>"
"8982splitHere46","11744971splitHere46","JPanel"
"8983splitHere46","11744971splitHere46","JComponent"
"8984splitHere46","11744971splitHere46","backgroundColor"
"8985splitHere46","11744971splitHere46","NavBox"
"8986splitHere46","11744971splitHere46","JScrollNavigator"
"8987splitHere46","11744971splitHere46","jsp.setViewportView(new JComponent() {<newline46mondego><newline46mondego>    {<newline46mondego>        setBackground(Color.red);<newline46mondego>        setBorder(BorderFactory.createLineBorder(Color.BLACK, 16));<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void paintComponent(Graphics g) {<newline46mondego>        super.paintComponent(g);<newline46mondego>        g.setColor(getBackground());<newline46mondego>        g.fillRect(0, 0, getWidth(), getHeight());<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Dimension getPreferredSize() {<newline46mondego>        return new Dimension(300, 300);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"8988splitHere46","11745026splitHere46","File f=new File(<doubleQuotes46>abc.txt<doubleQuotes46>); //Takes the default path, else, you can specify the required path<newline46mondego>            if(f.exists())<newline46mondego>            {<newline46mondego>                f.delete();<newline46mondego>            }<newline46mondego>            f.createNewFile(); <newline46mondego>            FileObject destn=VFS.getManager().resolveFile(f.getAbsolutePath());<newline46mondego>            UserAuthenticator auth=new StaticUserAuthenticator(<doubleQuotes46><doubleQuotes46>, <doubleQuotes46>myusername<doubleQuotes46>, <doubleQuotes46>secret_password<doubleQuotes46>);<newline46mondego>            FileSystemOptions opts=new FileSystemOptions();<newline46mondego>            DefaultFileSystemConfigBuilder.getInstance().setUserAuthenticator(opts, auth);<newline46mondego>            FileObject fo=VFS.getManager().resolveFile(<doubleQuotes46>\\\\192.168.0.1\\direcory\\to\\GetData\\sourceFile.txt<doubleQuotes46>,opts);<newline46mondego>            destn.copyFrom(fo,Selectors.SELECT_SELF);<newline46mondego>            destn.close();<newline46mondego>"
"8989splitHere46","11745026splitHere46","InputStream is=new FileInputStream(f);<newline46mondego>"
"8990splitHere46","11745045splitHere46","theMethod"
"8991splitHere46","11745045splitHere46","Big"
"8992splitHere46","11745045splitHere46","theMethod"
"8993splitHere46","11745045splitHere46","tellMe"
"8994splitHere46","11745045splitHere46","getTellMe()"
"8995splitHere46","11745045splitHere46","getTellMe()"
"8996splitHere46","11745132splitHere46","import java.io.*;<newline46mondego><newline46mondego>public class TestMain {<newline46mondego>   private static final String JAVA_CMD = <doubleQuotes46>java<doubleQuotes46>;<newline46mondego>   private static final String CP = <doubleQuotes46>-cp<doubleQuotes46>;<newline46mondego><newline46mondego>   // *** your CLASS_PATH and PROG Strings will of course be different ***<newline46mondego>   private static final String CLASS_PATH = <doubleQuotes46>C:/Users/hovercraft/Documents/workspace/Yr 2012A/bin<doubleQuotes46>;<newline46mondego>   private static final String PROG = <doubleQuotes46>yr12.m07.b.Test2<doubleQuotes46>;<newline46mondego><newline46mondego>   private static final String[] CMD_ARRAY = { JAVA_CMD, CP, CLASS_PATH, PROG };<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      new Thread(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            BufferedReader reader = new BufferedReader(new InputStreamReader(<newline46mondego>                  System.in));<newline46mondego>            String command = null;<newline46mondego>            try {<newline46mondego>               while ((command = reader.readLine()) != null) {<newline46mondego>                  System.out.println(<doubleQuotes46>Command Received:<doubleQuotes46> + command);<newline46mondego>               }<newline46mondego>            } catch (Exception ex) {<newline46mondego>               ex.printStackTrace();<newline46mondego>               // failed to listening command<newline46mondego>            }<newline46mondego><newline46mondego>         }<newline46mondego>      }).start();<newline46mondego>      Process process = null;<newline46mondego>      try {<newline46mondego>         ProcessBuilder processBuilder = new ProcessBuilder(CMD_ARRAY);<newline46mondego>         process = processBuilder.start();<newline46mondego>         InputStream inputStream = process.getInputStream();<newline46mondego>         setUpStreamGobbler(inputStream, System.out);<newline46mondego><newline46mondego>         InputStream errorStream = process.getErrorStream();<newline46mondego>         setUpStreamGobbler(errorStream, System.err);<newline46mondego><newline46mondego>         System.out.println(<doubleQuotes46>never returns<doubleQuotes46>);<newline46mondego>         process.waitFor();<newline46mondego>      } catch (IOException e) {<newline46mondego>         throw new RuntimeException(e);<newline46mondego>      } catch (InterruptedException e) {<newline46mondego>         throw new RuntimeException(e);<newline46mondego>      }<newline46mondego>   }<newline46mondego><newline46mondego>   public static void setUpStreamGobbler(final InputStream is, final PrintStream ps) {<newline46mondego>      final InputStreamReader streamReader = new InputStreamReader(is);<newline46mondego>      new Thread(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            BufferedReader br = new BufferedReader(streamReader);<newline46mondego>            String line = null;<newline46mondego>            try {<newline46mondego>               while ((line = br.readLine()) != null) {<newline46mondego>                  ps.println(<doubleQuotes46>process stream: <doubleQuotes46> + line);<newline46mondego>               }<newline46mondego>            } catch (IOException e) {<newline46mondego>               e.printStackTrace();<newline46mondego>            } finally {<newline46mondego>               try {<newline46mondego>                  br.close();<newline46mondego>               } catch (IOException e) {<newline46mondego>                  e.printStackTrace();<newline46mondego>               }<newline46mondego>            }<newline46mondego>         }<newline46mondego>      }).start();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"8997splitHere46","11745199splitHere46","public boolean equals(Object o)<newline46mondego>{<newline46mondego>    Parameter p = (Parameter)o;<newline46mondego>    return this.getName().equals(p.getNames) && this.getNumberOfValues() == p.getNumberOfValues() &&B this.values().equals(p.values());<newline46mondego>}<newline46mondego>"
"8998splitHere46","11745338splitHere46","public int compareTo( Object o )<newline46mondego>{<newline46mondego>    if ( this.order < ((Category) o).order )<newline46mondego>    {<newline46mondego>      return -1;<newline46mondego>    }<newline46mondego>    else if ( this.order > ((Category) o).order ) <newline46mondego>    {<newline46mondego>        return 1;<newline46mondego>    }<newline46mondego>    else<newline46mondego>    {<newline46mondego>        return 0;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"8999splitHere46","11745475splitHere46","ObjectWriter"
"9000splitHere46","11745475splitHere46","ObjectWriter w = mapper.writer(....); // various configuration methods<newline46mondego>w.writeValue(jg, value);<newline46mondego>"
"9001splitHere46","11745475splitHere46","ObjectReader"
"9002splitHere46","11745475splitHere46","ObjectWriter"
"9003splitHere46","11745530splitHere46","ReplaceAll()"
"9004splitHere46","11745530splitHere46","str = subString.replaceAll(<doubleQuotes46><a href=\<doubleQuotes46>(.*)\<doubleQuotes46>><doubleQuotes46>, <doubleQuotes46><a href=\<doubleQuotes46>http://www.stackoverflow/$1\<doubleQuotes46>><doubleQuotes46>);<newline46mondego>"
"9005splitHere46","11745612splitHere46","<h:commandButton disabled=<doubleQuotes46>#{managedBean.someBooleanPropertyThatWasToggledInTheEvent}<doubleQuotes46> /><newline46mondego>"
"9006splitHere46","11745612splitHere46",".div-overlay {<newline46mondego>    position: fixed;<newline46mondego>    top: 0;<newline46mondego>    left: 0;<newline46mondego>    width: 100%;<newline46mondego>    height: 100%;<newline46mondego>    background-color: #000;<newline46mondego>    filter:alpha(opacity=50);<newline46mondego>    -moz-opacity:0.5;<newline46mondego>    -khtml-opacity: 0.5;<newline46mondego>    opacity: 0.5;<newline46mondego>    z-index: 10000;<newline46mondego>}<newline46mondego>"
"9007splitHere46","11745612splitHere46","function toggleLoadingOverlay() {<newline46mondego>  var div = jQuery('.div-overlay');<newline46mondego>  div.fadeToggle(150);<newline46mondego>}<newline46mondego>"
"9008splitHere46","11745612splitHere46","<h:commandButton onclick=<doubleQuotes46>toggleLoadingOverlay();<doubleQuotes46> action=<doubleQuotes46>...<doubleQuotes46> /><newline46mondego>"
"9009splitHere46","11745626splitHere46","AliasToBeanResultTransformer"
"9010splitHere46","11745626splitHere46","List resultWithAliasedBean = <newline46mondego>    s.createCriteria(Enrolment.class)<newline46mondego>        .createAlias(<doubleQuotes46>student<doubleQuotes46>, <doubleQuotes46>st<doubleQuotes46>)<newline46mondego>        .createAlias(<doubleQuotes46>course<doubleQuotes46>, <doubleQuotes46>co<doubleQuotes46>)<newline46mondego>        .setProjection(<newline46mondego>            Projections.projectionList()<newline46mondego>                add( Projections.property(<doubleQuotes46>co.description<doubleQuotes46>), <doubleQuotes46>courseDescription<doubleQuotes46> )<newline46mondego>        )<newline46mondego>        .setResultTransformer( new AliasToBeanResultTransformer(StudentDTO.class) )<newline46mondego>    .list();<newline46mondego><newline46mondego>StudentDTO dto = (StudentDTO)resultWithAliasedBean.get(0);<newline46mondego>"
"9011splitHere46","11745655splitHere46","Activity"
"9012splitHere46","11745769splitHere46","synchronizedMap"
"9013splitHere46","11745769splitHere46","Map"
"9014splitHere46","11745769splitHere46","Map<K, V> synchronizedLinkedHashMap = Collections.synchronizedMap(new LinkedHashMap<K, V>());<newline46mondego>"
"9015splitHere46","11745769splitHere46","ConcurrentSkipListMap"
"9016splitHere46","11745769splitHere46","Comparator"
"9017splitHere46","11745777splitHere46","region"
"9018splitHere46","11745777splitHere46","f:selectItems"
"9019splitHere46","11745777splitHere46","rich:select"
"9020splitHere46","11745777splitHere46","public class StaticInfoBean {    <newline46mondego>    private ArrayList<Region> regiones;<newline46mondego>    private Region regionElegida;<newline46mondego>    private Provincia provinciaElegida; // <-- you'll probably want this too...<newline46mondego><newline46mondego>    // ... getters and setters and your initialization code<newline46mondego><newline46mondego>    // and you need something to find the real region object that<newline46mondego>    // used the reg_Cod value got from rich:select, for now you can try this:<newline46mondego>    public void updateRegionElegida(AjaxBehaviorEvent e){<newline46mondego>        // set the chosen region to regionElegida,<newline46mondego>        // or the poor man's converter<newline46mondego>        for (Region region : regiones){<newline46mondego>            if(regionElegida.getReg_Cod() == region.getReg_cod()) {<newline46mondego>                regionElegida = region;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9021splitHere46","11745777splitHere46","<h:form><newline46mondego>    <rich:select value=<doubleQuotes46>#{StaticInfo.regionElegida}<doubleQuotes46><newline46mondego>          defaultLabel=<doubleQuotes46>Seleccionar región<doubleQuotes46>><newline46mondego>        <f:selectItems value=<doubleQuotes46>#{StaticInfo.regiones}<doubleQuotes46> var=<doubleQuotes46>region<doubleQuotes46><newline46mondego>             itemValue=<doubleQuotes46>#{region.reg_Cod}<doubleQuotes46> itemLabel=<doubleQuotes46>#{region.reg_Nombre}<doubleQuotes46> /><newline46mondego>        <a4j:ajax event=<doubleQuotes46>change<doubleQuotes46> render=<doubleQuotes46>provs<doubleQuotes46><newline46mondego>             listener=<doubleQuotes46>#{StaticInfo.updateRegionElegida}<doubleQuotes46> /><newline46mondego>    </rich:select><newline46mondego>    <rich:select id=<doubleQuotes46>provs<doubleQuotes46> value=<doubleQuotes46>#{StaticInfo.provinciaElegida}<doubleQuotes46><newline46mondego>          defaultLabel=<doubleQuotes46>Seleccionar provincia<doubleQuotes46>><newline46mondego>        <f:selectItems value=<doubleQuotes46>#{StaticInfo.regionElegida.provincias}<doubleQuotes46> var=<doubleQuotes46>prov<doubleQuotes46><newline46mondego>            itemValue=<doubleQuotes46>#{prov.prov_Cod}<doubleQuotes46> itemLabel=<doubleQuotes46>#{prov.prov_Nombre}<doubleQuotes46> /><newline46mondego>    </rich:select><newline46mondego></h:form><newline46mondego>"
"9022splitHere46","11745777splitHere46","itemValue"
"9023splitHere46","11745777splitHere46","rich:select"
"9024splitHere46","11745777splitHere46","h:selectOneMenu"
"9025splitHere46","11745803splitHere46","Deck"
"9026splitHere46","11745803splitHere46","Card"
"9027splitHere46","11745803splitHere46","class Deck {<newline46mondego>    private List<Card> cards = new ArrayList<Card>();<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"9028splitHere46","11745803splitHere46","Card"
"9029splitHere46","11745803splitHere46","toString()"
"9030splitHere46","11745803splitHere46","@Override<newline46mondego>public String toString() {<newline46mondego>    return cardName;<newline46mondego>}<newline46mondego>"
"9031splitHere46","11745803splitHere46","displayAll()"
"9032splitHere46","11745803splitHere46","public void displayAll() {<newline46mondego>    JOptionPane.showMessageDialog(null,<newline46mondego>        new JScrollPane(new JList(cards.toArray())));<newline46mondego>}<newline46mondego>"
"9033splitHere46","11745917splitHere46","<a href=#{outcome}> with <a href=\ outcome \<doubleQuotes46>><newline46mondego>"
"9034splitHere46","11745991splitHere46","// import an extra class for the MouseListener <newline46mondego>import java.awt.event.*;<newline46mondego><newline46mondego>public class YourClassName extends Applet implements MouseListener <newline46mondego>{<newline46mondego>     int x = horizontal position;<newline46mondego>     int y = vertical position;<newline46mondego>     g.fillRect(x,y,width,height);<newline46mondego>     addMouseListener(this); <newline46mondego><newline46mondego>     // These methods always have to present when you implement MouseListener<newline46mondego>     public void mouseClicked (MouseEvent mouseEvent) {} <newline46mondego>     public void mouseEntered (MouseEvent mouseEvent) {} <newline46mondego>     public void mousePressed (MouseEvent mouseEvent) {} <newline46mondego>     public void mouseReleased (MouseEvent mouseEvent) {}  <newline46mondego>     public void mouseExited (MouseEvent mouseEvent) {}  <newline46mondego><newline46mondego>     public void mouseClicked (MouseEvent mouseEvent) {<newline46mondego>     mouseX = mouseEvent.getX();<newline46mondego>     mouseY = mouseEvent.getY();<newline46mondego>     if(mouseX > x && mouseY > y && mouseX < x+width && mouseY < y+height){<newline46mondego>         //<newline46mondego>         // do whatever <newline46mondego>         //<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"9035splitHere46","11746034splitHere46","Image"
"9036splitHere46","11746034splitHere46","ImageIcon"
"9037splitHere46","11746034splitHere46","ImageIcon"
"9038splitHere46","11746187splitHere46","<global-method-security pre-post-annotations=<doubleQuotes46>enabled<doubleQuotes46> ><newline46mondego></global-method-security><newline46mondego>"
"9039splitHere46","11746187splitHere46","<intercept-url pattern=<doubleQuotes46>/admin*<doubleQuotes46> access=<doubleQuotes46>hasRole('ROLE_ADMIN')<doubleQuotes46>/><newline46mondego>"
"9040splitHere46","11746216splitHere46","public class Aircraft{<newline46mondego>    private int speed;<newline46mondego>    private int altitude;<newline46mondego>    private int flightNum;<newline46mondego>    //<newline46mondego>    //Regional Airliner, Military, Private Plane, etc.<newline46mondego>    private String type;<newline46mondego><newline46mondego>    public void setSpeed(int speed){<newline46mondego>        this.speed = speed;<newline46mondego>    }<newline46mondego>    public int getSpeed(){<newline46mondego>        return speed;<newline46mondego>    }<newline46mondego>    //<newline46mondego>    //TODO: Getters and Setters for the rest of the aircraft properties<newline46mondego><newline46mondego>}<newline46mondego>"
"9041splitHere46","11746216splitHere46","public class ATControl{<newline46mondego>    private ArrayList<Aircraft> currentFlights;<newline46mondego><newline46mondego>    //<newline46mondego>    //Constructor gets called on initialization<newline46mondego>    public ATControl(){<newline46mondego>        currentFlights = new ArrayList<Aircraft>();<newline46mondego>    }<newline46mondego><newline46mondego>    //<newline46mondego>    //User input should be handled in main class and passed into this<newline46mondego>    public void addFlight(int flightNum, int speed, int altitude){<newline46mondego>        Aircraft newCraft = new Aircraft();<newline46mondego><newline46mondego>        //<newline46mondego>        //assign the properties we just got from the user to our new aircraft<newline46mondego>        newCraft.setFlightNumber(flightNum);<newline46mondego>        newCraft.setSpeed(speed);<newline46mondego>        //<newline46mondego>        //Now add our new flight to the list of current flights<newline46mondego>        currentFlights.add(newCraft);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"9042splitHere46","11746216splitHere46","public class Main {<newline46mondego><newline46mondego>    static Scanner in = new Scanner(System.in);<newline46mondego><newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>       ATControl denverTrafficControl = new ATControl();<newline46mondego>       //<newline46mondego>       //Handle user input here: get the speed, altitude, flightNum, etc..<newline46mondego><newline46mondego>       denverTrafficControl.addFlight(flightNum, speed, altitude);<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9043splitHere46","11746218splitHere46","class TCPServer {<newline46mondego>    /* some code */<newline46mondego><newline46mondego>    class Data {<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class TCPClient {<newline46mondego>    /* some code */<newline46mondego><newline46mondego>    class Data {<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9044splitHere46","11746218splitHere46","class TCPServer {<newline46mondego>    /* some code */<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>class TCPClient {<newline46mondego>    /* some code */<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>class Data {<newline46mondego>    /* some code */<newline46mondego><newline46mondego>}<newline46mondego>"
"9045splitHere46","11746337splitHere46","project<newline46mondego>   |-src<newline46mondego>   .   |-main<newline46mondego>   .      |-resources<newline46mondego>   .         |-<JS files here><newline46mondego>   |-pom.xml<newline46mondego>"
"9046splitHere46","11746337splitHere46","<project xmlns=<doubleQuotes46>http://maven.apache.org/POM/4.0.0<doubleQuotes46> xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>  xsi:schemaLocation=<doubleQuotes46>http://maven.apache.org/POM/4.0.0 http://maven.apache.org/maven-v4_0_0.xsd<doubleQuotes46>><newline46mondego>  <modelVersion>4.0.0</modelVersion><newline46mondego><newline46mondego>  <groupId>com.foo.bar</groupId><newline46mondego>  <artifactId>foo</artifactId><newline46mondego>  <packaging>jar</packaging><newline46mondego>  <version>1.0-SNAPSHOT</version><newline46mondego>  <name>Foo</name><newline46mondego><newline46mondego></project><newline46mondego>"
"9047splitHere46","11746337splitHere46","src/main/resources"
"9048splitHere46","11746340splitHere46","String f = <doubleQuotes46>0xF<doubleQuotes46>;    <newline46mondego>int d = Integer.parseInt(f.substring(2), 16);<newline46mondego>System.out.println(d);<newline46mondego>"
"9049splitHere46","11746340splitHere46","15<newline46mondego>"
"9050splitHere46","11746506splitHere46","test"
"9051splitHere46","11746506splitHere46","doc.getElementsByTagName(<doubleQuotes46>test<doubleQuotes46>)"
"9052splitHere46","11746506splitHere46","<doubleQuotes46>test<doubleQuotes46>"
"9053splitHere46","11746506splitHere46","<doubleQuotes46>val<doubleQuotes46>"
"9054splitHere46","11746506splitHere46","node.getAttributes().getNamedItem(<doubleQuotes46>val<doubleQuotes46>)"
"9055splitHere46","11746506splitHere46","getTextContent()"
"9056splitHere46","11746506splitHere46","// temporary result list just to store the values found<newline46mondego>ArrayList<String> result = new ArrayList<String>();<newline46mondego><newline46mondego>DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactory.newInstance();<newline46mondego>DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();<newline46mondego>Document doc = documentBuilder.parse(new ByteArrayInputStream(<doubleQuotes46><document><test val=\<doubleQuotes46>val1\<doubleQuotes46>>Test XML</test><test val=\<doubleQuotes46>val2\<doubleQuotes46>>Test XML</test><test val=\<doubleQuotes46>val3\<doubleQuotes46>>Test XML</test></document><doubleQuotes46>.getBytes()));<newline46mondego>// you could use something like: documentBuilder.parse(new FileInputStream(<doubleQuotes46>fileName.ext<doubleQuotes46>)); instead<newline46mondego><newline46mondego>// get test nodes and iterate over it checking test attribute<newline46mondego>NodeList elements = doc.getElementsByTagName(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>for (int i = 0; i < elements.getLength(); i++) {<newline46mondego>    Node node = elements.item(i);<newline46mondego>    Node attribute = node.getAttributes().getNamedItem(<doubleQuotes46>val<doubleQuotes46>);<newline46mondego>    if (attribute != null) {<newline46mondego>        result.add(attribute.getTextContent());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>// get result values in a string array (if collection is preferred use result instead)<newline46mondego>String[] array = result.toArray(new String[] {});<newline46mondego><newline46mondego>// just print it in a readable format<newline46mondego>System.out.println(Arrays.toString(array));<newline46mondego>"
"9057splitHere46","11746506splitHere46","[val1, val2, val3]<newline46mondego>"
"9058splitHere46","11746532splitHere46","bw = new BufferedWriter(new FileWriter(es.getKey()));<newline46mondego> in.close();<newline46mondego> new File(es.getKey() + <doubleQuotes46>.temp<doubleQuotes46>).delete();<newline46mondego> bw.write(sb.toString());<newline46mondego>"
"9059splitHere46","11746532splitHere46","bw.close();<newline46mondego>"
"9060splitHere46","11746537splitHere46","@RequestMapping(value = <doubleQuotes46>module/manage<doubleQuotes46>, method = RequestMethod.POST)<newline46mondego>public String processSubmit(@RequestParam(value = <doubleQuotes46>errors<doubleQuotes46>, required = false) String   ignoredExceprions, BindingResult result,<newline46mondego>                            SessionStatus status) {<newline46mondego>    boolean successSave = false;<newline46mondego>    GlobalProperty glProp = Context.getAdministrationService().getGlobalPropertyObject(<newline46mondego>        ErrorLoggingConstants.ERRROR_LOGGING_GP_IGNORED_EXCEPTION);<newline46mondego>    if (glProp != null) {<newline46mondego>        glProp.setPropertyValue(ignoredExceprions);<newline46mondego>        GlobalProperty saved = Context.getAdministrationService().saveGlobalProperty(glProp);<newline46mondego>        System.out.println(saved.getPropertyValue());<newline46mondego>                    if (saved != null && saved.getPropertyValue().equals(ignoredExceprions)) {<newline46mondego>            successSave = true;<newline46mondego>        }<newline46mondego>    }<newline46mondego>            status.setComplete();<newline46mondego>    return <doubleQuotes46>module/manage<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"9061splitHere46","11746681splitHere46","Region"
"9062splitHere46","11746681splitHere46","Region"
"9063splitHere46","11746681splitHere46","Region.getChildren()"
"9064splitHere46","11746681splitHere46","new Region().getChildren().add(...); // doesn't compile<newline46mondego>new Pane().getChildren().add(...); // works<newline46mondego>"
"9065splitHere46","11746681splitHere46","Region"
"9066splitHere46","11746681splitHere46","Pane"
"9067splitHere46","11746681splitHere46","HBox"
"9068splitHere46","11746720splitHere46","Comment"
"9069splitHere46","11746720splitHere46","Topic"
"9070splitHere46","11746720splitHere46","comments"
"9071splitHere46","11746720splitHere46","@OneToMany(fetch = FetchType.EAGER, mappedBy = <doubleQuotes46>topic<doubleQuotes46>, cascade = CascadeType.ALL)<newline46mondego>private Collection<Comment> comments = new LinkedHashSet<Comment>();<newline46mondego>"
"9072splitHere46","11746722splitHere46","<literal>.equals(<variable>)<newline46mondego>"
"9073splitHere46","11746722splitHere46","<span id=<doubleQuotes46>idError<doubleQuotes46> class=<doubleQuotes46>error<doubleQuotes46>><newline46mondego>    <% if(<doubleQuotes46>0<doubleQuotes46>.equals(valid)) { %>is not valid<% } %><newline46mondego></span><newline46mondego>"
"9074splitHere46","11746724splitHere46","log4j.xml"
"9075splitHere46","11746724splitHere46","logging.properties"
"9076splitHere46","11746724splitHere46","TOMCAT_HOME/conf"
"9077splitHere46","11746724splitHere46","log4j.xml"
"9078splitHere46","11746724splitHere46","WEB-INF/classes"
"9079splitHere46","11746724splitHere46","log4j.xml"
"9080splitHere46","11746782splitHere46","i"
"9081splitHere46","11746782splitHere46","Character.isLetterOrDigit((pass.charAt(i)))<newline46mondego>"
"9082splitHere46","11746782splitHere46","Character.isDigit((pass.charAt(i)))<newline46mondego>"
"9083splitHere46","11747073splitHere46","InputStream"
"9084splitHere46","11747073splitHere46","ByteArrayOutputStream"
"9085splitHere46","11747093splitHere46","Thread.setDefaultUncaughtExceptionHandler"
"9086splitHere46","11747093splitHere46","Thread.getDefaultUncaughtExceptionHandler"
"9087splitHere46","11747145splitHere46","import android.R; <newline46mondego>import android.R.Id;<newline46mondego>import android.R.layout;<newline46mondego>"
"9088splitHere46","11747145splitHere46","com.yourpackage.yourproject.R"
"9089splitHere46","11747145splitHere46","ImageView.setDrawable(android.R.ic_menu_search); //uses an android resource<newline46mondego><newline46mondego>findViewById(R.id.mapView); //uses your resource file<newline46mondego><newline46mondego>setContentView(R.layout.activity_main); // must have an activity_main.xml file in YourProject/res/layout<newline46mondego>"
"9090splitHere46","11747145splitHere46","//import android.R;<newline46mondego>//import android.R.layout;    //comment or delete these lines<newline46mondego>//import android.R.id;<newline46mondego>import android.location.Location;<newline46mondego>import android.location.LocationListener;<newline46mondego>import android.location.LocationManager;<newline46mondego>import android.os.Bundle;<newline46mondego>import android.widget.Toast;<newline46mondego><newline46mondego>import com.google.android.maps.GeoPoint;<newline46mondego>import com.google.android.maps.MapActivity;<newline46mondego>import com.google.android.maps.MapController;<newline46mondego>import com.google.android.maps.MapView;<newline46mondego><newline46mondego>setContentView(R.layout.activity_main);  //changed main to activity_main<newline46mondego>mapview = (MapView)findViewById(R.id.mapview);<newline46mondego>"
"9091splitHere46","11747145splitHere46","package"
"9092splitHere46","11747244splitHere46","//You should create, in the same directory of the .jar file, two additionnal folders<newline46mondego>//Call the first folder 'input' and put in all your tiles (rename them <doubleQuotes46>level_1.png<doubleQuotes46>, <doubleQuotes46>level_..<doubleQuotes46>)<newline46mondego>//Call the 2nd folder 'output' and leave it empty<newline46mondego>//Then just type in the command prompt : java -jar nameOfDownloadedJarFile.jar input output level<newline46mondego>//Then rename the <doubleQuotes46>input1.png<doubleQuotes46> into <doubleQuotes46>level.png<doubleQuotes46>, and <doubleQuotes46>level.pack<doubleQuotes46> into <doubleQuotes46>level packfile<doubleQuotes46><newline46mondego>//Open <doubleQuotes46>level packfile<doubleQuotes46> with notepad and change <doubleQuotes46>input1.png<doubleQuotes46> into <doubleQuotes46>level.png<doubleQuotes46><newline46mondego>//Then draw your map using <doubleQuotes46>level.png<doubleQuotes46> in TiledMapEditor<newline46mondego>//Then just follow dpk' tutorial for rendering the map and it should work<newline46mondego>"
"9093splitHere46","11747261splitHere46","public void paint (Graphics g) {    <newline46mondego>    Rectangle r = new Rectangle(xPos,yPos,width,height);<newline46mondego>    g.fillRect(r.getX(), r.getY(), r.getWidth(), r.getHeight());  <newline46mondego>}<newline46mondego>"
"9094splitHere46","11747380splitHere46","try {<newline46mondego>    stream.read(bytes);<newline46mondego>} catch (IOException ex) {<newline46mondego>    Logger.getLogger(...)<newline46mondego>}<newline46mondego>"
"9095splitHere46","11747470splitHere46","std::list"
"9096splitHere46","11747470splitHere46","std::list"
"9097splitHere46","11747470splitHere46","std::list<classA> a;<newline46mondego>std::list<classB> b;<newline46mondego>"
"9098splitHere46","11747470splitHere46","std::list<Base*> x;<newline46mondego>"
