"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"9898splitHere46","18205924splitHere46","UserRole"
"9899splitHere46","18205924splitHere46","object"
"9900splitHere46","18205924splitHere46","@NotNull"
"9901splitHere46","18205929splitHere46","ContextTest.class.getResource(<doubleQuotes46>/....<doubleQuotes46>)"
"9902splitHere46","18205929splitHere46","/"
"9903splitHere46","18205929splitHere46","src"
"9904splitHere46","18205929splitHere46","bin"
"9905splitHere46","18205929splitHere46","src"
"9906splitHere46","18205929splitHere46","bin"
"9907splitHere46","18205929splitHere46","com"
"9908splitHere46","18205929splitHere46","ContextTest.class.getResource(<doubleQuotes46>/ContextTest.java<doubleQuotes46>);"
"9909splitHere46","18205929splitHere46","ContextTest.java"
"9910splitHere46","18205929splitHere46","getResource()"
"9911splitHere46","18205929splitHere46","bin"
"9912splitHere46","18205929splitHere46","File"
"9913splitHere46","18206235splitHere46","HttpSession"
"9914splitHere46","18206235splitHere46","HttpSession session = request.getSession();<newline46mondego>"
"9915splitHere46","18206235splitHere46","HttpSession session = request.getSession(true)"
"9916splitHere46","18206235splitHere46","false"
"9917splitHere46","18206292splitHere46","zero"
"9918splitHere46","18206292splitHere46","mArray"
"9919splitHere46","18206292splitHere46","one"
"9920splitHere46","18206292splitHere46","zero"
"9921splitHere46","18206292splitHere46","one"
"9922splitHere46","18206360splitHere46","class StackOverflow {<newline46mondego>    PreparedStatement preparedStatement;<newline46mondego>    Label jNaam;<newline46mondego>    TextField lNaam;<newline46mondego>    Label jEmail;<newline46mondego>    TextField lEmail;<newline46mondego>    Label jAdres;<newline46mondego>    TextField lAdres;<newline46mondego>    Label jPlaats;<newline46mondego>    TextField lPlaats;<newline46mondego>    Label jPostcode;<newline46mondego>    TextField lPostcode;<newline46mondego>    Label jTelefoon;<newline46mondego>    TextField lTelefoon;<newline46mondego>    Label jBedrijfsNaam;<newline46mondego>    TextField lBedrijfsNaam;<newline46mondego><newline46mondego>public StackOverflow() {<newline46mondego>    initGui();<newline46mondego>}<newline46mondego><newline46mondego>private void initGui() {<newline46mondego>    jNaam = new Label(<doubleQuotes46>Naam<doubleQuotes46>);<newline46mondego>    lNaam = new TextField(30);<newline46mondego>    jEmail = new Label(<doubleQuotes46>E-Mail<doubleQuotes46>);<newline46mondego>    lEmail = new TextField(30);<newline46mondego>    jAdres = new Label(<doubleQuotes46>Adres<doubleQuotes46>);<newline46mondego>    lAdres = new TextField(30);<newline46mondego>    jPlaats = new Label(<doubleQuotes46>Plaats<doubleQuotes46>);<newline46mondego>    lPlaats = new TextField(100);<newline46mondego>    jPostcode = new Label(<doubleQuotes46>Postcode<doubleQuotes46>);<newline46mondego>    lPostcode = new TextField(6);<newline46mondego>    jTelefoon = new Label(<doubleQuotes46>Telefoon<doubleQuotes46>);<newline46mondego>    lTelefoon = new TextField(13);<newline46mondego>    jBedrijfsNaam = new Label(<doubleQuotes46>Bedrijfsnaam<doubleQuotes46>);<newline46mondego>    lBedrijfsNaam = new TextField(30);<newline46mondego><newline46mondego>    JButton save = new JButton(<doubleQuotes46>save<doubleQuotes46>);<newline46mondego>    save.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            pushData();<newline46mondego><newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego><newline46mondego>private void pushData() {<newline46mondego>    try {<newline46mondego>        preparedStatement.setString(1, lNaam.getText());<newline46mondego>        preparedStatement.setString(2, lEmail.getText());<newline46mondego>        preparedStatement.setString(3, lAdres.getText());<newline46mondego>        preparedStatement.setString(4, lPlaats.getText());<newline46mondego>        preparedStatement.setString(5, lPostcode.getText());<newline46mondego>        preparedStatement.setString(6, lTelefoon.getText());<newline46mondego>        preparedStatement.setString(7, lBedrijfsNaam.getText());<newline46mondego>        preparedStatement.executeUpdate();<newline46mondego>    } catch (SQLException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"9923splitHere46","18206367splitHere46","doSomething()"
"9924splitHere46","18206367splitHere46","Something"
"9925splitHere46","18206683splitHere46","\android-sdk\platforms\android-v#\data\res\drawable\<newline46mondego>"
"9926splitHere46","18206749splitHere46","-Djavax.net.debug=ssl,handshake"
"9927splitHere46","18206832splitHere46","@XmlAccessorType(XmlAccessType.FIELD)<newline46mondego>public class Test0 {<newline46mondego>    String e1;<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        String xml = <doubleQuotes46><root><e1><![CDATA[Need Help]]></e1></root><doubleQuotes46>;<newline46mondego>        Test0 t = JAXB.unmarshal(new StringReader(xml), Test0.class);<newline46mondego>        System.out.println(t.e1);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9928splitHere46","18206832splitHere46","Need Help<newline46mondego>"
"9929splitHere46","18206884splitHere46","//Defined Custom Columns<newline46mondego>custAdd.AppendChild(inputXMLDoc.CreateElement(<doubleQuotes46>CUSTFLD1<doubleQuotes46>)).InnerText = JRNL_NO;<newline46mondego>"
"9930splitHere46","18206884splitHere46","DataExt"
"9931splitHere46","18206884splitHere46","CustomerAdd"
"9932splitHere46","18206884splitHere46","CustomerMod"
"9933splitHere46","18206884splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><?qbxml version=<doubleQuotes46>7.0<doubleQuotes46>?><newline46mondego><QBXML><newline46mondego>    <QBXMLMsgsRq onError=<doubleQuotes46>stopOnError<doubleQuotes46>><newline46mondego>        <DataExtModRq><newline46mondego>            <DataExtMod><newline46mondego>                <OwnerID>0</OwnerID><newline46mondego>                <DataExtName>Your Custom Field Name</DataExtName><newline46mondego>                <ListDataExtType>Customer</ListDataExtType><newline46mondego>                <ListObjRef><newline46mondego>                    <FullName>Your Customer Name</FullName><newline46mondego>                </ListObjRef><newline46mondego>                <DataExtValue>Custom field value</DataExtValue><newline46mondego>            </DataExtMod><newline46mondego>        </DataExtModRq><newline46mondego>    </QBXMLMsgsRq><newline46mondego></QBXML><newline46mondego>"
"9934splitHere46","18206884splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><?qbxml version=<doubleQuotes46>7.0<doubleQuotes46>?><newline46mondego><QBXML><newline46mondego>    <QBXMLMsgsRq onError=<doubleQuotes46>stopOnError<doubleQuotes46>><newline46mondego><newline46mondego>        <CustomerAddRq requestID=<doubleQuotes46>Q3VzdG9tZXJBZGR8MTExMTIxMjE=<doubleQuotes46>><newline46mondego>            <CustomerAdd><newline46mondego>                <Name>Keith Palmer Jr.</Name><newline46mondego>                <FirstName>Keith</FirstName><newline46mondego>                <MiddleName></MiddleName><newline46mondego>                <LastName>Palmer Jr.</LastName><newline46mondego>                <BillAddress><newline46mondego>                    <Addr1>134 Stonemill Road</Addr1><newline46mondego>                    <City>Mansfield</City><newline46mondego>                    <State>CT</State><newline46mondego>                    <PostalCode>06268</PostalCode><newline46mondego>                    <Country>USA</Country><newline46mondego>                </BillAddress><newline46mondego>                <Phone>999-99-9999</Phone><newline46mondego>                <Email>test@example.com</Email><newline46mondego>                <Contact>Keith Palmer Jr.</Contact><newline46mondego>            </CustomerAdd><newline46mondego>        </CustomerAddRq><newline46mondego><newline46mondego>        <DataExtModRq><newline46mondego>            <DataExtMod><newline46mondego>                <OwnerID>0</OwnerID><newline46mondego>                <DataExtName>Your Custom Field Name</DataExtName><newline46mondego>                <ListDataExtType>Customer</ListDataExtType><newline46mondego>                <ListObjRef><newline46mondego>                        <FullName>Keith Palmer Jr.</FullName><newline46mondego>                </ListObjRef><newline46mondego>                <DataExtValue>Custom field value</DataExtValue><newline46mondego>            </DataExtMod><newline46mondego>        </DataExtModRq><newline46mondego><newline46mondego>    </QBXMLMsgsRq><newline46mondego></QBXML><newline46mondego>"
"9935splitHere46","18206903splitHere46","AS"
"9936splitHere46","18206903splitHere46","AS"
"9937splitHere46","18206903splitHere46","mt"
"9938splitHere46","18206903splitHere46","SELECT station, year, AVG(max_temperature)<newline46mondego>FROM (<newline46mondego>  SELECT station, year, MAX(temperature) AS max_temperature<newline46mondego>  FROM records2<newline46mondego>  WHERE temperature != 9999<newline46mondego>    AND (quality = 0 OR quality = 1 OR quality = 4 OR quality = 5 OR quality = 9)<newline46mondego>  GROUP BY station, year<newline46mondego>) mt<newline46mondego>GROUP BY station, year;"
"9939splitHere46","18206919splitHere46","List.toArray(T[])"
"9940splitHere46","18206919splitHere46","List<String[]> listOfStringArray = ...<newline46mondego>String[][] arrayOfStringArray = listOfStringArray.toArray(<newline46mondego>                                        new String[listOfStringArray.size()][]);<newline46mondego>"
"9941splitHere46","18207028splitHere46","import io.Source<newline46mondego>    import xml.pull._<newline46mondego><newline46mondego>    // Make it <doubleQuotes46>def<doubleQuotes46>, because the Source is stateful and may be exhausted after it is read<newline46mondego>    def xmlsrc=Source.fromString(<doubleQuotes46><doubleQuotes46><doubleQuotes46><Response><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         | </Response><doubleQuotes46><doubleQuotes46><doubleQuotes46>)<newline46mondego><newline46mondego>    // Also as <doubleQuotes46>def<doubleQuotes46>, because the result is an iterator that may be exhausted<newline46mondego>    def xmlEr=new XMLEventReader(xmlsrc)<newline46mondego><newline46mondego>    // flatMap keeps the <doubleQuotes46>outer shape<doubleQuotes46> of the type it operates, so we are still dealing with an iterator<newline46mondego><newline46mondego>    def attrs = xmlEr.flatMap{<newline46mondego>         |   case e : EvElemStart => e.attrs.map(a => (a.key, a.value))<newline46mondego>         |   case _ => Iterable.empty<newline46mondego>         | }<newline46mondego><newline46mondego>    // Now lets look what is inside:<newline46mondego>    attrs.foreach(println _)<newline46mondego><newline46mondego>    // Or just let's collect all values from <doubleQuotes46>att5<doubleQuotes46><newline46mondego>    attrs.collect{ case (name, value) if name == <doubleQuotes46>att5<doubleQuotes46> =>value}.foreach(println _)<newline46mondego>"
"9942splitHere46","18207028splitHere46","import scales.utils._<newline46mondego>    import ScalesUtils._<newline46mondego>    import scales.xml._<newline46mondego>    import ScalesXml._<newline46mondego>    import java.io.StringReader<newline46mondego><newline46mondego>    def xmlsrc=new StringReader(<doubleQuotes46><doubleQuotes46><doubleQuotes46><Response><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         |     <Result att1=<doubleQuotes46>1<doubleQuotes46> att2=<doubleQuotes46>2<doubleQuotes46> att3=<doubleQuotes46>3<doubleQuotes46> att4=<doubleQuotes46>4<doubleQuotes46> att5=<doubleQuotes46>5<doubleQuotes46>/><newline46mondego>         | </Response><doubleQuotes46><doubleQuotes46><doubleQuotes46>)<newline46mondego>    def pull=pullXml(xmlsrc)<newline46mondego>    def attributes = pull flatMap {<newline46mondego>         |   case Left(elem : Elem) => elem.attributes<newline46mondego>         |   case _ => Nil<newline46mondego>         | } map (attr => (attr.name, attr.value))<newline46mondego><newline46mondego>    attributes.foreach(println _)<newline46mondego>"
"9943splitHere46","18207028splitHere46","StringReader"
"9944splitHere46","18207058splitHere46","System.out.print(nameNode.getText());<newline46mondego>"
"9945splitHere46","18207117splitHere46","BOOK[UIM_LEVEL_TYPE='AAA' and UIM_SUB_REC_TYPE='BBB']"
"9946splitHere46","18207117splitHere46","BOOK[UIM_LEVEL_TYPE='AAA'][UIM_SUB_REC_TYPE='BBB']"
"9947splitHere46","18207250splitHere46",".metadata/.log"
"9948splitHere46","18207346splitHere46","interface IWorkflow<T extends IWorkflowStartArgs><newline46mondego>{<newline46mondego>    public void start(T args);<newline46mondego>    public void doWork();<newline46mondego>    public void end();<newline46mondego>}<newline46mondego>"
"9949splitHere46","18207346splitHere46","CoffeeWorkflow"
"9950splitHere46","18207346splitHere46","class CoffeeWorkflow implements IWorkflow<CoffeeWorkflowStartArgs><newline46mondego>{<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void start(CoffeeWorkflowStartArgs args) {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void doWork() {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void end() {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9951splitHere46","18207463splitHere46","replaceAll"
"9952splitHere46","18207463splitHere46","replace"
"9953splitHere46","18207463splitHere46","String word = <doubleQuotes46>something{\\'\\i}<doubleQuotes46>.replace(<doubleQuotes46>{\\'\\i}<doubleQuotes46>, <doubleQuotes46>DONE<doubleQuotes46>);<newline46mondego>"
"9954splitHere46","18207487splitHere46","Outer.Inner.class"
"9955splitHere46","18207487splitHere46","objTyp.getClass()"
"9956splitHere46","18207487splitHere46","objTyp"
"9957splitHere46","18207487splitHere46","objTyp"
"9958splitHere46","18207487splitHere46","Class<Outer.Inner>"
"9959splitHere46","18207487splitHere46","objTyp.getClass()"
"9960splitHere46","18207487splitHere46","Class<Class<Outer.Inner>>"
"9961splitHere46","18207487splitHere46","Outer.Inner.class"
"9962splitHere46","18207487splitHere46","Class<Outer.Inner>"
"9963splitHere46","18207487splitHere46","objTyp.getClass()"
"9964splitHere46","18207487splitHere46","Outer.Inner.class"
"9965splitHere46","18207487splitHere46","Outer outObj = new Outer();<newline46mondego>    Outer.Inner inObj = outObj.new Inner();<newline46mondego><newline46mondego>    // Using Reflection<newline46mondego>    Class objTyp = inObj.getClass();<newline46mondego>    System.out.println(objTyp.getName());<newline46mondego><newline46mondego>    //  >>>>> objTyp is already inObj.getClass() <<<<<<<newline46mondego>    if(objTyp.getClass() == Outer.Inner.class){<newline46mondego>        System.out.println(<doubleQuotes46>Match classes!<doubleQuotes46>);<newline46mondego>    }else{<newline46mondego>        System.out.println(<doubleQuotes46>Mismatch classes!<doubleQuotes46>);<newline46mondego>    }<newline46mondego>"
"9966splitHere46","18207599splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>MY TEXT (.*) MY TEXT MY TEXT (.*) My TEXT<doubleQuotes46>);<newline46mondego>Matcher m = p.matcher(<doubleQuotes46>MY TEXT hello you MY TEXT MY TEXT are here My TEXT<doubleQuotes46>);<newline46mondego>if (m.find()) {<newline46mondego>     System.out.println(m.group(1));  // prints 'hello you'<newline46mondego>     System.out.println(m.group(2));  // prints 'are here'<newline46mondego>}<newline46mondego>"
"9967splitHere46","18207602splitHere46","''"
"9968splitHere46","18207602splitHere46","@PreAuthorize(<doubleQuotes46>hasRole(${role.rolename})<doubleQuotes46>)<newline46mondego>public void method() {}<newline46mondego>"
"9969splitHere46","18207602splitHere46","@Component(<doubleQuotes46>appVariablesHolder<doubleQuotes46>)<newline46mondego>public class AppVariablesHolder {<newline46mondego><newline46mondego>    @Value(<doubleQuotes46>${role.rolename}<doubleQuotes46>) <newline46mondego>    private String someRole;<newline46mondego><newline46mondego>    public String getSomeRole() {<newline46mondego>        return this.someRole;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>@PreAuthorize(<doubleQuotes46>hasRole(@appVariablesHolder.getSomeRole())<doubleQuotes46>)<newline46mondego>public void method() {}<newline46mondego>"
"9970splitHere46","18207795splitHere46","frame.add(slider, BorderLayout.SOUTH);<newline46mondego>"
"9971splitHere46","18207795splitHere46","add(slider1);<newline46mondego>"
"9972splitHere46","18207795splitHere46","add(slider1, BorderLayout.SOUTH);<newline46mondego>"
"9973splitHere46","18207795splitHere46","JPanel panel = new JPanel(new GridLayout(1, 0, 1, 0);<newline46mondego>panel.add(slider1);<newline46mondego>panel.add(slider2);<newline46mondego>...<newline46mondego>add(panel, BorderLayout.SOUTH);<newline46mondego>add(picturepanel, BorderLayout.CENTER);<newline46mondego>"
"9974splitHere46","18207956splitHere46","div"
"9975splitHere46","18207956splitHere46","iframe"
"9976splitHere46","18207956splitHere46","Desktop.mail(URI)"
"9977splitHere46","18208001splitHere46","form"
"9978splitHere46","18208001splitHere46","GET"
"9979splitHere46","18208001splitHere46","javascript"
"9980splitHere46","18208066splitHere46","javax.servlet.JspException"
"9981splitHere46","18208066splitHere46","jsp-api.jar"
"9982splitHere46","18208066splitHere46","JBOSS_HOME\common\lib"
"9983splitHere46","18208080splitHere46","private String transId;<newline46mondego>private String portfolio;<newline46mondego>private String portfolioCcy;<newline46mondego>private String transRef;<newline46mondego>private String adjustmentType;<newline46mondego><newline46mondego>@DateTimeFormat(pattern = <doubleQuotes46>dd/MM/yyyy<doubleQuotes46>)<newline46mondego>private LocalDate transDate;<newline46mondego>private String debitCredit;<newline46mondego>private String investCategory;<newline46mondego>private String custodian;<newline46mondego>private String recRemarks;<newline46mondego>private RecStatus recStatus;<newline46mondego>private Boolean isUploaded=true;<newline46mondego>"
"9984splitHere46","18208083splitHere46","Client client;<newline46mondego>try {<newline46mondego>    client = clientService.getOrCreate(name);<newline46mondego>}<newline46mondego>catch (ConstraintViolationException e) {<newline46mondego>    client = clientService.getOrCreate(name);<newline46mondego>}<newline46mondego>"
"9985splitHere46","18208083splitHere46","@Transactional(propagation = Propagation.REQUIRES_NEW, readOnly = false, isolation = Isolation.READ_COMMITTED)<newline46mondego>public Client getOrCreate(String name) {<newline46mondego>    DetachedCriteria query =<newline46mondego>        DetachedCriteria.forClass(Client.class).add(Restrictions.eq(<doubleQuotes46>name<doubleQuotes46>, name));<newline46mondego><newline46mondego>    Client client = entityDao.findSingle(Client.class, query);<newline46mondego><newline46mondego>    if (client == null) {<newline46mondego>        client = new Client();<newline46mondego>        client.setName(name);<newline46mondego>        entityDao.save(client);<newline46mondego>    }<newline46mondego>    return client;<newline46mondego>}<newline46mondego>"
"9986splitHere46","18208342splitHere46","@ModalAttribute(<doubleQuotes46>results<doubleQuotes46>)<newline46mondego>public List<Loans> populateLoans() {<newline46mondego>    return new ArrayList<Loans>();<newline46mondego>}<newline46mondego><newline46mondego>@RequestMapping(<doubleQuotes46>/main<doubleQuotes46>)<newline46mondego>public String getMain(Model model,HttpSession session,@ModalAttribute(<doubleQuotes46>results<doubleQuotes46>) List<Loans> loansList){<newline46mondego>    if (CollectionUtils.isNotEmpty(loanList)) {<newline46mondego>        // do something if the loan list is not empty. <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9987splitHere46","18208521splitHere46","null"
"9988splitHere46","18208521splitHere46","null"
"9989splitHere46","18208521splitHere46","try {<newline46mondego>    Image=ImageIO.read(new File(name));<newline46mondego>    if (image == null) {<newline46mondego>        valid = false;<newline46mondego>        System.out.println(<doubleQuotes46>The file<doubleQuotes46>+name+<doubleQuotes46>could not be opened , it is not an image<doubleQuotes46>);<newline46mondego>    }<newline46mondego>} catch(IOException ex) {<newline46mondego>    valid=false;<newline46mondego>    System.out.println(<doubleQuotes46>The file<doubleQuotes46>+name+<doubleQuotes46>could not be opened , an error occurred.<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"9990splitHere46","18208837splitHere46","public static File mergeImages(List<File> files, String argID, String fileType, String compressionType) throws Exception{<newline46mondego><newline46mondego>    //find the temp location of the image<newline46mondego>    String location = ConfigManager.getInstance().getTempFileDirectory();<newline46mondego>    logger_.debug(<doubleQuotes46>image file type [<doubleQuotes46> + fileType + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>    ImageReader reader = ImageIO.getImageReadersByFormatName(fileType).next();<newline46mondego>    ImageWriter writer = ImageIO.getImageWritersByFormatName(fileType).next();<newline46mondego>    //set up the new image name<newline46mondego>    String filePath = location + <doubleQuotes46>\\<doubleQuotes46> + argID +<doubleQuotes46>.<doubleQuotes46> + fileType;<newline46mondego>    //keeps track of the images we copied from<newline46mondego>    StringBuilder builder = new StringBuilder();<newline46mondego>    List<IIOImage> bufferedImages = new ArrayList<IIOImage>();<newline46mondego>    IIOMetadata metaData = null;<newline46mondego>    for (File imageFile:files) {<newline46mondego><newline46mondego>        //get the name for logging later<newline46mondego>        builder.append(imageFile.getCanonicalPath()).append(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>        if (metaData == null){<newline46mondego>            reader.setInput(ImageIO.createImageInputStream(imageFile));<newline46mondego>            metaData = reader.getStreamMetadata();<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        BufferedImage image = ImageIO.read(imageFile);<newline46mondego>        bufferedImages.add(new IIOImage(image, null, null));<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    ImageWriteParam params = writer.getDefaultWriteParam();<newline46mondego>    if (compressionType != null){<newline46mondego>        params.setCompressionMode(ImageWriteParam.MODE_EXPLICIT);<newline46mondego>        params.setCompressionType(compressionType);<newline46mondego>    }<newline46mondego><newline46mondego>    ImageOutputStream outStream = null;<newline46mondego><newline46mondego>    try{<newline46mondego>        outStream = ImageIO.createImageOutputStream(new File(filePath));<newline46mondego>        int numPages = 0;<newline46mondego>        writer.setOutput(outStream);<newline46mondego>        for(IIOImage image:bufferedImages){<newline46mondego>            if (numPages == 0){<newline46mondego>                writer.write(metaData, image, params);<newline46mondego>            }<newline46mondego>            else{<newline46mondego>                writer.writeInsert(numPages, image, params);<newline46mondego>            }<newline46mondego>            numPages++;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    finally{<newline46mondego>        if (outStream != null){<newline46mondego>            outStream.close();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    //set up the file for us to use later<newline46mondego>    File mergedFile = new File(filePath);<newline46mondego><newline46mondego>    logger_.info(<doubleQuotes46>Merged image into [<doubleQuotes46> + filePath + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>    logger_.debug(<doubleQuotes46>Merged images [\n<doubleQuotes46> + builder.toString() + <doubleQuotes46>] into --> <doubleQuotes46> + filePath);<newline46mondego><newline46mondego>    return mergedFile;<newline46mondego><newline46mondego>}<newline46mondego>"
"9991splitHere46","18209022splitHere46","Thread.sleep"
"9992splitHere46","18209022splitHere46","EDT"
"9993splitHere46","18209022splitHere46","Timer timer = new Timer(timeout, new ActionListener() {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        component.repaint();<newline46mondego>    }<newline46mondego>});<newline46mondego>timer.start();<newline46mondego>"
"9994splitHere46","18209022splitHere46","ActionListener"
"9995splitHere46","18209022splitHere46","@Override<newline46mondego>public void actionPerformed(ActionEvent e) {<newline46mondego>    Timer timer = (Timer) e.getSource();<newline46mondego>    timer.stop();<newline46mondego>}<newline46mondego>"
"9996splitHere46","18209042splitHere46","findObject()"
"9997splitHere46","18209042splitHere46","addBusinessObject()"
"9998splitHere46","18209042splitHere46","changeOneFieldOnly()"
"9999splitHere46","18209042splitHere46","ID"
"10000splitHere46","18209366splitHere46","R.id.edit_message"
"10001splitHere46","18209366splitHere46","<EditText android:id=<doubleQuotes46>@+id/edit_message<doubleQuotes46> ... /><newline46mondego>"
"10002splitHere46","18209366splitHere46","R.id.edit_message"
"10003splitHere46","18209366splitHere46","com.example.myfirstapp.MESSAGE"
"10004splitHere46","18209366splitHere46","Intent intent = new Intent(this, SecondActivity.class);<newline46mondego>intent.putExtra(EXTRA_MESSAGE, <doubleQuotes46>Your message<doubleQuotes46>)<newline46mondego>startActivity(intent);<newline46mondego>"
"10005splitHere46","18209366splitHere46","intent.getStringExtra(MainActivity.EXTRA_MESSAGE)<newline46mondego>"
"10006splitHere46","18209366splitHere46","setContentView"
"10007splitHere46","18209366splitHere46","activity_display_message.xml"
"10008splitHere46","18209366splitHere46","<TextView<newline46mondego>        android:id=<doubleQuotes46>@+id/display_message<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:text=<doubleQuotes46>@string/hello_world<doubleQuotes46> /><newline46mondego>"
"10009splitHere46","18209366splitHere46","setContentView(R.layout.activity_display_message);<newline46mondego>    TextView textView = (TextView) findViewById(R.id.display_message);<newline46mondego>    textView.setTextSize(40);<newline46mondego>    textView.setText(message);<newline46mondego>"
"10010splitHere46","18209366splitHere46","// set the layout file:<newline46mondego>    setContentView(R.layout.activity_display_message);<newline46mondego><newline46mondego>    // get a reference to the layout:<newline46mondego>    RelativeLayout rl = (RelativeLayout) findViewById(R.id.display_layout);<newline46mondego><newline46mondego>    // create your new textview:<newline46mondego>    TextView textView = new TextView(this);<newline46mondego>    textView.setTextSize(40);<newline46mondego>    textView.setText(message);<newline46mondego><newline46mondego>    // set the TextView to display top left:<newline46mondego>    RelativeLayout.LayoutParams params = new RelativeLayout.LayoutParams(RelativeLayout.LayoutParams.WRAP_CONTENT, RelativeLayout.LayoutParams.WRAP_CONTENT);<newline46mondego>    params.addRule(RelativeLayout.ALIGN_PARENT_LEFT, RelativeLayout.TRUE);<newline46mondego>    params.addRule(RelativeLayout.ALIGN_PARENT_TOP, RelativeLayout.TRUE);<newline46mondego><newline46mondego>    // add the view to layout:<newline46mondego>    rl.addView(textView, params);<newline46mondego>"
"10011splitHere46","18209411splitHere46","for(Customer customer: collection){<newline46mondego>    for(Customer cust:nodes){<newline46mondego>        if(cust.getName().equals(customer.getName())) acctualNodes.add(cust);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
