"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"5988splitHere46","4966778splitHere46","extraCode"
"5989splitHere46","4966778splitHere46","BigInteger decCode = new BigInteger(extraCode, 16);<newline46mondego>extraCode = decCode.toString(10);<newline46mondego>"
"5990splitHere46","4966778splitHere46","extraCode"
"5991splitHere46","4966778splitHere46","branch"
"5992splitHere46","4966778splitHere46","loanCode"
"5993splitHere46","4966778splitHere46","String branch = extraCode.substring(0, 6);<newline46mondego>String loanCode = extraCode.substring(6, 10);<newline46mondego>"
"5994splitHere46","4967022splitHere46","<stripes:textarea name=<doubleQuotes46>userEntryComment<doubleQuotes46>/><newline46mondego>"
"5995splitHere46","4967022splitHere46","<textarea name=<doubleQuotes46>userEntryComment<doubleQuotes46>>${actionBean.userEntryComment}</textarea><newline46mondego>"
"5996splitHere46","4967054splitHere46","String title = pckg.getImplementationTitle();<newline46mondego>String vendor = pckg.getImplementationVendor();<newline46mondego>String version = pckg.getImplementationVersion();<newline46mondego>"
"5997splitHere46","4967054splitHere46","Package[] package = Package.getPackages();<newline46mondego>"
"5998splitHere46","4967054splitHere46","<resources><newline46mondego>    .. <newline46mondego>    <property name=<doubleQuotes46>jnlp.href<doubleQuotes46> value=<doubleQuotes46>${href}<doubleQuotes46> /><newline46mondego>    ..<newline46mondego></resources><newline46mondego>"
"5999splitHere46","4967054splitHere46","${href}"
"6000splitHere46","4967054splitHere46","URL urlToJnlp = new URL(<newline46mondego>    basicService.getCodeBase(),<newline46mondego>    System.getProperty(<doubleQuotes46>jnlp.href<doubleQuotes46>) );<newline46mondego>"
"6001splitHere46","4967076splitHere46","@RunAs"
"6002splitHere46","4967181splitHere46","public class Giraffe<newline46mondego>{<newline46mondego>    public Giraffe(int heightInFeet)<newline46mondego>    {<newline46mondego>        this.heightInFeet = heightInFeet;<newline46mondego>        this.numberOfSpots = heightInFeet * 72;<newline46mondego>    }<newline46mondego><newline46mondego>    public override string ToString()<newline46mondego>    {<newline46mondego>        return <doubleQuotes46>Height: <doubleQuotes46> + heightInFeet + <doubleQuotes46> feet<doubleQuotes46><newline46mondego>            + <doubleQuotes46> Number of Spots: <doubleQuotes46> + numberOfSpots;<newline46mondego>    }<newline46mondego><newline46mondego>    private int heightInFeet;<newline46mondego>    private int numberOfSpots;<newline46mondego>}<newline46mondego>"
"6003splitHere46","4967181splitHere46","numberOfSpots"
"6004splitHere46","4967181splitHere46","ToString"
"6005splitHere46","4967181splitHere46","IEnumerable"
"6006splitHere46","4967181splitHere46","IEnumerable"
"6007splitHere46","4967181splitHere46","foreach"
"6008splitHere46","4967181splitHere46","public IEnumerable<int> GetSomeCollection()<newline46mondego>{<newline46mondego>    // This could return any type of int collection.  Here it returns an array<newline46mondego>    return new int[] { 5, 12, 7, 14, 2, 3, 7, 99 };<newline46mondego>}<newline46mondego><newline46mondego>IEnumerable<int> someCollectionOfInts = GetSomeCollection();<newline46mondego><newline46mondego>IEnumerable<string> itemsLessThanFive = from i in someCollectionOfInts<newline46mondego>                                        where i < 5<newline46mondego>                                        select i.ToString();<newline46mondego><newline46mondego>foreach(string item in itemsLessThanFive)<newline46mondego>{<newline46mondego>    Console.WriteLine(item);<newline46mondego>}<newline46mondego>"
"6009splitHere46","4967181splitHere46","public interface IAnimal<newline46mondego>{<newline46mondego>    bool IsHealthy { get; }<newline46mondego>    void Eat(IAnimal otherAnimal);<newline46mondego>}<newline46mondego><newline46mondego>public class Lion : IAnimal<newline46mondego>{<newline46mondego>    public Lion()<newline46mondego>    {<newline46mondego>        this.isHealthy = true;<newline46mondego>    }<newline46mondego><newline46mondego>    public bool IsHealthy<newline46mondego>    {<newline46mondego>        get { return isHealthy; }<newline46mondego>    }<newline46mondego><newline46mondego>    void Eat(IAnimal otherAnimal)<newline46mondego>    {<newline46mondego>        if(otherAnimal.IsHealthy && !(otherAnimal is SlimeMold))<newline46mondego>        {<newline46mondego>            isHealthy = true;<newline46mondego>        }<newline46mondego>        else<newline46mondego>        {<newline46mondego>            isHealthy = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private bool isHealthy;<newline46mondego>}<newline46mondego><newline46mondego>IAnimal someAnimal = PullAnAnimalOutOfAWoodenCrate();<newline46mondego><newline46mondego>Console.WriteLine(<doubleQuotes46>The animal is healthy?: <doubleQuotes46> + someAnimal.IsHealthy);<newline46mondego>"
"6010splitHere46","4967181splitHere46","IAnimal"
"6011splitHere46","4967181splitHere46","IsHealthy"
"6012splitHere46","4967181splitHere46","IAnimal"
"6013splitHere46","4967181splitHere46","get"
"6014splitHere46","4967181splitHere46","set"
"6015splitHere46","4967181splitHere46","IsHealthy"
"6016splitHere46","4967393splitHere46","@Override"
"6017splitHere46","4967393splitHere46","Window > Preferences > Java > Compiler > Errors/Warnings > Annotations<newline46mondego>"
"6018splitHere46","4967393splitHere46","@Override"
"6019splitHere46","4967424splitHere46","urlConn.setRequestProperty(<doubleQuotes46>Cookie<doubleQuotes46>, myCookie);<newline46mondego>"
"6020splitHere46","4967424splitHere46","<doubleQuotes46>Cookie<doubleQuotes46>"
"6021splitHere46","4967424splitHere46","setRequestProperty"
"6022splitHere46","4967424splitHere46","String"
"6023splitHere46","4967424splitHere46","setRequestProperty"
"6024splitHere46","4967424splitHere46","addRequestProperty"
"6025splitHere46","4967620splitHere46","<dependency><newline46mondego>    <groupId>groupId</groupId><newline46mondego>    <artifactId>artifactId</artifactId><newline46mondego>    <version>x.xx</version><newline46mondego>    <type>pom</type><newline46mondego>    <scope>import</scope><newline46mondego>  </dependency><newline46mondego>"
"6026splitHere46","4967794splitHere46","localWorkers"
"6027splitHere46","4967794splitHere46","1"
"6028splitHere46","4967794splitHere46","FastCompiledGuvnor"
"6029splitHere46","4967794splitHere46","Guvnor"
"6030splitHere46","4967794splitHere46","<plugin><newline46mondego>    <!--use -Dgwt.compiler.skip=true to skip GWT compiler--><newline46mondego>    <groupId>org.codehaus.mojo</groupId><newline46mondego>    <artifactId>gwt-maven-plugin</artifactId><newline46mondego>    <version>2.1.0-1</version><newline46mondego>    <configuration><newline46mondego>      <!-- The default profile needs to be fast, so we only build 1 permutation { --><newline46mondego>      <module>org.drools.guvnor.FastCompiledGuvnor</module><newline46mondego>      <draftCompile>true</draftCompile><newline46mondego>      <!-- } --><newline46mondego>      <runTarget>org.drools.guvnor.Guvnor/Guvnor.html</runTarget><newline46mondego>      <compileSourcesArtifacts><newline46mondego>        <compileSourcesArtifact>org.drools:drools-factconstraint</compileSourcesArtifact><newline46mondego>        <compileSourcesArtifact>org.drools:drools-ide-common</compileSourcesArtifact><newline46mondego>      </compileSourcesArtifacts><newline46mondego>      <gwtSdkFirstInClasspath>true</gwtSdkFirstInClasspath><!-- The GWT compiler must the correct JDT version --><newline46mondego>      <localWorkers>2</localWorkers><!-- Using all workers can temporarily hang the mouse and isn't much faster --><newline46mondego>      <extraJvmArgs>-Xmx512m</extraJvmArgs><newline46mondego>    </configuration><newline46mondego>    ...<newline46mondego>  </plugin><newline46mondego><newline46mondego>    ... profile ...<newline46mondego>      <plugin><newline46mondego>        <groupId>org.codehaus.mojo</groupId><newline46mondego>        <artifactId>gwt-maven-plugin</artifactId><newline46mondego>        <configuration><newline46mondego>          <!-- Build all GWT permutations and optimize them --><newline46mondego>          <module>org.drools.guvnor.Guvnor</module><newline46mondego>          <draftCompile>false</draftCompile><newline46mondego>        </configuration><newline46mondego>      </plugin><newline46mondego>"
"6031splitHere46","4968054splitHere46","z-index"
"6032splitHere46","4968054splitHere46","<rich:modalPanel id=<doubleQuotes46>panel1<doubleQuotes46> resizeable=<doubleQuotes46>false<doubleQuotes46> showWhenRendered=<doubleQuotes46>true<doubleQuotes46> zindex=<doubleQuotes46>2000<doubleQuotes46>><newline46mondego>  My data goes here<newline46mondego></rich:modalPanel><newline46mondego><newline46mondego><rich:modalPanel id=<doubleQuotes46>panel2<doubleQuotes46> resizeable=<doubleQuotes46>false<doubleQuotes46> showWhenRendered=<doubleQuotes46>true<doubleQuotes46> zindex=<doubleQuotes46>1000<doubleQuotes46>><newline46mondego>   <center><newline46mondego>       <h:graphicImage url=<doubleQuotes46>image.gif<doubleQuotes46> /><newline46mondego>   </center><newline46mondego></rich:modalPanel><newline46mondego>"
"6033splitHere46","4968095splitHere46","if (mplayer.isPlaying()) {<newline46mondego>    mp.stop();<newline46mondego>}<newline46mondego>mplayer.reset();<newline46mondego>mplayer.setDataSource(abs_filepath);//set the path<newline46mondego>mplayer.prepare();<newline46mondego>mplayer.start();<newline46mondego>"
"6034splitHere46","4968113splitHere46","DataSource"
"6035splitHere46","4968113splitHere46","Driver"
"6036splitHere46","4968113splitHere46","DataSource"
"6037splitHere46","4968113splitHere46","DriverManager"
"6038splitHere46","4968113splitHere46","Driver"
"6039splitHere46","4968113splitHere46","DriverManager"
"6040splitHere46","4968113splitHere46","DataSource"
"6041splitHere46","4968113splitHere46","DataSource"
"6042splitHere46","4968113splitHere46","DataSource"
"6043splitHere46","4968113splitHere46","DriverManager"
"6044splitHere46","4968113splitHere46","Driver"
"6045splitHere46","4968143splitHere46","public User registerUser(String usr, String pwd) {<newline46mondego><newline46mondego>    u=em.find(User.class,usr);<newline46mondego>    if(u!=null)<newline46mondego>    {<newline46mondego>        return null;<newline46mondego>    }<newline46mondego><newline46mondego>    //Now saving...<newline46mondego>    em.getTransaction().begin();<newline46mondego>    em.persist(u); //em.merge(u); for updates<newline46mondego>    em.getTransaction().commit();<newline46mondego>    em.close();<newline46mondego><newline46mondego>    return u;<newline46mondego>}<newline46mondego>"
"6046splitHere46","4968143splitHere46","//Do this BEFORE getTransaction/persist/commit<newline46mondego>//Set names are just a example, change it to your class setters<newline46mondego>u.setUsr(usr);<newline46mondego>u.setPwd(pwd);<newline46mondego><newline46mondego>//Now you can persist or merge it, as i said in the first example<newline46mondego>em.getTransaction().begin();<newline46mondego>(...)<newline46mondego>"
"6047splitHere46","4968202splitHere46","rename-to=<doubleQuotes46>mytestproject<doubleQuotes46>"
"6048splitHere46","4968202splitHere46","rename-to=<doubleQuotes46>finalprojectname<doubleQuotes46>"
"6049splitHere46","4968202splitHere46","src=<doubleQuotes46>mytestproject/mytestproject.nocache.js<doubleQuotes46>"
"6050splitHere46","4968202splitHere46","src=<doubleQuotes46>finalprojectname/finalprojectname.nocache.js<doubleQuotes46>"
"6051splitHere46","4968202splitHere46","<url-pattern>/mytestproject/greet</url-pattern>"
"6052splitHere46","4968202splitHere46","<url-pattern>/finalprojectname/greet</url-pattern>"
"6053splitHere46","4968219splitHere46","main()"
"6054splitHere46","4968219splitHere46","jvm"
"6055splitHere46","4968219splitHere46","main()"
"6056splitHere46","4968219splitHere46","static"
"6057splitHere46","4968219splitHere46","ConstructorExample ce = new ConstructorExample();<newline46mondego>"
"6058splitHere46","4968219splitHere46","\\ConstructorExample ce = new ConstructorExample();"
"6059splitHere46","4968230splitHere46","String resultString = subjectString.replaceAll(<newline46mondego>    <doubleQuotes46>(?x)    # (multiline regex): Match...\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46><(Exony_Credit_Card_ID|Billing_Postcode)> # one of these opening tags\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46>[^<>]*  # Match whatever is contained within\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46></\\1>  # Match corresponding closing tag<doubleQuotes46>,<newline46mondego>    <doubleQuotes46><$1>filtered</$1><doubleQuotes46>);<newline46mondego>"
"6060splitHere46","4968262splitHere46","image/jpg"
"6061splitHere46","4968262splitHere46","Content-type: image/png"
"6062splitHere46","4968343splitHere46","String element = <doubleQuotes46>el5<doubleQuotes46>;<newline46mondego>int x = Character.getNumericValue(element.charAt(2));<newline46mondego>System.out.println(<doubleQuotes46>x=<doubleQuotes46> + x);<newline46mondego>"
"6063splitHere46","4968343splitHere46","x=5<newline46mondego>"
"6064splitHere46","4968343splitHere46","getNumericValue(char)"
"6065splitHere46","4968343splitHere46","<doubleQuotes46>el٥<doubleQuotes46>"
"6066splitHere46","4968343splitHere46","<doubleQuotes46>el५<doubleQuotes46>"
"6067splitHere46","4968343splitHere46","٥"
"6068splitHere46","4968343splitHere46","५"
"6069splitHere46","4968514splitHere46","PDDocument"
"6070splitHere46","4968514splitHere46","String textOfPdf;<newline46mondego>PDDocument doc = PDDocument.load(<doubleQuotes46>doc<doubleQuotes46>);<newline46mondego>try {<newline46mondego>    textOfPdf = pdfs.getText(doc);<newline46mondego>} finally {<newline46mondego>    doc.close();<newline46mondego>}<newline46mondego>"
"6071splitHere46","4968531splitHere46","readExternal"
"6072splitHere46","4968531splitHere46","writeExternal"
"6073splitHere46","4968531splitHere46","NullAbleID"
"6074splitHere46","4968531splitHere46","writeExternal"
"6075splitHere46","4968531splitHere46","readExternal"
"6076splitHere46","4968719splitHere46","@Resource(name=<doubleQuotes46>test1<doubleQuotes46>)"
"6077splitHere46","4968719splitHere46","javax.inject.Qualifer"
"6078splitHere46","4968719splitHere46","@Test"
"6079splitHere46","4968719splitHere46","@Qualifier"
"6080splitHere46","4968719splitHere46","@Autowired @Test"
"6081splitHere46","4968719splitHere46","<qualifier />"
"6082splitHere46","4968719splitHere46","@Qualifier(<doubleQuotes46>test1<doubleQuotes46>)"
"6083splitHere46","4968723splitHere46","PropertyVetoException"
"6084splitHere46","4968878splitHere46","TableComboViewer viewer = ...<newline46mondego>...<newline46mondego>viewer.getTableCombo().setText(<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>"
"6085splitHere46","4968977splitHere46","showConfirmDialog"
"6086splitHere46","4968977splitHere46","showInputDialog"
"6087splitHere46","4968977splitHere46","showMessageDialog"
"6088splitHere46","4968977splitHere46","showOptionDialog"
"6089splitHere46","4968977splitHere46","if (JOptionPane.showConfirmDialog(null, <doubleQuotes46>Are you sure about your request?<doubleQuotes46>, <doubleQuotes46>Request<doubleQuotes46>, <newline46mondego>    JOptionPane.YES_NO_OPTION, JOptionPane.QUESTION_MESSAGE)<newline46mondego>    == JOptionPane.YES_OPTION)<newline46mondego>{<newline46mondego> //Do the request<newline46mondego>}<newline46mondego>else<newline46mondego>{<newline46mondego> //Go back to normal<newline46mondego>}<newline46mondego>"
"6090splitHere46","4969005splitHere46","private void connectToServerAndReadData()<newline46mondego>{<newline46mondego>     HttpURLConnection conn;<newline46mondego>     boolean result = false;<newline46mondego><newline46mondego>         try{<newline46mondego>             // Enter any URL here you want to connect<newline46mondego>             URL url = new URL(<doubleQuotes46>http://php1.funnymedialinks.com/scribd/rcheck.php<doubleQuotes46>);<newline46mondego><newline46mondego>            // Open a HTTP connection to the URL<newline46mondego><newline46mondego>             conn = (HttpURLConnection) url.openConnection();<newline46mondego>            // conn.connect();<newline46mondego>              BufferedReader rd = new BufferedReader(new InputStreamReader(conn.getInputStream()));<newline46mondego>              String line ;<newline46mondego><newline46mondego><newline46mondego><newline46mondego>              while ((line = rd.readLine()) != null) {<newline46mondego><newline46mondego>                       Log.v(<doubleQuotes46>Readed Data from Server <doubleQuotes46>,<doubleQuotes46>data- <doubleQuotes46>+line);<newline46mondego><newline46mondego>              }<newline46mondego><newline46mondego><newline46mondego><newline46mondego>            rd.close();<newline46mondego><newline46mondego><newline46mondego>         }catch(MalformedURLException e){<newline46mondego><newline46mondego>                 e.printStackTrace();<newline46mondego>         }<newline46mondego>         catch(IOException e){<newline46mondego>                 e.printStackTrace();               <newline46mondego>         }<newline46mondego>        catch(Exception e){<newline46mondego>                 e.printStackTrace();           <newline46mondego>         }<newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"6091splitHere46","4969191splitHere46","SomeClass myObject = new SomeClass();<newline46mondego>"
"6092splitHere46","4969191splitHere46","myObject.getText(...)<newline46mondego>"
"6093splitHere46","4969191splitHere46","myObject.staticMethod()"
"6094splitHere46","4969191splitHere46","... = SomeClass.final<newline46mondego>"
"6095splitHere46","4969191splitHere46","class Test {<newline46mondego>     string somedata = <doubleQuotes46>99<doubleQuotes46>;<newline46mondego>     string getText() { return somedata; } <newline46mondego>     static string TTT = <doubleQuotes46>0<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"6096splitHere46","4969191splitHere46","Test item1 = new Test();<newline46mondego> item1.somedata = <doubleQuotes46>200<doubleQuotes46>;<newline46mondego><newline46mondego> Test item2 = new Test();<newline46mondego><newline46mondego> Test.TTT = <doubleQuotes46>1<doubleQuotes46>;<newline46mondego>"
"6097splitHere46","4969191splitHere46","in item1 TTT = 1 and somedata = 200<newline46mondego>in item2 TTT = 1 and somedata = 99<newline46mondego>"
"6098splitHere46","4969191splitHere46","class Test {<newline46mondego>         string somedata = <doubleQuotes46>99<doubleQuotes46>;<newline46mondego>         string getText() { return somedata; } <newline46mondego>  static string TTT = getText(); // error there is is no somedata at this point <newline46mondego>}<newline46mondego>"
"6099splitHere46","4969335splitHere46","float[]"
"6100splitHere46","4969335splitHere46","float[]"
"6101splitHere46","4969335splitHere46","float[]"
"6102splitHere46","4969335splitHere46","Deque<Float>"
"6103splitHere46","4969398splitHere46","b += 1"
"6104splitHere46","4969398splitHere46","b = (byte)(b + 1)"
"6105splitHere46","4969398splitHere46","b + 1"
"6106splitHere46","4969398splitHere46","int"
"6107splitHere46","4969398splitHere46","byte"
"6108splitHere46","4969460splitHere46","theString.replaceAll(<doubleQuotes46>\\(.*?\\)<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>)<newline46mondego>"
"6109splitHere46","4969711splitHere46","<bean id=<doubleQuotes46>myController<doubleQuotes46> class=<doubleQuotes46>pkg.MyController<doubleQuotes46>><newline46mondego><newline46mondego>    <property name=<doubleQuotes46>service1<doubleQuotes46> ref=<doubleQuotes46>service1Bean<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>service2<doubleQuotes46> ref=<doubleQuotes46>service2Bean<doubleQuotes46>/><newline46mondego><newline46mondego>    <dwr:remote javascript=<doubleQuotes46>MyControllerInJavascript<doubleQuotes46>><newline46mondego>        <dwr:include method=<doubleQuotes46>method1<doubleQuotes46>/><newline46mondego>        <dwr:include method=<doubleQuotes46>method2<doubleQuotes46>/><newline46mondego>    </dwr:remote><newline46mondego><newline46mondego></bean><newline46mondego>"
"6110splitHere46","4969711splitHere46","package pkg;<newline46mondego><newline46mondego>public class MyController {<newline46mondego><newline46mondego>    public SomeObject method1(String argument1, Long argument2) {<newline46mondego>        ...<newline46mondego>    }<newline46mondego><newline46mondego>    public OtherObject method2(YetAnotherObject argument1) {<newline46mondego>        ...<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6111splitHere46","4969711splitHere46","<script type=<doubleQuotes46>text/javascript<doubleQuotes46><newline46mondego>        src=<doubleQuotes46>/your_dwr_path/interface/MyControllerInJavascript.js<doubleQuotes46>/><newline46mondego><newline46mondego>MyControllerInJavacript.method1('argument',123,callbackMethod);<newline46mondego>"
"6112splitHere46","4969776splitHere46","java.util.concurrent.Executors"
"6113splitHere46","4969776splitHere46","java.util.concurrent.Future"
"6114splitHere46","4969776splitHere46","java.util.concurrent.Callable"
"6115splitHere46","4969934splitHere46","HttpGet httpget = new HttpGet(<doubleQuotes46>/api/add/?url=http://www.google.com&title=Google&apikey=####&login=true<doubleQuotes46>); <newline46mondego>"
"6116splitHere46","4970049splitHere46","/_ah/xmpp/message/chat/"
"6117splitHere46","4970049splitHere46","xmppService.sendMessage()"
"6118splitHere46","4970056splitHere46","long"
"6119splitHere46","4970056splitHere46","double"
"6120splitHere46","4970056splitHere46","double"
"6121splitHere46","4970056splitHere46","long"
"6122splitHere46","4970056splitHere46","// Java<newline46mondego>class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        long x = Long.MAX_VALUE - 1;<newline46mondego>        double d = x;<newline46mondego>        long y = (long) d;<newline46mondego>        System.out.println(x == y);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>// C#<newline46mondego>using System;<newline46mondego><newline46mondego>class Test<newline46mondego>{<newline46mondego>    static void Main()<newline46mondego>    {<newline46mondego>        long x = long.MaxValue;<newline46mondego>        double d = x;<newline46mondego>        long y = (long) d;<newline46mondego>        Console.WriteLine(x == y);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6123splitHere46","4970056splitHere46","long.MaxValue"
"6124splitHere46","4970056splitHere46","Long.MAX_VALUE - 1"
"6125splitHere46","4970104splitHere46","checkError()"
"6126splitHere46","4970104splitHere46","response.getOutputStream()"
"6127splitHere46","4970214splitHere46","javac -classpath jar1:jar2 mypackage.MyNewClass<newline46mondego>"
"6128splitHere46","4970243splitHere46","<dependency><newline46mondego>    <groupId>org.springframework</groupId><newline46mondego>    <artifactId>${artifactId}</artifactId><newline46mondego>    <version>3.0.5.RELEASE</version><newline46mondego></dependency> <newline46mondego>"
"6129splitHere46","4970243splitHere46","${artifactId}"
"6130splitHere46","4970243splitHere46","spring-context"
"6131splitHere46","4970243splitHere46","ApplicationContext"
"6132splitHere46","4970243splitHere46","spring-orm"
"6133splitHere46","4970243splitHere46","spring-webmvc"
"6134splitHere46","4970243splitHere46","spring-aop"
"6135splitHere46","4970394splitHere46","Window"
"6136splitHere46","4970394splitHere46","Frame"
"6137splitHere46","4970394splitHere46","Dialog"
"6138splitHere46","4970394splitHere46","JWindow"
"6139splitHere46","4970394splitHere46","JFrame"
"6140splitHere46","4970394splitHere46","JDialog"
"6141splitHere46","4970394splitHere46","Frame"
"6142splitHere46","4970394splitHere46","Dialog"
"6143splitHere46","4970394splitHere46","getOwnedWindows()"
"6144splitHere46","4970394splitHere46","Window"
"6145splitHere46","4970394splitHere46","null"
"6146splitHere46","4970394splitHere46","Frame"
"6147splitHere46","4970490splitHere46","@EJB"
"6148splitHere46","4970490splitHere46","ContactsFacade"
"6149splitHere46","4970490splitHere46","DetailsBean"
"6150splitHere46","4970490splitHere46","DetailsBean"
"6151splitHere46","4970490splitHere46","ContactsBean"
"6152splitHere46","4970519splitHere46","counter++"
"6153splitHere46","4970519splitHere46","java.util.concurent.atomic.AtomicInteger"
"6154splitHere46","4970519splitHere46","incrementAndGet()"
"6155splitHere46","4970642splitHere46","(SELECT|,) <content> ||"
"6156splitHere46","4970642splitHere46","(SELECT|,) concat(<content> ||"
"6157splitHere46","4970642splitHere46","|| <content> <field> (FROM|,)"
"6158splitHere46","4970642splitHere46",", <content>) <field> (FROM|,"
"6159splitHere46","4970642splitHere46","private static String identifierOrString = <doubleQuotes46>[a-zA-Z0-9_\\.\\(\\),]+<doubleQuotes46>;<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>  String testCase = <doubleQuotes46>SELECT col1, col2||word||default_col||another field1, col3 || ' quote test ' || default_1 field2 FROM table where 'abc' = col4 || col5 || col6 GROUP BY col7 || col8<doubleQuotes46>;<newline46mondego><newline46mondego>  testCase = convertBeginnings(testCase);<newline46mondego>  System.out.println(<doubleQuotes46>Phase 1: <doubleQuotes46> + testCase);<newline46mondego><newline46mondego>  testCase = convertEndings(testCase);<newline46mondego>  System.out.println(<doubleQuotes46>Phase 2: <doubleQuotes46> + testCase);<newline46mondego><newline46mondego>  testCase = convertRemainingOperators(testCase);<newline46mondego>  System.out.println(<doubleQuotes46>Finished: <doubleQuotes46> + testCase);    <newline46mondego>}<newline46mondego><newline46mondego>private static String convertBeginnings(String testCase) {<newline46mondego>  return replace(<doubleQuotes46>(SELECT|WHERE|=|<>|like|GROUP BY|\\,)(\\s+)(%s|'[^']*')\\s*\\|\\|<doubleQuotes46>, testCase, <doubleQuotes46>%s %s concat(%s ||<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>private static String convertEndings(String testCase) { <newline46mondego>  return replace(<doubleQuotes46>\\|\\|\\s*(%1$s|'[^']*')\\s*(\\s%1$s)?\\s*((\\,|FROM|GROUP BY|ORDER BY|=|<>|like|$))<doubleQuotes46>, testCase,<doubleQuotes46>,%s) %s %s<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>private static String replace(String regexp, String source , String target) {<newline46mondego>  Matcher m = match(regexp, source);<newline46mondego>  while(m.find()) {<newline46mondego>    source = source.replace(m.group(0), String.format(target, nvl(m.group(1)), nvl(m.group(2)), nvl(m.group(3))));<newline46mondego>  }<newline46mondego>  return source;<newline46mondego>}<newline46mondego><newline46mondego>private static String nvl(String value) {<newline46mondego>  return null == value ? <doubleQuotes46><doubleQuotes46> : value;<newline46mondego>}<newline46mondego><newline46mondego>private static String convertRemainingOperators(String testCase) {<newline46mondego>  return testCase.replaceAll(<doubleQuotes46>\\|\\|<doubleQuotes46>, <doubleQuotes46>,<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>private static Matcher match(String regexp, String target ) {<newline46mondego>  Pattern p = Pattern.compile(String.format(regexp, identifierOrString), Pattern.CASE_INSENSITIVE|Pattern.MULTILINE|Pattern.DOTALL);<newline46mondego>  return p.matcher(target); <newline46mondego>} <newline46mondego>"
"6160splitHere46","4970664splitHere46","DdlUtilsException"
"6161splitHere46","4970768splitHere46","AbstractFoobarTest"
"6162splitHere46","4970768splitHere46","AbstractFoobarTest"
"6163splitHere46","4970768splitHere46","ConcreteFoobarTest"
"6164splitHere46","4970768splitHere46","AbstractFoobar"
"6165splitHere46","4970768splitHere46","AbstractFoobartest"
"6166splitHere46","4970768splitHere46","ConcreteFoobarTest"
"6167splitHere46","4970806splitHere46","Hash(Hash(password,origsalt),randomsalt)"
"6168splitHere46","4970806splitHere46","Hash(password,origsalt)"
"6169splitHere46","4970837splitHere46","Logger"
"6170splitHere46","4970837splitHere46","Handler"
"6171splitHere46","4970837splitHere46","INFO"
"6172splitHere46","4970837splitHere46","for (Handler handler : Logger.getLogger(<doubleQuotes46><doubleQuotes46>).getHandlers()) {<newline46mondego>    handler.setLevel(Level.CONFIG);<newline46mondego>}<newline46mondego>logger.config(<doubleQuotes46>config<doubleQuotes46>);<newline46mondego>"
"6173splitHere46","4970837splitHere46","java.util.logging.ConsoleHandler.level=CONFIG<newline46mondego>"
"6174splitHere46","4970849splitHere46","FactoryBean"
"6175splitHere46","4970849splitHere46","FactoryBean"
"6176splitHere46","4970849splitHere46","FactoryBean"
"6177splitHere46","4970849splitHere46","@Autowired"
"6178splitHere46","4971025splitHere46","Collections.sort(itemList, new Comparator<Item>() {<newline46mondego><newline46mondego>   @Override<newline46mondego>   public int compare(Item o1, Item o2) {<newline46mondego>      return o1.getManufacturer().compareTo(o2);<newline46mondego>   }<newline46mondego>});<newline46mondego>"
"6179splitHere46","4971025splitHere46","ArrayList<Item>"
"6180splitHere46","4971025splitHere46","public class Item {<newline46mondego>    public String manufacturer;        <newline46mondego>    public String type;        <newline46mondego>    public String colour;        <newline46mondego>    public String price;<newline46mondego><newline46mondego>    public Item(String manufacturer, String type, String colour, String price) {<newline46mondego>        this.manufacturer = manufacturer;<newline46mondego>        this.type = type;<newline46mondego>        this.colour = colour;<newline46mondego>        this.price = price;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
