"1splitHere46","4308085splitHere46","msg.setRecipients()"
"5445splitHere46","4492111splitHere46","init()"
"5446splitHere46","4492111splitHere46","contextInitialized()"
"5447splitHere46","4492111splitHere46","public class Config implements ServletContextListener {<newline46mondego>    private static final String ATTRIBUTE_NAME = <doubleQuotes46>config<doubleQuotes46>;<newline46mondego>    private DataSource dataSource;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextInitialized(ServletContextEvent event) {<newline46mondego>        ServletContext servletContext = event.getServletContext();<newline46mondego>        String databaseName = servletContext.getInitParameter(<doubleQuotes46>database.name<doubleQuotes46>);<newline46mondego>        try {<newline46mondego>            dataSource = (DataSource) new InitialContext().lookup(databaseName);<newline46mondego>        } catch (NamingException e) {<newline46mondego>            throw new RuntimeException(<doubleQuotes46>Config failed: datasource not found<doubleQuotes46>, e);<newline46mondego>        }<newline46mondego>        servletContext.setAttribute(ATTRIBUTE_NAME, this);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextDestroyed(ServletContextEvent event) {<newline46mondego>        // NOOP.<newline46mondego>    }<newline46mondego><newline46mondego>    public DataSource getDataSource() {<newline46mondego>        return dataSource;<newline46mondego>    }<newline46mondego><newline46mondego>    public static Config getInstance(ServletContext servletContext) {<newline46mondego>        return (Config) servletContext.getAttribute(ATTRIBUTE_NAME);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5448splitHere46","4492111splitHere46","web.xml"
"5449splitHere46","4492111splitHere46","<context-param><newline46mondego>    <param-name>database.name</param-name><newline46mondego>    <param-value>jdbc/mysqldb</param-value><newline46mondego></context-param><newline46mondego><listener><newline46mondego>    <listener-class>com.example.Config</listener-class><newline46mondego></listener><newline46mondego>"
"5450splitHere46","4492111splitHere46","init()"
"5451splitHere46","4492111splitHere46","doXXX()"
"5452splitHere46","4492111splitHere46","DataSource dataSource = Config.getInstance(getServletContext()).getDataSource();<newline46mondego>"
"5453splitHere46","4492619splitHere46","submit()"
"5454splitHere46","4492619splitHere46","submit()"
"5455splitHere46","4492619splitHere46","Callable"
"5456splitHere46","4492619splitHere46","ExecutorService executor = new ThreadPoolExecutor(1, 10, 60, TimeUnit.SECONDS, new LinkedBlockingDeque<Runnable>()) {<newline46mondego>    @Override<newline46mondego>    public <T> Future<T> submit(final Callable<T> task) {<newline46mondego>        Callable<T> wrappedTask = new Callable<T>() {<newline46mondego>            @Override<newline46mondego>            public T call() throws Exception {<newline46mondego>                try {<newline46mondego>                    return task.call();<newline46mondego>                }<newline46mondego>                catch (Exception e) {<newline46mondego>                    System.out.println(<doubleQuotes46>Oh boy, something broke!<doubleQuotes46>);<newline46mondego>                    e.printStackTrace();<newline46mondego>                    throw e;<newline46mondego>                }<newline46mondego>            }<newline46mondego>        };<newline46mondego><newline46mondego>        return super.submit(wrappedTask);<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"5457splitHere46","4492619splitHere46","ExecutorService"
"5458splitHere46","4492619splitHere46","submit()"
"5459splitHere46","4492836splitHere46","public String repeatSeparator(String word, String sep, int count) {    <newline46mondego>    StringBuffer buffer = new StringBuffer();<newline46mondego><newline46mondego>    while (count > 0) {<newline46mondego>        buffer.append(word);<newline46mondego>        count--;<newline46mondego>        if (count > 0) {<newline46mondego>            buffer.append(sep);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    return buffer.toString();                           <newline46mondego>}<newline46mondego>"
"5460splitHere46","4493040splitHere46","123456789123l"
"5461splitHere46","4493040splitHere46","l"
"5462splitHere46","4493040splitHere46","long l = 123456789123; // error, constant `123456789123` has type int<newline46mondego><newline46mondego>long l1 = 123456789123l; // will work<newline46mondego>long l2 = 123456789123L; // will work too<newline46mondego>"
"5463splitHere46","4493089splitHere46","List<Number>"
"5464splitHere46","4493089splitHere46","List<Integer>"
"5465splitHere46","4493089splitHere46","List<Number>"
"5466splitHere46","4493089splitHere46","Integer"
"5467splitHere46","4493089splitHere46","List<Number> numbers = new ArrayList<Number>();<newline46mondego>numbers.add(1.1); // add a double<newline46mondego>List<Integer> ints = numbers;<newline46mondego>Integer fail = ints.get(0); // ClassCastException!<newline46mondego>"
"5468splitHere46","4493089splitHere46","List<Integer>"
"5469splitHere46","4493089splitHere46","Integer"
"5470splitHere46","4493089splitHere46","Integer"
"5471splitHere46","4493089splitHere46","List"
"5472splitHere46","4493089splitHere46","Number"
"5473splitHere46","4493089splitHere46","List<Integer>"
"5474splitHere46","4493089splitHere46","List<Integer>"
"5475splitHere46","4493089splitHere46","List<?>"
"5476splitHere46","4493089splitHere46","List<? extends Number>"
"5477splitHere46","4493089splitHere46","?"
"5478splitHere46","4493089splitHere46","Object"
"5479splitHere46","4493089splitHere46","?"
"5480splitHere46","4493089splitHere46","Number"
"5481splitHere46","4493089splitHere46","? extends Number"
"5482splitHere46","4493089splitHere46","?"
"5483splitHere46","4493089splitHere46","List"
"5484splitHere46","4493089splitHere46","null"
"5485splitHere46","4493089splitHere46","? extends X"
"5486splitHere46","4493089splitHere46","? super X"
"5487splitHere46","4493089splitHere46","List<? super Integer>"
"5488splitHere46","4493089splitHere46","Integer"
"5489splitHere46","4493089splitHere46","List"
"5490splitHere46","4493089splitHere46","List<Integer>"
"5491splitHere46","4493089splitHere46","List<Number>"
"5492splitHere46","4493089splitHere46","List<Object>"
"5493splitHere46","4493089splitHere46","Integer"
"5494splitHere46","4493089splitHere46","new ArrayList<?>()"
"5495splitHere46","4493089splitHere46","ArrayList"
"5496splitHere46","4493089splitHere46","Object"
"5497splitHere46","4493089splitHere46","Foo"
"5498splitHere46","4493089splitHere46","null"
"5499splitHere46","4493089splitHere46","ArrayList<?>"
"5500splitHere46","4493264splitHere46","KeyboardFocusManager.getCurrentKeyboardFocusManager()"
"5501splitHere46","4493280splitHere46","$_SERVER['SERVER_NAME']<newline46mondego>"
"5502splitHere46","4493742splitHere46","File"
"5503splitHere46","4493742splitHere46","Settings"
"5504splitHere46","4493742splitHere46","Preferences"
"5505splitHere46","4493742splitHere46","Editor"
"5506splitHere46","4493759splitHere46","public void bar(){  <newline46mondego>    Integer value;<newline46mondego>    synchronized (iterator) {<newline46mondego>        value = iterator.next();  <newline46mondego>    }<newline46mondego>    doSomethingWithAnInteger(value);<newline46mondego>}  <newline46mondego>"
"5507splitHere46","4494032splitHere46","comm.jar"
"5508splitHere46","4494032splitHere46","jre/lib/ext"
"5509splitHere46","4494032splitHere46","javax.comm.properties"
"5510splitHere46","4494032splitHere46","jre/lib"
"5511splitHere46","4494032splitHere46","win32com.dll"
"5512splitHere46","4494032splitHere46","jre/bin"
"5513splitHere46","4494051splitHere46","System.getProperty(<doubleQuotes46>os.name<doubleQuotes46>)<newline46mondego>"
"5514splitHere46","4494051splitHere46","require 'rbconfig'<newline46mondego>puts Config::CONFIG['host_os'] <newline46mondego>"
"5515splitHere46","4494088splitHere46","Iterator"
"5516splitHere46","4494088splitHere46","getDescendants(ElementFilter)"
"5517splitHere46","4494088splitHere46","Element"
"5518splitHere46","4494088splitHere46","Element lvl3 = lvl1.getDescendants(new ElementFilter(<doubleQuotes46>lvl3<doubleQuotes46>));<newline46mondego>"
"5519splitHere46","4494164splitHere46","url"
"5520splitHere46","4494164splitHere46","localhost"
"5521splitHere46","4494164splitHere46","localhost"
"5522splitHere46","4494164splitHere46","127.0.0.1"
"5523splitHere46","4494164splitHere46","jdbc:mysql://localhost:3306/MY_DB<newline46mondego>"
"5524splitHere46","4494164splitHere46","jdbc:mysql://127.0.0.1:3306/MY_DB<newline46mondego>"
"5525splitHere46","4494298splitHere46","File.toURL()"
"5526splitHere46","4494298splitHere46","public static URI fixFileURL(URL u) {<newline46mondego>    if (!<doubleQuotes46>file<doubleQuotes46>.equals(u.getProtocol())) throw new IllegalArgumentException();<newline46mondego>    return new File(u.getFile()).toURI();<newline46mondego>}<newline46mondego>"
"5527splitHere46","4494362splitHere46","userService.register(user)"
"5528splitHere46","4494362splitHere46","<tx:annotation-driven />"
"5529splitHere46","4494362splitHere46","@Transactional"
"5530splitHere46","4494362splitHere46","<tx:..>"
"5531splitHere46","4494396splitHere46","<attribute name=<doubleQuotes46>ServerBindPort<doubleQuotes46>>4445</attribute> <newline46mondego>"
"5532splitHere46","4494396splitHere46","netstat -an |find /i <doubleQuotes46>4445<doubleQuotes46><newline46mondego>"
"5533splitHere46","4494489splitHere46","tshark"
"5534splitHere46","4494489splitHere46","sudo tshark -f 'port 80' -R 'http' -V | grep -A 1 '^Hypertext Transfer Protocol'<newline46mondego>"
"5535splitHere46","4494489splitHere46","Running as user <doubleQuotes46>root<doubleQuotes46> and group <doubleQuotes46>root<doubleQuotes46>. This could be dangerous.<newline46mondego>Capturing on eth0<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    GET /questions/4494294/r-gplots-barplots-how-to-fix-bar-width-independent-of-paper-setting HTTP/1.1\r\n<newline46mondego>--<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    HTTP/1.1 200 OK\r\n<newline46mondego>--<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    GET /posts/4494294/ivc/086e HTTP/1.1\r\n<newline46mondego>--<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    HTTP/1.1 204 No Content\r\n<newline46mondego>--<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    [truncated] GET /__utm.gif?utmwv=4.8.6&utmn=20455052&utmhn=stackoverflow.com&utmcs=UTF-8&utmsr=1600x1200&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.1%20r102&utmdt=graph%20-%20R%3A%20gplots%2C%20barplots%3A%20how%20to%20fix%20bar%20width%20i<newline46mondego>--<newline46mondego>Hypertext Transfer Protocol<newline46mondego>    HTTP/1.1 200 OK\r\n<newline46mondego>--<newline46mondego>"
"5536splitHere46","4494489splitHere46","tshark"
"5537splitHere46","4494568splitHere46","<my:input type=<doubleQuotes46>text<doubleQuotes46> bean=<doubleQuotes46>#{userBean}<doubleQuotes46> property=<doubleQuotes46>userId<doubleQuotes46> required=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego><my:input type=<doubleQuotes46>secret<doubleQuotes46> bean=<doubleQuotes46>#{userBean}<doubleQuotes46> property=<doubleQuotes46>password<doubleQuotes46> required=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>"
"5538splitHere46","4494568splitHere46","<c:set var=<doubleQuotes46>id<doubleQuotes46> value=<doubleQuotes46>#{not empty id ? id : property}<doubleQuotes46> /><newline46mondego><c:set var=<doubleQuotes46>required<doubleQuotes46> value=<doubleQuotes46>#{not empty required and required}<doubleQuotes46> /><newline46mondego><newline46mondego><c:choose><newline46mondego>    <c:when test=<doubleQuotes46>#{type == 'text'}<doubleQuotes46>><newline46mondego>        <h:inputText id=<doubleQuotes46>#{id}<doubleQuotes46> <newline46mondego>            label=<doubleQuotes46>#{msgs[property]}<doubleQuotes46><newline46mondego>            value=<doubleQuotes46>#{bean[property]}<doubleQuotes46> <newline46mondego>            size=<doubleQuotes46>#{config.size(id)}<doubleQuotes46> <newline46mondego>            maxlength=<doubleQuotes46>#{config.maxlength(id)}<doubleQuotes46> <newline46mondego>            required=<doubleQuotes46>#{required}<doubleQuotes46> /><newline46mondego>    </c:when><newline46mondego>    <c:when test=<doubleQuotes46>#{type == 'secret'}<doubleQuotes46>><newline46mondego>        <h:inputSecret id=<doubleQuotes46>#{id}<doubleQuotes46> <newline46mondego>            label=<doubleQuotes46>#{msgs[property]}<doubleQuotes46><newline46mondego>            value=<doubleQuotes46>#{bean[property]}<doubleQuotes46> <newline46mondego>            size=<doubleQuotes46>#{config.size(id)}<doubleQuotes46> <newline46mondego>            maxlength=<doubleQuotes46>#{config.maxlength(id)}<doubleQuotes46> <newline46mondego>            required=<doubleQuotes46>#{required}<doubleQuotes46> /><newline46mondego>    </c:when><newline46mondego>    <c:otherwise><newline46mondego>        <h:outputText value=<doubleQuotes46>Unknown input type: #{type}<doubleQuotes46> /><newline46mondego>    </c:otherwise>            <newline46mondego></c:choose><newline46mondego>"
"5539splitHere46","4494568splitHere46","<h:outputLabel>"
"5540splitHere46","4494568splitHere46","<h:message>"
"5541splitHere46","4494953splitHere46","SQL = SQL.replace(<doubleQuotes46>AND Gender = 'Female'<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"5542splitHere46","4495057splitHere46","Arrays.sort"
"5543splitHere46","4495162splitHere46","if(AbstractActivity.class.isAssignableFrom(cls)) {<newline46mondego>    ....<newline46mondego>}<newline46mondego>"
"5544splitHere46","4495260splitHere46","multipart/form-data"
"5545splitHere46","4495260splitHere46","java.net.URLConnection"
"5546splitHere46","4495260splitHere46","HttpServletRequest#getParts()"
"5547splitHere46","4495318splitHere46","GridBagConstraints gbc;<newline46mondego>final int A_CENTER = GridBagConstraints.CENTER;  // anchor: center<newline46mondego>final int F_NONE = GridBagConstraints.NONE;  // fill: none<newline46mondego>final int F_DX = GridBagConstraints.HORIZONTAL;  // fill: dx only<newline46mondego>final Insets IN_0 = new Insets(0, 0, 0, 0);  // empty insets<newline46mondego><newline46mondego>setLayout(new GridBagLayout() );<newline46mondego>gbc = new GridBagConstraints(0, 0, 1, 1, 50.0, 0.0, A_CENTER, F_DX, IN_0, 0, 0);<newline46mondego>add(new JButton(<doubleQuotes46>test1<doubleQuotes46>), gbc);<newline46mondego>gbc = new GridBagConstraints(1, 0, 1, 1, 0.0, 0.0, A_CENTER, F_NONE, IN_0, 0, 0);<newline46mondego>add(new JButton(<doubleQuotes46>test2<doubleQuotes46>), gbc);<newline46mondego>gbc = new GridBagConstraints(2, 0, 1, 1, 50.0, 0.0, A_CENTER, F_DX, IN_0, 0, 0);<newline46mondego>add(new JButton(<doubleQuotes46>test1<doubleQuotes46>), gbc);<newline46mondego>"
"5548splitHere46","4495338splitHere46","AEReportBean"
"5549splitHere46","4495338splitHere46",".class"
"5550splitHere46","4495522splitHere46","ExternalContext#getSessionMap()"
"5551splitHere46","4495522splitHere46","ExternalContext externalContext = FacesContext.getCurrentInstance().getExternalContext();<newline46mondego>Map<String, Object> sessionMap = externalContext.getSessionMap();<newline46mondego>sessionMap.put(<doubleQuotes46>somekey<doubleQuotes46>, yourVariable);<newline46mondego>"
"5552splitHere46","4495522splitHere46","SomeObject yourVariable = (SomeObject) sessionMap.get(<doubleQuotes46>somekey<doubleQuotes46>);<newline46mondego>"
"5553splitHere46","4495522splitHere46","sessionBean.setSomeVariable(yourVariable);<newline46mondego>"
"5554splitHere46","4495522splitHere46","SomeObject yourVariable = sessionBean.getSomeVariable();<newline46mondego>"
"5555splitHere46","4495522splitHere46","faces-config.xml"
"5556splitHere46","4495522splitHere46","@ManagedProperty"
"5557splitHere46","4495522splitHere46","@ManagedBean<newline46mondego>@RequestScoped<newline46mondego>public class RequestBean {<newline46mondego>    @ManagedProperty(<doubleQuotes46>#{sessionBean}<doubleQuotes46>)<newline46mondego>    private SessionBean sessionBean;<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"5558splitHere46","4495522splitHere46","@ManagedBean<newline46mondego>@SessionScoped<newline46mondego>public class SessionBean {<newline46mondego>    private SomeObject someVariable;<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"5559splitHere46","4496050splitHere46","$var = <doubleQuotes46>select ... where col = \<doubleQuotes46>testing\<doubleQuotes46><doubleQuotes46>;<newline46mondego>$var = 'select ... where col = <doubleQuotes46>testing<doubleQuotes46>'; // more readable<newline46mondego>"
"5560splitHere46","4496140splitHere46","Object.wait"
"5561splitHere46","4496140splitHere46","Object.notify"
"5562splitHere46","4496140splitHere46","while (!condition) {<newline46mondego>        // really bad idea ... burns CPU cycles.<newline46mondego>    }<newline46mondego>"
"5563splitHere46","4496140splitHere46","while (!condition) {<newline46mondego>        Thread.sleep(...);  // bad idea<newline46mondego>    }<newline46mondego>"
"5564splitHere46","4496140splitHere46","loop{test; sleep}"
"5565splitHere46","4496218splitHere46","# .htaccess file contents<newline46mondego># Apache has the same docroot as the Java web app.<newline46mondego># Java webapp is running on port 8084<newline46mondego><IfModule mod_rewrite.c><newline46mondego>RewriteEngine On<newline46mondego>RewriteBase /<newline46mondego>RewriteCond %{REQUEST_FILENAME} !-f [NC,OR]<newline46mondego>RewriteCond %{REQUEST_FILENAME} !-d<newline46mondego># directory where images, static html files and JS scripts are located.<newline46mondego># Apache will serve these.<newline46mondego>RewriteRule ^resources - [L,NC]<newline46mondego># obviously, we want Apache to serve robots.txt<newline46mondego>RewriteRule ^robots.txt$ - [L,NC]<newline46mondego>RewriteRule ^(.*)$ http://localhost:8084/Dispatcher?q=$1 [L,P,QSA]<newline46mondego></IfModule><newline46mondego>"
"5566splitHere46","4496221splitHere46","reader.nextLine();<newline46mondego>"
"5567splitHere46","4496221splitHere46","System.out.print(<doubleQuotes46>Enter the second student's name: <doubleQuotes46>);<newline46mondego>"
"5568splitHere46","4496221splitHere46",".nextInt()"
"5569splitHere46","4496221splitHere46","nextLine()"
"5570splitHere46","4496398splitHere46","EEE"
"5571splitHere46","4496398splitHere46","MMM"
"5572splitHere46","4496398splitHere46","SimpleDateFormat"
"5573splitHere46","4496398splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>    String target = <doubleQuotes46>Thu Sep 28 20:29:30 JST 2000<doubleQuotes46>;<newline46mondego>    DateFormat df = new SimpleDateFormat(<doubleQuotes46>EEE MMM dd kk:mm:ss z yyyy<doubleQuotes46>, Locale.ENGLISH);<newline46mondego>    Date result =  df.parse(target);  <newline46mondego>    System.out.println(result);<newline46mondego>}<newline46mondego>"
"5574splitHere46","4496398splitHere46","HH"
"5575splitHere46","4496398splitHere46","kk"
"5576splitHere46","4496695splitHere46","List<byte> lByte = new List<byte>();<newline46mondego>using (StreamReader sr = new StreamReader(myRequest.GetResponse().GetResponseStream()))<newline46mondego>{<newline46mondego>    while (sr.Peek() >= 0)<newline46mondego>    {<newline46mondego>        lByte.Add((byte)sr.Read());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5577splitHere46","4496695splitHere46","byte[] buffer = new byte[1000];<newline46mondego>using (Stream sr = myRequest.GetResponse().GetResponseStream())<newline46mondego>{<newline46mondego>    sr.Read(buffer, 0, 1000);<newline46mondego>}<newline46mondego>"
"5578splitHere46","4497088splitHere46","jar cf jar-file input-file(s)  <newline46mondego>"
"5579splitHere46","4497384splitHere46","final"
"5580splitHere46","4497384splitHere46","comment"
"5581splitHere46","4497607splitHere46","java -jar yourJar.jar<newline46mondego>pause<newline46mondego>"
"5582splitHere46","4497701splitHere46","String s =  <doubleQuotes46>0#Aitem, 0#Aitem2, 0#Aitem3, 1#Bitem, 1#Bitem2, 2#Citem, Nitem, Nitem2<doubleQuotes46>;<newline46mondego>    Pattern p = Pattern.compile(<doubleQuotes46>(\\d*)[#]{0,1}(\\w+?)(,|$)<doubleQuotes46>);        <newline46mondego>    Matcher m = p.matcher(s);<newline46mondego>    Map<String, List<String>> map = new TreeMap<String, List<String>>();<newline46mondego>    while(m.find()){<newline46mondego>        String group = m.group(1);<newline46mondego>        String item = m.group(2);<newline46mondego>        List<String> items = map.get(group);<newline46mondego>        if(items == null){<newline46mondego>            items = new ArrayList<String>();<newline46mondego>            map.put(group, items);<newline46mondego>        }<newline46mondego>        items.add(item);<newline46mondego>    }<newline46mondego>    //let's print it out<newline46mondego>    for(String key : map.keySet()){<newline46mondego>        System.out.println(key + <doubleQuotes46> : <doubleQuotes46> + map.get(key));<newline46mondego>    }<newline46mondego>"
"5583splitHere46","4497701splitHere46",": [Nitem, Nitem2]<newline46mondego>0 : [Aitem, Aitem2, Aitem3]<newline46mondego>1 : [Bitem, Bitem2]<newline46mondego>2 : [Citem]<newline46mondego>"
"5584splitHere46","4497758splitHere46","ioctl"
"5585splitHere46","4497758splitHere46","scsi_write"
"5586splitHere46","4497758splitHere46","cmd"
"5587splitHere46","4497758splitHere46","buf"
"5588splitHere46","4497758splitHere46","cmdLen"
"5589splitHere46","4497758splitHere46","bufLen"
"5590splitHere46","4497823splitHere46","BrowserContentManagerDemo.java"
"5591splitHere46","4497823splitHere46","BlackBerry JDE 4.5.0\samples\com\rim\samples\device\blackberry\browser\"
"5592splitHere46","4497823splitHere46","eclipse/plugins/net.rim.ejde.componentpack6.0.0_6.0.0.29/components/samples/com/rim/samples/device/browser/browsercontentmanagerdemo/"
"5593splitHere46","4497906splitHere46","<from-view-id>/template/menu.xhtml</from-view-id>  <newline46mondego>"
"5594splitHere46","4497906splitHere46","<from-view-id>/pages/*</from-view-id> <newline46mondego>"
"5595splitHere46","4497906splitHere46","#{UserManagerBean.goListPage}"
"5596splitHere46","4497906splitHere46","/pages/"
"5597splitHere46","4498118splitHere46","/*<newline46mondego> * To change this template, choose Tools | Templates<newline46mondego> * and open the template in the editor.<newline46mondego> */<newline46mondego><newline46mondego>package hello;<newline46mondego><newline46mondego>import javax.microedition.midlet.*;<newline46mondego>import javax.microedition.lcdui.*;<newline46mondego><newline46mondego>/**<newline46mondego> * @author Jigar<newline46mondego> */<newline46mondego>public class KeyEventListener extends MIDlet implements ItemStateListener{<newline46mondego><newline46mondego>    private boolean midletPaused = false;<newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Fields <doubleQuotes46>><newline46mondego>    private Form form;<newline46mondego>    private TextField textField;<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    /**<newline46mondego>     * The KeyEventListener constructor.<newline46mondego>     */<newline46mondego>    public KeyEventListener() {<newline46mondego>    }<newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Methods <doubleQuotes46>><newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Method: initialize <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Initilizes the application.<newline46mondego>     * It is called only once when the MIDlet is started. The method is called before the <code>startMIDlet</code> method.<newline46mondego>     */<newline46mondego>    private void initialize() {<newline46mondego>        // write pre-initialize user code here<newline46mondego><newline46mondego>        // write post-initialize user code here<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Method: startMIDlet <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Performs an action assigned to the Mobile Device - MIDlet Started point.<newline46mondego>     */<newline46mondego>    public void startMIDlet() {<newline46mondego>        // write pre-action user code here<newline46mondego>        switchDisplayable(null, getForm());<newline46mondego>        // write post-action user code here<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Method: resumeMIDlet <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Performs an action assigned to the Mobile Device - MIDlet Resumed point.<newline46mondego>     */<newline46mondego>    public void resumeMIDlet() {<newline46mondego>        // write pre-action user code here<newline46mondego><newline46mondego>        // write post-action user code here<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Method: switchDisplayable <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Switches a current displayable in a display. The <code>display</code> instance is taken from <code>getDisplay</code> method. This method is used by all actions in the design for switching displayable.<newline46mondego>     * @param alert the Alert which is temporarily set to the display; if <code>null</code>, then <code>nextDisplayable</code> is set immediately<newline46mondego>     * @param nextDisplayable the Displayable to be set<newline46mondego>     */<newline46mondego>    public void switchDisplayable(Alert alert, Displayable nextDisplayable) {<newline46mondego>        // write pre-switch user code here<newline46mondego>        Display display = getDisplay();<newline46mondego>        if (alert == null) {<newline46mondego>            display.setCurrent(nextDisplayable);<newline46mondego>        } else {<newline46mondego>            display.setCurrent(alert, nextDisplayable);<newline46mondego>        }<newline46mondego>        // write post-switch user code here<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Getter: form <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Returns an initiliazed instance of form component.<newline46mondego>     * @return the initialized component instance<newline46mondego>     */<newline46mondego>    public Form getForm() {<newline46mondego>        if (form == null) {<newline46mondego>            // write pre-init user code here<newline46mondego>            form = new Form(<doubleQuotes46>form<doubleQuotes46>, new Item[] { getTextField() });<newline46mondego>            form.setItemStateListener(this);<newline46mondego>        }<newline46mondego>        return form;<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    //<editor-fold defaultstate=<doubleQuotes46>collapsed<doubleQuotes46> desc=<doubleQuotes46> Generated Getter: textField <doubleQuotes46>><newline46mondego>    /**<newline46mondego>     * Returns an initiliazed instance of textField component.<newline46mondego>     * @return the initialized component instance<newline46mondego>     */<newline46mondego>    public TextField getTextField() {<newline46mondego>        if (textField == null) {<newline46mondego>            // write pre-init user code here<newline46mondego>            textField = new TextField(<doubleQuotes46>textField<doubleQuotes46>, null, 32, TextField.ANY);<newline46mondego><newline46mondego>        }<newline46mondego>        return textField;<newline46mondego>    }<newline46mondego>    //</editor-fold><newline46mondego><newline46mondego>    /**<newline46mondego>     * Returns a display instance.<newline46mondego>     * @return the display instance.<newline46mondego>     */<newline46mondego>    public Display getDisplay () {<newline46mondego>        return Display.getDisplay(this);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Exits MIDlet.<newline46mondego>     */<newline46mondego>    public void exitMIDlet() {<newline46mondego>        switchDisplayable (null, null);<newline46mondego>        destroyApp(true);<newline46mondego>        notifyDestroyed();<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Called when MIDlet is started.<newline46mondego>     * Checks whether the MIDlet have been already started and initialize/starts or resumes the MIDlet.<newline46mondego>     */<newline46mondego>    public void startApp() {<newline46mondego>        if (midletPaused) {<newline46mondego>            resumeMIDlet ();<newline46mondego>        } else {<newline46mondego>            initialize ();<newline46mondego>            startMIDlet ();<newline46mondego>        }<newline46mondego>        midletPaused = false;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Called when MIDlet is paused.<newline46mondego>     */<newline46mondego>    public void pauseApp() {<newline46mondego>        midletPaused = true;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Called to signal the MIDlet to terminate.<newline46mondego>     * @param unconditional if true, then the MIDlet has to be unconditionally terminated and all resources has to be released.<newline46mondego>     */<newline46mondego>    public void destroyApp(boolean unconditional) {<newline46mondego>    }<newline46mondego><newline46mondego>    public void itemStateChanged(Item item) {<newline46mondego>        if(item.equals(getTextField())){<newline46mondego>            System.out.println(<doubleQuotes46>KeyPressed :) <doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5598splitHere46","4498181splitHere46","ints.iterator()"
"5599splitHere46","4498188splitHere46","Project Properties -> Build -> Packaging -> Build JAR after compiling"
"5600splitHere46","4498197splitHere46","try {<newline46mondego>        Enumeration roots = FileSystemRegistry.listRoots();<newline46mondego>        while(roots.hasMoreElements()) {<newline46mondego>            System.out.println(<doubleQuotes46>Root: file:///<doubleQuotes46>+(String)roots.nextElement());<newline46mondego>        }<newline46mondego>    } catch(Exception e) {<newline46mondego>    }<newline46mondego>"
