"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"6445splitHere46","2186474splitHere46","javax.xml.parsers.DocumentBuilderFactory"
"6446splitHere46","2186474splitHere46","DocumentBuilder"
"6447splitHere46","2186474splitHere46","Document"
"6448splitHere46","2186474splitHere46","DocumentBuilderFactory"
"6449splitHere46","2186474splitHere46","FooFactory"
"6450splitHere46","2186474splitHere46","static newInstance()"
"6451splitHere46","2186474splitHere46","newInstance()"
"6452splitHere46","2186474splitHere46","FooFactory"
"6453splitHere46","2186610splitHere46","java.util.zip.DeflaterInputStream"
"6454splitHere46","2186610splitHere46","DeflaterInputStream"
"6455splitHere46","2186610splitHere46","java.util.zip.Deflater"
"6456splitHere46","2186610splitHere46","InflaterInputStream"
"6457splitHere46","2186678splitHere46","JTidyFilter"
"6458splitHere46","2186812splitHere46","<% ... %>"
"6459splitHere46","2186812splitHere46","RUNAT=<doubleQuotes46>SERVER<doubleQuotes46>"
"6460splitHere46","2186812splitHere46","DATETIMEHERE"
"6461splitHere46","2186812splitHere46","<span class=<doubleQuotes46>somsCSSClass<doubleQuotes46>><DATETIMEHERE /></span><newline46mondego>"
"6462splitHere46","2186993splitHere46","// NOTE: code not tested, but I believe this is valid java...<newline46mondego>public class CommandExample <newline46mondego>{<newline46mondego>    public interface Command <newline46mondego>    {<newline46mondego>        public void execute(Object data);<newline46mondego>    }<newline46mondego><newline46mondego>    public class PrintCommand implements Command <newline46mondego>    {<newline46mondego>        public void execute(Object data) <newline46mondego>        {<newline46mondego>            System.out.println(data.toString());<newline46mondego>        }    <newline46mondego>    }<newline46mondego><newline46mondego>    public static void callCommand(Command command, Object data) <newline46mondego>    {<newline46mondego>        command.execute(data);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String... args) <newline46mondego>    {<newline46mondego>        callCommand(new PrintCommand(), <doubleQuotes46>hello world<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6463splitHere46","2186993splitHere46","acceptVisitor()"
"6464splitHere46","2187131splitHere46","/**<newline46mondego> * Opens a file, with the specified name, for writing.<newline46mondego> * @param name name of file to be opened<newline46mondego> */<newline46mondego>private native void open(String name) throws FileNotFoundException;<newline46mondego><newline46mondego>/**<newline46mondego> * Opens a file, with the specified name, for appending.<newline46mondego> * @param name name of file to be opened<newline46mondego> */<newline46mondego>private native void openAppend(String name) throws FileNotFoundException;<newline46mondego><newline46mondego>/**<newline46mondego> * Writes the specified byte to this file output stream. Implements <newline46mondego> * the <code>write</code> method of <code>OutputStream</code>.<newline46mondego> *<newline46mondego> * @param      b   the byte to be written.<newline46mondego> * @exception  IOException  if an I/O error occurs.<newline46mondego> */<newline46mondego>public native void write(int b) throws IOException;<newline46mondego>"
"6465splitHere46","2187427splitHere46","(ns com.domain.tiny<newline46mondego>  (:gen-class<newline46mondego>    :name com.domain.tiny<newline46mondego>    :methods [#^{:static true} [binomial [int int] double]]))<newline46mondego><newline46mondego>(defn binomial<newline46mondego>  <doubleQuotes46>Calculate the binomial coefficient.<doubleQuotes46><newline46mondego>  [n k]<newline46mondego>  (let [a (inc n)]<newline46mondego>    (loop [b 1<newline46mondego>           c 1]<newline46mondego>      (if (> b k)<newline46mondego>        c<newline46mondego>        (recur (inc b) (* (/ (- a b) b) c))))))<newline46mondego><newline46mondego>(defn -binomial<newline46mondego>  <doubleQuotes46>A Java-callable wrapper around the 'binomial' function.<doubleQuotes46><newline46mondego>  [n k]<newline46mondego>  (binomial n k))<newline46mondego><newline46mondego>(defn -main []<newline46mondego>  (println (str <doubleQuotes46>(binomial 5 3): <doubleQuotes46> (binomial 5 3)))<newline46mondego>  (println (str <doubleQuotes46>(binomial 10042 111): <doubleQuotes46> (binomial 10042 111)))<newline46mondego>)<newline46mondego>"
"6466splitHere46","2187427splitHere46","(binomial 5 3): 10<newline46mondego>(binomial 10042 111): 49068389575068144946633777...<newline46mondego>"
"6467splitHere46","2187427splitHere46","-binomial"
"6468splitHere46","2187427splitHere46","tiny.jar"
"6469splitHere46","2187427splitHere46","import com.domain.tiny;<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        System.out.println(<doubleQuotes46>(binomial 5 3): <doubleQuotes46> + tiny.binomial(5, 3));<newline46mondego>        System.out.println(<doubleQuotes46>(binomial 10042, 111): <doubleQuotes46> + tiny.binomial(10042, 111));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6470splitHere46","2187427splitHere46","(binomial 5 3): 10.0<newline46mondego>(binomial 10042, 111): 4.9068389575068143E263<newline46mondego>"
"6471splitHere46","2187427splitHere46",":methods"
"6472splitHere46","2187427splitHere46","gen-class"
"6473splitHere46","2187427splitHere46","-binomial"
"6474splitHere46","2187427splitHere46","C:\projects>lein new com.domain.tiny<newline46mondego>"
"6475splitHere46","2187427splitHere46","C:\projects>cd com.domain.tiny<newline46mondego>"
"6476splitHere46","2187427splitHere46","project.clj"
"6477splitHere46","2187427splitHere46","(defproject com.domain.tiny <doubleQuotes46>0.1.0-SNAPSHOT<doubleQuotes46><newline46mondego>  :description <doubleQuotes46>An example of stand alone Clojure-Java interop<doubleQuotes46><newline46mondego>  :url <doubleQuotes46>http://clarkonium.net/2013/06/java-clojure-interop-an-update/<doubleQuotes46><newline46mondego>  :license {:name <doubleQuotes46>Eclipse Public License<doubleQuotes46><newline46mondego>  :url <doubleQuotes46>http://www.eclipse.org/legal/epl-v10.html<doubleQuotes46>}<newline46mondego>  :dependencies [[org.clojure/clojure <doubleQuotes46>1.5.1<doubleQuotes46>]]<newline46mondego>  :aot :all<newline46mondego>  :main com.domain.tiny)<newline46mondego>"
"6478splitHere46","2187427splitHere46","C:\projects\com.domain.tiny>lein deps<newline46mondego>"
"6479splitHere46","2187427splitHere46","C:\projects\com.domain.tiny\src\com\domain\tiny.clj"
"6480splitHere46","2187427splitHere46",":gen-class"
"6481splitHere46","2187427splitHere46","com.domain.tiny"
"6482splitHere46","2187427splitHere46","binomial"
"6483splitHere46","2187427splitHere46","binomial"
"6484splitHere46","2187427splitHere46","-binomial"
"6485splitHere46","2187427splitHere46","-binomial"
"6486splitHere46","2187427splitHere46","-main"
"6487splitHere46","2187427splitHere46","C:\projects\com.domain.tiny>lein run<newline46mondego>"
"6488splitHere46","2187427splitHere46","C:\projects\com.domain.tiny>lein jar<newline46mondego>Created C:\projects\com.domain.tiny\target\com.domain.tiny-0.1.0-SNAPSHOT.jar<newline46mondego>C:\projects\com.domain.tiny>mkdir \target\lib<newline46mondego><newline46mondego>C:\projects\com.domain.tiny>copy target\com.domain.tiny-0.1.0-SNAPSHOT.jar target\lib\<newline46mondego>        1 file(s) copied.<newline46mondego><newline46mondego>C:\projects\com.domain.tiny>copy <doubleQuotes46>C:<path to clojure jar>\clojure-1.5.1.jar<doubleQuotes46> target\lib\<newline46mondego>        1 file(s) copied.<newline46mondego>"
"6489splitHere46","2187427splitHere46","lein-javac"
"6490splitHere46","2187427splitHere46","Main.java"
"6491splitHere46","2187427splitHere46","javac -g -cp target\com.domain.tiny-0.1.0-SNAPSHOT.jar -d target\src\com\domain\Main.java<newline46mondego>"
"6492splitHere46","2187427splitHere46","Manifest.txt"
"6493splitHere46","2187427splitHere46","Class-Path: lib\com.domain.tiny-0.1.0-SNAPSHOT.jar lib\clojure-1.5.1.jar<newline46mondego>Main-Class: Main<newline46mondego>"
"6494splitHere46","2187427splitHere46","C:\projects\com.domain.tiny\target>jar cfm Interop.jar Manifest.txt Main.class lib\com.domain.tiny-0.1.0-SNAPSHOT.jar lib\clojure-1.5.1.jar<newline46mondego>"
"6495splitHere46","2187427splitHere46","C:\projects\com.domain.tiny\target>java -jar Interop.jar<newline46mondego>(binomial 5 3): 10.0<newline46mondego>(binomial 10042, 111): 4.9068389575068143E263<newline46mondego>"
"6496splitHere46","2187719splitHere46","Hibernate.initialize(..)"
"6497splitHere46","2187719splitHere46","FetchType.EAGER"
"6498splitHere46","2187719splitHere46","merge(..)"
"6499splitHere46","2187746splitHere46","import java.net.*;<newline46mondego>import java.io.*;<newline46mondego><newline46mondego>public class KnockKnockServer {<newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego><newline46mondego>        ServerSocket serverSocket = null;<newline46mondego>        try {<newline46mondego>            serverSocket = new ServerSocket(4444);<newline46mondego>        } catch (IOException e) {<newline46mondego>            System.err.println(<doubleQuotes46>Could not listen on port: 4444.<doubleQuotes46>);<newline46mondego>            System.exit(1);<newline46mondego>        }<newline46mondego><newline46mondego>        Socket clientSocket = null;<newline46mondego>        try {<newline46mondego>            clientSocket = serverSocket.accept();<newline46mondego>        } catch (IOException e) {<newline46mondego>            System.err.println(<doubleQuotes46>Accept failed.<doubleQuotes46>);<newline46mondego>            System.exit(1);<newline46mondego>        }<newline46mondego><newline46mondego>        PrintWriter out = new PrintWriter(clientSocket.getOutputStream(), true);<newline46mondego>        BufferedReader in = new BufferedReader(<newline46mondego>                new InputStreamReader(<newline46mondego>                clientSocket.getInputStream()));<newline46mondego>        String inputLine, outputLine;<newline46mondego>        KnockKnockProtocol kkp = new KnockKnockProtocol();<newline46mondego><newline46mondego>        outputLine = kkp.processInput(null);<newline46mondego>        out.println(outputLine);<newline46mondego><newline46mondego>        while ((inputLine = in.readLine()) != null) {<newline46mondego>             outputLine = kkp.processInput(inputLine);<newline46mondego>             out.println(outputLine);<newline46mondego>             if (outputLine.equals(<doubleQuotes46>Bye.<doubleQuotes46>))<newline46mondego>                break;<newline46mondego>        }<newline46mondego>        out.close();<newline46mondego>        in.close();<newline46mondego>        clientSocket.close();<newline46mondego>        serverSocket.close();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6500splitHere46","2187961splitHere46","Looper"
"6501splitHere46","2187961splitHere46","prepare()"
"6502splitHere46","2187961splitHere46","mHandler"
"6503splitHere46","2187961splitHere46","Thread"
"6504splitHere46","2187961splitHere46","HandlerThread"
"6505splitHere46","2187961splitHere46","Looper"
"6506splitHere46","2187961splitHere46","Handler"
"6507splitHere46","2187961splitHere46","Looper"
"6508splitHere46","2187961splitHere46","private void setUp() {<newline46mondego>    mHandlerThread = new CustomThread(<doubleQuotes46>foo<doubleQuotes46>, Process.THREAD_PRIORITY_BACKGROUND);<newline46mondego>    mHandlerThread.start();<newline46mondego><newline46mondego>    // Create our handler; this will block until looper is initialised<newline46mondego>    mHandler = new CustomHandler(mHandlerThread.getLooper());<newline46mondego>    // mHandler is now ready to use<newline46mondego>}<newline46mondego><newline46mondego>private class CustomThread extends HandlerThread {<newline46mondego>    public void run() {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>}   <newline46mondego><newline46mondego>private class CustomHandler extends Handler {<newline46mondego>    CustomHandler(Looper looper) {<newline46mondego>        super(looper);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void handleMessage(Message msg) {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6509splitHere46","2187994splitHere46","calendar.set(Calendar.ERA, GregorianCalendar.BC);<newline46mondego>"
"6510splitHere46","2187999splitHere46","socket.setReuseAddress(boolean)"
"6511splitHere46","2188388splitHere46","<doubleQuotes46></(?!a|em|li).*?><doubleQuotes46><newline46mondego>"
"6512splitHere46","2188423splitHere46","final Robot robot = new Robot();<newline46mondego>final Toolkit toolkit = Toolkit.getDefaultToolkit();<newline46mondego>final Rectangle screenBounds = new Rectangle(toolkit.getScreenSize());<newline46mondego><newline46mondego>// First, let's make a IMediaWriter to write the file.<newline46mondego>final IMediaWriter writer = ToolFactory.makeWriter(<doubleQuotes46>output.mp4<doubleQuotes46>);<newline46mondego><newline46mondego>// We tell it we're going to add one video stream, with id 0,<newline46mondego>// at position 0, and that it will have a fixed frame rate of<newline46mondego>// FRAME_RATE.<newline46mondego>writer.addVideoStream(0, 0,<newline46mondego> FRAME_RATE,<newline46mondego> screenBounds.width, screenBounds.height);<newline46mondego><newline46mondego>// Now, we're going to loop<newline46mondego>long startTime = System.nanoTime();<newline46mondego>for (int index = 0; index < SECONDS_TO_RUN_FOR*FRAME_RATE.getDouble(); index++)<newline46mondego>{<newline46mondego>    // take the screen shot<newline46mondego>   BufferedImage screen = robot.createScreenCapture(screenBounds);<newline46mondego><newline46mondego>   // convert to the right image type<newline46mondego>   BufferedImage bgrScreen = convertToType(screen,<newline46mondego>   BufferedImage.TYPE_3BYTE_BGR);<newline46mondego><newline46mondego>   // encode the image to stream #0<newline46mondego>   writer.encodeVideo(0,bgrScreen,<newline46mondego>   System.nanoTime()-startTime, TimeUnit.NANOSECONDS);<newline46mondego>   System.out.println(<doubleQuotes46>encoded image: <doubleQuotes46> +index);<newline46mondego><newline46mondego>   // sleep for framerate milliseconds<newline46mondego>  Thread.sleep((long) (1000 / FRAME_RATE.getDouble()));<newline46mondego>}<newline46mondego>// Finally we tell the writer to close and write the trailer if<newline46mondego>// needed<newline46mondego>writer.close();<newline46mondego>"
"6513splitHere46","2188500splitHere46","Sale"
"6514splitHere46","2188500splitHere46","Item"
"6515splitHere46","2188500splitHere46","Criteria"
"6516splitHere46","2188500splitHere46","Criteria c = sessionFactory.getCurrentSession().createCriteria(Sale.class);<newline46mondego>c.createAlias(<doubleQuotes46>items<doubleQuotes46>, <doubleQuotes46>i<doubleQuotes46>);<newline46mondego>c.add(Restrictions.eq(<doubleQuotes46>i.name<doubleQuotes46>, <doubleQuotes46>doll<doubleQuotes46>));<newline46mondego>c.setResultTransformer(Criteria.DISTINCT_ROOT_ENTITY);<newline46mondego>c.setMaxResults(2);<newline46mondego>"
"6517splitHere46","2188500splitHere46","select top ? this_.saleId as saleId1_1_, ... <newline46mondego>from Sale this_ <newline46mondego>inner join Sale_Item items3_ on this_.saleId=items3_.Sale_saleId <newline46mondego>inner join Item items1_ on items3_.items_id=items1_.id <newline46mondego>where items1_.name=?<newline46mondego>"
"6518splitHere46","2188500splitHere46","Query"
"6519splitHere46","2188500splitHere46","Query q = sessionFactory.getCurrentSession().createQuery(<doubleQuotes46>select distinct s from Sale s join s.items as i where i.name=:name<doubleQuotes46>);<newline46mondego>q.setParameter(<doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>doll<doubleQuotes46>);<newline46mondego>q.setMaxResults(2);<newline46mondego>"
"6520splitHere46","2188500splitHere46","select top ? distinct hibernated0_.saleId as saleId1_ <newline46mondego>from Sale hibernated0_ <newline46mondego>inner join Sale_Item items1_ on hibernated0_.saleId=items1_.Sale_saleId <newline46mondego>inner join Item hibernated2_ on items1_.items_id=hibernated2_.id <newline46mondego>where hibernated2_.name=?<newline46mondego>"
"6521splitHere46","2188500splitHere46","DISTINCT"
"6522splitHere46","2188500splitHere46","ResultTransformer"
"6523splitHere46","2188500splitHere46","DISTINCT_ROOT_ENTITY"
"6524splitHere46","2188500splitHere46","maxResults"
"6525splitHere46","2188500splitHere46","Collection"
"6526splitHere46","2188500splitHere46","DISTINCT_ROOT_ENTITY"
"6527splitHere46","2188500splitHere46","DISTINCT"
"6528splitHere46","2188500splitHere46","DISTINCT"
"6529splitHere46","2188500splitHere46","setProjection"
"6530splitHere46","2188500splitHere46","c.setProjection(Projections.distinct(Projections.rootEntity()))"
"6531splitHere46","2188500splitHere46","Projections.rootEntity()"
"6532splitHere46","2188682splitHere46","ret[0] = (byte)(x & 0xff);<newline46mondego>ret[1] = (byte)((x >> 8) & 0xff);<newline46mondego>"
"6533splitHere46","2188981splitHere46","Info.plist"
"6534splitHere46","2188981splitHere46","File"
"6535splitHere46","2188981splitHere46","setLocation(Short.MIN_VALUE, Short.MIN_VALUE)"
"6536splitHere46","2188981splitHere46","WindowEvent"
"6537splitHere46","2188981splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.event.ItemEvent;<newline46mondego>import java.awt.event.ItemListener;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JToggleButton;<newline46mondego><newline46mondego>public class FrameTest extends JFrame {<newline46mondego><newline46mondego>    private static FrameTest marco;<newline46mondego>    private static FrameTest polo;<newline46mondego><newline46mondego>    private static class MyPanel extends JPanel {<newline46mondego><newline46mondego>        public MyPanel() {<newline46mondego>            super(true);<newline46mondego>            final JToggleButton b = new JToggleButton(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>            b.addItemListener(new ItemListener() {<newline46mondego>                @Override<newline46mondego>                public void itemStateChanged(ItemEvent e) {<newline46mondego>                    if (b.isSelected()) {<newline46mondego>                        polo.setLocation(100, 100);<newline46mondego>                        polo.setVisible(true);<newline46mondego>                    }<newline46mondego>                    else {<newline46mondego>                        polo.setVisible(false);<newline46mondego>                        polo.setLocation(Short.MIN_VALUE, Short.MIN_VALUE);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            });<newline46mondego>            this.add(b);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public FrameTest(String title) {<newline46mondego>        super(title);<newline46mondego>        this.setLayout(new BorderLayout());<newline46mondego>        this.add(new MyPanel());<newline46mondego>        this.pack();<newline46mondego>        this.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(final String[] args) {<newline46mondego><newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                marco = new FrameTest(<doubleQuotes46>Marco<doubleQuotes46>);<newline46mondego>                marco.setLocationRelativeTo(null);<newline46mondego>                marco.setVisible(true);<newline46mondego>                polo = new FrameTest(<doubleQuotes46>Polo<doubleQuotes46>);<newline46mondego>                polo.setLocation(Short.MIN_VALUE, Short.MIN_VALUE);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6538splitHere46","2189024splitHere46","HmacMD5"
"6539splitHere46","2189024splitHere46","HmacSHA1"
"6540splitHere46","2189024splitHere46","HmacSHA256"
"6541splitHere46","2189024splitHere46","HmacSHA384"
"6542splitHere46","2189024splitHere46","HmacSHA512"
"6543splitHere46","2189024splitHere46","import javax.crypto.Mac;<newline46mondego>import javax.crypto.spec.SecretKeySpec;<newline46mondego><newline46mondego>public byte[] hmacMD5(byte[] key, byte[] data) {<newline46mondego>    Mac mac = Mac.getInstance(<doubleQuotes46>HmacMD5<doubleQuotes46>);<newline46mondego>    mac.init(new SecretKeySpec(key, <doubleQuotes46>HmacMD5<doubleQuotes46>));<newline46mondego>    mac.update(data);<newline46mondego>    return mac.doFinal();<newline46mondego>}<newline46mondego>"
"6544splitHere46","2189024splitHere46","update"
"6545splitHere46","2189110splitHere46","BorderLayout"
"6546splitHere46","2189110splitHere46","BoxLayout"
"6547splitHere46","2189123splitHere46","jstl-1.2.jar"
"6548splitHere46","2189123splitHere46","/WEB-INF/lib"
"6549splitHere46","2189123splitHere46","<%@ taglib uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/core<doubleQuotes46> prefix=<doubleQuotes46>c<doubleQuotes46> %><newline46mondego><%@ taglib uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/functions<doubleQuotes46> prefix=<doubleQuotes46>fn<doubleQuotes46> %><newline46mondego><newline46mondego><html><newline46mondego><head><newline46mondego>  <title>My Events - <decorator:title /></title><newline46mondego>  <link href=<doubleQuotes46>${pageContext.request.contextPath}/assets/styles.css<doubleQuotes46> rel=<doubleQuotes46>stylesheet<doubleQuotes46> type=<doubleQuotes46>text/css<doubleQuotes46> /><newline46mondego></head><newline46mondego><body><newline46mondego><newline46mondego><div class=<doubleQuotes46>tabs<doubleQuotes46>><newline46mondego>  <a <newline46mondego>    ${fn:contains(pageContext.request.requestURI, '/events/') ? 'class=<doubleQuotes46>selected<doubleQuotes46>' : ''}<newline46mondego>    href=<doubleQuotes46>${pageContext.request.contextPath}/events/Listing.action<doubleQuotes46>>Events</a><newline46mondego>  <a <newline46mondego>    ${fn:contains(pageContext.request.requestURI, '/people/') ? 'class=<doubleQuotes46>selected<doubleQuotes46>' : ''}<newline46mondego>    href=<doubleQuotes46>${pageContext.request.contextPath}/people/Listing.action<doubleQuotes46>>People</a><newline46mondego></div><newline46mondego><newline46mondego><div class=<doubleQuotes46>submenu<doubleQuotes46>><newline46mondego>  <c:if test=<doubleQuotes46>${fn:contains(pageContext.request.requestURI, '/events/')}<doubleQuotes46>><newline46mondego>    <a href=<doubleQuotes46>Listing.action<doubleQuotes46>>List of Events</a><newline46mondego>    |<a href=<doubleQuotes46>New.action<doubleQuotes46>>New Event</a><newline46mondego>  </c:if><newline46mondego>  <c:if test=<doubleQuotes46>${fn:contains(pageContext.request.requestURI, '/people/')}<doubleQuotes46>><newline46mondego>    <a href=<doubleQuotes46>Listing.action<doubleQuotes46>>List of People</a><newline46mondego>    |<a href=<doubleQuotes46>New.action<doubleQuotes46>>New Person</a><newline46mondego>  </c:if><newline46mondego>  & <newline46mondego></div><newline46mondego>"
"6550splitHere46","2189123splitHere46","c:set"
"6551splitHere46","2189123splitHere46","<base>"
"6552splitHere46","2189123splitHere46","<%@ taglib uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/core<doubleQuotes46> prefix=<doubleQuotes46>c<doubleQuotes46> %><newline46mondego><%@ taglib uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/functions<doubleQuotes46> prefix=<doubleQuotes46>fn<doubleQuotes46> %><newline46mondego><newline46mondego><c:set var=<doubleQuotes46>isEvents<doubleQuotes46> value=<doubleQuotes46>${fn:contains(pageContext.request.requestURI, '/events/')}<doubleQuotes46> /><newline46mondego><c:set var=<doubleQuotes46>isPeople<doubleQuotes46> value=<doubleQuotes46>${fn:contains(pageContext.request.requestURI, '/people/')}<doubleQuotes46> /><newline46mondego><newline46mondego><html><newline46mondego><head><newline46mondego>  <title>My Events - <decorator:title /></title><newline46mondego>  <base href=<doubleQuotes46>${pageContext.request.contextPath}<doubleQuotes46>><newline46mondego>  <link href=<doubleQuotes46>assets/styles.css<doubleQuotes46> rel=<doubleQuotes46>stylesheet<doubleQuotes46> type=<doubleQuotes46>text/css<doubleQuotes46> /><newline46mondego></head><newline46mondego><body><newline46mondego><newline46mondego><div class=<doubleQuotes46>tabs<doubleQuotes46>><newline46mondego>  <a ${isEvents ? 'class=<doubleQuotes46>selected<doubleQuotes46>' : ''} href=<doubleQuotes46>events/Listing.action<doubleQuotes46>>Events</a><newline46mondego>  <a ${isPeople ? 'class=<doubleQuotes46>selected<doubleQuotes46>' : ''} href=<doubleQuotes46>people/Listing.action<doubleQuotes46>>People</a><newline46mondego></div><newline46mondego><newline46mondego><div class=<doubleQuotes46>submenu<doubleQuotes46>><newline46mondego>  <c:if test=<doubleQuotes46>${isEvents}<doubleQuotes46>><newline46mondego>    <a href=<doubleQuotes46>Listing.action<doubleQuotes46>>List of Events</a>|<a href=<doubleQuotes46>New.action<doubleQuotes46>>New Event</a><newline46mondego>  </c:if><newline46mondego>  <c:if test=<doubleQuotes46>${isPeople}<doubleQuotes46>><newline46mondego>    <a href=<doubleQuotes46>Listing.action<doubleQuotes46>>List of People</a>|<a href=<doubleQuotes46>New.action<doubleQuotes46>>New Person</a><newline46mondego>  </c:if><newline46mondego>  & <newline46mondego></div><newline46mondego>"
"6553splitHere46","2189123splitHere46","events"
"6554splitHere46","2189123splitHere46","people"
"6555splitHere46","2189123splitHere46","Map"
"6556splitHere46","2189123splitHere46","<c:forEach>"
"6557splitHere46","2189123splitHere46","web.xml"
"6558splitHere46","2189123splitHere46","<jsp-config><newline46mondego>    <jsp-property-group><newline46mondego>        <url-pattern>*.jsp</url-pattern><newline46mondego>        <scripting-invalid>true</scripting-invalid><newline46mondego>    </jsp-property-group><newline46mondego></jsp-config><newline46mondego>"
"6559splitHere46","2189123splitHere46","${pageContext}"
"6560splitHere46","2189222splitHere46","<execution>"
"6561splitHere46","2189222splitHere46","<profile><newline46mondego>  <id>oracle</id>       <newline46mondego>  <build><newline46mondego>    <plugins>       <newline46mondego>      <plugin><newline46mondego>        <artifactId>maven-antrun-plugin</artifactId><newline46mondego>        <executions><newline46mondego>          <execution><newline46mondego>            <id>execution1</id><newline46mondego>            <phase>validate</phase><newline46mondego>            <goals><newline46mondego>              <goal>run</goal><newline46mondego>            </goals><newline46mondego>            <configuration><newline46mondego>              <tasks><newline46mondego>                 <echo>ORACLE</echo><newline46mondego>              </tasks><newline46mondego>            </configuration><newline46mondego>          </execution><newline46mondego>        </executions><newline46mondego>      </plugin><newline46mondego>    </plugins>      <newline46mondego>  </build><newline46mondego></profile>    <newline46mondego><profile><newline46mondego>  <id>development</id><newline46mondego>  <build><newline46mondego>    <plugins><newline46mondego>      <plugin><newline46mondego>        <artifactId>maven-antrun-plugin</artifactId><newline46mondego>        <executions><newline46mondego>          <execution><newline46mondego>            <id>execution2</id><newline46mondego>            <phase>compile</phase><newline46mondego>            <goals><newline46mondego>              <goal>run</goal><newline46mondego>            </goals><newline46mondego>            <configuration><newline46mondego>              <tasks><newline46mondego>                 <echo>DEV</echo><newline46mondego>              </tasks><newline46mondego>            </configuration><newline46mondego>          </execution><newline46mondego>        </executions><newline46mondego>      </plugin><newline46mondego>    </plugins><newline46mondego>  </build><newline46mondego></profile><newline46mondego>"
"6562splitHere46","2189222splitHere46","<id>"
"6563splitHere46","2189222splitHere46","<execution>"
"6564splitHere46","2189410splitHere46","List<Integer> ...<newline46mondego>"
"6565splitHere46","2189410splitHere46","List"
"6566splitHere46","2189410splitHere46","Integer"
"6567splitHere46","2189410splitHere46","get()"
"6568splitHere46","2189410splitHere46","Integer"
"6569splitHere46","2189410splitHere46","List<Integer> list1 = new ArrayList<Integer>();<newline46mondego>list2 = (List<String>)list1;<newline46mondego>list2.add(<doubleQuotes46>hello<doubleQuotes46>);<newline46mondego>"
"6570splitHere46","2189410splitHere46","Integer[] arr1 = new Integer[10];<newline46mondego>String[] arr2 = (String[])arr1; // compiler error<newline46mondego>"
"6571splitHere46","2189410splitHere46","Integer[] arr1 = new Integer[10];<newline46mondego>Object[] arr2 = (Object[])arr1;<newline46mondego>arr2[5] = <doubleQuotes46>hello<doubleQuotes46>; // runtime error!<newline46mondego>"
"6572splitHere46","2189410splitHere46","public static <T> T f(T x) {<newline46mondego>  Integer[] arr = new Integer[4];<newline46mondego>  T ret = (T) arr[2];<newline46mondego>  return ret;<newline46mondego>}<newline46mondego>"
"6573splitHere46","2189410splitHere46","T"
"6574splitHere46","2189410splitHere46","Integer"
"6575splitHere46","2189410splitHere46","Integer"
"6576splitHere46","2189410splitHere46","Integer i = f(new Integer(4));<newline46mondego>"
"6577splitHere46","2189410splitHere46","Object"
"6578splitHere46","2189410splitHere46","Integer i = (Integer)f(new Integer(4));<newline46mondego>"
"6579splitHere46","2189410splitHere46","List"
"6580splitHere46","2189410splitHere46","f()"
"6581splitHere46","2189594splitHere46","L&F"
"6582splitHere46","2189594splitHere46","BasicButtonUI"
"6583splitHere46","2189594splitHere46","ButtonUI"
"6584splitHere46","2189697splitHere46","getText()"
"6585splitHere46","2189697splitHere46","Properties"
