"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6600splitHere46","10270631splitHere46","out"
"6601splitHere46","10270631splitHere46","import java.io.BufferedWriter;<newline46mondego>import java.io.File;<newline46mondego>import java.io.FileWriter;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.Scanner;<newline46mondego>import java.util.logging.Level;<newline46mondego>import java.util.logging.Logger;<newline46mondego><newline46mondego>public class FileWrite {<newline46mondego>    public static void LineDelete(String Filename, String Content)<newline46mondego>            throws IOException {<newline46mondego>        BufferedWriter out = null;<newline46mondego>        File flights = new File(<doubleQuotes46>AppData/<doubleQuotes46> + Filename);<newline46mondego>        File temp = new File(<doubleQuotes46>AppData/temp.txt<doubleQuotes46>);<newline46mondego>        FileWriter fstream = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            Scanner sc = new Scanner(flights);<newline46mondego>            fstream = new FileWriter(<doubleQuotes46>AppData/temp.txt<doubleQuotes46>, true);<newline46mondego>            out = new BufferedWriter(fstream);<newline46mondego>            boolean exis = temp.exists();<newline46mondego>            if (exis) {<newline46mondego>                temp.delete();<newline46mondego>                temp = new File(<doubleQuotes46>AppData/temp.txt<doubleQuotes46>);<newline46mondego>                boolean createNewFile = temp.createNewFile();<newline46mondego>            } else {<newline46mondego>                boolean creatNewFile = temp.createNewFile();<newline46mondego>            }<newline46mondego>            String f;<newline46mondego>            while (sc.hasNextLine()) {<newline46mondego>                f = sc.nextLine();<newline46mondego>                if (!f.equals(Content)) {<newline46mondego>                    out.newLine();<newline46mondego>                    out.write(f);<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego>        } catch (IOException ex) {<newline46mondego>            Logger.getLogger(FileWrite.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>        } finally {<newline46mondego>            try {<newline46mondego>                out.close();<newline46mondego>            } catch (Exception e) {<newline46mondego>                Logger.getLogger(FileWrite.class.getName()).log(Level.SEVERE, null, e);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        if(flights.exists()){           <newline46mondego>            flights.delete();<newline46mondego>            File flightsn = new File(<doubleQuotes46>AppData/<doubleQuotes46> + Filename);<newline46mondego>            temp.renameTo(flightsn);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6602splitHere46","10270670splitHere46","JAX-RS"
"6603splitHere46","10270670splitHere46","htmleasy"
"6604splitHere46","10270670splitHere46","public class ForwardFilter implements Filter {<newline46mondego><newline46mondego>    @Override<newline46mondego>public void doFilter(ServletRequest request, ServletResponse response, FilterChain filterChain) {<newline46mondego><newline46mondego>        if(request.getRequestURI().equals(<doubleQuotes46>/some/path<doubleQuotes46>)){<newline46mondego>            request.getRequestDispatcher(<doubleQuotes46>/path/where/servlet/registered<doubleQuotes46>).forward(request, response);<newline46mondego>            return; // prevents normal request processing<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        // you need this for normal request path<newline46mondego>        filterChain.doFilter(request, response);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6605splitHere46","10270774splitHere46","public class JavaApplication1 {<newline46mondego>    final private static String osName = System.getProperty(<doubleQuotes46>os.name<doubleQuotes46>);<newline46mondego>    static final Properties configFile = new Properties();<newline46mondego><newline46mondego>    static {<newline46mondego>        try {<newline46mondego>            configFile.load(new FileInputStream(<doubleQuotes46>config.properties<doubleQuotes46>));<newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    };<newline46mondego><newline46mondego>    private static String DIR = osName.equals(<doubleQuotes46>Linux<doubleQuotes46>) ? configFile.getProperty(<doubleQuotes46>tempDirForLinux<doubleQuotes46>) : configFile.getProperty(<doubleQuotes46>tempDirForWindows<doubleQuotes46>);<newline46mondego><newline46mondego>    public static void main(String[] args) throws IOException {<newline46mondego>        System.out.println(DIR);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6606splitHere46","10270788splitHere46","eclipse.ini"
"6607splitHere46","10270788splitHere46","openFile<newline46mondego>-vmargs<newline46mondego>-Djava.net.preferIPv4Stack=true<newline46mondego>"
"6608splitHere46","10270936splitHere46","occurrence"
"6609splitHere46","10270936splitHere46","Integer.MAX_VALUE"
"6610splitHere46","10270936splitHere46","occurrence"
"6611splitHere46","10270936splitHere46","public Set findRarest()<newline46mondego>{<newline46mondego>    Set<String> rarest = new HashSet<String>();<newline46mondego><newline46mondego>    int occurrence = Integer.MAX_VALUE;  //high initial value for word length<newline46mondego>    for (Map.Entry<String,Integer> item : wcMap.entrySet())<newline46mondego>    {<newline46mondego>        if (item.getValue() == occurrence)<newline46mondego>        {<newline46mondego>            rarest.add(item.getKey());<newline46mondego>        }<newline46mondego>        else if ( item.getValue() < occurrence )<newline46mondego>        {<newline46mondego>            occurrence = item.getValue();<newline46mondego>            rarest.clear();<newline46mondego>            rarest.add(item.getKey());<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return rarest;<newline46mondego>}<newline46mondego>"
"6612splitHere46","10270979splitHere46","prop"
"6613splitHere46","10270979splitHere46","Shop"
"6614splitHere46","10270979splitHere46","for(Property prop: properties){<newline46mondego>  if(prop.getClass().equals(Shop.class))<newline46mondego>       ((Shop) prop).setShopDetails(detail);<newline46mondego>  else<newline46mondego>       ((Apartment) prop).setAppDetails(detail)<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6615splitHere46","10270979splitHere46","setDetails"
"6616splitHere46","10270979splitHere46","Property"
"6617splitHere46","10270979splitHere46","prop instanceof Shop"
"6618splitHere46","10270979splitHere46","prop.getClass().equals(Shop.class)"
"6619splitHere46","10270996splitHere46","synchronized (countsBuilder) {<newline46mondego>   // modify countsBuilder<newline46mondego>}<newline46mondego>"
"6620splitHere46","10271045splitHere46","WordExtractor"
"6621splitHere46","10271045splitHere46","stripFields(String)"
"6622splitHere46","10271045splitHere46","NPOIFSFileSystem fs = new NPOIFSFileSytem(file);<newline46mondego>WordExtractor extractor = new WordExtractor(fs.getRoot());<newline46mondego><newline46mondego>for(String rawText : extractor.getParagraphText()) {<newline46mondego>String text = extractor.stripFields(rawText);<newline46mondego>System.out.println(text);<newline46mondego>}<newline46mondego>"
"6623splitHere46","10271045splitHere46","TikaConfig tika = TikaConfig.getDefaultConfig();<newline46mondego>TikaInputStream stream = TikaInputStream.get(file);<newline46mondego>ContentHandler handler = new BodyContentHandler();<newline46mondego>Metadata metadata = new Metadata();<newline46mondego>tika.getParser().parse(input, handler, metadata, new ParseContext());<newline46mondego>String text = handler.toString();<newline46mondego>"
"6624splitHere46","10271177splitHere46",".equals()"
"6625splitHere46","10271177splitHere46","if (user.equals(names.get(i)))<newline46mondego>"
"6626splitHere46","10271177splitHere46","=="
"6627splitHere46","10271177splitHere46",".equals()"
"6628splitHere46","10271206splitHere46","private boolean myDaemon(String s1, String s2, int i1, int i2) {<newline46mondego><newline46mondego>return ( s1.equals(s2) || ( i1 == i2));<newline46mondego>}<newline46mondego>"
"6629splitHere46","10271206splitHere46","schedule"
"6630splitHere46","10271206splitHere46","if (myDaemon(s1,s2,i1,i2)) scheduleMytimer();<newline46mondego>"
"6631splitHere46","10271267splitHere46","public static void main(String [] args){<newline46mondego>   AirplaneSeats airplaneSeats = new AirplaneSeats();<newline46mondego>   airplaneSeats.setVisible(true);<newline46mondego>}<newline46mondego>"
"6632splitHere46","10271267splitHere46","JFrame frame = new JFrame(<doubleQuotes46>Island Airlines<doubleQuotes46>);"
"6633splitHere46","10271483splitHere46","/**<newline46mondego>   * Takes the file and returns it in a string<newline46mondego>   *<newline46mondego>   * @param location<newline46mondego>   * @return<newline46mondego>   * @throws IOException<newline46mondego>   */<newline46mondego>  public static String fileToString(String location) throws IOException {<newline46mondego>    FileReader fr = new FileReader(new File(location));<newline46mondego>    return readerToString(fr);<newline46mondego>  }<newline46mondego><newline46mondego>  /**<newline46mondego>   * Takes the given resource (based on the given class) and returns that as a string.<newline46mondego>   *<newline46mondego>   * @param location<newline46mondego>   * @param c<newline46mondego>   * @return<newline46mondego>   * @throws IOException<newline46mondego>   */<newline46mondego>  public static String resourceToString(String location, Class c) throws IOException {<newline46mondego>    InputStream is = c.getResourceAsStream(location);<newline46mondego>    InputStreamReader r = new InputStreamReader(is);<newline46mondego>    return readerToString(r);<newline46mondego>  }<newline46mondego><newline46mondego>  /**<newline46mondego>   * Returns all the lines in the scanner's stream as a String<newline46mondego>   *<newline46mondego>   * @param r<newline46mondego>   * @return<newline46mondego>   * @throws IOException<newline46mondego>   */<newline46mondego>  public static String readerToString(InputStreamReader r) throws IOException {<newline46mondego>    StringWriter sw = new StringWriter();<newline46mondego>    char[] buf = new char[1024];<newline46mondego>    int len;<newline46mondego>    while ((len = r.read(buf)) > 0) {<newline46mondego>      sw.write(buf, 0, len);<newline46mondego>    }<newline46mondego>    r.close();<newline46mondego>    sw.close();<newline46mondego>    return sw.toString();<newline46mondego>  }<newline46mondego>"
"6634splitHere46","10271488splitHere46","PendingIntent pendingIntent1 = PendingIntent.getActivity(getApplicationContext(), 0, intent1, PendingIntent.FLAG_ONE_SHOT);<newline46mondego>"
"6635splitHere46","10271554splitHere46","@Path(<doubleQuotes46>/test/errorTrap<doubleQuotes46>)<newline46mondego>public class ErrorTrapService{<newline46mondego> ....<newline46mondego>}<newline46mondego>"
"6636splitHere46","10271559splitHere46","3 5 3 4"
"6637splitHere46","10271559splitHere46","int x[][] = {{0,1,2,3,4},{0,1,2},{0,1,2,3}};<newline46mondego>    System.out.println(x.length);<newline46mondego>    System.out.println(x[0].length);<newline46mondego>    System.out.println(x[1].length);<newline46mondego>    System.out.println(x[2].length);<newline46mondego>"
"6638splitHere46","10271802splitHere46","MathContext round3SigFig = new MathContext(3,RoundingMode.HALF_UP);<newline46mondego>System.out.println((new BigDecimal(0.000923874932)).round(round3SigFig));<newline46mondego>"
"6639splitHere46","10271802splitHere46","0.000924<newline46mondego>"
"6640splitHere46","10271805splitHere46","CardLayout.show(Container parent, String name)"
"6641splitHere46","10271805splitHere46","JPanel"
"6642splitHere46","10271805splitHere46","ActionListener"
"6643splitHere46","10271805splitHere46","CardLayout.show( ... )"
"6644splitHere46","10271867splitHere46","key-value"
"6645splitHere46","10271867splitHere46","HashTable"
"6646splitHere46","10271867splitHere46","HashMap"
"6647splitHere46","10271930splitHere46","getRealPath()"
"6648splitHere46","10271930splitHere46","<h:link>"
"6649splitHere46","10271930splitHere46","<h:link>"
"6650splitHere46","10271930splitHere46","<ul><newline46mondego>    <ui:repeat value=<doubleQuotes46>#{pageBean.pages}<doubleQuotes46> var=<doubleQuotes46>page<doubleQuotes46>><newline46mondego>        <li class=<doubleQuotes46>#{view.viewId == page.viewId ? 'current_page_item' : ''}<doubleQuotes46>><newline46mondego>            <h:link value=<doubleQuotes46>#{page.name}<doubleQuotes46> outcome=<doubleQuotes46>#{page.viewId}<doubleQuotes46> /><newline46mondego>        </li><newline46mondego>    </ui:repeat><newline46mondego></ul><newline46mondego>"
"6651splitHere46","10271930splitHere46","/foo/index.xhtml"
"6652splitHere46","10271930splitHere46","#{view}"
"6653splitHere46","10271930splitHere46","UIViewRoot"
"6654splitHere46","10271942splitHere46","JTable"
"6655splitHere46","10271942splitHere46","JTable"
"6656splitHere46","10272198splitHere46","package demo;    <newline46mondego>import java.awt.event.*;<newline46mondego>import java.lang.reflect.*;<newline46mondego><newline46mondego>public class ListenerProxies {    <newline46mondego>  private static final Class<?>[] INTERFACES = { ActionListener.class };<newline46mondego><newline46mondego>  public static ActionListener actionListener(final Object target,<newline46mondego>                                                    String method) {<newline46mondego>    final Method proxied = method(target, method);<newline46mondego>    InvocationHandler handler = new InvocationHandler() {<newline46mondego>      @Override<newline46mondego>      public Object invoke(Object proxy, Method method, Object[] args)<newline46mondego>          throws Throwable {<newline46mondego>        ActionEvent event = (ActionEvent) args[0];<newline46mondego>        return proxied.invoke(target, event);<newline46mondego>      }<newline46mondego>    };<newline46mondego>    return (ActionListener) Proxy.newProxyInstance(target.getClass()<newline46mondego>        .getClassLoader(), INTERFACES, handler);<newline46mondego>  }<newline46mondego><newline46mondego>  private static Method method(Object target, String method) {<newline46mondego>    try {<newline46mondego>      return target.getClass().getMethod(method, ActionEvent.class);<newline46mondego>    } catch (NoSuchMethodException e) {<newline46mondego>      throw new IllegalStateException(e);<newline46mondego>    } catch (SecurityException e) {<newline46mondego>      throw new IllegalStateException(e);<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6657splitHere46","10272198splitHere46","package demo;<newline46mondego>import static demo.ListenerProxies.actionListener;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    Demo test = new Demo();<newline46mondego>    JButton hello = new JButton(<doubleQuotes46>Say Hello<doubleQuotes46>);<newline46mondego>    hello.addActionListener(actionListener(test, <doubleQuotes46>sayHello<doubleQuotes46>));<newline46mondego>    JFrame frame = new JFrame();<newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.getContentPane().add(hello);<newline46mondego>    frame.pack();<newline46mondego>    frame.setVisible(true);<newline46mondego>  }<newline46mondego><newline46mondego>  public void sayHello(ActionEvent event) {<newline46mondego>    System.out.println(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6658splitHere46","10272198splitHere46","sayHello(ActionEvent)"
"6659splitHere46","10272318splitHere46","char firstCharacter = password.charAt(0)<newline46mondego>"
"6660splitHere46","10272346splitHere46","<doubleQuotes46>Compile Successful<doubleQuotes46>"
"6661splitHere46","10272382splitHere46","k"
"6662splitHere46","10272382splitHere46","Node<T>"
"6663splitHere46","10272382splitHere46","Node<?>[]"
"6664splitHere46","10272382splitHere46","k"
"6665splitHere46","10272382splitHere46","k"
"6666splitHere46","10272382splitHere46","Nodes"
"6667splitHere46","10272382splitHere46","for"
"6668splitHere46","10272382splitHere46","// reverse the elements within the k nodes<newline46mondego>for i from 0 to k/2:<newline46mondego>    nodeI = segment[i]<newline46mondego>    nodeE = segment[segment.length-i-1]<newline46mondego>    tmp = nodeI.elem<newline46mondego>    nodeI.elem = nodeE.elem<newline46mondego>    nodeE.elem = tmp<newline46mondego>"
"6669splitHere46","10272382splitHere46","k"
"6670splitHere46","10272382splitHere46","Node"
"6671splitHere46","10272382splitHere46","Node"
"6672splitHere46","10272382splitHere46","Node"
"6673splitHere46","10272410splitHere46","RSAPublicKey"
"6674splitHere46","10272410splitHere46","KeyFactory factory rsa = KeyFactory.getInstance(<doubleQuotes46>RSA<doubleQuotes46>);<newline46mondego>BigInteger n = ... ; /* modulus */<newline46mondego>BigInteger e = ... ; /* public exponent */<newline46mondego>RSAPublicKeySpec spec = new RSAPublicKeySpec(n, e);<newline46mondego>RSAPublicKey pub = (RSAPublicKey) factory.generatePublic(spec);<newline46mondego>Cipher enc = Cipher.getInstance(<doubleQuotes46>RSA<doubleQuotes46>);<newline46mondego>enc.init(Cipher.WRAP_MODE, pub);<newline46mondego>byte[] encryptedContentKey = enc.wrap(secret);<newline46mondego>"
"6675splitHere46","10272410splitHere46","BigInteger"
"6676splitHere46","10272410splitHere46","PublicKey"
"6677splitHere46","10272410splitHere46","init()"
"6678splitHere46","10272410splitHere46","Cipher"
"6679splitHere46","10272410splitHere46","PrivateKey"
"6680splitHere46","10272410splitHere46","init()"
"6681splitHere46","10272410splitHere46","Cipher"
"6682splitHere46","10272410splitHere46","Cipher"
"6683splitHere46","10272410splitHere46","Signature"
"6684splitHere46","10272458splitHere46","image/your_image_format"
"6685splitHere46","10272458splitHere46","Bitmap"
"6686splitHere46","10272458splitHere46","ImageVIew"
"6687splitHere46","10272494splitHere46","static"
"6688splitHere46","10272494splitHere46","static"
"6689splitHere46","10272494splitHere46","if (AssignSeat.getArrangement()[1].equals(<doubleQuotes46>null<doubleQuotes46>))<newline46mondego>"
"6690splitHere46","10272494splitHere46","AssignSeat assign = new AssignSeat();<newline46mondego>if (assign.getArrangement()[1] == null)<newline46mondego>"
"6691splitHere46","10272494splitHere46","<doubleQuotes46>null<doubleQuotes46>"
"6692splitHere46","10272494splitHere46","null"
"6693splitHere46","10272494splitHere46","private static String[] arrangement = new String[12];<newline46mondego>static {<newline46mondego>    arrangement[0] = <doubleQuotes46>Collins<doubleQuotes46>;<newline46mondego>    arrangement[2] = <doubleQuotes46>Faivre<doubleQuotes46>;<newline46mondego>    arrangement[3] = <doubleQuotes46>Kinnard<doubleQuotes46>;<newline46mondego>    arrangement[6] = <doubleQuotes46>Morgans<doubleQuotes46>;<newline46mondego>    arrangement[7] = <doubleQuotes46>Rohan<doubleQuotes46>;<newline46mondego>    arrangement[8] = <doubleQuotes46>Shatrov<doubleQuotes46>;<newline46mondego>    arrangement[9] = <doubleQuotes46>Sword<doubleQuotes46>;<newline46mondego>    arrangement[11] = <doubleQuotes46>Tuckness<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"6694splitHere46","10272494splitHere46","if (AssignSeat.getArrangement()[1] == null)<newline46mondego>"
"6695splitHere46","10272494splitHere46","static"
"6696splitHere46","10272582splitHere46","public class FileRequestEntity implements RequestEntity {<newline46mondego><newline46mondego>    private File file = null;<newline46mondego><newline46mondego>    public FileRequestEntity(File file) {<newline46mondego>        super();<newline46mondego>        this.file = file;<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean isRepeatable() {<newline46mondego>        return true;<newline46mondego>    }<newline46mondego><newline46mondego>    public String getContentType() {<newline46mondego>        return <doubleQuotes46>text/plain; charset=UTF-8<doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>    public void writeRequest(OutputStream out) throws IOException {<newline46mondego>        InputStream in = new FileInputStream(this.file);<newline46mondego>        try {<newline46mondego>            int l;<newline46mondego>            byte[] buffer = new byte[1024];<newline46mondego>            while ((l = in.read(buffer)) != -1) {<newline46mondego>                out.write(buffer, 0, l);<newline46mondego>            }<newline46mondego>        } finally {<newline46mondego>            in.close();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public long getContentLength() {<newline46mondego>        return file.length();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>File myfile = new File(<doubleQuotes46>myfile.txt<doubleQuotes46>);<newline46mondego>PostMethod httppost = new PostMethod(<doubleQuotes46>/stuff<doubleQuotes46>);<newline46mondego>httppost.setRequestEntity(new FileRequestEntity(myfile));<newline46mondego>"
"6697splitHere46","10272582splitHere46","home"
"6698splitHere46","10272582splitHere46","favorite flavor"
"6699splitHere46","10272582splitHere46","POST /path/script.cgi HTTP/1.0<newline46mondego>From: frog@jmarshall.com<newline46mondego>User-Agent: HTTPTool/1.0<newline46mondego>Content-Type: application/x-www-form-urlencoded<newline46mondego>Content-Length: 32<newline46mondego><newline46mondego>home=Cosby&favorite+flavor=flies<newline46mondego>"
"6700splitHere46","10272617splitHere46","is"
"6701splitHere46","10272617splitHere46","null"
"6702splitHere46","10272617splitHere46","getResourceAsStream"
"6703splitHere46","10272617splitHere46","<doubleQuotes46>/public.key<doubleQuotes46>"
"6704splitHere46","10272648splitHere46","Menu -> Window -> Show View -> Other -> General -> Internal Web Browser <newline46mondego>"
"6705splitHere46","10272942splitHere46","String val;<newline46mondego>while (sc.hasNext()) {<newline46mondego>  val=sc.next();<newline46mondego>  System.out.println(<doubleQuotes46>b[<doubleQuotes46> + val + <doubleQuotes46>]l[<doubleQuotes46> +  len + <doubleQuotes46>]<doubleQuotes46> ); <newline46mondego>  value[len] = val;<newline46mondego>  len++;<newline46mondego>}<newline46mondego>"
"6706splitHere46","10272963splitHere46","String.format(<doubleQuotes46>%02X<doubleQuotes46>, (int)data[i]);"
"6707splitHere46","10273013splitHere46","<c:out value=<doubleQuotes46>${var.authFirstName}<doubleQuotes46> /><newline46mondego>"
"6708splitHere46","10273013splitHere46","private String authFirstName;<newline46mondego>"
"6709splitHere46","10273163splitHere46","Properties"
"6710splitHere46","10273163splitHere46","Hashtable"
"6711splitHere46","10273163splitHere46","clear"
"6712splitHere46","10273311splitHere46","class Node<T><newline46mondego>{<newline46mondego>    ...<newline46mondego>    private T value;<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6713splitHere46","10273311splitHere46","Node"
"6714splitHere46","10273311splitHere46","...<newline46mondego>public node (T value)<newline46mondego>{<newline46mondego>    this.value = value;<newline46mondego>}<newline46mondego>...<newline46mondego>"
"6715splitHere46","10273311splitHere46","public Node<T>[] getSiblings ( )<newline46mondego>{<newline46mondego>    if (parent == null)<newline46mondego>        return null;<newline46mondego><newline46mondego>    List<Node<T>> siblings = new ArrayList<Node<T>>( );<newline46mondego>    Collections.copy(siblings, parent.children);<newline46mondego>    siblings.remove(this);<newline46mondego><newline46mondego>    return siblings.toArray(new Node<T>[]{});<newline46mondego>}<newline46mondego>"
"6716splitHere46","10273311splitHere46","Node"
"6717splitHere46","10273311splitHere46","public Node<T> (Node<T> parent, T value)<newline46mondego>{<newline46mondego>    this.parent = parent;<newline46mondego>    this.value = value;<newline46mondego><newline46mondego>    // Don't forget: if you have a parent, you are their child.<newline46mondego>    parent.addChild(this);<newline46mondego>}<newline46mondego>"
"6718splitHere46","10273311splitHere46","Person rootPerson = new Person(<doubleQuotes46>root<doubleQuotes46>, 80, <doubleQuotes46>alive<doubleQuotes46>);<newline46mondego>Node<Person> rootNode = new Node<Person>(rootPerson); // This uses my constructor<newline46mondego><newline46mondego>Person son = new Person(<doubleQuotes46>son<doubleQuotes46>, 50, <doubleQuotes46>alive<doubleQuotes46>);<newline46mondego>Node<Person> sonNode = new Node<Person>(rootPerson, son); // This uses spinning_plate's constructor<newline46mondego>"
"6719splitHere46","10273507splitHere46","Handler handler = new Handler();<newline46mondego>handler.postDelayed(new Runnable() { /* comparison work */ }, EXEC_INTERVAL);<newline46mondego>"
"6720splitHere46","10273587splitHere46","onPause()"
"6721splitHere46","10273587splitHere46","MediaPlayer"
"6722splitHere46","10273587splitHere46","@Override<newline46mondego>public void onPause(){<newline46mondego>    super.onPause();<newline46mondego><newline46mondego>    song.release();<newline46mondego>    song1.release();<newline46mondego>    //and so on<newline46mondego><newline46mondego>}<newline46mondego>"
"6723splitHere46","10273596splitHere46","filename"
"6724splitHere46","10273596splitHere46","getfileFromSDCard()"
"6725splitHere46","10273596splitHere46","file.txt"
"6726splitHere46","10273596splitHere46","File file = new File(root,<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego>"
"6727splitHere46","10273596splitHere46","File file = new File(root,filename);<newline46mondego>"
"6728splitHere46","10273617splitHere46","class MySpecialPanel extends JPanel {<newline46mondego><newline46mondego>    public MySpecialPanel() {<newline46mondego><newline46mondego>        JButton button = new JButton( new AbstractAction(<doubleQuotes46>Show<doubleQuotes46>) {<newline46mondego>            public void actionPerformed(ActionEvent event) {<newline46mondego>                JDialog dialog = new JDialog( (Window)getTopLevelAncestor(), <doubleQuotes46>Some Title<doubleQuotes46>, Dialog.ModalityType.DOCUMENT_MODAL );<newline46mondego>                dialog.add( new DialogPanel() );<newline46mondego>                dialog.show();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6729splitHere46","10273722splitHere46","taskset(1)"
"6730splitHere46","10273722splitHere46","taskset -p `pidof java` --cpu-list 0,5,7,9-11<newline46mondego>"
"6731splitHere46","10273762splitHere46","UnicastRemoteObject.exportObject()"
"6732splitHere46","10273762splitHere46","UnicastRemoteObject"
"6733splitHere46","10273822splitHere46","for (int i=0; i<data.getBytes().length ;i++)<newline46mondego>{<newline46mondego>    out.write(data.getBytes()[i]);<newline46mondego>}<newline46mondego>"
"6734splitHere46","10273822splitHere46","out.write(data.getBytes());<newline46mondego>"
"6735splitHere46","10273822splitHere46","for (i=0;i<stringLength;i++)<newline46mondego>{<newline46mondego>    recv(sock, (char*)&dataRecv, sizeof(dataRecv), 0) ;<newline46mondego>    *data = dataRecv;<newline46mondego>    memoireAllouee[i]=dataRecv;<newline46mondego>}<newline46mondego>"
"6736splitHere46","10273822splitHere46","int offset= 0;<newline46mondego>while (offset < stringLength)<newline46mondego>{<newline46mondego>    int count = recv(sock, &memoireAllouee[offset], stringLength-offset 0) ;<newline46mondego>    if (count == 0)<newline46mondego>        // premature EOS .. do something<newline46mondego>        break;<newline46mondego>    if (count == -1)<newline46mondego>        // Error ... do something<newline46mondego>        break;<newline46mondego>    offset += count;<newline46mondego>}<newline46mondego>"
"6737splitHere46","10273835splitHere46","of"
"6738splitHere46","10273835splitHere46","ArrayList"
"6739splitHere46","10273835splitHere46","writeObject()"
"6740splitHere46","10273963splitHere46","while ((sCurrentLine = br.readLine()) != null) {<newline46mondego>    List<String> s = Arrays.asList(sCurrentLine.split(<doubleQuotes46>\\s+<doubleQuotes46>));<newline46mondego>    Collections.shuffle(s);<newline46mondego>    for (String split : s) {<newline46mondego>        if (split.matches(<doubleQuotes46>\\d*<doubleQuotes46>)) {<newline46mondego>            System.out.println(split);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6741splitHere46","10273963splitHere46","ArrayList<List<String>>"
"6742splitHere46","10273963splitHere46","ArrayList<List<String>> allLines = new ArrayList<List<String>>();<newline46mondego>while ((sCurrentLine = br.readLine()) != null) {<newline46mondego>    allLines.add(Arrays.asList(sCurrentLine.split(<doubleQuotes46>\\s+<doubleQuotes46>)));<newline46mondego>    Collections.shuffle(allLines);<newline46mondego>    for (List<String> s : allLines) {<newline46mondego>        Collections.shuffle(s);<newline46mondego>        for (String split : s) {<newline46mondego>            if(split.matches(<doubleQuotes46>\\d*<doubleQuotes46>))<newline46mondego>            System.out.println(split);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6743splitHere46","10274075splitHere46","JSONObject json_response = Json.getJson(<doubleQuotes46>http://api.mygasfeed.com/stations/radius/<doubleQuotes46> + location.getLatitude() + <doubleQuotes46>/<doubleQuotes46> + location.getLongitude() + <doubleQuotes46>/5/reg/price/g7slhsg67l.json<doubleQuotes46>, <doubleQuotes46>get<doubleQuotes46>);<newline46mondego>"
"6744splitHere46","10274075splitHere46","onCreate"
"6745splitHere46","10274075splitHere46","GasStationData"
"6746splitHere46","10274075splitHere46","GasStationData[]"
"6747splitHere46","10274075splitHere46","TextView tv = new TextView(this);<newline46mondego>    tv.setMovementMethod(new ScrollingMovementMethod());<newline46mondego>"
"6748splitHere46","10274075splitHere46","ScrollView"
"6749splitHere46","10274075splitHere46","ListViews"
