"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"9364splitHere46","10097184splitHere46","a"
"9365splitHere46","10097249splitHere46","{@link}"
"9366splitHere46","10097249splitHere46","@see"
"9367splitHere46","10097249splitHere46","{@link}"
"9368splitHere46","10097249splitHere46","@see"
"9369splitHere46","10097257splitHere46","class Car{<newline46mondego>  int wheels;<newline46mondego>  String plate;<newline46mondego>}<newline46mondego>"
"9370splitHere46","10097257splitHere46","Gson gson = new Gson;<newline46mondego>List<Car> cars = gson.fromJson(input, new TypeToken<List<Car>>(){}.getType());<newline46mondego>"
"9371splitHere46","10097530splitHere46","C:\Program Files\Java\jdk1.6.0_23"
"9372splitHere46","10097531splitHere46","public void add(int a, int b);<newline46mondego>"
"9373splitHere46","10097531splitHere46","public void add(int a, int b) {<newline46mondego>    return a+b;<newline46mondego>}<newline46mondego>"
"9374splitHere46","10097531splitHere46","final"
"9375splitHere46","10097538splitHere46","paintComponent()"
"9376splitHere46","10097538splitHere46","paint()"
"9377splitHere46","10097538splitHere46","ScrollPanePaint"
"9378splitHere46","10097538splitHere46","paint()"
"9379splitHere46","10097538splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>/**<newline46mondego> * @see http://stackoverflow.com/a/10097538/230513<newline46mondego> * @see http://stackoverflow.com/a/2846497/230513<newline46mondego> * @see http://stackoverflow.com/a/3518047/230513<newline46mondego> */<newline46mondego>public class ScrollPanePaint extends JFrame {<newline46mondego><newline46mondego>    private static final int TILE = 64;<newline46mondego><newline46mondego>    public ScrollPanePaint() {<newline46mondego>        JViewport viewport = new MyViewport();<newline46mondego>        viewport.setView(new MyPanel());<newline46mondego>        JScrollPane scrollPane = new JScrollPane();<newline46mondego>        scrollPane.setViewport(viewport);<newline46mondego>        this.add(scrollPane);<newline46mondego>        this.setDefaultCloseOperation(DISPOSE_ON_CLOSE);<newline46mondego>        this.pack();<newline46mondego>        this.setLocationRelativeTo(null);<newline46mondego>        this.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private static class MyViewport extends JViewport {<newline46mondego><newline46mondego>        public MyViewport() {<newline46mondego>            this.setOpaque(false);<newline46mondego>            this.setPreferredSize(new Dimension(6 * TILE, 6 * TILE));<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void paint(Graphics g) {<newline46mondego>            super.paint(g);<newline46mondego>            g.setColor(Color.blue);<newline46mondego>            g.fillRect(TILE, TILE, 3 * TILE, 3 * TILE);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static class MyPanel extends JPanel {<newline46mondego><newline46mondego>        public MyPanel() {<newline46mondego>            this.setOpaque(false);<newline46mondego>            this.setPreferredSize(new Dimension(9 * TILE, 9 * TILE));<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego>            super.paintComponent(g);<newline46mondego>            g.setColor(Color.lightGray);<newline46mondego>            int w = this.getWidth() / TILE + 1;<newline46mondego>            int h = this.getHeight() / TILE + 1;<newline46mondego>            for (int row = 0; row < h; row++) {<newline46mondego>                for (int col = 0; col < w; col++) {<newline46mondego>                    if ((row + col) % 2 == 0) {<newline46mondego>                        g.fillRect(col * TILE, row * TILE, TILE, TILE);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new ScrollPanePaint();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9380splitHere46","10097550splitHere46","<configuration><newline46mondego>    <executable>sh</executable><newline46mondego>    <arguments><newline46mondego>        <argument>-c</argument><newline46mondego>        <argument>optipng src/main/webapp/images/*.png</argument><newline46mondego>    </arguments><newline46mondego></configuration><newline46mondego>"
"9381splitHere46","10097556splitHere46","exec()"
"9382splitHere46","10097556splitHere46","Runtime"
"9383splitHere46","10097556splitHere46","Process p = Runtime.getRuntime().exec(<doubleQuotes46>python yourapp.py<doubleQuotes46>);<newline46mondego>"
"9384splitHere46","10097626splitHere46","public class GPSData {<newline46mondego>    private static double latitude;<newline46mondego>    /**<newline46mondego>     * @return the latitude<newline46mondego>     */<newline46mondego>    public static double getLatitude() {<newline46mondego>        return latitude;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * @param latitude the latitude to set<newline46mondego>     */<newline46mondego>    public static void setLatitude(double l) {<newline46mondego>        latitude = l;<newline46mondego>    }<newline46mondego><newline46mondego>    private static double longitude;<newline46mondego>    /**<newline46mondego>     * @return the longitude<newline46mondego>     */<newline46mondego>    public static double getLongitude() {<newline46mondego>        return longitude;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * @param d the longitude to set<newline46mondego>     */<newline46mondego>    public static void setLongitude(double d) {<newline46mondego>        longitude = d;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>public static class MyLocationListener implements LocationListener {<newline46mondego>    public void onLocationChanged(Location location) {<newline46mondego>        setAccuracy(location.getAccuracy());<newline46mondego>        setLongitude(location.getLongitude());<newline46mondego>        setLatitude(location.getLatitude());<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onProviderDisabled(String provider) {<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onProviderEnabled(String provider) {<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onStatusChanged(String provider, int status, Bundle extras) {<newline46mondego><newline46mondego>    }<newline46mondego>}   <newline46mondego>"
"9385splitHere46","10097788splitHere46","doFilter()"
"9386splitHere46","10097788splitHere46","HttpServletResponse resp = (HttpServletResponse) response;<newline46mondego>if ( // .. your test ) {<newline46mondego>  resp.setHeader(<doubleQuotes46>Pragma<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego>chain.doFilter(request, response);<newline46mondego>"
"9387splitHere46","10097827splitHere46","int[][] index"
"9388splitHere46","10097827splitHere46","x"
"9389splitHere46","10097827splitHere46","y"
"9390splitHere46","10097827splitHere46","index"
"9391splitHere46","10097827splitHere46","if(IsMouseInsideTile(x, y) && selected && tiles[index[x][y]].breakable)<newline46mondego>    if(tiles[index[tileX][tileY]].Type == BlockType.Grass)<newline46mondego>        tiles[index[tileX][tileY]].texture = dirt;<newline46mondego>"
"9392splitHere46","10097827splitHere46","update"
"9393splitHere46","10097990splitHere46","y = 1/(1+exp(-x))<newline46mondego>"
"9394splitHere46","10097990splitHere46","x = ln(y/(1-y))<newline46mondego>"
"9395splitHere46","10098315splitHere46","Item"
"9396splitHere46","10098315splitHere46","User"
"9397splitHere46","10098315splitHere46","User"
"9398splitHere46","10098315splitHere46","Item"
"9399splitHere46","10098315splitHere46","User"
"9400splitHere46","10098315splitHere46","Item"
"9401splitHere46","10098315splitHere46","persist(user)"
"9402splitHere46","10098315splitHere46","persist(item)"
"9403splitHere46","10098315splitHere46","item"
"9404splitHere46","10098315splitHere46","user"
"9405splitHere46","10098325splitHere46","LinearLayout parent = new LinearLayout(getContext());<newline46mondego>LayoutParams parentLayoutParams = new LinearLayout.LayoutParams(<newline46mondego>        LayoutParams.WRAP_CONTENT, LayoutParams.WRAP_CONTENT);<newline46mondego>parent.setLayoutParams(parentLayoutParams);<newline46mondego>"
"9406splitHere46","10098325splitHere46","outerlayout.addView(parent);<newline46mondego>"
"9407splitHere46","10098452splitHere46","list"
"9408splitHere46","10098452splitHere46","private List<Integer> list = new ArrayList<Integer>();<newline46mondego>"
"9409splitHere46","10098452splitHere46","Iterator"
"9410splitHere46","10098452splitHere46","import java.util.Iterator;"
"9411splitHere46","10098490splitHere46","String insertDataSqlMicrosoft = <doubleQuotes46>INSERT INTO StockInfo (StockID, UserID, Type, StockName, Owned, Price, Total) VALUES('<doubleQuotes46> + StockID1 + <doubleQuotes46>','<doubleQuotes46> + passUsername + <doubleQuotes46>,'Technology','Microsoft (MSFT)',0,32.75,0<doubleQuotes46>;<newline46mondego>"
"9412splitHere46","10098529splitHere46","start()"
"9413splitHere46","10098577splitHere46","private Vector<byte[][]> levelList;<newline46mondego>"
"9414splitHere46","10098577splitHere46","Level"
"9415splitHere46","10098577splitHere46","byte[][]"
"9416splitHere46","10098650splitHere46",">>> def fact(n):<newline46mondego>...     def _fact(n, acc):<newline46mondego>...             if n == 1:<newline46mondego>...                     return acc<newline46mondego>...             return _fact(n - 1, n * acc)<newline46mondego>...     if n < 0:<newline46mondego>...             return 0 # Or raise an exception<newline46mondego>...     if n < 2:<newline46mondego>...             return 1<newline46mondego>...     return _fact(n, 1)<newline46mondego>... <newline46mondego>>>> fact(25)<newline46mondego>15511210043330985984000000L<newline46mondego>>>> import timeit<newline46mondego>>>> t = timeit.Timer(<doubleQuotes46>fact(25)<doubleQuotes46>, <doubleQuotes46>from __main__ import fact<doubleQuotes46>)<newline46mondego>>>> print t.timeit()<newline46mondego>6.2074379921<newline46mondego>"
"9417splitHere46","10098650splitHere46","fact(25)"
"9418splitHere46","10098807splitHere46","public string StripCommas(string str, int allowableCommas) {<newline46mondego>    int comma;<newline46mondego>    int found = 0;<newline46mondego>    comma = str.indexOf(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>    while (comma >= 0) {<newline46mondego>        found++;<newline46mondego>        if (found == allowableCommas) {<newline46mondego>            return str.substring(0, comma) + str.substring(comma + 1).replaceAll(<doubleQuotes46>,<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);            <newline46mondego>        }<newline46mondego>        comma = str.indexOf(<doubleQuotes46>,<doubleQuotes46>, comma + 1);<newline46mondego>    }<newline46mondego>    return str;<newline46mondego>}<newline46mondego>"
"9419splitHere46","10098886splitHere46","doInBackground"
"9420splitHere46","10098886splitHere46","FileReader"
"9421splitHere46","10098886splitHere46","display.setText(fg);"
"9422splitHere46","10098886splitHere46","doInBackground"
"9423splitHere46","10098886splitHere46","Acticity's"
"9424splitHere46","10098951splitHere46","!(choice == 0 || choice == 1 || choice == 2 || choice == 3 || choice == 4)<newline46mondego>"
"9425splitHere46","10098951splitHere46","!(choice == 0 || choice == 1 || choice == 2 || choice == 3 || choice == 4)<newline46mondego>"
"9426splitHere46","10098951splitHere46","(choice != 0 && choice != 1 && choice !=2 && choice !=3 && choice != 4)<newline46mondego>"
"9427splitHere46","10098951splitHere46","(choice < 0 || choice > 4)<newline46mondego>"
"9428splitHere46","10099118splitHere46","user.home"
"9429splitHere46","10099118splitHere46","System.getProperty(<doubleQuotes46>user.home<doubleQuotes46>)<newline46mondego>"
"9430splitHere46","10099118splitHere46","File appDataFolder = new File(System.getProperty(<doubleQuotes46>user.home<doubleQuotes46>), <doubleQuotes46>Local Settings\\Application Data\\YourProgramName<doubleQuotes46>);<newline46mondego>"
"9431splitHere46","10099172splitHere46","InputStream"
"9432splitHere46","10099172splitHere46","Socket"
"9433splitHere46","10099172splitHere46","in.nextLine();"
"9434splitHere46","10099172splitHere46","clientinput.skip(clientinput.available());"
"9435splitHere46","10099172splitHere46","Scanner"
"9436splitHere46","10099228splitHere46","package com.test;<newline46mondego><newline46mondego>import java.io.IOException;<newline46mondego>import java.net.Socket;<newline46mondego><newline46mondego>public class PortScan {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        if (args.length > 0 ){<newline46mondego>            System.out.println(<doubleQuotes46>Port active: <doubleQuotes46> + available(args[0], args[1]));<newline46mondego>        }<newline46mondego>        else System.out.println(<doubleQuotes46>Usage: PortScan <ip> <port><doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public static boolean available(String ip, String port) {<newline46mondego>        boolean status = false;<newline46mondego>        Socket ss = null;<newline46mondego>        try {<newline46mondego>            ss = new Socket(ip, Integer.parseInt(port));<newline46mondego>            status = true; //there is a listening port <newline46mondego>        } catch (IOException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        } finally {<newline46mondego>            if (ss != null) {<newline46mondego>                try {<newline46mondego>                    ss.close();<newline46mondego>                } catch (IOException e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        return status;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9437splitHere46","10099228splitHere46","TCP    192.168.72.1:139       0.0.0.0:0              LISTENING       4<newline46mondego>  TCP    192.168.184.1:139      0.0.0.0:0              LISTENING       4<newline46mondego>  UDP    0.0.0.0:445            *:*                                    4<newline46mondego>"
"9438splitHere46","10099228splitHere46","PortScan 127.0.0.1 445"
"9439splitHere46","10099228splitHere46","PortScan 192.168.184.1 139"
"9440splitHere46","10099228splitHere46","java.net.ConnectException: Connection refused: connect<newline46mondego>    at java.net.PlainSocketImpl.socketConnect(Native Method)<newline46mondego>    at java.net.PlainSocketImpl.doConnect(Unknown Source)<newline46mondego>    at java.net.PlainSocketImpl.connectToAddress(Unknown Source)<newline46mondego>    at java.net.PlainSocketImpl.connect(Unknown Source)<newline46mondego>    at java.net.SocksSocketImpl.connect(Unknown Source)<newline46mondego>    at java.net.Socket.connect(Unknown Source)<newline46mondego>    at java.net.Socket.connect(Unknown Source)<newline46mondego>    at java.net.Socket.<init>(Unknown Source)<newline46mondego>    at java.net.Socket.<init>(Unknown Source)<newline46mondego>    at com.test.PortScan.available(PortScan.java:18)<newline46mondego>    at com.test.PortScan.main(PortScan.java:9)<newline46mondego>Port active: false<newline46mondego>"
"9441splitHere46","10099228splitHere46","ServerSocket serverSocket = null;<newline46mondego>        Socket socket = null;<newline46mondego>        try {<newline46mondego>            serverSocket = new ServerSocket(Integer.parseInt(port));<newline46mondego>            serverSocket.setReceiveBufferSize(2048);<newline46mondego>            serverSocket.setSoTimeout(0);<newline46mondego>            serverSocket.setReuseAddress(true);<newline46mondego>            socket = serverSocket.accept();<newline46mondego>        } catch (NumberFormatException e1) {<newline46mondego>            e1.printStackTrace();<newline46mondego>        } catch (IOException e1) {<newline46mondego>            e1.printStackTrace();<newline46mondego>        }<newline46mondego><newline46mondego>        //do something here in a loop<newline46mondego><newline46mondego>        try {<newline46mondego>            socket.close();<newline46mondego>        } catch (IOException e1) {<newline46mondego>            // TODO Auto-generated catch block<newline46mondego>            e1.printStackTrace();<newline46mondego>        }<newline46mondego>"
"9442splitHere46","10099228splitHere46","BindException"
"9443splitHere46","10099228splitHere46","netstat -ano | find <doubleQuotes46>62974<doubleQuotes46><newline46mondego>"
"9444splitHere46","10099264splitHere46","smb://server/folder/file.txt<newline46mondego>"
"9445splitHere46","10099264splitHere46","smb://username.password@workgroup/computer/printer<newline46mondego>"
"9446splitHere46","10099264splitHere46","FileOutputStream"
"9447splitHere46","10099378splitHere46","count of the parent node (that you popped in step 1) + 1"
"9448splitHere46","10099378splitHere46","S E E B<newline46mondego>E B E E<newline46mondego>B B B E<newline46mondego>G E E E<newline46mondego>"
"9449splitHere46","10099378splitHere46","[{(0, 0), 0}]<newline46mondego>"
"9450splitHere46","10099378splitHere46","()"
"9451splitHere46","10099378splitHere46","{}"
"9452splitHere46","10099378splitHere46","{(0, 1), 1}"
"9453splitHere46","10099378splitHere46","{(1, 0), 1}"
"9454splitHere46","10099378splitHere46","[{(0, 1), 1},  {(1, 0), 1}]<newline46mondego>"
"9455splitHere46","10099488splitHere46","javax.servlet.http.HttpSessionListener"
"9456splitHere46","10099488splitHere46","web.xml"
"9457splitHere46","10099488splitHere46","sessionDestroyed"
"9458splitHere46","10099512splitHere46","ClassA"
"9459splitHere46","10099512splitHere46","ClassB"
"9460splitHere46","10099512splitHere46","DialogFragment"
"9461splitHere46","10099556splitHere46","import java.net.URL;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import com.gargoylesoftware.htmlunit.WebClient;<newline46mondego>import com.gargoylesoftware.htmlunit.html.HtmlImage;<newline46mondego>import com.gargoylesoftware.htmlunit.html.HtmlPage;<newline46mondego><newline46mondego>public class urlscrap {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception <newline46mondego>    {<newline46mondego><newline46mondego>        //WebClient webClient = new WebClient(Opera);<newline46mondego>        WebClient webClient = new WebClient();<newline46mondego>        HtmlPage currentPage = (HtmlPage) webClient.getPage(new URL(<doubleQuotes46>http://www.google.com<doubleQuotes46>));<newline46mondego>      //get list of all divs<newline46mondego>        final List<?> images = currentPage.getByXPath(<doubleQuotes46>//img<doubleQuotes46>);<newline46mondego>        for (Object imageObject : images) {<newline46mondego>            HtmlImage image = (HtmlImage) imageObject;<newline46mondego>            System.out.println(image.getSrcAttribute());<newline46mondego>        }<newline46mondego>        //webClient.closeAllWindows();      <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9462splitHere46","10099650splitHere46","mvn package"
"9463splitHere46","10099748splitHere46","Class<?> intClazz = int.class;<newline46mondego>Class<?> integerClazz = Integer.class;<newline46mondego>System.out.println(intClazz);<newline46mondego>System.out.println(integerClazz);<newline46mondego>System.out.println(integerClazz.isAssignableFrom(intClazz));<newline46mondego>"
"9464splitHere46","10099748splitHere46","int<newline46mondego>class java.lang.Integer<newline46mondego>false<newline46mondego>"
"9465splitHere46","10099767splitHere46","TreeSet"
"9466splitHere46","10099767splitHere46","TreeMap"
"9467splitHere46","10099767splitHere46","compareTo()"
"9468splitHere46","10099767splitHere46","Object"
"9469splitHere46","10099767splitHere46",".equals()"
"9470splitHere46","10099767splitHere46",".hashCode()"
"9471splitHere46","10099767splitHere46","[song1, song2, song3, song3]<newline46mondego>"
"9472splitHere46","10099767splitHere46","Object"
"9473splitHere46","10099779splitHere46","AlertDialog.Builder builder = new AlertDialog.Builder(activity, AlertDialog.THEME_HOLO_LIGHT);<newline46mondego>"
"9474splitHere46","10099809splitHere46","KeyPadPanel"
"9475splitHere46","10099809splitHere46","Action"
"9476splitHere46","10099812splitHere46","obj.toString().getBytes(theCharset);<newline46mondego>"
"9477splitHere46","10099876splitHere46","Lead"
"9478splitHere46","10099876splitHere46","ActiveLead"
"9479splitHere46","10099887splitHere46","public static String get(String from) {<newline46mondego>        try {<newline46mondego>            HttpClient client = new DefaultHttpClient();  <newline46mondego>            HttpGet get = new HttpGet(from);<newline46mondego>            HttpResponse responseGet = client.execute(get);  <newline46mondego>            HttpEntity resEntityGet = responseGet.getEntity();  <newline46mondego>            if (resEntityGet != null) return EntityUtils.toString(resEntityGet);<newline46mondego>        } catch (Exception e) {<newline46mondego>            Log.e(<doubleQuotes46><doubleQuotes46>, e.toString());<newline46mondego>        }<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>"
"9480splitHere46","10100007splitHere46","final FormFile formFile = uploadForm.getFile();<newline46mondego>final String outPath = <doubleQuotes46>/somerootpath/<doubleQuotes46> + formFile.getFileName();<newline46mondego>final OutputStream outStream = new FileOutputStream(outPath);<newline46mondego>IOUtils.copy(formFile.getInputStream(), outStream);<newline46mondego>IOUtils.closeQuietly(outStream);<newline46mondego>"
"9481splitHere46","10100391splitHere46","BasicDBObject match = new BasicDBObject(<doubleQuotes46>_id<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>); // to match your document<newline46mondego>BasicDBObject update = new BasicDBObject(<doubleQuotes46>itemList<doubleQuotes46>, new BasicDBObject(<doubleQuotes46>itemID<doubleQuotes46>, <doubleQuotes46>1<doubleQuotes46>)))<newline46mondego>coll.update(match, new BasicDBObject(<doubleQuotes46>$pull<doubleQuotes46>, update);<newline46mondego>"
"9482splitHere46","10100392splitHere46","InternalResourceViewResolver"
"9483splitHere46","10100392splitHere46","AbstractController"
"9484splitHere46","10100392splitHere46","AbstractFromController"
"9485splitHere46","10100424splitHere46","O(|E| + |V| log |V|)"
"9486splitHere46","10100481splitHere46","sounds"
"9487splitHere46","10100481splitHere46","PirateParrot"
"9488splitHere46","10100481splitHere46","sounds"
"9489splitHere46","10100481splitHere46","protected"
"9490splitHere46","10100481splitHere46","Parrot"
"9491splitHere46","10100481splitHere46","PirateParrot"
"9492splitHere46","10100481splitHere46","sounds"
"9493splitHere46","10100481splitHere46","PirateParrot"
"9494splitHere46","10100481splitHere46","getSounds()"
"9495splitHere46","10100481splitHere46","getSounds()"
"9496splitHere46","10100481splitHere46","speak()"
"9497splitHere46","10100481splitHere46","sounds"
"9498splitHere46","10100481splitHere46","PirateParrot"
"9499splitHere46","10100481splitHere46","getSounds()"
"9500splitHere46","10100481splitHere46","sounds"
"9501splitHere46","10100562splitHere46","if (c != null)<newline46mondego>          {<newline46mondego>            toSheet.addCell(c);<newline46mondego><newline46mondego>            // Cell.setCellFeatures short circuits when the cell is copied,<newline46mondego>            // so make sure the copy logic handles the validated cells        <newline46mondego>            if (c.getCellFeatures() != null &<newline46mondego>                c.getCellFeatures().hasDataValidation())<newline46mondego>            {<newline46mondego>              validatedCells.add(c);<newline46mondego>            }<newline46mondego>          }<newline46mondego>"
"9502splitHere46","10100562splitHere46","if (c != null)<newline46mondego>          {<newline46mondego>            toSheet.addCell(c);<newline46mondego><newline46mondego>            // Cell.setCellFeatures short circuits when the cell is copied,<newline46mondego>            // so make sure the copy logic handles the validated cells        <newline46mondego>            if (c.getCellFeatures() != null &<newline46mondego>                c.getCellFeatures().hasDataValidation())<newline46mondego>            {<newline46mondego>              validatedCells.add(c);<newline46mondego>            } <newline46mondego>          }<newline46mondego>"
"9503splitHere46","10100562splitHere46","if (c != null)<newline46mondego>          {<newline46mondego>            toSheet.addCell(c);<newline46mondego><newline46mondego>            // Cell.setCellFeatures short circuits when the cell is copied,<newline46mondego>            // so make sure the copy logic handles the validated cells<newline46mondego>            if (c.getCellFeatures() != null &<newline46mondego>                c.getCellFeatures().hasDataValidation())<newline46mondego>            {<newline46mondego>              validatedCells.add(c);<newline46mondego>            }<newline46mondego>          }<newline46mondego>"
"9504splitHere46","10100566splitHere46","preferences.getBoolean(<doubleQuotes46>EnableMedia<doubleQuotes46>, (Boolean) null);<newline46mondego>"
"9505splitHere46","10100566splitHere46","getBoolean"
"9506splitHere46","10100566splitHere46","public abstract boolean getBoolean (String key, boolean defValue)<newline46mondego>"
"9507splitHere46","10100566splitHere46","boolean"
"9508splitHere46","10100566splitHere46","Boolean"
"9509splitHere46","10100566splitHere46","Boolean tmp = null;<newline46mondego>preferences.getBoolean(<doubleQuotes46>EnableMedia<doubleQuotes46>, tmp.booleanValue());<newline46mondego>"
"9510splitHere46","10100566splitHere46","NullPointerException"
"9511splitHere46","10100566splitHere46","boolean"
"9512splitHere46","10100566splitHere46","preferences.getBoolean(<doubleQuotes46>EnableMedia<doubleQuotes46>, true);<newline46mondego>"
"9513splitHere46","10100620splitHere46","import javax.microedition.lcdui.Canvas;<newline46mondego>/*    */ import javax.microedition.lcdui.Display;<newline46mondego>import javax.microedition.lcdui.Form;<newline46mondego>/*    */ import javax.microedition.lcdui.Graphics;<newline46mondego>/*    */ import javax.microedition.lcdui.Image;<newline46mondego><newline46mondego>public class StaticSplashScreen extends Canvas<newline46mondego>        implements Runnable {<newline46mondego><newline46mondego>    private HelloMIDlet mainMidlet;<newline46mondego>    private boolean isSplashOver;<newline46mondego>    private long currentTime;<newline46mondego>    private long previousTime;<newline46mondego>    private Form currentForm;<newline46mondego><newline46mondego><newline46mondego>    public StaticSplashScreen(HelloMIDlet mid) {<newline46mondego>        this.mainMidlet = mid;<newline46mondego>        currentForm = (Form) this.mainMidlet.getDisplay().getCurrent();<newline46mondego>        this.previousTime = System.currentTimeMillis();<newline46mondego>        new Thread(this).start();<newline46mondego>    }<newline46mondego><newline46mondego>    protected void paint(Graphics g) {<newline46mondego>        g.setColor(255, 255, 255);<newline46mondego>        g.fillRect(0, 0, getWidth(), getHeight());<newline46mondego>        g.setColor(0, 0, 0);<newline46mondego>        g.drawString(<doubleQuotes46>In the name of God<doubleQuotes46>, 40, 70, 0);<newline46mondego>    }<newline46mondego><newline46mondego>    public void run() {<newline46mondego>        while (!this.isSplashOver) {<newline46mondego>            this.currentTime = System.currentTimeMillis();<newline46mondego><newline46mondego>            if (this.currentTime - this.previousTime >= 10000L) {<newline46mondego>                this.isSplashOver = true;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        this.mainMidlet.getDisplay().setCurrent(currentForm);<newline46mondego>    }<newline46mondego>}     <newline46mondego>"
"9514splitHere46","10100620splitHere46","public class HelloMIDlet extends MIDlet implements CommandListener {<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>public void commandAction (Command command, Displayable displayable) {<newline46mondego>    ...<newline46mondego>if (command == helpCommand) {<newline46mondego>method ();<newline46mondego>}<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>public Form getForm () {<newline46mondego>if (form == null) {<newline46mondego>form = new Form (<doubleQuotes46>Welcome<doubleQuotes46>);<newline46mondego>form.addCommand (getHelpCommand());<newline46mondego>form.setCommandListener (this);<newline46mondego>}<newline46mondego>return form;<newline46mondego>}<newline46mondego><newline46mondego>public void method () {<newline46mondego><newline46mondego>if (true) {<newline46mondego>    StaticSplashScreen sss = new StaticSplashScreen(this);<newline46mondego>    this.getDisplay().setCurrent(sss);<newline46mondego>} else {<newline46mondego>}<newline46mondego>}<newline46mondego><newline46mondego>public Form getForm1 () {<newline46mondego>if (form1 == null) {<newline46mondego>form1 = new Form (<doubleQuotes46>form1<doubleQuotes46>);<newline46mondego>form1.addCommand (getHelpCommand ());<newline46mondego>form1.setCommandListener (this);<newline46mondego>}<newline46mondego>return form1;<newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"9515splitHere46","10100632splitHere46","final LinearLayout textEntryView = (LinearLayout) factory.inflate(R.layout.database_creation_form, null);<newline46mondego>"
"9516splitHere46","10100633splitHere46","long callDate = c.getInt(dateColumn);<newline46mondego>"
"9517splitHere46","10100633splitHere46","long"
"9518splitHere46","10100633splitHere46","long callDate = c.getLong(dateColumn);<newline46mondego>"
"9519splitHere46","10100877splitHere46","int nbitcount = (((int)bi[15]&0xff)<<8) | (int)bi[14]&0xff<newline46mondego>"
"9520splitHere46","10100897splitHere46","setResponsePage"
"9521splitHere46","10100897splitHere46","setResponsePage"
"9522splitHere46","10100897splitHere46","Page"
"9523splitHere46","10100897splitHere46","Page"
"9524splitHere46","10100897splitHere46","PageParameters"
"9525splitHere46","10100976splitHere46","<exif:ColorSpace>65535</exif:ColorSpace>"
