"1splitHere46","3612071splitHere46","JSONObject query = json.getJSONObject(<doubleQuotes46>query<doubleQuotes46>);<newline46mondego>JSONObject results = query.getJSONObject(<doubleQuotes46>results<doubleQuotes46>);<newline46mondego>JSONArray quotes = results.getJSONArray(<doubleQuotes46>quotes<doubleQuotes46>);<newline46mondego>"
"5207splitHere46","3766084splitHere46","DelayInformation"
"5208splitHere46","3766088splitHere46","<http>"
"5209splitHere46","3766088splitHere46","<http>"
"5210splitHere46","3766157splitHere46","try {<newline46mondego>    processAFile();<newline46mondego>} catch (Exception e) { // Just catch them all.<newline46mondego>    logger.error(e);<newline46mondego>    logger.error(<doubleQuotes46>log any important information here.<doubleQuotes46>);<newline46mondego>    throw new RuntimeException(<doubleQuotes46>We were unable to process your file.<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"5211splitHere46","3766157splitHere46","catch (Exception e)"
"5212splitHere46","3766330splitHere46","public int insertBS(long value) {<newline46mondego>    int curIn = find(value); // find where it goes (binary search)<newline46mondego>    for(int k=nElems; k>curIn; k--) // move bigger one up<newline46mondego>        a[k] = a[k-1];<newline46mondego>    a[j] = value; // insert it<newline46mondego>    nElems++; // increment size<newline46mondego><newline46mondego>}<newline46mondego>"
"5213splitHere46","3766365splitHere46","def sqrt(n):<newline46mondego>  low = 0<newline46mondego>  high = n+1<newline46mondego>  while high-low > 1:<newline46mondego>    mid = (low+high) / 2<newline46mondego>    if mid*mid <= n:<newline46mondego>      low = mid<newline46mondego>    else:<newline46mondego>      high = mid<newline46mondego>  return low<newline46mondego>"
"5214splitHere46","3766485splitHere46","import org.w3c.dom.Document;<newline46mondego>import org.w3c.dom.Element;<newline46mondego>import org.w3c.dom.Node;<newline46mondego>import org.w3c.dom.NodeList;<newline46mondego>"
"5215splitHere46","3766485splitHere46","efficient"
"5216splitHere46","3766485splitHere46","XmlDocument"
"5217splitHere46","3766485splitHere46","convinient"
"5218splitHere46","3766616splitHere46","public static void main(String args[]) {<newline46mondego>  try {<newline46mondego>    doStuff();<newline46mondego>  } catch (Throwable e) {<newline46mondego>    e.printStackTrace();<newline46mondego>    logStuff(e);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5219splitHere46","3766681splitHere46","Properties inputSource = new Properties();<newline46mondego>inputSource.put(<doubleQuotes46>ERROR<doubleQuotes46>, <doubleQuotes46>ERROR<doubleQuotes46>);<newline46mondego>inputSource.put(<doubleQuotes46>PRINT<doubleQuotes46>, <doubleQuotes46>PRINT<doubleQuotes46>);<newline46mondego>inputSource.put(<doubleQuotes46>&<doubleQuotes46>, <doubleQuotes46>&<doubleQuotes46>); // this point input resource error.<newline46mondego>inputSource.put(<doubleQuotes46>GET<doubleQuotes46>, <doubleQuotes46>GET<doubleQuotes46>);<newline46mondego><newline46mondego>System.out.println(inputSource.get(<doubleQuotes46>&<doubleQuotes46>));<newline46mondego>"
"5220splitHere46","3766681splitHere46","&<newline46mondego>"
"5221splitHere46","3766706splitHere46","session"
"5222splitHere46","3766706splitHere46","flush"
"5223splitHere46","3766706splitHere46","session"
"5224splitHere46","3766969splitHere46","@Entity<newline46mondego>public class Expense {<newline46mondego>    @Id @GeneratedValue<newline46mondego>    private Long;<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    private Category category<newline46mondego><newline46mondego>    // getters, setters<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"5225splitHere46","3766969splitHere46","OneToMany"
"5226splitHere46","3766969splitHere46","mappedBy"
"5227splitHere46","3766969splitHere46","@Entity<newline46mondego>public class Category {<newline46mondego>    @Id @GeneratedValue<newline46mondego>    private Long id;<newline46mondego><newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>category<doubleQuotes46>)<newline46mondego>    private Set<Expense> expenses = new HashSet<Expense>();<newline46mondego>    ....<newline46mondego>}<newline46mondego>"
"5228splitHere46","3766969splitHere46","SELECT e FROM Expense e JOIN e.category c WHERE e.username = :username  <newline46mondego>"
"5229splitHere46","3766969splitHere46","List<Expense>"
"5230splitHere46","3766969splitHere46","List<Expense> expenses = ... // some code to retrieve a list by username<newline46mondego><newline46mondego>for (Expense expense : expenses) {<newline46mondego>    System.out.println(expense.getCategory().getName());<newline46mondego>}<newline46mondego>"
"5231splitHere46","3767055splitHere46","verbose=true"
"5232splitHere46","3767074splitHere46","char[] pwd = console.readPassword();<newline46mondego>String str = new String(pwd);<newline46mondego>"
"5233splitHere46","3767143splitHere46","for (int i = users.size()-1; i >= 0; i--)<newline46mondego>{<newline46mondego>    if (!users.get(i).isActive())<newline46mondego>    {<newline46mondego>        users.remove(i);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5234splitHere46","3767143splitHere46","List<User> newUsers = new ArrayList<User>();<newline46mondego>for (User user : users)<newline46mondego>{<newline46mondego>    if (user.isActive())<newline46mondego>    {<newline46mondego>        newUsers.add(user);<newline46mondego>    }<newline46mondego>}<newline46mondego>users = newUsers;<newline46mondego>"
"5235splitHere46","3767268splitHere46","oldUsers"
"5236splitHere46","3767268splitHere46","setActive(false)"
"5237splitHere46","3767268splitHere46","allUsers"
"5238splitHere46","3767268splitHere46","Set<User> toInactivate = new HashSet<User>(allUsers);<newline46mondego>toInactivate.retainAll(oldUsers);<newline46mondego>for (User u : toInactivate)<newline46mondego>    u.setActive(false);<newline46mondego>"
"5239splitHere46","3767268splitHere46","Map<Integer, User>"
"5240splitHere46","3767268splitHere46","for (int id : oldUsers.keySet())<newline46mondego>    allUsers.get(id).setActive(false);<newline46mondego>"
"5241splitHere46","3767389splitHere46","super()"
"5242splitHere46","3767389splitHere46","super(argument1)"
"5243splitHere46","3767389splitHere46","argument1"
"5244splitHere46","3767389splitHere46","super.aMethod()"
"5245splitHere46","3767516splitHere46","Long"
"5246splitHere46","3767516splitHere46","Object"
"5247splitHere46","3767516splitHere46","<doubleQuotes46>EN<doubleQuotes46>"
"5248splitHere46","3767516splitHere46","String"
"5249splitHere46","3767586splitHere46","Stack<String> pila = new Stack<String>()<newline46mondego>"
"5250splitHere46","3767671splitHere46","interface Service {<newline46mondego>   void doIt();<newline46mondego>}<newline46mondego><newline46mondego>class ServiceImpl implements Service {<newline46mondego>  public void doIt() { ... }<newline46mondego>}<newline46mondego><newline46mondego>interface RemoteService extends Remote {<newline46mondego>  void proxyDoIt() throws RemoteException;<newline46mondego>}<newline46mondego><newline46mondego>class RemoteServiceHost implements RemoteService {<newline46mondego>  public void proxyDoIt() throws RemoteException {<newline46mondego>    // serviceImpl is a field, defined in the constructor<newline46mondego>    serviceImpl.doIt();<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class RemoteServiceClient implements Service {<newline46mondego>  public void doIt() {<newline46mondego>   try {<newline46mondego>    // remoteService is a field, defined in the constructor<newline46mondego>    remoteService.proxyDoIt();<newline46mondego>   } catch (RemoteException e) {<newline46mondego>    throw new RuntimeException(e);<newline46mondego>   }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5251splitHere46","3767700splitHere46","import org.apache.commons.io.IOUtils;<newline46mondego><newline46mondego>@Path(<doubleQuotes46>/item<doubleQuotes46>)<newline46mondego>public class MyResource {<newline46mondego><newline46mondego>  @GET<newline46mondego>  @Path(<doubleQuotes46>/object/{id}<doubleQuotes46>)<newline46mondego>  @Produces(<doubleQuotes46>image/jpeg<doubleQuotes46>)<newline46mondego>  public byte[] getImageRepresentation(@PathParam(<doubleQuotes46>id<doubleQuotes46>) int id) {<newline46mondego>     byte[] bytes = null;<newline46mondego>     switch (id) {<newline46mondego>        case 1: bytes = IOUtils.toByteArray(this.getClass().getResourceAsStream(<doubleQuotes46>/img/image01.jpg<doubleQuotes46>));break;<newline46mondego>        case 2: bytes = IOUtils.toByteArray(this.getClass().getResourceAsStream(<doubleQuotes46>/img/image02.jpg<doubleQuotes46>));<newline46mondego>      }<newline46mondego>      return bytes;<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"5252splitHere46","3767738splitHere46","jetty:run"
"5253splitHere46","3767738splitHere46","tomcat:run"
"5254splitHere46","3767738splitHere46","<plugin><newline46mondego>    <groupId>org.mortbay.jetty</groupId><newline46mondego>    <artifactId>maven-jetty-plugin</artifactId><newline46mondego>    <!-- version omitted --><newline46mondego>    <configuration><newline46mondego>        <contextPath>/</contextPath><newline46mondego>        <!-- other config --><newline46mondego>    </configuration><newline46mondego></plugin><newline46mondego>"
"5255splitHere46","3767738splitHere46","<plugin><newline46mondego>    <groupId>org.codehaus.mojo</groupId><newline46mondego>    <artifactId>tomcat-maven-plugin</artifactId><newline46mondego>    <!-- Version omitted --><newline46mondego>    <configuration><newline46mondego>        <path>/</path><newline46mondego>        <!-- Other configuration --><newline46mondego>    </configuration><newline46mondego></plugin><newline46mondego>"
"5256splitHere46","3767961splitHere46","import java.util.*;<newline46mondego>import java.io.*;<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>InputStream x = ...;<newline46mondego>"
"5257splitHere46","3767961splitHere46","InputStream"
"5258splitHere46","3767961splitHere46","java.util"
"5259splitHere46","3767961splitHere46","java.io"
"5260splitHere46","3767961splitHere46","X.Y.Foo"
"5261splitHere46","3767961splitHere46","Foo.cs"
"5262splitHere46","3767961splitHere46","Z\Bar.cs"
"5263splitHere46","3767961splitHere46","Delegates.cs"
"5264splitHere46","3767971splitHere46","<plugin><newline46mondego>    <groupId>org.codehaus.mojo</groupId><newline46mondego>    <artifactId>aspectj-maven-plugin</artifactId><newline46mondego>    <version>1.3</version><newline46mondego>    <configuration><newline46mondego>        <includes><newline46mondego>            <include>**/TransationAspect.java</include><newline46mondego>            <include>**/SecurityAspect.aj</include><newline46mondego>        </includes><newline46mondego>        <excludes><newline46mondego>            <exclude>**/logging/*.aj</exclude><newline46mondego>        </excludes><newline46mondego>    </configuration><newline46mondego>    <executions><newline46mondego>        <execution><newline46mondego>            <goals><newline46mondego>                <goal>compile</goal><newline46mondego>            </goals><newline46mondego>        </execution><newline46mondego>    </executions><newline46mondego></plugin><newline46mondego>"
"5265splitHere46","3767984splitHere46","Collection"
"5266splitHere46","3767984splitHere46","Set"
"5267splitHere46","3767984splitHere46","Collection"
"5268splitHere46","3767984splitHere46","add"
"5269splitHere46","3767984splitHere46","Set"
"5270splitHere46","3767984splitHere46","add"
"5271splitHere46","3768057splitHere46","List"
"5272splitHere46","3768057splitHere46","int"
"5273splitHere46","3768057splitHere46","ArrayList"
"5274splitHere46","3768057splitHere46","Integer.MAX_VALUE"
"5275splitHere46","3768057splitHere46","LinkedList"
"5276splitHere46","3768175splitHere46","@Validate(converter=YourCustomTypeConverter.class)<newline46mondego>public void setDate(Date date) {<newline46mondego>  this.date = date;<newline46mondego>}<newline46mondego>"
"5277splitHere46","3768175splitHere46","Date date;<newline46mondego><newline46mondego>// No @validate needed, maps to MyCustomDate<newline46mondego>public void setDate(MyCustomDate date) {<newline46mondego>  this.date = date;<newline46mondego>}     <newline46mondego>"
"5278splitHere46","3768315splitHere46","long startTime = System.currentTimeMillis();<newline46mondego>while ((System.currentTimeMillis()-startTime)< 5*60*1000){<newline46mondego>  // do stuff<newline46mondego>}<newline46mondego>"
"5279splitHere46","3768659splitHere46","ConcurrentHashMap"
"5280splitHere46","3768659splitHere46","ConcurrentHashMap"
"5281splitHere46","3768659splitHere46","for (Object o : someConcurrentHashMap.entrySet()) {<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"5282splitHere46","3768693splitHere46","FileWriter fstream = new FileWriter(<doubleQuotes46>out.txt<doubleQuotes46>,true);//note true here/ it will open file in Appendmode<newline46mondego>     BufferedWriter out = new BufferedWriter(fstream);<newline46mondego>     out.write(<doubleQuotes46>Hello Java<doubleQuotes46>);<newline46mondego>     out.close();    <newline46mondego>"
"5283splitHere46","3768734splitHere46","Collection"
"5284splitHere46","3768734splitHere46","add()"
"5285splitHere46","3768734splitHere46","boolean"
"5286splitHere46","3768734splitHere46","add()"
"5287splitHere46","3768734splitHere46","addAll"
"5288splitHere46","3768734splitHere46","true"
"5289splitHere46","3768734splitHere46","false"
"5290splitHere46","3768734splitHere46","true"
"5291splitHere46","3768734splitHere46","@Override<newline46mondego>public boolean addAll(Collection<? extends E> c) {<newline46mondego>    boolean result = false;<newline46mondego>    for (E e : c) {<newline46mondego>        if (add(e)) {<newline46mondego>           result = true;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"5292splitHere46","3768734splitHere46","result"
"5293splitHere46","3768734splitHere46","@Override<newline46mondego>public boolean addAll(Collection<? extends E> c) {<newline46mondego>    boolean result = false;<newline46mondego>    for (E e : c) {<newline46mondego>        result = add(e) || result;<newline46mondego>    }<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"5294splitHere46","3768734splitHere46","result"
"5295splitHere46","3768734splitHere46","add"
"5296splitHere46","3768734splitHere46","result"
"5297splitHere46","3768734splitHere46","||"
"5298splitHere46","3768734splitHere46","||"
"5299splitHere46","3768734splitHere46","||"
"5300splitHere46","3768734splitHere46","true"
"5301splitHere46","3768734splitHere46","add(e)"
"5302splitHere46","3768734splitHere46","result"
"5303splitHere46","3768734splitHere46","add()"
"5304splitHere46","3768734splitHere46","result"
"5305splitHere46","3768734splitHere46","true"
"5306splitHere46","3768734splitHere46","result = add(e) || result;<newline46mondego>"
"5307splitHere46","3768734splitHere46","result |= add(e);<newline46mondego>"
"5308splitHere46","3768734splitHere46","result = result | add(e);<newline46mondego>"
"5309splitHere46","3768734splitHere46","|"
"5310splitHere46","3768734splitHere46","|"
"5311splitHere46","3768734splitHere46","||="
"5312splitHere46","3768743splitHere46","multipart/form-data"
"5313splitHere46","3768743splitHere46","input type=<doubleQuotes46>file<doubleQuotes46>"
"5314splitHere46","3768743splitHere46","java.util.ZipInputStream"
"5315splitHere46","3768743splitHere46","LOAD DATA INFILE"
"5316splitHere46","3768743splitHere46","List<List<String>>"
"5317splitHere46","3768743splitHere46","PreparedStatement"
"5318splitHere46","3768743splitHere46","INSERT"
"5319splitHere46","3768807splitHere46","http://java.sun.com/xml/ns/persistence<newline46mondego>"
"5320splitHere46","3768807splitHere46","<persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46><newline46mondego>             xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>             xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<newline46mondego>             http://java.sun.com/xml/ns/persistence/persistence_1_0.xsd<doubleQuotes46><newline46mondego>             version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego>"
"5321splitHere46","3768822splitHere46","handler"
"5322splitHere46","3768897splitHere46","List<T>"
"5323splitHere46","3768897splitHere46","ArrayList<T>"
"5324splitHere46","3768897splitHere46","List<T>"
"5325splitHere46","3768897splitHere46","ArrayList<T>"
"5326splitHere46","3768897splitHere46","List<T>"
"5327splitHere46","3768897splitHere46","ArrayList<T>"
"5328splitHere46","3768897splitHere46","List<T>"
"5329splitHere46","3768897splitHere46","List<T>"
"5330splitHere46","3768897splitHere46","ArrrayList<T>"
"5331splitHere46","3768897splitHere46","void showAll(List <String> sl) ...<newline46mondego>"
"5332splitHere46","3768897splitHere46","void showAllAS(ArrayList <String> sl) ...<newline46mondego>"
"5333splitHere46","3768897splitHere46","ArrayList<T>"
"5334splitHere46","3768897splitHere46","ensureCapacity()"
"5335splitHere46","3768897splitHere46","List<T>"
"5336splitHere46","3768897splitHere46","List"
"5337splitHere46","3768925splitHere46","beanshell"
"5338splitHere46","3768928splitHere46","public class Thingy{<newline46mondego>    private final String foo = <doubleQuotes46>hey<doubleQuotes46>;<newline46mondego>    private final int bar = 123;<newline46mondego>    private final List<String> grr = Arrays.asList(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>3<doubleQuotes46>);<newline46mondego><newline46mondego>    public String getFoo(){<newline46mondego>        return this.foo;<newline46mondego>    }<newline46mondego>    public int getBar(){<newline46mondego>        return this.bar;<newline46mondego>    }<newline46mondego>    public List<String> getGrr(){<newline46mondego>        return this.grr;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5339splitHere46","3768928splitHere46","public static void main(final String[] args) throws Exception{<newline46mondego>    final Thingy thingy = new Thingy();<newline46mondego>    final BeanWrapper wrapper = new BeanWrapperImpl(thingy);<newline46mondego>    for(final PropertyDescriptor descriptor : wrapper.getPropertyDescriptors()){<newline46mondego>        System.out.println(descriptor.getName() + <doubleQuotes46>:<doubleQuotes46><newline46mondego>            + descriptor.getReadMethod().invoke(thingy));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5340splitHere46","3768928splitHere46","bar:123<newline46mondego>class:class com.mypackage.Thingy<newline46mondego>foo:hey<newline46mondego>grr:[1, 2, 3]<newline46mondego>"
"5341splitHere46","3769121splitHere46","<%! ... %>"
"5342splitHere46","3769121splitHere46","<%! <newline46mondego>   public String doSomething(String param) { <newline46mondego>      // <newline46mondego>   } <newline46mondego>%><newline46mondego><%<newline46mondego>   String test = doSomething(<doubleQuotes46>test<doubleQuotes46>); <newline46mondego>%> <newline46mondego>"
"5343splitHere46","3769123splitHere46","@Entity<newline46mondego>public class Student{<newline46mondego>    // accessors and id omitted<newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>student<doubleQuotes46>)<newline46mondego>    private List<Grade> grades;<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Grade{<newline46mondego>    // accessors and id omitted<newline46mondego>    @ManyToOne<newline46mondego>    private Student student;<newline46mondego>}<newline46mondego>"
"5344splitHere46","3769123splitHere46","grade.getStudent()"
"5345splitHere46","3769123splitHere46","Grade grade = (Grade) session.get(Grade.class, gradeId);<newline46mondego>Student student = grade.getStudent();<newline46mondego>"
"5346splitHere46","3769123splitHere46","jpa"
"5347splitHere46","3769123splitHere46","Grade grade = entityManager.find(Grade.class, gradeId); // no cast needed with JPA 2<newline46mondego>Student student = grade.getStudent();<newline46mondego>"
"5348splitHere46","3769123splitHere46","@Entity<newline46mondego>public class Student{<newline46mondego>    public List<Course> getCourses(){<newline46mondego>        return courses;<newline46mondego>    }<newline46mondego>    public void setCourses(List<Course> courses){<newline46mondego>        this.courses = courses;<newline46mondego>    }<newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>student<doubleQuotes46>)<newline46mondego>    private List<Course> courses;<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Course{<newline46mondego>    @ManyToOne(optional=false)<newline46mondego>    private Student student;<newline46mondego>    @ManyToOne(optional=false)<newline46mondego>    private Grade grade;<newline46mondego>    public void setStudent(Student student){<newline46mondego>        this.student = student;<newline46mondego>    }<newline46mondego>    public Student getStudent(){<newline46mondego>        return student;<newline46mondego>    }<newline46mondego>    public Grade getGrade(){<newline46mondego>        return grade;<newline46mondego>    }<newline46mondego>    public void setGrade(Grade grade){<newline46mondego>        this.grade = grade;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class Grade{<newline46mondego>    @OneToMany(mappedBy=<doubleQuotes46>grade<doubleQuotes46>)<newline46mondego>    private Set<Course> courses;<newline46mondego>    public void setCourses(Set<Course> courses){<newline46mondego>        this.courses = courses;<newline46mondego>    }<newline46mondego>    public Set<Course> getCourses(){<newline46mondego>        return courses;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5349splitHere46","3769123splitHere46","Grade grade = entityManager.find(Grade.class, 1L);<newline46mondego>List<Student> studentsWithThisGrade = new ArrayList<Student>();<newline46mondego>for(Course course : grade.getCourses()){<newline46mondego>    studentsWithThisGrade.add(course.getStudent());<newline46mondego>}<newline46mondego>"
"5350splitHere46","3769123splitHere46","entityManager.find()"
"5351splitHere46","3769123splitHere46","session.get()"
"5352splitHere46","3769280splitHere46","String[]"
"5353splitHere46","3769280splitHere46","String"
"5354splitHere46","3769280splitHere46","getParameterMap()"
"5355splitHere46","3769280splitHere46","request.getParameter()"
"5356splitHere46","3769280splitHere46","for (String name : Collections.<String>list(request.getParameterNames())) {<newline46mondego>    String value = request.getParameter(name); <newline46mondego>    logger.log(name + <doubleQuotes46>: <doubleQuotes46> + value);<newline46mondego>}<newline46mondego>"
"5357splitHere46","3769280splitHere46","Map<String, String[]> map = request.getParameterMap();<newline46mondego>for (Entry<String, String[]> entry : map.entrySet()) {<newline46mondego>    String name = entry.getKey();<newline46mondego>    String[] values = entry.getValue();<newline46mondego>    logger.log(name + <doubleQuotes46>: <doubleQuotes46> + Arrays.toString(values));<newline46mondego>}<newline46mondego>"
"5358splitHere46","3769512splitHere46","form.reflow(true);"
"5359splitHere46","3769512splitHere46","xxx.layout(true)"
"5360splitHere46","3769512splitHere46","createForm( event )"
"5361splitHere46","3769580splitHere46","Serializable"
"5362splitHere46","3769843splitHere46","JTree"
"5363splitHere46","3769843splitHere46","public class MyTree extends JTree {<newline46mondego>   public MyTree() {<newline46mondego>       final MyTreeModel m = new MyTreeModel()<newline46mondego>       super.setTreeModel(m);<newline46mondego>       super.setSelectionModel(m.getSelectionModel());<newline46mondego>   }<newline46mondego><newline46mondego>  /**<newline46mondego>   * your tree model implementation which fiddles<newline46mondego>   * with sm when <doubleQuotes46>move<doubleQuotes46> is called<newline46mondego>   */       <newline46mondego>   private class MyTreeModel implements TreeModel() {<newline46mondego>       private final DefaultTreeSelectionModel sm;<newline46mondego><newline46mondego>       public MyTreeModel() {<newline46mondego>           this.sm = new DefaultTreeSelectionModel();<newline46mondego>       }<newline46mondego><newline46mondego>       public TreeSelectionModel getSelectionModel() { return this.sm; }<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"5364splitHere46","3769843splitHere46","move"
"5365splitHere46","3769920splitHere46","equals()"
"5366splitHere46","3770063splitHere46","Connection#close()"
"5367splitHere46","3770063splitHere46","SessionFactory"
"5368splitHere46","3770063splitHere46","HibernateUtil"
"5369splitHere46","3770124splitHere46","Enumeration Enumv = v.elements();<newline46mondego>"
"5370splitHere46","3770124splitHere46","Vector"
"5371splitHere46","3770124splitHere46","public Enumeration<E> elements() {<newline46mondego>    return new Enumeration<E>() {<newline46mondego>        int count = 0;<newline46mondego><newline46mondego>        public boolean hasMoreElements() {<newline46mondego>        return count < elementCount;<newline46mondego>        }<newline46mondego><newline46mondego>        public E nextElement() {<newline46mondego>        synchronized (Vector.this) {<newline46mondego>            if (count < elementCount) {<newline46mondego>            return (E)elementData[count++];<newline46mondego>            }<newline46mondego>        }<newline46mondego>        throw new NoSuchElementException(<doubleQuotes46>Vector Enumeration<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    };<newline46mondego>}<newline46mondego>"
"5372splitHere46","3770124splitHere46","Enumeration"
"5373splitHere46","3770205splitHere46","private Integer salary;<newline46mondego>private boolean valid;<newline46mondego><newline46mondego>@Test <newline46mondego>public void testValid() {<newline46mondego>  if (valid) {<newline46mondego>    Employee e = new Employee();      <newline46mondego>    e.setSalary(salary);<newline46mondego>    assertEqual(salary, e.getSalary());<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>@Test(expected=EmployeeInvalidSalaryException.class) <newline46mondego>public void testInvalid() {<newline46mondego>  if (!valid) {<newline46mondego>    Employee e = new Employee();      <newline46mondego>    e.setSalary(salary);<newline46mondego>  }else {<newline46mondego>    throw new EmployeeInvalidSalaryException();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5374splitHere46","3770308splitHere46","toObject(...)"
"5375splitHere46","3770308splitHere46","toPrimitive(...)"
"5376splitHere46","3770308splitHere46","final int[]     original        = new int[] { 1, 2, 3 };<newline46mondego>final Integer[] wrappers        = ArrayUtils.toObject(original);<newline46mondego>final int[]     primitivesAgain = ArrayUtils.toPrimitive(wrappers);<newline46mondego>assert Arrays.equals(original, primitivesAgain);<newline46mondego>"
"5377splitHere46","3770308splitHere46","List<Integer> intList = Ints.asList(1,2,3,4,5);<newline46mondego>List<Long> longList   = Longs.asList(1L,2L,3L,4L,5L);<newline46mondego>// etc.<newline46mondego>"
"5378splitHere46","3770308splitHere46","Lists.asList(int ...)"
"5379splitHere46","3770308splitHere46","Longs.asList(long ...)"
"5380splitHere46","3770360splitHere46","gen-class"
"5381splitHere46","3770360splitHere46","proxy"
"5382splitHere46","3770360splitHere46","reify"
"5383splitHere46","3770360splitHere46","definterface"
"5384splitHere46","3770360splitHere46","definterface"
"5385splitHere46","3770360splitHere46","public interface IFoo {<newline46mondego>    List<TypedObject> createListOfTypedObjects ();<newline46mondego>}<newline46mondego>"
"5386splitHere46","3770360splitHere46","(ns your.ns.FooImpl<newline46mondego>  (:gen-class<newline46mondego>    :implements [IFoo]))<newline46mondego>(defn -createListOfTypedObjects<newline46mondego>  []<newline46mondego>  [typedObj1, typedObj2, typedObj3])<newline46mondego>"
"5387splitHere46","3770360splitHere46","FooImpl"
"5388splitHere46","3770360splitHere46","List<TypedObject>"
"5389splitHere46","3770360splitHere46","Object"
"5390splitHere46","3770360splitHere46","List"
"5391splitHere46","3770485splitHere46","MERCATOR_WORLD_VIEW"
"5392splitHere46","3770516splitHere46","import sun.misc.BASE64Decoder;<newline46mondego>import sun.misc.BASE64Encoder;<newline46mondego><newline46mondego>private String encode(String str) {<newline46mondego>    BASE64Encoder encoder = new BASE64Encoder();<newline46mondego>    str = new String(encoder.encodeBuffer(str.getBytes()));<newline46mondego>    return str;<newline46mondego>}<newline46mondego><newline46mondego>private String decode(String str) {<newline46mondego>    BASE64Decoder decoder = new BASE64Decoder();<newline46mondego>    try {<newline46mondego>        str = new String(decoder.decodeBuffer(str));<newline46mondego>    } catch (IOException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }       <newline46mondego>    return str;<newline46mondego>}<newline46mondego>"
"5393splitHere46","3770746splitHere46","String.valueOf(editTextName.getText())<newline46mondego>"
"5394splitHere46","3770777splitHere46","reportEntity(<doubleQuotes46>\nProduct with order date greater than March 1, 2010: <doubleQuotes46> , <newline46mondego>        c.getEntities(<doubleQuotes46>Product<doubleQuotes46>)<newline46mondego>        .filter(<doubleQuotes46>OrderDate gt datetime'2010-03-01'<doubleQuotes46>)<newline46mondego>        .top(1)<newline46mondego>        .execute().first());<newline46mondego>"
"5395splitHere46","3771028splitHere46","java.sql.Timestamp"
"5396splitHere46","3771028splitHere46","java.util.Date"
"5397splitHere46","3771028splitHere46","@Temporal(TemporalType.TIMESTAMP) <newline46mondego>private Date timestampField;<newline46mondego>"
"5398splitHere46","3771029splitHere46","enumToMap"
"5399splitHere46","3771029splitHere46","private static <E extends Enum<E>> Map<E, String> enumToMap(Class<E> enumType)<newline46mondego>"
"5400splitHere46","3771029splitHere46","e.values()"
"5401splitHere46","3771029splitHere46","enumType.getEnumConstants()"
"5402splitHere46","3771029splitHere46","Map<testenum, String> map = enumToMap(testenum.class);<newline46mondego>"
"5403splitHere46","3771029splitHere46","EnumMap"
"5404splitHere46","3771029splitHere46","Map"
"5405splitHere46","3771029splitHere46","HashMap"
"5406splitHere46","3771088splitHere46","ensureCapacity"
