"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"11201splitHere46","22901024splitHere46","matrix.length"
"11202splitHere46","22901024splitHere46","matrix[i].length"
"11203splitHere46","22901024splitHere46","for (i = 0; i < row; i++) {<newline46mondego>    for (j = 0; j < column; j++) <newline46mondego>        matrixFinal[power][i][j] = Tools.powerMethod(matrix[i][j], power) ;<newline46mondego>}<newline46mondego>"
"11204splitHere46","22901024splitHere46","int[][] multiplyMatrices (int[][] a, int[][] b) {<newline46mondego>    // compute and return a x b, similar to your existing multiplication<newline46mondego>    // algorithm, and of course taking into account the comments about<newline46mondego>    // the 'temp' output matrix above<newline46mondego>}<newline46mondego>"
"11205splitHere46","22901024splitHere46","int[][] powerMatrix (int[][] a, int p) {<newline46mondego>    int[][] result = a;<newline46mondego>    for (int n = 1; n < p; ++ n)<newline46mondego>        result = multiplyMatrices(result, a);<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"11206splitHere46","22901045splitHere46","public class ClassOne {<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public class ClassTwo extends ClassOne {<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public void someMethod(ClassOne one) {<newline46mondego><newline46mondego>        System.out.println(one.getClass().getName());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        ClassTwo t = new ClassTwo();<newline46mondego>        Test tst = new Test();<newline46mondego>        tst.someMethod(t);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"11207splitHere46","22901090splitHere46","public static Node first;<newline46mondego>"
"11208splitHere46","22901090splitHere46","LinkedList"
"11209splitHere46","22901090splitHere46","Node"
"11210splitHere46","22901090splitHere46","static"
"11211splitHere46","22901179splitHere46","public static class TreeNode<E extends Comparable<E>> {<newline46mondego>"
"11212splitHere46","22901179splitHere46","public static class TreeNode<E extends Comparable<E>> implements Comparable<TreeNode<E>> {<newline46mondego>"
"11213splitHere46","22901179splitHere46","public static class TreeNode<E> implements Comparable<TreeNode<E>> {<newline46mondego>"
"11214splitHere46","22901235splitHere46","class MyTreeMap<K extends Comparable<? super K>, V><newline46mondego>extends AbstractMap<K, V><newline46mondego>"
"11215splitHere46","22901235splitHere46","K"
"11216splitHere46","22901235splitHere46","extends Comparable<? super K>"
"11217splitHere46","22901235splitHere46","class TreeMapIndexer<K extends Comparable<? super K>><newline46mondego>extends MyTreeMap<K, LinkedList<Integer>><newline46mondego>"
"11218splitHere46","22901432splitHere46","LList<T extends Comparable><newline46mondego>"
"11219splitHere46","22901432splitHere46","LList"
"11220splitHere46","22901432splitHere46","LList <LList<Integer>> subArrsList = new LList <LList<Integer>>();<newline46mondego>"
"11221splitHere46","22901432splitHere46","LList<Integer>"
"11222splitHere46","22901432splitHere46","LList<Integer>"
"11223splitHere46","22901432splitHere46","Comparable"
"11224splitHere46","22901432splitHere46","LList"
"11225splitHere46","22901432splitHere46","public class LList <T extends Comparable <T>> implements Comparable<LList<T>>{<newline46mondego>    @Override public int compareTo(LList<T> list) {<newline46mondego>        //to do<newline46mondego>    }<newline46mondego>...// your code<newline46mondego>}<newline46mondego>"
"11226splitHere46","22901437splitHere46","access denied (<doubleQuotes46>java.io.FilePermission<doubleQuotes46>  <newline46mondego><doubleQuotes46>/WEBINF/xml/wordsDictionary.xml<doubleQuotes46> <doubleQuotes46>read<doubleQuotes46>)<newline46mondego>"
"11227splitHere46","22901437splitHere46","FileInputStream stream = new FileInputStream(<doubleQuotes46>WEB-INF/xml/wordsDictionary.xml<doubleQuotes46>);<newline46mondego>InputSource is = new InputSource(new InputStreamReader(stream, <doubleQuotes46>UTF-8<doubleQuotes46>));<newline46mondego>is.setEncoding(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>reader.parse(is);<newline46mondego>"
"11228splitHere46","22901476splitHere46","Pattern checkRegex = Pattern.compile(<doubleQuotes46>(\\([0-9]{3}\\))([0-9]{3}(-)[0-9]{4})<doubleQuotes46>);<newline46mondego>"
"11229splitHere46","22901476splitHere46","( - start of mathing group <newline46mondego>\\( - matches (  <newline46mondego>[0-9]{3} - 3 digits  <newline46mondego>\\) - matches )  <newline46mondego>) - end of matching group (this is the one you missed)<newline46mondego>"
"11230splitHere46","22901503splitHere46","constant = L1x.substring(L1x.lastIndexOf(<doubleQuotes46> <doubleQuotes46>)).trim();<newline46mondego>"
"11231splitHere46","22901503splitHere46","int constantInt = Integer.parseInt(constant);<newline46mondego>"
"11232splitHere46","22901503splitHere46","String[] input = L1x.split(<doubleQuotes46> <doubleQuotes46>); <newline46mondego><newline46mondego>// remove the 't'<newline46mondego>String tNum = input[0].substring(0, input[0].length() - 1);<newline46mondego>int t = Integer.parseInt(tNum); <newline46mondego>int constant = Integer.parseInt(input[2]); <newline46mondego>String operator = input[1];<newline46mondego><newline46mondego>if (operator == <doubleQuotes46>-<doubleQuotes46>)<newline46mondego>    constant *= -1;<newline46mondego>"
"11233splitHere46","22901608splitHere46","JRadioButton"
"11234splitHere46","22901608splitHere46","JRadioButton checkStandard = new JRadioButton(<doubleQuotes46>Standard<doubleQuotes46>);<newline46mondego>JRadioButton checkExecutive = new JRadioButton(<doubleQuotes46>Executive<doubleQuotes46>);<newline46mondego>"
"11235splitHere46","22901608splitHere46","checkStandard = new JRadioButton(<doubleQuotes46>Standard<doubleQuotes46>);<newline46mondego>checkExecutive = new JRadioButton(<doubleQuotes46>Executive<doubleQuotes46>);<newline46mondego>"
"11236splitHere46","22901609splitHere46","public Stat(double[] d)<newline46mondego>{<newline46mondego>    data = d.clone();<newline46mondego>}<newline46mondego>"
"11237splitHere46","22901609splitHere46","@Override<newline46mondego>public String toString(){<newline46mondego>    return Arrays.toString(data);<newline46mondego>}<newline46mondego>"
"11238splitHere46","22901609splitHere46","System.out.println(<doubleQuotes46>stat1 data = <doubleQuotes46> + stat1);<newline46mondego>"
"11239splitHere46","22901617splitHere46","notify()"
"11240splitHere46","22901617splitHere46","ObjectProperty<Calendar>"
"11241splitHere46","22901617splitHere46","DatePicker"
"11242splitHere46","22901617splitHere46","valueProperty"
"11243splitHere46","22901617splitHere46","ObjectProperty<Calendar>"
"11244splitHere46","22901617splitHere46","setCalendar(...)"
"11245splitHere46","22901617splitHere46","getCalendar()"
"11246splitHere46","22901617splitHere46","calendarProperty()"
"11247splitHere46","22901617splitHere46","ObjectProperty<Calendar>"
"11248splitHere46","22901617splitHere46","valueProperty"
"11249splitHere46","22901617splitHere46","DatePicker"
"11250splitHere46","22901617splitHere46","public class DatePickerControl extends DatePicker {<newline46mondego>    private ObjectProperty<Calendar> calendar;<newline46mondego><newline46mondego>    private DateTimeFormatter dateFormatter = DateTimeFormatter.ISO_DATE ;<newline46mondego>    private Format calendarFormatter = DateFormat.getDateInstance();<newline46mondego><newline46mondego>    public DatePickerControl() {<newline46mondego>        super();<newline46mondego>        setValue(LocalDate.now());<newline46mondego>        calendar = new SimpleObjectProperty<Calendar>(Calendar.getInstance());<newline46mondego><newline46mondego>        calendar.addListener((obs, oldValue, newValue) -> {<newline46mondego>            System.out.println(<doubleQuotes46>calendar changed from <doubleQuotes46>+calendarFormatter.format(oldValue.getTime())+<doubleQuotes46> to <doubleQuotes46>+calendarFormatter.format(newValue.getTime()));<newline46mondego>            LocalDate localDate = LocalDate.now()<newline46mondego>                .withYear(newValue.get(Calendar.YEAR))<newline46mondego>                .withMonth(newValue.get(Calendar.MONTH)+1)<newline46mondego>                .withDayOfMonth(newValue.get(Calendar.DAY_OF_MONTH));<newline46mondego>            setValue(localDate);<newline46mondego>        });<newline46mondego><newline46mondego>        valueProperty().addListener((obs, oldValue, newValue) -> {<newline46mondego>            System.out.println(<doubleQuotes46>Value changed from <doubleQuotes46>+dateFormatter.format(oldValue)+<doubleQuotes46> to <doubleQuotes46>+dateFormatter.format(newValue));<newline46mondego>            Calendar cal = Calendar.getInstance();<newline46mondego>            cal.set(getValue().getYear(), getValue().getMonthValue()-1, getValue().getDayOfMonth());<newline46mondego>            calendar.set(cal);<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public ObjectProperty<Calendar> calendarProperty() {        <newline46mondego>        return calendar;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setCalendar(Calendar calendar) {<newline46mondego>        this.calendar.set(calendar);<newline46mondego>    }<newline46mondego><newline46mondego>    public Calendar getCalendar() {<newline46mondego>        return calendar.get();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11251splitHere46","22901617splitHere46","import java.text.DateFormat;<newline46mondego><newline46mondego>import javafx.application.Application;<newline46mondego>import javafx.stage.Stage;<newline46mondego>import javafx.scene.Scene;<newline46mondego>import javafx.scene.control.Label;<newline46mondego>import javafx.scene.layout.VBox;<newline46mondego><newline46mondego><newline46mondego>public class Main extends Application {<newline46mondego>    @Override<newline46mondego>    public void start(Stage primaryStage) {<newline46mondego>        try {<newline46mondego>            VBox root = new VBox();<newline46mondego>            Scene scene = new Scene(root,400,400);<newline46mondego><newline46mondego>            DatePickerControl datePicker = new DatePickerControl();<newline46mondego>            Label label = new Label();<newline46mondego>            final DateFormat calFormatter = DateFormat.getDateInstance() ;<newline46mondego>            datePicker.calendarProperty().addListener((obs, oldValue, newValue) -> label.setText(calFormatter.format(newValue.getTime())));<newline46mondego>            root.getChildren().addAll(datePicker, label);<newline46mondego>            primaryStage.setScene(scene);<newline46mondego>            primaryStage.show();<newline46mondego>        } catch(Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        launch(args);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11252splitHere46","22901638splitHere46","expr.setText(expr.getText() - lastValue);"
"11253splitHere46","22901638splitHere46","lastValue"
"11254splitHere46","22901638splitHere46","lastValue"
"11255splitHere46","22901638splitHere46","for-loop"
"11256splitHere46","22901638splitHere46","if"
"11257splitHere46","22901638splitHere46","...but the next issues the"
"11258splitHere46","22901638splitHere46","for (int i = 0; i < 10; i++) {<newline46mondego>    if (clicked == digits[i]) {<newline46mondego>        int lastValue = i;<newline46mondego>        return;<newline46mondego>    }<newline46mondego>}<newline46mondego>if (clicked == clearEntry) {<newline46mondego>    expr.setText(expr.getText() - lastValue);<newline46mondego>    return;<newline46mondego>    // do something<newline46mondego>}<newline46mondego>"
"11259splitHere46","22901638splitHere46","lastValue"
"11260splitHere46","22901638splitHere46","if"
"11261splitHere46","22901638splitHere46","for (int i = 0; i < 4; i++) {<newline46mondego>    if (clicked == oplabels[i]) {<newline46mondego>        expr.setText(expr.getText + oplabels[i]);<newline46mondego>        return;<newline46mondego>    }<newline46mondego>    // tack on that operator to the expr string<newline46mondego>}<newline46mondego>"
"11262splitHere46","22901638splitHere46","clicked"
"11263splitHere46","22901638splitHere46","Component clicked = (Component) e.getSource();"
"11264splitHere46","22901638splitHere46","oplables"
"11265splitHere46","22901638splitHere46","String[] oplabels = {<doubleQuotes46>+<doubleQuotes46>, <doubleQuotes46>-<doubleQuotes46>, <doubleQuotes46>/<doubleQuotes46>, <doubleQuotes46>*<doubleQuotes46>};"
"11266splitHere46","22901638splitHere46","String"
"11267splitHere46","22901638splitHere46","Component"
"11268splitHere46","22901638splitHere46","expr.getText()"
"11269splitHere46","22901638splitHere46","expr.getText"
"11270splitHere46","22901638splitHere46","if (clicked instanceof JButton) { <newline46mondego>    JButton btn = (JButton)clicked)<newline46mondego>    for (int i = 0; i < oplabels.length; i++) {<newline46mondego>        if (oplabels[i].equals(btn.getText()) {<newline46mondego>            //...<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11271splitHere46","22901671splitHere46","int offset, length; //The value of the first 2 parameters in the setParagraphAttributes() call<newline46mondego><newline46mondego>Element section = doc.getDefaultRootElement();<newline46mondego>int index0 = section.getElementIndex(offset);<newline46mondego>int index1 = section.getElementIndex(offset + ((length > 0) ? length - 1 : 0));<newline46mondego>for (int i = index0; i <= index1; i++)<newline46mondego>{<newline46mondego>    Element paragraph = section.getElement(i);<newline46mondego>    AttributeSet attributeSet = paragraph.getAttributes();<newline46mondego>    Enumeration keys = attributeSet.getAttributeNames();<newline46mondego>    while (keys.hasMoreElements())<newline46mondego>    {<newline46mondego>        Object key = keys.nextElement();<newline46mondego>        Object attribute = attributeSet.getAttribute(key);<newline46mondego>        //System.out.println(<doubleQuotes46>key = <doubleQuotes46> + key); //For other AttributeSet classes this line is useful because it shows the actual parameter, like <doubleQuotes46>Bold<doubleQuotes46><newline46mondego>        System.out.println(attribute.getClass());<newline46mondego>        System.out.println(attribute);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11272splitHere46","22901671splitHere46","setText()"
"11273splitHere46","22901671splitHere46","class javax.swing.text.StyleContext$NamedStyle<newline46mondego>NamedStyle:default {foreground=sun.swing.PrintColorUIResource[r=51,g=51,b=51],size=12,italic=false,name=default,bold=false,FONT_ATTRIBUTE_KEY=javax.swing.plaf.FontUIResource[family=Dialog,name=Dialog,style=plain,size=12],family=Dialog,}<newline46mondego>"
"11274splitHere46","22901671splitHere46","StyleContext sc = StyleContext.getDefaultStyleContext();<newline46mondego>AttributeSet aSet = sc.addAttribute(aSet,  StyleConstants.Bold,  true);<newline46mondego>"
"11275splitHere46","22901671splitHere46","aSet"
"11276splitHere46","22901671splitHere46","javax.swing.text.StyleContext$SmallAttributeSet"
"11277splitHere46","22901671splitHere46","MutableAttributeSet"
"11278splitHere46","22901671splitHere46","aSet.addAttribute(StyleConstants.Bold, true);<newline46mondego>"
"11279splitHere46","22901683splitHere46","LinkedList<String> color1List = new LinkedList<String>();<newline46mondego>"
"11280splitHere46","22901683splitHere46","List clonedList = (LinkedList) ((LinkedList) color1List).clone();<newline46mondego>"
"11281splitHere46","22901721splitHere46","// I am line 64"
"11282splitHere46","22901721splitHere46","i"
"11283splitHere46","22901721splitHere46","right_index"
"11284splitHere46","22901721splitHere46","for(int i=right_index;right_index<=last;i++) // I am line 64<newline46mondego>"
"11285splitHere46","22901721splitHere46","for(int i=right_index; i<=last;i++) <newline46mondego>"
"11286splitHere46","22901753splitHere46","arraytwo[i][j] = inarray[i][j];<newline46mondego>"
"11287splitHere46","22901753splitHere46","charAt"
"11288splitHere46","22901753splitHere46","String"
"11289splitHere46","22901753splitHere46","String row = inarray.;<newline46mondego>"
"11290splitHere46","22901761splitHere46","XMLInputFactory factory = XMLInputFactory.newInstance();<newline46mondego>factory.setProperty(XMLInputFactory.IS_NAMESPACE_AWARE, Boolean.TRUE);<newline46mondego>"
"11291splitHere46","22901783splitHere46","for (int n = 0; n < noOfNodes; n++){<newline46mondego>    input[n] = new InputNode(0.0);<newline46mondego>}<newline46mondego>//Create 8 HiddenNode objects **HAVING PROBLEMS HERE**<newline46mondego>int noOfHiddenNodes = (int)math.floor(2.*noOfNodes/3.);<newline46mondego>for (int o = 0; o < noOfHiddenNodes; o++){<newline46mondego>    hiddenNodeLayer.add(new HiddenNode(input));<newline46mondego>}<newline46mondego>"
"11292splitHere46","22901783splitHere46","private List<InputNode> input = new ArrayList<InputNode>(); // Input Nodes<newline46mondego><newline46mondego>for (int n = 0; n < noOfNodes; n++){<newline46mondego>    input.add(new InputNode(0.0));<newline46mondego>}<newline46mondego>//Create 8 HiddenNode objects **HAVING PROBLEMS HERE**<newline46mondego>int noOfHiddenNodes = (int)math.floor(2.*noOfNodes/3.);<newline46mondego>for (int o = 0; o < noOfHiddenNodes; o++){<newline46mondego>    hiddenNodeLayer.add(new HiddenNode(input));<newline46mondego>}<newline46mondego>"
"11293splitHere46","22901790splitHere46","CompoundBorder"
"11294splitHere46","22901790splitHere46","LineBorder"
"11295splitHere46","22901790splitHere46","EmptyBorder"
"11296splitHere46","22901860splitHere46","wsimport"
"11297splitHere46","22901860splitHere46","package com.example.services.base;<newline46mondego><newline46mondego>@XmlRootElement<newline46mondego>@XmlType(namespace=<doubleQuotes46>http://services.example.com/base<doubleQuotes46>)<newline46mondego>public class BaseRequest {<newline46mondego>//...<newline46mondego>}<newline46mondego>"
"11298splitHere46","22901874splitHere46","public class MultithreadedUserInput<newline46mondego>{<newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        InputDetector detector = new InputDetector();<newline46mondego>        detector.start();<newline46mondego><newline46mondego>    for (int i = 0; i < 1000000; i++)<newline46mondego>    {<newline46mondego>        System.out.println(i);<newline46mondego><newline46mondego>        if (detector.getInput().equals(<doubleQuotes46>exit<doubleQuotes46>))<newline46mondego>        {<newline46mondego>            break;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    //do something after user types exit<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11299splitHere46","22901874splitHere46","import java.util.Scanner;<newline46mondego><newline46mondego>public class InputDetector implements Runnable<newline46mondego>{<newline46mondego>    private Thread thread;<newline46mondego>    private String input;<newline46mondego>    private Scanner scan;<newline46mondego><newline46mondego>    public InputDetector()<newline46mondego>    {<newline46mondego>        input = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        scan = new Scanner(System.in);<newline46mondego>    }<newline46mondego><newline46mondego>    public void start()<newline46mondego>    {<newline46mondego>        thread = new Thread(this);<newline46mondego>        thread.start();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void run()<newline46mondego>    {<newline46mondego>        while (!(input.equals(<doubleQuotes46>exit<doubleQuotes46>)))<newline46mondego>        {<newline46mondego>            input = scan.nextLine();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public String getInput()<newline46mondego>    {<newline46mondego>        return input;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11300splitHere46","22901874splitHere46","if"
"11301splitHere46","22901874splitHere46","if"
"11302splitHere46","22901874splitHere46","break;"
"11303splitHere46","22901874splitHere46","input"
"11304splitHere46","22901874splitHere46","InputFrame"
"11305splitHere46","22901874splitHere46","input"
"11306splitHere46","22901874splitHere46","if"
"11307splitHere46","22901874splitHere46","JTextField"
"11308splitHere46","22901874splitHere46","import javax.swing.JFrame;<newline46mondego><newline46mondego>public class JFrameInput<newline46mondego>{<newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        InputFrame iFrame = new InputFrame();<newline46mondego>        iFrame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        iFrame.pack();<newline46mondego>        iFrame.setVisible(true);<newline46mondego><newline46mondego>        for (int i = 0; i < 1000000; i++)<newline46mondego>        {<newline46mondego>            System.out.println(i);<newline46mondego>            if ((iFrame.getInput().equals(<doubleQuotes46>exit<doubleQuotes46>)))<newline46mondego>            //if (iFrame.checkInput(<doubleQuotes46>exit<doubleQuotes46>))    //use to exit without pressing enter<newline46mondego>            {<newline46mondego>                break;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        //do something after user types exit<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11309splitHere46","22901874splitHere46","import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JTextField;<newline46mondego><newline46mondego>public class InputFrame extends JFrame<newline46mondego>{<newline46mondego>    private String input;<newline46mondego>    private JTextField text;<newline46mondego><newline46mondego>    public InputFrame()<newline46mondego>    {<newline46mondego>        super(<doubleQuotes46>Input Frame<doubleQuotes46>);<newline46mondego>        input = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        text = new JTextField(<doubleQuotes46><doubleQuotes46>);<newline46mondego>        text.setToolTipText(<doubleQuotes46>Type 'exit' to stop the program.<doubleQuotes46>);<newline46mondego><newline46mondego>        text.addActionListener(new ActionListener() {<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e)<newline46mondego>            {<newline46mondego>                input = text.getText();<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        add(text);<newline46mondego>        setResizable(false);<newline46mondego>    }<newline46mondego><newline46mondego>    public String getInput()<newline46mondego>    {<newline46mondego>        return input;<newline46mondego>    }<newline46mondego><newline46mondego>    public Boolean checkInput(String s)<newline46mondego>    {<newline46mondego>        if (text.getText().equals(s))<newline46mondego>        {<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>        return false; //could use else to make this clearer<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"11310splitHere46","22901897splitHere46","that"
"11311splitHere46","22901897splitHere46","public int compareTo(Letter that) <newline46mondego>{<newline46mondego>  if (this.toAddress == null) {<newline46mondego>    if (that == null || that.toAddress == null) {<newline46mondego>      return 0;<newline46mondego>    }<newline46mondego>    return -1;<newline46mondego>  }<newline46mondego>  if (that == null) return 1; // <-- Add something like this.<newline46mondego>  // int value;<newline46mondego>  // value = this.toAddress.getZip().compareTo(that.toAddress.getZip());<newline46mondego>  return this.toAddress.getZip().compareTo(that.toAddress.getZip());<newline46mondego>}<newline46mondego>"
"11312splitHere46","22901920splitHere46","Caused by: java.lang.NullPointerException<newline46mondego>04-06 19:35:50.336: E/AndroidRuntime(4144): at com.example.welderhelper.Calculators.initControls(Calculators.java:34)<newline46mondego>"
"11313splitHere46","22901920splitHere46","null"
"11314splitHere46","22901920splitHere46","initControls()"
"11315splitHere46","22901920splitHere46","calculate.setOnClickListener(new Button.OnClickListener()<newline46mondego>"
"11316splitHere46","22901920splitHere46","Button"
"11317splitHere46","22901920splitHere46","activity_calculators.xml"
"11318splitHere46","22901920splitHere46","id"
"11319splitHere46","22901920splitHere46","calculate"
"11320splitHere46","22901920splitHere46","Activity"
"11321splitHere46","22901920splitHere46","id"
"11322splitHere46","22901920splitHere46","id"
"11323splitHere46","22901920splitHere46","activity_calculators.xml"
"11324splitHere46","22901920splitHere46","id"
"11325splitHere46","22901920splitHere46","activity_calculators.xml"
"11326splitHere46","22901924splitHere46","public double mode() {<newline46mondego>        // Sort array<newline46mondego>        Arrays.sort(data);<newline46mondego><newline46mondego>        double maxValue = 0.0, maxCount = 0.0;<newline46mondego>        for (int i = 0; i < data.length; ++i) {<newline46mondego><newline46mondego>            // Count number of elements with same value<newline46mondego>            int count = 0;<newline46mondego>            int index = i;  <newline46mondego>            while (index < data.length) {<newline46mondego>                if (data[i] == data[index]) {<newline46mondego>                    count++;<newline46mondego>                    index++;<newline46mondego>                } else {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            if (count > maxCount) {<newline46mondego>                maxCount = count;<newline46mondego>                maxValue = data[i];<newline46mondego>            } else if (count == maxCount) {<newline46mondego>                maxCount = count;<newline46mondego>                maxValue = 0.0;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        return maxValue;<newline46mondego>    }<newline46mondego>"
"11327splitHere46","22901924splitHere46","mode()"
"11328splitHere46","22901924splitHere46","double m = mode();<newline46mondego>System.out.println(m == 0.0 ? <doubleQuotes46>NaN<doubleQuotes46> : m);<newline46mondego>"
"11329splitHere46","22902132splitHere46","public static int max(String s){<newline46mondego>    s=s.replaceAll(<doubleQuotes46>\\D<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>    int x = s.length();  <newline46mondego>    int y = Character.getNumericValue(s.charAt(0));<newline46mondego><newline46mondego>    for (int i=1; i < x; i++){  <newline46mondego>         if (Character.getNumericValue(s.charAt(i)) > y){<newline46mondego>            y=Character.getNumericValue(s.charAt(i));<newline46mondego>         }<newline46mondego>    }    <newline46mondego>    return y;   <newline46mondego>}<newline46mondego>"
"11330splitHere46","22902132splitHere46","s=s.replaceAll(<doubleQuotes46>\\D<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>)"
"11331splitHere46","22902132splitHere46","digit"
"11332splitHere46","22902132splitHere46","<doubleQuotes46><doubleQuotes46>"
"11333splitHere46","22902166splitHere46","<activity android:name=<doubleQuotes46>.ScanScreen<doubleQuotes46> /><newline46mondego>"
"11334splitHere46","22902166splitHere46","application"
"11335splitHere46","22902166splitHere46","<application<newline46mondego>    android:allowBackup=<doubleQuotes46>true<doubleQuotes46><newline46mondego>    android:icon=<doubleQuotes46>@drawable/ic_launcher<doubleQuotes46><newline46mondego>    android:label=<doubleQuotes46>@string/app_name<doubleQuotes46><newline46mondego>    android:theme=<doubleQuotes46>@style/AppTheme<doubleQuotes46> ><newline46mondego>    <activity<newline46mondego>        android:name=<doubleQuotes46>com.example.firstapp.MainActivity<doubleQuotes46><newline46mondego>        android:label=<doubleQuotes46>@string/app_name<doubleQuotes46> ><newline46mondego>        <intent-filter><newline46mondego>            <action android:name=<doubleQuotes46>android.intent.action.MAIN<doubleQuotes46> /><newline46mondego><newline46mondego>            <category android:name=<doubleQuotes46>android.intent.category.LAUNCHER<doubleQuotes46> /><newline46mondego>        </intent-filter><newline46mondego>    </activity><newline46mondego>    <activity android:name=<doubleQuotes46>.ScanScreen<doubleQuotes46> /><newline46mondego></application><newline46mondego>"
"11336splitHere46","22902166splitHere46","activity"
"11337splitHere46","22902169splitHere46","counts"
"11338splitHere46","22902169splitHere46","words"
"11339splitHere46","22902169splitHere46","counts.add(q, counts.get(q) + 1)"
"11340splitHere46","22902169splitHere46","set"
"11341splitHere46","22902169splitHere46","for"
"11342splitHere46","22902169splitHere46","words.add(wordList[0]);<newline46mondego>    counts.add(0);<newline46mondego>"
"11343splitHere46","22902169splitHere46","counts.add(0,1)"
"11344splitHere46","22902171splitHere46","PreparedStatement st = con.prepareStatement(<doubleQuotes46>insert into blood(Name,Rollno,BloodGroup) values(?,?,?)<doubleQuotes46>);<newline46mondego>st.setString(1, name);<newline46mondego>st.setString(2, roll);<newline46mondego>st.setString(3, group);<newline46mondego>st.executeUpdate();<newline46mondego>"
"11345splitHere46","22902269splitHere46","if (Ftext.getText().equals(<doubleQuotes46><doubleQuotes46>) && Mtext.getText().equals(<doubleQuotes46><doubleQuotes46>) && Ltext.getText().equals(<doubleQuotes46><doubleQuotes46>) && Addtext.getText().equals(<doubleQuotes46><doubleQuotes46>))"
"11346splitHere46","22902269splitHere46","||"
"11347splitHere46","22902269splitHere46","true"
"11348splitHere46","22902269splitHere46","if (Ftext.getText().equals(<doubleQuotes46><doubleQuotes46>) || <newline46mondego>    Mtext.getText().equals(<doubleQuotes46><doubleQuotes46>) ||<newline46mondego>    Ltext.getText().equals(<doubleQuotes46><doubleQuotes46>) ||<newline46mondego>    Addtext.getText().equals(<doubleQuotes46><doubleQuotes46>)) {...<newline46mondego>"
"11349splitHere46","22902269splitHere46",".getText().isEmpty()"
"11350splitHere46","22902269splitHere46",".getText().trim().isEmpty()"
"11351splitHere46","22902269splitHere46","DocumentListener"
