"1splitHere46","15840399splitHere46","String ms[] = msgTime.split(<doubleQuotes46>\\.<doubleQuotes46>);"
"9260splitHere46","16035035splitHere46","/**<newline46mondego> * Retry interval between subsequent requests, in milliseconds. Default<newline46mondego> * value is 1 second.<newline46mondego> */<newline46mondego>private final long retryInterval;<newline46mondego>"
"9261splitHere46","16035224splitHere46","Map"
"9262splitHere46","16035224splitHere46","for each token in file:<newline46mondego>    if this is a macro defininition:<newline46mondego>        name, definition <- parse definition<newline46mondego>        map.put(name, definition)<newline46mondego><newline46mondego>for each token in file:<newline46mondego>    if map.contains(token):<newline46mondego>        definition <- map.get(token):<newline46mondego>        expand definition<newline46mondego>"
"9263splitHere46","16035224splitHere46","contains"
"9264splitHere46","16035224splitHere46","get"
"9265splitHere46","16035224splitHere46","null"
"9266splitHere46","16035224splitHere46","Map"
"9267splitHere46","16035224splitHere46","O(logN)"
"9268splitHere46","16035224splitHere46","O(1)"
"9269splitHere46","16035303splitHere46","@TransactionManagement(TransactionManagementType.BEAN)  <newline46mondego>"
"9270splitHere46","16035321splitHere46","WebDriver"
"9271splitHere46","16035321splitHere46","Job"
"9272splitHere46","16035321splitHere46","LocationChanger"
"9273splitHere46","16035321splitHere46","prototype"
"9274splitHere46","16035321splitHere46","singleton"
"9275splitHere46","16035388splitHere46","XPathFactory factory = XPathFactory.newInstance();<newline46mondego>    XPath xpath = factory.newXPath();<newline46mondego>    xPathExpression = xpath.compile(<doubleQuotes46>//family[text()='Rest1']/e<doubleQuotes46>);<newline46mondego><newline46mondego>    NodeList list = (NodeList) xPathExpression<newline46mondego>        .evaluate(xml, XPathConstants.NODESET);<newline46mondego>"
"9276splitHere46","16035423splitHere46","Handler handler = new Handler();<newline46mondego>    Runnable r=new Runnable() {<newline46mondego>              @Override<newline46mondego>              public void run() {<newline46mondego>                finish();<newline46mondego>              }         <newline46mondego>            };<newline46mondego>        handler.postDelayed(r, 2000); <newline46mondego>"
"9277splitHere46","16035464splitHere46","public static void main(String[] args)<newline46mondego>{<newline46mondego>    Display display = Display.getDefault();<newline46mondego>    final Shell shell = new Shell(display);<newline46mondego>    shell.setLayout(new GridLayout(1, false));<newline46mondego><newline46mondego>    final Text text = new Text(shell, SWT.BORDER | SWT.MULTI);<newline46mondego>    text.setText(<doubleQuotes46>edasdasdas\n\nasdasda\n\nasdasd<doubleQuotes46>);<newline46mondego><newline46mondego>    final GridData data = new GridData(SWT.FILL, SWT.BEGINNING, true, false);<newline46mondego>    data.heightHint = 100;<newline46mondego><newline46mondego>    text.setLayoutData(data);<newline46mondego><newline46mondego>    text.addListener(SWT.FocusIn, new Listener()<newline46mondego>    {<newline46mondego>        @Override<newline46mondego>        public void handleEvent(Event arg0)<newline46mondego>        {<newline46mondego>            data.heightHint = 100;<newline46mondego>            shell.layout(true);<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    text.addListener(SWT.FocusOut, new Listener()<newline46mondego>    {<newline46mondego>        @Override<newline46mondego>        public void handleEvent(Event arg0)<newline46mondego>        {<newline46mondego>            data.heightHint = 50;<newline46mondego>            shell.layout(true);<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    Button button = new Button(shell, SWT.PUSH);<newline46mondego>    button.setText(<doubleQuotes46>Button<doubleQuotes46>);<newline46mondego><newline46mondego>    shell.pack();<newline46mondego>    shell.open();<newline46mondego>    while (!shell.isDisposed())<newline46mondego>    {<newline46mondego>        if (!display.readAndDispatch())<newline46mondego>            display.sleep();<newline46mondego>    }<newline46mondego>    display.dispose();<newline46mondego>}<newline46mondego>"
"9278splitHere46","16035464splitHere46","heightHint"
"9279splitHere46","16035464splitHere46","GridData"
"9280splitHere46","16035464splitHere46","Button"
"9281splitHere46","16035573splitHere46","=="
"9282splitHere46","16035573splitHere46","Integer age = 25;<newline46mondego>        Integer a = 25;<newline46mondego>        System.out.println(a == age);<newline46mondego>"
"9283splitHere46","16035573splitHere46","=="
"9284splitHere46","16035573splitHere46","Integer age = new Integer(25);<newline46mondego>        Integer a = new Integer(25);<newline46mondego>        System.out.println(a == age);<newline46mondego>"
"9285splitHere46","16035573splitHere46","java.lang.Integer.IntegerCache.high"
"9286splitHere46","16035573splitHere46","Integer age = 129;<newline46mondego>        Integer a = 129;<newline46mondego>        System.out.println(a == age);<newline46mondego>"
"9287splitHere46","16035622splitHere46","number of process = 2"
"9288splitHere46","16035622splitHere46","stdin"
"9289splitHere46","16035622splitHere46","stdout"
"9290splitHere46","16035622splitHere46","Process"
"9291splitHere46","16035622splitHere46","ProcessBuilder"
"9292splitHere46","16035622splitHere46","System.out"
"9293splitHere46","16035622splitHere46","number of process > 2"
"9294splitHere46","16035622splitHere46","less than"
"9295splitHere46","16035622splitHere46","10"
"9296splitHere46","16035622splitHere46","number of process"
"9297splitHere46","16035622splitHere46","Large"
"9298splitHere46","16035622splitHere46","JMS"
"9299splitHere46","16035622splitHere46","RMI"
"9300splitHere46","16035622splitHere46","JMS"
"9301splitHere46","16035844splitHere46","String"
"9302splitHere46","16035844splitHere46","String"
"9303splitHere46","16035844splitHere46","StringBuilder"
"9304splitHere46","16035844splitHere46","int"
"9305splitHere46","16035844splitHere46","for (int i = 0; i < N; i++)<newline46mondego>    suffixes[i] = s.substring(i);<newline46mondego>"
"9306splitHere46","16035943splitHere46","public class Result {<newline46mondego>    public int forFlyttningar;<newline46mondego>    public int[] allatal;<newline46mondego><newline46mondego>    public Result(int forFlyttningar, int[] allatal) {}<newline46mondego>}<newline46mondego><newline46mondego>// Snip<newline46mondego>return new Result(forFlyttningar, allatal);<newline46mondego>"
"9307splitHere46","16035966splitHere46","try<newline46mondego>    {<newline46mondego>    document = PDDocument.load(f);<newline46mondego>    document.getClass();<newline46mondego>if( document.isEncrypted() )<newline46mondego>{<newline46mondego>try<newline46mondego>{<newline46mondego>document.decrypt( <doubleQuotes46><doubleQuotes46> );<newline46mondego>}<newline46mondego>catch( InvalidPasswordException e )<newline46mondego>{<newline46mondego>System.err.println( <doubleQuotes46>Error: Document is encrypted with a password.<doubleQuotes46> );<newline46mondego>System.exit( 1 );<newline46mondego>}<newline46mondego>}<newline46mondego><newline46mondego>PDFTextStripperByArea stripper = new PDFTextStripperByArea();<newline46mondego>stripper.setSortByPosition( true );<newline46mondego>PDFTextStripper stripper = new PDFTextStripper();<newline46mondego>String st = stripper.getText(document);<newline46mondego><newline46mondego>System.out.println(st);<newline46mondego>"
"9308splitHere46","16036163splitHere46","setParameter"
"9309splitHere46","16036163splitHere46","(int position,Object value)"
"9310splitHere46","16036163splitHere46","(String parameterName,Object value)"
"9311splitHere46","16036163splitHere46","Date aDate=....<newline46mondego>Long anId=....   <newline46mondego>List ListOfInterventions = em.createNamedQuery(<doubleQuotes46>Intervention.findNextMission<doubleQuotes46>)<newline46mondego>  .setParameter(<doubleQuotes46>DateToBeSpecified<doubleQuotes46>,aDate,avax.persistence.TemporalType,DATE)<newline46mondego>  .setParameter(<doubleQuotes46>idAgent<doubleQuotes46>,anId).getResultList();<newline46mondego>"
"9312splitHere46","16036163splitHere46","Date"
"9313splitHere46","16036163splitHere46","TemporalType"
"9314splitHere46","16036350splitHere46","<style name=<doubleQuotes46>MyTheme<doubleQuotes46> parent=<doubleQuotes46>android:style/Theme.Holo.Light<doubleQuotes46>><newline46mondego>     <item name=<doubleQuotes46>android:actionOverflowButtonStyle<doubleQuotes46>>@style/MyActionButtonOverflow</item><newline46mondego></style><newline46mondego><newline46mondego><style name=<doubleQuotes46>MyActionButtonOverflow<doubleQuotes46> parent=<doubleQuotes46>android:style/Widget.Holo.ActionButton.Overflow<doubleQuotes46>><newline46mondego>    <item name=<doubleQuotes46>android:src<doubleQuotes46>>@drawable/my_action_bTutton_overflow</item><newline46mondego></style><newline46mondego>"
"9315splitHere46","16036350splitHere46","<application<newline46mondego>    android:theme=<doubleQuotes46>@style/MyTheme<doubleQuotes46> ><newline46mondego>"
"9316splitHere46","16036419splitHere46","Stoof stoofObject = new Stoof();<newline46mondego>"
"9317splitHere46","16036419splitHere46","NewJavaStoof stoofObject = new NewJavaStoof();<newline46mondego>"
"9318splitHere46","16036492splitHere46","HttpPost post = new HttpPost(<doubleQuotes46>http://localhost/<doubleQuotes46> + scriptName);"
"9319splitHere46","16036492splitHere46","HttpPost post = new HttpPost(<doubleQuotes46>http://localhost/<doubleQuotes46> + scriptName + <doubleQuotes46>.php<doubleQuotes46>);"
"9320splitHere46","16036618splitHere46","(1-2i)*(3-4i)"
"9321splitHere46","16036618splitHere46","+"
"9322splitHere46","16036618splitHere46","str.lastIndexOf(<doubleQuotes46>+<doubleQuotes46>)"
"9323splitHere46","16036618splitHere46","str.indexOf(<doubleQuotes46>)<doubleQuotes46>)"
"9324splitHere46","16036618splitHere46","sign1"
"9325splitHere46","16036618splitHere46","if(str.indexOf(<doubleQuotes46>+<doubleQuotes46>)!= -1 && str.indexOf(<doubleQuotes46>+<doubleQuotes46>) < str.indexOf(<doubleQuotes46>)<doubleQuotes46>))<newline46mondego>"
"9326splitHere46","16036669splitHere46","B"
"9327splitHere46","16036669splitHere46","B"
"9328splitHere46","16036669splitHere46","get"
"9329splitHere46","16036669splitHere46","S"
"9330splitHere46","16036669splitHere46","T"
"9331splitHere46","16036669splitHere46","B<? extends SS>"
"9332splitHere46","16036669splitHere46","B"
"9333splitHere46","16036669splitHere46","BT get()"
"9334splitHere46","16036669splitHere46","T get()"
"9335splitHere46","16036669splitHere46","T"
"9336splitHere46","16036669splitHere46","BT"
"9337splitHere46","16036669splitHere46","SS"
"9338splitHere46","16036669splitHere46","T"
"9339splitHere46","16036669splitHere46","S"
"9340splitHere46","16036743splitHere46","currency.setViewAdapter(new CopyOfSecondWheelAdapter(this));<newline46mondego>"
"9341splitHere46","16036743splitHere46","new loadingTask().execute();<newline46mondego>"
"9342splitHere46","16036743splitHere46","yourAdapter.notifyDataSetChanged();  <newline46mondego>"
"9343splitHere46","16037217splitHere46","public class Response {<newline46mondego>  @SerializedName(<doubleQuotes46>ResultData<doubleQuotes46>)<newline46mondego>  public ResultData resultData;<newline46mondego>}<newline46mondego>"
"9344splitHere46","16037217splitHere46","public class ResultData {<newline46mondego>  @SerializedName(<doubleQuotes46>GridRecords<doubleQuotes46>)<newline46mondego>  public List<GridRecord> gridRecords;<newline46mondego>  @SerializedName(<doubleQuotes46>Totalrecords<doubleQuotes46>)<newline46mondego>  public int totalrecords;<newline46mondego>}<newline46mondego>"
"9345splitHere46","16037217splitHere46","public class GridRecord {<newline46mondego>  @SerializedName(<doubleQuotes46>AddedTime<doubleQuotes46>)<newline46mondego>  public String addedTime;<newline46mondego>  @SerializedName(<doubleQuotes46>TransactId<doubleQuotes46>)<newline46mondego>  public String transactId;<newline46mondego>  //other fields...<newline46mondego>}<newline46mondego>"
"9346splitHere46","16037217splitHere46","Gson gson = new Gson();<newline46mondego>Response data = gson.fromJson(responseString, Response.class);<newline46mondego>"
"9347splitHere46","16037217splitHere46","data.resultData.gridRecords.transactId;<newline46mondego>"
"9348splitHere46","16037217splitHere46","addedTime"
"9349splitHere46","16037217splitHere46","String"
"9350splitHere46","16037217splitHere46","Date"
"9351splitHere46","16037217splitHere46","Response"
"9352splitHere46","16037217splitHere46","String"
"9353splitHere46","16037217splitHere46","Map"
"9354splitHere46","16037217splitHere46","@SerializedName"
"9355splitHere46","16037217splitHere46","public"
"9356splitHere46","16037217splitHere46","private/protected"
"9357splitHere46","16037217splitHere46","getters"
"9358splitHere46","16037217splitHere46","setters"
"9359splitHere46","16037241splitHere46","class Bot {<newline46mondego>    Thread thread = null;<newline46mondego>    private String name;<newline46mondego>    volatile boolean stop = false;<newline46mondego>    Bot(String name) {<newline46mondego>        this.name = name;<newline46mondego>    }<newline46mondego>    public String getName() {<newline46mondego>        return name;<newline46mondego>    }<newline46mondego>    public void run() {<newline46mondego>        thread = new Thread(new Runnable(){<newline46mondego>            public void run(){<newline46mondego>                while(!stop) {<newline46mondego>                    ...<newline46mondego>                }<newline46mondego>            }<newline46mondego>        };<newline46mondego>        thread.start();<newline46mondego>    }<newline46mondego>    public void stop() {<newline46mondego>        stop = true;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9360splitHere46","16037241splitHere46","public class botGame{<newline46mondego>    Map<String, Bot> bots = new Map<String, Bot>();<newline46mondego><newline46mondego>    public void makeNewBot(String name) {<newline46mondego>        bots.put(name, new(Bot(name)));<newline46mondego>    }<newline46mondego><newline46mondego>    public void startBot(String name) {<newline46mondego>        bots.get(name).run();  // TODO: Add check for wrong name<newline46mondego>    }<newline46mondego><newline46mondego>    public void stopBot(String name) {<newline46mondego>        bots.get(name).stop(); // TODO: Add check for wrong name<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9361splitHere46","16037324splitHere46","if(identityText.matches(MATCH_USER_DOMAIN_PORT)){                                <newline46mondego>     Pattern p = Pattern.compile(MATCH_USER_DOMAIN_PORT);<newline46mondego>     Matcher m = p.matcher(identityText);<newline46mondego>     while(m.find()){<newline46mondego>        user = m.group(1);<newline46mondego>        domain= m.group(2);<newline46mondego>        port= m.group(3);<newline46mondego>    }<newline46mondego>} <newline46mondego>"
"9362splitHere46","16037380splitHere46","/**<newline46mondego> * @generated<newline46mondego> */<newline46mondego>public class LoadDataAction {<newline46mondego>"
"9363splitHere46","16037419splitHere46","O"
"9364splitHere46","16037436splitHere46","Calender"
"9365splitHere46","16037436splitHere46","Time deTime = new Time(<doubleQuotes46>Europe/Berlin<doubleQuotes46>);<newline46mondego>deTime.setToNow();<newline46mondego>deTime.format(<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>"
"9366splitHere46","16037436splitHere46","deTime.format(<doubleQuotes46>%c<doubleQuotes46>);<newline46mondego>"
"9367splitHere46","16037465splitHere46","id"
"9368splitHere46","16037465splitHere46","#{rowIndex}"
"9369splitHere46","16037465splitHere46","id"
"9370splitHere46","16037465splitHere46","#{rowIndex}"
"9371splitHere46","16037465splitHere46","0"
"9372splitHere46","16037465splitHere46","<p:commandLink>"
"9373splitHere46","16037465splitHere46","id=<doubleQuotes46>row<doubleQuotes46>"
"9374splitHere46","16037465splitHere46","Integer rowIndex = (Integer) ae.getComponent().getNamingContainer().getAttributes().get(<doubleQuotes46>rowIndex<doubleQuotes46>);<newline46mondego>"
"9375splitHere46","16037465splitHere46","UIComponent#getNamingContainer()"
"9376splitHere46","16037465splitHere46","UIData"
"9377splitHere46","16037465splitHere46","rowIndex"
"9378splitHere46","16037465splitHere46","UICommand commandLink = (UICommand) ae.getComponent();<newline46mondego>UIData dataTable = (UIData) commandLink.getNamingContainer();<newline46mondego>Integer rowIndex = dataTable.getRowIndex();<newline46mondego>"
"9379splitHere46","16037738splitHere46","java -version"
"9380splitHere46","16037738splitHere46","java -jar yourApp.jar ..."
"9381splitHere46","16037870splitHere46","getDelimiter()"
"9382splitHere46","16037870splitHere46","getDelimiter().toCharArray();"
"9383splitHere46","16037870splitHere46","if (getDelimiter().equalsIgnoreCase(<doubleQuotes46>\\t<doubleQuotes46>)) then use String.valueOf('\t')<newline46mondego>"
"9384splitHere46","16037978splitHere46","PipedInputStream pin = new PipedInputStream();<newline46mondego>PipedOutputStream pout = new PipedOutputStream(pin);<newline46mondego>EncryptionPipe pipe = new EncryptionPipe(5, pout, in, cipher, mac, metaData);<newline46mondego>//EncryptionPipe(int interval, OutputStream out, InputStream in<newline46mondego>//              ,Cipher cipher, Mac mac, byte[] metaData)<newline46mondego>pipe.start();<newline46mondego>return pin;<newline46mondego>"
"9385splitHere46","16037978splitHere46","public class EncryptionPipe extends Thread {<newline46mondego>    ...<newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        try {<newline46mondego>            mac.update(metaData);<newline46mondego>            out.write(metaData);<newline46mondego><newline46mondego>            byte[] buf = new byte[1024];<newline46mondego>            int bytesRead = 0;<newline46mondego>            byte[] crypted;<newline46mondego>            byte[] hmac;<newline46mondego>            while ((bytesRead = in.read(buf)) != -1) {<newline46mondego>                if (bytesRead < buf.length) {<newline46mondego>                    //the doFinal methods add padding if necessary, important detail!<newline46mondego>                    crypted = cipher.doFinal(buf, 0, bytesRead);<newline46mondego>                    hmac = mac.doFinal(crypted);<newline46mondego><newline46mondego>                    ByteArrayOutputStream bytes = new ByteArrayOutputStream();<newline46mondego>                    bytes.write(crypted);<newline46mondego>                    bytes.write(hmac);<newline46mondego>                    crypted = bytes.toByteArray();<newline46mondego>                    bytesRead = crypted.length;<newline46mondego>                    bytes.close();<newline46mondego>                } else {<newline46mondego>                    crypted = cipher.update(buf, 0, bytesRead);<newline46mondego>                    mac.update(crypted, 0, bytesRead);<newline46mondego>                }<newline46mondego>                out.write(crypted, 0, bytesRead);<newline46mondego>                synchronized (this) {<newline46mondego>                    this.wait(interval);<newline46mondego>                }<newline46mondego>            }<newline46mondego>            out.close();<newline46mondego>            ...<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9386splitHere46","16038055splitHere46","Service<Void> service = new Service<>(task);<newline46mondego><newline46mondego>@FXML protected void launch(ActionEvent event){<newline46mondego>     if (!service.isRunning()) {<newline46mondego>        service.reset();<newline46mondego>        service.start();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9387splitHere46","16038091splitHere46","println"
"9388splitHere46","16038091splitHere46","println"
"9389splitHere46","16038091splitHere46","Do3"
"9390splitHere46","16038091splitHere46","if (x==3){<newline46mondego>    System.out.println();<newline46mondego>    System.out.println(<doubleQuotes46>Do<doubleQuotes46>+x);<newline46mondego>}<newline46mondego>"
"9391splitHere46","16038091splitHere46","x"
"9392splitHere46","16038165splitHere46","hadoop fs -rm /dir/*"
"9393splitHere46","16038165splitHere46","FileSystem fs = dir.getFileSystem(getConf());<newline46mondego>RemoteIterator<LocatedFileStatus> it = fs.listFiles(dir, false);<newline46mondego>while (it.hasNext()) {<newline46mondego>    fs.delete(it.next().getPath(), false);<newline46mondego>}<newline46mondego>"
"9394splitHere46","16038242splitHere46","ProgressIndicator indicator = new ProgressIndicator();<newline46mondego>ProgressIndicatorSkin indicatorSkin = new ProgressIndicatorSkin(indicator);<newline46mondego>final Text text = (Text) indicatorSkin.lookup(<doubleQuotes46>.percentage<doubleQuotes46>);<newline46mondego>indicator.progressProperty().addListener(new ChangeListener<Number>() {<newline46mondego>    @Override<newline46mondego>    public void changed(ObservableValue<? extends Number> ov, Number t, Number newValue) {<newline46mondego>        // If progress is 100% then show Text<newline46mondego>        if (newValue.doubleValue() >= 1) {<newline46mondego>            // This text replaces <doubleQuotes46>Done<doubleQuotes46><newline46mondego>            text.setText(<doubleQuotes46>Foo<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>indicator.skinProperty().set(indicatorSkin);<newline46mondego>indicator.setProgress(1);<newline46mondego>"
"9395splitHere46","16038269splitHere46","class GenericMap extends HashMap<Class<?>, Object> {<newline46mondego><newline46mondego>    public <T> T putClassAndInstance(Class<T> c, T o){<newline46mondego>        return c.cast(super.put(c, o));<newline46mondego>    }<newline46mondego><newline46mondego>    public <T> T getInstance(Class<T> c) {<newline46mondego>        return c.cast(super.get(c));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9396splitHere46","16038269splitHere46","GenericMap map = new GenericMap();<newline46mondego><newline46mondego>map.putClassAndInstance(User.class, new User()); // valid<newline46mondego>map.putClassAndInstance(User.class, new UserSubclass()); // valid<newline46mondego>map.putClassAndInstance(Role.class, new Role()); // valid<newline46mondego>map.putClassAndInstance(User.class, new Role()); // invalid, compiler error<newline46mondego>"
"9397splitHere46","16038290splitHere46","RankedObj x = new RankedObj(1);<newline46mondego>RankedObj y = new RankedObj(3);<newline46mondego>System.out.println(x.compareTo(y)); // -2<newline46mondego>System.out.println(y.compareTo(x)); // -1<newline46mondego>"
"9398splitHere46","16038290splitHere46","o1.i"
"9399splitHere46","16038290splitHere46","o1.i - o2.i"
"9400splitHere46","16038290splitHere46","@Override<newline46mondego>public int compareTo(RankedObj o) {<newline46mondego>    // Handle equality first<newline46mondego>    if (this.i == o.i) {<newline46mondego>        return 0;<newline46mondego>    }<newline46mondego>    // Handle the magic value correctly on *both* sides<newline46mondego>    if(this.i == 3) {<newline46mondego>        return -1;<newline46mondego>    }<newline46mondego>    if (o.i == 3) {<newline46mondego>        return 1;<newline46mondego>    }<newline46mondego>    // Fall back to normal comparsions<newline46mondego>    return Integer.compare(i, o.i);<newline46mondego>}<newline46mondego>"
"9401splitHere46","16038325splitHere46","<doubleQuotes46>Page X of Y<doubleQuotes46>"
"9402splitHere46","16038325splitHere46","Page \d+ of \d+<newline46mondego>"
"9403splitHere46","16038325splitHere46","Page 14 of 203<newline46mondego>"
"9404splitHere46","16038325splitHere46","14"
"9405splitHere46","16038325splitHere46","203"
"9406splitHere46","16038325splitHere46","\d+"
"9407splitHere46","16038325splitHere46","<doubleQuotes46>14<doubleQuotes46>"
"9408splitHere46","16038325splitHere46","<doubleQuotes46>203<doubleQuotes46>"
"9409splitHere46","16038325splitHere46","Page (\d+) of (\d+)<newline46mondego>"
"9410splitHere46","16038325splitHere46","Matcher"
"9411splitHere46","16038325splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>Page (\\d+) of (\\d+)<doubleQuotes46>);<newline46mondego>String text = <doubleQuotes46>Page 14 of 203<doubleQuotes46>;<newline46mondego>Matcher m = p.matcher(text);<newline46mondego>if (m.find()) {<newline46mondego>    System.out.println(m.group(1));<newline46mondego>    System.out.println(m.group(2));<newline46mondego>}<newline46mondego>"
"9412splitHere46","16038325splitHere46","14"
"9413splitHere46","16038325splitHere46","203"
"9414splitHere46","16038587splitHere46","mouseEntered"
"9415splitHere46","16038587splitHere46","mouseExited"
"9416splitHere46","16038587splitHere46","JPanel source = (JPanel)e.getSource();<newline46mondego>//Edit the searchPanel here<newline46mondego>"
"9417splitHere46","16038587splitHere46","searchPanel"
"9418splitHere46","16038587splitHere46","MouseListener"
"9419splitHere46","16038587splitHere46","JPanel"
"9420splitHere46","16038587splitHere46","Object o = e.getSource();<newline46mondego>if(o instanceof JPanel) {<newline46mondego>    JPanel source = (JPanel)o;<newline46mondego>    //Edit the searchPanel here<newline46mondego>}<newline46mondego>"
"9421splitHere46","16038587splitHere46","JPanel"
"9422splitHere46","16038588splitHere46","private Handler mHandler = new Handler();<newline46mondego><newline46mondego>ballatack.setImageResource(R.drawable.buttonof);<newline46mondego><newline46mondego>mHandler.postDelayed(new Runnable() {<newline46mondego>    @Override<newline46mondego>    public void run() {<newline46mondego>        ballatack.setImageResource(R.drawable.buttonof);<newline46mondego>    }<newline46mondego>}, 5000);<newline46mondego>"
"9423splitHere46","16038608splitHere46","input.nextLine();"
"9424splitHere46","16038608splitHere46","phoneNumber = input.nextLong();"
"9425splitHere46","16038608splitHere46","input.nextLong()"
"9426splitHere46","16038608splitHere46","\n"
"9427splitHere46","16038608splitHere46","input.nextLine()"
"9428splitHere46","16038608splitHere46","\n"
"9429splitHere46","16038608splitHere46","<doubleQuotes46>done<doubleQuotes46>"
"9430splitHere46","16038608splitHere46","input.nextLine()"
"9431splitHere46","16038608splitHere46","\n"
"9432splitHere46","16038725splitHere46","java.lang.NoClassDefFoundError: javax/madia/j3d/Canvas3D<newline46mondego>"
"9433splitHere46","16038898splitHere46","editUser"
"9434splitHere46","16038898splitHere46","public static void editUser(User user) {<newline46mondego>   JPA.em().detach(user); // detach framework managed user object<newline46mondego>   User old = User.findById(user.id); // get old value from database (get original data)<newline46mondego><newline46mondego>   // in this scope, <doubleQuotes46>old<doubleQuotes46> variable has same value as in database<newline46mondego>   ...<newline46mondego><newline46mondego>   user = JPA.em().merge(user); // tell framework to manage user object again and reassign variable reference<newline46mondego>   user.save(); // persist change to database<newline46mondego>}<newline46mondego>"
"9435splitHere46","16039206splitHere46","JInternalFrame"
"9436splitHere46","16039206splitHere46","JDesktopPane"
"9437splitHere46","16039206splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.border.EmptyBorder;<newline46mondego><newline46mondego>public class FrameWithInternalFrames {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Runnable r = new Runnable() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            // the GUI as seen by the user (without frame)<newline46mondego>            JPanel gui = new JPanel(new BorderLayout());<newline46mondego>            gui.setBorder(new EmptyBorder(2, 3, 2, 3));<newline46mondego><newline46mondego>            gui.setPreferredSize(new Dimension(400, 100));<newline46mondego>            gui.setBackground(Color.WHITE);<newline46mondego><newline46mondego>            final JDesktopPane dtp = new JDesktopPane();<newline46mondego>            gui.add(dtp, BorderLayout.CENTER);<newline46mondego><newline46mondego>            JButton newFrame = new JButton(<doubleQuotes46>Add Frame<doubleQuotes46>);<newline46mondego><newline46mondego>            ActionListener listener = new ActionListener() {<newline46mondego>            private int disp = 10;<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                JInternalFrame jif = new JInternalFrame();<newline46mondego>                dtp.add(jif);<newline46mondego>                jif.setLocation(disp, disp);<newline46mondego>                jif.setSize(100,100); // VERY important!<newline46mondego>                disp += 10;<newline46mondego>                jif.setVisible(true);<newline46mondego>            }<newline46mondego>            };<newline46mondego>            newFrame.addActionListener(listener);<newline46mondego><newline46mondego>            gui.add(newFrame, BorderLayout.PAGE_START);<newline46mondego><newline46mondego>            JFrame f = new JFrame(<doubleQuotes46>Demo<doubleQuotes46>);<newline46mondego>            f.add(gui);<newline46mondego>            // Ensures JVM closes after frame(s) closed and<newline46mondego>            // all non-daemon threads are finished<newline46mondego>            f.setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE);<newline46mondego>            // See http://stackoverflow.com/a/7143398/418556 for demo.<newline46mondego>            f.setLocationByPlatform(true);<newline46mondego><newline46mondego>            // ensures the frame is the minimum size it needs to be<newline46mondego>            // in order display the components within it<newline46mondego>            f.pack();<newline46mondego>            // should be done last, to avoid flickering, moving,<newline46mondego>            // resizing artifacts.<newline46mondego>            f.setVisible(true);<newline46mondego>        }<newline46mondego>        };<newline46mondego>        // Swing GUIs should be created and updated on the EDT<newline46mondego>        // http://docs.oracle.com/javase/tutorial/uiswing/concurrency/initial.html<newline46mondego>        SwingUtilities.invokeLater(r);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9438splitHere46","16039237splitHere46","FileWriter"
"9439splitHere46","16039237splitHere46","false"
"9440splitHere46","16039237splitHere46","FileWriter fw = new FileWriter(<doubleQuotes46>output/out.csv<doubleQuotes46>, false);<newline46mondego>"
"9441splitHere46","16039237splitHere46","false"
"9442splitHere46","16039237splitHere46","IOexception"
"9443splitHere46","16039237splitHere46","public static void clearCsv() throws Exception {<newline46mondego>        FileWriter fw = new FileWriter(<doubleQuotes46>output/out.csv<doubleQuotes46>, false); <newline46mondego>        PrintWriter pw = new PrintWriter(fw, false);<newline46mondego>        pw.flush();<newline46mondego>        pw.close();<newline46mondego>        fw.close();<newline46mondego>    }<newline46mondego>"
"9444splitHere46","16039274splitHere46","String s1 = <doubleQuotes46>AB CD #E     F# #GH   I# JK L   M<doubleQuotes46>;<newline46mondego>StringBuilder sb = new StringBuilder();<newline46mondego>boolean keepSpace = false;<newline46mondego>for(int i = 0; i < s1.length; i++){<newline46mondego>    char c = s1.charAt(i);<newline46mondego>    if(keepSpace || c != ' ')<newline46mondego>        sb.append(c);<newline46mondego>    if(c == '#')<newline46mondego>        keepSpace = !keepSpace;<newline46mondego>}<newline46mondego>s1 = sb.toString();<newline46mondego>System.out.println(s1);<newline46mondego>"
"9445splitHere46","16039364splitHere46","CardLayout"
