"1splitHere46","10578007splitHere46","java -help<newline46mondego>"
"9105splitHere46","10791144splitHere46","UriMatcher"
"9106splitHere46","10791144splitHere46","Uri"
"9107splitHere46","10791144splitHere46","ContentProvider"
"9108splitHere46","10791144splitHere46","Application"
"9109splitHere46","10791144splitHere46","Application"
"9110splitHere46","10791144splitHere46","call()"
"9111splitHere46","10791144splitHere46","ContentResolver"
"9112splitHere46","10791144splitHere46","ContentProvider"
"9113splitHere46","10791144splitHere46","query()"
"9114splitHere46","10791144splitHere46","insert()"
"9115splitHere46","10791144splitHere46","Uri"
"9116splitHere46","10791401splitHere46","Square(double width) <newline46mondego>{<newline46mondego>    super(width, width);<newline46mondego>    //this.width = width;<newline46mondego>}<newline46mondego>"
"9117splitHere46","10791401splitHere46","Square"
"9118splitHere46","10791401splitHere46","length"
"9119splitHere46","10791401splitHere46","width"
"9120splitHere46","10791401splitHere46","length"
"9121splitHere46","10791401splitHere46","Square"
"9122splitHere46","10791401splitHere46","public class Square extends Rectangle<newline46mondego>{<newline46mondego>    Square(double width) <newline46mondego>    {<newline46mondego>        super(width, length);<newline46mondego>    }<newline46mondego><newline46mondego>    double getArea() <newline46mondego>    {<newline46mondego>        double area = width * width;<newline46mondego>        return area;<newline46mondego>    }  <newline46mondego><newline46mondego><newline46mondego><newline46mondego>    void show() <newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>Square's width is: <doubleQuotes46> + width) ;<newline46mondego>        System.out.println(<doubleQuotes46>Square's area is: <doubleQuotes46> + getArea());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"9123splitHere46","10791442splitHere46","java -classpath .;opencsv-2.3.jar ClassificationGenerator <newline46mondego>"
"9124splitHere46","10791597splitHere46","private double calculateAverage(List <Integer> marks) {<newline46mondego>  Integer sum = 0;<newline46mondego>  if(!marks.isEmpty()) {<newline46mondego>    for (Integer mark : marks) {<newline46mondego>        sum += mark;<newline46mondego>    }<newline46mondego>    return sum.doubleValue() / marks.size();<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"9125splitHere46","10791635splitHere46","add = (Button) findViewById(R.id.bSub);<newline46mondego>"
"9126splitHere46","10791635splitHere46","sub = (Button) findViewById(R.id.bSub);<newline46mondego>"
"9127splitHere46","10791668splitHere46","string"
"9128splitHere46","10791668splitHere46","UTF-8"
"9129splitHere46","10791678splitHere46","public Book(String bookTitle)<newline46mondego>    {<newline46mondego>        bookTitle = title;<newline46mondego>    }<newline46mondego>"
"9130splitHere46","10792006splitHere46","System.nanoTime"
"9131splitHere46","10792006splitHere46","System.nanoTime"
"9132splitHere46","10792006splitHere46","System.nanoTime"
"9133splitHere46","10792011splitHere46","File"
"9134splitHere46","10792011splitHere46","URL url = file.toURI().toURL();"
"9135splitHere46","10792084splitHere46","String curDir = System.getProperty(<doubleQuotes46>user.dir<doubleQuotes46>);<newline46mondego>"
"9136splitHere46","10792084splitHere46","File GradeList = new File(<doubleQuotes46>GradeList.txt<doubleQuotes46>);<newline46mondego>if(!GradeList.exists()) {<newline46mondego>    System.out.println(<doubleQuotes46>Failed to find file<doubleQuotes46>);<newline46mondego>   //do something<newline46mondego>}<newline46mondego>"
"9137splitHere46","10792084splitHere46","String curDir = System.getProperty(<doubleQuotes46>user.dir<doubleQuotes46>);<newline46mondego>File GradeList = new File(<doubleQuotes46>GradeList.txt<doubleQuotes46>);<newline46mondego>System.out.println(<doubleQuotes46>Current sys dir: <doubleQuotes46> + curDir);<newline46mondego>System.out.println(<doubleQuotes46>Current abs dir: <doubleQuotes46> + GradeList.getAbsolutePath());<newline46mondego>"
"9138splitHere46","10792149splitHere46","DurationOfRun"
"9139splitHere46","10792149splitHere46","ThreadSize"
"9140splitHere46","10792149splitHere46","ExistingRange"
"9141splitHere46","10792149splitHere46","NewRange"
"9142splitHere46","10792149splitHere46","Percentage"
"9143splitHere46","10792149splitHere46","def parseFile (fileHandle):<newline46mondego>    while (currentLine = fileHandle.getNextLine()) != EOF:<newline46mondego>        if currentLine.beginsWith (<doubleQuotes46>DurationOfRun:<doubleQuotes46>):<newline46mondego>            processDurationOfRun (currentLine[14:])<newline46mondego><newline46mondego>        elsif currentLine.beginsWith (<doubleQuotes46>ThreadSize:<doubleQuotes46>):<newline46mondego>            processThreadSize (currentLine[11:])<newline46mondego><newline46mondego>        elsif currentLine.beginsWith (<doubleQuotes46>ExistingRange:<doubleQuotes46>):<newline46mondego>            processExistingRange (currentLine[14:])<newline46mondego><newline46mondego>        elsif currentLine.beginsWith (<doubleQuotes46>NewRange:<doubleQuotes46>):<newline46mondego>            processNewRange (currentLine[9:])<newline46mondego><newline46mondego>        elsif currentLine.beginsWith (<doubleQuotes46>Percentage:<doubleQuotes46>):<newline46mondego>            processPercentage (currentLine[11:])<newline46mondego><newline46mondego>        else<newline46mondego>            raise error<newline46mondego>"
"9144splitHere46","10792149splitHere46","processWhatever()"
"9145splitHere46","10792149splitHere46","processDurationOfRun()"
"9146splitHere46","10792149splitHere46","def processDurationOfRun (line):<newline46mondego>    this.durationOfRun = line.parseAsInt()<newline46mondego>"
"9147splitHere46","10792149splitHere46","-"
"9148splitHere46","10792149splitHere46","def processExistingRange (line):<newline46mondego>    values[] = line.split(<doubleQuotes46>-<doubleQuotes46>)<newline46mondego>    this.existingRangeStart = values[0].parseAsInt()<newline46mondego>    this.existingRangeEnd   = values[1].parseAsInt()<newline46mondego>"
"9149splitHere46","10792149splitHere46","processPercentage()"
"9150splitHere46","10792149splitHere46","-"
"9151splitHere46","10792149splitHere46","key:value"
"9152splitHere46","10792149splitHere46","Previous/30"
"9153splitHere46","10792149splitHere46","New/70"
"9154splitHere46","10792174splitHere46","tr.jar"
"9155splitHere46","10792174splitHere46","rt.jar"
"9156splitHere46","10792174splitHere46","rt.jar"
"9157splitHere46","10792199splitHere46","repaint()"
"9158splitHere46","10792199splitHere46","@Override<newline46mondego>public void mouseClicked(MouseEvent e) {<newline46mondego>    int squareX = (int)e.getX() / SIZE;<newline46mondego>    int squareY = (int)e.getY() / SIZE;<newline46mondego>    grid[squareY][squareX] = !grid[squareY][squareX];<newline46mondego>    repaint();<newline46mondego>}<newline46mondego>"
"9159splitHere46","10792470splitHere46","JSONArray contestantObjects = jObject.getJSONArray(<doubleQuotes46>id<doubleQuotes46>);<newline46mondego>"
"9160splitHere46","10792470splitHere46","id"
"9161splitHere46","10792470splitHere46","<doubleQuotes46>id<doubleQuotes46>:{<doubleQuotes46>inc<doubleQuotes46>:-2024241794,<doubleQuotes46>machine<doubleQuotes46>:415106952,<doubleQuotes46>new<doubleQuotes46>:false,<doubleQuotes46>time<doubleQuotes46>:1337861978000,<doubleQuotes46>timeSecond<doubleQuotes46>:1337861978}<newline46mondego>"
"9162splitHere46","10792470splitHere46","id"
"9163splitHere46","10792470splitHere46","inc"
"9164splitHere46","10792470splitHere46","machine"
"9165splitHere46","10792470splitHere46","new"
"9166splitHere46","10792470splitHere46","time"
"9167splitHere46","10792470splitHere46","timeSecond"
"9168splitHere46","10792470splitHere46","JSONObject idObject = ...getJSONObject(<doubleQuotes46>id<doubleQuotes46>);<newline46mondego>String machine = idObject.get(<doubleQuotes46>machine<doubleQuotes46>);<newline46mondego>"
"9169splitHere46","10792470splitHere46","[]"
"9170splitHere46","10792470splitHere46","<doubleQuotes46>Animals<doubleQuotes46>:[<doubleQuotes46>Pig<doubleQuotes46>, <doubleQuotes46>Cat<doubleQuotes46>, <doubleQuotes46>Dog<doubleQuotes46>]"
"9171splitHere46","10792470splitHere46","<doubleQuotes46>Animals<doubleQuotes46>:[{<doubleQuotes46>name<doubleQuotes46>:<doubleQuotes46>AAA<doubleQuotes46>, <doubleQuotes46>blood<doubleQuotes46>:<doubleQuotes46>A<doubleQuotes46>}, {<doubleQuotes46>name<doubleQuotes46>:<doubleQuotes46>BBB<doubleQuotes46>, <doubleQuotes46>blood<doubleQuotes46>:<doubleQuotes46>B<doubleQuotes46>}]"
"9172splitHere46","10792622splitHere46","public class DataValidationInInterceptor extends AbstractPhaseInterceptor<Message><newline46mondego>{<newline46mondego>public DataValidationInInterceptor()<newline46mondego>{<newline46mondego>    super(Phase.READ);<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public void handleMessage(Message message)<newline46mondego>{<newline46mondego>    OperationResourceInfo ori = message.getExchange().get(OperationResourceInfo.class);<newline46mondego>    Method method = ori.getMethodToInvoke();<newline46mondego>    Class<?>[] types = method.getParameterTypes();<newline46mondego>    Type[] genericParameterTypes = method.getGenericParameterTypes();<newline46mondego><newline46mondego>    for (int i = 0; i < types.length; i++)<newline46mondego>    {<newline46mondego>        Class<?> type = types[i];<newline46mondego>        List obj = (List) message.getContent(List.class);<newline46mondego>        System.out.println(obj);<newline46mondego>        System.out.println(type);<newline46mondego>    }<newline46mondego>}<newline46mondego>}<newline46mondego>"
"9173splitHere46","10792633splitHere46","Activity"
"9174splitHere46","10792633splitHere46","AndroidManifest.xml"
"9175splitHere46","10792633splitHere46","<activity <newline46mondego>    android:name=<doubleQuotes46>com.zafar.login.DashboardActivity<doubleQuotes46> <newline46mondego>    android:label=<doubleQuotes46>@string/app_name<doubleQuotes46>><newline46mondego></activity><newline46mondego>"
"9176splitHere46","10792774splitHere46","Connection"
"9177splitHere46","10792774splitHere46","public class EmployeeDAO {<newline46mondego><newline46mondego>    private Connection conn;<newline46mondego><newline46mondego>    public void setConnection(Connection conn) {<newline46mondego>        this.conn = conn;<newline46mondego>    }<newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>public class BankDAO {<newline46mondego><newline46mondego>    private Connection conn;<newline46mondego><newline46mondego>    public void setConnection(Connection conn) {<newline46mondego>        this.conn = conn;<newline46mondego>    }<newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"9178splitHere46","10792774splitHere46","Connection"
"9179splitHere46","10792774splitHere46","conn.setAutoCommit(false);"
"9180splitHere46","10792774splitHere46","Connection"
"9181splitHere46","10792774splitHere46","conn.commit();"
"9182splitHere46","10792774splitHere46","conn.rollback();"
"9183splitHere46","10792774splitHere46","Connection conn = null;<newline46mondego>try {<newline46mondego>    // getConnection from pool<newline46mondego><newline46mondego>    conn.setAutoCommit(false);<newline46mondego><newline46mondego>    EmployeeDAO employeeDAO = new EmployeeDAO();<newline46mondego>    employeeDAO.setConnection(conn);<newline46mondego><newline46mondego>    BankDAO bankDAO = new BankDAO();<newline46mondego>    bankDAO.setConnection(conn);<newline46mondego><newline46mondego>    // save employee<newline46mondego><newline46mondego>    // save bank details<newline46mondego><newline46mondego>    conn.commit();<newline46mondego><newline46mondego>catch(Exception e) {<newline46mondego>    if (conn != null) {<newline46mondego>        conn.rollback();<newline46mondego>    }<newline46mondego>} finally {<newline46mondego>    if (conn != null) {<newline46mondego>        conn.close();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9184splitHere46","10793008splitHere46","callback({ renderHTML = 'Successful'});<newline46mondego>"
"9185splitHere46","10793053splitHere46","public class TestThread<newline46mondego>{<newline46mondego>    public static void main(String[] args){<newline46mondego>        Thread r=Thread.currentThread();<newline46mondego>        r.setPriority(Thread.MAX_PRIORITY);<newline46mondego>        NewThread hi=new NewThread(Thread.MAX_PRIORITY);<newline46mondego>        NewThread lo=new NewThread(Thread.MIN_PRIORITY);<newline46mondego>        hi.start();<newline46mondego>        lo.start();<newline46mondego>        try{<newline46mondego>            r.sleep(5000);<newline46mondego>        }catch(InterruptedException e){<newline46mondego>            System.out.println(<doubleQuotes46>caught<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        hi.interrupt();<newline46mondego>        lo.interrupt();<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>hi=<doubleQuotes46>+hi.clicker);<newline46mondego>        System.out.println(<doubleQuotes46>lo=<doubleQuotes46>+lo.clicker);<newline46mondego>    }<newline46mondego>}<newline46mondego>class NewThread extends Thread{<newline46mondego>    long clicker=0;<newline46mondego><newline46mondego>    NewThread(int p){<newline46mondego>        setPriority(p);<newline46mondego>    }<newline46mondego>    public void run(){<newline46mondego>        while(true){<newline46mondego>            clicker++;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9186splitHere46","10793075splitHere46","JList"
"9187splitHere46","10793075splitHere46","JTable"
"9188splitHere46","10793075splitHere46","Boolean.class"
"9189splitHere46","10793075splitHere46","getColumnClass()"
"9190splitHere46","10793075splitHere46","Boolean.class"
"9191splitHere46","10793128splitHere46","private int calculateLevelR() {<newline46mondego>      int sum = 0;<newline46mondego>      for (Integer mark: marks) {<newline46mondego>          if(mark < 50)<newline46mondego>              sum += mark;<newline46mondego>          sum = marks.size(); // If mark is less than 50 add mark to sum else sum = size of arrayList<newline46mondego>      }<newline46mondego>      return sum;<newline46mondego>  }<newline46mondego>"
"9192splitHere46","10793128splitHere46","private int calculateLevelR() {<newline46mondego>      int sum = 0;<newline46mondego>      for (Integer mark: marks) {<newline46mondego>          if(mark < 50)<newline46mondego>              sum++; // If mark is less than 50 increment sum<newline46mondego>      }<newline46mondego>      return sum; // finally when check all marks return sum, this sum will represent total number of marks less than 50.<newline46mondego>  }<newline46mondego>"
"9193splitHere46","10793455splitHere46","catch"
"9194splitHere46","10793455splitHere46","String str = null;<newline46mondego><newline46mondego>try {<newline46mondego>    ...<newline46mondego>    str = <doubleQuotes46>condition2<doubleQuotes46>;<newline46mondego>} catch (ApplicationException|IllegalStateException|Exception ex) {<newline46mondego>    str = <doubleQuotes46>condition3<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"9195splitHere46","10793455splitHere46","catch (Exception e)"
"9196splitHere46","10793455splitHere46","Exception"
"9197splitHere46","10793455splitHere46","ApplicationException"
"9198splitHere46","10793455splitHere46","IllegalStateException"
"9199splitHere46","10794115splitHere46","<%@ taglib uri=<doubleQuotes46>http://java.sun.com/jstl/fmt<doubleQuotes46> prefix=<doubleQuotes46>fmt<doubleQuotes46>%><newline46mondego>"
"9200splitHere46","10794115splitHere46","pattern=<doubleQuotes46>MM/dd/yyyy<doubleQuotes46>"
"9201splitHere46","10794115splitHere46","<fmt:formatDate value=<doubleQuotes46>${yourDate}<doubleQuotes46> pattern=<doubleQuotes46>MM/dd/yyyy<doubleQuotes46> /><newline46mondego>"
"9202splitHere46","10794160splitHere46","public class Combination {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        StringBuilder builder = new StringBuilder(<doubleQuotes46>5278<doubleQuotes46>);<newline46mondego>        String str;<newline46mondego>        int lastIndex;<newline46mondego><newline46mondego>        if(builder.length() % 2 == 0) {<newline46mondego>            lastIndex = builder.length() / 2;<newline46mondego>        } else {<newline46mondego>            lastIndex = builder.length() / 2 + 1;<newline46mondego>        }<newline46mondego>        str = builder.toString() + builder.toString().substring(0, lastIndex);<newline46mondego><newline46mondego>        for (int i = 0; i < builder.length(); i++) {<newline46mondego>            System.out.println(str.substring(i, i + 3));<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9203splitHere46","10794160splitHere46","public class Combination {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        char[] digits = Integer.toString(123).toCharArray();<newline46mondego>        for (int i = 0; i < digits.length; i++) {<newline46mondego>            System.out.println(<doubleQuotes46><doubleQuotes46> + digits[i] + digits[(i + 1) % digits.length] + digits[(i + 2) % digits.length]);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"9204splitHere46","10794214splitHere46","ps.setTimestamp(4, m_datetime);<newline46mondego>"
"9205splitHere46","10794214splitHere46","m_datetime"
"9206splitHere46","10794214splitHere46","timestamp"
"9207splitHere46","10794214splitHere46","java.sql.Timestamp"
"9208splitHere46","10794240splitHere46","List<List<Integer>> list = Arrays.asList(Arrays.asList(10, 5, 4), <newline46mondego>        Arrays.asList(3, 2, 1), Arrays.asList(7, 8, 6));<newline46mondego>for (List<Integer> l : list) {<newline46mondego>    Collections.sort(l);<newline46mondego>}<newline46mondego>Collections.sort(list, new Comparator<List<Integer>>() {<newline46mondego>    public int compare(List<Integer> o1, List<Integer> o2) {<newline46mondego>        return o1.get(0).compareTo(o2.get(0));<newline46mondego>    }<newline46mondego>});<newline46mondego>System.out.println(list);<newline46mondego>"
"9209splitHere46","10794366splitHere46","return"
"9210splitHere46","10794399splitHere46","callablestatement.registerOutParameter(1, OracleTypes.ARRAY,<doubleQuotes46>DATES<doubleQuotes46>);<newline46mondego>"
"9211splitHere46","10794501splitHere46","Relationships"
"9212splitHere46","10794501splitHere46","@OneToMany"
"9213splitHere46","10794501splitHere46","@ManyToOne"
"9214splitHere46","10794501splitHere46","@OneToOne"
"9215splitHere46","10794501splitHere46","User.java"
"9216splitHere46","10794501splitHere46","Question.java"
"9217splitHere46","10794501splitHere46","@OneToMany"
"9218splitHere46","10794501splitHere46","User"
"9219splitHere46","10794501splitHere46","Question"
"9220splitHere46","10794501splitHere46","@Entity<newline46mondego>public class User extends Model {<newline46mondego>    @Id<newline46mondego>    public Long id;<newline46mondego><newline46mondego>    public String email;<newline46mondego><newline46mondego>    @OneToMany<newline46mondego>    public List<Question> questions;<newline46mondego>}<newline46mondego>"
"9221splitHere46","10794501splitHere46","@Entity<newline46mondego>public class Question extends Model {<newline46mondego>    @Id<newline46mondego>    public Long id;<newline46mondego><newline46mondego>    public String question;<newline46mondego>}<newline46mondego>"
"9222splitHere46","10794501splitHere46","User user = User.find.where().eq(<doubleQuotes46>email<doubleQuotes46>, email).findUnique();<newline46mondego>List<Question> usersQuestion = user.questions;<newline46mondego>"
"9223splitHere46","10794501splitHere46","11.6.2 Relationships"
"9224splitHere46","10794501splitHere46","4.1.2 Query"
"9225splitHere46","10794501splitHere46","select()"
"9226splitHere46","10794501splitHere46","fetch()"
"9227splitHere46","10794718splitHere46","@ComponentScan({<doubleQuotes46>com.my.package.first<doubleQuotes46>,<doubleQuotes46>com.my.package.second<doubleQuotes46>})<newline46mondego>"
"9228splitHere46","10794767splitHere46","UserPrincipal"
"9229splitHere46","10794767splitHere46","JAAS"
"9230splitHere46","10794767splitHere46","NTLM"
"9231splitHere46","10794767splitHere46","SPNEGO"
"9232splitHere46","10794767splitHere46","javax.servlet.http.HttpServletRequest"
"9233splitHere46","10794896splitHere46","String[] array = (String[]) arr.getArray(); //as getArray() returns an java.lang.Object<newline46mondego>"
"9234splitHere46","10794896splitHere46","hashMap.put(<doubleQuotes46>key1<doubleQuotes46>, array[0]);<newline46mondego>hashMap.put(<doubleQuotes46>key2<doubleQuotes46>, array[1]);<newline46mondego>.......<newline46mondego>"
"9235splitHere46","10794988splitHere46","select distinct idEscale from ..."
"9236splitHere46","10794988splitHere46","group by"
"9237splitHere46","10795007splitHere46","ArrayList"
"9238splitHere46","10795046splitHere46","Cursor mCursor = null;<newline46mondego>mCursor.moveToFirst();<newline46mondego>"
"9239splitHere46","10795083splitHere46","<doubleQuotes46>from Payment where vcode=:p_Vcode or (Installment_Vcode=:installmentVcode and<newline46mondego>payment_date>:pdate) order by vcode desc<doubleQuotes46><newline46mondego>"
"9240splitHere46","10795089splitHere46","javaee-api"
"9241splitHere46","10795099splitHere46","boolean someCondition = true;<newline46mondego>    int a = someCondition ? 1 : 2;<newline46mondego>"
"9242splitHere46","10795099splitHere46","a"
"9243splitHere46","10795099splitHere46","int a;<newline46mondego>    if (someCondition)<newline46mondego>        a = 1;<newline46mondego>    else<newline46mondego>        a = 2;<newline46mondego>"
"9244splitHere46","10795260splitHere46","d7(<doubleQuotes46>58gd0}78sq5sQIazuAKpassword"
"9245splitHere46","10795289splitHere46","if(localName.equals(<doubleQuotes46>propname<doubleQuotes46>)){<newline46mondego>"
"9246splitHere46","10795289splitHere46","public class ExampleHandler extends DefaultHandler {<newline46mondego><newline46mondego>    private String item;<newline46mondego>    private boolean inItem = false;<newline46mondego><newline46mondego>    private StringBuilder content;<newline46mondego><newline46mondego>    public ExampleHandler() {<newline46mondego>        items = new Items();<newline46mondego>        content = new StringBuilder();<newline46mondego>    }<newline46mondego><newline46mondego>    public void startElement(String uri, String localName, String qName, <newline46mondego>            Attributes atts) throws SAXException {<newline46mondego>        content = new StringBuilder();<newline46mondego>        if(localName.equalsIgnoreCase(<doubleQuotes46>propname<doubleQuotes46>)) {<newline46mondego>            inItem = true;<newline46mondego>        } else attributes.getValue(<doubleQuotes46>key<doubleQuotes46>);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public void endElement(String uri, String localName, String qName) <newline46mondego>            throws SAXException {<newline46mondego>        if(localName.equalsIgnoreCase(<doubleQuotes46>propname<doubleQuotes46>)) {<newline46mondego>            if(inItem) {<newline46mondego>                item = (content.toString());<newline46mondego>              }<newline46mondego>    }<newline46mondego><newline46mondego>    public void characters(char[] ch, int start, int length) <newline46mondego>            throws SAXException {<newline46mondego>        content.append(ch, start, length);<newline46mondego>    }<newline46mondego><newline46mondego>    public void endDocument() throws SAXException {<newline46mondego>        // you can do something here for example send<newline46mondego>        // the Channel object somewhere or whatever.<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"9247splitHere46","10795353splitHere46","List<Object>(null)"
"9248splitHere46","10795353splitHere46","null"
"9249splitHere46","10795353splitHere46","Object[] { null }"
"9250splitHere46","10795353splitHere46","List<Object>(<doubleQuotes46>string<doubleQuotes46>)"
"9251splitHere46","10795353splitHere46","String[] { <doubleQuotes46>string<doubleQuotes46> }"
"9252splitHere46","10795353splitHere46","Object[] { <doubleQuotes46>string<doubleQuotes46> }"
"9253splitHere46","10795353splitHere46","List<Object>(<doubleQuotes46>string<doubleQuotes46>, Boolean.TRUE)"
"9254splitHere46","10795353splitHere46","public static <T> T[][] toArray(List<List<T>> list, Class<T> clazz) {<newline46mondego>    if (list == null) {<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>    List<T[]> temp = new ArrayList<>();<newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    T[] inner = (T[]) Array.newInstance(clazz, 0);<newline46mondego>    for (List<T> sublist : list) {<newline46mondego>        temp.add(sublist == null ? null : sublist.toArray(inner));<newline46mondego>    }<newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    T[][] outer = (T[][]) Array.newInstance(inner.getClass(), temp.size());<newline46mondego>    return temp.toArray(outer);<newline46mondego>}<newline46mondego>"
"9255splitHere46","10795367splitHere46","public class MyListener implements MessageListener{<newline46mondego>   public void onMessage(Message message){<newline46mondego>      // Read and handle message here.<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"9256splitHere46","10795367splitHere46","session = connection.createSession(false, Session.AUTO_ACKNOWLEDGE);<newline46mondego>consumer = session.createConsumer(<doubleQuotes46>MyQueue<doubleQuotes46>);<newline46mondego>listener = new MyListener ();<newline46mondego>consumer.setMessageListener(listener);<newline46mondego>connection.start(); <newline46mondego>// At this point, messages should arrive from the queue to your listener.<newline46mondego>"
"9257splitHere46","10795500splitHere46","...<newline46mondego>SoapObject result = (SoapObject) env.bodyIn;<newline46mondego>final int size = result.getPropertyCount();<newline46mondego>for (int i = 0; i < size; i++) {<newline46mondego>    SoapObject tempObj = (SoapObject) result.getProperty(i);<newline46mondego>    // accessing operations with the name name and surname<newline46mondego>    tempObj.getPropertyAsString(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>    tempObj.getPropertyAsString(<doubleQuotes46>surname<doubleQuotes46>);<newline46mondego>...<newline46mondego>"
"9258splitHere46","10795584splitHere46","Initializable"
"9259splitHere46","10795584splitHere46","initialize()"
"9260splitHere46","10795584splitHere46","public class Sample implements Initializable {<newline46mondego>    @FXML private TextField userName;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void initialize(URL url, ResourceBundle rb) {<newline46mondego>        Preferences prefs = Preferences.userRoot().node(this.getClass().getName());<newline46mondego>        userName.setText(prefs.get(<doubleQuotes46>userName<doubleQuotes46>, userName.getText()));<newline46mondego>    }    <newline46mondego>}<newline46mondego>"
"9261splitHere46","10795584splitHere46","ResourceBundle"
"9262splitHere46","10795584splitHere46","fxml"
"9263splitHere46","10795584splitHere46","my.properties"
"9264splitHere46","10795584splitHere46","FXMLLoader.load(<newline46mondego>    getClass().getResource(<doubleQuotes46>layout.fxml<doubleQuotes46>),<newline46mondego>    ResourceBundle.getBundle(<doubleQuotes46>my<doubleQuotes46>));<newline46mondego>"
"9265splitHere46","10795584splitHere46","my.properties"
"9266splitHere46","10795584splitHere46","<TextField fx:id=<doubleQuotes46>userName<doubleQuotes46> text=<doubleQuotes46>%userName<doubleQuotes46> /><newline46mondego>"
"9267splitHere46","10795845splitHere46","int cFunction(mydatatype data) ...<newline46mondego>"
"9268splitHere46","10795845splitHere46","class JavaTest {<newline46mondego>    public native int jMethod(int a);<newline46mondego>}<newline46mondego>"
"9269splitHere46","10795845splitHere46","javah"
"9270splitHere46","10795845splitHere46","JNIEXPORT jint JNICALL Java_Javatest_jMethod(JNIEnv*, jobject obj, jint a);<newline46mondego>"
"9271splitHere46","10795845splitHere46","cFunction(mydatatype)"
"9272splitHere46","10795845splitHere46","JNIEXPORT jint JNICALL Java_Javatest_jMethod(JNIEnv*, jobject obj, jint a) {<newline46mondego>    mydatatype data;<newline46mondego>    data.count = a;<newline46mondego>    return (jint) cFunction(data);<newline46mondego>}<newline46mondego>"
"9273splitHere46","10795981splitHere46","<context-param><newline46mondego>    <param-name>contextConfigLocation</param-name><newline46mondego>    <param-value>/WEB-INF/applicationContext.xml</param-value><newline46mondego></context-param><newline46mondego><newline46mondego><newline46mondego><servlet><newline46mondego>    <servlet-name>remoting</servlet-name><newline46mondego>    <servlet-class>org.springframework.web.servlet.DispatcherServlet</servlet-class><newline46mondego>    <init-param><newline46mondego>        <param-name>contextConfigLocation</param-name><newline46mondego>        <param-value>/WEB-INF/applicationContext.xml</param-value><newline46mondego>    </init-param><newline46mondego>    <load-on-startup>0</load-on-startup><newline46mondego></servlet><newline46mondego>"
"9274splitHere46","10795981splitHere46","<context-param><newline46mondego>    <param-name>contextConfigLocation</param-name><newline46mondego>    <param-value>/WEB-INF/applicationContext.xml</param-value><newline46mondego></context-param><newline46mondego><newline46mondego><newline46mondego><servlet><newline46mondego>    <servlet-name>remoting</servlet-name><newline46mondego>    <servlet-class>org.springframework.web.servlet.DispatcherServlet</servlet-class><newline46mondego>    <init-param><newline46mondego>        <param-name>contextConfigLocation</param-name><newline46mondego>        <param-value>/WEB-INF/applicationContext-dispatcher.xml</param-value><newline46mondego>    </init-param><newline46mondego>    <load-on-startup>0</load-on-startup><newline46mondego></servlet><newline46mondego>"
"9275splitHere46","10796081splitHere46","final Properties property = new Properties();<newline46mondego>"
"9276splitHere46","10796081splitHere46","DocumentListener"
