"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"6443splitHere46","3096565splitHere46","<h:form>"
"6444splitHere46","3096565splitHere46","<h:form>"
"6445splitHere46","3096896splitHere46","ProcessBuilder"
"6446splitHere46","3096896splitHere46","stat"
"6447splitHere46","3096951splitHere46","s1.retainAll(s2)"
"6448splitHere46","3096951splitHere46","Set<String> s1 = new HashSet<String>(Arrays.asList(<doubleQuotes46>abc xyz 123<doubleQuotes46>.split(<doubleQuotes46>\\s<doubleQuotes46>)));<newline46mondego>    Set<String> s2 = new HashSet<String>(Arrays.asList(<doubleQuotes46>xyz 000 111<doubleQuotes46>.split(<doubleQuotes46>\\s<doubleQuotes46>)));<newline46mondego>    s1.retainAll(s2);<newline46mondego>    System.out.println(s1.size());<newline46mondego>"
"6449splitHere46","3096986splitHere46","this.sigAlgId = new AlgorithmIdentifier(sigOID, null);<newline46mondego>"
"6450splitHere46","3096986splitHere46","this.sigAlgId = new AlgorithmIdentifier(sigOID);<newline46mondego>"
"6451splitHere46","3097196splitHere46","List"
"6452splitHere46","3097196splitHere46","String"
"6453splitHere46","3097196splitHere46","public class Entry {<newline46mondego>  private String name;<newline46mondego>  private TagList tagList;<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>public class TagList {<newline46mondego><newline46mondego>   private final List<Tag> tags;<newline46mondego><newline46mondego>   public TagList(List<Tag> tags) {<newline46mondego>      this.tags = tags;<newline46mondego>   }<newline46mondego><newline46mondego>   public List<Tag> getTags() {<newline46mondego>      return tags;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6454splitHere46","3097196splitHere46","PropertyEditor"
"6455splitHere46","3097196splitHere46","TagList"
"6456splitHere46","3097196splitHere46","public class TagListEditor extends PropertyEditorSupport {<newline46mondego><newline46mondego>   @Override<newline46mondego>   public void setAsText(String text) throws IllegalArgumentException {<newline46mondego>      TagList tagList = // parse from the text value<newline46mondego>      setValue(tagList);<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public String getAsText() {<newline46mondego>      TagList tagList = (TagList) getValue();<newline46mondego>      return tagList.toString(); // or whatever<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6457splitHere46","3097196splitHere46","@Controller<newline46mondego>public class EntryController {<newline46mondego><newline46mondego>   @InitBinder<newline46mondego>   public void initBinder(WebDataBinder binder) {<newline46mondego>      binder.registerCustomEditor(TagList.class, new TagListEditor());<newline46mondego>   }<newline46mondego><newline46mondego>   // request mappings here<newline46mondego>}<newline46mondego>"
"6458splitHere46","3097400splitHere46","URIEncoding"
"6459splitHere46","3097400splitHere46","/conf/server.xml"
"6460splitHere46","3097400splitHere46","UTF-8"
"6461splitHere46","3097400splitHere46","request.setCharacterEncoding(<doubleQuotes46>UTF-8<doubleQuotes46>)"
"6462splitHere46","3097529splitHere46","def userService<newline46mondego>"
"6463splitHere46","3097640splitHere46","@XmlRootElement(name = <doubleQuotes46>getSingleSignOnTokenResponse<doubleQuotes46>, namespace = <doubleQuotes46>http://convio.com/crm/v1.0<doubleQuotes46>)<newline46mondego>public class SingleSignOnResponseBean<newline46mondego>{<newline46mondego>  @XmlElement(name = <doubleQuotes46>token<doubleQuotes46>, namespace = <doubleQuotes46>http://convio.com/crm/v1.0<doubleQuotes46>)<newline46mondego>  public String token;<newline46mondego>  @XmlElement(name = <doubleQuotes46>cons_id<doubleQuotes46>, namespace = <doubleQuotes46>http://convio.com/crm/v1.0<doubleQuotes46>)<newline46mondego>  public int consId;<newline46mondego>}<newline46mondego>"
"6464splitHere46","3097719splitHere46","List<Callable<String>> tasks = ....;<newline46mondego>Executor ex = Executors.newFixedThreadPool(10);<newline46mondego>ExecutorCompletionService<String> ecs = new ExecutorCompletionService<String>(ex);<newline46mondego>for (Callable<String> task : tasks) <newline46mondego>    ecs.submit(task);<newline46mondego>for(int i = 0; i < tasks.size(); i++) {<newline46mondego>    String result = ecs.take().get();<newline46mondego>    //Do something with result<newline46mondego>}<newline46mondego>"
"6465splitHere46","3097956splitHere46","column"
"6466splitHere46","3097956splitHere46","formula"
"6467splitHere46","3097956splitHere46","<many-to-one name=<doubleQuotes46>homeAddress<doubleQuotes46> class=<doubleQuotes46>Address<doubleQuotes46><newline46mondego>        insert=<doubleQuotes46>false<doubleQuotes46> update=<doubleQuotes46>false<doubleQuotes46>><newline46mondego>    <column name=<doubleQuotes46>person_id<doubleQuotes46> not-null=<doubleQuotes46>true<doubleQuotes46> length=<doubleQuotes46>10<doubleQuotes46>/><newline46mondego>    <formula>'MAILING'</formula><newline46mondego></many-to-one><newline46mondego>"
"6468splitHere46","3097956splitHere46","@ManyToOne<newline46mondego>@Formula(value=<doubleQuotes46>( select v_pipe_offerprice.offerprice_fk from v_pipe_offerprice where v_pipe_offerprice.id = id )<doubleQuotes46>)<newline46mondego>public OfferPrice getOfferPrice() { return offerPrice; } <newline46mondego>"
"6469splitHere46","3097956splitHere46","@JoinColumnsOrFormula"
"6470splitHere46","3097956splitHere46","@ManyToOne<newline46mondego>@JoinColumnsOrFormulas(<newline46mondego>{ @JoinColumnOrFormula(formula=@JoinFormula(value=<doubleQuotes46>SUBSTR(product_idnf, 1, 3)<doubleQuotes46>, referencedColumnName=<doubleQuotes46>product_idnf<doubleQuotes46>)) })<newline46mondego>@Fetch(FetchMode.JOIN)<newline46mondego>private Product productFamily;<newline46mondego>"
"6471splitHere46","3097957splitHere46","OutputStream os = response.getOutputStream();<newline46mondego><newline46mondego>    PropertyValue[] properties = new PropertyValue[2];<newline46mondego>    PropertyValue property = new PropertyValue();<newline46mondego>    property.Name = <doubleQuotes46>FilterName<doubleQuotes46>;<newline46mondego>    property.Value = FORMAT_WORD_97;<newline46mondego>    properties[0] = property;<newline46mondego>    PropertyValue streamProp = new PropertyValue();<newline46mondego>    streamProp.Name = <doubleQuotes46>OutputStream;<newline46mondego>    streamProp.Value = os;<newline46mondego>    properties[1] = streamProp;<newline46mondego><newline46mondego>    storable.storeAsURL(<doubleQuotes46>private:stream<doubleQuotes46>, properties);<newline46mondego>"
"6472splitHere46","3098148splitHere46","import java.util.Random;<newline46mondego><newline46mondego>public class TestThreads<newline46mondego>{<newline46mondego>    private DistanceSensor dist;<newline46mondego>    private Thread distanceThread;<newline46mondego>    public TestThreads()<newline46mondego>    {<newline46mondego>        this.dist = new DistanceSensor();<newline46mondego>        this.distanceThread = new Thread(this.dist);<newline46mondego>        this.distanceThread.start();<newline46mondego>    }<newline46mondego><newline46mondego>    public int getDistance()<newline46mondego>    {<newline46mondego>        return this.dist.getMeasurement();<newline46mondego>    }<newline46mondego><newline46mondego>    public void pauseDistanceSensor()<newline46mondego>    {<newline46mondego>      dist.setPaused(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public void resumeDistanceSensor()<newline46mondego>    {<newline46mondego>      dist.setPaused(false);<newline46mondego>    }<newline46mondego><newline46mondego>    public void finish() {<newline46mondego>      dist.setDone();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        TestThreads test = new TestThreads();<newline46mondego>        long timestamp = System.currentTimeMillis();<newline46mondego>        System.out.println(<doubleQuotes46>Starting at <doubleQuotes46>+timestamp);<newline46mondego>        System.out.println(<doubleQuotes46>1: <doubleQuotes46>+test.getDistance());<newline46mondego>        try {<newline46mondego>            Thread.sleep(1000);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            // TODO Auto-generated catch block<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>2: <doubleQuotes46>+test.getDistance());<newline46mondego>        try {<newline46mondego>            Thread.sleep(1000);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            // TODO Auto-generated catch block<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>waiting distance sensor and making 3 getDistance calls then sleeping main thread for 1 second - all 3 getDistance calls should be printed when the sleep ends<doubleQuotes46>);<newline46mondego>        test.pauseDistanceSensor();<newline46mondego>        System.out.println(<doubleQuotes46>3: <doubleQuotes46>+test.getDistance());<newline46mondego>        System.out.println(<doubleQuotes46>4: <doubleQuotes46>+test.getDistance());<newline46mondego>        System.out.println(<doubleQuotes46>5: <doubleQuotes46>+test.getDistance());<newline46mondego>        try {<newline46mondego>            Thread.sleep(1000);<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            // TODO Auto-generated catch block<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>Alive! Notifying the thread<doubleQuotes46>);<newline46mondego>        test.resumeDistanceSensor();<newline46mondego>        System.out.println(<doubleQuotes46>Done at <doubleQuotes46>+System.currentTimeMillis());<newline46mondego>        test.finish();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class DistanceSensor implements Runnable<newline46mondego>{<newline46mondego>    private final Random gen = new Random(54);<newline46mondego>    private int currentVal;<newline46mondego>    private boolean done = false, paused = false;<newline46mondego>    public DistanceSensor()<newline46mondego>    {<newline46mondego>        this.currentVal = this.gen.nextInt(1500);<newline46mondego>    }<newline46mondego><newline46mondego>    public void run()<newline46mondego>    {<newline46mondego>        while(!getDone()) {<newline46mondego>          if(!getPaused()) synchronized(this) {this.currentVal = this.gen.nextInt(1500);}<newline46mondego>          synchronized(this) {<newline46mondego>            try {<newline46mondego>              wait(500);<newline46mondego>            } catch(InterruptedException ex) {<newline46mondego>              ex.printStackTrace();<newline46mondego>            }<newline46mondego>          }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public synchronized int getMeasurement()<newline46mondego>    {<newline46mondego>        return this.currentVal;<newline46mondego>    }<newline46mondego><newline46mondego>    public synchronized boolean getPaused() {return paused;}<newline46mondego>    public synchronized boolean getDone() {return done;}<newline46mondego>    public synchronized void setPaused(boolean p) {paused = p;}<newline46mondego>    public synchronized void setDone() {done = true;notify();}<newline46mondego>}<newline46mondego>"
"6473splitHere46","3098188splitHere46","dep-vA.jar"
"6474splitHere46","3098188splitHere46","Class-Path"
"6475splitHere46","3098188splitHere46","MANIFEST.MF"
"6476splitHere46","3098206splitHere46","URI uri = new URI(DeliciousApi.generateRequestToken(), true);<newline46mondego>"
"6477splitHere46","3098220splitHere46","createRfcommSocketToServiceRecord"
"6478splitHere46","3098220splitHere46","listenUsingRfcommWithServiceRecord"
"6479splitHere46","3098220splitHere46","listenUsingRfcommWithServiceRecord"
"6480splitHere46","3099011splitHere46","Executors"
"6481splitHere46","3099011splitHere46","Arrays"
"6482splitHere46","3099011splitHere46","Collections"
"6483splitHere46","3099011splitHere46","static"
"6484splitHere46","3099011splitHere46","synchronized"
"6485splitHere46","3099011splitHere46","synchronized"
"6486splitHere46","3099011splitHere46","volatile"
"6487splitHere46","3099123splitHere46","public static Element translate(XmlObject o)<newline46mondego>{<newline46mondego>  org.w3c.Document docOld = (org.w3c.dom.Document) o.newDomNode();<newline46mondego>  nu.xom.Document docNew = DOMConverter.convert(docOld);<newline46mondego>  return docNew.getRootElement();<newline46mondego>}<newline46mondego>"
"6488splitHere46","3099556splitHere46","propertySpecified"
"6489splitHere46","3099566splitHere46","Object obj = mapOverlays.get(0); // remember first item<newline46mondego>mapOverlays.clear(); // clear complete list<newline46mondego>mapOverlays.add(obj); // add first item<newline46mondego>"
"6490splitHere46","3099911splitHere46","com.sun.xml.bind"
"6491splitHere46","3099911splitHere46","com.sun.xml.internal.bind"
"6492splitHere46","3100063splitHere46","InputStreamReader inp = new InputStreamReader(in, Charset.forName(<doubleQuotes46>ISO-8859-2<doubleQuotes46>));<newline46mondego>BufferedReader rd = new BufferedReader(inp);<newline46mondego>String l;<newline46mondego>while ((l = rd.readLine()) != null) {<newline46mondego>   ...<newline46mondego>}<newline46mondego>"
"6493splitHere46","3100063splitHere46","UnsupportedCharsetException"
"6494splitHere46","3100063splitHere46","inp.getEncoding()"
"6495splitHere46","3100094splitHere46","system(<doubleQuotes46>java com.something.Some<doubleQuotes46>)<newline46mondego>"
"6496splitHere46","3100178splitHere46","FuelBrand"
"6497splitHere46","3100178splitHere46","FuelBrand"
"6498splitHere46","3100178splitHere46","FuelStation"
"6499splitHere46","3100362splitHere46","private Date empdob;<newline46mondego><newline46mondego>public void setEmpdobString(String s) {<newline46mondego>    this.empdob = someDateFormatter.parse(s);<newline46mondego>}<newline46mondego><newline46mondego>public Date getEmpdobDate() {<newline46mondego>    return empdob;<newline46mondego>}  <newline46mondego>"
"6500splitHere46","3100362splitHere46","private Date empdob;  <newline46mondego><newline46mondego>   public Date getEmpdobDate() {  <newline46mondego>     return this.empdob;  <newline46mondego>   }  <newline46mondego><newline46mondego>   public void setEmpdobDate(Date empdob) {  <newline46mondego>     this.empdob = empdob;  <newline46mondego>   }  <newline46mondego><newline46mondego>   public String getEmpdobString() {  <newline46mondego>     return someDateFormatter.format(this.empdob);  <newline46mondego>   }  <newline46mondego><newline46mondego>   public void setEmpdobString(String s) {  <newline46mondego>     this.empdob = someDateFormatter.parse(s);  <newline46mondego>   }  <newline46mondego>"
"6501splitHere46","3100363splitHere46","<doubleQuotes46>    foobar    <doubleQuotes46>.replaceAll(<doubleQuotes46>^\\s+<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"6502splitHere46","3100373splitHere46","public long daysBetween(Calendar startDate, Calendar endDate) {<newline46mondego>   Calendar date = (Calendar) startDate.clone();<newline46mondego>   long daysBetween = 0;<newline46mondego>   while (date.before(endDate)) {<newline46mondego>      date.add(Calendar.DAY_OF_MONTH, 1);<newline46mondego>      daysBetween++;<newline46mondego>   }}<newline46mondego>"
"6503splitHere46","3100373splitHere46","/**<newline46mondego>     *<newline46mondego>     * @param c1 from<newline46mondego>     * @param c2 to<newline46mondego>     * @return amount of days between from and to<newline46mondego>     */<newline46mondego>    public int diff(Calendar c1, Calendar c2) {<newline46mondego>        int years = c2.get(Calendar.YEAR) - c1.get(Calendar.YEAR);<newline46mondego>        if (years == 0) {<newline46mondego>            return c2.get(Calendar.DAY_OF_YEAR) - c1.get(Calendar.DAY_OF_YEAR);<newline46mondego>        } else {<newline46mondego>            Calendar endOfYear =  Calendar.getInstance();<newline46mondego>            endOfYear.set(Calendar.YEAR, c1.get(Calendar.YEAR));<newline46mondego>            endOfYear.set(Calendar.MONTH, 11);<newline46mondego>            endOfYear.set(Calendar.DAY_OF_MONTH, 31);<newline46mondego>            int days = endOfYear.get(Calendar.DAY_OF_YEAR) - c1.get(Calendar.DAY_OF_YEAR);<newline46mondego>            for (int i=1;i <years;i++) {<newline46mondego>                endOfYear.add(Calendar.YEAR, 1);<newline46mondego>                days += endOfYear.get(Calendar.DAY_OF_YEAR);<newline46mondego>            }<newline46mondego>            days += c2.get(Calendar.DAY_OF_YEAR);<newline46mondego>            return days;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"6504splitHere46","3100402splitHere46","long minute = 1000*60;<newline46mondego><newline46mondego>Timer timer1 = new Timer();<newline46mondego>long delay1 = 45*minute;<newline46mondego>Timer timer2 = new Timer();<newline46mondego>long delay2 = 15*minute;<newline46mondego>TimerTask tt1;<newline46mondego>TimerTask tt2;<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>tt1 = new TimerTask()<newline46mondego>{<newline46mondego>   public void run()<newline46mondego>   {<newline46mondego>      //do something and:<newline46mondego>      timer2.schedule(tt2, delay2);<newline46mondego>   }<newline46mondego>};<newline46mondego><newline46mondego>tt2 = new TimerTask()<newline46mondego>{<newline46mondego>   public void run()<newline46mondego>   {<newline46mondego>      //do something and:<newline46mondego>      timer1.schedule(tt1, delay1);<newline46mondego>   }<newline46mondego>};<newline46mondego><newline46mondego>timer1.schedule(tt1, delay1);<newline46mondego>"
"6505splitHere46","3100445splitHere46","HttpServletRequest"
"6506splitHere46","3100445splitHere46","@Context"
"6507splitHere46","3100445splitHere46","@GET<newline46mondego>@Produces(<doubleQuotes46>text/plain<doubleQuotes46>)<newline46mondego>public String showIP(@Context HttpServletRequest hsr) {<newline46mondego>   return hsr.getRemoteAddr();<newline46mondego>}<newline46mondego>"
"6508splitHere46","3100593splitHere46","JoinPoint"
"6509splitHere46","3100593splitHere46","getSignature()"
"6510splitHere46","3100593splitHere46","Signature"
"6511splitHere46","3100593splitHere46","MethodSignature"
"6512splitHere46","3100593splitHere46","getReturnType()"
"6513splitHere46","3100616splitHere46","s = s.replaceAll(<doubleQuotes46>[\r\n]+$<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);"
"6514splitHere46","3100616splitHere46","\r"
"6515splitHere46","3100616splitHere46","\n"
"6516splitHere46","3100616splitHere46","[\r\n]"
"6517splitHere46","3100616splitHere46","\r"
"6518splitHere46","3100616splitHere46","\n"
"6519splitHere46","3100616splitHere46","+"
"6520splitHere46","3100616splitHere46","$"
"6521splitHere46","3100616splitHere46","String.trim()"
"6522splitHere46","3100616splitHere46","s = s.trim();<newline46mondego>"
"6523splitHere46","3100616splitHere46","String"
"6524splitHere46","3100616splitHere46","isEmpty()"
"6525splitHere46","3100616splitHere46","trim()"
"6526splitHere46","3100616splitHere46","if (s.trim().isEmpty()) {<newline46mondego>   //...<newline46mondego>}<newline46mondego>"
"6527splitHere46","3100616splitHere46","matches(<doubleQuotes46>\\s*<doubleQuotes46>)"
"6528splitHere46","3100616splitHere46","matches"
"6529splitHere46","3100616splitHere46","^\s*$"
"6530splitHere46","3100697splitHere46","((ImageView)view.findViewById(R.id.imageid)).setOnClickListener(new OnClickListener()<newline46mondego>    {<newline46mondego>        public void onClick(View v)<newline46mondego>        {<newline46mondego>           //something<newline46mondego>        }<newline46mondego>    });     <newline46mondego>"
"6531splitHere46","3100748splitHere46","${weblogic.Name}"
"6532splitHere46","3100748splitHere46","log4j.appender.file.File=/<path>/myapplog_${weblogic.Name}.log<newline46mondego>"
"6533splitHere46","3100748splitHere46","log4j.appender.file.layout.ConversionPattern=%d{yyyy-MM-dd HH\:mm\:ss.SSS} ${weblogic.Name} <myapp> [-] %-5p %m \: %c-(%L) %n<newline46mondego>"
"6534splitHere46","3100809splitHere46","defaultName"
"6535splitHere46","3100809splitHere46","defaultPermission"
"6536splitHere46","3100809splitHere46","defaultValue"
"6537splitHere46","3100820splitHere46","String.split(String regex, int limit)"
"6538splitHere46","3100820splitHere46","limit"
"6539splitHere46","3100820splitHere46","n"
"6540splitHere46","3100820splitHere46","n - 1"
"6541splitHere46","3100820splitHere46","n"
"6542splitHere46","3100820splitHere46","n"
"6543splitHere46","3100820splitHere46","n"
"6544splitHere46","3100820splitHere46","static void dump(String[] ss) {<newline46mondego>    for (String s: ss) {<newline46mondego>        System.out.print(<doubleQuotes46>[<doubleQuotes46> + s + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    System.out.println();<newline46mondego>}<newline46mondego>public static void main(String[] args) {<newline46mondego>    String text = <doubleQuotes46>a-b-c-d---<doubleQuotes46>;<newline46mondego><newline46mondego>    dump(text.split(<doubleQuotes46>-<doubleQuotes46>));<newline46mondego>    // prints <doubleQuotes46>[a][b][c][d]<doubleQuotes46><newline46mondego><newline46mondego>    dump(text.split(<doubleQuotes46>-<doubleQuotes46>, 2));<newline46mondego>    // prints <doubleQuotes46>[a][b-c-d---]<doubleQuotes46><newline46mondego><newline46mondego>    dump(text.split(<doubleQuotes46>-<doubleQuotes46>, -1));<newline46mondego>    // [a][b][c][d][][][]<newline46mondego><newline46mondego>}<newline46mondego>"
"6545splitHere46","3100820splitHere46","Matcher"
"6546splitHere46","3100820splitHere46","substring"
"6547splitHere46","3100820splitHere46","static String[] partition(String s, String regex) {<newline46mondego>    Matcher m = Pattern.compile(regex).matcher(s);<newline46mondego>    if (m.find()) {<newline46mondego>        return new String[] {<newline46mondego>            s.substring(0, m.start()),<newline46mondego>            m.group(),<newline46mondego>            s.substring(m.end()),<newline46mondego>        };<newline46mondego>    } else {<newline46mondego>        throw new NoSuchElementException(<doubleQuotes46>Can't partition!<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>public static void main(String[] args) {<newline46mondego>    dump(partition(<doubleQuotes46>james007bond111<doubleQuotes46>, <doubleQuotes46>\\d+<doubleQuotes46>));<newline46mondego>    // prints <doubleQuotes46>[james][007][bond111]<doubleQuotes46><newline46mondego>}<newline46mondego>"
"6548splitHere46","3100820splitHere46","\d+"
"6549splitHere46","3100820splitHere46","\d"
"6550splitHere46","3100820splitHere46","+"
"6551splitHere46","3100926splitHere46","javax.swing.ProgressMonitorInputStream."
"6552splitHere46","3101012splitHere46","<property name=<doubleQuotes46>target<doubleQuotes46>><newline46mondego>        <value>searchTarget</value><newline46mondego>    </property><newline46mondego>"
"6553splitHere46","3101012splitHere46","<property name=<doubleQuotes46>targetName<doubleQuotes46>><newline46mondego>        <value>searchTarget</value><newline46mondego>    </property><newline46mondego>"
"6554splitHere46","3101012splitHere46","target"
"6555splitHere46","3101057splitHere46","+"
"6556splitHere46","3101178splitHere46","MAVEN_OPTS=<doubleQuotes46>-Xmx512m -XX:MaxPermSize=128m<doubleQuotes46><newline46mondego>"
"6557splitHere46","3101180splitHere46","verify(mock, times(2)).did(<doubleQuotes46>my thing<doubleQuotes46>);<newline46mondego>"
"6558splitHere46","3101180splitHere46","verify(mockService, times(2)).getServices();<newline46mondego>"
"6559splitHere46","3101320splitHere46","Serializable"
"6560splitHere46","3101320splitHere46","@Entity"
"6561splitHere46","3101383splitHere46","ids for this class must be manually assigned before calling save()"
"6562splitHere46","3101383splitHere46","assigned"
"6563splitHere46","3101383splitHere46","assigned"
"6564splitHere46","3101383splitHere46","save()"
"6565splitHere46","3101383splitHere46","<generator>"
"6566splitHere46","3101383splitHere46","native"
"6567splitHere46","3101383splitHere46","identity"
"6568splitHere46","3101383splitHere46","sequence"
"6569splitHere46","3101383splitHere46","hilo"
"6570splitHere46","3101383splitHere46","<class name=<doubleQuotes46>LineItem<doubleQuotes46> table=<doubleQuotes46>`Line Item`<doubleQuotes46>><newline46mondego>  <id name=<doubleQuotes46>id<doubleQuotes46> column=<doubleQuotes46>`Item Id`<doubleQuotes46>/><newline46mondego>    <generator class=<doubleQuotes46>native<doubleQuotes46>/><newline46mondego>  </id><newline46mondego>  ...<newline46mondego></class><newline46mondego>"
"6571splitHere46","3101419splitHere46","javadoc [options] [packagenames] [sourcefiles] [@files]<newline46mondego>"
"6572splitHere46","3101419splitHere46","javadoc -private -d output/directory -sourcepath src/java<newline46mondego>"
"6573splitHere46","3101494splitHere46","Color.WHITE"
"6574splitHere46","3101494splitHere46","makeColorTransparent"
"6575splitHere46","3101494splitHere46","Color.BLUE"
"6576splitHere46","3101518splitHere46","hg com -Am 'savepoint'"
"6577splitHere46","3101518splitHere46","git commit -am 'savepoint'"
"6578splitHere46","3101866splitHere46","public boolean isDuplicateEntry(String email) {<newline46mondego>        Session session = getSession();<newline46mondego>        try {<newline46mondego>            User user = (User) session.get(User.class, email);<newline46mondego>            session.close();<newline46mondego><newline46mondego>            return (null != user);<newline46mondego><newline46mondego>        } catch (RuntimeException e) {<newline46mondego>            log.error(<doubleQuotes46>get failed<doubleQuotes46>, e);<newline46mondego>            session.close();<newline46mondego>            throw e;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"6579splitHere46","3101932splitHere46","arg3"
"6580splitHere46","3101932splitHere46","Digest"
"6581splitHere46","3101974splitHere46","java -cp <doubleQuotes46>abcclient.jar;junit-4.4.jar;myapp.jar;..\lib\*<doubleQuotes46> MyMainClass<newline46mondego>"
"6582splitHere46","3101978splitHere46","org.apache.catalina.core.ApplicationContext"
"6583splitHere46","3101978splitHere46","org.apache.catalina.core.StandardContext"
"6584splitHere46","3101978splitHere46","org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager].level = INFO<newline46mondego>org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager].handlers = \ <newline46mondego>"
"6585splitHere46","3102371splitHere46","List<SelectItem>"
"6586splitHere46","3102371splitHere46","f:selectItems"
"6587splitHere46","3102395splitHere46","Session"
"6588splitHere46","3102395splitHere46","Session"
"6589splitHere46","3102395splitHere46","Session"
"6590splitHere46","3102399splitHere46","which"
"6591splitHere46","3102399splitHere46","which java || exit 1<newline46mondego>"
"6592splitHere46","3102440splitHere46","@RequestMapping(<doubleQuotes46>/news/feed/featurednews/{feedname}<doubleQuotes46>)<newline46mondego>public List<NewsModel> getFeed(String feedname, @RequestParam(<doubleQuotes46>start<doubleQuotes46>, optional) Integer startIndex) {<newline46mondego>   return feedService.getFeaturedNewsByName(feedname);<newline46mondego>}<newline46mondego><newline46mondego>@RequestMapping(<doubleQuotes46>/news/{newsPageName}<doubleQuotes46>)<newline46mondego>public String goToNewsPage(Model m, String newsPageName) {<newline46mondego>   m.addAttribute(<doubleQuotes46>stories<doubleQuotes46>, this.getFeed(newsPageName, 0));<newline46mondego>   return getGenericNewsViewName();<newline46mondego>}<newline46mondego>"
"6593splitHere46","3102449splitHere46","public static void reportThread(String methodName) {<newline46mondego>    //Somehow LOG (println, logging framework)<newline46mondego>    LOG(methodName + <doubleQuotes46> was ran on thread: <doubleQuotes46> + Thread.currentThread().getName());<newline46mondego><newline46mondego>}<newline46mondego>"
"6594splitHere46","3102510splitHere46","Rectangle origin: 0@0 corner: 100@100<newline46mondego>"
"6595splitHere46","3102510splitHere46","TestCase class<newline46mondego>  instanceVariableNames: 'history'<newline46mondego>"
"6596splitHere46","3102510splitHere46","@"
"6597splitHere46","3102510splitHere46","3 + 4"
"6598splitHere46","3102510splitHere46","0@0"
"6599splitHere46","3102510splitHere46","@"
"6600splitHere46","3102510splitHere46","Number"
"6601splitHere46","3102510splitHere46","@"
"6602splitHere46","3102510splitHere46","y"
"6603splitHere46","3102510splitHere46","^Point x: self y: y"
"6604splitHere46","3102510splitHere46","Point"
"6605splitHere46","3102510splitHere46","@"
"6606splitHere46","3102510splitHere46","^Triple x: self x y: self y z: z"
"6607splitHere46","3102655splitHere46","Map<String, Collection<String>> map = ...;<newline46mondego>Multimap<String, String> multimap = ArrayListMultimap.create();<newline46mondego>"
"6608splitHere46","3102655splitHere46","for (String key : map.keySet()) {<newline46mondego>  multimap.putAll(key, map.get(key));<newline46mondego>}<newline46mondego>"
"6609splitHere46","3102655splitHere46","for (Entry<String, Collection<String>> entry : map.entrySet()) {<newline46mondego>  multimap.putAll(entry.getKey(), entry.getValue());<newline46mondego>}<newline46mondego>"
"6610splitHere46","3102904splitHere46","Import-Package: de.foo.bar;resolution:=optional,*<newline46mondego>"
"6611splitHere46","3102930splitHere46","1000000 / frames_per_second"
"6612splitHere46","3102930splitHere46","elapsed_microseconds"
"6613splitHere46","3102930splitHere46","(1000000 / frames_per_second) - elapsed_microseconds<newline46mondego>"
"6614splitHere46","3103405splitHere46","public void add(double amount)<newline46mondego>{<newline46mondego>   balance = balance + amount;<newline46mondego>}<newline46mondego>"
"6615splitHere46","3103405splitHere46","Thread1 - Calls add(100)<newline46mondego>Thread2 - Calls add(200)<newline46mondego>Thread1 - Read balance (0)<newline46mondego>Thread2 - Read balance (0)<newline46mondego>Thread1 - Compute new balance (0+100=100)<newline46mondego>Thread2 - Compute new balance (0+200=200)<newline46mondego>Thread1 - Write balance = 100<newline46mondego>Thread2 - Write balance = 200 (WRONG!)<newline46mondego>"
"6616splitHere46","3103413splitHere46","[^\x20-\x7E]"
"6617splitHere46","3103413splitHere46","boolean containsNonPrintableASCIIChars = string.matches(<doubleQuotes46>.*[^\\x20-\\x7E].*<doubleQuotes46>);<newline46mondego>"
"6618splitHere46","3103538splitHere46","Arrays.asList(array).iterator()"
