"1splitHere46","2439788splitHere46","public int foo() {...}<newline46mondego>public float foo() {..}<newline46mondego><newline46mondego>...<newline46mondego>foo(); // which one?<newline46mondego>"
"5825splitHere46","2617326splitHere46","time = 0;<newline46mondego>while (time <= t.time) {<newline46mondego>    try {<newline46mondego>        Thread.sleep(10);<newline46mondego>    } catch(InterruptedException exc) {<newline46mondego>        System.out.println(<doubleQuotes46>End of thread.<doubleQuotes46>);<newline46mondego>        return;<newline46mondego>    }<newline46mondego>    time += 10;<newline46mondego>}<newline46mondego>"
"5826splitHere46","2617326splitHere46","for (int time = 0; time <= t.time; time += 10) {<newline46mondego>    try {<newline46mondego>        Thread.sleep(10);<newline46mondego>    } catch(InterruptedException exc) {<newline46mondego>        System.out.println(<doubleQuotes46>End of thread.<doubleQuotes46>);<newline46mondego>        return;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5827splitHere46","2617326splitHere46","Thread.sleep()"
"5828splitHere46","2617326splitHere46","long timeToWakeup = System.currentTimeMillis() + t.time;<newline46mondego>long sleepMs = t.time;<newline46mondego>while (sleepMs > 0) {<newline46mondego>    try {<newline46mondego>        Thread.sleep(sleepMs);<newline46mondego>    } catch(InterruptedException exc) {<newline46mondego>        System.out.println(<doubleQuotes46>End of thread.<doubleQuotes46>);<newline46mondego>        return;<newline46mondego>    }<newline46mondego>    sleepMs = timeToWakeup - System.currentTimeMillis());<newline46mondego>}<newline46mondego>"
"5829splitHere46","2617446splitHere46","GetMethodID"
"5830splitHere46","2617446splitHere46","Call<type>Method*"
"5831splitHere46","2617876splitHere46","public static final"
"5832splitHere46","2617928splitHere46","--"
"5833splitHere46","2617928splitHere46","--"
"5834splitHere46","2617928splitHere46","--"
"5835splitHere46","2617928splitHere46","<!----<newline46mondego>  ----<newline46mondego>  - data<newline46mondego>  ----<newline46mondego>  ----<newline46mondego>  ----><newline46mondego>"
"5836splitHere46","2617928splitHere46","- data"
"5837splitHere46","2617928splitHere46","/<?!--.*?-->/"
"5838splitHere46","2617980splitHere46","my.name.first=Bob<newline46mondego>my.name.last=Smith<newline46mondego>my.name.full=Bob Smith<newline46mondego>"
"5839splitHere46","2617980splitHere46","my.name.first=Bob<newline46mondego>my.name.last=Smith<newline46mondego>my.name.full=${my.name.first} ${my.name.last}<newline46mondego>"
"5840splitHere46","2617980splitHere46","ResourceBundle bundle = MyStaticResourceHoldingTheBundle.getBundle();<newline46mondego>Config.set(request, Config.FMT_LOCALIZATION_CONTEXT, new LocalizationContext(bundle, locale));<newline46mondego>"
"5841splitHere46","2617991splitHere46","Color buttonColor = b1.getBackground();<newline46mondego>"
"5842splitHere46","2618162splitHere46","/foo"
"5843splitHere46","2618162splitHere46","foo"
"5844splitHere46","2618417splitHere46","@Override<newline46mondego>public List<Person> searchPersonsWithSimilarBooks(Long[] bookIds) {<newline46mondego>    Criteria similarPersonCriteria = this.getSession().createCriteria(Person.class, <doubleQuotes46>p<doubleQuotes46>);<newline46mondego><newline46mondego>    Criteria bookCriteria = similarPersonCriteria.createCriteria(<doubleQuotes46>ownedBooks<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>);<newline46mondego>    bookCriteria.add(Restrictions.in(<doubleQuotes46>b.id<doubleQuotes46>, bookIds));<newline46mondego><newline46mondego>    similarPersonCriteria.setProjection(Projections.projectionList()<newline46mondego>            .add(Projections.groupProperty(<doubleQuotes46>p.id<doubleQuotes46>), <doubleQuotes46>id<doubleQuotes46>)<newline46mondego>            .add(Projections.rowCount(), <doubleQuotes46>similarBookCount<doubleQuotes46>));<newline46mondego><newline46mondego>    similarPersonCriteria.addOrder(Order.desc(<doubleQuotes46>similarBookCount<doubleQuotes46>));<newline46mondego>    similarPersonCriteria.setResultTransformer(new AliasToBeanResultTransformer(Person.class));<newline46mondego><newline46mondego>    return similarPersonCriteria.list();<newline46mondego>}<newline46mondego>"
"5845splitHere46","2618511splitHere46","DataBase"
"5846splitHere46","2618511splitHere46","Connection c=DataBase.getConnection();<newline46mondego>c.setAutoCommit(false);<newline46mondego>"
"5847splitHere46","2618620splitHere46","Message"
"5848splitHere46","2618620splitHere46","public boolean isMultipart() {<newline46mondego>    return (getContent() instanceof Multipart);<newline46mondego>}<newline46mondego><newline46mondego>public String getContentAsString() {<newline46mondego>    StringBuilder builder = new StringBuilder();<newline46mondego>    // Append using BufferedReader/InputStreamReader. If necessary, do it lazily.<newline46mondego>    return builder.toString();<newline46mondego>}<newline46mondego>"
"5849splitHere46","2618620splitHere46","<c:if test=<doubleQuotes46>${message.multipart}<doubleQuotes46>><newline46mondego>    <c:out value=<doubleQuotes46>${message.contentAsString}<doubleQuotes46> /><newline46mondego></c:if><newline46mondego>"
"5850splitHere46","2619142splitHere46","-Dlog4j.configuration=foobar.txt"
"5851splitHere46","2619218splitHere46","IncomingPacket"
"5852splitHere46","2619218splitHere46","Packet"
"5853splitHere46","2619281splitHere46","/appstats/*"
"5854splitHere46","2619281splitHere46","<urlrewrite><newline46mondego>    <rule><newline46mondego>        <from>^(?!/appstats/)/(.*)$</from><newline46mondego>        <to last=<doubleQuotes46>true<doubleQuotes46>>/app/$1</to><newline46mondego>    </rule><newline46mondego></urlrewrite><newline46mondego>"
"5855splitHere46","2619281splitHere46","/app/*"
"5856splitHere46","2619436splitHere46","public class Bar<T extends Foo> {<newline46mondego>  private final Class<T> clazz;<newline46mondego><newline46mondego>  public class Bar(Class<T> clazz) {<newline46mondego>    this.clazz = clazz;<newline46mondego>  }<newline46mondego><newline46mondego>  public T newInstance() {<newline46mondego>    return clazz.newInstance(); // this will throw checked exceptions<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5857splitHere46","2619436splitHere46","Collections.checkedList()"
"5858splitHere46","2619436splitHere46","List<String> list = Collections.checkedList(new ArrayList<String>(),<newline46mondego>                      String.class);<newline46mondego>"
"5859splitHere46","2619436splitHere46","String"
"5860splitHere46","2619459splitHere46","private Lock playerLock = new ReentrantLock();<newline46mondego>private Condition[] playerConditions = { playerLock.newCondition(), playerLock.newCondition() };<newline46mondego><newline46mondego>// Later on:<newline46mondego>while (data.matchesAmount != 0) {<newline46mondego>  while (number != data.which) {<newline46mondego>    playerConditions[number].await();<newline46mondego>  }<newline46mondego>  // do work here<newline46mondego><newline46mondego>  // now release the other player -- this assumes there are only 2<newline46mondego>  data.which = 1 - number;<newline46mondego>  playerConditions[1 - number].signalAll();<newline46mondego>}<newline46mondego>"
"5861splitHere46","2619459splitHere46","data.which"
"5862splitHere46","2619506splitHere46","super.paintComponent(g)"
"5863splitHere46","2619506splitHere46","paintComponent"
"5864splitHere46","2619506splitHere46","drawString"
"5865splitHere46","2620053splitHere46","StringBuilder"
"5866splitHere46","2620053splitHere46","StringBuffer"
"5867splitHere46","2620053splitHere46","StringBuffer"
"5868splitHere46","2620053splitHere46","StringBuilder"
"5869splitHere46","2620053splitHere46","StringBuilder"
"5870splitHere46","2620053splitHere46","StringBuffer"
"5871splitHere46","2620053splitHere46","StringBuffer"
"5872splitHere46","2620053splitHere46","StringBuilder"
"5873splitHere46","2620053splitHere46","StringBuilder"
"5874splitHere46","2620053splitHere46","StringBuffer sb = new StringBuffer(<doubleQuotes46>teststr<doubleQuotes46>);<newline46mondego>"
"5875splitHere46","2620053splitHere46","sb"
"5876splitHere46","2620053splitHere46","<doubleQuotes46>testString<doubleQuotes46>"
"5877splitHere46","2620053splitHere46","sb"
"5878splitHere46","2620053splitHere46","String"
"5879splitHere46","2620053splitHere46","<doubleQuotes46>testString<doubleQuotes46>"
"5880splitHere46","2620053splitHere46","<doubleQuotes46>teststr<doubleQuotes46>"
"5881splitHere46","2620053splitHere46","<doubleQuotes46>testString<doubleQuotes46>"
"5882splitHere46","2620053splitHere46","StringBuffer sb = new StringBuffer(<doubleQuotes46>teststr<doubleQuotes46>);<newline46mondego>sb.setCharAt(4, 'S');<newline46mondego>sb.append(<doubleQuotes46>ing<doubleQuotes46>);<newline46mondego>assert sb.toString().equals(<doubleQuotes46>testString<doubleQuotes46>);<newline46mondego>"
"5883splitHere46","2620053splitHere46","<doubleQuotes46>tr<doubleQuotes46>"
"5884splitHere46","2620053splitHere46","<doubleQuotes46>tr<doubleQuotes46>"
"5885splitHere46","2620053splitHere46","StringBuffer sb = new StringBuffer(<doubleQuotes46>teststr<doubleQuotes46>);<newline46mondego>sb.replace(4, sb.length(), <doubleQuotes46>String<doubleQuotes46>);<newline46mondego>assert sb.toString().equals(<doubleQuotes46>testString<doubleQuotes46>);<newline46mondego>"
"5886splitHere46","2620053splitHere46","deleteCharAt"
"5887splitHere46","2620053splitHere46","insert"
"5888splitHere46","2620053splitHere46","StringBuffer sb = new StringBuffer(<doubleQuotes46>teststr<doubleQuotes46>);<newline46mondego>sb.deleteCharAt(4);<newline46mondego>sb.insert(4, 'S');<newline46mondego>sb.append(<doubleQuotes46>ing<doubleQuotes46>);<newline46mondego>assert sb.toString().equals(<doubleQuotes46>testString<doubleQuotes46>);<newline46mondego>"
"5889splitHere46","2620053splitHere46","<doubleQuotes46>teststr<doubleQuotes46>"
"5890splitHere46","2620053splitHere46","<doubleQuotes46>testString<doubleQuotes46>"
"5891splitHere46","2620053splitHere46","StringBuffer"
"5892splitHere46","2620053splitHere46","<doubleQuotes46>str<doubleQuotes46>"
"5893splitHere46","2620053splitHere46","<doubleQuotes46>String<doubleQuotes46>"
"5894splitHere46","2620053splitHere46","StringBuffer sb = new StringBuffer(<doubleQuotes46>strtest<doubleQuotes46>);<newline46mondego>int idx = sb.indexOf(<doubleQuotes46>str<doubleQuotes46>);<newline46mondego>sb.replace(idx, idx + 3, <doubleQuotes46>String<doubleQuotes46>);<newline46mondego>assert sb.toString().equals(<doubleQuotes46>Stringtest<doubleQuotes46>);<newline46mondego>"
"5895splitHere46","2620053splitHere46","<doubleQuotes46>str<doubleQuotes46>"
"5896splitHere46","2620053splitHere46","<doubleQuotes46>String<doubleQuotes46>"
"5897splitHere46","2620053splitHere46","StringBuffer"
"5898splitHere46","2620053splitHere46","StringBuffer"
"5899splitHere46","2620053splitHere46","replace(CharSequence, CharSequence)"
"5900splitHere46","2620053splitHere46","String"
"5901splitHere46","2620053splitHere46","String before = <doubleQuotes46>str1str2str3<doubleQuotes46>;<newline46mondego>String after = before.replace(<doubleQuotes46>str<doubleQuotes46>, <doubleQuotes46>String<doubleQuotes46>);<newline46mondego>assert after.equals(<doubleQuotes46>String1String2String3<doubleQuotes46>);<newline46mondego>"
"5902splitHere46","2620053splitHere46","StringBuilder"
"5903splitHere46","2620053splitHere46","StringBuffer"
"5904splitHere46","2620053splitHere46","ensureCapacity"
"5905splitHere46","2620053splitHere46","StringBuffer"
"5906splitHere46","2620053splitHere46","ArrayList"
"5907splitHere46","2620053splitHere46","HashMap"
"5908splitHere46","2620109splitHere46","a"
"5909splitHere46","2620109splitHere46","(//a)[2]<newline46mondego>"
"5910splitHere46","2620109splitHere46","a"
"5911splitHere46","2620109splitHere46","href"
"5912splitHere46","2620109splitHere46","(//a[@href='...'])[2]<newline46mondego>"
"5913splitHere46","2620109splitHere46","//a[2]"
"5914splitHere46","2620109splitHere46","a"
"5915splitHere46","2620109splitHere46","a"
"5916splitHere46","2620109splitHere46","<p>Link <a href=<doubleQuotes46>one.html<doubleQuotes46>>One</a></p><newline46mondego><p>Link <a href=<doubleQuotes46>two.html<doubleQuotes46>>Two</a> and <a href=<doubleQuotes46>three.html<doubleQuotes46>>Three</a>.</p><newline46mondego><p>Link <a href=<doubleQuotes46>four.html<doubleQuotes46>>Four</a> and <a href=<doubleQuotes46>five.html<doubleQuotes46>>Five</a>.</p><newline46mondego>"
"5917splitHere46","2620109splitHere46","(//a)[2]"
"5918splitHere46","2620109splitHere46","//a[2]"
"5919splitHere46","2620109splitHere46","a"
"5920splitHere46","2620440splitHere46","<intercept-url>"
"5921splitHere46","2620440splitHere46","method"
"5922splitHere46","2620440splitHere46","<intercept-url>"
"5923splitHere46","2620468splitHere46","<hibernate-mapping><newline46mondego>    <class name=<doubleQuotes46>com.test.User<doubleQuotes46> table=<doubleQuotes46>user<doubleQuotes46>><newline46mondego>        <id name=<doubleQuotes46>userName<doubleQuotes46> column=<doubleQuotes46>user_name<doubleQuotes46>><newline46mondego>            <generator class=<doubleQuotes46>assigned<doubleQuotes46> /><newline46mondego>        </id><newline46mondego>        <property name=<doubleQuotes46>userCode<doubleQuotes46>><newline46mondego>        <column name=<doubleQuotes46>user_code<doubleQuotes46> /><newline46mondego>        </property><newline46mondego>    </class><newline46mondego></hibernate-mapping><newline46mondego>"
"5924splitHere46","2620481splitHere46","getByteArrayObject()"
"5925splitHere46","2620481splitHere46","public Reader getMediaReader(String arg0) throws IOException {<newline46mondego>     byte[] bytes = getByteArrayObject();<newline46mondego>     return new InputStreamReader(<newline46mondego>                new ByteArrayInputStream(bytes), ENCODING_NAME);<newline46mondego>}<newline46mondego>"
"5926splitHere46","2620481splitHere46","ENCODING_NAME"
"5927splitHere46","2620481splitHere46","arg0"
"5928splitHere46","2620483splitHere46","FObjectDialog fod = new FObjectDialog(this);<newline46mondego>fod.setLocationRelativeTo(this); // A model doesn't set its location automatically relative to its parent  <newline46mondego>fod.setVisible(true);<newline46mondego>// Now this code doesn't continue until the dialog is closed again.<newline46mondego>// So the next code will be executed when it is closed and the data is filled in.<newline46mondego>String name = fod.getName();<newline46mondego>String text = fod.getText();<newline46mondego>// getName() and getText() are just two simple getters (you still have to make) for the two fields their content<newline46mondego>// So return textField.getText();<newline46mondego>"
"5929splitHere46","2620509splitHere46","enum"
"5930splitHere46","2620509splitHere46","MySimpleIt(erator?).PRIME_NUMBERS<newline46mondego>MySimpleIt(erator?).ODD_NUMBERS<newline46mondego>MySimpleIt(erator?).EVEN_NUMBERS<newline46mondego>"
"5931splitHere46","2620509splitHere46","MySimpleIt"
"5932splitHere46","2620509splitHere46","MySimpleIterator"
"5933splitHere46","2620509splitHere46","interface"
"5934splitHere46","2620509splitHere46","enum"
"5935splitHere46","2620509splitHere46","enum SequenceType {<newline46mondego>  PRIME_NUMBERS, ODD_NUMBERS, EVEN_NUMBERS;<newline46mondego>}<newline46mondego>"
"5936splitHere46","2620509splitHere46","int"
"5937splitHere46","2620509splitHere46","interface"
"5938splitHere46","2620509splitHere46","setType"
"5939splitHere46","2620509splitHere46","AbstractIntegerSequencer"
"5940splitHere46","2620509splitHere46","hasNext()"
"5941splitHere46","2620509splitHere46","iterator()"
"5942splitHere46","2620509splitHere46","abstract protected int generateNext()"
"5943splitHere46","2620509splitHere46","@Override"
"5944splitHere46","2620509splitHere46","enum SequenceType"
"5945splitHere46","2620509splitHere46","static"
"5946splitHere46","2620509splitHere46","implements Iterator"
"5947splitHere46","2620509splitHere46","implements Iterator<Integer>"
"5948splitHere46","2620509splitHere46","Iterator<T>"
"5949splitHere46","2620509splitHere46","Iterable<T>"
"5950splitHere46","2620509splitHere46","IntegerSequencer seq = new PrimeSequencer(0, 10);<newline46mondego><newline46mondego>for (int i : seq) {<newline46mondego>  System.out.println(i);<newline46mondego>} // prints <doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>3<doubleQuotes46>, <doubleQuotes46>5<doubleQuotes46>, 7<doubleQuotes46><newline46mondego><newline46mondego>for (int i : seq) {<newline46mondego>  System.out.println(i);<newline46mondego>} // what should it print???<newline46mondego>"
"5951splitHere46","2620509splitHere46","seq implements Iterable<Integer>, Iterator<Integer>"
"5952splitHere46","2620509splitHere46","@Override Iterator<Integer> iterator()"
"5953splitHere46","2620509splitHere46","return this;"
"5954splitHere46","2620509splitHere46","seq"
"5955splitHere46","2620509splitHere46","iterator()"
"5956splitHere46","2620509splitHere46","hasNext()"
"5957splitHere46","2620509splitHere46","seq"
"5958splitHere46","2620509splitHere46","Iterable<Integer>"
"5959splitHere46","2620509splitHere46","Iterator<Integer>"
"5960splitHere46","2620509splitHere46","0"
"5961splitHere46","2620509splitHere46","10"
"5962splitHere46","2620509splitHere46","PrimeGenerator implements Iterator<Integer>"
"5963splitHere46","2620588splitHere46","java -XX:MaxTenuringThreshold=16 <newline46mondego>"
"5964splitHere46","2620588splitHere46","java -XX:-PrintTenuringDistribution<newline46mondego>"
"5965splitHere46","2620609splitHere46","final static Pattern lastIntPattern = Pattern.compile(<doubleQuotes46>[^0-9]+([0-9]+)$<doubleQuotes46>);<newline46mondego>String input = <doubleQuotes46>...<doubleQuotes46>;<newline46mondego>Matcher matcher = lastIntPattern.matcher(input);<newline46mondego>if (matcher.find()) {<newline46mondego>    String someNumberStr = matcher.group(1);<newline46mondego>    int lastNumberInt = Integer.parseInt(someNumberStr);<newline46mondego>}<newline46mondego>"
"5966splitHere46","2620684splitHere46","import javafx.async.*<newline46mondego>public class MyWebService extends RunnableFuture {<newline46mondego>   public var webserviceURL:String;<newline46mondego>   override run(): Void {<newline46mondego>     // your web service<newline46mondego>   }<newline46mondego>}<newline46mondego>public class MyWebServiceTask extends JavaTaskBase {<newline46mondego>   override create(): RunnableFuture {<newline46mondego>      return MyWebService {<newline46mondego>         webserviceURL: <doubleQuotes46>http://....<doubleQuotes46><newline46mondego>      };<newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>def webserviceTask: MyWebServiceTask = MyWebServiceTask { }<newline46mondego>webserviceTask.start();<newline46mondego>"
"5967splitHere46","2621283splitHere46","Class.getMethods()"
"5968splitHere46","2621283splitHere46","For (Method method : clazz.getMethods()) {<newline46mondego>  if (method.getName().equals(<doubleQuotes46>...<doubleQuotes46>)) {<newline46mondego>    ...<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5969splitHere46","2621283splitHere46","getMethods()"
"5970splitHere46","2621283splitHere46","Class.getDeclaredMethods()"
"5971splitHere46","2621580splitHere46","if (rs != null) {<newline46mondego>   if (rs.next()) {<newline46mondego>"
"5972splitHere46","2621580splitHere46","if (rs != null && rs.next()) {<newline46mondego>"
"5973splitHere46","2621608splitHere46","println"
"5974splitHere46","2621608splitHere46","print"
"5975splitHere46","2621608splitHere46","[line 1]: foo<newline46mondego>[line 2]: foobar<newline46mondego>[line 3]: barbaz<newline46mondego>[line 4]: bazbam<newline46mondego>"
"5976splitHere46","2621608splitHere46","1T1b5T<newline46mondego>1T2b1T1b2T<newline46mondego>1T1b1T2b2T<newline46mondego>1T3b1T1b1T<newline46mondego>3T3b1T<newline46mondego>1T3b1T1b1T<newline46mondego>5T1*1T<newline46mondego>11X21b1X<newline46mondego>4X1b1X<newline46mondego>"
"5977splitHere46","2621608splitHere46","stdin.nextLine();"
"5978splitHere46","2621608splitHere46","Scanner stdin = new Scanner(new BufferedInputStream(System.in));<newline46mondego>while (stdin.hasNext()) {<newline46mondego>    String line = stdin.nextLine();<newline46mondego>    for (String part : line.split(<doubleQuotes46>!<doubleQuotes46>)) {<newline46mondego>        System.out.println(part);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5979splitHere46","2621763splitHere46","<div class=<doubleQuotes46>sr-info-description<doubleQuotes46>>SLR - 13.1MP, 12.3MP - 1x Optical Zoom - CompactFlash, SD/MMC Memory Card - 3in.</div><newline46mondego>"
"5980splitHere46","2621763splitHere46","<div class=<doubleQuotes46>sr-info-description<doubleQuotes46>>([^<]*)</div><newline46mondego>"
"5981splitHere46","2621763splitHere46","find()"
"5982splitHere46","2621763splitHere46","group(1)"
"5983splitHere46","2621763splitHere46","group(0)"
"5984splitHere46","2621961splitHere46","methodA"
"5985splitHere46","2621961splitHere46","methodA"
"5986splitHere46","2621961splitHere46","methodA"
"5987splitHere46","2622044splitHere46","slf4j"
"5988splitHere46","2622044splitHere46","Level"
"5989splitHere46","2622044splitHere46","slf4j"
"5990splitHere46","2622044splitHere46","Level"
"5991splitHere46","2622140splitHere46","<uses-sdk android:minSdkVersion=<doubleQuotes46>3<doubleQuotes46> /><newline46mondego>"
"5992splitHere46","2622140splitHere46","String name;<newline46mondego>try {<newline46mondego>   name = UserEmailFetcher.getEmail(this); <newline46mondego>} catch (VerifyError e) {<newline46mondego>   // Happens if the AccountManager is not available (e.g. 1.x)<newline46mondego>}<newline46mondego>"
"5993splitHere46","2622145splitHere46","org.jboss.seam.core.init.jndiPattern=caveatEmptor/#{ejbName}/local<newline46mondego>"
"5994splitHere46","2622163splitHere46","double pageWidth = pageFormat.getPaper().getWidth();<newline46mondego>double pageHeight = pageFormat.getPaper().getHeight(); <newline46mondego>"
"5995splitHere46","2622163splitHere46","double pageWidth = pageFormat.getImageableWidth();<newline46mondego>double pageHeight = pageFormat.getImageableHeight();<newline46mondego>"
"5996splitHere46","2622163splitHere46","getImageableWidth()"
"5997splitHere46","2622163splitHere46","getWidth()"
"5998splitHere46","2622227splitHere46","new RandomAccessFile(fileName).setLength(0);<newline46mondego>"
"5999splitHere46","2622316splitHere46","@Named(<doubleQuotes46>some.port<doubleQuotes46>) int port"
"6000splitHere46","2622442splitHere46","<applet code=<doubleQuotes46>FirstApplet.class<doubleQuotes46> name=<doubleQuotes46>firstApplet<doubleQuotes46> width=nn height=nn></applet><newline46mondego><applet code=<doubleQuotes46>SecondApplet.class<doubleQuotes46> name=<doubleQuotes46>secondApplet<doubleQuotes46> width=nn height=nn></applet><newline46mondego>"
"6001splitHere46","2622442splitHere46","SecondApplet secondApplet =<newline46mondego>         (SecondApplet)getAppletContext().getApplet(<doubleQuotes46>secondApplet<doubleQuotes46>);<newline46mondego>//invoke a method on secondApplet here<newline46mondego>"
"6002splitHere46","2622584splitHere46","p"
"6003splitHere46","2622584splitHere46","abstract class Fluid{<newline46mondego>  public String getTemp(){<newline46mondego>    return <doubleQuotes46>unknown<doubleQuotes46>;<newline46mondego>  }<newline46mondego>}<newline46mondego>class Coffee extends Fluid{<newline46mondego>  public String getTemp(){<newline46mondego>    return <doubleQuotes46>hot<doubleQuotes46>;<newline46mondego>  }<newline46mondego>}<newline46mondego>class Cola extends Fluid{<newline46mondego>  public String getTemp(){<newline46mondego>    return <doubleQuotes46>ice-cold<doubleQuotes46><newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>Fluid cup = new Coffee();<newline46mondego>System.out.println(cup.getTemp()); //It's coffe in there, so it's hot!<newline46mondego>"
"6004splitHere46","2622605splitHere46","Iterator"
"6005splitHere46","2622605splitHere46","scala> val fibs = (0, 1).iterate[Stream](t2 => t2._2 -> (t2._1 + t2._2)).map(_._1).iterator<newline46mondego>fibs: Iterator[Int] = non-empty iterator<newline46mondego><newline46mondego>scala> fibs.take(10).mkString(<doubleQuotes46>, <doubleQuotes46>) //first 10 fibonnacci numbers<newline46mondego>res0: String = 0, 1, 1, 2, 3, 5, 8, 13, 21, 34<newline46mondego>"
"6006splitHere46","2622605splitHere46","public Iterator<Integer> fibonacciSequence();<newline46mondego>"
"6007splitHere46","2622645splitHere46","ServiceConnection.onServiceConnected()"
"6008splitHere46","2622645splitHere46","ServiceConnection.onServiceDisconnected()"
"6009splitHere46","2622761splitHere46","private Map<String, Object> attributes = new HashMap<String, Object>();<newline46mondego> ...<newline46mondego><newline46mondego> public Object getAttribute(String string) {<newline46mondego>    return attributes.get(this);<newline46mondego>  }<newline46mondego><newline46mondego>  public Enumeration<String> getAttributeNames() {<newline46mondego>    return (Enumeration<String>) attributes.keySet();<newline46mondego>  }<newline46mondego><newline46mondego>  public void setAttribute(String string, Object o) {<newline46mondego>    attributes.put(string, o);<newline46mondego>  }<newline46mondego><newline46mondego>  public void removeAttribute(String string) {<newline46mondego>    attributes.remove(string);<newline46mondego>  }<newline46mondego>"
"6010splitHere46","2622785splitHere46","@RequestParam"
"6011splitHere46","2622785splitHere46","@RequestMapping(value = <doubleQuotes46>/security/login<doubleQuotes46>, method = RequestMethod.POST) <newline46mondego>public ModelAndView login(@RequestParam(<doubleQuotes46>userName<doubleQuotes46>) String userName, <newline46mondego>    @RequestParam(<doubleQuotes46>password<doubleQuotes46>) String password,  <newline46mondego>    HttpServletRequest request) { <newline46mondego>    ......................<newline46mondego>"
"6012splitHere46","2622935splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>public class ThreadScheduler {<newline46mondego><newline46mondego>    private List<RoundRobinProcess> threadList<newline46mondego>            = new ArrayList<RoundRobinProcess>();<newline46mondego><newline46mondego>    public ThreadScheduler(){<newline46mondego>        for (int i = 0 ; i < 100 ; i++){<newline46mondego>            threadList.add(new RoundRobinProcess());<newline46mondego>            new Thread(threadList.get(i)).start();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private class RoundRobinProcess implements Runnable{<newline46mondego><newline46mondego>        private final Object lock = new Object();<newline46mondego>        private volatile boolean suspend = false , stopped = false;<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            while(!stopped){<newline46mondego>                while (!suspend){<newline46mondego>                    // do work<newline46mondego>                }<newline46mondego>                synchronized (lock){<newline46mondego>                    try {<newline46mondego>                        lock.wait();<newline46mondego>                    } catch (InterruptedException e) {<newline46mondego>                        Thread.currentThread().interrupt();<newline46mondego>                        return;<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public void suspend(){<newline46mondego>            suspend = true;<newline46mondego>        }<newline46mondego>        public void stop(){<newline46mondego>            suspend = true;stopped = true;<newline46mondego>            synchronized (lock){<newline46mondego>                lock.notifyAll();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public void resume(){<newline46mondego>            suspend = false;<newline46mondego>            synchronized (lock){<newline46mondego>                lock.notifyAll();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6013splitHere46","2623043splitHere46","([a-z])\1\1\1<newline46mondego>"
"6014splitHere46","2623043splitHere46","<doubleQuotes46>ffffffff<doubleQuotes46>.matches(<doubleQuotes46>([a-z])\\1{3,}<doubleQuotes46>) = true"
"6015splitHere46","2623043splitHere46","<doubleQuotes46>fffffasdf<doubleQuotes46>.matches(<doubleQuotes46>([a-z])\\1{3,}<doubleQuotes46>) = false"
"6016splitHere46","2623043splitHere46","<doubleQuotes46>asdffffffasdf<doubleQuotes46>.matches(<doubleQuotes46>([a-z])\\1{3,}<doubleQuotes46>) = false"
"6017splitHere46","2623043splitHere46","matches"
"6018splitHere46","2623043splitHere46","^"
"6019splitHere46","2623043splitHere46","$"
"6020splitHere46","2623043splitHere46","String.containsPattern(String regex)"
"6021splitHere46","2623043splitHere46",".*"
"6022splitHere46","2623043splitHere46","<doubleQuotes46>asdfffffffffasf<doubleQuotes46>.matches(<doubleQuotes46>.*([a-z])\\1{3,}.*<doubleQuotes46>) // true!<newline46mondego>//                         ^^              ^^<newline46mondego>"
"6023splitHere46","2623164splitHere46","String"
"6024splitHere46","2623164splitHere46","int"
"6025splitHere46","2623164splitHere46","String"
"6026splitHere46","2623164splitHere46","int"
"6027splitHere46","2623164splitHere46","Integer.parseInt(String)"
"6028splitHere46","2623164splitHere46","int"
"6029splitHere46","2623164splitHere46","Object"
"6030splitHere46","2623164splitHere46","null"
"6031splitHere46","2623164splitHere46","int[] n = new int[Integer.parseInt(s[0]);<newline46mondego>for (int idx = 0; idx < n; ++idx)<newline46mondego>  n[idx] = Integer.parseInt(s[idx + 1]);<newline46mondego>"
"6032splitHere46","2623175splitHere46","visited = {}<newline46mondego>function visit(node) {<newline46mondego>  if node in visited {<newline46mondego>    doStuffOnReoccurence(node)<newline46mondego>    return<newline46mondego>  }<newline46mondego>  visited.add(node)<newline46mondego>  doStuffBeforeOthers(node)<newline46mondego>  for each otherNode in node.expand() visit(otherNode)<newline46mondego>  doStuffAfterOthers(node)<newline46mondego>}<newline46mondego>"
"6033splitHere46","2623225splitHere46","indexOf()"
"6034splitHere46","2623225splitHere46","substring()"
