"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"10873splitHere46","12943487splitHere46","JFrame.setDefaultLookAndFeelDecorated(Boolean.TRUE);"
"10874splitHere46","12943707splitHere46","for"
"10875splitHere46","12943707splitHere46","main()"
"10876splitHere46","12943784splitHere46","ConcurrentModificationException"
"10877splitHere46","12943784splitHere46","List"
"10878splitHere46","12943784splitHere46","foos"
"10879splitHere46","12943784splitHere46","volatile"
"10880splitHere46","12943784splitHere46","volatile"
"10881splitHere46","12943784splitHere46","foos"
"10882splitHere46","12943784splitHere46","ImmutableList.Builder"
"10883splitHere46","12943784splitHere46","ArrayList"
"10884splitHere46","12943784splitHere46","ImmutableList"
"10885splitHere46","12943805splitHere46","public class KnockKnockHandler extends Thread {<newline46mondego>    private Socket socket;<newline46mondego>    public KnockKnockWorker(Socket socket) {<newline46mondego>       this.socket = socket;<newline46mondego>    }<newline46mondego>    public void run() {<newline46mondego>        PrintWriter out = new PrintWriter(socket.getOutputStream(), true);<newline46mondego>        BufferedReader in = new BufferedReader(<newline46mondego>            new InputStreamReader(<newline46mondego>            socket.getInputStream()));<newline46mondego>        String inputLine, outputLine;<newline46mondego>        KnockKnockProtocol kkp = new KnockKnockProtocol();<newline46mondego><newline46mondego>        outputLine = kkp.processInput(null);<newline46mondego>        out.println(outputLine);<newline46mondego><newline46mondego>        while ((inputLine = in.readLine()) != null) {<newline46mondego>             outputLine = kkp.processInput(inputLine);<newline46mondego>             out.println(outputLine);<newline46mondego>             if (outputLine.equals(<doubleQuotes46>Bye.<doubleQuotes46>))<newline46mondego>                break;<newline46mondego>        }<newline46mondego>        out.close();<newline46mondego>        in.close();<newline46mondego>        socket.close();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10886splitHere46","12943805splitHere46","try {<newline46mondego>    clientSocket = serverSocket.accept();<newline46mondego>    KnockKnockHandler handler = new KnockKnockHandler(clientSocket);<newline46mondego>    handler.start();<newline46mondego>} catch (IOException e) {<newline46mondego>    System.err.println(<doubleQuotes46>Accept failed.<doubleQuotes46>);<newline46mondego>    System.exit(1);<newline46mondego>}<newline46mondego>"
"10887splitHere46","12943805splitHere46","while(true) {<newline46mondego>    try {<newline46mondego>        clientSocket = serverSocket.accept();<newline46mondego>        KnockKnockHandler handler = new KnockKnockHandler(clientSocket);<newline46mondego>        handler.start();<newline46mondego>    } catch (IOException e) {<newline46mondego>        System.err.println(<doubleQuotes46>Accept failed.<doubleQuotes46>);<newline46mondego>        System.exit(1);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10888splitHere46","12943807splitHere46","final String html = <doubleQuotes46><p> <span> foo </span> <em> bar <a> foobar </a> baz </em> </p><doubleQuotes46>;<newline46mondego>Document doc = Jsoup.parse(html);<newline46mondego><newline46mondego>System.out.println(doc.text());<newline46mondego>"
"10889splitHere46","12943807splitHere46","foo bar foobar baz<newline46mondego>"
"10890splitHere46","12943807splitHere46","doc.text()"
"10891splitHere46","12943807splitHere46","doc.select(<doubleQuotes46>p<doubleQuotes46>).text();<newline46mondego>"
"10892splitHere46","12943807splitHere46","doc.body().text();<newline46mondego>"
"10893splitHere46","12943807splitHere46","final String html = <doubleQuotes46><p><strong>Tarthatatlan biztonsági viszonyok</strong></p><doubleQuotes46><newline46mondego>        + <doubleQuotes46><p><strong>Tarthatatlan biztonsági viszonyok</strong></p><doubleQuotes46>;<newline46mondego>Document doc = Jsoup.parse(html);<newline46mondego><newline46mondego>for( Element element : doc.select(<doubleQuotes46>p<doubleQuotes46>) )<newline46mondego>{<newline46mondego>    System.out.println(element.text());<newline46mondego>    // eg. you can use a StringBuilder and append lines here ...<newline46mondego>}<newline46mondego>"
"10894splitHere46","12943807splitHere46","Tarthatatlan biztonsági viszonyok  <newline46mondego>Tarthatatlan biztonsági viszonyok<newline46mondego>"
"10895splitHere46","12943832splitHere46","DashboardActivity"
"10896splitHere46","12943832splitHere46","startActivity(dashboard);"
"10897splitHere46","12943832splitHere46","LoginActivity"
"10898splitHere46","12943832splitHere46","dashboard.putExtra(<doubleQuotes46>username<doubleQuotes46>, json_user.getString(KEY_NAME));<newline46mondego>"
"10899splitHere46","12943832splitHere46","DashboardActivity"
"10900splitHere46","12943832splitHere46","onCreate"
"10901splitHere46","12943832splitHere46","DashboardActivity"
"10902splitHere46","12943832splitHere46","username"
"10903splitHere46","12943832splitHere46","Intent intent = getIntent();<newline46mondego>String username = <doubleQuotes46><doubleQuotes46>;<newline46mondego><newline46mondego>if(intent != null) {<newline46mondego>    username = intent.getStringExtra(name);<newline46mondego>}<newline46mondego>"
"10904splitHere46","12944056splitHere46","while(j<campos.length){<newline46mondego>    nombres_reuniones.add(campos[j]);<newline46mondego>}<newline46mondego>"
"10905splitHere46","12944056splitHere46","j"
"10906splitHere46","12944056splitHere46","j"
"10907splitHere46","12944056splitHere46","0"
"10908splitHere46","12944056splitHere46","for (int j = 0; j < campos.length; j++) {<newline46mondego>    nombres_reuniones.add(campos[j]);<newline46mondego>}<newline46mondego>"
"10909splitHere46","12944056splitHere46","for (String item : campos) {<newline46mondego>    nombres_reuniones.add(item);<newline46mondego>}<newline46mondego>"
"10910splitHere46","12944056splitHere46","nombres_reunions.addAll(Arrays.asList(campos));<newline46mondego>"
"10911splitHere46","12944056splitHere46","String aux2 = null;<newline46mondego>aux2 = aux.replace(<doubleQuotes46>[<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>aux2= aux2.replace(<doubleQuotes46>]<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"10912splitHere46","12944056splitHere46","aux2"
"10913splitHere46","12944056splitHere46","null"
"10914splitHere46","12944056splitHere46","String aux2 = aux.replace(<doubleQuotes46>[<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>).replace(<doubleQuotes46>]<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"10915splitHere46","12944056splitHere46","String[] campos = jsonReuniones.getString(<doubleQuotes46>nombres<doubleQuotes46>)<newline46mondego>                               .replace(<doubleQuotes46>[<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>)<newline46mondego>                               .replace(<doubleQuotes46>]<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>)<newline46mondego>                               .split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>nombres_reunions.addAll(Arrays.asList(campos));<newline46mondego>"
"10916splitHere46","12944090splitHere46","final ClassPathXmlApplicationContext beanFactory = <newline46mondego>    new ClassPathXmlApplicationContext( <doubleQuotes46>applicationContext.xml<doubleQuotes46> );<newline46mondego>AutowireCapableBeanFactory factory = beanFactory.getAutowireCapableBeanFactory();<newline46mondego>factory.autowireBeanProperties( this, AutowireCapableBeanFactory.AUTOWIRE_BY_TYPE , true );<newline46mondego>ProductDao dao = context.getBean( <doubleQuotes46>productDao<doubleQuotes46> );<newline46mondego>"
"10917splitHere46","12944139splitHere46","int compareTo(Foo f) {<newline46mondego>    int x = letter.compareTo(f.letter);<newline46mondego>    return x != 0 ? x <newline46mondego>         : letter.equals(<doubleQuotes46>A<doubleQuotes46>) ? number.compareTo(f.number)<newline46mondego>                              : f.number.compareTo(number);<newline46mondego>}<newline46mondego>"
"10918splitHere46","12944215splitHere46","public void invert() {<newline46mondego>        Node<E> prev = null, next = null;;<newline46mondego>        if (head == null) return;<newline46mondego>        while (true) {<newline46mondego>            next = head.getNext();<newline46mondego>            head.setNext(prev);<newline46mondego>            prev = head;<newline46mondego>            if (next == null) return;<newline46mondego>            head = next;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"10919splitHere46","12944345splitHere46","int queryLimit = 4000;<newline46mondego>   defectRequest.setLimit(queryLimit);<newline46mondego>"
"10920splitHere46","12944413splitHere46","Byte"
"10921splitHere46","12944413splitHere46","byte"
"10922splitHere46","12944413splitHere46","byte[] bytes = new byte[10];<newline46mondego>Byte[] byteObjects = new Byte[bytes.length];<newline46mondego><newline46mondego>int i=0;    <newline46mondego>// Associating Byte array values with bytes. (byte[] to Byte[])<newline46mondego>for(byte b: bytes)<newline46mondego>   byteObjects[i++] = b;  // Autoboxing.<newline46mondego><newline46mondego>....<newline46mondego><newline46mondego>int j=0;<newline46mondego>// Unboxing byte values. (Byte[] to byte[])<newline46mondego>for(Byte b: byteObjects)<newline46mondego>    bytes[j++] = b.byteValue();<newline46mondego>"
"10923splitHere46","12944445splitHere46","while"
"10924splitHere46","12944445splitHere46","while (count < pharse.length() && !Character.isLetterOrDigit(phrase.codePointAt(count))) {<newline46mondego>"
"10925splitHere46","12944445splitHere46","count"
"10926splitHere46","12944445splitHere46","phrase"
"10927splitHere46","12944567splitHere46","jdbc:mysql://localhost/some_db?useUnicode=yes&characterEncoding=UTF-8<newline46mondego>"
"10928splitHere46","12944637splitHere46","int"
"10929splitHere46","12944637splitHere46","BigDecimal"
"10930splitHere46","12944637splitHere46","public class Payment<newline46mondego>{<newline46mondego>    BigDecimal itemCost  = BigDecimal.ZERO;<newline46mondego>    BigDecimal totalCost = BigDecimal.ZERO;<newline46mondego><newline46mondego>    public BigDecimal calculateCost(int itemQuantity, BigDecimal itemPrice)<newline46mondego>    {<newline46mondego>        itemCost  = itemPrice.multiply(new BigDecimal(itemQuantity));<newline46mondego>        totalCost = totalCost.add(itemCost);<newline46mondego>        return totalCost;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10931splitHere46","12944754splitHere46","writeToParcel"
"10932splitHere46","12944754splitHere46","public void writeToParcel(Parcel dest, int flags) {<newline46mondego>    dest.writeString(brand); //To write String<newline46mondego>}<newline46mondego>"
"10933splitHere46","12944754splitHere46","dest"
"10934splitHere46","12944754splitHere46","writeToParcel"
"10935splitHere46","12944754splitHere46","dest"
"10936splitHere46","12944754splitHere46","writeParcelable"
"10937splitHere46","12944754splitHere46","Parcelable"
"10938splitHere46","12944754splitHere46","writeSerializable"
"10939splitHere46","12944754splitHere46","Serializable"
"10940splitHere46","12944754splitHere46","private void readFromParcel(Parcel in) {<newline46mondego>    brand = in.readString(); //To read String<newline46mondego>}<newline46mondego>"
"10941splitHere46","12944754splitHere46","public static final Parcelable.Creator<Car> CREATOR = new Parcelable.Creator<Car>() {<newline46mondego>         public Car createFromParcel(Parcel in) {<newline46mondego>             return new Car(in);<newline46mondego>         }<newline46mondego>}<newline46mondego>"
"10942splitHere46","12944754splitHere46","readFromParcel"
"10943splitHere46","12944754splitHere46","public Car(Parcel in) {<newline46mondego>   readFromParcel(in);<newline46mondego>}<newline46mondego>"
"10944splitHere46","12944754splitHere46","describeContents"
"10945splitHere46","12944912splitHere46","class GreetingClient"
"10946splitHere46","12944912splitHere46","GreetingClient.java"
"10947splitHere46","12945004splitHere46","String str = <doubleQuotes46>Lorem ipsum dolor [cookie:firstname] adipiscing elit.<doubleQuotes46>;<newline46mondego>    Pattern pattern = Pattern.compile(<doubleQuotes46>.*?\\[.*?:(.*?)\\].*<doubleQuotes46>);<newline46mondego>    Matcher matcher = pattern.matcher(str);<newline46mondego><newline46mondego>    if (matcher.find()){<newline46mondego>        System.out.println(matcher.group(1));<newline46mondego>    }<newline46mondego>"
"10948splitHere46","12945004splitHere46","firstname<newline46mondego>"
"10949splitHere46","12945181splitHere46","C:\cache"
"10950splitHere46","12945181splitHere46","File directory = new File(<doubleQuotes46>C:\\cache<doubleQuotes46>);<newline46mondego>directory.mkdir();<newline46mondego>"
"10951splitHere46","12945345splitHere46","String json = aceptaDefault();<newline46mondego>JSONParser parser = new JSONParser();<newline46mondego><newline46mondego>ContainerFactory orderedKeyFactory = new ContainerFactory()<newline46mondego>{<newline46mondego>    public List createArrayContainer() {<newline46mondego>      return new LinkedList();<newline46mondego>    }<newline46mondego><newline46mondego>    public Map createObjectContainer() {<newline46mondego>      return new LinkedHashMap();<newline46mondego>    }<newline46mondego><newline46mondego>};<newline46mondego><newline46mondego>Object obj = parser.parse(json,orderedKeyFactory);  <newline46mondego>LinkedHashMap map = (LinkedHashMap)obj;<newline46mondego>"
"10952splitHere46","12945345splitHere46","String json = aceptaDefault();<newline46mondego>JSONParser parser = new JSONParser();<newline46mondego>Object obj = parser.parse(json);  <newline46mondego>Map map = (Map)obj;<newline46mondego>"
"10953splitHere46","12945345splitHere46","[...]"
"10954splitHere46","12945345splitHere46","{...}"
"10955splitHere46","12945375splitHere46","Person"
"10956splitHere46","12945375splitHere46","public Person(String startName, int startDollars, boolean startMood)<newline46mondego>{<newline46mondego>    name = startName;<newline46mondego>    dollars = startDollars;<newline46mondego>    mood = startMood;<newline46mondego>}<newline46mondego>"
"10957splitHere46","12945375splitHere46","Student"
"10958splitHere46","12945375splitHere46","super(...)"
"10959splitHere46","12945375splitHere46","public Student(String startName, int startDollars, boolean startMood, String major)<newline46mondego>{<newline46mondego>    super(startName, startDollars, startMood);<newline46mondego>    . . .<newline46mondego>}<newline46mondego>"
"10960splitHere46","12945375splitHere46","Person"
"10961splitHere46","12945375splitHere46","Student"
"10962splitHere46","12945375splitHere46","public class Person<newline46mondego>{<newline46mondego>     private String name; //holds the name of the person<newline46mondego>     private boolean mood; //holds the mood happy or sad for the person<newline46mondego>     private int dollars; //holds their bank account balance<newline46mondego><newline46mondego>     public void setName(String name) {<newline46mondego>         this.name = name;<newline46mondego>     }<newline46mondego>     // etc.<newline46mondego>}<newline46mondego>"
"10963splitHere46","12945399splitHere46","org.mule.transformer.AbstractTransformerTestCase"
"10964splitHere46","12945399splitHere46","org.mule.tck.junit4.FunctionalTestCase"
"10965splitHere46","12945399splitHere46","@Test"
"10966splitHere46","12945491splitHere46","public Auction(Auction auction) {<newline46mondego><newline46mondego>   this();<newline46mondego><newline46mondego>   if (!auction.openClosed) {<newline46mondego>      lots.addAll(auction.getNoBids());<newline46mondego>      // set close flags as necessary...<newline46mondego>   }<newline46mondego>} <newline46mondego>"
"10967splitHere46","12945491splitHere46","openClosed"
"10968splitHere46","12945491splitHere46","openForBidding"
"10969splitHere46","12945502splitHere46","ArrayList<String>"
"10970splitHere46","12945502splitHere46","String[] a1 = aList.toArray(new String[0])"
"10971splitHere46","12945502splitHere46","String[][] multiDim = new String[]{a1, a2, a3, a4}"
"10972splitHere46","12945508splitHere46","com.palm.webos"
"10973splitHere46","12945582splitHere46","Person"
"10974splitHere46","12945582splitHere46","List<Person> personList = Arrays.asList(person1, person2, person3, person4);<newline46mondego>"
"10975splitHere46","12945582splitHere46","Collections.sort(personList, Comparator<Person>() {<newline46mondego>    public int compare(Person p1, Person p2) {<newline46mondego>        return Integer.valueOf(p1.getAge()).compareTo(p2.getAge());<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"10976splitHere46","12945582splitHere46","for(Person person : personList) {<newline46mondego>    result += <doubleQuotes46>\n<doubleQuotes46>+person.toString();   <newline46mondego>}<newline46mondego>"
"10977splitHere46","12945629splitHere46","image.getPixelReader()"
"10978splitHere46","12945629splitHere46","import javafx.application.Application;<newline46mondego>import javafx.event.*;<newline46mondego>import javafx.geometry.Pos;<newline46mondego>import javafx.scene.Scene;<newline46mondego>import javafx.scene.control.*;<newline46mondego>import javafx.scene.image.*;<newline46mondego>import javafx.scene.layout.VBox;<newline46mondego>import javafx.stage.Stage;<newline46mondego><newline46mondego>// displays a button with a 64 color image palette and a full color palette when pressed.<newline46mondego>public class ButtonShadeTest extends Application {<newline46mondego>  @Override public void start(final Stage stage) throws Exception {<newline46mondego>    final Label response = new Label(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    final Image originalImage = new Image(<doubleQuotes46>http://icons.iconarchive.com/icons/eponas-deeway/colobrush/128/heart-2-icon.png<doubleQuotes46>);<newline46mondego>    final Image resampledImage = resample(originalImage);<newline46mondego>    final ImageView imageView = new ImageView(resampledImage);<newline46mondego>    final Button button = new Button(<doubleQuotes46>I love you<doubleQuotes46>, imageView);<newline46mondego>    button.setStyle(<doubleQuotes46>-fx-base: coral;<doubleQuotes46>);<newline46mondego>    button.setContentDisplay(ContentDisplay.TOP);<newline46mondego>    button.setOnAction(new EventHandler<ActionEvent>() {<newline46mondego>      @Override public void handle(ActionEvent event) {<newline46mondego>        if (<doubleQuotes46><doubleQuotes46>.equals(response.getText())) {<newline46mondego>          response.setText(<doubleQuotes46>I love you too!<doubleQuotes46>);<newline46mondego>          imageView.setImage(originalImage);<newline46mondego>        } else {<newline46mondego>          response.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>          imageView.setImage(resampledImage);<newline46mondego>        } <newline46mondego>      }<newline46mondego>    });<newline46mondego><newline46mondego>    final VBox layout = new VBox(10);<newline46mondego>    layout.setAlignment(Pos.CENTER);<newline46mondego>    layout.getChildren().addAll(button, response);<newline46mondego>    layout.setStyle(<doubleQuotes46>-fx-background-color: cornsilk; -fx-padding: 10; -fx-font-size: 20;<doubleQuotes46>);<newline46mondego>    stage.setTitle(<doubleQuotes46>Heart<doubleQuotes46>);<newline46mondego>    stage.getIcons().add(originalImage);<newline46mondego>    stage.setScene(new Scene(layout));<newline46mondego>    stage.show();<newline46mondego>  }<newline46mondego>  public static void main(String[] args) { launch(args); }<newline46mondego><newline46mondego>  // downsamples an image to a 64 color palette by only <newline46mondego>  // using the 2 most significant bits of color to represent<newline46mondego>  // each of the image's pixels.<newline46mondego>  private Image resample(Image inputImage) {<newline46mondego>    int W = (int) inputImage.getWidth();<newline46mondego>    int H = (int) inputImage.getHeight();<newline46mondego>    WritableImage outputImage = new WritableImage(W, H);<newline46mondego>    PixelReader reader = inputImage.getPixelReader();<newline46mondego>    PixelWriter writer = outputImage.getPixelWriter();<newline46mondego>    for (int y = 0; y < H; y++) {<newline46mondego>      for (int x = 0; x < W; x++) {<newline46mondego>        int argb = reader.getArgb(x, y);<newline46mondego>        int a = (argb >> 24) & 0xFF;<newline46mondego>        int r = (argb >> 16) & 0xFF;<newline46mondego>        int g = (argb >>  8) & 0xFF;<newline46mondego>        int b =  argb        & 0xFF;<newline46mondego><newline46mondego>        r = r & 0xC0;<newline46mondego>        g = g & 0xC0;<newline46mondego>        b = b & 0xC0;<newline46mondego><newline46mondego>        argb = (a << 24) | (r << 16) | (g << 8) | b;<newline46mondego>        writer.setArgb(x, y, argb);<newline46mondego>      }<newline46mondego>    }<newline46mondego><newline46mondego>    return outputImage;<newline46mondego>  }<newline46mondego>}<newline46mondego>// icon license: (creative commons with attribution) http://creativecommons.org/licenses/by-nc-nd/3.0/<newline46mondego>// icon artist attribution page: (eponas-deeway) http://eponas-deeway.deviantart.com/gallery/#/d1s7uih<newline46mondego>"
"10979splitHere46","12945676splitHere46","Map<Class, Converter> converters = new HashMap<Class, Converter>();<newline46mondego>Converter d = new DateConverter();<newline46mondego>converters.put(Date.class, d);<newline46mondego>"
"10980splitHere46","12945678splitHere46","OutputStream"
"10981splitHere46","12945678splitHere46","public class TestRedirect {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new TestRedirect();<newline46mondego>    }<newline46mondego><newline46mondego>    public TestRedirect() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException ex) {<newline46mondego>                } catch (InstantiationException ex) {<newline46mondego>                } catch (IllegalAccessException ex) {<newline46mondego>                } catch (UnsupportedLookAndFeelException ex) {<newline46mondego>                }<newline46mondego><newline46mondego>                CapturePane capturePane = new CapturePane();<newline46mondego>                JFrame frame = new JFrame();<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.setLayout(new BorderLayout());<newline46mondego>                frame.add(capturePane);<newline46mondego>                frame.setSize(200, 200);<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego><newline46mondego>                PrintStream ps = System.out;<newline46mondego>                System.setOut(new PrintStream(new StreamCapturer(<doubleQuotes46>STDOUT<doubleQuotes46>, capturePane, ps)));<newline46mondego><newline46mondego>                System.out.println(<doubleQuotes46>Hello, this is a test<doubleQuotes46>);<newline46mondego>                System.out.println(<doubleQuotes46>Wave if you can see me<doubleQuotes46>);<newline46mondego>            }            <newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public class CapturePane extends JPanel implements Consumer {<newline46mondego><newline46mondego>        private JTextArea output;<newline46mondego><newline46mondego>        public CapturePane() {<newline46mondego>            setLayout(new BorderLayout());<newline46mondego>            output = new JTextArea();<newline46mondego>            add(new JScrollPane(output));<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void appendText(final String text) {<newline46mondego>            if (EventQueue.isDispatchThread()) {<newline46mondego>                output.append(text);<newline46mondego>                output.setCaretPosition(output.getText().length());<newline46mondego>            } else {<newline46mondego><newline46mondego>                EventQueue.invokeLater(new Runnable() {<newline46mondego>                    @Override<newline46mondego>                    public void run() {<newline46mondego>                        appendText(text);<newline46mondego>                    }<newline46mondego>                });<newline46mondego><newline46mondego>            }<newline46mondego>        }        <newline46mondego>    }<newline46mondego><newline46mondego>    public interface Consumer {        <newline46mondego>        public void appendText(String text);        <newline46mondego>    }<newline46mondego><newline46mondego>    public class StreamCapturer extends OutputStream {<newline46mondego><newline46mondego>        private StringBuilder buffer;<newline46mondego>        private String prefix;<newline46mondego>        private Consumer consumer;<newline46mondego>        private PrintStream old;<newline46mondego><newline46mondego>        public StreamCapturer(String prefix, Consumer consumer, PrintStream old) {<newline46mondego>            this.prefix = prefix;<newline46mondego>            buffer = new StringBuilder(128);<newline46mondego>            buffer.append(<doubleQuotes46>[<doubleQuotes46>).append(prefix).append(<doubleQuotes46>] <doubleQuotes46>);<newline46mondego>            this.old = old;<newline46mondego>            this.consumer = consumer;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void write(int b) throws IOException {<newline46mondego>            char c = (char) b;<newline46mondego>            String value = Character.toString(c);<newline46mondego>            buffer.append(value);<newline46mondego>            if (value.equals(<doubleQuotes46>\n<doubleQuotes46>)) {<newline46mondego>                consumer.appendText(buffer.toString());<newline46mondego>                buffer.delete(0, buffer.length());<newline46mondego>                buffer.append(<doubleQuotes46>[<doubleQuotes46>).append(prefix).append(<doubleQuotes46>] <doubleQuotes46>);<newline46mondego>            }<newline46mondego>            old.print(c);<newline46mondego>        }        <newline46mondego>    }    <newline46mondego>}<newline46mondego>"
"10982splitHere46","12945878splitHere46","interface"
"10983splitHere46","12945878splitHere46","public interface Person<newline46mondego>{<newline46mondego>    String getName();<newline46mondego>}<newline46mondego><newline46mondego>public class MutablePerson implements Person<newline46mondego>{<newline46mondego>    private String name;<newline46mondego><newline46mondego>    public MutablePerson(String name)<newline46mondego>    {<newline46mondego>        this.name = name;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getName()<newline46mondego>    {<newline46mondego>        return name;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setName(String name)<newline46mondego>    {<newline46mondego>        this.name = name;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10984splitHere46","12945878splitHere46","Person"
"10985splitHere46","12945878splitHere46","MutablePerson"
"10986splitHere46","12945878splitHere46","Person person = new MutablePerson(<doubleQuotes46>picky<doubleQuotes46>);<newline46mondego>// someone is cheating:<newline46mondego>MutablePerson mutableAgain = (MutablePerson)person;<newline46mondego>mutableAgain.setName(<doubleQuotes46>Phoenix<doubleQuotes46>);<newline46mondego><newline46mondego>// person.getName().equals(<doubleQuotes46>Phoenix<doubleQuotes46>) == true<newline46mondego>"
"10987splitHere46","12945878splitHere46","public interface MyType<T><newline46mondego>{<newline46mondego>    T getSomething();<newline46mondego>}<newline46mondego><newline46mondego>public class MyTypeImpl<T> implements MyType<T><newline46mondego>{<newline46mondego>    private T something;<newline46mondego><newline46mondego>    public MyTypeImpl(T something)<newline46mondego>    {<newline46mondego>        this.something = something;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public T getSomething()<newline46mondego>    {<newline46mondego>        return something;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setSomething(T something)<newline46mondego>    {<newline46mondego>        this.something = something;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public interface MyExtendedType<T> extends MyType<T><newline46mondego>{<newline46mondego>    T getMore();<newline46mondego>}<newline46mondego><newline46mondego>public class MyExtendedTypeImpl<T><newline46mondego>        extends MyTypeImpl<T><newline46mondego>        implements MyExtendedType<T><newline46mondego>{<newline46mondego>    private T more;<newline46mondego><newline46mondego>    public MyExtendedTypeImpl(T something, T more)<newline46mondego>    {<newline46mondego>        super(something);<newline46mondego><newline46mondego>        this.more = more;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public T getMore()<newline46mondego>    {<newline46mondego>        return more;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setMore(T more)<newline46mondego>    {<newline46mondego>        this.more = more;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10988splitHere46","12945878splitHere46","Collection"
"10989splitHere46","12945878splitHere46","Collections.unmodifiable"
"10990splitHere46","12945878splitHere46","public class MyTypeImmutable<T> implements MyType<T><newline46mondego>{<newline46mondego>    private final T something;<newline46mondego><newline46mondego>    public MyTypeImmutable(T something)<newline46mondego>    {<newline46mondego>        this.something = something;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public T getSomething()<newline46mondego>    {<newline46mondego>        return something;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"10991splitHere46","12945920splitHere46","Object.equals"
"10992splitHere46","12945920splitHere46","Object.hashCode"
"10993splitHere46","12945920splitHere46","Map.put"
"10994splitHere46","12945920splitHere46","ListMultimap"
"10995splitHere46","12945920splitHere46","ArrayListMultimap"
"10996splitHere46","12945920splitHere46","Map<Key, List<Value>>"
"10997splitHere46","12945935splitHere46","for(int i=1; i<=MAX_PRIME; i++) {<newline46mondego>     if(isPrime(i)){<newline46mondego>        count++<newline46mondego>     }<newline46mondego> }<newline46mondego> return count;<newline46mondego>"
"10998splitHere46","12945961splitHere46","public void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setContentView(R.layout.activity_main);<newline46mondego><newline46mondego>    ScreenBrightnessSeekBar = (SeekBar)findViewById(R.id.seekBrightness);<newline46mondego><newline46mondego>    //Brightness is a float-point number between 0 and 1，But getProess() returns Int, so, we can setMax(100), and then we div 100 later.<newline46mondego><newline46mondego>    ScreenBrightnessSeekBar.setMax(100);  <newline46mondego>    ScreenBrightnessSeekBar.setOnSeekBarChangeListener(new SeekBar.OnSeekBarChangeListener() {  <newline46mondego><newline46mondego>        public void onStopTrackingTouch(SeekBar seekBar) {}  <newline46mondego><newline46mondego>        public void onStartTrackingTouch(SeekBar seekBar) {}  <newline46mondego><newline46mondego>        public void onProgressChanged(SeekBar seekBar, int progress, boolean fromUser) {<newline46mondego>            setScreenBrightness((float)seekBar.getProgress()/100);<newline46mondego>        }  <newline46mondego>    });<newline46mondego>}<newline46mondego><newline46mondego>private void setScreenBrightness(float b){<newline46mondego><newline46mondego>    //get window attributes and save in layoutParams<newline46mondego>    WindowManager.LayoutParams layoutParams = getWindow().getAttributes();  <newline46mondego>    layoutParams.screenBrightness = b;<newline46mondego><newline46mondego>    //display the new brightness<newline46mondego>    getWindow().setAttributes(layoutParams);<newline46mondego>}<newline46mondego>"
