"1splitHere46","11286360splitHere46","if(arg0.getId() == R.id.buttonId)<newline46mondego>{<newline46mondego>//Code for this button<newline46mondego>}<newline46mondego>else if(arg0.getId() == R.id.buttonId2)<newline46mondego>{<newline46mondego>//Code for second button<newline46mondego>}<newline46mondego>"
"6989splitHere46","11467107splitHere46","<c:url value=<doubleQuotes46>/j_spring_security_check<doubleQuotes46>>"
"6990splitHere46","11467107splitHere46","<filter-mapping><newline46mondego>      <filter-name>springSecurityFilterChain</filter-name><newline46mondego>      <url-pattern>/*</url-pattern><newline46mondego>    </filter-mapping> <newline46mondego>"
"6991splitHere46","11467266splitHere46","*.iml"
"6992splitHere46","11467266splitHere46",".idea"
"6993splitHere46","11467266splitHere46","mvn clean install"
"6994splitHere46","11467405splitHere46","Step-1 delete the file called `Servlets-DWR.xml` that can be found under tomcatHome/conf/Catalina/localhost.<newline46mondego><newline46mondego>Step-2 copy you war file to the webApps directory<newline46mondego>Step-3 restart tomcat<newline46mondego>"
"6995splitHere46","11467431splitHere46","public void goodDescriptiveName(String query) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6996splitHere46","11467431splitHere46","String query = <doubleQuotes46>Select * from Dados<doubleQuotes46>;<newline46mondego>"
"6997splitHere46","11467431splitHere46","goodDescriptiveName(<doubleQuotes46>Select * from Dados<doubleQuotes46>);<newline46mondego>goodDescriptiveName(<doubleQuotes46>Select * from Next<doubleQuotes46>);<newline46mondego>...<newline46mondego>"
"6998splitHere46","11467459splitHere46","XMLStreamReader"
"6999splitHere46","11467459splitHere46","getNumberResponse"
"7000splitHere46","11467459splitHere46","package forum11465653;<newline46mondego><newline46mondego>public class Response {<newline46mondego><newline46mondego>    private long number;<newline46mondego><newline46mondego>    public long getNumber() {<newline46mondego>        return number;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setNumber(long number) {<newline46mondego>        this.number = number;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"7001splitHere46","11467459splitHere46","XMLStreamReader"
"7002splitHere46","11467459splitHere46","NamespaceContext"
"7003splitHere46","11467459splitHere46","NamespaceContext"
"7004splitHere46","11467459splitHere46","package forum11465653;<newline46mondego><newline46mondego>import java.io.FileReader;<newline46mondego>import javax.xml.bind.*;<newline46mondego>import javax.xml.stream.*;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception{<newline46mondego>        XMLInputFactory xif = XMLInputFactory.newFactory();<newline46mondego>        XMLStreamReader xsr = xif.createXMLStreamReader(new FileReader(<doubleQuotes46>src/forum11465653/input.xml<doubleQuotes46>));<newline46mondego>        xsr.nextTag(); // Advance to Envelope tag<newline46mondego>        xsr.nextTag(); // Advance to Body tag<newline46mondego>        xsr.nextTag(); // Advance to getNumberResponse tag<newline46mondego>        System.out.println(xsr.getNamespaceContext().getNamespaceURI(<doubleQuotes46>ns<doubleQuotes46>));<newline46mondego><newline46mondego>        JAXBContext jc = JAXBContext.newInstance(Response.class);<newline46mondego>        Unmarshaller unmarshaller = jc.createUnmarshaller();<newline46mondego>        JAXBElement<Response> je = unmarshaller.unmarshal(xsr, Response.class);<newline46mondego>        System.out.println(je.getName());<newline46mondego>        System.out.println(je.getValue());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"7005splitHere46","11467459splitHere46","http://example.com/<newline46mondego>{http://example.com/}getNumberResponse<newline46mondego>forum11465653.Response@781f6226<newline46mondego>"
"7006splitHere46","11467568splitHere46","public class Human {<newline46mondego>Hand leftHand;<newline46mondego>Hand rightHand;<newline46mondego>...<newline46mondego>}<newline46mondego>"
"7007splitHere46","11467568splitHere46","public class Alien {<newline46mondego>Map<ConnectedBodyPart, Hand> hands<newline46mondego>...<newline46mondego>}<newline46mondego>"
"7008splitHere46","11467568splitHere46","getBrokenNails()"
"7009splitHere46","11467612splitHere46","<cobertura-instrument todir=<doubleQuotes46>${instrumented.dir}<doubleQuotes46>><newline46mondego>    <ignore regex=<doubleQuotes46>java.util.logging.*<doubleQuotes46> /><newline46mondego>    <fileset dir=<doubleQuotes46>${classes.dir}<doubleQuotes46>><newline46mondego>        ...<newline46mondego>    </fileset><newline46mondego></cobertura-instrument><newline46mondego>"
"7010splitHere46","11467612splitHere46","<instrumentation><newline46mondego>    <ignores><newline46mondego>       <ignore>java.util.logging.*</ignore><newline46mondego>    </ignores><newline46mondego></instrumentation><newline46mondego>"
"7011splitHere46","11467629splitHere46","@Test<newline46mondego>public void encodingNumbersMustBeUnique() {<newline46mondego>    Set<Integer> numbers = new HashSet<Integer>();<newline46mondego>    for (EncodingsEnum e : EncodingsEnum.values()) {<newline46mondego>        assertFalse(numbers.contains(e.getEncodingNumber()));<newline46mondego>        numbers.add(e.getEncodingNumber());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7012splitHere46","11467926splitHere46","String data=<doubleQuotes46>some data ... PACKAGE_SIZE    REG_SZ    100000\r\n    PATH    REG_SZ    C:\\Some\\path\r\n    VERSION    REG_SZ    1.0.0\r\n some other data<doubleQuotes46>;<newline46mondego>Pattern p=Pattern.compile(<doubleQuotes46>PATH\\s+REG_SZ\\s+(.*)\\r\\n<doubleQuotes46>);<newline46mondego>Matcher m=p.matcher(data);<newline46mondego>if (m.find())<newline46mondego>    System.out.println(m.group(1));<newline46mondego>"
"7013splitHere46","11467926splitHere46","C:\Some\path"
"7014splitHere46","11468111splitHere46","Page<T> findAll(Specification<T> spec, Pageable pageable);<newline46mondego>"
"7015splitHere46","11468111splitHere46","Specification<T>"
"7016splitHere46","11468111splitHere46","Pageable"
"7017splitHere46","11468112splitHere46","URLConnection url_conn = url.openConnection();<newline46mondego>httpURLConnection http_url_conn = (httpURLConnection )url.openConnection();<newline46mondego><newline46mondego>String contentType = http_url_conn.getContentType()<newline46mondego><newline46mondego>  if(contentType.contains(<doubleQuotes46>text/plain<doubleQuotes46>)){<newline46mondego>    //handle plain text<newline46mondego>    .....<newline46mondego>  } else if(contentType.contains(<doubleQuotes46>images/jpeg<doubleQuotes46>)){<newline46mondego>    //handle image<newline46mondego>    ......<newline46mondego>  } <newline46mondego>"
"7018splitHere46","11468177splitHere46","public static Double sommaDouble(Double a, Double b) {<newline46mondego>    return a+b;<newline46mondego>}<newline46mondego>"
"7019splitHere46","11468195splitHere46","data"
"7020splitHere46","11468195splitHere46","EmailAddress"
"7021splitHere46","11468195splitHere46","...<newline46mondego>url : <doubleQuotes46>ships<doubleQuotes46>,<newline46mondego>data : {<newline46mondego>    EmailAddress: email.toString()<newline46mondego>},<newline46mondego>success : function(data){<newline46mondego>    ...<newline46mondego>"
"7022splitHere46","11468327splitHere46","$ cat myProgram.java <newline46mondego>public class myProgram{<newline46mondego><newline46mondego>   public static boolean getRandomBoolean() {<newline46mondego>       return Math.random() < 0.5;<newline46mondego>       //I tried another approaches here, still the same result<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>       System.out.println(getRandomBoolean());  <newline46mondego>   }<newline46mondego>}<newline46mondego><newline46mondego>$ javac myProgram.java<newline46mondego>$ java myProgram ; java myProgram; java myProgram; java myProgram<newline46mondego>true<newline46mondego>false<newline46mondego>false<newline46mondego>true<newline46mondego>"
"7023splitHere46","11468327splitHere46","Random"
"7024splitHere46","11468327splitHere46","nextBoolean"
"7025splitHere46","11468327splitHere46","import java.util.Random;<newline46mondego><newline46mondego>public class myProgram{<newline46mondego><newline46mondego>   private static Random rnd = new Random();<newline46mondego><newline46mondego>   public static boolean getRandomBoolean() {<newline46mondego>       return rnd.nextBoolean();<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>       System.out.println(getRandomBoolean());  <newline46mondego>   }<newline46mondego>}<newline46mondego>"
"7026splitHere46","11468385splitHere46","static Object fieldOdClass(final String className,<newline46mondego>        final String valeurRecherche1) {<newline46mondego>        try {<newline46mondego>            final Field[] f = Class.forName(className).getFields();<newline46mondego>            for (int i = f.length - 1; i >= 0; i--) {<newline46mondego>                System.out.println(f[i].toString());<newline46mondego>                if (f[i].toString().endsWith(valeurRecherche1)) {<newline46mondego>                    return f[i].toString();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        } catch (final ClassNotFoundException e) {<newline46mondego>            // manage errors;<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"7027splitHere46","11468565splitHere46","jdbc:mysql://localhost:3306/oprdb?useUnicode=true&characterEncoding=UTF-8"
"7028splitHere46","11468648splitHere46","HashSet"
"7029splitHere46","11468648splitHere46","Hashset"
"7030splitHere46","11468648splitHere46","initialCapacity"
"7031splitHere46","11468648splitHere46","loadFactor"
"7032splitHere46","11468648splitHere46","HashSet"
"7033splitHere46","11468648splitHere46","HashMap"
"7034splitHere46","11468652splitHere46","class YourClass extends AsyncTask<...><newline46mondego>{<newline46mondego>    ProgressDialog dialog;<newline46mondego>    Protected void onPreExecute(){<newline46mondego>        // create dialog here<newline46mondego>       dialog= new ProgressDialog (...);<newline46mondego>    }<newline46mondego>    protected void onPostExecute(Bitmap image){<newline46mondego>        //<newline46mondego>        dialog.dismiss();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7035splitHere46","11468714splitHere46","list1.retainAll(list2);"
"7036splitHere46","11468844splitHere46","connection"
"7037splitHere46","11468844splitHere46","MyConnection"
"7038splitHere46","11468844splitHere46","connection"
"7039splitHere46","11468844splitHere46","getConnection()"
"7040splitHere46","11468844splitHere46","getConnection()"
"7041splitHere46","11468844splitHere46","connection"
"7042splitHere46","11468844splitHere46","enum"
"7043splitHere46","11468844splitHere46","enum MyConnection {<newline46mondego><newline46mondego>    INSTANCE;<newline46mondego><newline46mondego>    // your methods...<newline46mondego>}<newline46mondego>"
"7044splitHere46","11468844splitHere46","MyConnection.INSTANCE"
"7045splitHere46","11468844splitHere46","enum"
"7046splitHere46","11468898splitHere46","file:/opt/hadoop/hadoop-1.0.2/docs/api/"
"7047splitHere46","11469266splitHere46","Gui"
"7048splitHere46","11469266splitHere46","public Gui()<newline46mondego>"
"7049splitHere46","11469266splitHere46","public Gui(String t)<newline46mondego>"
"7050splitHere46","11469266splitHere46","QuesHandText"
"7051splitHere46","11469266splitHere46","Gui"
"7052splitHere46","11469266splitHere46","NullPointerException"
"7053splitHere46","11469266splitHere46","public Gui(){<newline46mondego>   this(<doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>public Gui(String t){<newline46mondego>   //instruct (I am not sure what it means)<newline46mondego><newline46mondego>   quesHandText = new JTextField(4);<newline46mondego>   classParticular handler1 = new ClassParticular();<newline46mondego>   particular.addActionListener(handler1);<newline46mondego><newline46mondego>   myVector = new String[2]; // or some other size you need.<newline46mondego>   myVector[0]=<doubleQuotes46>some_string<doubleQuotes46>;<newline46mondego>   myVector[1]=<doubleQuotes46>some_string2<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"7054splitHere46","11469342splitHere46","<security:authorize access=<doubleQuotes46>hasAnyRole('ADMIN', 'DEVELOPER')<doubleQuotes46>><newline46mondego>    ...<newline46mondego></security:authorize><newline46mondego>"
"7055splitHere46","11469373splitHere46","sudo"
"7056splitHere46","11469373splitHere46","-E"
"7057splitHere46","11469373splitHere46","sudo -E env<newline46mondego>"
"7058splitHere46","11469373splitHere46","sudo env<newline46mondego>"
"7059splitHere46","11469441splitHere46","commons"
"7060splitHere46","11469526splitHere46","char[] arabicChars = {'٠','١','٢','٣','٤','٥','٦','٧','٨','٩'};<newline46mondego>StringBuilder builder = new StringBuilder();<newline46mondego>for(int i =0;i<str.length();i++)<newline46mondego>{<newline46mondego>    if(Character.isDigit(str.charAt(i)))<newline46mondego>    {<newline46mondego>        builder.append(arabicChars[(int)(str.charAt(i))-48]);<newline46mondego>    }<newline46mondego>    else<newline46mondego>    {<newline46mondego>        builder.append(str.charAt(i));<newline46mondego>    }<newline46mondego>}<newline46mondego>System.out.println(<doubleQuotes46>Number in English : <doubleQuotes46>+str);<newline46mondego>System.out.println(<doubleQuotes46>Number In Arabic : <doubleQuotes46>+builder.toString() );<newline46mondego>"
"7061splitHere46","11469603splitHere46","interrupt()"
"7062splitHere46","11469603splitHere46","Thread"
"7063splitHere46","11469687splitHere46","select r from Role r where not exists (<newline46mondego>    select p.id from Permission p <newline46mondego>    where p.name = 'test'<newline46mondego>    and p.id not in (select p2.id from Role r2 inner join r2.permissions p2<newline46mondego>                     where r2 = r))<newline46mondego>"
"7064splitHere46","11469731splitHere46","public static <K, V> Map<K, V> createLRUMap(final int maxEntries) {<newline46mondego>    return new LinkedHashMap<K, V>(maxEntries*3/2, 0.7f, true) {<newline46mondego>        @Override<newline46mondego>        protected boolean removeEldestEntry(Map.Entry<K, V> eldest) {<newline46mondego>            return size() > maxEntries;<newline46mondego>        }<newline46mondego>    };<newline46mondego>}<newline46mondego>"
"7065splitHere46","11469932splitHere46","Integer"
"7066splitHere46","11470268splitHere46","String[] tabS = myLine.substring(1, myLine.lenght() -1).split(<doubleQuotes46>\<doubleQuotes46>,\<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"7067splitHere46","11470268splitHere46","<doubleQuotes46>"
"7068splitHere46","11470273splitHere46","Drawable drawable = LoadImageFromWebOperations(ImageLink);<newline46mondego>        imageView.setImageDrawable(drawable);<newline46mondego><newline46mondego><newline46mondego>  private Drawable LoadImageFromWebOperations(String url)<newline46mondego>    {<newline46mondego>          try{<newline46mondego><newline46mondego><newline46mondego>        InputStream is = (InputStream) new URL(url).getContent();<newline46mondego>        Drawable d = Drawable.createFromStream(is, <doubleQuotes46>src name<doubleQuotes46>);<newline46mondego>        return d;<newline46mondego>      }catch (Exception e) {<newline46mondego>        System.out.println(<doubleQuotes46>Exc=<doubleQuotes46>+e);<newline46mondego>        return null;<newline46mondego>      }<newline46mondego>    }<newline46mondego>"
"7069splitHere46","11470289splitHere46","<extensions><newline46mondego>   [...]<newline46mondego>   <extension module=<doubleQuotes46>org.jboss.as.webservices<doubleQuotes46>/><newline46mondego></extensions><newline46mondego>"
"7070splitHere46","11470578splitHere46","dataType"
"7071splitHere46","11470578splitHere46","parseJSON"
"7072splitHere46","11470578splitHere46","Content-Type"
"7073splitHere46","11470578splitHere46","application/json"
"7074splitHere46","11470578splitHere46","data"
"7075splitHere46","11470578splitHere46","success"
"7076splitHere46","11470578splitHere46","console.debug(data);<newline46mondego>"
"7077splitHere46","11470635splitHere46","@RequestParam(<doubleQuotes46>modelName<doubleQuotes46>)"
"7078splitHere46","11470635splitHere46","requestMappedMethod(MyBackingForm form, Model model)"
"7079splitHere46","11470635splitHere46","fromRedirectMethod(..., RedirectAttributes redirectAttrs){<newline46mondego>     redirectAttrs.addFlashAttribute(<doubleQuotes46>myAttr1<doubleQuotes46>,<doubleQuotes46>myAttrVal1<doubleQuotes46>).addFlashAttribute(<doubleQuotes46>myAttr2<doubleQuotes46>, <doubleQuotes46>myAttrVal2<doubleQuotes46>);<newline46mondego>...perform redirect<newline46mondego>}<newline46mondego><newline46mondego>inRedirectedMethod(@ModelAttribute(<doubleQuotes46>myAttr1<doubleQuotes46>) myAttr1.., Model model){<newline46mondego>    model.asMap().get(<doubleQuotes46>myAttr2<doubleQuotes46>);.<newline46mondego>}<newline46mondego>"
"7080splitHere46","11470698splitHere46","PKCS10CertificationRequestBuilder builder = new JcaPKCS10CertificationRequestBuilder(<newline46mondego>    subject,<newline46mondego>    pair.getPublic()<newline46mondego>);<newline46mondego>"
"7081splitHere46","11470702splitHere46","strace -tt -f -e trace=create,open,close,unlink -o strace.out java -jar yourjar.jar<newline46mondego>"
"7082splitHere46","11470720splitHere46","System.gc()"
"7083splitHere46","11470725splitHere46","tree.getModel().getRoot();<newline46mondego>"
"7084splitHere46","11470725splitHere46","tree.getModel().getChildCount(rootNode)<newline46mondego>"
"7085splitHere46","11470725splitHere46","tree.getModel().getChild(rootNode, i)<newline46mondego>"
"7086splitHere46","11470826splitHere46","Socket s = new Socket(hostname, port, localInterface, 0);<newline46mondego>"
"7087splitHere46","11470969splitHere46","//Testing code in a different class<newline46mondego>public <X extends IA<X>> void check() {<newline46mondego>    IA<X> a = new A<X>();<newline46mondego>    W<subtypeofIA(IA works as well)> s = new M<subtypeofIA(IA works as well)>(a); //Doesn't compile because IA<X> is not the same as 'X', even though <X extends IA> <newline46mondego>    W<X> s = new M(a);    //Compiles, but with suppressed warnings <newline46mondego>}<newline46mondego>"
"7088splitHere46","11470969splitHere46","interface IA<X extends IA<X>>{}<newline46mondego><newline46mondego>class A<X extends IA<X>> implements IA<X>{}<newline46mondego><newline46mondego>class W<X extends IA<X>>{}<newline46mondego><newline46mondego>class M<X extends IA<X>> extends W<X>{<newline46mondego>    X anx;<newline46mondego><newline46mondego>    public M(X x){} //Type X here is not compatibile with IA in the test code <newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>//Testing code in a different class<newline46mondego>public <X extends IA<X>> void check() {<newline46mondego><newline46mondego>    IA<X> a = new A<X>();<newline46mondego>    W<X> s = new M<X>(null); //Doesn't compile because IA<X> is not the same as 'X', even though <X extends IA> <newline46mondego>    W<X> ss = new M(a);    //Compiles, but with suppressed warnings<newline46mondego><newline46mondego>    X aa = new A<X>();  //this is completely illegal  <newline46mondego>    W<X> sss = new M<X>(aa); //compiles<newline46mondego>}<newline46mondego>"
"7089splitHere46","11471009splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.MouseWheelEvent;<newline46mondego>import java.awt.event.MouseWheelListener;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Test extends JFrame implements MouseWheelListener {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego>    private JPanel p;<newline46mondego><newline46mondego>    public Test() {<newline46mondego>        setLayout(new FlowLayout());<newline46mondego>        setPreferredSize(new Dimension(1000, 1000));<newline46mondego>        setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        p = new JPanel();<newline46mondego>        p.setPreferredSize(new Dimension(200, 200));<newline46mondego>        p.setBackground(Color.red);<newline46mondego>        add(p);<newline46mondego>        addMouseWheelListener(this);<newline46mondego>        pack();<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public void mouseWheelMoved(MouseWheelEvent e) {<newline46mondego>        Dimension dim100 = new Dimension(100, 100);<newline46mondego>        Dimension dim200 = new Dimension(200, 200);<newline46mondego>        System.out.println(p.getSize());<newline46mondego>        if (p.getPreferredSize().equals(dim100)) {<newline46mondego>            p.setPreferredSize(dim200);<newline46mondego>            p.revalidate();<newline46mondego>            System.out.println(p.getSize());<newline46mondego>        } else if (p.getPreferredSize().equals(dim200)) {<newline46mondego>            p.setPreferredSize(dim100);<newline46mondego>            p.revalidate();<newline46mondego>            System.out.println(p.getSize());<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new Test();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7090splitHere46","11471009splitHere46","System.out.println(p.getSize());"
"7091splitHere46","11471009splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.MouseWheelEvent;<newline46mondego>import java.awt.event.MouseWheelListener;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Test extends JFrame implements MouseWheelListener {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego>    private JPanel p;<newline46mondego><newline46mondego>    public Test() {<newline46mondego>        setLayout(new FlowLayout());<newline46mondego>        setPreferredSize(new Dimension(1000, 1000));<newline46mondego>        setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego>        p = new JPanel();<newline46mondego>        p.setPreferredSize(new Dimension(900, 900));<newline46mondego>        p.setBackground(Color.red);<newline46mondego>        add(p);<newline46mondego>        addMouseWheelListener(this);<newline46mondego>        pack();<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public void mouseWheelMoved(MouseWheelEvent e) {<newline46mondego>        Dimension dim100 = p.getSize();<newline46mondego>        System.out.println(<doubleQuotes46>before <doubleQuotes46>+ p.getSize());<newline46mondego>        p.setPreferredSize(new Dimension(dim100.height - 5, dim100.width - 5));<newline46mondego>        p.revalidate();<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                System.out.println(<doubleQuotes46>after <doubleQuotes46>+ p.getSize());<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new Test();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7092splitHere46","11471009splitHere46","before java.awt.Dimension[width=900,height=900]<newline46mondego>after java.awt.Dimension[width=895,height=895]<newline46mondego>before java.awt.Dimension[width=895,height=895]<newline46mondego>after java.awt.Dimension[width=890,height=890]<newline46mondego>before java.awt.Dimension[width=890,height=890]<newline46mondego>after java.awt.Dimension[width=885,height=885]<newline46mondego>before java.awt.Dimension[width=885,height=885]<newline46mondego>after java.awt.Dimension[width=880,height=880]<newline46mondego>before java.awt.Dimension[width=880,height=880]<newline46mondego>after java.awt.Dimension[width=875,height=875]<newline46mondego>before java.awt.Dimension[width=875,height=875]<newline46mondego>after java.awt.Dimension[width=870,height=870]<newline46mondego>before java.awt.Dimension[width=870,height=870]<newline46mondego>after java.awt.Dimension[width=865,height=865]<newline46mondego>before java.awt.Dimension[width=865,height=865]<newline46mondego>after java.awt.Dimension[width=860,height=860]<newline46mondego>"
"7093splitHere46","11471025splitHere46","element"
"7094splitHere46","11471025splitHere46","null"
"7095splitHere46","11471025splitHere46","additionalValue"
"7096splitHere46","11471025splitHere46","if (element != null && element.getAdditionalValue() != null){<newline46mondego>   return element.getAdditionalValue();<newline46mondego>}<newline46mondego>"
"7097splitHere46","11471316splitHere46","db.addUser(json.getString(KEY_ID), json_user.getString(KEY_NAME), json_user.getString(KEY_EMAIL), json_user.getString(KEY_CREATED_AT)); <newline46mondego>"
"7098splitHere46","11471316splitHere46","db.addUser(json_user.getString(KEY_ID), json_user.getString(KEY_NAME), json_user.getString(KEY_EMAIL), json_user.getString(KEY_CREATED_AT)); <newline46mondego>"
"7099splitHere46","11471411splitHere46","startsWith"
"7100splitHere46","11471411splitHere46","<doubleQuotes46>*<doubleQuotes46>"
"7101splitHere46","11471411splitHere46","numberline"
"7102splitHere46","11471411splitHere46","*CELL_CLOSE"
"7103splitHere46","11471456splitHere46","FileOutputStream fos = new FileOutputStream(<doubleQuotes46>t.tmp<doubleQuotes46>); // t.tmp is the directory&file name<newline46mondego>ObjectOutputStream oos = new ObjectOutputStream(fos);<newline46mondego>"
"7104splitHere46","11471745splitHere46","GET"
"7105splitHere46","11471745splitHere46","POST"
"7106splitHere46","11471745splitHere46","PUT"
"7107splitHere46","11471745splitHere46","DELETE"
"7108splitHere46","11471887splitHere46","<Resource>"
"7109splitHere46","11472007splitHere46",".*YOUR_EXPRESSION.*"
"7110splitHere46","11472023splitHere46","if (in_file.hasNextInt()) {<newline46mondego>    if (in_file.nextInt() == 0) <newline46mondego>        level[i][j] = '-';<newline46mondego>    else if (in_file.nextInt() == 1)<newline46mondego>        level[i][j] = '#';<newline46mondego>}<newline46mondego>"
"7111splitHere46","11472023splitHere46","NoSuchElementException"
"7112splitHere46","11472023splitHere46","if (in_file.hasNextInt()) {<newline46mondego>    int nextInt = in_file.nextInt();<newline46mondego>    if (nextInt == 0) <newline46mondego>        level[i][j] = '-';<newline46mondego>    else if (nextInt == 1)<newline46mondego>        level[i][j] = '#';<newline46mondego>}<newline46mondego>"
"7113splitHere46","11472219splitHere46","public static void main(String[] args) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"7114splitHere46","11472238splitHere46","<ui:param/>"
"7115splitHere46","11472238splitHere46","<ui:insert/>"
"7116splitHere46","11472238splitHere46","<ui:define/>"
"7117splitHere46","11472238splitHere46","<ui:insert/>"
"7118splitHere46","11472238splitHere46","<ui:insert name=<doubleQuotes46>pagecanonical<doubleQuotes46> /><newline46mondego>"
"7119splitHere46","11472238splitHere46","<ui:decorate/>"
"7120splitHere46","11472238splitHere46","pagecanonical"
"7121splitHere46","11472238splitHere46","<ui:decorate template=<doubleQuotes46>mytemplate.xhtml<doubleQuotes46>><newline46mondego>  <ui:define name=<doubleQuotes46>pagecanonical<doubleQuotes46>><newline46mondego>    <s:link id=<doubleQuotes46>canonical<doubleQuotes46> view=<doubleQuotes46>/rewriteSearchLink/resultsPage.xhtml<doubleQuotes46> propagation=<doubleQuotes46>none<doubleQuotes46>><newline46mondego>      <f:param name=<doubleQuotes46>searchString<doubleQuotes46> value=<doubleQuotes46>#{currentSearch.searchString}<doubleQuotes46>/><newline46mondego>      <f:param name=<doubleQuotes46>placeString<doubleQuotes46> value=<doubleQuotes46>#{currentSearch.placeString}<doubleQuotes46>/><newline46mondego>      <f:param name=<doubleQuotes46>currentPage<doubleQuotes46> value=<doubleQuotes46>#{currentSearch.currentPage}<doubleQuotes46>/><newline46mondego>    </s:link><newline46mondego>  </ui:define><newline46mondego></ui:decorate><newline46mondego>"
"7122splitHere46","11472422splitHere46","Iterator iterator = list.iterator();<newline46mondego>        while (iterator.hasNext()) {<newline46mondego>            System.out.println((Object[])iterator.next());<newline46mondego>        }<newline46mondego>"
"7123splitHere46","11472439splitHere46","net.tcp"
"7124splitHere46","11472445splitHere46","getResourceAsStream"
"7125splitHere46","11472467splitHere46","Collection<? extends StatusLineElementProvider> all = <newline46mondego>    Lookup.getDefault().lookupAll(StatusLineElementProvider.class);<newline46mondego>for (StatusLineElementProvider a : all) {<newline46mondego>    if (a instanceof StatusBar) {<newline46mondego>        StatusBarJPanel ele = (StatusBarJPanel ) ((StatusBar) a).getStatusLineElement();<newline46mondego>        ele.doUpdate(); // or whatever method you need to call<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7126splitHere46","11472467splitHere46","StatusLineElementProvider"
"7127splitHere46","11472573splitHere46","Query"
"7128splitHere46","11472573splitHere46","setFirstResult"
"7129splitHere46","11472573splitHere46","setMaxResult"
"7130splitHere46","11472573splitHere46","238 public String getLimitString(String sql, boolean hasOffset) {<newline46mondego>239     return new StringBuffer( sql.length()+20 )<newline46mondego>240         .append(sql)<newline46mondego>241         .append( hasOffset ? <doubleQuotes46> limit ?, ?<doubleQuotes46> : <doubleQuotes46> limit ?<doubleQuotes46>)<newline46mondego>242         .toString();<newline46mondego>243 }<newline46mondego>"
"7131splitHere46","11472613splitHere46","<h:selectOneMenu id=<doubleQuotes46>dep<doubleQuotes46> value=<doubleQuotes46>#{courseOfStudiesBean.depName}<doubleQuotes46>><newline46mondego>                 <f:selectItems value=<doubleQuotes46>${courseOfStudiesBean.departmentValues}<doubleQuotes46>/><newline46mondego></h:selectOneMenu><newline46mondego>"
"7132splitHere46","11472692splitHere46","@RunAs"
"7133splitHere46","11472692splitHere46","TimerService"
"7134splitHere46","11472692splitHere46","@RunAs"
"7135splitHere46","11472692splitHere46","PrivilegedRatingService"
"7136splitHere46","11472692splitHere46","@RunAs"
"7137splitHere46","11472692splitHere46","TimerService"
"7138splitHere46","11472692splitHere46","javax.ejb.TimerService"
"7139splitHere46","11472700splitHere46","DBfields.USERNAME"
"7140splitHere46","11472700splitHere46","import static mypackage.SQL_access.DBfields.*;<newline46mondego>"
"7141splitHere46","11472700splitHere46","String"
"7142splitHere46","11472700splitHere46","int"
