"1splitHere46","6611642splitHere46","rename"
"6837splitHere46","6828257splitHere46","public static class Cage<T extends Animal> { <newline46mondego>    private Set<T> pen = new HashSet<T>();<newline46mondego><newline46mondego>    public void add(T animal) {<newline46mondego>        pen.add(animal);<newline46mondego>    }<newline46mondego><newline46mondego>    /* It's OK to put subclasses into a cage of super class */<newline46mondego>    public void transferTo(Cage<? super T> cage) {<newline46mondego>        cage.pen.addAll(this.pen);<newline46mondego>    }<newline46mondego><newline46mondego>    public void showAnimals() {<newline46mondego>        System.out.println(pen);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6838splitHere46","6828257splitHere46","<? super T>"
"6839splitHere46","6828257splitHere46","public static class Animal {<newline46mondego>    public String toString() {<newline46mondego>        return getClass().getSimpleName();<newline46mondego>    }<newline46mondego>}<newline46mondego>public static class Rat extends Animal {}<newline46mondego>public static class Lion extends Animal {}<newline46mondego>public static class Cage<T extends Animal> { /* above */ }<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>    Cage<Animal> animals = new Cage<Animal>();<newline46mondego>    Cage<Lion> lions = new Cage<Lion>();<newline46mondego>    animals.add(new Rat()); // OK to put a Rat into a Cage<Animal> <newline46mondego>    lions.add(new Lion());<newline46mondego>    lions.transferTo(animals); // invoke the super generic method<newline46mondego>    animals.showAnimals();<newline46mondego>}<newline46mondego>"
"6840splitHere46","6828257splitHere46","[Rat, Lion]<newline46mondego>"
"6841splitHere46","6828257splitHere46","Lion instanceof Animal // true<newline46mondego>"
"6842splitHere46","6828257splitHere46","Cage<Lion> instanceof Cage<Animal> // false<newline46mondego>"
"6843splitHere46","6828257splitHere46","Cage<Animal> animals;<newline46mondego>Cage<Lion> lions;<newline46mondego>animals = lions; // This assignment is not allowed<newline46mondego>animals.add(rat); // If this executed, we'd have a Rat in a Cage<Lion><newline46mondego>"
"6844splitHere46","6828298splitHere46","<a href=<doubleQuotes46>@{Application.create(5, models.Game.GameType.Succession.name())}<doubleQuotes46>>create editor</a><newline46mondego>"
"6845splitHere46","6828298splitHere46","GET     /user/{parentUserId}/create/{type}/editor  Application.create  <newline46mondego>"
"6846splitHere46","6828298splitHere46","public static void create(long parentUserId, Game.GameType type)<newline46mondego>    { ... }<newline46mondego>"
"6847splitHere46","6828298splitHere46","GET     /user/{parentUserId}/editor  Application.create(type:models.Game.GameType.Succession.name())<newline46mondego>"
"6848splitHere46","6828298splitHere46","type"
"6849splitHere46","6828298splitHere46","null"
"6850splitHere46","6828386splitHere46","isEmpty()"
"6851splitHere46","6828386splitHere46","equals(<doubleQuotes46><doubleQuotes46>)"
"6852splitHere46","6828386splitHere46","671     public boolean isEmpty() {<newline46mondego>  672         return count == 0;<newline46mondego>  673     }<newline46mondego><newline46mondego> 1013     public boolean equals(Object anObject) {<newline46mondego> 1014         if (this == anObject) {<newline46mondego> 1015             return true;<newline46mondego> 1016         }<newline46mondego> 1017         if (anObject instanceof String) {<newline46mondego> 1018             String anotherString = (String)anObject;<newline46mondego> 1019             int n = count;<newline46mondego> 1020             if (n == anotherString.count) {<newline46mondego> 1021                 char v1[] = value;<newline46mondego> 1022                 char v2[] = anotherString.value;<newline46mondego> 1023                 int i = offset;<newline46mondego> 1024                 int j = anotherString.offset;<newline46mondego> 1025                 while (n-- != 0) {<newline46mondego> 1026                     if (v1[i++] != v2[j++])<newline46mondego> 1027                         return false;<newline46mondego> 1028                 }<newline46mondego> 1029                 return true;<newline46mondego> 1030             }<newline46mondego> 1031         }<newline46mondego> 1032         return false;<newline46mondego> 1033     }<newline46mondego>"
"6853splitHere46","6828386splitHere46","str.isEmpty()"
"6854splitHere46","6828386splitHere46","<doubleQuotes46><doubleQuotes46>.equals(str)"
"6855splitHere46","6828386splitHere46","<doubleQuotes46><doubleQuotes46>.equals(s)"
"6856splitHere46","6828386splitHere46","equals"
"6857splitHere46","6828386splitHere46","false"
"6858splitHere46","6828386splitHere46","s"
"6859splitHere46","6828386splitHere46","s.isEmpty()"
"6860splitHere46","6828386splitHere46","s"
"6861splitHere46","6828668splitHere46","BufferedOutputStream bos = new BufferedOutputStream(new FileOutputStream(yourFile));<newline46mondego>bos.write(fileBytes);<newline46mondego>bos.flush();<newline46mondego>bos.close();<newline46mondego>"
"6862splitHere46","6828668splitHere46","BufferedWriter bw = new BufferedWriter(new FileWriter(yourFile));<newline46mondego>"
"6863splitHere46","6828668splitHere46","ByteArrayInputStream"
"6864splitHere46","6828668splitHere46","ByteArrayInputStream bais = new ByteArrayInputStream(yourBytes);<newline46mondego>"
"6865splitHere46","6828737splitHere46","AffineTransform"
"6866splitHere46","6828737splitHere46","public static void main(String[] args) {<newline46mondego><newline46mondego>    JFrame frame = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego><newline46mondego>    frame.add(new JComponent() {<newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego>            super.paintComponent(g);<newline46mondego><newline46mondego>            Graphics2D g2d = (Graphics2D) g;<newline46mondego><newline46mondego>            // save the <doubleQuotes46>old<doubleQuotes46> transform<newline46mondego>            AffineTransform old = g2d.getTransform();<newline46mondego><newline46mondego>            // update graphics object with the inverted y-transform<newline46mondego>            g2d.translate(0, getHeight() - 1);<newline46mondego>            g2d.scale(1, -1);<newline46mondego><newline46mondego>            // draw what you want<newline46mondego>            g2d.drawLine(0, 0, 300, 200);<newline46mondego><newline46mondego>            // restore the old transform<newline46mondego>            g2d.setTransform(old);<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.setSize(400, 300);<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"6867splitHere46","6828990splitHere46","MouseEvent"
"6868splitHere46","6828990splitHere46","MouseEvent.BUTTON1"
"6869splitHere46","6828990splitHere46","synchronized"
"6870splitHere46","6828990splitHere46","private boolean mouseDown = false;<newline46mondego><newline46mondego>public void mousePressed(MouseEvent e) {<newline46mondego>    if (e.getButton() == MouseEvent.BUTTON1) {<newline46mondego>        mouseDown = true;<newline46mondego>        initThread();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public void mouseReleased(MouseEvent e) {<newline46mondego>    if (e.getButton() == MouseEvent.BUTTON1) {<newline46mondego>        mouseDown = false;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private boolean isRunning = false;<newline46mondego>private synchronized boolean checkAndMark() {<newline46mondego>    if (isRunning) return false;<newline46mondego>    isRunning = true;<newline46mondego>    return true;<newline46mondego>}<newline46mondego>private void initThread() {<newline46mondego>    if (checkAndMark()) {<newline46mondego>        new Thread() {<newline46mondego>            public void run() {<newline46mondego>                do {<newline46mondego>                    //do something<newline46mondego>                } while (mouseDown);<newline46mondego>                isRunning = false;<newline46mondego>            }<newline46mondego>        }.start();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6871splitHere46","6829091splitHere46","<property name=<doubleQuotes46>propertyName<doubleQuotes46>><newline46mondego>  <list><newline46mondego>    <ref bean=<doubleQuotes46>filter1<doubleQuotes46>/><newline46mondego>    <ref bean=<doubleQuotes46>filter2<doubleQuotes46>/><newline46mondego>  </list><newline46mondego></property><newline46mondego>"
"6872splitHere46","6829322splitHere46","Default Definitions of True and False <newline46mondego>Data Type                    True                              False <newline46mondego>Byte,integer, and long       Odd integers                      Zero or even integers <newline46mondego>Floating point and complex   Non-zero values                   Zero <newline46mondego>String                       Any string with non-zero length   Null string (<doubleQuotes46> <doubleQuotes46>) <newline46mondego>Heap variables               Non-null values                   Null values<newline46mondego>"
"6873splitHere46","6829353splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego><resources><newline46mondego>     <item type=<doubleQuotes46>integer<doubleQuotes46> name=<doubleQuotes46>mynumber<doubleQuotes46>>4</item><newline46mondego></resources><newline46mondego>"
"6874splitHere46","6829353splitHere46","int number= getResources().getInteger(R.integer.mynumber);<newline46mondego>"
"6875splitHere46","6829396splitHere46","Calendar"
"6876splitHere46","6829396splitHere46","Date"
"6877splitHere46","6829396splitHere46","Calendar"
"6878splitHere46","6829422splitHere46","TransferHandler"
"6879splitHere46","6829422splitHere46","JTree"
"6880splitHere46","6829422splitHere46","Transferable"
"6881splitHere46","6829422splitHere46","JTree tree = new JTree();<newline46mondego>    tree.setDragEnabled(true);<newline46mondego>    tree.getSelectionModel().setSelectionMode(TreeSelectionModel.SINGLE_TREE_SELECTION);<newline46mondego><newline46mondego>    tree.setTransferHandler(new TransferHandler(null) {<newline46mondego>        public int getSourceActions(JComponent c) {<newline46mondego>            return MOVE;<newline46mondego>        }<newline46mondego><newline46mondego>        protected Transferable createTransferable(JComponent c) {<newline46mondego>            JTree tree = (JTree) c;<newline46mondego>            DefaultMutableTreeNode node = (DefaultMutableTreeNode) tree.getSelectionPath().getLastPathComponent();<newline46mondego><newline46mondego>            if (node.isLeaf()) {<newline46mondego>                // TODO create the Transferable instance for the selected leaf<newline46mondego>            } else {<newline46mondego>                return null;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"6882splitHere46","6829854splitHere46","synchronized"
"6883splitHere46","6829854splitHere46","this"
"6884splitHere46","6829973splitHere46","String curDir = System.getProperty(<doubleQuotes46>user.dir<doubleQuotes46>);<newline46mondego>"
"6885splitHere46","6830158splitHere46","protected List<? extends A> children = new ArrayList<A>();<newline46mondego>"
"6886splitHere46","6830246splitHere46","<script type=<doubleQuotes46>text/javascript<doubleQuotes46>> <newline46mondego>    // wait for the DOM to be loaded <newline46mondego>    $(document).ready(function() { <newline46mondego>        // bind 'myForm' and provide a simple callback function <newline46mondego>        $('#myForm').ajaxForm(function() {    <newline46mondego>        // reload main page<newline46mondego>        window.opener.location.reload();<newline46mondego>        // close popup<newline46mondego>        window.close();<newline46mondego>        }); <newline46mondego>    }); <newline46mondego></script> <newline46mondego>"
"6887splitHere46","6830387splitHere46","@After"
"6888splitHere46","6830387splitHere46","@Test"
"6889splitHere46","6830387splitHere46","@BeforeClass"
"6890splitHere46","6830387splitHere46","@Tests"
"6891splitHere46","6830387splitHere46","@Before"
"6892splitHere46","6830387splitHere46","@Test"
"6893splitHere46","6830387splitHere46","@After"
"6894splitHere46","6830387splitHere46","@Test"
"6895splitHere46","6830387splitHere46","@AfterClass"
"6896splitHere46","6830387splitHere46","@Tests"
"6897splitHere46","6830387splitHere46","@Test<newline46mondego>public void someTest() {<newline46mondego>    try {<newline46mondego>        // test something<newline46mondego>    } finally {<newline46mondego>        someParticularTearDown();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6898splitHere46","6830538splitHere46","java -version"
"6899splitHere46","6830538splitHere46","java version <doubleQuotes46>1.6.0_26<doubleQuotes46><newline46mondego>Java(TM) SE Runtime Environment (build 1.6.0_26-b03-384-10M3425)<newline46mondego>Java HotSpot(TM) 64-Bit Server VM (build 20.1-b02-384, mixed mode)<newline46mondego>"
"6900splitHere46","6830663splitHere46","File1.buf"
"6901splitHere46","6830663splitHere46","ClassName.FIELD_NAME"
"6902splitHere46","6830663splitHere46","CAPITAL_LETTERS"
"6903splitHere46","6830663splitHere46","BUF"
"6904splitHere46","6830663splitHere46","static final"
"6905splitHere46","6830663splitHere46","final static"
"6906splitHere46","6830757splitHere46","ImageWriter writer = null;<newline46mondego>    Iterator<ImageWriter> iwi = ImageIO.getImageWritersByFormatName(<doubleQuotes46>jpg<doubleQuotes46>);<newline46mondego>    if (!iwi.hasNext())<newline46mondego>        return;<newline46mondego>    writer = (ImageWriter) iwi.next();<newline46mondego>    ImageWriteParam iwp = writer.getDefaultWriteParam();<newline46mondego>    iwp.setCompressionMode(ImageWriteParam.MODE_EXPLICIT) ;<newline46mondego>    iwp.setCompressionQuality(compressionQuality);<newline46mondego>    writer.setOutput(...);<newline46mondego>    writer.write(null, image, iwp);<newline46mondego>"
"6907splitHere46","6830835splitHere46","ButtonGroup"
"6908splitHere46","6830835splitHere46","RadioButton"
"6909splitHere46","6830835splitHere46","RadioButton"
"6910splitHere46","6830835splitHere46","ButtonGroup"
"6911splitHere46","6830835splitHere46","StateMachine()"
"6912splitHere46","6830835splitHere46","Form form = (Form) this.startApp(resources, null, true);<newline46mondego> RadioButton rb1 = this.findRadioButton(form);<newline46mondego> RadioButton rb = this.findRadioButton1(form);<newline46mondego> ButtonGroup bg = new ButtonGroup();<newline46mondego> bg.add(rb);<newline46mondego> bg.add(rb1);<newline46mondego> bg.setSelected(0);<newline46mondego>"
"6913splitHere46","6830835splitHere46","StateMachine(String resFile)"
"6914splitHere46","6830835splitHere46","StateMachine sm = new StateMachine(<doubleQuotes46>/Sample.res<doubleQuotes46>);<newline46mondego> RadioButton rb1 = sm.findRadioButton(Display.getInstance().getCurrent());<newline46mondego> RadioButton rb = sm.findRadioButton1(Display.getInstance().getCurrent());<newline46mondego> ButtonGroup bg = new ButtonGroup();<newline46mondego> bg.add(rb);<newline46mondego> bg.add(rb1);<newline46mondego> bg.setSelected(0);<newline46mondego>"
"6915splitHere46","6830842splitHere46","Comparable<T>"
"6916splitHere46","6830842splitHere46","Collections.sort"
"6917splitHere46","6830842splitHere46","List<String>"
"6918splitHere46","6830842splitHere46","Comparator<T>"
"6919splitHere46","6830842splitHere46","Collections.sort"
"6920splitHere46","6831171splitHere46","latch.countDown();"
"6921splitHere46","6831171splitHere46","latch.await();"
"6922splitHere46","6831171splitHere46","phaser.register()"
"6923splitHere46","6831171splitHere46","phaser.arrive()"
"6924splitHere46","6831171splitHere46","phaser.arriveAndAwaitAdvance()"
"6925splitHere46","6831201splitHere46","// set the port number<newline46mondego>BCC.setPortNumber(<doubleQuotes46>COM1<doubleQuotes46>);<newline46mondego>// set the baud rate<newline46mondego>BCC.setBaudRate(50000);<newline46mondego>// set the connectable mode<newline46mondego>BCC.setConnectable(true);<newline46mondego>// set the discovery mode to Limited Inquiry Access Code<newline46mondego>BCC.setDiscoverable(DiscoveryAgent.LIAC);<newline46mondego>"
"6926splitHere46","6831205splitHere46","User.find(<doubleQuotes46>byRoomAndOnline<doubleQuotes46>, room, 1).fetch()"
"6927splitHere46","6831205splitHere46","User.find(<doubleQuotes46>room = ? and online = 1<doubleQuotes46>, room).fetch()"
"6928splitHere46","6831596splitHere46","x"
"6929splitHere46","6831648splitHere46","Comparator"
"6930splitHere46","6831648splitHere46","sort"
"6931splitHere46","6831648splitHere46","Comparable"
"6932splitHere46","6831648splitHere46","if (o1.compareTo(o2))<newline46mondego>"
"6933splitHere46","6831804splitHere46","DefaultMutableTreeNode"
"6934splitHere46","6831804splitHere46","DefaultTreeModel"
"6935splitHere46","6831804splitHere46","nodesChanged"
"6936splitHere46","6831804splitHere46","DefaultTreeModel.insertNodesInto"
"6937splitHere46","6831804splitHere46","DefaultTreeModel model = (DefaultTreeModel)accessPointTree.getModel();<newline46mondego>DefaultMutableTreeNode root = model.getRoot();<newline46mondego>model.insertNodeInto(accessPointNode, root, root.getChildCount());<newline46mondego>"
"6938splitHere46","6832295splitHere46","-verbose"
"6939splitHere46","6832295splitHere46","javac"
"6940splitHere46","6832295splitHere46","[parsing started .\a.java]<newline46mondego>[parsing completed 0ms]<newline46mondego>[loading .\ajava]<newline46mondego>[parsing started .\b.java]<newline46mondego>[parsing completed 0ms]<newline46mondego>[loading .\bingo\foo.class] //<- here we go.. just before exception.<newline46mondego><newline46mondego>An exception has occurred in the compiler (1.6.0_26). Please file a bug at the J<newline46mondego>ava Developer Connection (http://java.sun.com/webapps/bugreport)  after checking<newline46mondego> the Bug Parade for duplicates. Include your program and the following diagnosti<newline46mondego>c in your report.  Thank you.<newline46mondego>"
"6941splitHere46","6832305splitHere46","int[9][9]"
"6942splitHere46","6832305splitHere46","Cell"
"6943splitHere46","6832305splitHere46","Row"
"6944splitHere46","6832305splitHere46","Column"
"6945splitHere46","6832305splitHere46","Sector"
"6946splitHere46","6832318splitHere46","while (scannerFile.hasNext()) {<newline46mondego>        String character = scannerFile.next();<newline46mondego>        int index =0;<newline46mondego>        char star = '*';<newline46mondego>        while(index<character.length()) {<newline46mondego><newline46mondego>            if(character.charAt(index)==star){<newline46mondego>                starNumber++;<newline46mondego>            }<newline46mondego>            index++;<newline46mondego>        }<newline46mondego>        /* PRINTS the result for each line!!! */<newline46mondego>        System.out.println(starNumber);<newline46mondego>    }<newline46mondego>"
"6947splitHere46","6832333splitHere46","File#length()"
"6948splitHere46","6832333splitHere46","long size = file.length();<newline46mondego>// ...<newline46mondego>"
"6949splitHere46","6832333splitHere46","FileInputStream"
"6950splitHere46","6832333splitHere46","InputStream"
"6951splitHere46","6832333splitHere46","File"
"6952splitHere46","6832333splitHere46","InputStream input = new FileInputStream(file);<newline46mondego>// ...<newline46mondego>"
"6953splitHere46","6832333splitHere46","File"
"6954splitHere46","6832379splitHere46","String type; // gets the value <doubleQuotes46>One<doubleQuotes46><newline46mondego>String name; // gets the value <doubleQuotes46>Two<doubleQuotes46><newline46mondego>String name; // gets the value <doubleQuotes46>Three<doubleQuotes46><newline46mondego>"
"6955splitHere46","6832379splitHere46","type = map.get(<doubleQuotes46>type<doubleQuotes46>);<newline46mondego>"
"6956splitHere46","6832556splitHere46","// This is the NXT Mac Address. Each device has a specific Mac. Find it in the Build output when uploading<newline46mondego>    // your NXT app to the brick using a USB cable. MUST USE USB CABLE TO SEE MAC ADDRESS!<newline46mondego>    final String nxtMac = <doubleQuotes46>00:16:53:05:3C:F5<doubleQuotes46>;<newline46mondego>    //Important: This is the data stream used to communicate with the NXT.<newline46mondego>    private DataOutputStream nxtDos = null;<newline46mondego>    BluetoothAdapter localAdapter;<newline46mondego>    BluetoothSocket nxtSocket;<newline46mondego>    boolean success = false;<newline46mondego>"
"6957splitHere46","6832556splitHere46","//Connect to NXT<newline46mondego>    public boolean connectToNXT() {         <newline46mondego>        // get the BluetoothDevice of the NXT<newline46mondego>        BluetoothDevice nxt = localAdapter.getRemoteDevice(nxtMac);<newline46mondego>        //Try to connect to the nxt<newline46mondego>        try {<newline46mondego>            nxtSocket = nxt.createRfcommSocketToServiceRecord(UUID.fromString(<doubleQuotes46>00001101-0000-1000-8000-00805F9B34FB<doubleQuotes46>));<newline46mondego>            nxtSocket.connect();<newline46mondego>            //Get the Data stream<newline46mondego>            nxtDos = new DataOutputStream(nxtSocket.getOutputStream());<newline46mondego>            success = true;<newline46mondego>        } catch (IOException e) {<newline46mondego>            Log.d(<doubleQuotes46>Bluetooth<doubleQuotes46>, <doubleQuotes46>Err: Device not found or cannot connect<doubleQuotes46>);<newline46mondego>            success = false;<newline46mondego>        }<newline46mondego>        return success;<newline46mondego>    }<newline46mondego>"
"6958splitHere46","6832637splitHere46","@ManyToMany(mappedBy=<doubleQuotes46>supportedServices<doubleQuotes46>, fetch=FetchType.EAGER)"
"6959splitHere46","6832637splitHere46","entityManager.merge(currentEvent);"
"6960splitHere46","6832733splitHere46","display:none"
"6961splitHere46","6832733splitHere46","10x10"
"6962splitHere46","6832733splitHere46","visibility"
"6963splitHere46","6832733splitHere46",":hidden"
"6964splitHere46","6832733splitHere46","visibility"
"6965splitHere46","6832733splitHere46","display"
"6966splitHere46","6832771splitHere46","android.jar"
"6967splitHere46","6832771splitHere46","JNIEnv"
"6968splitHere46","6832817splitHere46","Example e1 = new Example();<newline46mondego>Example e2 = new Example();<newline46mondego><newline46mondego>e2.setNumber(3);<newline46mondego>e1.setNumber(5);<newline46mondego><newline46mondego>System.out.println(e2.getNumber()); // surprise! prints 5,     <newline46mondego>"
"6969splitHere46","6832817splitHere46","Example e1 = new Example();<newline46mondego>Example e2 = new Example();<newline46mondego><newline46mondego>Example.setNumber(5);<newline46mondego>System.out.println(Example.getNumber()); // prints 5, no surprise...<newline46mondego>"
"6970splitHere46","6832882splitHere46","Preferences -> Maven->Goal to run after updating project configuration"
"6971splitHere46","6832882splitHere46","Project->Clean..."
"6972splitHere46","6833111splitHere46","org.apache.maven.plugins.shade.resource.AppendingTransformer"
"6973splitHere46","6833111splitHere46","org.apache.maven.plugins.shade.resource.XmlAppendingTransformer"
"6974splitHere46","6833111splitHere46","org.apache.cxf.maven.PluginTransformer"
"6975splitHere46","6833111splitHere46","org.apache.cxf.maven.CXFAllTransformer"
"6976splitHere46","6833111splitHere46","cxf-buildtools"
"6977splitHere46","6833154splitHere46","public class Foo {   <newline46mondego>    public static @interface Bar {<newline46mondego>    }    <newline46mondego>}<newline46mondego>"
"6978splitHere46","6833157splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Peach extends JPanel {<newline46mondego>   public void paintComponent(java.awt.Graphics g) { // *** note change<newline46mondego>      super.paintComponent(g);<newline46mondego>      this.setBackground(Color.WHITE);<newline46mondego>      g.setColor(Color.BLUE);<newline46mondego>      g.fillRect(25, 25, 100, 30);<newline46mondego>      g.setColor(new Color(190, 82, 45));<newline46mondego>      g.fillRect(25, 65, 100, 30);<newline46mondego>      g.setColor(Color.RED);<newline46mondego>      g.drawString(<doubleQuotes46>this is text<doubleQuotes46>, 25, 100);<newline46mondego><newline46mondego>   }<newline46mondego>}<newline46mondego>"
"6979splitHere46","6833351splitHere46","<plugin><newline46mondego>    <artifactId>maven-compiler-plugin</artifactId><newline46mondego>    <version>2.3.1</version><newline46mondego>    <configuration><newline46mondego>        <source>1.6</source><newline46mondego>        <target>1.6</target><newline46mondego>    </configuration><newline46mondego></plugin><newline46mondego>"
"6980splitHere46","6833457splitHere46","\b(?!(?:Bird|Cat|Dog|Fish|CatDog|DogCat)\b)\w+<newline46mondego>"
"6981splitHere46","6833457splitHere46","|"
"6982splitHere46","6833516splitHere46","<input type=<doubleQuotes46>file<doubleQuotes46>>"
"6983splitHere46","6833516splitHere46","File"
"6984splitHere46","6833516splitHere46","listFiles()"
"6985splitHere46","6833516splitHere46","<input type=<doubleQuotes46>file<doubleQuotes46>>"
"6986splitHere46","6833516splitHere46","multiple"
"6987splitHere46","6833516splitHere46","<input type=<doubleQuotes46>file<doubleQuotes46> name=<doubleQuotes46>upload<doubleQuotes46> multiple=<doubleQuotes46>multiple<doubleQuotes46> /><newline46mondego>"
"6988splitHere46","6833516splitHere46","multiple"
"6989splitHere46","6833516splitHere46","FileItem"
"6990splitHere46","6833641splitHere46","public class AuthProviderImpl implements AuthenticationProvider <newline46mondego> {<newline46mondego>      @Override<newline46mondego>   public Authentication authenticate(Authentication authentication)<newline46mondego>     throws AuthenticationException <newline46mondego>        {<newline46mondego>          WebServiceAuthClient client = //get an handle to your web service<newline46mondego>          //get user name, password from authenticate object<newline46mondego>          client.autheticat(username, pwd);<newline46mondego>        }<newline46mondego><newline46mondego> }<newline46mondego>"
"6991splitHere46","6833815splitHere46","/* package */"
"6992splitHere46","6833815splitHere46","/* package */"
"6993splitHere46","6833815splitHere46","/* package */"
"6994splitHere46","6833870splitHere46","/work"
"6995splitHere46","6833870splitHere46","Catalina"
"6996splitHere46","6833870splitHere46","localhost"
"6997splitHere46","6833870splitHere46","org.apache.jsp"
"6998splitHere46","6833870splitHere46","Tomcat<newline46mondego> |-- backup<newline46mondego> |-- bin<newline46mondego> |-- conf<newline46mondego> |-- lib<newline46mondego> |-- logs<newline46mondego> |-- temp<newline46mondego> |-- webapps<newline46mondego> `-- work<newline46mondego>      `-- Catalina<newline46mondego>           `-- localhost<newline46mondego>                `-- projectname<newline46mondego>                     `-- org<newline46mondego>                          `-- apache<newline46mondego>                               `-- jsp<newline46mondego>                                    |-- survey_jsp.class<newline46mondego>                                    `-- survey_jsp.java    <--- here<newline46mondego>"
"6999splitHere46","6833870splitHere46","JspException"
"7000splitHere46","6833950splitHere46","public static Map<String, Object> mapWithKeysAndObjects(Object... objects) {<newline46mondego><newline46mondego>    if (objects.length % 2 != 0) {<newline46mondego>        throw new IllegalArgumentException(<newline46mondego>                <doubleQuotes46>The array has to be of an even size - size is <doubleQuotes46><newline46mondego>                        + objects.length);<newline46mondego>    }<newline46mondego><newline46mondego>    Map<String, Object> values = new HashMap<String, Object>();<newline46mondego><newline46mondego>    for (int x = 0; x < objects.length; x+=2) {<newline46mondego>      values.put((String) objects[x], objects[x + 1]);<newline46mondego>    }<newline46mondego><newline46mondego>    return values;<newline46mondego><newline46mondego>}<newline46mondego>"
"7001splitHere46","6834001splitHere46","addSentRecordIds"
"7002splitHere46","6834001splitHere46","_recordIdsSent"
"7003splitHere46","6834001splitHere46","private final Object lock = new Object(); // dedicated lock object<newline46mondego>//... _recordIdsSent, addSentRecordIds etc...<newline46mondego>public void deleteRecords()<newline46mondego>{<newline46mondego>    List<Long> ids;<newline46mondego>    synchronized (lock) {<newline46mondego>        ids = (List<Long>) _recordIdsSent.clone();<newline46mondego>        _recordIdsSent.clear();<newline46mondego>   }<newline46mondego><newline46mondego>   // Delete the records matching ids....<newline46mondego>}<newline46mondego>"
"7004splitHere46","6834049splitHere46","L"
"7005splitHere46","6834049splitHere46","long i = 12345678910L;"
"7006splitHere46","6834049splitHere46","1"
"7007splitHere46","6834196splitHere46","intList.remove(2);<newline46mondego>"
"7008splitHere46","6834196splitHere46","intList.remove(new Integer(2)));<newline46mondego>"
"7009splitHere46","6834448splitHere46","Validator"
"7010splitHere46","6834448splitHere46","ValidatorException"
"7011splitHere46","6834448splitHere46","Validator"
"7012splitHere46","6834448splitHere46","<h:message>"
"7013splitHere46","6834448splitHere46","<h:messages>"
"7014splitHere46","6834448splitHere46","change"
"7015splitHere46","6834448splitHere46","click"
"7016splitHere46","6834448splitHere46","event"
"7017splitHere46","6834448splitHere46","binding"
"7018splitHere46","6834448splitHere46","<f:attribute>"
"7019splitHere46","6834448splitHere46","<f:ajax>"
"7020splitHere46","6834448splitHere46","<p:ajax>"
