"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"8714splitHere46","17028190splitHere46","greetServer(<doubleQuotes46>someInput<doubleQuotes46>, dataProvider.getList())<newline46mondego>"
"8715splitHere46","17028344splitHere46","net.sf.opensftp"
"8716splitHere46","17028485splitHere46","1"
"8717splitHere46","17028485splitHere46","l"
"8718splitHere46","17028485splitHere46","L"
"8719splitHere46","17028485splitHere46","l"
"8720splitHere46","17028485splitHere46","java.util.Locale"
"8721splitHere46","17028552splitHere46","BufferedImage TestShot = iris.createScreenCapture(new Rectangle(0,0,width,height));<newline46mondego>int[] ImgData = null;<newline46mondego>TestShot.getRGB(0, 0, width, height, ImgData, 0, 0);<newline46mondego>for(int i:ImgData){<newline46mondego>    // count or something<newline46mondego>}<newline46mondego>// all of it is there in TestShot<newline46mondego>"
"8722splitHere46","17028666splitHere46","'Z'"
"8723splitHere46","17028666splitHere46","DateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss Z<doubleQuotes46>);<newline46mondego>"
"8724splitHere46","17028666splitHere46","SimpleDateFormat"
"8725splitHere46","17028666splitHere46","Date dt = new Date(1293840000000L);<newline46mondego><newline46mondego>TimeZone.setDefault(TimeZone.getTimeZone(<doubleQuotes46>America/Chicago<doubleQuotes46>));<newline46mondego>DateFormat sdf = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss Z<doubleQuotes46>);<newline46mondego>String dateStr = sdf.format(dt);<newline46mondego>System.out.println(dateStr); //prints 2010-12-31T18:00:00 -0600<newline46mondego><newline46mondego>TimeZone.setDefault(TimeZone.getTimeZone(<doubleQuotes46>GMT<doubleQuotes46>));<newline46mondego>sdf = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss Z<doubleQuotes46>);<newline46mondego>dateStr = sdf.format(dt);<newline46mondego>System.out.println(dateStr); //prints 2011-01-01T00:00:00 +0000<newline46mondego>"
"8726splitHere46","17028894splitHere46","Z010101"
"8727splitHere46","17028998splitHere46","MouseListener"
"8728splitHere46","17028998splitHere46","mouseEntered(MouseEvent e)"
"8729splitHere46","17028998splitHere46","mouseExited(MouseEvent e)"
"8730splitHere46","17028998splitHere46","public class JFrameExample {<newline46mondego><newline46mondego>    public static void main(String[] args) throws MalformedURLException, IOException {<newline46mondego>        final JButton j;      <newline46mondego>        BufferedImage imgOne = ImageIO.read(new URL(<doubleQuotes46>http://www.suptechnology.ma/entrepot/logocert/logocert-20130211115413.png<doubleQuotes46>));<newline46mondego>        BufferedImage imgTwo = ImageIO.read(new URL(<doubleQuotes46>http://market.milouz.com/data/icon53.png<doubleQuotes46>));<newline46mondego><newline46mondego>        final ImageIcon imageIconOne = new ImageIcon(imgOne);<newline46mondego>        final ImageIcon imageIconTwo = new ImageIcon(imgTwo);<newline46mondego><newline46mondego>        JFrame f = new JFrame(<doubleQuotes46>This is a test / Image on hover<doubleQuotes46>);<newline46mondego>        f.setSize(500, 500);<newline46mondego>        Container content = f.getContentPane();<newline46mondego>        content.setLayout(new FlowLayout()); <newline46mondego>        j = new JButton(imageIconOne);<newline46mondego>        j.addMouseListener(new MouseListener() {            <newline46mondego>            @Override<newline46mondego>            public void mouseReleased(MouseEvent arg0) {}           <newline46mondego>            @Override<newline46mondego>            public void mousePressed(MouseEvent arg0) {}            <newline46mondego>            @Override<newline46mondego>            public void mouseExited(MouseEvent arg0) { <newline46mondego>                j.setIcon(imageIconOne);<newline46mondego>            }           <newline46mondego>            @Override<newline46mondego>            public void mouseEntered(MouseEvent arg0) {<newline46mondego>                    j.setIcon(imageIconTwo);<newline46mondego>            }           <newline46mondego>            @Override<newline46mondego>            public void mouseClicked(MouseEvent arg0) {}<newline46mondego>        });<newline46mondego>        content.add(j);     <newline46mondego>        f.setVisible(true);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"8731splitHere46","17029024splitHere46","b2.write(genes.replaceAll(<doubleQuotes46>RSP\\d+<doubleQuotes46>, <doubleQuotes46>'$0'<doubleQuotes46>));<newline46mondego>"
"8732splitHere46","17029035splitHere46","RESOURCE_PATH"
"8733splitHere46","17029035splitHere46","-D"
"8734splitHere46","17029035splitHere46","pom.xml"
"8735splitHere46","17029035splitHere46","<properties>"
"8736splitHere46","17029035splitHere46","<properties><newline46mondego>    <RESOURCE_PATH>put your path here</RESOURCE_PATH><newline46mondego></properties><newline46mondego>"
"8737splitHere46","17029085splitHere46","assert"
"8738splitHere46","17029085splitHere46","Foo"
"8739splitHere46","17029085splitHere46","javap -c Foo"
"8740splitHere46","17029085splitHere46","Compiled from <doubleQuotes46>Foo.java<doubleQuotes46><newline46mondego>public class Foo extends java.lang.Object{<newline46mondego>static final boolean $assertionsDisabled;<newline46mondego><newline46mondego>Foo(java.lang.String);<newline46mondego>  Code:<newline46mondego>   0:   aload_0<newline46mondego>   1:   invokespecial   #1; //Method java/lang/Object.<doubleQuotes46><init><doubleQuotes46>:()V<newline46mondego>   4:   getstatic   #2; //Field $assertionsDisabled:Z<newline46mondego>   7:   ifne    22<newline46mondego>   10:  aload_1<newline46mondego>   11:  ifnonnull   22<newline46mondego>   14:  new #3; //class java/lang/AssertionError<newline46mondego>   17:  dup<newline46mondego>   18:  invokespecial   #4; //Method java/lang/AssertionError.<doubleQuotes46><init><doubleQuotes46>:()V<newline46mondego>   21:  athrow<newline46mondego>   22:  return<newline46mondego><newline46mondego>static {};<newline46mondego>  Code:<newline46mondego>   0:   ldc_w   #5; //class Foo<newline46mondego>   3:   invokevirtual   #6; //Method java/lang/Class.desiredAssertionStatus:()Z<newline46mondego>   6:   ifne    13<newline46mondego>   9:   iconst_1<newline46mondego>   10:  goto    14<newline46mondego>   13:  iconst_0<newline46mondego>   14:  putstatic   #2; //Field $assertionsDisabled:Z<newline46mondego>   17:  return<newline46mondego>"
"8741splitHere46","17029085splitHere46","assert"
"8742splitHere46","17029213splitHere46","if (fieldValue instanceof String)<newline46mondego>"
"8743splitHere46","17029496splitHere46","InetAddress.toString()"
"8744splitHere46","17029496splitHere46","host-name/IP address"
"8745splitHere46","17029496splitHere46","System.out.println(InetAddress.getByName(<doubleQuotes46>localhost<doubleQuotes46>).toString());<newline46mondego>    System.out.println(InetAddress.getByName(<doubleQuotes46>127.0.0.1<doubleQuotes46>).toString());<newline46mondego>    System.out.println(InetAddress.getByName(<doubleQuotes46>www.google.com<doubleQuotes46>).toString());<newline46mondego>    System.out.println(InetAddress.getByName(<doubleQuotes46>173.194.113.145<doubleQuotes46>).toString());<newline46mondego>"
"8746splitHere46","17029496splitHere46","localhost/127.0.0.1<newline46mondego>/127.0.0.1<newline46mondego>www.google.com/173.194.113.144<newline46mondego>/173.194.113.145<newline46mondego>"
"8747splitHere46","17029496splitHere46","public static boolean isCreatedFromIp(InetAddress addr) {<newline46mondego>    return addr.toString().startsWith(<doubleQuotes46>/<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"8748splitHere46","17029496splitHere46","toString()"
"8749splitHere46","17029533splitHere46","http://http://www.glowingpigs.com/audioclip/10.mp3"
"8750splitHere46","17029533splitHere46","http://www.glowingpigs.com/audioclip/10.mp3"
"8751splitHere46","17029533splitHere46","MediaPlayer"
"8752splitHere46","17029533splitHere46","public static final int MEDIA_ERROR_IO<newline46mondego>File or network related operation errors.<newline46mondego>Constant Value: -1004 (0xfffffc14)<newline46mondego>"
"8753splitHere46","17029619splitHere46","doThrow(...).doNothing().when(mock).voidMethod();<newline46mondego>"
"8754splitHere46","17029619splitHere46","doNothing"
"8755splitHere46","17029654splitHere46","Flight_Inputs"
"8756splitHere46","17029654splitHere46","java.lang.NullPointerException"
"8757splitHere46","17029654splitHere46","List"
"8758splitHere46","17029654splitHere46","ArrayList<String>"
"8759splitHere46","17029654splitHere46","List<String> lines= new ArrayList<String>();<newline46mondego>Scanner in = new Scanner(f); // f = input file<newline46mondego>while(in.hasNextLine()) {<newline46mondego>    lines.add(in.nextLine());<newline46mondego>}<newline46mondego>in.close(); <newline46mondego>"
"8760splitHere46","17029654splitHere46","for(String line: lines){<newline46mondego>    System.out.println(line);<newline46mondego>}<newline46mondego>"
"8761splitHere46","17029753splitHere46","ClassCastException"
"8762splitHere46","17029753splitHere46","Object o = new Object();<newline46mondego>String s = (String) o; //Exception here<newline46mondego>"
"8763splitHere46","17029753splitHere46","toString"
"8764splitHere46","17029753splitHere46","String.valueOf"
"8765splitHere46","17029753splitHere46","toString"
"8766splitHere46","17029753splitHere46","String.valueOf()"
"8767splitHere46","17029753splitHere46","<doubleQuotes46>null<doubleQuotes46>"
"8768splitHere46","17029753splitHere46","Object o = null;<newline46mondego>String s = String.valueOf(o); //s = <doubleQuotes46>null<doubleQuotes46>;<newline46mondego>String t = o.toString(); //NullPointerException<newline46mondego>"
"8769splitHere46","17029842splitHere46","String text = <doubleQuotes46>ID     SALARY RANK\n<doubleQuotes46> +  <newline46mondego>            <doubleQuotes46>065    12000   1\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>023    15000   2\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>035    25000   3\n<doubleQuotes46> +<newline46mondego>            <doubleQuotes46>076    40000   4\n<doubleQuotes46>;<newline46mondego><newline46mondego>Scanner scanner = new Scanner(text);<newline46mondego><newline46mondego>//reading the first line, always have header<newline46mondego>//I suppose<newline46mondego>String nextLine = scanner.nextLine();<newline46mondego>//regex to break on any ammount of spaces<newline46mondego>String regex = <doubleQuotes46>(\\s)+<doubleQuotes46>;<newline46mondego><newline46mondego><newline46mondego>String[] header = nextLine.split(regex);<newline46mondego><newline46mondego>//this is printing all columns, you can <newline46mondego>//access each column from row using the array<newline46mondego>//indexes, example header[0], header[1], header[2]...<newline46mondego>System.out.println(Arrays.toString(header));<newline46mondego><newline46mondego>//reading the rows<newline46mondego>while (scanner.hasNext()) {<newline46mondego>    String[] row = scanner.nextLine().split(regex);<newline46mondego><newline46mondego>    //this is printing all columns, you can <newline46mondego>    //access each column from row using the array<newline46mondego>    //indexes, example row[0], row[1], row[2]...<newline46mondego>    System.out.println(Arrays.toString(row));<newline46mondego>    System.out.println(row[0]);//first column (ID)<newline46mondego>}<newline46mondego>"
"8770splitHere46","17029872splitHere46","android:gravity=<doubleQuotes46>center<doubleQuotes46>"
"8771splitHere46","17029872splitHere46","This is line 1<newline46mondego>This is line two<newline46mondego>"
"8772splitHere46","17029998splitHere46","def headerNode = JcrUtils.getChildNodes(currentNode).find{ it.hasProperty(<doubleQuotes46>headerTitle<doubleQuotes46>) }<newline46mondego>def printTitle = headerNode ? headerNode.getProperty(<doubleQuotes46>headerTitle<doubleQuotes46>).getString() : <doubleQuotes46><doubleQuotes46>    <newline46mondego>"
"8773splitHere46","17029998splitHere46","def headerNode = JcrUtils.getChildNodes(currentNode).find{node ->  node.hasProperty(<doubleQuotes46>headerTitle<doubleQuotes46>) }<newline46mondego>def printTitle = headerNode ? headerNode.getProperty(<doubleQuotes46>headerTitle<doubleQuotes46>).getString() : <doubleQuotes46><doubleQuotes46>    <newline46mondego>"
"8774splitHere46","17030097splitHere46","String userAgent = request.getHeader(<doubleQuotes46>User-Agent<doubleQuotes46>);<newline46mondego>"
"8775splitHere46","17030182splitHere46","} while(j > l && nutzen.get(i) < l);<newline46mondego>"
"8776splitHere46","17030182splitHere46","} while(j > l && nutzen.get(i) < pivot);<newline46mondego>"
"8777splitHere46","17030245splitHere46","@ApiMethod(name = <doubleQuotes46>getClient<doubleQuotes46>)<newline46mondego>public Client getClient(@Named(<doubleQuotes46>id<doubleQuotes46>) Long id) {<newline46mondego>    EntityManager mgr = getEntityManager();<newline46mondego>    Client client = mgr.find(Client.class, id);<newline46mondego>    if (client != null)<newline46mondego>        client.getAssessment();  // Forces it to load your objects<newline46mondego>    mgr.close();<newline46mondego>    return client;<newline46mondego>}<newline46mondego>"
"8778splitHere46","17030245splitHere46","TypedQuery<T>"
"8779splitHere46","17030245splitHere46","Query"
"8780splitHere46","17030245splitHere46","FetchType.LAZY"
"8781splitHere46","17030245splitHere46","Query"
"8782splitHere46","17030245splitHere46","FetchType.EAGER"
"8783splitHere46","17030275splitHere46","int[] gravities = new int[4];<newline46mondego>gravities[0] = Gravity.BOTTOM;<newline46mondego>gravities[1] = Gravity.TOP;<newline46mondego>gravities[2] = Gravity.LEFT;<newline46mondego>gravities[3] = Gravity.RIGHT;<newline46mondego><newline46mondego>if (check.contains(<doubleQuotes46>WTF<doubleQuotes46>)) {<newline46mondego>    Random random = new Random();<newline46mondego>    display.setText(<doubleQuotes46>WTF!!!1!<doubleQuotes46>);<newline46mondego>    display.setTextSize(random .nextInt(30));<newline46mondego>    display.setTextColor(Color.rgb(random.nextInt(256),<newline46mondego>                                  random.nextInt(256),<newline46mondego>                                  random.nextInt(256)));<newline46mondego>    //from 0 to gravities.length get a random number<newline46mondego>    int randomIndex = random.nextInt(gravities.length);<newline46mondego>    //which will be some random gravity constant<newline46mondego>    int randomGravity = gravities[randomIndex];<newline46mondego>    display.setGravity(randomGravity);<newline46mondego>}<newline46mondego>"
"8784splitHere46","17030438splitHere46","MessageSentTimestampComparer"
"8785splitHere46","17030438splitHere46","Comparator"
"8786splitHere46","17030438splitHere46","public class MessageSentTimestampComparer implements Comparator<Message> {<newline46mondego>  @Override<newline46mondego>  public int compare(Message x, Message y) {<newline46mondego>    return 0;  // do your comparison<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"8787splitHere46","17030466splitHere46","setUpNetworking"
"8788splitHere46","17030466splitHere46","test/test2/null"
"8789splitHere46","17030466splitHere46","IOException"
"8790splitHere46","17030466splitHere46","writer"
"8791splitHere46","17030466splitHere46","NPE"
"8792splitHere46","17030466splitHere46","private void setUpNetworking(){<newline46mondego>        System.out.println(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>        try{<newline46mondego>        sock  = new Socket(<doubleQuotes46>127.0.0.1<doubleQuotes46>,4242);<newline46mondego>        writer = new PrintWriter(sock.getOutputStream());<newline46mondego>        }<newline46mondego>        catch(UnknownHostException uhe){<newline46mondego>            System.out.println(<doubleQuotes46>test1<doubleQuotes46>);<newline46mondego>            uhe.printStackTrace();<newline46mondego>        }<newline46mondego>        catch(IOException ioe){<newline46mondego>            System.out.println(<doubleQuotes46>test2<doubleQuotes46>);<newline46mondego>            ioe.getMessage();<newline46mondego>        }<newline46mondego>        finally{<newline46mondego>            if(writer !=null){<newline46mondego>                writer.close();<newline46mondego>            }<newline46mondego>        }<newline46mondego>        System.out.println(writer);<newline46mondego>}<newline46mondego>"
"8793splitHere46","17030466splitHere46","java.net.ConnectException: Connection refused: connect<newline46mondego>at java.net.DualStackPlainSocketImpl.connect0(Native Method)<newline46mondego>at java.net.DualStackPlainSocketImpl.socketConnect(Unknown Source)<newline46mondego>at java.net.AbstractPlainSocketImpl.doConnect(Unknown Source)<newline46mondego>at java.net.AbstractPlainSocketImpl.connectToAddress(Unknown Source)<newline46mondego>at java.net.AbstractPlainSocketImpl.connect(Unknown Source)<newline46mondego>at java.net.PlainSocketImpl.connect(Unknown Source)<newline46mondego>at java.net.SocksSocketImpl.connect(Unknown Source)<newline46mondego>at java.net.Socket.connect(Unknown Source)<newline46mondego>at java.net.Socket.connect(Unknown Source)<newline46mondego>at java.net.Socket.<init>(Unknown Source)<newline46mondego>at java.net.Socket.<init>(Unknown Source)<newline46mondego>at com.local.testing.ChatClient.setUpNetworking(ChatClient.java:31)<newline46mondego>at com.local.testing.ChatClient.buildGui(ChatClient.java:14)<newline46mondego>at com.local.testing.ChatClient.main(ChatClient.java:62)<newline46mondego>"
"8794splitHere46","17030519splitHere46","<ui:repeat>"
"8795splitHere46","17030519splitHere46","<table><newline46mondego>    <thead><newline46mondego>        <tr><newline46mondego>            <th>Office</th><newline46mondego>            <ui:repeat value=<doubleQuotes46>#{bean.services.values().toArray()}<doubleQuotes46> var=<doubleQuotes46>service<doubleQuotes46>><newline46mondego>                <th>#{service}</th><newline46mondego>            </ui:repeat><newline46mondego>        </tr><newline46mondego>    </thead><newline46mondego>    <tbody><newline46mondego>        <ui:repeat value=<doubleQuotes46>#{bean.offices.entrySet().toArray()}<doubleQuotes46> var=<doubleQuotes46>office<doubleQuotes46>><newline46mondego>            <tr><newline46mondego>                <td>#{office.value}</td><newline46mondego>                <ui:repeat value=<doubleQuotes46>#{bean.services.keySet().toArray()}<doubleQuotes46> var=<doubleQuotes46>service<doubleQuotes46>><newline46mondego>                    <td><p:selectBooleanCheckbox value=<doubleQuotes46>#{bean.officeServices[office.key][service]}<doubleQuotes46> /></td><newline46mondego>                </ui:repeat><newline46mondego>            </tr><newline46mondego>        </ui:repeat><newline46mondego>    </tbody><newline46mondego></table><newline46mondego>"
"8796splitHere46","17030519splitHere46","ui-datatable"
"8797splitHere46","17030519splitHere46","<p:selectBooleanCheckbox>"
"8798splitHere46","17030519splitHere46","Map<String, Map<String, Boolean>>"
"8799splitHere46","17030519splitHere46","private Map<String, String> offices;<newline46mondego>private Map<String, String> services;<newline46mondego>private Map<String, Map<String, Boolean>> officeServices;<newline46mondego><newline46mondego>@PostConstruct<newline46mondego>public void init() {<newline46mondego>    offices = new LinkedHashMap<>();<newline46mondego>    offices.put(<doubleQuotes46>o1<doubleQuotes46>, <doubleQuotes46>office1<doubleQuotes46>);<newline46mondego>    offices.put(<doubleQuotes46>o2<doubleQuotes46>, <doubleQuotes46>office2<doubleQuotes46>);<newline46mondego>    offices.put(<doubleQuotes46>o3<doubleQuotes46>, <doubleQuotes46>office3<doubleQuotes46>);<newline46mondego>    services = new LinkedHashMap<>();<newline46mondego>    services.put(<doubleQuotes46>s1<doubleQuotes46>, <doubleQuotes46>service1<doubleQuotes46>);<newline46mondego>    services.put(<doubleQuotes46>s2<doubleQuotes46>, <doubleQuotes46>service2<doubleQuotes46>);<newline46mondego>    services.put(<doubleQuotes46>s3<doubleQuotes46>, <doubleQuotes46>service3<doubleQuotes46>);<newline46mondego>    officeServices = new HashMap<>();<newline46mondego>    for (String office : offices.keySet()) {<newline46mondego>        officeServices.put(office, new HashMap<String, Boolean>());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public void submit() {<newline46mondego>    for (Entry<String, Map<String, Boolean>> entry : officeServices.entrySet()) {<newline46mondego>        String office = entry.getKey();<newline46mondego>        Map<String, Boolean> services = entry.getValue();<newline46mondego>        System.out.println(office + <doubleQuotes46>: <doubleQuotes46> + services);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>// 3 getters. No setters necessary.<newline46mondego>"
"8800splitHere46","17030519splitHere46","<p:selectManyCheckbox>"
"8801splitHere46","17030519splitHere46","<ui:repeat>"
"8802splitHere46","17030663splitHere46","String resultSet=cs.getString(3);"
"8803splitHere46","17030663splitHere46","ResultSet resultSet = cs.getResultSet();"
"8804splitHere46","17030812splitHere46","protected CCSprite ship;<newline46mondego><newline46mondego>public void update(float dt){<newline46mondego>    for (CCSprite target : _targets){<newline46mondego>        CGRect targetRect = CGRect.make(target.getPosition().x - (target.getContentSize().width), target.getPosition().y - (target.getContentSize().height), target.getContentSize().width,target.getContentSize().height);<newline46mondego>        System.out.println(<doubleQuotes46>shipstodelete : <doubleQuotes46> + ship);<newline46mondego>        CGRect shipRect = CGRect.make(ship.getPosition().x - (ship.getContentSize().width), ship.getPosition().y - (ship.getContentSize().height), ship.getContentSize().width,ship.getContentSize().height);<newline46mondego>        if (CGRect.intersects(targetRect, shipRect)){<newline46mondego>            this.removeChild(ship, true);<newline46mondego>            //removeChild(ship, true);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>...<newline46mondego><newline46mondego>public void someOtherMethodYouDontMention(){<newline46mondego>    //Notice I set the previously declared ship value not a new ship value<newline46mondego>    ship = CCSprite.sprite(<doubleQuotes46>ship150.png<doubleQuotes46>);<newline46mondego>    ship.setPosition(CGPoint.ccp(25,100));<newline46mondego>    ship.setAnchorPoint(CGPoint.ccp(0,0));<newline46mondego>    ship.setTag(4);<newline46mondego>    addChild(ship);<newline46mondego>}<newline46mondego>"
"8805splitHere46","17030833splitHere46","int[] random = new int[sizeyouhad];<newline46mondego>...<newline46mondego>if (random[j] < random[x]) {<newline46mondego>...<newline46mondego>final int temp = random[i];<newline46mondego>"
"8806splitHere46","17030833splitHere46","String[] random = new String[sizeyouhad];<newline46mondego>...<newline46mondego>if (random[j].compareTo(random[x]) < 0) {<newline46mondego>...<newline46mondego>final String temp = random[i];<newline46mondego>"
"8807splitHere46","17030833splitHere46","String[] random = new String[3];<newline46mondego>random[0] = <doubleQuotes46>b<doubleQuotes46>;<newline46mondego>random[1] = <doubleQuotes46>c<doubleQuotes46>;<newline46mondego>random[2] = <doubleQuotes46>a<doubleQuotes46>;<newline46mondego>int x = 0;<newline46mondego>//<doubleQuotes46>random<doubleQuotes46> is array with stored integers<newline46mondego>for (int i = 0; i < random.length; i++) { <newline46mondego>    // Assume first value is x<newline46mondego>    x = i;<newline46mondego>    for (int j = i + 1; j < random.length; j++) {<newline46mondego>        //find smallest value in array (random)<newline46mondego>        if (random[j].compareTo(random[x]) < 0) {<newline46mondego>            x = j;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    if (x != i) {<newline46mondego>        //swap the values if not in correct order<newline46mondego>        final String temp = random[i];<newline46mondego>        random[i] = random[x];<newline46mondego>        random[x] = temp;<newline46mondego>    }<newline46mondego>    System.out.println(random[i] + <doubleQuotes46>\n<doubleQuotes46>);// Output ascending order<newline46mondego>}<newline46mondego>"
"8808splitHere46","17031135splitHere46","System.out.println(i);<newline46mondego>"
"8809splitHere46","17031135splitHere46","LinkedList"
"8810splitHere46","17031152splitHere46","TextView[] buttons"
"8811splitHere46","17031152splitHere46","onCreate()"
"8812splitHere46","17031152splitHere46","setContentView()"
"8813splitHere46","17031152splitHere46","findViewById()"
"8814splitHere46","17031152splitHere46","buttons"
"8815splitHere46","17031152splitHere46","onClick()"
"8816splitHere46","17031152splitHere46","for (TextView button : buttons) {<newline46mondego>  if (button==v) {<newline46mondego>    button.setTextColor(Color.RED);<newline46mondego>  }<newline46mondego>  else {<newline46mondego>    button.setTextColor(Color.WHITE);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"8817splitHere46","17031188splitHere46","Scene Scene = new Scene(tabPane, 800, 600, Color.WHITESMOKE);<newline46mondego>"
"8818splitHere46","17031226splitHere46","Subscriber s = new Subscriber(<doubleQuotes46>John<doubleQuotes46>,<doubleQuotes46>Doe<doubleQuotes46>);<newline46mondego>"
"8819splitHere46","17031226splitHere46","Subscriber s = new Subscriber();<newline46mondego>s.setFirstName(<doubleQuotes46>John<doubleQuotes46>);<newline46mondego>s.setLastName(<doubleQuotes46>Doe<doubleQuotes46>);<newline46mondego>"
"8820splitHere46","17031341splitHere46","MyThread[] threads = new MyThread[NUM_OF_PIDS]; // Array of threads<newline46mondego>"
"8821splitHere46","17031341splitHere46","for (int i = 0; i < NUM_OF_THREADS; i++)<newline46mondego>    threads[i] = new MyThread();                        // Creates new thread<newline46mondego>"
"8822splitHere46","17031341splitHere46","threads[j].allocatePID(pids[i].getPID());<newline46mondego>"
"8823splitHere46","17031562splitHere46","static int row, col, n;<newline46mondego>static final int rows = n;<newline46mondego>static final int columns = n;<newline46mondego>static final int listSize = (n*2);<newline46mondego>"
"8824splitHere46","17031562splitHere46","n"
"8825splitHere46","17031562splitHere46","final"
"8826splitHere46","17031562splitHere46","n = console.nextInt();<newline46mondego>"
"8827splitHere46","17031562splitHere46","rows = n;<newline46mondego>columns = n;<newline46mondego>...<newline46mondego>"
"8828splitHere46","17031562splitHere46","int [] [] matrix = new int [rows] [columns];<newline46mondego>createArithmeticSeq (list);<newline46mondego>"
"8829splitHere46","17031627splitHere46","private class MyPoint {<newline46mondego><newline46mondego>        private float x;<newline46mondego>        private float y;<newline46mondego>        private int color;<newline46mondego>        private int size;<newline46mondego>    // + constructor, getters and setters<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>    public void onDraw(Canvas canvas) {<newline46mondego>        for (MyPoint point : points) {<newline46mondego>            paint.setColor(point.get_color());<newline46mondego>            canvas.drawCircle(point.x, point.y, current_size, paint);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"8830splitHere46","17031692splitHere46","DataView<Entry<String, String>> dataView = new DataView<~>(<doubleQuotes46>displayPanel<doubleQuotes46>, new ListDataProvider(new ArrayList<Entry<String, String>(map.entrySet())) {<newline46mondego>    @Override<newline46mondego>    protected void populateItem(Item item) {<newline46mondego>        Entry<String, String> entry = item.getModelObject();<newline46mondego>        item.add(new Label(<doubleQuotes46>key_column<doubleQuotes46>, entry.getKey()));<newline46mondego>        item.add(new Label(<doubleQuotes46>value_column<doubleQuotes46>, entry.getValue()));<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"8831splitHere46","17031701splitHere46","e.getClass().getName()"
"8832splitHere46","17031701splitHere46","getName()"
"8833splitHere46","17031701splitHere46","java.lang.OutOfMemoryError"
"8834splitHere46","17031701splitHere46","getSimpleName()"
"8835splitHere46","17031701splitHere46","OutOfMemoryError"
"8836splitHere46","17031853splitHere46","if (yourText.contains(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>)){<newline46mondego>    //do something<newline46mondego>       }<newline46mondego>"
"8837splitHere46","17031894splitHere46","FinalActivity"
"8838splitHere46","17031894splitHere46","if (getIntent() != null)<newline46mondego>{<newline46mondego>     Bundle b = getIntent().getExtras();<newline46mondego>}<newline46mondego>"
"8839splitHere46","17031894splitHere46","Activity"
"8840splitHere46","17031894splitHere46","static"
"8841splitHere46","17031909splitHere46","wait()"
"8842splitHere46","17031909splitHere46","notify()"
"8843splitHere46","17031909splitHere46","wait()"
"8844splitHere46","17031909splitHere46","notify()"
"8845splitHere46","17031909splitHere46","synchronized"
"8846splitHere46","17031979splitHere46","ln(n!/(q!)^r) = ln(n!) - r*ln(q!)<newline46mondego>"
"8847splitHere46","17031979splitHere46","gammaln()"
"8848splitHere46","17031979splitHere46","exp()"
"8849splitHere46","17031979splitHere46","value = exp(gammln(n+1) -r*gammln(q+1))<newline46mondego>"
"8850splitHere46","17031979splitHere46","gammln()."
"8851splitHere46","17032058splitHere46","final Handler handler = new Handler();<newline46mondego>Timer timer = new Timer();<newline46mondego>TimerTask task = new TimerTask() {       <newline46mondego>     @Override<newline46mondego>     public void run() {<newline46mondego>       handler.post(new Runnable() {<newline46mondego>          public void run() {  <newline46mondego>             new UploadAsyncTask().execute();<newline46mondego>             new DownloadAsyncTask().execute();<newline46mondego>          }<newline46mondego>        });<newline46mondego>      }<newline46mondego>};<newline46mondego>timer.schedule(task, 0, 1000); //it executes this every 1000ms<newline46mondego>"
"8852splitHere46","17032090splitHere46","pane.img=returnedArray.get(2).getFrontImage();<newline46mondego>"
"8853splitHere46","17032153splitHere46","public void setBundleContext(BundleContext bc) {<newline46mondego>  String filter = (String) bc.getBundle().getHeaders().get(<doubleQuotes46>MyCustomHeader<doubleQuotes46>);<newline46mondego>  bc.getServiceReferences(clazz, filter);<newline46mondego>}<newline46mondego>"
