"1splitHere46","4540662splitHere46","-Djava.awt.headless=true"
"6533splitHere46","4753866splitHere46","1000 => 1k<newline46mondego>5821 => 5.8k<newline46mondego>10500 => 10k<newline46mondego>101800 => 101k<newline46mondego>2000000 => 2m<newline46mondego>7800000 => 7.8m<newline46mondego>92150000 => 92m<newline46mondego>123200000 => 123m<newline46mondego>9999999 => 9.9m<newline46mondego>"
"6534splitHere46","4754013splitHere46","public static void main(String[] args)<newline46mondego>"
"6535splitHere46","4754013splitHere46","Integer.parseInt( x );<newline46mondego>"
"6536splitHere46","4754059splitHere46","ArrayList"
"6537splitHere46","4754059splitHere46","BitSet"
"6538splitHere46","4754095splitHere46",">java TestClass"
"6539splitHere46","4754095splitHere46","public class TestClass<newline46mondego>{<newline46mondego> public static void main (String[] args)<newline46mondego> {<newline46mondego>  TestClass foo = new TestClass();<newline46mondego>  foo.main(args);<newline46mondego> }<newline46mondego>}<newline46mondego>"
"6540splitHere46","4754095splitHere46","public class TestClass<newline46mondego>{<newline46mondego> public TestClass()<newline46mondego> {<newline46mondego>   //This gets executed when you create an instance of TestClass<newline46mondego>   main(null);<newline46mondego> }<newline46mondego><newline46mondego> public static void main (String[] args)<newline46mondego> {<newline46mondego>  TestClass foo = new TestClass();<newline46mondego> }<newline46mondego>}<newline46mondego>"
"6541splitHere46","4754095splitHere46","StackOverflowError"
"6542splitHere46","4754162splitHere46","public static String[] abc = new String[]{<doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>};"
"6543splitHere46","4754162splitHere46","public class Test<newline46mondego>{<newline46mondego> public static String[] stuff = new String[2];<newline46mondego> static<newline46mondego> {<newline46mondego>  stuff[0] = <doubleQuotes46>Hi<doubleQuotes46>;<newline46mondego>  stuff[1] = <doubleQuotes46>Bye<doubleQuotes46>;<newline46mondego> }<newline46mondego>}<newline46mondego>"
"6544splitHere46","4754162splitHere46","public class Test<newline46mondego>{<newline46mondego> public static String[] stuff = initializeStuff();<newline46mondego> public static String[] initializeStuff()<newline46mondego> {<newline46mondego>  String[] arr = new String[2];<newline46mondego>  arr[0] = <doubleQuotes46>Hi<doubleQuotes46>;<newline46mondego>  arr[1] = <doubleQuotes46>Bye<doubleQuotes46>;<newline46mondego>  return arr;<newline46mondego> }<newline46mondego>}<newline46mondego>"
"6545splitHere46","4754262splitHere46","name"
"6546splitHere46","4754262splitHere46","this.name"
"6547splitHere46","4754262splitHere46","name"
"6548splitHere46","4754262splitHere46","number"
"6549splitHere46","4754305splitHere46","import java.io.*;<newline46mondego><newline46mondego>public class MultiExec {<newline46mondego><newline46mondego>        private final static String[] comLines = {<newline46mondego>                        <doubleQuotes46>date<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>ls /var/spool/postfix<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>ls -F /usr/local/bin<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>wc -l /etc/apache2/apache2.conf<doubleQuotes46>};<newline46mondego><newline46mondego>        public void execute() {<newline46mondego>                for (int i = 0 ; i < comLines.length ; i++) {<newline46mondego>                        ExecutableChild ec = new ExecutableChild (i, comLines[i]);<newline46mondego>                        new Thread (ec).start();<newline46mondego>        }}<newline46mondego><newline46mondego>        public class ExecutableChild implements Runnable {<newline46mondego><newline46mondego>                private int prIndex;<newline46mondego>                private String executable;<newline46mondego><newline46mondego>                public ExecutableChild (int k, String cmd) {<newline46mondego>                        prIndex = k;<newline46mondego>                        executable = cmd;<newline46mondego>                }<newline46mondego><newline46mondego>                public void run () {<newline46mondego>                        try {<newline46mondego>                                Process child = Runtime.getRuntime().exec(executable);<newline46mondego>                                BufferedReader br = new BufferedReader (new InputStreamReader (<newline46mondego>                                                                child.getInputStream()));<newline46mondego>                                for (String s = br.readLine() ; s != null ; s = br.readLine())<newline46mondego>                                        System.out.println (<doubleQuotes46>[<doubleQuotes46> + prIndex + <doubleQuotes46>] <doubleQuotes46> + s);<newline46mondego>                                br.close();<newline46mondego>                        } catch (IOException ioex) {<newline46mondego>                                System.err.println (<doubleQuotes46>IOException for process #<doubleQuotes46>+<newline46mondego>                                                prIndex+ <doubleQuotes46>: <doubleQuotes46> + ioex.getMessage());<newline46mondego>        }}}<newline46mondego><newline46mondego>        public static void main (String[] args) {<newline46mondego>                new MultiExec().execute();<newline46mondego>        }<newline46mondego>}<newline46mondego>"
"6550splitHere46","4754305splitHere46","[2] tomcat*<newline46mondego>[0] Thu Jan 20 18:38:31 CST 2011<newline46mondego>[3] 368 /etc/apache2/apache2.conf<newline46mondego>[1] active<newline46mondego>[1] bounce<newline46mondego>[1] corrupt<newline46mondego>[1] defer<newline46mondego>[1] deferred<newline46mondego>[1] etc<newline46mondego>[1] flush<newline46mondego>[1] hold<newline46mondego>[1] incoming<newline46mondego>[1] lib<newline46mondego>[1] maildrop<newline46mondego>[1] pid<newline46mondego>[1] private<newline46mondego>[1] public<newline46mondego>[1] saved<newline46mondego>[1] trace<newline46mondego>[1] usr<newline46mondego>[1] var<newline46mondego>"
"6551splitHere46","4754305splitHere46","#!/usr/bin/perl -w<newline46mondego>foreach (1..50) {<newline46mondego>        print <doubleQuotes46>$_\n<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"6552splitHere46","4754305splitHere46","private final static String[] comLines = {<newline46mondego>                        <doubleQuotes46>ls /var/spool/postfix<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>perl count50.pl<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>cat MultiExec.java<doubleQuotes46>,<newline46mondego>                        <doubleQuotes46>head -40 /etc/apache2/apache2.conf<doubleQuotes46>};<newline46mondego><newline46mondego>        public void execute() {<newline46mondego>                for (int i = 0 ; i < comLines.length ; i++) {<newline46mondego>                        ExecutableChild ec = new ExecutableChild (i, comLines[i]);<newline46mondego>                        new Thread (ec).start();<newline46mondego>        }}<newline46mondego><newline46mondego>        public class ExecutableChild implements Runnable {<newline46mondego><newline46mondego>                private int prIndex;<newline46mondego>                private String executable;<newline46mondego><newline46mondego>                public ExecutableChild (int k, String cmd) {<newline46mondego>                        prIndex = k;<newline46mondego>                        executable = cmd;<newline46mondego>                }<newline46mondego><newline46mondego>                public void run () {<newline46mondego>                        try {<newline46mondego>                                Process child = Runtime.getRuntime().exec(executable);<newline46mondego>                                BufferedReader br = new BufferedReader (new InputStreamReader (<newline46mondego>                                                                child.getInputStream()));<newline46mondego>                                for (String s = br.readLine() ; s != null ; s = br.readLine()) {<newline46mondego>                                        System.out.println (<doubleQuotes46>[<doubleQuotes46> + prIndex + <doubleQuotes46>] <doubleQuotes46> + s);<newline46mondego>                                        try {<newline46mondego>                                                Thread.sleep (20);<newline46mondego>                                        } catch (InterruptedException intex) {<newline46mondego>                                }}<newline46mondego>                                br.close();<newline46mondego>                        } catch (IOException ioex) {<newline46mondego>                                System.err.println (<doubleQuotes46>IOException for process #<doubleQuotes46>+<newline46mondego>                                                                prIndex+ <doubleQuotes46>: <doubleQuotes46> + ioex.getMessage());<newline46mondego>        }}}<newline46mondego><newline46mondego>        public static void main (String[] args) {<newline46mondego>                new MultiExec().execute();<newline46mondego>}}<newline46mondego>"
"6553splitHere46","4754305splitHere46","[0] active<newline46mondego>[1] 1<newline46mondego>[2] import java.io.*;<newline46mondego>[3] #<newline46mondego>[2]<newline46mondego>[0] bounce<newline46mondego>[1] 2<newline46mondego>[3] # Based upon the NCSA server configuration files originally by Rob McCool.<newline46mondego>[2] public class MultiExec {<newline46mondego>[1] 3<newline46mondego>[0] corrupt<newline46mondego>[3] #<newline46mondego>[1] 4<newline46mondego>[2]<newline46mondego>[0] defer<newline46mondego>[3] # This is the main Apache server configuration file.  It contains the<newline46mondego>[2]     private final static String[] comLines = {<newline46mondego>[0] deferred<newline46mondego>[1] 5<newline46mondego>[3] # configuration directives that give the server its instructions.<newline46mondego>[2]                     <doubleQuotes46>ls /var/spool/postfix<doubleQuotes46>,<newline46mondego>[0] etc<newline46mondego>[1] 6<newline46mondego>[3] # See http://httpd.apache.org/docs/2.2/ for detailed information about<newline46mondego>[2]                     <doubleQuotes46>perl count50.pl<doubleQuotes46>,<newline46mondego>[0] flush<newline46mondego>[1] 7<newline46mondego>[3] # the directives.<newline46mondego>[2]                     <doubleQuotes46>cat MultiExec.java<doubleQuotes46>,<newline46mondego>[1] 8<newline46mondego>[0] hold<newline46mondego>[3] #<newline46mondego>[1] 9<newline46mondego>[2]                     <doubleQuotes46>head -40 /etc/apache2/apache2.conf<doubleQuotes46>};<newline46mondego>[0] incoming<newline46mondego>[3] # Do NOT simply read the instructions in here without understanding<newline46mondego>[2]<newline46mondego>[0] lib<newline46mondego>[1] 10<newline46mondego>[3] # what they do.  They're here only as hints or reminders.  If you are unsure<newline46mondego>[1] 11<newline46mondego>[2]     public void execute() {<newline46mondego>[0] maildrop<newline46mondego>[3] # consult the online docs. You have been warned.<newline46mondego>[2]             for (int i = 0 ; i < comLines.length ; i++) {<newline46mondego>[0] pid<newline46mondego>[1] 12<newline46mondego>[3] #<newline46mondego>[1] 13<newline46mondego>[2]                     ExecutableChild ec = new ExecutableChild (i, comLines[i]);<newline46mondego>[0] private<newline46mondego>[3] # The configuration directives are grouped into three basic sections:<newline46mondego>[1] 14<newline46mondego>[2]                     new Thread (ec).start();<newline46mondego>[0] public<newline46mondego>[3] #  1. Directives that control the operation of the Apache server process as a<newline46mondego>[2]     }}<newline46mondego>[1] 15<newline46mondego>[0] saved<newline46mondego>[3] #     whole (the 'global environment').<newline46mondego>[1] 16<newline46mondego>[0] trace<newline46mondego>[2]<newline46mondego>[3] #  2. Directives that define the parameters of the 'main' or 'default' server,<newline46mondego>[0] usr<newline46mondego>[2]     public class ExecutableChild implements Runnable {<newline46mondego>[1] 17<newline46mondego>[3] #     which responds to requests that aren't handled by a virtual host.<newline46mondego>[0] var<newline46mondego>[2]<newline46mondego>[1] 18<newline46mondego>[3] #     These directives also provide default values for the settings<newline46mondego>[1] 19<newline46mondego>[2]             private int prIndex;<newline46mondego>[3] #     of all virtual hosts.<newline46mondego>[1] 20<newline46mondego>[2]             private String executable;<newline46mondego>[3] #  3. Settings for virtual hosts, which allow Web requests to be sent to<newline46mondego>[2]<newline46mondego>[1] 21<newline46mondego>[3] #     different IP addresses or hostnames and have them handled by the<newline46mondego>[1] 22<newline46mondego>[2]             public ExecutableChild (int k, String cmd) {<newline46mondego>[3] #     same Apache server process.<newline46mondego>[1] 23<newline46mondego>[2]                     prIndex = k;<newline46mondego>[3] #<newline46mondego>[1] 24<newline46mondego>[2]                     executable = cmd;<newline46mondego>[3] # Configuration and logfile names: If the filenames you specify for many<newline46mondego>[2]             }<newline46mondego>[1] 25<newline46mondego>[3] # of the server's control files begin with <doubleQuotes46>/<doubleQuotes46> (or <doubleQuotes46>drive:/<doubleQuotes46> for Win32), the<newline46mondego>[2]<newline46mondego>[1] 26<newline46mondego>[3] # server will use that explicit path.  If the filenames do *not* begin<newline46mondego>[1] 27<newline46mondego>[2]             public void run () {<newline46mondego>[3] # with <doubleQuotes46>/<doubleQuotes46>, the value of ServerRoot is prepended -- so <doubleQuotes46>/var/log/apache2/foo.log<doubleQuotes46><newline46mondego>[1] 28<newline46mondego>[2]                     try {<newline46mondego>[3] # with ServerRoot set to <doubleQuotes46><doubleQuotes46> will be interpreted by the<newline46mondego>[1] 29<newline46mondego>[2]                             Process child = Runtime.getRuntime().exec(executable);<newline46mondego>[3] # server as <doubleQuotes46>//var/log/apache2/foo.log<doubleQuotes46>.<newline46mondego>[1] 30<newline46mondego>[2]                             BufferedReader br = new BufferedReader (new InputStreamReader (<newline46mondego>[3] #<newline46mondego>[1] 31<newline46mondego>[2]                                                             child.getInputStream()));<newline46mondego>[3]<newline46mondego>[1] 32<newline46mondego>[2]                             for (String s = br.readLine() ; s != null ; s = br.readLine()) {<newline46mondego>[3] ### Section 1: Global Environment<newline46mondego>[1] 33<newline46mondego>[2]                                     System.out.println (<doubleQuotes46>[<doubleQuotes46> + prIndex + <doubleQuotes46>] <doubleQuotes46> + s);<newline46mondego>[3] #<newline46mondego>[1] 34<newline46mondego>[2]                                     try {<newline46mondego>[3] # The directives in this section affect the overall operation of Apache,<newline46mondego>[1] 35<newline46mondego>[2]                                             Thread.sleep (20);<newline46mondego>[3] # such as the number of concurrent requests it can handle or where it<newline46mondego><newline46mondego>......<newline46mondego>"
"6554splitHere46","4754705splitHere46","cast"
"6555splitHere46","4754705splitHere46","Mammal"
"6556splitHere46","4754705splitHere46","Cat"
"6557splitHere46","4754705splitHere46","(Cat)myMammal"
"6558splitHere46","4754705splitHere46","get"
"6559splitHere46","4754921splitHere46","// hour<newline46mondego>theta = 90 - 30*hour - minute/2;<newline46mondego><newline46mondego>//minute<newline46mondego>theta = 90 - 6*minute - second/10;<newline46mondego><newline46mondego>//second<newline46mondego>theta = 90 - 6*second;<newline46mondego>"
"6560splitHere46","4755193splitHere46","CharsetDecoder"
"6561splitHere46","4755193splitHere46","CharsetDecoder decoder = Charset.forName(encoding).newDecoder();<newline46mondego>    CharBuffer cb = CharBuffer.allocate(100);<newline46mondego>    decoder.decode(ByteBuffer.wrap(buffer1), cb, false);<newline46mondego>    decoder.decode(ByteBuffer.wrap(buffer2), cb, false);<newline46mondego>    ...<newline46mondego>    decoder.decode(ByteBuffer.wrap(bufferN), cb, true);<newline46mondego>    cb.position(0);<newline46mondego>    return cb.toString();<newline46mondego>"
"6562splitHere46","4755193splitHere46","CharBuffer"
"6563splitHere46","4755193splitHere46","StringBuilder"
"6564splitHere46","4755310splitHere46","ArrayList<T>"
"6565splitHere46","4755310splitHere46","T"
"6566splitHere46","4755680splitHere46","Geocoder.getFromLocationName(cityName, maxResults)"
"6567splitHere46","4755680splitHere46","List<Address> addressList = geoCoder.getFromLocationName(cityName, 1);<newline46mondego>Address address = addressList.get(0);<newline46mondego>if(address.hasLatitude() && address.hasLongitude()){<newline46mondego>    double selectedLat = address.getLatitude();<newline46mondego>    double selectedLng = address.getLongitude();<newline46mondego>}<newline46mondego>"
"6568splitHere46","4755688splitHere46","O(n)<newline46mondego>"
"6569splitHere46","4755688splitHere46","int digits[] = new int[10];"
"6570splitHere46","4755688splitHere46","digit i"
"6571splitHere46","4755688splitHere46","digits[i]++"
"6572splitHere46","4755688splitHere46","public static int countMaxOccurence(String s) {<newline46mondego>    int digits[] = new int[10];<newline46mondego><newline46mondego>    for (int i = 0; i < s.length(); i++) {<newline46mondego>        int j = s.charAt(i) - 48;<newline46mondego>        digits[j]++;<newline46mondego>    }<newline46mondego><newline46mondego>    int digit = 0;<newline46mondego>    int count = digits[0];<newline46mondego>    for (int i = 1; i < 10; i++) {<newline46mondego>        if (digits[i] > count) {<newline46mondego>            count = digits[i];<newline46mondego>            digit = i;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>digit = <doubleQuotes46> + digit + <doubleQuotes46>  count= <doubleQuotes46> + count);<newline46mondego>    return digit;<newline46mondego>}<newline46mondego>"
"6573splitHere46","4755688splitHere46","System.out.println(countMaxOccurence(<doubleQuotes46>12365444433212<doubleQuotes46>));<newline46mondego>System.out.println(countMaxOccurence(<doubleQuotes46>1111111<doubleQuotes46>));<newline46mondego>"
"6574splitHere46","4755728splitHere46","<dependency><newline46mondego>    <groupId>net.sf.ehcache</groupId><newline46mondego>    <artifactId>ehcache-web</artifactId><newline46mondego>    <version>2.0.4</version><newline46mondego></dependency><newline46mondego>"
"6575splitHere46","4755728splitHere46","<dependency><newline46mondego>    <groupId>org.slf4j</groupId><newline46mondego>    <artifactId>slf4j-jdk14</artifactId><newline46mondego>    <version>1.6.4</version><newline46mondego></dependency><newline46mondego>"
"6576splitHere46","4755742splitHere46","import java.lang.reflect.Constructor;<newline46mondego><newline46mondego>public class Test extends AbstractTest<newline46mondego>{<newline46mondego>      Test(int i){<newline46mondego>          super(i);<newline46mondego>      }<newline46mondego>      public static void main(String[] args) throws Exception<newline46mondego>      {<newline46mondego>             Test t = new Test(1);<newline46mondego>             final Constructor<?>[] constructors = Class.forName(<doubleQuotes46>AbstractTest$InnerTest<doubleQuotes46>).getDeclaredConstructors();<newline46mondego>             Constructor<?> noArgConstructor = null;<newline46mondego>             for (final Constructor<?> constructor : constructors)<newline46mondego>             {<newline46mondego>               if (constructor.getParameterTypes().length == 1)<newline46mondego>                 noArgConstructor = constructor;<newline46mondego>             }<newline46mondego>             if (noArgConstructor == null)<newline46mondego>               throw new RuntimeException(<doubleQuotes46>Failed to find no arg constructor<doubleQuotes46>);<newline46mondego><newline46mondego>             AbstractTest.InnerTest innerTest =  (AbstractTest.InnerTest) noArgConstructor.newInstance(t);<newline46mondego><newline46mondego>             innerTest.test();<newline46mondego>      }<newline46mondego>}<newline46mondego><newline46mondego>abstract class AbstractTest{<newline46mondego>      AbstractTest(int i){}<newline46mondego>      class InnerTest<newline46mondego>      {<newline46mondego>             InnerTest(){<newline46mondego>                 System.out.println(<doubleQuotes46>inner test class<doubleQuotes46>);<newline46mondego>             }<newline46mondego>             void test(){<newline46mondego>                 System.out.println(<doubleQuotes46>inner test<doubleQuotes46>);<newline46mondego>             }<newline46mondego>      }<newline46mondego>}<newline46mondego>"
"6577splitHere46","4755742splitHere46","inner test class<newline46mondego>inner test<newline46mondego>"
"6578splitHere46","4755776splitHere46","LoginBean loginBean = new LoginBean();<newline46mondego>Method setUserName = loginBean.getClass().getMethod(<doubleQuotes46>setUserName<doubleQuotes46>, new Class[]{String.class});<newline46mondego>setUserName.invoke(loginBean, <doubleQuotes46>myLogin<doubleQuotes46>);<newline46mondego>"
"6579splitHere46","4756003splitHere46","<script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=PathToJquery.js></script><newline46mondego>"
"6580splitHere46","4756003splitHere46","<newline46mondego>$(document).ready(function() {<newline46mondego>$('#DDIdParent').change(function() { populateChildDropdown('DDIdParent');  });<newline46mondego>});"
"6581splitHere46","4756003splitHere46","function populateChildDropdown(ddId) {<newline46mondego>            var dd = $('#' + ddId);<newline46mondego>            $.getJSON('json/mapping?dd=' + ddId, function(opts) {<newline46mondego>                $('>option', dd).remove(); // Clear old options first.<newline46mondego>                if (opts) {<newline46mondego>                    $.each(opts, function(key, value) {<newline46mondego>                        dd.append($('<option/>').val(key).text(value));<newline46mondego>                    });<newline46mondego>                } else {<newline46mondego>                    dd.append($('<option/>').text(<doubleQuotes46>Please select the parent DD<doubleQuotes46>));<newline46mondego>                }<newline46mondego>            });<newline46mondego>        }<newline46mondego>"
"6582splitHere46","4756003splitHere46","Map options = yourDao.callDatabase(parameter);<newline46mondego>        String json = new Gson().toJson(options);<newline46mondego>        res.setContentType(<doubleQuotes46>application/json<doubleQuotes46>);<newline46mondego>        res.setCharacterEncoding(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>        res.getWriter().write(json);<newline46mondego>"
"6583splitHere46","4756165splitHere46","char[]"
"6584splitHere46","4756178splitHere46","<?php <newline46mondego><newline46mondego>$key='Your aws key';<newline46mondego> $pwd='Your AWS secret key';<newline46mondego><newline46mondego><newline46mondego><newline46mondego>// See docs   ://docs.amazonwebservices.com/AWSEC2/latest/APIReference/------->Actions---->Describe Regions <newline46mondego><newline46mondego>//for making a request to the aws<newline46mondego><newline46mondego><newline46mondego> $params = array(   <newline46mondego> 'Action' => 'DescribeAvailabilityZones',<newline46mondego> 'AWSAccessKeyId' => $key, <newline46mondego> 'Timestamp' => gmdate('Y-m-d\TH:i:s\Z'),<newline46mondego> 'Version' => '2008-05-05', <newline46mondego> 'ZoneName.0' => 'us-east-1a',<newline46mondego> 'ZoneName.1' => 'us-east-1b',    <newline46mondego> 'ZoneName.2' => 'us-east-1c', <newline46mondego> 'SignatureVersion' => 2,  <newline46mondego> 'SignatureMethod' => 'HmacSHA256'<newline46mondego> );<newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego> uksort($params, 'strnatcmp');<newline46mondego> $qstr = ''; <newline46mondego> foreach ($params as $key => $val) {<newline46mondego> $qstr .= <doubleQuotes46>&{$key}=<doubleQuotes46>.rawurlencode($val);<newline46mondego> }<newline46mondego> $qstr = substr($qstr, 1);<newline46mondego><newline46mondego> // Signature Version 2 <newline46mondego><newline46mondego> $str = <doubleQuotes46>GET\n<doubleQuotes46>  <newline46mondego> . <doubleQuotes46>ec2.amazonaws.com\n<doubleQuotes46><newline46mondego> . <doubleQuotes46>/\n<doubleQuotes46>      <newline46mondego> . $qstr; <newline46mondego><newline46mondego><newline46mondego> $params['Signature'] = base64_encode( hash_hmac('sha256', $str, $pwd, true) );  // Generating a base64-encoded RFC <newline46mondego><newline46mondego>//2104-compliant HMAC-SHA256 <newline46mondego><newline46mondego><newline46mondego><newline46mondego> $req = 'https://ec2.amazonaws.com/?' . http_build_query(     $params );  // encoded query string <newline46mondego><newline46mondego> echo '<a href=<doubleQuotes46>'.$req.'<doubleQuotes46>>XML</a><p>';//For Navigating or creating a request.<newline46mondego><newline46mondego><newline46mondego><newline46mondego> ?><newline46mondego>"
"6585splitHere46","4756355splitHere46","<parameter name=<doubleQuotes46>ServiceTCCL<doubleQuotes46>>composite</parameter><newline46mondego>"
"6586splitHere46","4756505splitHere46","rs.next()"
"6587splitHere46","4756525splitHere46","Debug"
"6588splitHere46","4756525splitHere46","isAssertEnabled"
"6589splitHere46","4756701splitHere46","foo()"
"6590splitHere46","4756701splitHere46","foo()"
"6591splitHere46","4756701splitHere46","new A() {<newline46mondego>      public void go()<newline46mondego>      {<newline46mondego>        System.out.println(<doubleQuotes46>reachable - B<doubleQuotes46>);<newline46mondego>      }<newline46mondego>      public void foo()<newline46mondego>      {<newline46mondego>        System.out.println(<doubleQuotes46>unreachable - B<doubleQuotes46>);<newline46mondego>      }<newline46mondego>}.foo();<newline46mondego>"
"6592splitHere46","4756701splitHere46","new A() {}"
"6593splitHere46","4756701splitHere46","A"
"6594splitHere46","4756701splitHere46","A"
"6595splitHere46","4756701splitHere46","foo"
"6596splitHere46","4756701splitHere46","foo()"
"6597splitHere46","4756731splitHere46","class Datas {<newline46mondego><newline46mondego>@Pattern(regexp(<doubleQuotes46>[a-z]<doubleQuotes46>))<newline46mondego>private String here;<newline46mondego>@Id<newline46mondego>@NotNull<newline46mondego>private Integer num;<newline46mondego><newline46mondego>//<newline46mondego>}  <newline46mondego>"
"6598splitHere46","4756762splitHere46","Class-Path"
"6599splitHere46","4756762splitHere46","directoryname/*"
"6600splitHere46","4756828splitHere46","/assets/application<newline46mondego>  version number/folder/path"
"6601splitHere46","4756828splitHere46","tapestry.application-version"
"6602splitHere46","4756828splitHere46","http://myserver.com/assets/ctx/942f15f778dca26c/css/styles.css"
"6603splitHere46","4756836splitHere46","@Override<newline46mondego>public void contextInitialized(ServletContextEvent event) {<newline46mondego><newline46mondego>    final WebApplicationContext springContext = WebApplicationContextUtils.getWebApplicationContext(event.getServletContext());<newline46mondego>    final Properties props = (Properties)springContext.getBean(<doubleQuotes46>myProps<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6604splitHere46","4756873splitHere46","/etc/environment"
"6605splitHere46","4756906splitHere46","public BufferedImage scaleImage(BufferedImage img, int width, int height,<newline46mondego>        Color background) {<newline46mondego>    int imgWidth = img.getWidth();<newline46mondego>    int imgHeight = img.getHeight();<newline46mondego>    if (imgWidth*height < imgHeight*width) {<newline46mondego>        width = imgWidth*height/imgHeight;<newline46mondego>    } else {<newline46mondego>        height = imgHeight*width/imgWidth;<newline46mondego>    }<newline46mondego>    BufferedImage newImage = new BufferedImage(width, height,<newline46mondego>            BufferedImage.TYPE_INT_RGB);<newline46mondego>    Graphics2D g = newImage.createGraphics();<newline46mondego>    try {<newline46mondego>        g.setRenderingHint(RenderingHints.KEY_INTERPOLATION,<newline46mondego>                RenderingHints.VALUE_INTERPOLATION_BICUBIC);<newline46mondego>        g.setBackground(background);<newline46mondego>        g.clearRect(0, 0, width, height);<newline46mondego>        g.drawImage(img, 0, 0, width, height, null);<newline46mondego>    } finally {<newline46mondego>        g.dispose();<newline46mondego>    }<newline46mondego>    return newImage;<newline46mondego>}<newline46mondego>"
